node_id,node_name,question_id,evidence_level,pass_status,role_in_node,rubric_atom_ids_sample,boundary_note
LAW_V5_N02,先判后证,CC0025_2024_朝阳_二模_17,formal,PASS_CANDIDATE,core_support,R_CC0025_2024_朝阳_二模_17_01|R_CC0025_2024_朝阳_二模_17_02|R_CC0025_2024_朝阳_二模_17_03|R_CC0025_2024_朝阳_二模_17_04|R_CC0025_2024_朝阳_二模_17_05|R_CC0025_2024_朝阳_二模_17_06|R_CC0025_2024_朝阳_二模_17_07|R_CC0025_2024_朝阳_二模_17_08,
LAW_V5_N02,先判后证,CC0054_2024_石景山_一模_17,formal,PASS_CANDIDATE,core_support,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,
LAW_V5_N02,先判后证,CC0119_2025_丰台_期末_19,formal,PASS_CANDIDATE,core_support,R_CC0119_2025_丰台_期末_19_M17_01|R_CC0119_2025_丰台_期末_19_M17_02|R_CC0119_2025_丰台_期末_19_M17_03|R_CC0119_2025_丰台_期末_19_M17_04|R_CC0119_2025_丰台_期末_19_M17_05|R_CC0119_2025_丰台_期末_19_M17_06|R_CC0119_2025_丰台_期末_19_M17_07,
LAW_V5_N02,先判后证,CC0137_2025_昌平_二模_20,formal,PASS_CANDIDATE,core_support,R_CC0137_2025_昌平_二模_20_01|R_CC0137_2025_昌平_二模_20_02|R_CC0137_2025_昌平_二模_20_03|R_CC0137_2025_昌平_二模_20_04|R_CC0137_2025_昌平_二模_20_05|R_CC0137_2025_昌平_二模_20_06|R_CC0137_2025_昌平_二模_20_07|R_CC0137_2025_昌平_二模_20_08,
LAW_V5_N02,先判后证,CC0143_2025_朝阳_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08,
LAW_V5_N02,先判后证,CC0200_2025_西城_二模_18,formal,PASS_CANDIDATE,core_support,R_CC0200_2025_西城_二模_18_01,
LAW_V5_N02,先判后证,CC0213_2025_门头沟_一模_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0213_2025_门头沟_一模_20_M17_01|R_CC0213_2025_门头沟_一模_20_M17_02|R_CC0213_2025_门头沟_一模_20_M17_03|R_CC0213_2025_门头沟_一模_20_M17_04|R_CC0213_2025_门头沟_一模_20_M17_05|R_CC0213_2025_门头沟_一模_20_M17_06|R_CC0213_2025_门头沟_一模_20_M17_07|R_CC0213_2025_门头沟_一模_20_M17_08,ask_source_check
LAW_V5_N02,先判后证,CC0214_2025_门头沟_一模_20_2,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0214_2025_门头沟_一模_20_2_01|R_CC0214_2025_门头沟_一模_20_2_02|R_CC0214_2025_门头沟_一模_20_2_03|R_CC0214_2025_门头沟_一模_20_2_04|R_CC0214_2025_门头沟_一模_20_2_05,ask_source_check
LAW_V5_N02,先判后证,CC0238_2026_东城_二模_19,formal,PASS_CANDIDATE,core_support,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,
LAW_V5_N02,先判后证,CC0244_2026_东城_期末_18,formal,PASS_CANDIDATE,core_support,R_CC0244_2026_东城_期末_18_01|R_CC0244_2026_东城_期末_18_02|R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_04|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_06|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,
LAW_V5_N02,先判后证,CC0251_2026_丰台_一模_20,formal,PASS_CANDIDATE,core_support,R_CC0251_2026_丰台_一模_20_01|R_CC0251_2026_丰台_一模_20_02|R_CC0251_2026_丰台_一模_20_03|R_CC0251_2026_丰台_一模_20_04|R_CC0251_2026_丰台_一模_20_05|R_CC0251_2026_丰台_一模_20_06|R_CC0251_2026_丰台_一模_20_07|R_CC0251_2026_丰台_一模_20_08,
LAW_V5_N02,先判后证,CC0305_2026_海淀_一模_18_3,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0305_2026_海淀_一模_18_3_P01|R_CC0305_2026_海淀_一模_18_3_P02|R_CC0305_2026_海淀_一模_18_3_P03,ask_source_check
LAW_V5_N02,先判后证,CC0364_2026_通州_期末_19_1,formal,PASS_CANDIDATE,core_support,R_CC0364_2026_通州_期末_19_1_01|R_CC0364_2026_通州_期末_19_1_02|R_CC0364_2026_通州_期末_19_1_03|R_CC0364_2026_通州_期末_19_1_04|R_CC0364_2026_通州_期末_19_1_05|R_CC0364_2026_通州_期末_19_1_06|R_CC0364_2026_通州_期末_19_1_07|R_CC0364_2026_通州_期末_19_1_08,
LAW_V5_N02,先判后证,CC0373_2026_顺义_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,
LAW_V5_N02,先判后证,RECOVER_2026_房山_一模_17_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_房山_一模_17_1_R01|RECOVER_2026_房山_一模_17_1_R02|RECOVER_2026_房山_一模_17_1_R03,
LAW_V5_N02,先判后证,RECOVER_2026_西城_二模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_西城_二模_18_1_R01|RECOVER_2026_西城_二模_18_1_R02|RECOVER_2026_西城_二模_18_1_R03,
LAW_V5_N02,先判后证,RECOVER_2026_朝阳_期末_18_1,formal,PASS_CANDIDATE,core_support,R_RECOVER_2026_朝阳_期末_18_1_01|R_RECOVER_2026_朝阳_期末_18_1_02|R_RECOVER_2026_朝阳_期末_18_1_03|R_RECOVER_2026_朝阳_期末_18_1_04|R_RECOVER_2026_朝阳_期末_18_1_05,
LAW_V5_N03,切责成链,CC0002_2024_丰台_一模_17,formal,PASS_CANDIDATE,core_support,R_CC0002_2024_丰台_一模_17_M17_01|R_CC0002_2024_丰台_一模_17_M17_02|R_CC0002_2024_丰台_一模_17_M17_03|R_CC0002_2024_丰台_一模_17_M17_04|R_CC0002_2024_丰台_一模_17_M17_05|R_CC0002_2024_丰台_一模_17_M17_06,
LAW_V5_N03,切责成链,CC0054_2024_石景山_一模_17,formal,PASS_CANDIDATE,core_support,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,
LAW_V5_N03,切责成链,CC0063_2024_西城_二模_16,formal,PASS_CANDIDATE,core_support,R_CC0063_2024_西城_二模_16_01,
LAW_V5_N03,切责成链,CC0084_2025_东城_二模_19,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0084_2025_东城_二模_19_01|R_CC0084_2025_东城_二模_19_02|R_CC0084_2025_东城_二模_19_03|R_CC0084_2025_东城_二模_19_04|R_CC0084_2025_东城_二模_19_05|R_CC0084_2025_东城_二模_19_06|R_CC0084_2025_东城_二模_19_07|R_CC0084_2025_东城_二模_19_08,ask_source_check
LAW_V5_N03,切责成链,CC0119_2025_丰台_期末_19,formal,PASS_CANDIDATE,core_support,R_CC0119_2025_丰台_期末_19_M17_01|R_CC0119_2025_丰台_期末_19_M17_02|R_CC0119_2025_丰台_期末_19_M17_03|R_CC0119_2025_丰台_期末_19_M17_04|R_CC0119_2025_丰台_期末_19_M17_05|R_CC0119_2025_丰台_期末_19_M17_06|R_CC0119_2025_丰台_期末_19_M17_07,
LAW_V5_N03,切责成链,CC0143_2025_朝阳_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08,
LAW_V5_N03,切责成链,CC0150_2025_朝阳_二模_20,formal,PASS_CANDIDATE,core_support,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08,
LAW_V5_N03,切责成链,CC0180_2025_海淀_期末_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0180_2025_海淀_期末_20_M17_01|R_CC0180_2025_海淀_期末_20_M17_02|R_CC0180_2025_海淀_期末_20_M17_03|R_CC0180_2025_海淀_期末_20_M17_04|R_CC0180_2025_海淀_期末_20_M17_05|R_CC0180_2025_海淀_期末_20_M17_06,ask_source_check
LAW_V5_N03,切责成链,CC0181_2025_海淀_期末_21,formal,PASS_CANDIDATE,core_support,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,
LAW_V5_N03,切责成链,CC0195_2025_西城_一模_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0195_2025_西城_一模_20_01,ask_source_check
LAW_V5_N03,切责成链,CC0200_2025_西城_二模_18,formal,PASS_CANDIDATE,core_support,R_CC0200_2025_西城_二模_18_01,
LAW_V5_N03,切责成链,CC0213_2025_门头沟_一模_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0213_2025_门头沟_一模_20_M17_01|R_CC0213_2025_门头沟_一模_20_M17_02|R_CC0213_2025_门头沟_一模_20_M17_03|R_CC0213_2025_门头沟_一模_20_M17_04|R_CC0213_2025_门头沟_一模_20_M17_05|R_CC0213_2025_门头沟_一模_20_M17_06|R_CC0213_2025_门头沟_一模_20_M17_07|R_CC0213_2025_门头沟_一模_20_M17_08,ask_source_check
LAW_V5_N03,切责成链,CC0238_2026_东城_二模_19,formal,PASS_CANDIDATE,core_support,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,
LAW_V5_N03,切责成链,CC0244_2026_东城_期末_18,formal,PASS_CANDIDATE,core_support,R_CC0244_2026_东城_期末_18_01|R_CC0244_2026_东城_期末_18_02|R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_04|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_06|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,
LAW_V5_N03,切责成链,CC0251_2026_丰台_一模_20,formal,PASS_CANDIDATE,core_support,R_CC0251_2026_丰台_一模_20_01|R_CC0251_2026_丰台_一模_20_02|R_CC0251_2026_丰台_一模_20_03|R_CC0251_2026_丰台_一模_20_04|R_CC0251_2026_丰台_一模_20_05|R_CC0251_2026_丰台_一模_20_06|R_CC0251_2026_丰台_一模_20_07|R_CC0251_2026_丰台_一模_20_08,
LAW_V5_N03,切责成链,CC0254_2026_丰台_二模_18,formal,PARTIAL_LOW_FREQ_CONTAINER,core_support,R_CC0254_2026_丰台_二模_18_01|R_CC0254_2026_丰台_二模_18_02|R_CC0254_2026_丰台_二模_18_03|R_CC0254_2026_丰台_二模_18_04|R_CC0254_2026_丰台_二模_18_05|R_CC0254_2026_丰台_二模_18_06|R_CC0254_2026_丰台_二模_18_07|R_CC0254_2026_丰台_二模_18_08,low_freq_singleton
LAW_V5_N03,切责成链,CC0289_2026_朝阳_二模_18,formal,PASS_CANDIDATE,core_support,R_CC0289_2026_朝阳_二模_18_01|R_CC0289_2026_朝阳_二模_18_02|R_CC0289_2026_朝阳_二模_18_03|R_CC0289_2026_朝阳_二模_18_04|R_CC0289_2026_朝阳_二模_18_05|R_CC0289_2026_朝阳_二模_18_06|R_CC0289_2026_朝阳_二模_18_07|R_CC0289_2026_朝阳_二模_18_08,
LAW_V5_N03,切责成链,CC0305_2026_海淀_一模_18_3,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0305_2026_海淀_一模_18_3_P01|R_CC0305_2026_海淀_一模_18_3_P02|R_CC0305_2026_海淀_一模_18_3_P03,ask_source_check
LAW_V5_N03,切责成链,CC0317_2026_海淀_期末_18,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0317_2026_海淀_期末_18_01,ask_source_check
LAW_V5_N03,切责成链,CC0364_2026_通州_期末_19_1,formal,PASS_CANDIDATE,core_support,R_CC0364_2026_通州_期末_19_1_01|R_CC0364_2026_通州_期末_19_1_02|R_CC0364_2026_通州_期末_19_1_03|R_CC0364_2026_通州_期末_19_1_04|R_CC0364_2026_通州_期末_19_1_05|R_CC0364_2026_通州_期末_19_1_06|R_CC0364_2026_通州_期末_19_1_07|R_CC0364_2026_通州_期末_19_1_08,
LAW_V5_N03,切责成链,CC0373_2026_顺义_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0373_2026_顺义_一模_18_P01|R_CC0373_2026_顺义_一模_18_P02|R_CC0373_2026_顺义_一模_18_P03|R_CC0373_2026_顺义_一模_18_P04|R_CC0373_2026_顺义_一模_18_P05|R_CC0373_2026_顺义_一模_18_P06|R_CC0373_2026_顺义_一模_18_P07,
LAW_V5_N03,切责成链,RECOVER_2024_东城_二模_19_1,formal,PASS_CANDIDATE,core_support,RECOVER_2024_东城_二模_19_1_R01|RECOVER_2024_东城_二模_19_1_R02|RECOVER_2024_东城_二模_19_1_R03,
LAW_V5_N03,切责成链,RECOVER_2024_东城_二模_19_2,formal,PASS_CANDIDATE,core_support,RECOVER_2024_东城_二模_19_2_R01|RECOVER_2024_东城_二模_19_2_R02,
LAW_V5_N03,切责成链,RECOVER_2026_房山_一模_17_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_房山_一模_17_1_R01|RECOVER_2026_房山_一模_17_1_R02|RECOVER_2026_房山_一模_17_1_R03,
LAW_V5_N03,切责成链,RECOVER_2026_西城_二模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_西城_二模_18_1_R01|RECOVER_2026_西城_二模_18_1_R02|RECOVER_2026_西城_二模_18_1_R03,
LAW_V5_N03,切责成链,RECOVER_2026_朝阳_期末_18_1,formal,PASS_CANDIDATE,core_support,R_RECOVER_2026_朝阳_期末_18_1_01|R_RECOVER_2026_朝阳_期末_18_1_02|R_RECOVER_2026_朝阳_期末_18_1_03|R_RECOVER_2026_朝阳_期末_18_1_04|R_RECOVER_2026_朝阳_期末_18_1_05,
LAW_V5_N04,护创新,CC0103_2025_丰台_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0103_2025_丰台_一模_19_01,
LAW_V5_N04,护创新,CC0131_2025_房山_一模_19,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0131_2025_房山_一模_19_01|R_CC0131_2025_房山_一模_19_02|R_CC0131_2025_房山_一模_19_03|R_CC0131_2025_房山_一模_19_04|R_CC0131_2025_房山_一模_19_05|R_CC0131_2025_房山_一模_19_06|R_CC0131_2025_房山_一模_19_07|R_CC0131_2025_房山_一模_19_08,ask_source_check
LAW_V5_N04,护创新,CC0137_2025_昌平_二模_20,formal,PASS_CANDIDATE,core_support,R_CC0137_2025_昌平_二模_20_01|R_CC0137_2025_昌平_二模_20_02|R_CC0137_2025_昌平_二模_20_03|R_CC0137_2025_昌平_二模_20_04|R_CC0137_2025_昌平_二模_20_05|R_CC0137_2025_昌平_二模_20_06|R_CC0137_2025_昌平_二模_20_07|R_CC0137_2025_昌平_二模_20_08,
LAW_V5_N04,护创新,CC0157_2025_朝阳_期末_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0157_2025_朝阳_期末_20_M17_01|R_CC0157_2025_朝阳_期末_20_M17_02|R_CC0157_2025_朝阳_期末_20_M17_03|R_CC0157_2025_朝阳_期末_20_M17_04|R_CC0157_2025_朝阳_期末_20_M17_05|R_CC0157_2025_朝阳_期末_20_M17_06|R_CC0157_2025_朝阳_期末_20_M17_07|R_CC0157_2025_朝阳_期末_20_M17_08,ask_source_check
LAW_V5_N04,护创新,CC0181_2025_海淀_期末_21,formal,PASS_CANDIDATE,core_support,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,
LAW_V5_N04,护创新,CC0189_2025_石景山_一模_20,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0189_2025_石景山_一模_20_01|R_CC0189_2025_石景山_一模_20_02|R_CC0189_2025_石景山_一模_20_03|R_CC0189_2025_石景山_一模_20_04,ask_source_check
LAW_V5_N04,护创新,CC0206_2025_西城_期末_19,formal,PASS_CANDIDATE,core_support,R_CC0206_2025_西城_期末_19_01,
LAW_V5_N04,护创新,CC0229_2026_东城_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,
LAW_V5_N04,护创新,CC0238_2026_东城_二模_19,formal,PASS_CANDIDATE,core_support,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,
LAW_V5_N04,护创新,CC0277_2026_房山_二模_18,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0277_2026_房山_二模_18_01|R_CC0277_2026_房山_二模_18_02|R_CC0277_2026_房山_二模_18_03|R_CC0277_2026_房山_二模_18_04|R_CC0277_2026_房山_二模_18_05|R_CC0277_2026_房山_二模_18_06|R_CC0277_2026_房山_二模_18_07|R_CC0277_2026_房山_二模_18_08,ask_source_check
LAW_V5_N04,护创新,CC0283_2026_朝阳_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0283_2026_朝阳_一模_18_01|R_CC0283_2026_朝阳_一模_18_02|R_CC0283_2026_朝阳_一模_18_03|R_CC0283_2026_朝阳_一模_18_04|R_CC0283_2026_朝阳_一模_18_05,
LAW_V5_N04,护创新,CC0319_2026_海淀_期末_19,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0319_2026_海淀_期末_19_01,ask_source_check
LAW_V5_N04,护创新,RECOVER_2025_海淀_二模_18,formal,PASS_CANDIDATE,core_support,R_RECOVER_2025_海淀_二模_18_01|R_RECOVER_2025_海淀_二模_18_02|R_RECOVER_2025_海淀_二模_18_03|R_RECOVER_2025_海淀_二模_18_04|R_RECOVER_2025_海淀_二模_18_05|R_RECOVER_2025_海淀_二模_18_06|R_RECOVER_2025_海淀_二模_18_07|R_RECOVER_2025_海淀_二模_18_08,
LAW_V5_N04,护创新,RECOVER_2025_丰台_二模_19_2,formal,PASS_CANDIDATE,core_support,RECOVER_2025_丰台_二模_19_2_R01|RECOVER_2025_丰台_二模_19_2_R02|RECOVER_2025_丰台_二模_19_2_R03|RECOVER_2025_丰台_二模_19_2_R04,
LAW_V5_N04,护创新,RECOVER_2026_延庆_一模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_延庆_一模_18_1_R01|RECOVER_2026_延庆_一模_18_1_R02|RECOVER_2026_延庆_一模_18_1_R03,
LAW_V5_N05,走救济,CC0061_2024_西城_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0061_2024_西城_一模_18_01|R_CC0061_2024_西城_一模_18_02|R_CC0061_2024_西城_一模_18_03,
LAW_V5_N05,走救济,CC0077_2025_东城_一模_19,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0077_2025_东城_一模_19_01|R_CC0077_2025_东城_一模_19_02|R_CC0077_2025_东城_一模_19_03|R_CC0077_2025_东城_一模_19_04|R_CC0077_2025_东城_一模_19_05|R_CC0077_2025_东城_一模_19_06|R_CC0077_2025_东城_一模_19_07|R_CC0077_2025_东城_一模_19_08,ask_source_check
LAW_V5_N05,走救济,CC0125_2025_延庆_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,
LAW_V5_N05,走救济,CC0150_2025_朝阳_二模_20,formal,PASS_CANDIDATE,core_support,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08,
LAW_V5_N05,走救济,CC0223_2025_顺义_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,
LAW_V5_N05,走救济,CC0244_2026_东城_期末_18,formal,PASS_CANDIDATE,core_support,R_CC0244_2026_东城_期末_18_01|R_CC0244_2026_东城_期末_18_02|R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_04|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_06|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,
LAW_V5_N05,走救济,CC0245_2026_东城_期末_18_2,formal,PARTIAL_SOURCE_CHECK,core_support,R_CC0245_2026_东城_期末_18_2_01|R_CC0245_2026_东城_期末_18_2_02|R_CC0245_2026_东城_期末_18_2_03|R_CC0245_2026_东城_期末_18_2_04,ask_source_check
LAW_V5_N05,走救济,CC0283_2026_朝阳_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0283_2026_朝阳_一模_18_01|R_CC0283_2026_朝阳_一模_18_02|R_CC0283_2026_朝阳_一模_18_03|R_CC0283_2026_朝阳_一模_18_04|R_CC0283_2026_朝阳_一模_18_05,
