suite_name,year,district,stage,question_anchor_guess,category,topic,matched_term,candidate_signal_status,source_status,inventory_source_type,source_priority,file_name,line_no,hit_line,context,original_path,file,promotion_status
2025东城期末,2025,东城,期末,,thinking,创新思维,联想思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,8,聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分,[[SLIDE 3]] / 登月服的设计体现了思路新、方法新、结果新。1分 / 聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分 / [[SLIDE 4]] / 阅卷细则：,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,发散思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,8,聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分,[[SLIDE 3]] / 登月服的设计体现了思路新、方法新、结果新。1分 / 聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分 / [[SLIDE 4]] / 阅卷细则：,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,聚合思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,8,聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分,[[SLIDE 3]] / 登月服的设计体现了思路新、方法新、结果新。1分 / 聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要，体现了聚合思维和发散思维。同时，把服装造型设计和火箭形象、传统文化联系起来，体现了联想思维。3分 / [[SLIDE 4]] / 阅卷细则：,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,创新思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,11,第一层次：创新思维表现、特点,[[SLIDE 4]] / 阅卷细则： / 第一层次：创新思维表现、特点 / 登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越性、独特性。写出任何一个词可得1分。 / 第二层次：具体方法,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,创新思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,12,登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越性、独特性。写出任何一个词可得1分。,"阅卷细则： / 第一层次：创新思维表现、特点 / 登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越性、独特性。写出任何一个词可得1分。 / 第二层次：具体方法 / （1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。",/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,发散思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,14,"（1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。","登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越性、独特性。写出任何一个词可得1分。 / 第二层次：具体方法 / （1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。 / （2）把服装造型设计和火箭形象、传统文化联系起，体现了联想思维。 / （3）提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现了超前思维。",/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,聚合思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,14,"（1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。","登月服的设计体现了思路新、方法新、结果新/或创新思维具有多向性、跨越性、独特性。写出任何一个词可得1分。 / 第二层次：具体方法 / （1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。 / （2）把服装造型设计和火箭形象、传统文化联系起，体现了联想思维。 / （3）提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现了超前思维。",/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,联想思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,15,（2）把服装造型设计和火箭形象、传统文化联系起，体现了联想思维。,"第二层次：具体方法 / （1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。 / （2）把服装造型设计和火箭形象、传统文化联系起，体现了联想思维。 / （3）提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现了超前思维。",/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,超前思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,16,（3）提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现了超前思维。,"（1）聚焦完成登月任务核心问题，综合考虑了月面环境问题、航天员行走等不同需要,体现了聚合思维和发散思维。 / （2）把服装造型设计和火箭形象、传统文化联系起，体现了联想思维。 / （3）提前预判月面特殊环境和航天员登陆后需求，据此设计航天服细节，体现了超前思维。 / 以上3点写对一点得2分，写对2点得3分。第二层次满分3分。",/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,,thinking,创新思维,创新思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,19,如果通篇答案只回答创新思维的表现和特点，并且材料说明充分，最多得2分。,以上3点写对一点得2分，写对2点得3分。第二层次满分3分。 / 如果通篇答案只回答创新思维的表现和特点，并且材料说明充分，最多得2分。 / 如果答案没有学科知识，但分析材料充分，得1分。 / [[SLIDE 5]],/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,"1,2,3",thinking,创新思维,创新思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,25,1.遗漏创新思维表现、特点这一知识点，3分卷较多。,[[SLIDE 6]] / 存在问题： / 1.遗漏创新思维表现、特点这一知识点，3分卷较多。 / 2.不掌握“创新思维”相关知识，答题表述没有学科术语，0-1分卷较多。 / 3.“发散聚合”结合材料不准确。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
2025东城期末,2025,东城,期末,"2,1,3",thinking,创新思维,创新思维,positive_candidate,lecture_support_candidate,ppt,P0_candidate_scoring,SRC_7d84ce85cb4b_东城期末_pptx.txt,26,2.不掌握“创新思维”相关知识，答题表述没有学科术语，0-1分卷较多。,存在问题： / 1.遗漏创新思维表现、特点这一知识点，3分卷较多。 / 2.不掌握“创新思维”相关知识，答题表述没有学科术语，0-1分卷较多。 / 3.“发散聚合”结合材料不准确。 / [[SLIDE 7]],/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_四线终极全书_2026-05-03/02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,19,thinking,创新思维,超前思维,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,67,理由:科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超前思维，采用问卷调查的方法有计划且系统的收集可参考的数据或资料:对调查搜集到的大量资料进行分析、综合、比较、归纳，能够更深入地认识主题、研究问题，从而为做好主题研究作出正确的判断和预测。,19.(2)(6分)可以从头脑风暴法、问卷调查法、访谈法等角度作。 / 示例:采用问卷调查法。 / 理由:科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超前思维，采用问卷调查的方法有计划且系统的收集可参考的数据或资料:对调查搜集到的大量资料进行分析、综合、比较、归纳，能够更深入地认识主题、研究问题，从而为做好主题研究作出正确的判断和预测。 / 拓展答案： / (1)(2分)（如果/只要）能够在商品外包装上印上垃圾分类标识。,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,19,thinking,创新思维,迁移,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,70,19（2）.检核表法、抽样调查法、信息交合法、迁移、矛盾分析法、文献查查找法……,拓展答案： / (1)(2分)（如果/只要）能够在商品外包装上印上垃圾分类标识。 / 19（2）.检核表法、抽样调查法、信息交合法、迁移、矛盾分析法、文献查查找法…… / 超前思维—预测未来会出现的问题—写进提案中……. / 逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用……,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,19,thinking,创新思维,超前思维,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,71,超前思维—预测未来会出现的问题—写进提案中…….,(1)(2分)（如果/只要）能够在商品外包装上印上垃圾分类标识。 / 19（2）.检核表法、抽样调查法、信息交合法、迁移、矛盾分析法、文献查查找法…… / 超前思维—预测未来会出现的问题—写进提案中……. / 逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用…… / 联想思维—迁移其他国家的经验……,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,19,thinking,创新思维,逆向思维,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,72,逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用……,19（2）.检核表法、抽样调查法、信息交合法、迁移、矛盾分析法、文献查查找法…… / 超前思维—预测未来会出现的问题—写进提案中……. / 逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用…… / 联想思维—迁移其他国家的经验…… / 类比推理—学习其他国际经验…….,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,,thinking,创新思维,联想思维,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,73,联想思维—迁移其他国家的经验……,超前思维—预测未来会出现的问题—写进提案中……. / 逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用…… / 联想思维—迁移其他国家的经验…… / 类比推理—学习其他国际经验……. / 发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,,thinking,创新思维,迁移,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,73,联想思维—迁移其他国家的经验……,超前思维—预测未来会出现的问题—写进提案中……. / 逆向思维—从人民群众垃圾分类表示的看法，调查研究—聚焦到对提案的作用…… / 联想思维—迁移其他国家的经验…… / 类比推理—学习其他国际经验……. / 发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,,thinking,创新思维,发散思维,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,75,发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面,联想思维—迁移其他国家的经验…… / 类比推理—学习其他国际经验……. / 发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面 / 辩证思维—联系、全面的观点—提案角度更周全 / 评分标准说明：,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
丰台一模,2024,丰台,一模,,thinking,创新思维,聚合思维,positive_candidate,rubric_like_candidate,rubric,,04f136a5f8d1d34e_细则.txt,75,发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面,联想思维—迁移其他国家的经验…… / 类比推理—学习其他国际经验……. / 发散思维—以分类标识为起点，多角度多方向发散—聚合思维，综合得出提案内容—使提案更客观、全面 / 辩证思维—联系、全面的观点—提案角度更周全 / 评分标准说明：,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/04f136a5f8d1d34e_细则.txt,candidate_only_needs_original_source_check
