suite_name,year,district,stage,question_anchor_guess,category,topic,matched_term,candidate_signal_status,source_status,inventory_source_type,source_priority,file_name,line_no,hit_line,context,original_path,file,promotion_status
2026丰台一模,2026,丰台,一模,"3,2,4",reasoning,三段论,大项,boundary_or_negative_signal,rubric_like_candidate,rubric,,44f3b42c2caf06aa_细则.txt,218,3.学科术语欠缺，表述不规范（大项不当周延——大项不易周延或扩大、有A就有B\前真后真）,假言判断（推理和判断区分）、联言三段论、归纳推理三段论、换质位、充分必要假言推理的错用、大中小项区分不开，“双否”的错误、完全没学过逻辑 / 2.思维混乱（前面判断对了，后面说错，前面说充分条件假言推理，后面又验证是必要条件假言推理，结论正确）； / 3.学科术语欠缺，表述不规范（大项不当周延——大项不易周延或扩大、有A就有B\前真后真） / 4.答错题划掉（在下一题又写一遍），没再写（可能时间不够了） / 基础知识的梳理与巩固（知识上的清新与明确）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/44f3b42c2caf06aa_细则.txt,candidate_only_needs_original_source_check
2026丰台一模,2026,丰台,一模,"3,2,4",reasoning,三段论,周延,boundary_or_negative_signal,rubric_like_candidate,rubric,,44f3b42c2caf06aa_细则.txt,218,3.学科术语欠缺，表述不规范（大项不当周延——大项不易周延或扩大、有A就有B\前真后真）,假言判断（推理和判断区分）、联言三段论、归纳推理三段论、换质位、充分必要假言推理的错用、大中小项区分不开，“双否”的错误、完全没学过逻辑 / 2.思维混乱（前面判断对了，后面说错，前面说充分条件假言推理，后面又验证是必要条件假言推理，结论正确）； / 3.学科术语欠缺，表述不规范（大项不当周延——大项不易周延或扩大、有A就有B\前真后真） / 4.答错题划掉（在下一题又写一遍），没再写（可能时间不够了） / 基础知识的梳理与巩固（知识上的清新与明确）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/44f3b42c2caf06aa_细则.txt,candidate_only_needs_original_source_check
2026丰台一模,2026,丰台,一模,,reasoning,三段论,三段论,boundary_or_negative_signal,rubric_like_candidate,rubric,,44f3b42c2caf06aa_细则.txt,232,参考答案：三段论推理；错误；中项不周延或违反了中项至少周延一次。,所以，有的绿色生产力是新质生产力。 / （1）写出该推理的类型，判断正确与否，并说明理由。 / 参考答案：三段论推理；错误；中项不周延或违反了中项至少周延一次。 / [slide 41],/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/44f3b42c2caf06aa_细则.txt,candidate_only_needs_original_source_check
2026丰台一模,2026,丰台,一模,,reasoning,三段论,中项,boundary_or_negative_signal,rubric_like_candidate,rubric,,44f3b42c2caf06aa_细则.txt,232,参考答案：三段论推理；错误；中项不周延或违反了中项至少周延一次。,所以，有的绿色生产力是新质生产力。 / （1）写出该推理的类型，判断正确与否，并说明理由。 / 参考答案：三段论推理；错误；中项不周延或违反了中项至少周延一次。 / [slide 41],/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/44f3b42c2caf06aa_细则.txt,candidate_only_needs_original_source_check
2026丰台一模,2026,丰台,一模,,reasoning,三段论,周延,boundary_or_negative_signal,rubric_like_candidate,rubric,,44f3b42c2caf06aa_细则.txt,232,参考答案：三段论推理；错误；中项不周延或违反了中项至少周延一次。,所以，有的绿色生产力是新质生产力。 / （1）写出该推理的类型，判断正确与否，并说明理由。 / 参考答案：三段论推理；错误；中项不周延或违反了中项至少周延一次。 / [slide 41],/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/44f3b42c2caf06aa_细则.txt,candidate_only_needs_original_source_check
2024朝阳期中,2024,朝阳,期中,,reasoning,三段论,小项,boundary_or_negative_signal,rubric_like_candidate,rubric,,486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,336,如楚王使用了科学思维，楚王犯了小项扩大错误,模板套路运用 / 术语准确 | 问题和原因 | 知识混乱，尤其是推理知识混乱，这个题写什么知识的都有 / 如楚王使用了科学思维，楚王犯了小项扩大错误 / 楚王进行了换位推理，楚王三段论，楚王肯前推肯后 / 晏子使用了类比推理的求异法，晏子使用了矛盾分析法 | 知识混乱，尤其是推理知识混乱，这个题写什么知识的都有,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,candidate_only_needs_original_source_check
2024朝阳期中,2024,朝阳,期中,,reasoning,三段论,三段论,boundary_or_negative_signal,rubric_like_candidate,rubric,,486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,337,楚王进行了换位推理，楚王三段论，楚王肯前推肯后,术语准确 | 问题和原因 | 知识混乱，尤其是推理知识混乱，这个题写什么知识的都有 / 如楚王使用了科学思维，楚王犯了小项扩大错误 / 楚王进行了换位推理，楚王三段论，楚王肯前推肯后 / 晏子使用了类比推理的求异法，晏子使用了矛盾分析法 | 知识混乱，尤其是推理知识混乱，这个题写什么知识的都有 / 如楚王使用了科学思维，楚王犯了小项扩大错误,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,candidate_only_needs_original_source_check
2024朝阳期中,2024,朝阳,期中,,reasoning,三段论,小项,boundary_or_negative_signal,rubric_like_candidate,rubric,,486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,339,如楚王使用了科学思维，楚王犯了小项扩大错误,楚王进行了换位推理，楚王三段论，楚王肯前推肯后 / 晏子使用了类比推理的求异法，晏子使用了矛盾分析法 | 知识混乱，尤其是推理知识混乱，这个题写什么知识的都有 / 如楚王使用了科学思维，楚王犯了小项扩大错误 / 楚王进行了换位推理，楚王三段论，楚王肯前推肯后 / 晏子使用了类比推理的求异法，晏子使用了矛盾分析法 | 梳理不够,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,candidate_only_needs_original_source_check
2024朝阳期中,2024,朝阳,期中,,reasoning,三段论,三段论,boundary_or_negative_signal,rubric_like_candidate,rubric,,486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,340,楚王进行了换位推理，楚王三段论，楚王肯前推肯后,晏子使用了类比推理的求异法，晏子使用了矛盾分析法 | 知识混乱，尤其是推理知识混乱，这个题写什么知识的都有 / 如楚王使用了科学思维，楚王犯了小项扩大错误 / 楚王进行了换位推理，楚王三段论，楚王肯前推肯后 / 晏子使用了类比推理的求异法，晏子使用了矛盾分析法 | 梳理不够 / ③运用知识：,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/486fe5ba720a2ff7_2024.11期中政治朝阳评标2.txt,candidate_only_needs_original_source_check
2025朝阳期末,2025,朝阳,期末,,reasoning,三段论,三段论,positive_candidate,rubric_like_candidate,rubric,,49b23fecab97a3ac_细则.txt,208,丙的话，符合逻辑。这是一个三段论推理。,“快速完成扫雪“有心慢慢清扫积雪”是相互矛届的，居民乙同时肯定这两个相 / 互矛盾的思想，违反了矛盾律。 / 丙的话，符合逻辑。这是一个三段论推理。 / 这个推理符合三段论的推理规则，在前提真实的情况下，推理结构正确， / 所以结论是符合逻辑的。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/49b23fecab97a3ac_细则.txt,candidate_only_needs_original_source_check
2025朝阳期末,2025,朝阳,期末,,reasoning,三段论,三段论,positive_candidate,rubric_like_candidate,rubric,,49b23fecab97a3ac_细则.txt,209,这个推理符合三段论的推理规则，在前提真实的情况下，推理结构正确，,互矛盾的思想，违反了矛盾律。 / 丙的话，符合逻辑。这是一个三段论推理。 / 这个推理符合三段论的推理规则，在前提真实的情况下，推理结构正确， / 所以结论是符合逻辑的。 / 能够写出甲、乙的话不符合逻辑，丙的话符合逻辑,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/49b23fecab97a3ac_细则.txt,candidate_only_needs_original_source_check
2025朝阳期末,2025,朝阳,期末,,reasoning,三段论,三段论,positive_candidate,rubric_like_candidate,rubric,,49b23fecab97a3ac_细则.txt,223,丙的话：能够写出推理符合三段论的推理规则（可写出真体规则》,应该结合材料说明 / 要点4： / 丙的话：能够写出推理符合三段论的推理规则（可写出真体规则》 / 推理前提真实 / 推理结构正确,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/49b23fecab97a3ac_细则.txt,candidate_only_needs_original_source_check
2024朝阳一模,2024,朝阳,一模,,reasoning,三段论,四概念,positive_candidate,rubric_like_candidate,rubric,,4fc81e818683fc6e_细则.txt,122,D.我无法一天读完老舍的作品，《茶馆》是老舍的作品，因此我无法一天读完《茶馆》（四概念）,B.我不赞成所有人都有崇高的理想，也不赞成所有人都没有崇高的理想（排中律） / C.所有的科技人员都是懂计算机的，并且有些不懂计算机的是科技人员（矛盾律） / D.我无法一天读完老舍的作品，《茶馆》是老舍的作品，因此我无法一天读完《茶馆》（四概念） / B,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/4fc81e818683fc6e_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,,reasoning,三段论,中项,positive_candidate,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,71,（小项） （中项-看选项）,[slide 8] / 小前提：乌毛蕨形成的镧独居石（是）纯净无辐射的独居石 / （小项） （中项-看选项） / 题型：加入前提，使得三段论推理保真。 / 已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,,reasoning,三段论,小项,positive_candidate,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,71,（小项） （中项-看选项）,[slide 8] / 小前提：乌毛蕨形成的镧独居石（是）纯净无辐射的独居石 / （小项） （中项-看选项） / 题型：加入前提，使得三段论推理保真。 / 已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,,reasoning,三段论,三段论,positive_candidate,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,72,题型：加入前提，使得三段论推理保真。,小前提：乌毛蕨形成的镧独居石（是）纯净无辐射的独居石 / （小项） （中项-看选项） / 题型：加入前提，使得三段论推理保真。 / 已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。 / “绿色提取前景”为三段论推理的大项,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,,reasoning,三段论,三段论,positive_candidate,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,74,“绿色提取前景”为三段论推理的大项,题型：加入前提，使得三段论推理保真。 / 已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。 / “绿色提取前景”为三段论推理的大项 / “乌毛蕨形成的镧独居石”为三段论推理的小项 / 所需大前提要求：,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,,reasoning,三段论,大项,positive_candidate,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,74,“绿色提取前景”为三段论推理的大项,题型：加入前提，使得三段论推理保真。 / 已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。 / “绿色提取前景”为三段论推理的大项 / “乌毛蕨形成的镧独居石”为三段论推理的小项 / 所需大前提要求：,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,1,reasoning,三段论,三段论,boundary_or_negative_signal,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,75,“乌毛蕨形成的镧独居石”为三段论推理的小项,已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。 / “绿色提取前景”为三段论推理的大项 / “乌毛蕨形成的镧独居石”为三段论推理的小项 / 所需大前提要求： / 1.不犯“四概念”错误——仅含有“纯净无辐射的独居石”、“绿色提取前景”两项；,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,1,reasoning,三段论,小项,boundary_or_negative_signal,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,75,“乌毛蕨形成的镧独居石”为三段论推理的小项,已知结论：乌毛蕨形成的镧独居石具有绿色提取前景。 / “绿色提取前景”为三段论推理的大项 / “乌毛蕨形成的镧独居石”为三段论推理的小项 / 所需大前提要求： / 1.不犯“四概念”错误——仅含有“纯净无辐射的独居石”、“绿色提取前景”两项；,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
2026东城期末,2026,东城,期末,"1,2,3",reasoning,三段论,四概念,boundary_or_negative_signal,rubric_like_candidate,rubric,,88c6e8f353db6002_细则.txt,77,1.不犯“四概念”错误——仅含有“纯净无辐射的独居石”、“绿色提取前景”两项；,“乌毛蕨形成的镧独居石”为三段论推理的小项 / 所需大前提要求： / 1.不犯“四概念”错误——仅含有“纯净无辐射的独居石”、“绿色提取前景”两项； / 2.不犯“中项不周”错误——“纯净无辐射的独居石”在大前提中必须周延； / 3.无需考虑“双否前提”错误。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/text_cache/88c6e8f353db6002_细则.txt,candidate_only_needs_original_source_check
