block,framework_point,role,question_count,formal_count,recovered_count,open_reference_count,question_ids,是否核心,是否仅参考,禁止误用说明
A_core_42,问惩教并行认识,主入口,1,0,1,0,CC0332_2026_石景山_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法律原则的现实作用,主入口,1,1,0,0,CC0019_2024_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法律规定的生态保护作用,主入口,1,1,0,0,CC0011_2024_丰台_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法律认识,主入口,1,1,0,0,CC0244_2026_东城_期中_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法治价值/意义,主入口,1,1,0,0,CC0131_2025_房山_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法院减轻赔偿责任的理由与意义,主入口,1,1,0,0,CC0002_2024_丰台_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法院如何保护知识产权,主入口,1,1,0,0,CC0283_2026_朝阳_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问法院裁判理由,主入口,1,1,0,0,CC0119_2025_丰台_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问消费者诉求能否支持及理由,主入口,1,1,0,0,CC0143_2025_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问纠纷如何解决,主入口,1,1,0,0,CC0223_2025_顺义_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问维权准备和路径,主入口,1,1,0,0,CC0245_2026_东城_期中_18_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问裁判,主入口,1,1,0,0,CC0181_2025_海淀_期末_21,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问规定如何推动绿色发展,主入口,1,1,0,0,CC0340_2026_西城_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问评析 / 谈认识,主入口,1,1,0,0,CC0238_2026_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问诉求能否支持,主入口,1,0,1,0,CC0305_2026_海淀_一模_18_3,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问诉求能否支持并说明理由,主入口,1,0,1,0,CC0373_2026_顺义_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,问调解理由,主入口,1,1,0,0,CC0125_2025_延庆_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,17 岁小刘为限制民事行为能力人，大额打赏与其年龄智力不相适应，且监护人未追认,主材料触发,1,1,0,0,CC0200_2025_西城_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,1950年婚姻法废除封建家庭制度、保护妇女儿童,主材料触发,1,0,1,0,CC0051_2024_海淀_期中_21_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,2单元全体业主一致同意、已公示且取得审批,主材料触发,1,1,0,0,CC0364_2026_通州_期中_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,AI 不能成为著作权主体，但李某使用 AI 形成具备智力成果和独创性的图片,主材料触发,1,1,0,0,CC0137_2025_昌平_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,B公司收货后长期拖欠货款,主材料触发,1,1,0,0,CC0019_2024_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,“小爱同学”唤醒词和商品名称已有影响力,主材料触发,1,1,0,0,CC0206_2025_西城_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,“我不是胖虎”作品未经许可被用作微博图片,主材料触发,1,1,0,0,CC0213_2025_门头沟_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,“由男方清偿”与现代夫妻平等保护不完全一致,主材料触发,1,0,1,0,CC0051_2024_海淀_期中_21_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,“码上诚信”公开商户信用信息、消费者放心消费,主材料触发,1,1,0,0,CC0019_2024_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,“超好省”与“好省”名称图标相近、业务相同，造成混淆,主材料触发,1,0,1,0,CC0189_2025_石景山_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,丁公司变换IP、伪造浏览器标识抓取“拥堵延时指数”并商业化使用,主材料触发,1,1,0,0,CC0157_2025_朝阳_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,三个儿子未充分履责,主材料触发,1,0,1,0,CC0061_2024_西城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,专利技术治理污水,主材料触发,1,1,0,0,CC0011_2024_丰台_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,专利权归属纠纷可能拖累科研,主材料触发,1,1,0,0,CC0283_2026_朝阳_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,业主遵守规约保护环境,主材料触发,1,1,0,0,CC0340_2026_西城_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,业委会请求停止侵害,主材料触发,1,1,0,0,CC0340_2026_西城_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,中标通知送达,主材料触发,1,1,0,0,CC0054_2024_石景山_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,主体关系明确,主材料触发,1,1,0,0,CC0244_2026_东城_期中_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,乙公司使用与甲公司相似企业名称并被市监局裁决纠正,主材料触发,1,1,0,0,CC0223_2025_顺义_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,乙公司行为,主材料触发,1,1,0,0,CC0238_2026_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,仅招男性拒绝面试,主材料触发,1,0,1,0,CC0373_2026_顺义_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,企业与劳动者形成稳定协商关系,主材料触发,1,1,0,0,CC0195_2025_西城_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,侵害行为造成损害,主材料触发,1,1,0,0,CC0150_2025_朝阳_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,侵犯著作权罪等公诉案件,主材料触发,1,1,0,0,CC0325_2026_石景山_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,公共区域设置电池充电柜,主材料触发,1,0,1,0,CC0092_2025_东城_期末_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,公司不服工伤认定和行政复议决定提起行政诉讼,主材料触发,1,1,0,0,CC0325_2026_石景山_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,具体行为违反义务,主材料触发,1,1,0,0,CC0244_2026_东城_期中_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,分期赔偿、行为约束、生态修复调解,主材料触发,1,1,0,0,CC0254_2026_丰台_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,刘某未经许可使用并抹去水印,主材料触发,1,1,0,0,CC0137_2025_昌平_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,判决区分首单和后续,主材料触发,1,1,0,0,CC0063_2024_西城_二模_16,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,包间监控和聊天信息公开,主材料触发,1,0,1,0,CC0305_2026_海淀_一模_18_3,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,医院出资培训、柳某服务期未满辞职又申请返还违约金,主材料触发,1,1,0,0,CC0077_2025_东城_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,双方协商未果,主材料触发,1,1,0,0,CC0245_2026_东城_期中_18_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,后续明知问题仍扩大购买,主材料触发,1,1,0,0,CC0063_2024_西城_二模_16,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,商品质量争议证据不足,主材料触发,1,1,0,0,CC0125_2025_延庆_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,商家损失较小且纠纷适合协商,主材料触发,1,1,0,0,CC0125_2025_延庆_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,子女争夺遗产,主材料触发,1,0,1,0,CC0045_2024_海淀_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,孙某应聘时隐瞒真实工作经历,主材料触发,1,1,0,0,CC0214_2025_门头沟_一模_20_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,孙某简历隐瞒大量工作经历,主材料触发,1,1,0,0,CC0213_2025_门头沟_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,家装合同逾期进入诉讼程序后法官释法促赔,主材料触发,1,1,0,0,CC0077_2025_东城_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,小王真实意思表示申请信用卡并同意合约，合同有效；透支后拒不还款,主材料触发,1,1,0,0,CC0137_2025_昌平_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,尹某违反规章、消极怠工、无故旷工,主材料触发,1,1,0,0,CC0119_2025_丰台_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,居委会长期按协议照料老人,主材料触发,1,0,1,0,CC0045_2024_海淀_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,居民担心绿地、通行、采光受影响,主材料触发,1,0,1,0,CC0092_2025_东城_期末_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,工会指导企业开展集体协商并签订集体合同,主材料触发,1,1,0,0,CC0195_2025_西城_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,工资调整、加班工资、劳动定额、工资支付办法进入协商议题,主材料触发,1,1,0,0,CC0195_2025_西城_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,平台审核措施不完善，未尽合理审查义务,主材料触发,1,1,0,0,CC0200_2025_西城_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,平台派单,主材料触发,1,1,0,0,CC0025_2024_朝阳_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,平台用预设服务条款预扣房款，消费者不知情且未入住,主材料触发,1,1,0,0,CC0084_2025_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,平台行为构成欺诈,主材料触发,1,1,0,0,CC0143_2025_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,张某行为,主材料触发,1,1,0,0,CC0238_2026_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,恢复原状,主材料触发,1,1,0,0,CC0340_2026_西城_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,恶意诉讼、权利滥用,主材料触发,1,1,0,0,CC0283_2026_朝阳_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,报价内容具体明确,主材料触发,1,1,0,0,CC0054_2024_石景山_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,拒不履行,主材料触发,1,1,0,0,CC0054_2024_石景山_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,损害或后果出现,主材料触发,1,1,0,0,CC0244_2026_东城_期中_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,搭乘人未系安全带,主材料触发,1,1,0,0,CC0002_2024_丰台_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,摄像头影响邻居隐私,主材料触发,1,1,0,0,CC0289_2026_朝阳_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,故意侵害植物新品种权、商业秘密,主材料触发,1,1,0,0,CC0283_2026_朝阳_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,旅游公司工作人员过度摇晃桥面致游客摔伤,主材料触发,1,1,0,0,CC0157_2025_朝阳_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,无人机失控坠毁、手臂受伤、医疗费和误工损失,主材料触发,1,1,0,0,CC0245_2026_东城_期中_18_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,无偿搭乘交通事故,主材料触发,1,1,0,0,CC0002_2024_丰台_一模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,无合法技术来源却短期推出车型,主材料触发,1,1,0,0,CC0131_2025_房山_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,最高法解释回应审判争议,主材料触发,1,1,0,0,CC0180_2025_海淀_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,未成年人行政拘留规则,主材料触发,1,0,1,0,CC0332_2026_石景山_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,机票代销平台隐蔽搭售,主材料触发,1,1,0,0,CC0143_2025_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,材料中的具体权利受侵害,主材料触发,1,1,0,0,CC0150_2025_朝阳_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,校园欺凌纳入法律规制,主材料触发,1,0,1,0,CC0332_2026_石景山_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,核心人员离职后使用原单位技术秘密,主材料触发,1,1,0,0,CC0103_2025_丰台_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,案例一：专利权归属纠纷长期诉讼,主材料触发,1,0,1,0,CC0229_2026_东城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,案例三：恶意诉讼/权利滥用,主材料触发,1,0,1,0,CC0229_2026_东城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,案例二：知识产权侵权与惩罚性赔偿,主材料触发,1,0,1,0,CC0229_2026_东城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,民法典相邻关系要求便利、合理、减少损害,主材料触发,1,1,0,0,CC0364_2026_通州_期中_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,民法典规定夫妻共同债务共同偿还、协议不成由法院判决,主材料触发,1,0,1,0,CC0051_2024_海淀_期中_21_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法律对竞业限制加以限制,主材料触发,1,1,0,0,CC0181_2025_海淀_期末_21,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法治是最好的营商环境,主材料触发,1,1,0,0,CC0238_2026_东城_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院判令停止侵害、消除危险、赔偿损失,主材料触发,1,1,0,0,CC0011_2024_丰台_二模_17,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院判令支付欠款和违约金,主材料触发,1,1,0,0,CC0019_2024_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院判停止侵权、赔偿损失,主材料触发,1,1,0,0,CC0206_2025_西城_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院发出告知书,主材料触发,1,0,1,0,CC0061_2024_西城_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院现场勘查确认全玻璃设计未影响采光,主材料触发,1,1,0,0,CC0364_2026_通州_期中_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院确认协议效力,主材料触发,1,0,1,0,CC0045_2024_海淀_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院结合案情处理,主材料触发,1,1,0,0,CC0150_2025_朝阳_二模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院适用2倍惩罚性赔偿,主材料触发,1,1,0,0,CC0131_2025_房山_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院适用惩罚性赔偿,主材料触发,1,1,0,0,CC0103_2025_丰台_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院释明动物致害责任,主材料触发,1,1,0,0,CC0254_2026_丰台_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,法院驳回赔偿请求,主材料触发,1,1,0,0,CC0119_2025_丰台_期末_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,消费者无法清楚知悉或有效拒绝,主材料触发,1,1,0,0,CC0143_2025_朝阳_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,消费者诉求,主材料触发,1,0,1,0,CC0305_2026_海淀_一模_18_3,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,消费者退款后未退货,主材料触发,1,1,0,0,CC0125_2025_延庆_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,游客是完全民事行为能力人且参与风险项目,主材料触发,1,1,0,0,CC0157_2025_朝阳_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,父母疏于监管，小刘本人通过欺骗方式规避监管,主材料触发,1,1,0,0,CC0200_2025_西城_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,牛群多次闯入果园造成损害,主材料触发,1,1,0,0,CC0254_2026_丰台_二模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,甲公司在不知真实经历情况下签订劳动合同,主材料触发,1,1,0,0,CC0214_2025_门头沟_一模_20_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,甲公司基于查证结果解除劳动关系,主材料触发,1,1,0,0,CC0213_2025_门头沟_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,甲公司查证后解除劳动关系,主材料触发,1,1,0,0,CC0214_2025_门头沟_一模_20_2,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,申请实用新型专利并投入竞争,主材料触发,1,1,0,0,CC0103_2025_丰台_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,电动自行车集中充电,主材料触发,1,0,1,0,CC0092_2025_东城_期末_19_1,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,监护和教育矫治,主材料触发,1,0,1,0,CC0332_2026_石景山_二模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,研发委托合同约定标准和期限，阶段产品不达标且进度超期,主材料触发,1,0,1,0,CC0189_2025_石景山_一模_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,禁止饲养的烈性犬等危险动物致害,主材料触发,1,1,0,0,CC0180_2025_海淀_期末_20,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,离职人员利用原单位技术秘密,主材料触发,1,1,0,0,CC0131_2025_房山_一模_19,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
A_core_42,窗户脱落砸车引发民事侵权诉讼,主材料触发,1,1,0,0,CC0325_2026_石景山_一模_18,yes,no,只按42道正文真实主入口/主触发统计；不得外推到OPEN_OR_REFERENCE。
