suite_id,year,district,stage,parent_question,subquestion,part_no,source_type,source_path,book_module,status,resolution_status,next_action,part_text,classification_text,decision_reason
2024_海淀_一模,2024,海淀,一模,17,17(2),2,paper,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)结合材料二,运用分析与综合的思维方法,说明京津冀协同发展是如何书写新篇章的。 (6 分) 材料三 北京市海淀区奋力当好新时代首都高质量发展排头兵。海淀区目前是北京市唯一一 个经济总量破万亿的区,有基础、有条件、有能力在守护高质量发展中继续走在最前面。 北京市科委、中关村管委会等 11 部门联合印发《关于进一步培育和服务独","(2)结合材料二,运用分析与综合的思维方法,说明京津冀协同发展是如何书写新篇章的。 (6 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB3_EXCLUDED"": ""分析与综合,boost:分析与综合""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""分析与综合""]}, ""override"": ""explicit_boundary_term""}"
2024_海淀_期中,2024,海淀,期中,17,17(1),1,ocr-cache,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/12_reasoning_exercise_compilation_20260531/ocr_cache/22a9fc350542/试卷.ocr.txt,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料一,运用《经济与社会》知识,说明这些“隐藏款土特产”为什么能助力我国 经济高质量发展。(7分) 高三年级(思想政治)第5页(共8页) ===== 试卷.pdf page 6 ===== 材料二 京津冀协同书写高质量发展新篇章。十年来,京津冀三地从 “谋思路、打基础、寻 突破”,到“滚石上山、爬坡过坎、攻坚克难”,共商合作大计、共话美好未来,协同发展有力有 序向前推进,携手构造中国式现代化先行示范区。 京 津 冀 牢牢抓住疏解非首都功 全力支持、主动服务北京 积极吸引在京央企总部及 能这个“牛鼻子”,疏解提 非首都功能疏解和“新两翼” 二、三级子公司或创新业务板 升近千个区域性专业市场和 建设,积极融入以首都为核 块等,使雄安新区成沟新时代 物流中心。增强“一核”辐 心的世界级城市群建设,使 的创新高地和创业热土,加强 射带动作用,支持雄安新区 京津冀成沟中国式现代化建 基础设施互联互通,深化生态 建设,建好北京城市副中心, 设先行区、示范区。强化规 环境联建联防联治,引进京津 唱好京津“双城记”,厚植发 划对接、政策衔接、交通连 创新资源要素,强化协同创新 展优势,提升区域高质量发 接、产业承接,共同探索协 和产业协作,打造联通京津的 展成色。 同发展新模式。 经济廊道。","(1)结合材料一,运用《经济与社会》知识,说明这些“隐藏款土特产”为什么能助力我国 经济高质量发展。(7分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 4, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,高质量发展,boost:经济与社会,boost:高质量发展""}}"
2024_海淀_期中,2024,海淀,期中,17,17(2),2,ocr-cache,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/12_reasoning_exercise_compilation_20260531/ocr_cache/22a9fc350542/试卷.ocr.txt,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)结合材料二,运用分析与综合的思维方法,说明京津冀协同发展是如何书写新篇章的。 (6分) 材料三 北京市海淀区奋力当好新时代首都高质量发展排头兵。海淀区目前是北京市唯一一 个经济总量破万亿的区,有基础、有条件、有能力在守护高质量发展中继续走在最前面。 北京市科委、中关村管委会等11 部门联合印发《关于进一步培育和服务独角兽企业的若干措 施》,加大对硬科技、新生代、高价值独角兽企业及潜在独角兽企业的发掘,打造引领首都新经 济新业态发展的中坚力量,为其“量身定制”发展支持方案,并鼓励独角兽企业进一步加大研发 投入。 海淀区","(2)结合材料二,运用分析与综合的思维方法,说明京津冀协同发展是如何书写新篇章的。 (6分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB3_EXCLUDED"": ""分析与综合,boost:分析与综合""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""分析与综合""]}, ""override"": ""explicit_boundary_term""}"
2024_石景山_一模,2024,石景山,一模,18,18(1),1,paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,B3_POLITICS_RULE_OF_LAW,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料,运用《政治与法治》知识,分析“一米法庭”项目如何使群众真正 获益。(7 分) 在街道、社区及行业特设组织中设立的“一米法庭”项目,通过数字化技术,线上与线下相结合,提供调解指导、诉讼服务、基层治理、普法宣传功能,是一站式多元解纷的最小支点。 2023 年7 月特大暴雨灾害发生后,涉灾纠纷频发。 “我们社区的业主李先生家因房屋漏雨,与物业公司起了矛盾。这次暴雨前气象部门早有预警,经调查发现物业公司并没有提前加强巡检,也没有采取措施加固房顶以及做好防水处理,理应赔偿。但物业认为这次雨太大,是天灾,可以免责。业主说我们调解达成的协议也不算数,准备到法院起诉,认为走诉讼程序才是最优选择。现在该怎么办呢?”社区刚担任人民调解员的老刘通过“一米法庭”求助法官,希望能够提供 专业指导,将矛盾化解在基层。","(1)结合材料,运用《政治与法治》知识,分析“一米法庭”项目如何使群众真正 获益。(7 分)","{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政治与法治,boost:政治与法治""}}"
2024_石景山_一模,2024,石景山,一模,18,18(2),2,paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_review_needed,"(2)假如你是法官,请结合材料,运用法治知识,为老刘提供专业指导。(6 分)","(2)假如你是法官,请结合材料,运用法治知识,为老刘提供专业指导。(6 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2024_石景山_一模,2024,石景山,一模,19,19(1),1,paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料,运用《经济与社会》知识,说明如何用新质生产力点燃发展新动能。 (8 分) 新能源汽车已成为全球汽车产业转型发展的主要方向,也是促进世界经济持续增长 的重要引擎。2023 年,我国全年汽车整车出口 491 万辆,同比增长57.9%,首次跃居全球 第一。其中,新能源汽车出口 120.3 万辆,同比增长 77.6%。 出海大势之下,中国新能源汽车不但“走了出去”,也在悄悄“扎下根来”。以某 企业为例,在继泰国等多国设厂后,计划采用全球先进的工艺设备和高度自动化的生产 流程,在匈牙利建设全球领先的新能源汽车整车制造基地。匈牙利是欧洲重要的交通枢 纽,拥有雄厚的工业基础,为该企业在当地建设工厂提供了良好的契机。生产基地的建 设将创造数千个就业岗位,积极带动当地经济发展,推动中匈之间的技术交流,并借助 该企业自身全产业链的优势帮助当地构建绿色“生态圈”。","(1)结合材料,运用《经济与社会》知识,说明如何用新质生产力点燃发展新动能。 (8 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 4, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,新质生产力,boost:经济与社会,boost:新质生产力""}}"
2024_石景山_一模,2024,石景山,一模,19,19(2),2,paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,XB1_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(2)结合材料,运用《当代国际政治与经济》知识,分析中国新能源汽车企业从“走 出去”到“扎下根”的原因。(8 分)","(2)结合材料,运用《当代国际政治与经济》知识,分析中国新能源汽车企业从“走 出去”到“扎下根”的原因。(8 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB1_EXCLUDED"": ""当代国际政治与经济,boost:当代国际政治与经济""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""当代国际政治与经济""]}, ""override"": ""explicit_boundary_term""}"
2024_石景山_一模,2024,石景山,一模,19,19(3),3,paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(3)中国企业在“走出去”的过程中,还缺乏相应经验,在适应投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面还存在一定的冲突和问题。运用《逻 辑与思维》知识,任用一种辩证思维方法,针对上述问题提出合理建议。(4 分)","(3)中国企业在“走出去”的过程中,还缺乏相应经验,在适应投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面还存在一定的冲突和问题。运用《逻 辑与思维》知识,任用一种辩证思维方法,针对上述问题提出合理建议。(4 分)","{""target"": ""B4_CULTURE"", ""target_score"": 1, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B4_CULTURE"": ""文化"", ""XB3_EXCLUDED"": ""辩证思维,boost:辩证思维""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""辩证思维""]}, ""override"": ""explicit_boundary_term""}"
2024_顺义_二模,2024,顺义,二模,19,19(2),2,paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_subquestion_split_needed,"(2)结合材料,综合运用《政治与法治》和《当代国际政治与经济》知识,说明我国积极推动新质生产力发展的原因。(8分) (10分)拥有科学理论的政党,才拥有真理的力量;科学理论指导的事业,才拥有光明的前途。 中国共产党之所以能够带领人民在一次次求索、一次次挫折、一次次开拓中完成中国其他各种政治力量不可能完成的艰巨任务,根本在于不断推进马克思主义中国化时代化。在推进马克思主义中国化时代化的历史进程中,产生了毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会主义思想,使马克思主义在中国焕发出强大生命力。党的二十大报告指出:“不断谱写马克思主义中国化时代化新篇章,是当代中国共产党人的庄严历史责任。” 科学的理论总是与伟大的实践相互激荡。坚持以马克思主义为指导,最终要落实到怎么用上来。 当今世界正在经历百年未有之大变局,处在民族复兴关键时期的当代中国正在经历着有史以来最为广泛而深刻的社会变革,正在推进中国式现代化这一人类历史上非常宏大而独特的实践创新,中国之问、世界之问、人民之问、时代之问给我们提出的新考题比过去更复杂、更难,迫切需要我们从理论与实践的结合上提交答案。党的二十大报告指出:从现在起,中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标,以中国式现代化全面推进中华民族伟大复兴。","(2)结合材料,综合运用《政治与法治》和《当代国际政治与经济》知识,说明我国积极推动新质生产力发展的原因。(8分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B2_ECONOMICS"": ""新质生产力,boost:新质生产力"", ""B3_POLITICS_RULE_OF_LAW"": ""政治与法治,boost:政治与法治"", ""XB1_EXCLUDED"": ""当代国际政治与经济,boost:当代国际政治与经济""}, ""explicit_target_modules"": {""B3_POLITICS_RULE_OF_LAW"": [""政治与法治""]}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""当代国际政治与经济""]}, ""override"": ""manual_subquestion_split_needed""}"
2024_顺义_二模,2024,顺义,二模,19,19(1),1,paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,UNKNOWN_OR_MIXED,blocked,unresolved_needs_manual_review,manual_review_needed,"(1)我们如期完成脱贫攻坚、全面建成小康社会的历史任务,实现了第一个百年奋斗目标。党的二十大对全面建设社会主义现代化国家新征程进行了总的战略安排。完成下表。(2分) 结合材料,综合运用所学,谈谈对实现中华民族伟大复兴需要“不断谱写马克思主义中国化时代化新篇章”的认识。(8分)","(1)我们如期完成脱贫攻坚、全面建成小康社会的历史任务,实现了第一个百年奋斗目标。党的二十大对全面建设社会主义现代化国家新征程进行了总的战略安排。完成下表。(2分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2025_东城_一模,2025,东城,一模,18,18(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,XB3_EXCLUDED,module-boundary-excluded,resolved_boundary_subquestion,exclude_from_three_target_lines,"(1)结合材料一,说明“两重”实施是如何体现辩证思维的。 (4 分) 材料二 “两新”,即推动新一轮大规模设备更新和消费品以旧换新。","(1)结合材料一,说明“两重”实施是如何体现辩证思维的。 (4 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB3_EXCLUDED"": ""辩证思维,boost:辩证思维""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""辩证思维""]}, ""override"": ""explicit_boundary_term""}"
2025_东城_一模,2025,东城,一模,18,18(2),2,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(2)提振消费是扩大内需、畅通国内大循环的重中之重。结合材料二,运用《经济与社会》知识,分析我国 实施“两新”畅通国内大循环的经济逻辑。(8 分)",(2)提振消费是扩大内需、畅通国内大循环的重中之重。结合,"{""target"": ""B2_ECONOMICS"", ""target_score"": 3, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""消费,扩大内需,boost:扩大内需""}}"
2025_东城_二模,2025,东城,二模,18,18(1),1,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,B2_ECONOMICS,included,resolved_target_subquestion,future_baodian_intake,"(1)结合材料,运用《经济与社会》知识,说明我国形成“热带雨林”创新生态的“秘诀”。 (8 分) 创新发展需要良好的创新生态。据此,某同学做出如下推理: 有良好的创新生态,就会实现创新发展。 当前我国有良好的创新生态,所以,我国一定能实现创新发展。","(1)结合材料,运用《经济与社会》知识,说明我国形成“热带雨林”创新生态的“秘诀”。 (8 分)","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会""}}"
