case_id,source_question_id,new_question_id,action_bucket,final_count_bucket,evidence_level,should_enter_revised_baodian,should_support_core_code,requires_atom_patch,revised_count_status,reason,source_locator,source_question_present_in_original,canonical_output_handling,canonical_output_question_id,included_in_boundary_patched_corpus,notes
CC0259_2026_丰台_期中_19,CC0259_2026_丰台_期中_19,CC0259_2026_丰台_期中_19_LAW,reextract_needed,pending_missing_legal_rubric,missing,pending,no,yes,pending,题面显示遗赠扶养协议，但 rubric atoms 严重串入经济/逻辑/全球倡议；补到正式法律细则前不得进入归纳或满分闭环。,F0207:page 33,yes,tracked_pending_not_framework_corpus,CC0259_2026_丰台_期中_19_LAW,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0276_2026_房山_二模_17,CC0276_2026_房山_二模_17,CC0276_2026_房山_二模_17,recover_formal_low_frequency,core_recovered,formal,yes,no,no,yes,恢复为低频正式样本：涉外法律法规体系、调解仲裁诉讼衔接；注意必修三边界。,F0191:page 10,yes,included_existing_question,CC0276_2026_房山_二模_17,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0294_2026_朝阳_二模_20_2,CC0294_2026_朝阳_二模_20_2,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：当代国际政治与经济/人类命运共同体/系统思维串页，非法律主观题。,F0193:text,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0305_2026_海淀_一模_18,CC0305_2026_海淀_一模_18,CC0305_2026_海淀_一模_18_3,split_parent,not_counted_parent_unit,formal,partial,no,yes,pending,父题前两问为消费数据/经济意义；只拆 Q18(3) 法律小问，父题不计入法律题。,F0165:page 3,yes,removed_parent_replaced_by_split_or_existing_child,CC0305_2026_海淀_一模_18_3,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0311_2026_海淀_二模_18,CC0311_2026_海淀_二模_18,CC0311_2026_海淀_二模_18,keep_reference_open,open_reference_or_weak,reference_only,yes,no,no,yes,弱示范：知识产权财产权、质押融资、作价出资、专利奖励；reference_only，不支撑核心。,F0197:text,yes,included_existing_question,CC0311_2026_海淀_二模_18,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0318_2026_海淀_期中_18_2,CC0318_2026_海淀_期中_18_2,CC0318_2026_海淀_期中_18_2,recover_core_existing_unit,core_recovered,formal,yes,yes,no,yes,恢复并可支撑既有核心：住房租赁示范合同、格式条款、诚信、合同纠纷、市场监管。,F0216:page 2,yes,included_existing_question,CC0318_2026_海淀_期中_18_2,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0332_2026_石景山_二模_19,CC0332_2026_石景山_二模_19,CC0332_2026_石景山_二模_19,recover_formal_low_frequency,core_recovered,formal,yes,no,no,yes,恢复为低频正式样本：校园欺凌、人格权/财产权、父母教育惩戒义务，不扩主干。,F0198:text,yes,included_existing_question,CC0332_2026_石景山_二模_19,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0353_2026_西城_期中_17,CC0353_2026_西城_期中_17,CC0353_2026_西城_期中_17,keep_reference_open,open_reference_or_weak,reference_only,yes,no,no,yes,弱示范：不正当竞争与未成年人保护方向明确，但 reference_only。,F0221:page 11,yes,included_existing_question,CC0353_2026_西城_期中_17,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0358_2026_通州_一模_17,CC0358_2026_通州_一模_17,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：实际为《逻辑与思维》辩证思维看 AI，隐私/法律治理只是材料风险词。,F0172:page 5,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0363_2026_通州_期中_19,CC0363_2026_通州_期中_19,,split_or_deduplicate_parent,not_counted_parent_unit,formal,partial,no,no,pending,父题含法律相邻加装电梯与逻辑推理；法律小问已由 CC0364 PASS 承载，父题不重复计数。,F0223:slide 10,yes,removed_parent_replaced_by_split_or_existing_child,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0373_2026_顺义_一模_17,CC0373_2026_顺义_一模_17,CC0373_2026_顺义_一模_18,split_parent,not_counted_parent_unit,formal,partial,no,yes,pending,原行首为 Q17 政治题，后续 slide 有 Q18 劳动就业歧视/竞业限制法律细则；父题不计。,F0176:slide 3,yes,removed_parent_replaced_by_split_or_existing_child,CC0373_2026_顺义_一模_18,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0380_2026_顺义_二模_18,CC0380_2026_顺义_二模_18,CC0380_2026_顺义_二模_18_2,reextract_needed,not_counted_parent_unit,formal,no,no,yes,pending,整题含逻辑与开源智能体法律小问，当前 atoms 只抽逻辑；需重抽 Q18(2)。,F0202:text,yes,removed_parent_replaced_by_split_or_existing_child,CC0380_2026_顺义_二模_18_2,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0305_2026_海淀_一模_18_3,CC0305_2026_海淀_一模_18,CC0305_2026_海淀_一模_18_3,split_recovered_core,core_recovered_split,formal,yes,yes,no,yes,拆分恢复：Q18(3) 是隐私权、消费者知情权、虚假宣传、欺诈赔偿 formal 法律小问。,F0165:lines 87-96,yes,included_split_patch_question,CC0305_2026_海淀_一模_18_3,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0373_2026_顺义_一模_18,CC0373_2026_顺义_一模_17,CC0373_2026_顺义_一模_18,split_recovered_core,core_recovered_split,formal,yes,yes,no,yes,拆分恢复：Q18 劳动就业歧视与竞业限制有 formal 细则，应单独入库。,F0177:lines 302-327 | F0176:lines 35-47,yes,included_split_patch_question,CC0373_2026_顺义_一模_18,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0380_2026_顺义_二模_18_2,CC0380_2026_顺义_二模_18,CC0380_2026_顺义_二模_18_2,split_recovered_open_formal,open_formal_split,formal,yes,no,yes,yes,拆分为开放容器：有 formal 法律给分口径，但同时允许必修三角度，不单独支撑核心。,F0202:lines 53-55,yes,included_split_patch_question,CC0380_2026_顺义_二模_18_2,yes,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0259_2026_丰台_期中_19_LAW,CC0259_2026_丰台_期中_19,CC0259_2026_丰台_期中_19_LAW,pending_reextract_missing_legal_rubric,pending_missing_legal_rubric,missing,pending,no,yes,pending,跟踪待补：遗赠扶养协议题面明确，但正式法律细则未匹配，暂不入框架归纳或宝典闭环。,F0207:page 33,yes,tracked_pending_not_framework_corpus,CC0259_2026_丰台_期中_19_LAW,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0118_2025_丰台_期末_18_2_LAW,CC0118_2025_丰台_期末_18_2,CC0118_2025_丰台_期末_18_2_LAW,duplicate_or_reextract_pending,duplicate_or_reextract_pending,formal,pending,no,yes,pending,跟踪待核：尹某劳动合同小问可能是 CC0119 学生问题页，不宜新增计数。,F0131:slides 45-52 | F0132:pages 16-17,yes,tracked_pending_not_framework_corpus,CC0118_2025_丰台_期末_18_2_LAW,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
