source_id,year,district_or_exam,paper_type,question_no,legal_hit_count,prompt_hit_count,path,text_path,block
SRC_ef312c0ead_试卷,2025,丰台,一模,19,15,4,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_ef312c0ead_试卷.txt,"19. 2024年6月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。原告方下
属公司的近40名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12
件实用新型专利。
根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2倍惩罚性赔偿，判
决被告方赔偿原告方经济损失及维权合理开支合计6.4亿余元，创下我国知识产权侵权诉讼判赔数额新
高。
该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务
的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。
结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。"
SRC_770de383c9_试卷,2025,丰台,二模,19,5,3,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_770de383c9_试卷.txt,"19. (13 分)数智时代，司法“把脉开方”解保护与创新之困。
案例
某互联网企业开发了一款AI产品，用户输入“我要看某某热播剧”后，AI 生成的链
接中多数指向盗版资源网站。版权方 H 公司在检测数据时发现其热播剧日均被盗版链
接点击超万次，遂向法院提起诉讼，请求开发这款 AI 产品的互联网企业承担侵权责
任。
调研
法院在深入调研后，发现 AI 产品拥有千亿级参数规模的通用大模型，生成的具体内
容具有高度的不可预测性。该互联网企业已经从语料输入、模型运行到内容输出等各
个环节进行了定期跟踪和核查，尽到了相应的义务。
建议
法院遂开出具有前瞻性、可操作性的司法建议：给 AI 装上“版权雷达”,提前扫描
问 题指令；在输出端部署“数字巡警”,实时扫描可疑链接；定期开展“安全体
检”,关 注 AI 健康。
(1)有人认为：只要给 AI 装上“版权雷达”,提前扫描问题指令，就能防止点击盗版资源 网站。判断该
观点是否正确，并运用《逻辑与思维》知识说明理由。(5 分)
(2)一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来创新发展预留了空间。 运用《法律
与生活》知识，谈谈你对这句话的理解。(8 分)"
SRC_25f18281e8_试卷,2025,丰台,期末,18,3,0,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_25f18281e8_试卷.txt,"18. 高水平社会主义市场经济体制是中国式现代化的重要保障。
材料一 高水平社会主义市场经济体制是更高层次、更高标准的市场经济体制。①“放得活”才有春
色满园，“管得住”才能土沃林丰，②这不仅是我国改革开放40多年实践中被不断验证的成功经验，更
是构建高水平社会主义市场经济体制、实现高质量发展的内在要求。
在当今经济全球化与国内经济转型发展的大背景下，诸多领域面临着如何平衡“放得活”与“管得
住”关系的这一重要课题。例如，数字经济迅速发展、辐射范围日益宽广、影响程度逐渐加深，同时，市
场垄断、数据安全、数据伦理等问题亟待解决。
（1）写出①和②是什么判断类型，并分别说明该判断类型的保真条件。
（2）运用《经济与社会》的相关知识，分析发展数字经济应如何处理好“放得活”与“管得住”的关
系。
材料二 ◆《中华人民共和国反垄断法》《中华人民共和国外商投资法》《优化营商环境条例》等法律
法规陆续出台，为各类经营主体投资兴业营造稳定公平透明、可预期的良好环境。
◆在行政执法过程中，明晰执法主体的权限、职责、程序、任务，将行政执法工作公开化，增强执法
工作的透明度，严格执法责任。
◆缩短诉讼周期，降低经营主体诉讼成本；促进多元化纠纷解决机制，重视诉前调解。
◆持续推动相关法律法规的宣传、教育、引导工作，推动企业形成自觉守法、遇事找法、解决问题靠
法的常态化思维。
（3）结合材料，运用《政治与法治》知识，说明法治如何护航高水平社会主义市场经济体制建设。"
SRC_25f18281e8_试卷,2025,丰台,期末,19,18,6,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_25f18281e8_试卷.txt,"19. 尹某在某购物中心担任主管期间，存在违反公司管理规章制度等问题。购物中心基于自身经营需
要并结合尹某的工作实际以其不能胜任为由，将其工作岗位调整为营业员。尹某对此消极怠工，经常无故
旷工。购物中心多次提醒之后，尹某仍未改变，购物中心遂向尹某发出解除劳动合同通知书。尹某对仲裁
结果不满意，遂向法院提起诉讼，要求购物中心支付违约赔偿金。购物中心辩称其依据管理规章制度与尹
某解除劳动合同不存在违法情形，无需向尹某支付赔偿金。法院驳回了尹荣的诉讼请求。
《中华人民共和国劳动法》
第三条 劳动者享有平等就业和选择职业 《中华人民共和国劳动合同法》
的权利、取得劳动报酬的权利、休息休假 第三十九条 劳动者有下列情形之一的，
的权利、获得劳动安全卫生保护的权利、 用人单位可以解除劳动合同：
接受职业技能培训的权利、享受社会保险 （一）在试用期间被证明不符合录用条件
和福利的权利、提请劳动争议处理的权利 的；
以及法律规定的其他劳动权利。 （二）严重违反用人单位的规章制度的；
劳动者应当完成劳动任务，提高职业技 （三）严重失职，营私舞弊，给用人单位
能，执行劳动安全卫生规程，遵守劳动纪 造成重大损害的；
律和职业道德。 ……
……
请运用《法律与生活》相关知识阐释法院的裁判理由。"
SRC_438d82cfc4_试卷,2025,延庆,一模,19,7,2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_438d82cfc4_试卷.txt,"19. 网络经济持续健康发展，需要法治护航。
案情：杨某在贾某经营的网店下单DIY模具类商品4件，售价78元，杨某签收后对商品不满意，在
未与贾某协商一致的情况下，直接点击了“仅退款”并退款成功。贾某要求杨某退回商品，杨某表示已经
将商品扔掉，无法退回。
贾某认为双方应当先确定货物是否存在质量问题，是否符合“仅退款”标准。杨某退款后应当退还货
物，虽然商品实际售价仅78元，但杨某恶意“仅退款”的做法让自己遭受了商品损失和邮费损失。杨某
则认为商品质量不合格，达不到预期效果，自己才选择“仅退款”，且贾某未及时回复，所以才将商品扔
掉。后贾某将杨某诉至法院。
（注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款，
而无需将商品退还给卖家。“仅退款”服务带来了消费者权益的最大化，也有效降低了消费者的售后维权
成本。）
如果你是法官，需要对这个案件进行调解，请运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
SRC_438d82cfc4_试卷,2025,延庆,一模,20,1,0,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_438d82cfc4_试卷.txt,"20. 着力提升产业链供应链韧性和安全水平是高质量发展的内在要求。
材料一 名词点击：
产业链是经济体系中各产业环节和上下游在一定的技术经济联系基础上形成的链条式关系形态。
供应链是指生产及流通过程中，涉及将产品或服务提供给最终用户活动的上游与下游企业所形成的网
链结构，即将产品从商家送到消费者手中的整个链条。
产业链供应链韧性和安全水平是指这种关系形态具有内在稳定性、自主性和柔韧性，能够在受到外部
冲击后较快自我造应，在受到封锁打压时维持有效运转，在极端情况下保证基本功能。
现状分析：
当前我国产业发展的规模优势日益稳固，工业已形成“体系全、产品多、规模大”的独特优势。但与
此同时，我国制造业存在“大而不强、全而不精、韧中有脆”等问题。部分关键核心技术受制于人、产业
基础能力等方面还存在突出短板，不少产业处在全球价值链“微笑曲线”的中低端；企业特别是中小企业
常常处手弱势地位，面临着利润微薄、账期延长、资金链紧张等多重困境；全球产业链供应链正面临重
构，产业链供应链外部环境的复杂性和不确定性上升，“堵链”“卡链”“断链”“掉链”风险加剧。各
方认为，产业链供应链不能一味求长度，更重要的是求韧性和安全水平。
（1）结合材料一，运用《经济与社会》知识，就增强产业链供应链韧性和安全水平提出建议，并说明理
由。
材料二 随着多元化、数字化、绿色化方面的发展机遇不断涌现，各国企业纷纷展现出加强产业链供
应链合作的需求和期待。
2024年11月，第二届中国国际供应链促进博览会（简称“链博会”）作为全球首个以供应链为主题
的国家级展会在北京举办。面对全球化遭遇逆流、贸易保护主义抬头，地缘冲突加剧等多重挑战，近70
个国家和地区的600余家企业和机构在相聚、相交、相融中携手寻找“链”通中外的新方案，谱写合作共
赢的新篇章。他们普遍认为，从促进基础设施互联互通，到推动供应链数字化智能化，再到签署一系列自
贸协定，中国一直在为全球供应链注入“润滑剂”。
然而，个别国家在霸权和冷战思维作祟下，鼓噪“脱钩断链”，酝酿出加征关税、限制投资、收紧出
口管制等举措，以维持本国在相关技术领域以及全球产供链中的主导地位。对此，在外交部例行记者会
上，有记者提问：“很多‘链博会’参展外宾表示‘脱钩断链’损人不利己，建好‘共赢链’才是众望所
归。发言人对此有何评论”？
（2）假如你是外交部发言人，请结合材料二，运用《当代国际政治与经济》知识，对上述提问做出回
应。"
SRC_dc005114ec_试卷,2025,房山,一模,18,1,0,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_dc005114ec_试卷.txt,"18. 阅读材料，回答问题。
人工智能是新一轮科技革命和产业变革的重要驱动力量。
材料一 人工智能赋能乡村全面振兴，某省发展智慧农业，农民从会种田到“慧”种田。
▲政策支持AI计划
该省以政府为龙头，建立专门资金支持乡村人工智能计划，并推出了多项举措：对引进智能灌溉和精
确施肥系统的农户进行补助，对致力于乡村AI产业的科技企业进行税收减免，支持乡村人工智能基础设施
建设等。
▲科技赋能农业发展
当地龙头企业实现全产业链数字协同。在种植端，引入大数据与卫星遥感技术，分析优化种植方案，
培育出高产、抗病的新品种；在加工环节实现了生产流程标准化；在销售端，基于消费者行为数据分析，
建立了线上线下融合的销售网络。
▲数据驱动精准管理
智能灌溉系统通过遍布田间的传感器精准采集土壤湿度、气温、光照等数据，远程操控灌溉设备，节
水的同时促进农作物增产增收。无人机搭载高清摄像头与AI病虫害识别软件，一经发现，即刻精准施药，
避免传统种植的大面积粗放式作业，既减少农药浪费，又保障农产品绿色健康。
（1）结合材料，运用《经济与社会》知识，分析该省是如何从会种田到“慧”种田的。
材料二 开放者引领未来，共创者定义文明新样式。
2025年2月初，中国开源大模型DeepSeek在全球140个国家和地区的应用市场下载排行榜同时登顶。
开源模式让全球开发者能够自由使用和改进技术，从而加速AI技术在各行各业的普及应用，有的国家的企
业借此低成本优化了教学模型，并开发出本地化AI模型。
2月10日至11日于巴黎举行的AI行动峰会上，中方推动联合国大会通过“加强人工智能能力建设国
际合作”决议，最终60个国家签署了《关于发展包容、可持续的人工智能造福人类与地球的声明》。
开源，即开放源代码，是一种将软件的源代码向公众开放的软件开发和发布模式，即源代码可以被访
问或获取，感兴趣的人都能查看、修改和分发其中的代码。
（2）“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材
料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。"
SRC_dc005114ec_试卷,2025,房山,一模,19,11,3,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_dc005114ec_试卷.txt,"19. 阅读材料，回答问题。
“真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。
案情回放 A集团近40名高级管理人员及技术人员，先后离职赴B集团工作，其中30人于当年离职
后即入职。两年后，A集团发现B集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、
掌握的有关新能源汽车底盘应用技术以及其中的12套底盘零部件图纸及数模承载的技术信息（下称技术秘
密）申请了12件实用新型专利，且B集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出
某系列型号电动汽车，涉嫌侵害A集团技术秘密。A集团决定向法院提起诉讼。
判决结果 法院经审理认为，B 集团以不正当手段侵害 A 集团技术秘密，适用 2 倍惩罚性赔偿，判决
赔偿共计6.4亿余元。
结合材料，谈谈“真创新”受到“真保护”的法治价值。"
SRC_f67354a12e_试卷,2025,昌平,二模,20,9,8,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_f67354a12e_试卷.txt,"20. （ 6 分）
案件情况 处理结果 裁判理由
李某是一名AI绘图软件爱好者，他使用人工智能软件制
作了一张图片，并加上“AI 绘画”等标签，发布在自己的社
交平台上。网友刘某看到图片后，感觉非常契合自己的文 法院支持李某诉讼
（1）
章，便直接拿来作为配图使用，还抹去了平台署名水印。李 请求。
某认为刘某的行为侵犯了自己的著作权。遂将刘某诉至北
京互联网法院。
小王向银行申请开通信用卡，且宣称已阅览申请材料，
明晰信用卡相关信息，愿意遵循领用合约及申请表中所列的 法院判决小王偿还
所有条款。后来小王使用该卡透支消费，却未依照合同约定 信用卡欠款本金 2 万
（2）
履行还款义务。银行屡次向小王催告，然而小王迄今仍未还 元，并按合同约定支付
款。为维护自身的合法权益，银行将其诉至法院，恳请依法 利息。
判决小王偿还信用卡欠款2万元及利息。
阅读材料，运用《法律与生活》知识，完成裁判理由。"
SRC_f67354a12e_试卷,2025,昌平,二模,21,1,0,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_f67354a12e_试卷.txt,"21. （8分）开放是当代中国的鲜明标识。《2025年稳外资行动方案》以务实举措释放出进一步扩大开
放、加大力度吸引外资的明确信号。以下是该行动方案的部分内容。
扩大重点领域开放试点 扩大电信、医疗、教育等领域开放试点，全面取消制造业领域外资准入限制
要求，促进生物医药领域开放，支持符合条件的外资企业参与生物制品分段
生产试点，进一步压减市场准入负面清单事项。
加大服务保障力度 持续规范涉外资企业监管，加大涉外商投资知识产权保护力度；拓宽外资企
业融资渠道，鼓励金融机构为外资企业提供融资服务；加快互免签证协定商
谈，继续稳妥扩大单方面免签国家范围。
持续打造“投资中国” 品牌 制定打造“投资中国”品牌年度实施方案，精心设计实施“投资中国”系列
活动。针对主要投资来源地不同特点，研究制定差异化引资目标和策略，全
面激活双边投资促进工作组机制，加大项目撮合对接力度。
结合材料，说明上述举措对我国建设更高水平的开放型经济具有什么重要意义。
22.（8分）在全球经济增长动能不足的大背景下，中国经济成为世界版图中的一道独特风景。2024年，以
习近平同志为核心的党中央团结带领全党全国各族人民攻坚克难、砥砺前行，取得很不平凡的发展成绩。
“中国风景” “中国风景”背后的密码
❖ 从经济增量看，10多年间，中国经济
总量实现了从50多万亿元到130多 ❖ 中国独有的制度优势
万亿元的历史性跃升。
❖ 中国突出的供给优势
❖ 从发展质量看，产业结构不断优化，
❖ 中国的超大规模市场优势
绿色底色愈发鲜明，居民人均可支配
·
收入持续增长，教育、医疗、养老等 ❖ 中国创新驱动的活力与势头
公共服务体系不断完善。
❖ ......
❖ 从全球视野看，中国是150多个国家
和地区的主要贸易伙伴，对世界经济
增长贡献率始终保持在30%左右。
结合材料，综合运用所学，阐述“中国风景”背后的密码是如何推动中国经济砥砺前行的。"
SRC_832947a8c9_试卷,2025,朝阳,一模,19,15,7,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_832947a8c9_试卷.txt,"19. （8分）
司法护航，营造在线文旅消费法治环境。
某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的
审理情况，发布典型案例。以下为其中一例：
王某通过 A 机票代销平台公司（以下简称“A 公司”）购买青岛至宁波的机票，页面显示总价 350 元
（含基建燃油费70元），优惠40元后实付310元。事后，王某在航空公司官网查验发现，机票实际总价为
300 元。经查，A 公司在向王某销售机票的过程中通过技术手段擅自搭售了 10 元的外卖红包，王某在购买
界面并不能清楚地知悉费用的支出细节，也无法拒绝支付10元的额外费用。
王某遂向该市互联网法院提起诉讼，要求 A 公司退还其支付的票款 310 元，并予以三倍赔偿。该法院
的判决支持了王某的诉讼请求。
《中华人民共和国消费者权益保护法》（节选）
第五十五条 经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其
受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；增加赔偿
的金额不足五百元的，为五百元。法律另有规定的，依照其规定。
结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。"
SRC_d411e2158d_试卷,2025,朝阳,二模,18,3,0,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_d411e2158d_试卷.txt,"18.(6分)进一步织密社会保障安全网,促进我国社会保障事业高质量发展。
【异地结算和就业地参加医保】
2023年1月,跨省异地就医直接结算正式实施。2024年8月,国务院办公厅发布《关于健全基本医疗保
险参保长效机制的指导意见》,提出超大城市要取消灵活就业人员、农民工、新就业形态人员在就业地参
加基本医保的户籍限制,做好在就业地参加职工医保工作。
【实施个人养老金制度】
自 2024 年 12 月 15 日起,我国全面实施个人养老金制度。个人养老金制度是指政府政策支持、个人自
愿参加、市场化运营、实现养老保险补充功能的制度。个人养老金缴费由参加人承担,每年缴费上限为
12000 元,可享受个人所得税税前优惠扣除。在达到领取基本养老金年龄等法定条件时,居民可领取个人养
老金。
【新就业形态劳动者社保缴纳】
新就业形态人员就业方式灵活,劳动关系缺乏明确界定和规范。2025 年 3 月,某大型平台企业与超一万
名全职骑手签署正式劳动合同,并承担外卖全职骑手缴纳五险一金的所有成本。
结合材料,运用《经济与社会》知识,说明上述举措对促进我国社会保障事业高质量发展的作用。"
SRC_d411e2158d_试卷,2025,朝阳,二模,20,4,1,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_d411e2158d_试卷.txt,"20.(10分)在日常生活中,要把握好权利和义务的关系。
材料一 孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约 2 米。刘先生在自家入户门安装
了具有“智能人脸识别”“180 度超广角”“自动人体侦测”“云存储”等功能的可视门铃摄像头,可通过
手机远程操控。孙女士认为该摄像头可能拍摄到自己及家人的日常出行规律及其他动态信息,要求刘先生
拆除该摄像头,双方由此产生纠纷。
材料二 《中华人民共和国民法典》(节选)
第二百七十一条 业主对建筑物内的住宅、经营性用房等专有部分享有所有权,对专有部分以外的共
有部分享有共有和共同管理的权利。
(1)结合材料,运用《法律与生活》知识,分析上述案例。(8分)
(2)假如你是人民调解员,提出解决上述纠纷的建议。(2分)"
SRC_65f9eb7854_朝阳高三期末2025,2025,朝阳,期末,16,1,0,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_65f9eb7854_朝阳高三期末2025.txt,"16.（8分） 共建美美与共的文明百花园，要强化用文化同世界对话的理念。
材料一  《论语》《习近平谈治国理政》等书籍在许多国家发行，以文字的力量传递中国声音和价值观。某国外领导人评论说，《论语》的早期翻译和导读曾对孟德斯鸠和伏尔泰的哲学思想给予启发。
材料二  中国汉代文物“组团”出境展出，与当地策展人紧密沟通，展览方式上更注重趣味互动，在叙事上更关注生活方式、文化交流等贴近普通观众的视角，挖掘文化资源的丰富内涵和当代价值，寻找其与现代生活的契合点，拉近观众与文物之间的距离，受到当地民众的欢迎。
材料三  春节作为中国传统节日，传承着和平、和睦、和谐等中华文明理念，也承载着家庭和睦、社会包容、人与自然和谐共生等全人类共同价值。在我国的积极推动下，2023年12月，联合国大会通过决议，将春节（农历新年）确定为联合国假日；2024年12月，我国申报的“春节——中国人庆祝传统新年的社会实践”被列入联合国教科文组织人类非物质文化遗产代表作名录。
结合材料，运用《哲学与文化》知识，谈谈应如何用文化同世界对话。
评分细则、答案变通说明文化+哲学，答全两个模块，满分8分；只答一个模块，最多给6分。
文化（6分）+ 哲学（2分），或哲学（6分）+ 文化（2分）， 共8分
[PPT_SLIDE 19]
文化：（每点2分，最多给6分）
在文化对话中，
① 自信（2分）要坚定文化自信，认识和阐释中华文化的独特价值和魅力。+尊重文化多样性/尊重差异，保持开放/吸收借鉴其他文化优秀元素，共同促进人类文明繁荣进步。
② 弘扬（2分）要继承/弘扬中华优秀传统文化/汲取文化精华/弘扬文化内核。《论语》以文字的力量，传播仁爱等普世价值/文物以展览的方式，展现文化资源的当代价值/春节以节日的符号，弘扬家庭和睦等共同价值/通过典籍、文物、节日，传递中国声音和价值观。
③ 发展（2分）  要立足社会实践，进行文化创新/促进中华优秀传统文化创造性转化和创新性发展，促进文化产品更加符合现代人的审美和需求/提高中国文化吸引力和影响力/在对话交流中发展本民族文化/繁荣人类文明。
④ 传播（2分）要聚焦中国文化元素/利用现代传播手段，通过多种文化载体和形式。展示中华文化魅力/阐释中国文化价值/让更多人了解中华文化/增进不同文化的理解和尊重/增强中华文明传播力影响力。
[PPT_SLIDE 20]
哲学：（每点2分，最多给6分）
在文化对话中，
① 实际（2分）  理1分  事1分要坚持一切从实际出发，文化交流既要符合本民族文化发展实际/也要满足交流对象的文化需求/更要体现全人类的共同价值取向。
② 规律（2分）  理1分  事1分文化发展有其自身规律，要尊重客观规律，正确发挥主观能动性，尊重文化传承、文化交流、文化交流的一般规律，共建美美与共的文明百花园。
③ 联系（2分）  理1分  事1分要坚持用联系的观点看问题，处理好中国文化与外来文化/与世界文化的关系/加强中外文化的联系、交流、沟通、理解、交融、互鉴。
④ 发展（2分）  理1分  事1分要坚持用发展的观点看问题/坚持辩证的否定观，把握中国文化和域外文化的过去、现在、未来，推动不同文化共同发展。
⑤ 矛盾（2分）  理1分  事1分要坚持用对立统一/一分为二的观点看问题/把握不同文化的个性特殊性及其中蕴含的共性普遍性/坚持普遍性与特殊性的具体的历史的统一，既要展示中华文化独特魅力，又要以开放包容的姿态借鉴国外优秀文化成果。
⑥ 价值（2分）  理1分  事1分要坚持正确的价值判断和价值选择/树立正确的价值观，弘扬中华文明理念，倡导全人类共同价值，弘扬主旋律，传递正能量，体现正确的世界观、人生观和价值观。
⑦ 主体（2分）  理1分  事1分要尊重人民群众主体地位/坚持群众观点和群众路线/坚持人民主体地位，贴近群众视角/考虑群众需求/注重与群众互动/拉进与群众距离，取得良好对话效果。（从其他角度作答，言之有理变可得分）
哲学方法论罗列一大堆，最多给3分知识分。照抄材料的、答成影响的、罗列知识的、知识不准又没有逻辑的，得1分。
[PPT_SLIDE 21]"
SRC_65f9eb7854_朝阳高三期末2025,2025,朝阳,期末,18,3,0,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_65f9eb7854_朝阳高三期末2025.txt,"18.（6分）消费是经济运行的重要环节。
马克思把社会再生产过程看作是生产、分配、交换、消费四个环节构成的统一体，提出“生产表现为起点，消费表现为终点，分配和交换表现为中间环节”“没有需要，就没有生产，而消费则把需要再生产出来”等重要观点。完善扩大消费长效机制，要处理好消费与生产、分配和交换各环节之间的关系。
2024年12月，中央经济工作会议提出，大力提振消费、提高投资效益，全方位扩大国内需求，实施提振消费专项行动，推动中低收入群体增收减负，提升消费能力、意愿和层级。
消费能力，是指消费者在一定时期内所拥有的用于消费的货币支付能力。
消费意愿，是指消费者购买商品或服务的主观愿望和冲动。
消费层级，是按照消费需要得到满足的次序将消费分为生存型消费、发展型消费和享受型消费等层级。
结合材料，运用《经济与社会》知识，说明如何提升消费能力、意愿和层级。
[PPT_SLIDE 26]
①提升消费能力——能消费
推动经济高质量发展/发展经济/发展新质生产力/促进就业/增加居民收入；1分
完善收入分配制度，推动中低收入群体增收减负/，增强居民消费能力/分配制度展开也可以。    1分
②提升消费意愿——愿消费、敢消费
完善社会保障，稳定居民收入预期，增强居民消费信心；1分
政府加强宏观调控，履行经济职能/减税降费，降低存贷利率/加强市场监管，规范市场秩序，优化消费环境/完善消费者权益维护机制，增强居民消费意愿。1分
③提升消费层级——消费升级
推进供给侧结构性改革，优化供给结构/提供优质产品和服务，创造消费需求/；1分
发展新业态新模式，满足多样化需求/多元消费场景，促进文旅业发展/促进消费结构优化升级。1分
如果从生产、分配、交换和消费之间的关系作答，
生产角度，最多给2分，
分配角度，最多给2分，
交换角度，最多给2分，
总分不超过5分。
[PPT_SLIDE 27]"
SRC_131c6c890b_试卷,2025,朝阳,期末,18,2,0,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_131c6c890b_试卷.txt,"18.（6分）消费是经济运行的重要环节。
马克思把社会再生产过程看作是生产、分配、交换、消费四个环节构成的统一体，提出“生产表现为
起点，消费表现为终点，分配和交换表现为中间环节”“没有需要，就没有生产，而消费则把需要再生产
出来”等重要观点。完善扩大消费长效机制，要处理好消费与生产、分配和交换各环节之间的关系。
2024 年 12 月，中央经济工作会议提出，大力提振消费、提高投资效益，全方位扩大国内需求，实施
提振消费专项行动，推动中低收入群体增收减负，提升消费能力、意愿和层级。
消费能力，是指消费者在一定时期内所拥有的用于消费的货币支付能力。
消费意愿，是指消费者购买商品或服务的主观愿望和冲动。
消费层级，是按照消费需要得到满足的次序将消费分为生存型消费、发展型消费和享受型消费等层
级。
结合材料，运用《经济与社会》知识，说明如何提升消费能力、意愿和层级。"
