suite_id,year,district,stage,source_type,file_path,sha256,cache_hit,extraction_status,char_count,run_text_path,source_text_path,error
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,3fe06deac367805d39bc33669269116e42be7e0e03a8f09f14961f5b37532691,yes,cache-hit,1603,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/3fe06deac367805d.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/3fe06deac367805d_16题二模阅卷总结.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,896b0f378cbdeb1f970df2a3b24e3cd6fdcb261cfd3ad4cd94b167d6d0a98e08,yes,cache-hit,1389,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/896b0f378cbdeb1f.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/896b0f378cbdeb1f_16题评分细则.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,47c34e3af056b334dd996f812b5d42727be3702de4feafbae10f229544f7bd08,yes,cache-hit,797,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/47c34e3af056b334.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/47c34e3af056b334_17_1.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,72fd64a3dddd2c89bbd06e5e6328db85aeec5424a2831210e2a8e9bc114c1530,yes,cache-hit,1123,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/72fd64a3dddd2c89.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/72fd64a3dddd2c89_17-2.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,4238b9f0bc92fe5b3f58323b74891534a8d8f75090bde8bdfbe250ad6eb8b270,yes,cache-hit,1128,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/4238b9f0bc92fe5b.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/4238b9f0bc92fe5b_18_1.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,6c445538df98876c8f6403311e9861f6eb6e197842299ee1eaa4b6e128e47774,yes,cache-hit,1927,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6c445538df98876c.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/6c445538df98876c_18_2.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,d682ecb2695e5e33707dce0cdd1b130fe562eee0beb49bd6a6062cb1e8565394,yes,cache-hit,1523,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/d682ecb2695e5e33.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/d682ecb2695e5e33_19_1.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,5c18cbecb82d97a6baea3a713f8752aa6b823aac2abaa987d8f4667a7dd3e6c8,yes,cache-hit,556,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/5c18cbecb82d97a6.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/5c18cbecb82d97a6_19_2.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,4c98484a2246ecdd9e1f7c2d58679a3fe54dbb2e95ea6d588c3220e6ea00bf13,yes,cache-hit,716,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/4c98484a2246ecdd.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/4c98484a2246ecdd_20小题二模阅卷总结.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx,9019906692e8a1e9fc0c653ac39c94544d0e02c717790f7fad5e84f79b68cd11,yes,cache-hit,1241,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9019906692e8a1e9.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/9019906692e8a1e9_21.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,bdc183dc9541edf3ec26e517b9b69ed5e59bc4ae2bb558bf66b766e5842e835d,yes,cache-hit,1877,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/bdc183dc9541edf3.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/bdc183dc9541edf3_21题_1.txt,
2024_东城_二模,2024,东城,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,8db78abe18de23092b76d0e9c9e32751026a31b07b1c3fad790b52daa3dbf842,yes,cache-hit,834,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/8db78abe18de2309.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/gpt_sources/8db78abe18de2309_002北京市东城区2023-2024学年度第二学期高三综合练习_二_思想政治答案.md,
2024_丰台_一模,2024,丰台,一模,paper,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,4800d0b858f0ede60439e12a5beb3bc2fc32754fa602054f5f6fd74ce4bb6bc4,yes,cache-hit,992,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/4800d0b858f0ede6.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/4800d0b858f0ede6_丰台高三一模政治试卷终版.txt,
2024_丰台_一模,2024,丰台,一模,reference-answer,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf,5f5486bfc3baab2bc1a8e43b06b8aac6377e1402d4402e5d0bb90ad292755521,yes,cache-hit,8588,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/5f5486bfc3baab2b.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.txt,
2024_丰台_一模,2024,丰台,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,950d6b2d3cdda441625d9b2a0c2329d7ae34212d804c3fe005a66b23fb369a49,yes,cache-hit,4572,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/950d6b2d3cdda441.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/950d6b2d3cdda441_2024丰台一模细则.txt,
2024_丰台_二模,2024,丰台,二模,paper,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,57ddd500c48eeec9f821b74e2b9676696c1b1ea8f727fb39e33e2e46626f36fc,yes,cache-hit,740,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/57ddd500c48eeec9.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/gpt_sources/57ddd500c48eeec9_丰台高三二模政治试卷.md,
2024_丰台_二模,2024,丰台,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,71fcaa9e66afc5db6c6622c198276a430335b4df2029694dba5100727f1652c6,yes,cache-hit,3777,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/71fcaa9e66afc5db.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/71fcaa9e66afc5db_2024丰台二模细则.txt,
2024_朝阳_一模,2024,朝阳,一模,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,25b655e73b7424e7aa7bb467e71553461c8133b8e7e161e6d9de575176b949cc,yes,cache-hit,6836,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/25b655e73b7424e7.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/25b655e73b7424e7_202404朝阳高三一模试题.txt,
2024_朝阳_一模,2024,朝阳,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,yes,cache-hit,10647,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/d64506799887753e.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/d64506799887753e_2024朝阳一模细则.txt,
2024_朝阳_一模,2024,朝阳,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,f6013d54b52c02dcf40a2ff1f845c124598281324f98545a577914b901e7688c,yes,cache-hit,1859,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/f6013d54b52c02dc.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/f6013d54b52c02dc_202404朝阳高三政治质量检测一参考答案_上交版.txt,
2024_朝阳_二模,2024,朝阳,二模,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,9223488a4b5e6f80ad8c2b56a1eb09e4c2f5bfed13ce12ac2f0a2cccc7d46dce,yes,cache-hit,8752,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9223488a4b5e6f80.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/9223488a4b5e6f80_003202405朝阳高三二模政治试题.txt,
2024_朝阳_二模,2024,朝阳,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,84218459671af8ac66324584cd608c778703ef44e2eda745694745b53e3de302,yes,cache-hit,5865,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/84218459671af8ac.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/84218459671af8ac_2024朝阳二模细则.txt,
2024_朝阳_二模,2024,朝阳,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,f7c4cc4ac52ecefd124cb890fb4f0e117c7a9312d2f51a97d6e2d102e3ef4cf1,yes,cache-hit,1747,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/f7c4cc4ac52ecefd.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/f7c4cc4ac52ecefd_004202405朝阳高三政治质量检测二参考答案_以PDF为准.txt,
2024_朝阳_期中,2024,朝阳,期中,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,yes,cache-hit,7806,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0a50f76fd1e1c50f.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题.txt,
2024_朝阳_期中,2024,朝阳,期中,rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,0f8ea3bbe2629d2f6b750e3d95a3505f2d664078ff4b03f2ca7845c70fb057d3,yes,cache-hit,4977,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0f8ea3bbe2629d2f.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/0f8ea3bbe2629d2f_2024.11期中政治朝阳评标docx.txt,
2024_朝阳_期中,2024,朝阳,期中,rubric,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,92a268ce852f69446644c8427066cccff0fd143bdc9ff70a4d813f1c3b82d261,yes,cache-hit,14604,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/92a268ce852f6944.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/92a268ce852f6944_2024.11期中政治朝阳评标2.txt,
2024_海淀_一模,2024,海淀,一模,paper,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,4bc0edec2a08a90ef83b813fd06a431d5ee7a1fc68cf77bd65b2c98d553d2eaa,yes,cache-hit,8195,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/4bc0edec2a08a90e.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/4bc0edec2a08a90e_高三政治_一模试题.txt,
2024_海淀_一模,2024,海淀,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,b692254ceb1b81747ef1b03d5e5f42daeb261dab7b8951bcbb992980e56ad378,yes,cache-hit,2976,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/b692254ceb1b8174.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/b692254ceb1b8174_2024海淀一模细则.txt,
2024_海淀_一模,2024,海淀,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,98d1d762f302004f8166a9f61d972313912724efef27025c64f909cc1b585c65,yes,cache-hit,1497,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/98d1d762f302004f.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/98d1d762f302004f_一模政治-答案.txt,
2024_海淀_二模,2024,海淀,二模,paper,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,13d454fdd813a0391d5dae21dbec99376ac2068d752173587130d5f266037572,yes,cache-hit,7717,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/13d454fdd813a039.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/13d454fdd813a039_高三二模_政治试题_以PDF为准_1.txt,
2024_海淀_二模,2024,海淀,二模,paper,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,5355283f436e322953d1c6cb1f07663915a738594d8733a379aaf1109b31385c,yes,cache-hit,7627,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/5355283f436e3229.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/5355283f436e3229_高三政治_二模试题_海_1.txt,
2024_海淀_二模,2024,海淀,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,227192d22e10241b73c445e7ab168c6f7317999c99d908aa84621a38b0b544e7,yes,cache-hit,2654,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/227192d22e10241b.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/227192d22e10241b_2024海淀二模细则.txt,
2024_海淀_二模,2024,海淀,二模,rubric,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,8f109fb09efc0c6ae1ffbad76a5ad99bf071a766b0e8c512247d468dc37fc6b3,yes,cache-hit,1574,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/8f109fb09efc0c6a.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/8f109fb09efc0c6a_高三二模_政治答案_2.txt,
2024_海淀_期中,2024,海淀,期中,paper,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,16c75dff224a222c0e7ba19eb0e6a147560e92549376e7859b830b2f1449f512,yes,cache-hit,470,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/16c75dff224a222c.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/16c75dff224a222c_海淀区2024_2025学年第一学期期中练习政治试题.txt,
2024_海淀_期中,2024,海淀,期中,rubric,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,fee5258a9b7359d59a4bc6ed5cd3524d055ca156768bc04de81227f6397c3cee,yes,cache-hit,14272,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/fee5258a9b7359d5.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/fee5258a9b7359d5_2024海淀期中细则.txt,
2024_石景山_一模,2024,石景山,一模,paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,f581620be44a4c2cae69e737697ee15d754603627ddd385dd6be1c207c5e43f6,yes,cache-hit,8656,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/f581620be44a4c2c.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/f581620be44a4c2c_2024北京石景山高三一模政治_教师版带答案.txt,
2024_石景山_一模,2024,石景山,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,935b8ea1e01b3ba5839af0dcf7680952bcfce7b3d5f389c487f2d4c2b5581e83,yes,cache-hit,11875,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/935b8ea1e01b3ba5.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/935b8ea1e01b3ba5_2024年石景山一模.txt,
