status,extractor,chars,lines,source,text_path,error
ok,pptx,1283,160,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\19（4）.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__东城一模评标细则（勿传）__19（4）.pptx.txt,
ok,pptx,1043,148,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\东城一模评标细则（勿传）\20.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__东城一模评标细则（勿传）__20.pptx.txt,
ok,pdf,5580,270,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\26东城一模细则.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__其他材料__26东城一模细则.pdf.txt,
ok,pdf,262,32,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\其他材料\东城一模细则.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__其他材料__东城一模细则.pdf.txt,
ok,pptx,1977,151,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\16.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__16.pptx.txt,
ok,pptx,1324,185,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\17.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__17.pptx.txt,
ok,pptx,1542,296,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\18+选择7、13.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__18+选择7、13.pptx.txt,
ok,pptx,158,31,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（1）.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__19（1）.pptx.txt,
ok,pptx,1517,180,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（2）.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__19（2）.pptx.txt,
ok,pptx,1360,190,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（3）.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__19（3）.pptx.txt,
ok,pptx,1283,160,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\19（4）.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__19（4）.pptx.txt,
ok,pptx,1043,148,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\细则\2026东城一模细则\20.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__细则__2026东城一模细则__20.pptx.txt,
ok,pdf,160,20,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026东城一模 原卷扫描版.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__试卷__2026东城一模_原卷扫描版.pdf.txt,
ok,pdf,8330,344,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026东城一模\试卷\2026北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026东城一模__试卷__2026北京东城高三一模政治（教师版）.pdf.txt,
ok,pptx,10713,1039,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\26 丰台一模政治(1).pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026丰台一模__26_丰台一模政治(1).pptx.txt,
ok,pdf,160,20,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\丰台一模.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026丰台一模__丰台一模.pdf.txt,
ok,pptx,10713,1039,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\细则\2026丰台一模细则.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026丰台一模__细则__2026丰台一模细则.pptx.txt,
ok,pdf,160,20,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026丰台一模\试卷\丰台一模.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026丰台一模__试卷__丰台一模.pdf.txt,
ok,pdf,9662,362,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\2026北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026延庆一模__2026北京延庆高三一模政治（教师版）.pdf.txt,
ok,docx,2623,70,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\26 延庆一模评标.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026延庆一模__26_延庆一模评标.docx.txt,
ok,docx,2623,70,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\细则\2026延庆一模细则.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026延庆一模__细则__2026延庆一模细则.docx.txt,
ok,pdf,9662,362,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026延庆一模\试卷\2026北京延庆高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026延庆一模__试卷__2026北京延庆高三一模政治（教师版）.pdf.txt,
ok,pdf,177,22,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\2026北京房山高三一模政治.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026房山一模__2026北京房山高三一模政治.pdf.txt,
ok,docx,3579,79,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\26 房山一模评标 全.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026房山一模__26_房山一模评标_全.docx.txt,
ok,docx,3579,79,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\细则\2026房山一模细则.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026房山一模__细则__2026房山一模细则.docx.txt,
ok,pdf,177,22,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026房山一模\试卷\2026北京房山高三一模政治.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026房山一模__试卷__2026北京房山高三一模政治.pdf.txt,
ok,pdf,14328,496,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026朝阳一模__2026北京朝阳高三一模政治（教师版）.pdf.txt,
ok,docx,4498,114,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\其他材料\chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026朝阳一模__其他材料__chat_file_1040g3c831um895dphu105n2bsq04dit0lj2bojo_202604朝阳高三政治一模阅卷细则(1).docx.txt,
ok,docx,4498,114,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\朝阳高三政治一模阅卷细则.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026朝阳一模__朝阳高三政治一模阅卷细则.docx.txt,
ok,docx,4498,114,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\细则\2026朝阳一模细则.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026朝阳一模__细则__2026朝阳一模细则.docx.txt,
ok,pdf,14328,496,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\试卷\2026北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026朝阳一模__试卷__2026北京朝阳高三一模政治（教师版）.pdf.txt,
ok,pdf,127,16,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\2026海淀一模 试卷扫描版_去水印.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026海淀一模__2026海淀一模_试卷扫描版_去水印.pdf.txt,
ok,pdf,2248,96,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\26海淀一模政治评分标准.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026海淀一模__26海淀一模政治评分标准.pdf.txt,
ok,pdf,2248,96,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\细则\2026海淀一模细则.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026海淀一模__细则__2026海淀一模细则.pdf.txt,
ok,pdf,127,16,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026海淀一模\试卷\2026海淀一模 试卷扫描版_去水印.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026海淀一模__试卷__2026海淀一模_试卷扫描版_去水印.pdf.txt,
ok,pdf,9912,356,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026石景山一模__2026北京石景山高三一模政治（教师版）.pdf.txt,
ok,doc:ole-utf16-scan,4169,408,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\2026石景山区高三一模评分细则.doc,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026石景山一模__2026石景山区高三一模评分细则.doc.txt,
ok,doc:ole-utf16-scan,4169,408,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\细则\2026石景山一模细则.doc,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026石景山一模__细则__2026石景山一模细则.doc.txt,
ok,pdf,9912,356,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026石景山一模\试卷\2026北京石景山高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026石景山一模__试卷__2026北京石景山高三一模政治（教师版）.pdf.txt,
ok,pdf,177,22,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\2026北京西城高三一模政治.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026西城一模__2026北京西城高三一模政治.pdf.txt,
ok,docx,2541,82,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026西城一模__细则__2026西城一模细则.docx.txt,
ok,pdf,177,22,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\2026北京西城高三一模政治.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026西城一模__试卷__2026北京西城高三一模政治.pdf.txt,
ok,docx,6046,147,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026西城一模__试卷__高三统一测试思想政治试卷.docx.txt,
ok,docx,2541,82,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\高三一模阅卷细则26.04(1).docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026西城一模__高三一模阅卷细则26.04(1).docx.txt,
ok,docx,6046,147,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026西城一模__高三统一测试思想政治试卷.docx.txt,
ok,pdf,160,20,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026通州一模\2026北京通州高三一模政治.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026通州一模__2026北京通州高三一模政治.pdf.txt,
ok,pdf,4794,246,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026通州一模\26 通州一模评标.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026通州一模__26_通州一模评标.pdf.txt,
ok,docx,4936,100,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\细则\2026门头沟一模细则.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026门头沟一模__细则__2026门头沟一模细则.docx.txt,
ok,pdf,8480,376,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\试卷\门头沟区高三政治一模试卷.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026门头沟一模__试卷__门头沟区高三政治一模试卷.pdf.txt,
ok,pdf,8480,376,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\门头沟区高三政治一模试卷.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026门头沟一模__门头沟区高三政治一模试卷.pdf.txt,
ok,docx,4936,100,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026门头沟一模\门头沟高三政治一模参考答案及评标细则新.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026门头沟一模__门头沟高三政治一模参考答案及评标细则新.docx.txt,
ok,pptx,4619,580,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026年顺义一模  细则.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026顺义一模__2026年顺义一模_细则.pptx.txt,
ok,pdf,9805,366,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\2026顺义一模.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026顺义一模__2026顺义一模.pdf.txt,
ok,pptx,4619,580,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026顺义一模__细则__2026顺义一模细则.pptx.txt,
ok,pdf,9805,366,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026顺义一模\试卷\2026顺义一模.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区一模__2026顺义一模__试卷__2026顺义一模.pdf.txt,
ok,pdf,1500,94,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\16.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区二模__2026东城二模__细则__16.pdf.txt,
ok,pdf,1148,45,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\17题评标.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区二模__2026东城二模__细则__17题评标.pdf.txt,
ok,pdf,1021,47,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\18题阅卷细则(5.9).pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区二模__2026东城二模__细则__18题阅卷细则(5.9).pdf.txt,
ok,pdf,654,27,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\20题（1+2）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\12_full_desktop_extract_20260524\2026\texts\2026各区二模__2026东城二模__细则__20题（1+2）.pdf.txt,
