suite_id,parent_question,component_question,question_type,parent_prior_status,parent_prior_book_module,rule_id,matched_terms,basis,evidence_source_type,evidence_source,evidence_text
2026_延庆_一模,16,16#B4_CULTURE_COMPONENT,subjective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_INTANGIBLE_HERITAGE_CREATIVE_PRODUCT,"非遗,文创,文化创新",非遗和文创属于文化成分；哲学方法论余项不应吞掉文化材料。,paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/cc91930411716013.txt,"(7 分)历史文化是城市的灵魂。2025 年中央城市工作会议将“文脉赓续”作为城市现代化核心方向, 要求完善保护传承体系。未来城市需在创新中延续根脉,让灵魂与高楼共生长。 ◆ 更新不搞拆建 南京通过微更新街巷、保留工业元素,让历史与现代共生;陕西榆林将废弃的旧粮仓 进行内部空间改造和功能升级,将其打造成为集艺术展览、文化交流、创意设计于一体的综合性文化 空间,吸引了众多艺术家、文化爱好者前来参观交流。 ◆ 避免千城一面 北京修缮烟袋斜街、什刹海等胡同片区,通过引入特色书店、非遗工坊等项目,让传 统胡同成为承载古都记忆的文化地标;天津改造百年棉纺厂旧址,融合非遗展示、文创市集、沉浸式 体验等元素,彰显津派工业文明与市井文化特色。 ◆ 关注公众获得感 南昌运用数字化测绘技术对68 处历史建筑进行全面保护。通过精准的数字化手段, 让历史建筑的信息得以完整保存和生动呈现,使城市文脉“看得见、摸得着” ,为公众带来更加丰富 第5页/共9页 的参观体验。 ◆ 塑造城市凝聚力 上海依托保护老建筑和红色文化,以历史建筑、传统习俗和集体记忆为基石,塑 造出“海纳百川”的城市精神;广东惠州通过保护博罗古城等地名和建制,以行政区划为情感纽带承 载乡愁与认同,增强市民的归属感。 结合材料,运用《哲学与文化》知识,说明如何赓续城市文脉,让灵魂与高楼共生长。"
2026_延庆_一模,4,4#B4_CULTURE_COMPONENT,objective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_CULTURE_CARRIER_DOUBLE_CREATION,"文化载体,创造性转化",客观题判断点出现文化载体和创造性转化，应抽为文化组件。,paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/cc91930411716013.txt,"北京某社区在老旧小区改造中,围绕“是否拆除具有30 年历史的老墙”产生争议。老墙承载着居民集 体记忆与社区文化,但部分居民认为其破旧影响美观且存在安全隐患,主张拆除新建现代化设施。社区 党委组织协商后,决定保留老墙主体并增设照明、修复壁画进行“微改造” ,既保留历史记忆又提升安 全性。在老旧小区改造中 1不同居民对老墙的价值认知存在分歧,体现了价值判断具有主体差异性 2既保留老墙主体又赋予其新功能,深刻把握了肯定与否定之间的辩证关系 3“微改造”推动社区文化创造性转化,表明创新是文化发展的根本动力 4老墙从“安全隐患”转化为“文化载体” ,实现了矛盾同一性和斗争性的转化 A. 12 B. 14 C. 23 D. 34"
2026_朝阳_一模,3,3#B4_CULTURE_COMPONENT,objective,blocked,UNKNOWN_OR_MIXED,CULTURE_COMPONENT_SCIENCE_CULTURE_INTANGIBLE_HERITAGE,"传统文化,文化自信,非遗,科技赋能",客观题同时有文化与哲学判断点；文化自信、非遗、传统文化部分单独抽入文化组件。,paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/585b15124610aff7.txt,"非遗变脸与机械武术同台演绎,自制旋转木马讲解力学原理,机器人乐队、科普实验轮番亮相⋯⋯某地 以春节科普活动为契机,实现“科普+文化”“科普+非遗”相融合,让观众在感受年味的同时,轻松读懂 传统文化背后的科学密码。这体现出( ) 1春节成为全民科学素养提升的主阵地和文化传播的新平台 2科普让科学精神融入日常生活,让文化自信浸润中华大地 3只有抓住主要矛盾,才能实现民族文化与外来文化的交融 4坚持辩证否定,可以使传统文化在科技赋能下焕发新的光彩 A. 13 B. 14 C. 23 D. 24 第2页/共13页"
2026_朝阳_一模,16,16#B4_CULTURE_COMPONENT,subjective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_TRADITIONAL_CULTURE_CONFIDENCE,"中华优秀传统文化,文化自信",原判为哲学边界，但文化自信和中华优秀传统文化是明确文化采分点。,paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/585b15124610aff7.txt,"【答案】1坚持尊重客观规律与发挥主观能动性的辩证统一。农历依据太阳运行定年、月亮运行定 月,这说明历法的制定尊重了天体运行的客观规律。同时,古人通过“十九年七闰”协调年月差异,独创二 十四节气指导农业,体现了人们在认识和把握规律的基础上,充分发挥主观能动性,利用规律造福人类。 2坚持联系的普遍性、客观性和多样性,善于分析和把握事物存在和发展的各种条件。中国农历属于阴阳 合历,将阴历与阳历有机结合,兼顾日月运行规律。这体现了事物是普遍联系的,人们用联系的观点看问 题,分析和把握了日、月、地之间的内在联系,实现了历法系统的优化。 3坚持矛盾普遍性与特殊性、共性与个性的具体的历史的统一。一般的阳历或阴历各有侧重,而中国农历 独创二十四节气,将天文的精确性与物候的生命性完美结合,既遵循了天文规律,又适应了具体的农业生 产需求,做到了具体问题具体分析。 4实践是认识的来源和动力,认识对实践具有能动的反作用。农历是人们认识自然界时间变化规律的智慧 结晶,来源于人们长期的生产生活实践。同时,二十四节气指导农业生产,反映寒暑变化,对社会生活产 生重要影响,体现了正确的认识能促进实践的发展。 5中华优秀传统文化具有强大的生命力和鲜明的民族特色。农历沿用两千多年,是中华民族智慧的结晶。 它体现了中华文化的博大精深,展现了中华民族独特的创造力,增强了我们的文化自信,至今仍发挥着重 要作用。 【详解】本题要求运用《哲学与文化》知识分析中国农历蕴含的独特智慧。运用唯物论、辩证法、认识论 及文化观等知识分析。 有效信息1:依据日月运行定年月,通过十九年七闰协调差异并独创节气指导农业→可从尊重客观规律与 发挥主观能动性辩证统一的角度,说明历法制定既尊重了天体运行规律,又发挥了主观能动性利用规律造 福人类。 有效信息2:将阴历与阳历有机结合,兼顾日月运行规律→可从联系的特点的角度,说明人们用联系的观 点看问题,把握了日、月、地之间的内在联系,实现系统优化。 有效信息3:将天文的精确性与物候的生命性完美结合以指导农业生产→可从矛盾普遍性与特殊性辩证统 一的角度,说明中国农历既遵循普遍天文规律,又适应具体农业生产需求,做到了具体问题具体分析。 有效信息4:历法是认识时间变化规律的结晶,指导农业生产和反映寒暑变化→可从实践与认识辩证关系 的角度,说明历法来源于生产生活实践,正确的认识对指导农业生产等社会实践具有能动的反作用。 第10页/共13页 有效信息5:中国农历独创二十四节气,沿用两千多年至今→可从中华优秀传统文化特征的角度,说明中 国农历具有强大的生命力和鲜明的民族特色,展现了中华民族的创造力与文化自信。"
2026_海淀_二模,2,2#B4_CULTURE_COMPONENT,objective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_MUSEUM_CULTURE_SERVICE,"博物馆,文化事业,文物",客观题文化事业、博物馆和文物判断点应进入文化组件。,paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/e7b70a05645843b6.txt,"某博物馆推出“24小时不打烊”开放模式。深夜展厅里观众与文物静默对话,数字化古画场景成为打卡热点......该博物馆也带动所在区域客流增长、辐射周边商圈。这表明 1文化对经济发展起支配作用 2文化作为社会意识能够转化为现实生产力 3不同资源相互融通可以催生新的发展动能 4激活经济价值,文化事业才能满足大众需求 A.13 B.14 C.23 D.24"
2026_石景山_二模,2,2#B4_CULTURE_COMPONENT,objective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_INTANGIBLE_HERITAGE_NATIONAL_SPIRIT,"非遗,爱国主义,民族精神",题面和选项明确非遗作品承载爱国主义为核心的民族精神；民族精神属于文化。,paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/00b61bbb2c75b4be.txt,"抗战胜利80周年之际,一些非遗传承人以“剪忆抗战”为主题创作系列立体剪纸作品,既保留传统剪纸的阴阳镂空、千剪不断的连纹技法,又融入数字投影技术呈现动态抗战英雄人物、重要抗战场景。作品通过“破纸重生”工艺生动展现抗战历史,引导人们铭记历史,珍爱和平。据此,下列理解正确的是 1立体抗战剪纸是对传统剪纸中合理因素的辩证否定 2剪纸作品承载并传递着以爱国主义为核心的民族精神 3剪纸作品是根据抗战纪念需要建立起的人为事物的联系 4艺术性与思想性的对立属性寓于剪纸作品的统一属性中 A.13 B.14 C.23 D.24"
2026_西城_期末,16,16#B4_CULTURE_COMPONENT,subjective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_DOCUMENTARY_CULTURAL_CONFIDENCE,"文化自信,中华优秀传统文化,文化创新",第 16 题第 (1) 问参考答案为文化自信完整采分链，需独立进入文化组件。,rubric,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/efbc5507a38dbd4f.txt,"(1)1立足社会实践,筑牢文化自信的根基。纪录片立足时代发展与社会变迁,记录 人民群众的日常实践,挖掘中华优秀传统文化中的精神内核与当代价值,让文 化自信建立在对自身文化生命力的深刻把握之上。 2坚持以人民为中心,彰显文化自信的温度。通过展现普通人面对困难时的坚韧 品格与家国情怀,让文化自信扎根于人民的情感认同与价值追求,增强对中华 文化凝聚力和向心力的坚定信念。 3讲好中国故事,提升文化自信的国际影响力。以脱贫攻坚、生态改善、科技突 破等现实题材传递中国经验,将中国故事推向世界,在国际交流中展现中华文 化的独特魅力,增强对中华文化国际传播力的信心。 4创新表达形式,焕发文化自信的活力。运用多元影像技术呈现文化内涵,推动 中华优秀传统文化与当代社会价值相融合,为文化自信注入鲜活的时代力量, 增强对中华文化创新发展的信心。 (2)1物质决定意识,意识是对客观存在的反映。“真实”源于客观存在的事实,能 够准确反映事物的本质与规律,帮助人们形成对世界的正确认识,从而突破认 知隔阂,引发思想共鸣。 2实践是认识的基础,是检验认识真理性的唯一标准。新闻、历史、司法等领域 的“真实”,都经过实践的检验与验证,具有客观性与说服力,能够获得人们 的普遍认同,凝聚精神共识。 3人民群众是历史的创造者,是社会精神财富的创造者。“真实”的内容往往贴 近人民的生活实践与情感需求,契合人民群众的根本利益,能够唤起共情,凝 聚起直抵人心的精神力量。 4意识对改造客观世界具有能动的反作用。“真实”的信息能够引导人们树立正 确的价值观,激发人们追求真理、直面问题的自觉行动,凝聚起推动社会发展 的强大精神动力。 高三政治 参考答案(第 2 页 共 3 页)"
2026_通州_一模,18,18#B4_CULTURE_COMPONENT,subjective,module-boundary-excluded,B4_PHILOSOPHY_EXCLUDED,CULTURE_COMPONENT_LONGFU_TEMPLE_TRADITION_INNOVATION,"中华优秀传统文化,创新性发展,非遗,历史文脉",隆福寺题答案同时含哲学和文化；其中传统文化双创、非遗、历史文脉为文化组件。,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_通州_一模.txt,"(8分) 让城市留住记忆,让传统与现代交融。 作为穿越600年历史的地标建筑,隆福寺在更新改造 中并未采取大拆大建的模式,而是进行“绣花式”风貌保护 福到隆渦 和城市更新,力求实现古都肌理与现代美学的深度共鸣。 在这里,明清时期的寺院格局隐约可寻,民国庙会的市井 肌理融入街巷,新中国成立后的东四人民市场、隆福大厦 的商业痕迹得以活化“修旧如旧”与“破旧立新”并存的 空间手法,既尊重地方记忆,又为街区注入了活力。 隆福寺通过数字科技激活历史记忆,以多元业态重构 生活方式。这里既有荣宝斋、六必居等老字号的百年坚守,也有景泰蓝、金漆镶嵌等非遗技 艺的匠心传承;同时引入了煎饼机器人、AI 拍报亭等充满时代气息的科技元素;引入年轻人 青睐的生活方式集合店、户外演艺等新业态⋯•成为传承历史文脉和感知时代脉动的网红 打卡地。 隆福寺的实践证明,老北京文化街区的古朴与创新并非对立,而是可以共生共荣 结合材料,运用《哲学与文化》知识,阐释隆福寺街区改造中“古朴”与“创新”是如何实现 共生共荣的。 高三思想政治试卷第6页(共8页) ===== 2026北京通州高三一模政治.pdf page 7 ===== (8分) 坚持对立统一,隆福寺在保护古都肌理的同时融人现代科技,实现二者共生共荣;坚持辩证否定 观,既保留历史记忆,又注人时代元素,实现传统与现代融合;推动中华优秀传统文化创造性转 化与创新性发展,在保护中发展,在传承中创新,实现古朴与创新深度融合;立足社会实践,坚守 文化根脉,让老街区焕发生机与活力。"
2026_丰台_期末,6,6#B4_CULTURE_COMPONENT,objective,blocked,UNKNOWN_OR_MIXED,CULTURE_COMPONENT_CHINESE_KNOT_TRADITIONAL_CULTURE,"中国结,中华优秀传统文化,精神追求",raw source 已确认该选择题同时涉及中华优秀传统文化与逻辑思维；文化部分需抽离。,manual_verified_note,,中国结是我国传统的手工艺品，造型独特、色彩多样、内涵丰富；选项同时涉及中华优秀传统文化、精神追求、形象思维和抽象思维。
2026_丰台_期末,2,2#B4_CULTURE_COMPONENT,objective,blocked,UNKNOWN_OR_MIXED,CULTURE_COMPONENT_TRADITIONAL_VIRTUE_ELDERLY_SERVICES,"孝亲敬老,传统美德",raw source 已确认该选择题同时涉及基本公共服务、群众观点、孝亲敬老传统美德和社会治理；传统美德部分需抽离。,manual_verified_note,,选项同时涉及差异化基本公共服务、群众观点、孝亲敬老传统美德和社会治理方式。
