operation,suite_id,question,parent_question,row_granularity,book_module,status,rule_id,matched_terms,basis,evidence_source,source_types
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,21(1),21,subquestion,B4_CULTURE,included,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,21(2),21,subquestion,XB3_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,3,,question,XB1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,4,,question,XB1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,5,,question,B2_ECONOMICS,included,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,6,,question,XB1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,7,,question,B4_CULTURE,included,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,8,,question,B4_CULTURE,included,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
split_midterm_row_from_contaminated_suite,2026_朝阳_期中,9,,question,B4_CULTURE,included,CHAOYANG_2026_MIDTERM_SPLIT_FROM_CONTAMINATED_SUITE,,朝阳期中源文件从错误的 2026_朝阳_期末 suite_id 拆回 2026_朝阳_期中。,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,paper
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,1,,question,B1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q1_PARENT_AFTER_CULTURE,"中国特色社会主义制度,中华优秀传统文化滋养",题干主问中国特色社会主义制度，父题余项按必修一边界关闭；题面文化滋养另抽 B4_CULTURE 组件。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,2,,question,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q2_PARENT_AFTER_B2,"城市更新,人民需求,系统观念,经济社会生态协调发展",选择题同时含哲学系统观念和城市更新发展内容；B2 发展组件另抽，父题余项按哲学边界关闭。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,3,,question,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q3_TECH_RECOGNITION,"认识工具,大数据算法,改造客观世界",道路积尘监测系统主要落在认识工具、技术实践与哲学边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,4,,question,B4_CULTURE,included,CHAOYANG_2026_FINAL_Q4_RUIGU_CULTURE_AESTHETIC,"瑞谷图轴,中华文化,和谐朴拙自然,审美理念",《瑞谷图轴》传递中华文化审美理念，整题进入 B4_CULTURE。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,5,,question,XB3_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q5_AI_HALLUCINATION_LOGIC,"AI幻觉,矛盾律,逻辑不一致",AI 幻觉与矛盾律/逻辑不一致，属于逻辑与思维边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,6,,question,XB3_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q6_ROBOT_CHEF_LOGIC,"判断,必然为真,云端菜谱,味觉模拟算法",判断推理题，属于逻辑与思维边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,7,,question,B3_POLITICS_RULE_OF_LAW,included,CHAOYANG_2026_FINAL_Q7_PARTY_DISCIPLINE,"全面从严治党,责任制,管党治党",全面从严治党和责任制，进入 B3。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,8,,question,B3_POLITICS_RULE_OF_LAW,included,CHAOYANG_2026_FINAL_Q8_WHOLE_PROCESS_DEMOCRACY,"党的领导,人大,政协,全过程人民民主",十五五规划征求意见过程体现 B3 人民民主制度。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,9,,question,B3_POLITICS_RULE_OF_LAW,included,CHAOYANG_2026_FINAL_Q9_RULE_OF_LAW_EDUCATION,"全民普法,依法治国,法治国家,依法治理",全民普法教育是全面依法治国和法治国家建设内容，整题进入 B3；中华法律文化精华另抽文化组件。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,10,,question,XB2_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q10_PROPERTY_RIGHTS_LITIGATION,"物业管理条例,业主共有,诉讼,知情权",物权和诉讼题，属于法律与生活边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,11,,question,XB2_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q11_DIGITAL_PERSON_COPYRIGHT,"虚拟数字人,复制权,信息网络传播权,一审判决",知识产权/诉讼题，属于法律与生活边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,12,,question,B2_ECONOMICS,included,CHAOYANG_2026_FINAL_Q12_PRIVATE_INVESTMENT,"民间投资,市场准入,政策性金融工具,市场信用体系",激发民间投资活力与市场体系建设，进入 B2。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,13,,question,B2_ECONOMICS,included,CHAOYANG_2026_FINAL_Q13_NEW_QUALITY_PRODUCTIVE_FORCES,"新质生产力,创新驱动,产学研融合,农业",因地制宜发展新质生产力，进入 B2。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,14,,question,XB1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q14_BRICS_BANK,"金砖国家,国际金融治理,全球治理",国际组织与全球治理，属于当代国际政治与经济边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,15,,question,XB1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q15_APEC,"亚太经合组织,经济全球化,区域经济一体化",APEC 和经济全球化，属于当代国际政治与经济边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,16,,question,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q16_PARENT_AFTER_CULTURE,"哲学与文化,传统戏曲,辩证否定,中华优秀传统文化",设问为《哲学与文化》混合题；文化采分点另抽 B4_CULTURE，父题余项按哲学边界关闭。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,17,,question,B3_POLITICS_RULE_OF_LAW,included,CHAOYANG_2026_FINAL_Q17_NETWORK_GOVERNANCE,"党的领导,科学立法,严格执法,人民至上,全民守法",细则明确政治与法治作答角度，进入 B3。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,18(1),,subquestion,XB2_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q18_1_CONTRACT,"合同成立,合同生效,违约责任,消费者权益",第18(1)问为法律与生活合同/违约责任。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,18(2),,subquestion,XB3_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q18_2_LOGIC,"必要条件,充分条件假言推理,肯定前件式",第18(2)问为逻辑与思维推理分析。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,19,,question,B2_ECONOMICS,included,CHAOYANG_2026_FINAL_Q19_HAINAN_FTP,"政府与市场,供给侧结构性改革,区域协调发展,消费潜力",细则明确经济与社会四个采分角度，进入 B2。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,20,,question,XB1_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q20_CHINA_DIPLOMACY,"和平发展,多极化,经济全球化,国家利益",中国特色大国外交，属于当代国际政治与经济边界。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
rebuild_2026_chaoyang_final_row,2026_朝阳_期末,21,,question,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,CHAOYANG_2026_FINAL_Q21_PARENT_AFTER_COMPONENTS,"系统优化,整体与部分,制度优势,市场优势,产业体系,人才优势",综合运用题含哲学关系分析；B2 与 B3 目标采分点另抽组件，父题余项按哲学/综合边界关闭。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
add_2026_chaoyang_final_component,2026_朝阳_期末,1#B4_CULTURE_COMPONENT,1,culture_component,B4_CULTURE,included,CHAOYANG_2026_FINAL_Q1_B4C_COMPONENT_TRADITIONAL_CULTURE,"中华优秀传统文化滋养,文明治理传统",题干明确中国特色社会主义制度以中华优秀传统文化滋养，作为题目中的文化部分抽离。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
add_2026_chaoyang_final_component,2026_朝阳_期末,2#B2_COMPONENT,2,target_component,B2_ECONOMICS,included,CHAOYANG_2026_FINAL_Q2_B2_COMPONENT_URBAN_RENEWAL,"城市更新,经济社会生态协调发展,城市生活圈",题目中的城市更新、站城融合、经济社会生态协调发展可为必修二发展题源组件。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
add_2026_chaoyang_final_component,2026_朝阳_期末,9#B4_CULTURE_COMPONENT,9,culture_component,B4_CULTURE,included,CHAOYANG_2026_FINAL_Q9_B4C_COMPONENT_LEGAL_CULTURE,"中华法律文化精华,文化根基",题干写全民普法传承中华法律文化精华并打牢社会治理文化根基，按题目中的文化部分抽离。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_试卷/试卷.ocr.txt,paper_ocr
add_2026_chaoyang_final_component,2026_朝阳_期末,16#B4_CULTURE_COMPONENT,16,culture_component,B4_CULTURE,included,CHAOYANG_2026_FINAL_Q16_B4C_COMPONENT_TRADITIONAL_OPERA,"中华优秀传统文化,文化功能,文化自信,创造性转化,创新性发展",细则明确戏曲作为中华优秀传统文化代表、增强文化自信和民族文化认同、推动创造性转化创新性发展。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
add_2026_chaoyang_final_component,2026_朝阳_期末,21#B2_COMPONENT,21,target_component,B2_ECONOMICS,included,CHAOYANG_2026_FINAL_Q21_B2_COMPONENT_MARKET_INDUSTRY_TALENT,"社会主义市场经济,超大规模市场,完整产业体系,人才优势,现代化经济体系",第21题细则列出社会主义市场经济、市场优势、产业体系与人才优势等经济采分点，抽入 B2。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
add_2026_chaoyang_final_component,2026_朝阳_期末,21#B3_COMPONENT,21,target_component,B3_POLITICS_RULE_OF_LAW,included,CHAOYANG_2026_FINAL_Q21_B3_COMPONENT_PARTY_PEOPLE,"党的全面领导,以人民为中心,制度优势",第21题细则制度优势部分明确党的全面领导和以人民为中心，抽入 B3。,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_朝阳_期末_细则/细则.ocr.txt,rubric_ocr|paper_ocr
