suite_id,question,prior_book_module,new_book_module,new_status,question_type,row_granularity,rule_id,matched_terms,evidence_source_type,evidence_source,evidence_text
2025_东城_二模,14,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_PREDICTION_LOGIC,"如果,只有一人预测错误,推断",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9b287871f660f23d.txt,"为了让体育真正为每个孩子的成长赋能,某校开展校园运动会,并评选运动小达人。在评选结果公布之 前,四位同学进行了预测: 第4页/共8页 甲说:小刘是运动小达人 乙说:如果小张是运动小达人,那么小刘也是运动小达人 丙说:我觉得小张是运动小达人,但不觉得小刘是运动小达人 丁说:我觉得他俩都是运动小达人 结果证明,只有一人预测错误,由此推断 A.只有小张是运动小达人 B.小张和小刘都是运动小达人 C.只有小刘是运动小达人 D.小张和小刘都不是运动小达人"
2025_丰台_二模,7,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_AGRICULTURAL_INNOVATION,"经营方式,新品,增收致富,现代农业",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9f3b486088840b52.txt,"小苹果焕发新活力,是因为 1创新生产经营方式,取代传统种植方式 苹果“火”了 苹果坐上中欧班列,驰 骋“一带一路 ”; 搭乘 天舟抵达中国空间站。 从一颗苹果,可以看到 一颗荔枝、 一篮石榴、 一 根 甘 蔗 、 一 棚 蔬 菜......放眼神州大地, 新意正在蔓延、生长。 苹果“活”了 苹果酒、苹果酷、苹果 脆片等新品迭出,小苹 果卖出了新花样;果树 认养、果园采摘、果园 变 公 园 , 劳 作 变 体 验 ... ... 小苹果成了农 民 增 收 致 富 的“ 金苹 果 ” 。 苹果“红”了 苹 果 红 彤 彤 的 背 后 是 优 新 品 种 实 现 规 模 化 种植,春季气象大数据 “护花 ”, 夏秋全自动 防雹网“护果” ......果 园“现代范儿 ”十足涵 养着苹果内在品质。 第3页/共10页 2提升产品的附加值,实现农民增收致富 3拓宽海外销售渠道,落实开放发展理念 4实行规模集约生产,培育产品价格优势 A.1 2 B.14 C.23 D.24"
2025_朝阳_一模,12,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_FOREST_ECONOMY_MARKET,"林下经济,市场,经济价值,社会价值",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/e051761a7fc68fef.txt,"林下可生金,绿富可双赢。林下经济是指依托森林、林地及其生态环境,遵循可持续经营原则,以开 展复合经营为主要特征的生态友好型经济,包括林下种植、林下养殖、相关产品采集加工、森林景观利用 等。目前,全国林下经济产值 1 万多亿元,从事林下经济生产的人数达到了3400多万人。发展林下经济 1是践行“绿水青山就是金山银山”理念的生动实践 2实现了全国各地“富”与“绿”的结合与双赢 3需要扩大森林开采面积,以提高森林资源利用水平 4要注意研究市场,突出多种经营,防止一哄而上、产销失衡 第4页/共10页 A.12 B. 14 C. 23 D.34"
2025_朝阳_一模,14,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_FOREIGN_TRADE,"贸易顺差,货物进出口,服务贸易,对外贸易",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/e051761a7fc68fef.txt,"贸易顺差,是指出口贸易总额大于进口贸易总额。贸易逆差,是指出口贸易总额小于进口贸易总额。 2024 年我国货物进出口总额及其增长速度见下表。 货物 货物中的机电产品 货物中的高新技术产品 服务 出口金额(亿元) 比上年增长(%) 254545 151246 62792 31756"
2025_朝阳_二模,13,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_SOCIAL_CREDIT_MARKET,"社会信用体系,市场主体,市场调节,企业融资",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6009b3f19a33a729.txt,"2025 年 3 月,中共中央办公厅、国务院办公厅印发《关于健全社会信用体系的意见》,提出构建覆盖各类 主体的社会信用体系 ,夯实社会信用体系数据基础 ,健全守信激励和失信惩戒机制 ,健全以信用为基础的监管 和治理机制,提高社会信用体系市场化社会化水平等。健全社会信用体系 A.能促进市场主体诚信经营,减少市场调节的盲目性,维护公平竞争的市场环境 B.有助于为银行机构信贷业务提供数据支撑,更好服务守信中小微企业融资需求 C.要严格规定各类型企业主动向信用服务机构提供经营信息,健全企业信用记录 D.要推动跨部门、跨地区的信用信息归集和共享,保障信用信息的自由开放使用"
2025_朝阳_二模,5,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_CONCEPT_RELATIONS,"种属关系,全异关系,交叉关系,循环定义",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6009b3f19a33a729.txt,"我国《研究生教育学科专业目录(2022 年)》设有 14 个学科门类,分别为哲学、经济学、法学、教育学、文 学、历史学、理学、工学、农学、医学、军事学、管理学、艺术学以及交叉学科。学科门类是对学科的宏 观归类,一级学科是具有共同理论基础或研究领域相对 一致的学科集合 。例如,在法学一级学科下 ,有民商法 学、刑法学、宪法学与行政法学等二级学科,这些二级学科是构成一级学科的基本单元。下列选项正确的是 A.“民商法学”与“法学”是种属关系,“理学”与“管理学”是全异关系 B.“学科门类是对学科的宏观归类”犯了循环定义的错误 C.“交叉学科”与“学科门类”是交叉关系,“理学”与“工学”是矛盾关系 D.“二级学科是构成一级学科的基本单元”,其中“构成”是对称关系"
2025_朝阳_二模,6,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_CONDITIONAL_REASONING,"判断,如果,要么,推断",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6009b3f19a33a729.txt,"某班教室的多媒体电脑出现损坏无法使用的情况,同学们经过排查,得出了以下判断: 1损坏因素至少有两个 2如果存在硬件老化,那么必然也存在软件冲突的情况 3如果不是电源损坏,那么就是硬件老化 4损坏因素要么包含电源损坏,要么包含软件冲突 根据以上判断,可以推断出损坏因素是 A.硬件老化和电源损坏 B.硬件老化和软件冲突 C.软件冲突和电源损坏 D.硬件老化、软件冲突和电源损坏"
2025_朝阳_二模,9,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,included,objective,question,STRONG_BLOCKER_B3_DEMOCRACY_PUBLIC_PARTICIPATION,"中国式民主,人民意愿,民声促民生,民主参与",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6009b3f19a33a729.txt,"如何更好实现民主,让民声促民生、呼声变掌声? ➢ 起点,在人民意愿的充分表达。2025 年国务院《政府工作报告》起草过程中征集网友建言 200 多万 条,各地的“小院议事厅”聊出民生工程......接地气的形式,推动政府的“干”与群众的“盼”精准契合。 ➢ 落点,在人民意愿的有效实现。湖南八旬老人随手写的建议,甘肃临 ""居民视频提的诉求......凝结升华成 法规条文,映照着中国式民主的广泛、真实、管用。 让人民广泛深入参与民主 1应畅通人民群众利益的表达和反馈机制 2需要把实事干好、让老百姓人人都满意 3有利于增强人民群众的获得感、幸福感 4能够保证居民依法行使管理国家的权力 A.13 B.14 C.23 D.24"
2025_海淀_一模,11,UNKNOWN_OR_MIXED,XB2_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB2_ENTREPRENEURSHIP_BUSINESS_FORM,"合伙企业,有限责任公司,营利法人,营业执照",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/7ebce670784d805e.txt,"小海与小淀喜欢用短视频记录生活,由于视频内容有趣、形式新颖,两人账号粉丝量迅速增长。他们 决定创办一家企业,全职经营互联网业务。关于两人的创业,下列观点合理的是 1合伙企业无需缴纳企业所得税,适合规模较小的初创企业 2可创办有限责任公司,股东只需以认缴出资承担有限责任 3合伙企业作为营利法人,应遵循守法和公序良俗等原则 4经营互联网业务不需要实体店铺,无需办理营业执照 A.12 B.14 C.23 D.34"
2025_海淀_一模,5,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_DEFINITION_CONDITIONAL,"定义,外延,除非,要么",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/7ebce670784d805e.txt,"生态产品价值实现机制是指在严格保护生态环境的前提下,由政府和市场通过合理的路径和方式,将 生态产品价值转化为经济价值和社会价值的制度形式。据此,下列理解正确的是 1这是运用定义的方法明确“生态产品价值实现机制”的外延 2除非严格保护生态环境,否则不能构建生态产品价值实现机制 3如果生态产品价值未能成功转化,要么缺少政府作用,要么缺少市场作用 4完善该机制需要运用矛盾运动的观点,以动态的方式思考生态产品价值 A.12 B.13 C.24 D.34"
2025_海淀_二模,18,UNKNOWN_OR_MIXED,XB2_EXCLUDED,module-boundary-excluded,subjective,question,STRONG_BLOCKER_XB2_TRADEMARK_MOCK_COURT,"商标法,申请商标注册,抢先注册",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2025_海淀_二模.txt,"(12分) 小海旁听了学校的“模拟法庭”活动,以下是旁听笔记。 【法条参考】 《中华人民共和国商标法》第三十二条 申请商标注册不得损害他人现有的在先权利,也 不得以不正当手段抢先注册他人已经使用并有一定影响的商标。 【庭审记录】"
2025_海淀_二模,6,UNKNOWN_OR_MIXED,XB2_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB2_CUSTODY_RIGHTS,"监护权,法院裁定,未成年子女",ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2025_海淀_二模.txt,"颜某与罗某婚后育有一女小罗,一家人共同生活。后因家庭矛盾未能得到有效调和,父亲罗某 将6岁的小罗强行带至外地生活。颜某请求法院裁定罗某将小罗送回原住所并禁止罗某抢夺、 藏匿未成年子女。对此案认识正确的是 1强行改变惯常生活可能对未成年子女的身心健康产生不利影响 2法律保障未成年人的合法权益,应由小罗自行决定其居住地 3罗某有权按照自己意愿改变子女居住地,法院需考虑其情感需求 4父母对未成年子女的监护权平等,抢夺行为侵害了颜某的监护权 A. 13 B.14 C. 2 D. 24"
2025_石景山_一模,14,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_BELT_AND_ROAD_AID,"对外合作,一带一路,援外品牌,互利共赢",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/fb8717be46dabe77.txt,"“小而美”是中国对外合作的流行语,指的是投入金额少、聚焦民生和社区需求的小型工程。在共建 “一带一路”走深走实的新阶段,形成了中国菌草、杂交水稻、青蒿素、鲁班工坊等一大批叫得响、立得 住、传得快的“小而美”优质援外品牌。 “小而美”项目的战略地位不断提升,源自于该项目 1生动践行普惠包容的理念,提升了共建国家的民生福祉 2加强发展中国家基础设施建设,推动了多领域互联互通 3坚持经济效益和社会效益相统一,促进了当地可持续发展 4不断拓展相互投资和产业合作领域,实现了各国互利共赢 A. 13 B. 14 C. 23 D. 24"
2025_西城_二模,11,UNKNOWN_OR_MIXED,XB2_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB2_PUBLIC_PLACE_SAFETY,"安全保障义务,法定义务,无过错责任",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/06c08602a2f5c20b.txt,"在地铁站上下电梯的时 候,常常会听到广播里循环播放: “请您站稳扶好,不要看手机,不要倚靠电 扶梯......”在此情形中 1乘客作为自身安全的第一责任人,应自觉遵守公共场所的安全规定,履行对自身安全的注意义务 2地铁运营设施管理人履行的安全保障义务是一种不可免除的法定义务 3如果乘客在乘梯过程中看手机没有站稳而摔倒,地铁公司亦须承担无过错责任 第4页/共10页 4地铁公司履行了提醒的义务,若乘客自己不慎摔倒,地铁公司不再需要履行及时救助或协助的义务 A.12 B.13 C.24 D.34"
2025_西城_二模,14,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_DATA_SOVEREIGNTY,"数据主权,属地管辖权,国际规则,数据治理",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/06c08602a2f5c20b.txt,"数据的特性使其可以在全球范围内跨越不同国家和地区自由流动,这为数据管辖权带来巨大挑战。各国 在数据的定义、使用与保护标准方面存在显著差异,数据跨境流动时,数据主权与数据的属地管辖权之 间冲突频繁。为减少类似冲突,适合的做法是 A.明确数据主权高于数据的属地管辖权 B.各国通过政策和法规强化对本国数据的控制 C.制定国际规则,明确各国都无权使用位于他国的数据 D.数据调取国和来源国加强协作,寻求数据治理的共识"
2025_西城_二模,2,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_B4P_THEORY_PRACTICE_VIEW,"认识,理论,事务主义,客观过程",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/06c08602a2f5c20b.txt,"思深方益远。“如果忙忙碌碌,只是机械做事,陷入事务主义,是很难提高认识和工作水平的。” 习近 平总书记的谆谆告诫,发人深省。各种事务千头万绪,但不能乱,不能陷入事务主义。之所以说不能陷 入事务主义,是因为 1机械做事,缺乏能动性创造性,是主观唯心主义的体现 2事务多是必然的,思考谋划是偶然的,要推动必然和偶然的转化 3陷入事务主义的人,尊重经验而看轻理论,难以通观客观过程的全部 4眼里只有具体事务,只见一得之功与一孔之见,会缺乏长远目标和大局观念 A.12 B.14 C.23 D.34"
2025_西城_二模,6,UNKNOWN_OR_MIXED,XB3_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB3_CONCEPT_RELATION,"洛阳红,牡丹,逻辑关系",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/06c08602a2f5c20b.txt,"谷雨三朝赏牡丹。景山公园两万余株牡丹进入盛花期,古建红墙 掩映,各色牡丹尽显雍容气韵。 “洛 阳红”是牡丹的一个著名品种,以下选项中与“洛阳红”和“牡丹”的逻辑关系最为相似的是 A.红墙黄瓦:故宫 B.景山公园:北京市 C.谷雨:节气 D.红楼梦:四大名著"
2025_西城_期末,10,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,included,objective,question,STRONG_BLOCKER_B3_PARTY_LEADERSHIP_DISCIPLINE,"中共中央政治局,党风廉政建设,民主集中制,党的领导",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6662da1c2772cc38.txt,"据新华社报导,中共中央政治局 12 月 9 日召开会议,分析研究 2025 年经济工作;听取中央纪委国家 监委工作汇报,研究部署 2025 年党风廉政建设和反腐败工作。围绕这一报导,同学们提出了以下观点,其 中正确的是 1党总揽全局协调各方,分析研究 2025 年经济工作,加强对经济工作的全面领导 2党的活动依规依法向党外公开,有利于提高党的执政能力和领导水平 3听取中央纪委国家监委工作汇报,体现了地方服从中央的民主集中制原则 4党风廉政建设和反腐败工作属于党自身的建设,与执政能力无关 A.12 B.14 C.23 D.34"
2025_西城_期末,14,UNKNOWN_OR_MIXED,XB1_EXCLUDED,module-boundary-excluded,objective,question,STRONG_BLOCKER_XB1_EXPORT_STRUCTURE,"商品出口份额,出口结构,价值链",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6662da1c2772cc38.txt,"中国各类商品出口份额变化 由上图信息可推断 A.中国的比较优势保持不变,创新能力不断增强 B.中国商品出口结构在向价值链中高端移动 C.中国传统的劳动密集型产业在转型升级 D.中国制造业优势在逐渐消退"
2025_西城_期末,2,UNKNOWN_OR_MIXED,B4_CULTURE,included,objective,question,STRONG_BLOCKER_B4C_REVOLUTIONARY_CULTURE_ROUTE,"红色历史遗存,李大钊旧居,伟大建党精神",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6662da1c2772cc38.txt,"追随慈悲庵爱国仁人志士的足迹、走近“生如闪电之耀亮”的高君宇、 探访早期传播马克思主义的前哨 ——京报馆、了解女高师进步学生的故 事、在李大钊旧居看他梦想的新中 国......人们探访“播火之路”的意义在 于 1追寻革命前辈的信仰之路,以史鉴今、资政育人 2依托红色历史遗存,探究社会主义建设的艰辛历程 3追忆奋斗历程,了解马克思主义中国化时代化的新成果 4在亲身实践中改造自己的主观世界,弘扬伟大建党精神 A.12 B.14 C.23 D.34"
2025_西城_期末,8,UNKNOWN_OR_MIXED,B2_ECONOMICS,included,objective,question,STRONG_BLOCKER_B2_WATER_RIGHT_MARKET,"用水权,市场化交易,资源优化配置",paper,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/6662da1c2772cc38.txt,"宁夏宁东能源 化工基地是我国西部规模最 大的化工园区,水资源短缺问题 是制约园区发展的重要因素。 为破解“用水之困”,宁夏购得四川阿坝州 3 年 1500 万立方米的黄河用水权。此次交易价格,双方参考了阿 坝州居民生活水价、工业水价以及宁夏用水权交易平均价格,确定为每立方米 1.2 元。关于这一用水权交 易,分析正确的是 《中华人民共和国黄河保护法》第一百零二条规定: “国家建立健全黄河流域生态保护补偿制度”“国家支持在黄河流域开展用水权市场化交易”。 第3页/共10页 1节水方阿坝州得到了生态保护补偿,交易对节水方更有利 2运用市场机制破解水资源瓶颈,在更大范围内实现了黄河水资源优化配置 3对阿坝州发展节水农牧业有激励作用,对宁东化工园区的化工生产有约束作用 4通过创新融资模式,将水资源变为“水资产”,有效推动了水资源节约集约利用 A.13 B.14 C.23 D.24"
