suite_id,missing_question,triage_status,recommended_action,raw_marker_confidence,candidate_source_types,candidate_count,best_candidate_file,best_candidate_snippet,raw_marker_text_path,raw_marker_snippet
2024_西城_二模,4,paper_or_ocr_missing_but_auxiliary_present,raw_marker_candidate_visual_check,low,,0,,,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0dbd7271f7bf108d.txt,"4 J 县文化和旅游局可以在一审判决书下达后15日内提起上诉 A.12 B.14 C.23 D.34 12.2018年王某因个人做生意的需要,向朋友借款3万元,一直未还。2020年王某和赵某登记结婚。2021年,赵某基于遗嘱继承了父亲指定给她的房子。现在,王某和赵某感情破裂,准备协议离婚。王某表示,他这两年炒股所用的本金10万元是他的工资奖金,因此炒股所得的5万元收益属于自己的“私房钱”,不是夫妻共同财产。下列观点正确的是 A.王某所欠的3万元是其个人债务,而非夫妻共同债务 B.炒股本金10万元属于王某个人财产,炒股所得的5万元收益属于夫妻共同财产 C.赵某继承其父房子的时间因在婚姻关系存续期间,房子属于夫妻共同财产 D.应将王某和赵某的所有财产加在一起,离婚时平均分配,一人一半 13.在人民调解方式的探索与深"
2024_西城_二模,15,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2024_西城_二模,20,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2024_西城_二模,21,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2024_顺义_二模,6,paper_or_ocr_missing_but_auxiliary_present,raw_paper_repair_with_auxiliary_clue,,rubric,1,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,C 7.C 8.B 9.A 10.B,,
2024_顺义_二模,9,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2024_顺义_二模,14,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2024_顺义_二模,20,paper_or_ocr_missing_but_auxiliary_present,raw_paper_repair_with_auxiliary_clue,,rubric,1,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,(1)把我国建成富强民主文明和谐美丽的社会主义现代化强国 (2)可以中国共产党的领导、实践和认识、科学的世界观和方法论、一切从实际出发、价值观等角度回答。 思想政治参考答案 第 page3 页(共 numpages 3 页),,
2024_顺义_二模,21,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2025_房山_一模,21,likely_actual_20_question_paper,accept_20_question_structure_after_source_spotcheck,,,0,,,,
2025_西城_二模,21,likely_actual_20_question_paper,accept_20_question_structure_after_source_spotcheck,,,0,,,,
2026_东城_一模,21,likely_actual_20_question_paper,accept_20_question_structure_after_source_spotcheck,,,0,,,,
2026_丰台_一模,5,paper_or_ocr_missing_but_auxiliary_present,raw_marker_candidate_visual_check,low,rubric,1,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,"宏观整体意识不足:绝大多数孩子只分别拆解了四个角度,没有从整体角度总结有效市场和有为政府相结合这一点 四、学生问题及建议",/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_一模.txt,"5 性别平等 6清漳饮水和 卫生设施 经济适用的 清洁能源 8烋面工作和 经济增长 业、创新 基础设 10减少不平等 可持续 城市和社区 负责任 消费和生产 13气候行动 14水下生物 15 陆地生物 和平、正义 0强大机 了促进目标头: •的伙伴关系 10年后的今天,中国经济社会发展成就举世瞩目,生动彰显了在全球可持续发展 中的大国情怀与担当。 在消除贫困方面,我国历史性消除绝对贫困,提前10年实现联合国2030年议 程减贫目标;脱贫人口基本医疗、义务教育、住房和饮水安全得到全面保障 中国通过开展减贫国际合作、落实全球发展倡议,助力多国推进减贫进程,为加 快落实2030年议程作出重要贡献。 在教育普及方面,我国建成世界最大规模教育体系,各级教育普及程度达到 或超过中高收入国家平均水平。高等教育“十四五”累计输"
2026_丰台_一模,7,paper_or_ocr_missing_but_auxiliary_present,raw_paper_repair_with_auxiliary_clue,,rubric,1,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,5分 四、学生问题及建议 学生问题:,,
2026_丰台_一模,9,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2026_丰台_一模,14,paper_or_ocr_missing_but_auxiliary_present,raw_marker_candidate_visual_check,low,,0,,,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_一模.txt,"14 ‘2026年是中国与非洲正式开启外交关系 70周年。70年来,中非友好穿越时空、薪火 相传。2026年,中非关系迎来一系列新发展。 中国将在今年接待 多位非洲国家领导人来 访,加强作为全天候伙 伴的相互支持,书写命 运与共的新故事。 中国将于今年5月1日 全面实施对非100%税目 产品零关税,让中国大 市场为非洲提供更大的 机遇。 “中非人文交流年” 已拉开大幕,年内将举 办近600场交流活动。 中国愿同非洲兄弟一道, 深化文明互鉴,促进民 心相通,让中非友好代 代相传。 高三思想政治 第4页(共10页) CS 扫描全能王 3亿人都在用的扫描App ===== 试卷.pdf page 5 ===== 中非关系新发展 1彰显中非休戚与共、命运相连的深厚情谊 2通过政治经济等领域的合作开创新局面 3以人文交往"
2026_丰台_二模,15,source_or_ocr_missing_no_candidate,raw_marker_candidate_visual_check,low,,0,,,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_二模.txt,15 加强服务“三农”检察工作
2026_丰台_期末,2,paper_or_ocr_missing_but_auxiliary_present,raw_marker_candidate_visual_check,low,rubric,11,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,"知识掌握不扎实,哲学世界观和方法论对应不正确。比如:联系具有普遍性,要 用发展的观点看问题,等等。建议老师们再进一步引导帮助学生整合哲学教材知识 体系与核心观点,精准落实重点知识。",/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_期末.txt,"2 “二线”加强监管一阻断金融风险一防止国家税收流失 3海南岛内要素自由流通一激发企业活力一增舺企业盈利 4海南自由贸易港全岛封关一创新制度型开放一统筹发展与安全 A.12 B. 14 C. 23 D. 34 15. 亚洲基础设施投资银行(简称 “亚投行”)成立10年来,“朋友圈”从57个创始 成员扩容至111个,覆盖全球81%的人口与65%的CDP,累计批准项目超360个, 融资总额近700亿美元。亚投行所投资的风力发电、绿色地铁、配电改造等多个 项目惠及世界各地 亚投行 1替代其他金融机构,促进资本有序跨境流动 2投资绿色基础设施建设,促进可持续发展 3拓展国际经贸合作,推动政治经济一体化 4加强互联互通和区域合作,践行多遨主义 A. 3 B. 14 C. 23 D. 24 高三思想政治 第5页(共9页) "
2026_丰台_期末,6,paper_or_ocr_missing_but_auxiliary_present,raw_paper_repair_with_auxiliary_clue,,rubric,1,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,"较少数学生的字迹太过潦草。 7,检察院的”监察权”,检察院的监管职能,检察院的判决以事实 为......公平公正。",,
2026_丰台_期末,7,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2026_丰台_期末,9,paper_or_ocr_missing_but_auxiliary_present,raw_paper_repair_with_auxiliary_clue,,rubric,1,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,错别字现象严重。监察、检查、检察、监察;权利、权力;法治、 法制。,,
2026_丰台_期末,10,paper_or_ocr_missing_but_auxiliary_present,repair_primary_question_split_high_confidence,high,rubric,1,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,"个别学生答案短语形式呈现。 进行不同题型训练, 培养审题能力和主体 意识 核心知识的理解,教 材的回归的把握 学生的学科的内在逻 辑(设问逻辑和材料 逻辑) 基础知识的夯实,精 准性. 2024海淀二模:",/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_丰台_期末.txt,"10 余某从7公司购买物资,经双方结算确认、余某欠付货款70万元,承诺在约定 期限内将货款全部付清,并出具欠条。约定期满后、M公司以余某渝期未偿还为 由,向人民法碗提起诉讼。案件受理后,承办法官积极与双方当事人沟通,厘清 “法理账”、讲明“情理账”,最终促成双方达成“当场兑现+分期给付”的调解 方案,纠纷顺利解决。下列说法正确的是 高三思想政治 第3页(共9页) ===== 试卷.pdf page 4 ===== A.M公司收到的欠条是证明其财产所有权的有力证据 B.余某逾期未按照约定支付货款,应承担赔偿损失的侵权责任 C. 人民调解达成的协议一经双方当事人签字即具有强制执行办 D.诉讼调解降低诉讼成本,温和化解矛盾,实现法理与情理统一"
2026_丰台_期末,12,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2026_延庆_一模,21,likely_actual_20_question_paper,accept_20_question_structure_after_source_spotcheck,,,0,,,,
2026_房山_一模,1,paper_or_ocr_missing_but_auxiliary_present,raw_marker_candidate_visual_check,low,,0,,,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_房山_一模.txt,1 “爱老己”是“要么拼命、要么躺平”的生活心态的表达
2026_房山_一模,5,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2026_房山_一模,8,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2026_房山_一模,17,paper_or_ocr_missing_but_auxiliary_present,raw_paper_repair_with_auxiliary_clue,,rubric,2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,"(1)(3分)答案示例 AI幻觉造成的损失不由A公司买单。民事法律关系的主体包括自然人、法人和非法人组织。AI不具备民事主体资格,AI的赔偿承诺不具法律效力,A公司已履行提示义务,主观上不存在过错,因此不需要对梁某进行赔偿。 17(1)细则 1+2=3分 ♣1分 AI幻觉造成的损失不由A公司买单 民事法律关系包含主体、客体和内容。从任一维度解释清楚即可得2分(1+1) ♣2分 民事法律关系的主体包括自然人、法人和非法人组织。AI不具备民事主体资格,AI的赔偿承诺不具法律效力。或A公司已履行提示义务,不承担赔偿。 或梁某作为民事主体,应有注意义务。 ♣2分 民事法律关系的内容,就是民事主体享有的权利和 承担的义务。A公司已履行提示义务/没有生成有毒有害信息,主观上不存在过错。同上 ♣2分 民事法律关系的客体是民事",,
2026_房山_一模,21,paper_or_ocr_missing_but_auxiliary_present,raw_source_manual_inspection_needed,,,0,,,,
2026_石景山_二模,21,likely_actual_20_question_paper,accept_20_question_structure_after_source_spotcheck,,,0,,,,
2026_西城_一模,12,source_or_ocr_missing_no_candidate,raw_source_manual_inspection_needed,,,0,,,,
2026_西城_一模,14,source_or_ocr_missing_no_candidate,raw_source_manual_inspection_needed,,,0,,,,
2026_西城_二模,21,likely_actual_20_question_paper,accept_20_question_structure_after_source_spotcheck,,,0,,,,
2026_西城_期末,9,source_or_ocr_missing_no_candidate,raw_source_manual_inspection_needed,,,0,,,,
2026_西城_期末,15,source_or_ocr_missing_no_candidate,raw_marker_candidate_visual_check,low,,0,,,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2026_西城_期末.txt,"15 包括中国在内的33个国家签署国际调解院公约,国际调解院正式成立。长期以来,国际争 端解决主要依赖诉讼等对抗式机制,存在一定局限性。相比之下,调解以尊重当事方意 愿为前提,由第三方协助探索共赢方案,最终由各方自主决策。国际调解院 1 主张通过对话修复关系,有利于提升全球治理包容性 2 践行联合国和平解决争端原则,是对国际公共利益的积极探索 3 是首个专门调解国际争端的国际组织,将替代现有争端解决机制 4适应了国际力量结构的新变化,说明全球治理体系已经建立 A. 12 B. 14 C. 28 D. 34 北京市西城区 2025—2026 学年度第一学期期末试卷 高三思想政治 第5页(共9页) ===== 2026北京西城高三上期末政治教师版.pdf page 6 ===== 第二部分 本部分共6题,共55分。"
