suite_id,question,parent_question,old_book_module,new_book_module,old_status,new_status,rule_id,matched_terms,prompt_source,prompt
2024_海淀_期中,14,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,美国总统大选,ocr-cache,"美国总统大选,无论是民主党还是共和党都将选举和选民议题作为政策出发点,去迎合选民, 追求当下利益的最大化,加剧了两党之间的激烈对抗,导致社会撕裂程度日益加深。这说明 1政党作为选民利益的代表,力求以民主方式保障选民利益 2两党之间根本利益的分歧,破坏了社会的凝聚力和稳定性 3在美国政党制度下,政党争取执政的主要手段是参加选举 4选举政治被两党政治所裹挟,使民主从目的沦为党争手段 A. 12 B. 13 C. 24 D. 34"
2024_西城_一模,17,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,"从哲学角度,哲学角度,人类中心主义",paper,"(9分) 在中国,有这样一个城市公园,没有精心筛选的观赏植物,没有大片修剪整齐的绿地,也没有平整规矩的健身步道。园林设计师们从城市各个角落搜集了不同的土壤将公园填满,然后将种植权完全交给自然,让风来种,让鸟来种,让昆虫来种,让土壤里的种子自己萌发。各种植物野蛮生长,那些常被园丁斩草除根的野草、野花和野树,成了这里的主人。 这个完全信任自然、由自然意志主宰的公园如今枝繁叶茂、郁郁葱葱,有各种各样的鸟类、昆虫、浮游生物、底栖动物,甚至出现了以往踪迹难觅的国家一级重点保护动物。这个公园向久居水泥森林的都市人,展现出自然界真正的物竞天择、景观春秋。 从哲学角度,说明处理人与自然的关系,应避免陷入人类中心主义。"
2024_西城_一模,2,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,产业发展,paper,"有这样一种科技小院,在其间参与生产的不仅有农民和农业专家,还有农业专业的研究生。这些学生在完成知识、理论学习的基础上,研究解决农业农村的实际问题。科技小院像是一个连结点,一头连着师生,一头连着田间地头。对此分析正确的是 1应提倡科研院所、高校服务农业农村,以产业发展带动农民致富 2走进乡土中国深处,才能深刻理解怎样实事求是、联系群众 3科研成果从田间孕育,完成后又回到田间,农业发展的关键在于劳动要素投入 4构建产学研用深度融合的创新育人体系,要把掌握农业知识作为实践的目的 A.12 B.13 C.24 D.34"
2024_西城_二模,10,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,"国际社会,他国主权",paper,"人工智能作为最具颠覆性的新兴技术之一,会不会打开“潘多拉魔盒”?当前,国际社会迫切需要加强人工智能治理。下列观点合理的是 1为他国提供产品服务时,应尊重他国主权,遵守他国法律 2为控制先进人工智能技术,利用单边强制措施,打造发展壁垒 3为避免人工智能引发战争,依据他国关切,利用和平手段解决问题 4坚持伦理先行,建立并完善人工智能伦理准则、规范及问责机制 A.13 B.14 C.23 D.24"
2024_西城_二模,7,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,矛盾的特殊性,paper,"拔除了55根电线杆后,家住在西城区宫门口东岔的居民们发现,原来一抬头就有这么美的景儿。蓝天与红墙映衬着妙应寺白塔,让这里成了手机朋友圈中的“网红”。近年来,北京深入开展街巷精细化治理,曾经“见缝插针”停放的汽车不见了,头顶上乱如蛛网的架空线没了,堵心又有安全隐患的私搭乱建也拆了,青砖灰瓦间,老北京的韵味又回来了。胡同是北京老城的肌理,也是支撑老城生命的骨架。打造更多精品宜居街巷,需要规划师 1因地制宜,知晓每处街巷的矛盾的特殊性 2实事求是,重视新老居民生活方式的焕新 3解放思想,拆除原本老旧残破的民居院落 4守正创新,像保护历史文物那样维持原状 A.12 B.14 C.23 D.34"
2024_顺义_二模,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,"中国特色社会主义,科学社会主义",paper,"当代中国的伟大社会变革,不是简单延续我国历史文化的母版,不是简单套用马克思主义经典作家设想的模板,不是其他国家社会主义实践的再版,也不是国外现代化发展的翻版。社会主义并没有定于一尊、一成不变的套路,只有把科学社会主义基本原则同本国具体实际、历史文化传统、时代要求紧密结合起来,在实践中不断探索总结,才能把蓝图变为美好现实。这说明 1科学社会主义发展的一般进程是由各国地理环境、文化传统、外部因素等决定的 2科学社会主义的产生、发展与资本主义社会的生产方式没有本质的、内在的关系 3现实与历史之间是有联系的,当代中国的变革基于自身独特的历史和文化基础上 4中国特色社会主义是科学社会主义理论逻辑和中国社会发展历史逻辑的辩证统一 A.12 B.13 C.24 D.34"
2024_顺义_二模,12,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,"市场监管,市场秩序,消费",paper,"电视“套娃”收费是指用户使用智能电视或者接入有线电视网络时,在支付的基础服务费之外,遇到收费项目多,各类收费项目叠加等问题。整治电视收费乱象需要 1市场监管部门要加大监管力度,规范市场秩序 2政府制定统一的电视收费价格,保障公平竞争 3相关企业应当肩负起社会责任,提供优质服务 4消费者协会处罚相关违法行为,建立统一市场 13 B. 14 C. 23 D. 24"
2025_东城_一模,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,"中国梦,改革开放,中华人民共和国成立",paper,"2024 年是中华人民共和国成立 75 周年。75 年披荆斩棘、砥砺前进,我们党团结和带领人民绘就了一幅波 澜壮阔、气势恢弘的历史画卷,谱写了一曲感天动地、气壮山河的奋斗赞歌。总结历史经验,为我们新征 程上带来的深刻启迪有 1新时代必须坚持和加强中国共产党的全面领导 2人民群众是决定党和国家前途命运的根本力量 3中国梦是实现中华民族伟大复兴的必由之路 4改革开放是基本国策,只有进行时没有完成时 A.12 B.13 C.24 D.34"
2025_东城_一模,5,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,哲理,paper,"下列古诗文反映的哲理和右侧漫画寓意相同的是 A.人事有代谢,往来成古今 B.近水知鱼性,近山识鸟音 C.蝉噪林逾静,鸟鸣山更幽 D.海日生残夜,江春入旧年"
2025_东城_二模,16,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,哲学观点,paper,"(8 分) 曾几何时,能说话会干活的机器人只存在于科幻小说和电影中,而今已走进寻常百姓家;谷歌、OpenAI 是 高山,但深度求索 (DeepSeek)横空出世,急速登顶美国应用商店下载排行榜,情形就变了,开源、免费让 人人都用得起人工智能,“问问 DeepSeek 怎么说”,成了人们的口头语。 2025 年,人工智能发展按下加速键,当我们还热议春晚中宇树科技机器人的精彩舞姿时,元宵晚会上它们 再次出场时据说已经迭代了。 “人工智能+”正在赋能科技创新、产业发展、社会治理、医疗教育、家庭服 务......人工智能浪潮滚滚而来,势不可挡。 结合材料,运用哲学观点,谈谈我们应如何勇立潮头,与人工智能共创美好未来。"
2025_东城_二模,2,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,一切从实际出发,paper,"抗战爆发后,一个叫黄绍强的少年背井离乡、辗转求学。亲历日寇铁蹄下家国的苦难,他立志科技报国, 改名旭华,寓意“中华旭日”。1958 年开始,他为中国导弹核潜艇“破冰”隐姓埋名,30 载未见父母,被誉为 “中国核潜艇之父”。他说:“如果再让我选择,我选择更艰苦更困难的工作,选择探索未知。 ”今天,我们 应该学习黄旭华 A.脚踏实地,一切从实际出发的理念 B.坚信前途光明,坚持走曲折道路 C.只创造价值,不享受价值的爱国品格 D.强国志、强国技、强国功有机统一"
2025_东城_二模,8,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,"消费,物流",paper,"物流是国家经济的动脉,连接生产和消费、内贸和外贸。有效降低全社会物流成本,既不是简单降低物 流价格,也不是挤压各方利润水平,而是需从制度性、技术性、综合性、经营性等维度协同发力,实现降 本、提质、增效目标。下列举措能促进我国物流发展的是 A.通过简化审批、“一网通办”,降低制度性交易成本 B.通过物流与制造、电商深度融合,推动运输结构优化 C.建设海外仓和国际物流通道,扩大国际市场占有率 D.推广自动化仓储、无人配送,实现物流业规模扩张"
2025_丰台_一模,13,,UNKNOWN_OR_MIXED,XB3_EXCLUDED,blocked,module-boundary-excluded,XB3_LOGIC_PROMPT,逻辑错误,paper,下列选项中犯了与示例相同逻辑错误的是( ) 第5页/共11页 A. B. C. D.
2025_丰台_一模,2,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,对立统一,paper,"中国书法讲究“虚实相生”,墨色浓淡相宜,字间疏密错落,“密不透风,疏可跑马”,于黑白交错中 展现气韵流转。下列理解正确的是( ) 1笔画间的对立统一成就了书法的艺术生命力 2墨色浓淡的个性寓于书法布局的共性之中 3疏密错落的结构蕴含作者的情感与精神境界 4把握主流,以“实”为核心方能成就书法之美 A. 12 B. 13 C. 24 D. 34"
2025_丰台_期末,18(1),18,UNKNOWN_OR_MIXED,XB3_EXCLUDED,blocked,module-boundary-excluded,XB3_LOGIC_PROMPT,"判断类型,保真条件",subquestion_split_matrix,"(1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。"
2025_朝阳_二模,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,"中国特色社会主义,改革开放",paper,"为了实现中华民族伟大复兴,中国人民和无数仁人志士进行了一场场气壮山河的斗 争,谱写了一曲曲可歌可 泣的史诗。中国共产党领导人民浴血奋战 、百折不挠,创造了新民主主义革命的伟大成就 ;自力更生、发愤 图强,创造了社会主义革命和建设的伟大 成就;解放思想、锐意进取,创造了改革开放和社会主义现代化建设 的伟大成就;自信自强、守正创新,创造了新时代中国特色社会主义的伟大成就 。在实现中华民族伟大 复兴 的历史进程中 1反对帝国主义、封建主义、官僚资本主义始终是中国共产党面临的主要任务 2伟大的抗战精神,对中国人民取得反抗外敌入侵战争的胜利发挥了重要作用 3连续制定和实施五年计划、五年规划,推动了我国经济社会发展不断取得新成就 4党和国家在不同历史时期的奋斗目标,都服从服务于全面改革开放和依法治国 A.12 B.14 C.23 D.34"
2025_朝阳_二模,14,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,关税,paper,"近期,某知名跨国公司宣布将在北京建立第六个全球战略研发中心 ,13 家跨国公司地区总部、4 家外资研 发中心陆续落户上海浦东......中国吸引外资“磁吸力”强劲。下列能增强我国吸引外资“磁吸力”的是 A.将对外开放作为经济发展的立足点,稳外资工作蹄疾步稳 B.提升与国际高标准规则的兼容性,打造透明、多变、可预期的制度环境 C.扩大有序自主开放、拓宽外资企业融资渠道,保障外商投资合法权益 D.给予最不发达国家零关税待遇,提高非关税壁垒,承担共同发展主要责任"
2025_海淀_二模,13,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,主权国家,ocr-cache,"学习逻辑思维有助于提升我们的思维水平。某同学将逻辑思维规则运用到《当代国际政治与 经济》的学习过程中。下列表述正确的是 A.现代国家分为君主立宪制国家、议会制国家、总统制国家 B. 只要国家机关是由选举产生的,就能维护最广大人民的根本利益 C. 单一制国家中央政府享有最高权力,法国是单一制国家,所以,法国中央政府享有最高权力 D. 主权国家之间的关系要么是竞争,要么是合作,要么是冲突"
2025_海淀_期末,6,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,"社会保障,养老",paper,"为实现养老服务高质量发展,海淀区通过政策支持与补贴等措施,吸引优质民营餐饮企业加入养老助餐 队伍,形成多元化养老助餐服务网络,并发布 “海淀食堂”线上地图,打造“海淀食堂”养老助餐服务品 牌。老年人可在地图上获取助餐点位置就近用餐。这一做法( ) 1通过科技赋能,推动养老服务多元化发展 2完善了社会保障体系,推进老年人福利政策全覆盖 3为民营企业提供市场机遇和发展空间,丰富养老供给 4完成了社区养老向居家养老转型,健全了养老产业体系 A. 13 B. 14 C. 23 D. 24"
2025_西城_一模,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,改革开放,paper,"中央一号文件,指中共中央每年发布的第一份文件。截至 2025 年,中共中央、国务院已经发布 27 份 专注于“三农”议题的中央一号文件。运用分析软件对改革开放初期、21 世纪初期、十八大以来的中 央一号文件文本中的话语进行分析,有如下发现:  在改革开放初期的中央一号文件中,形成了“经济”“责任制”“改革”等以农业农村农民为主体的 乡村建设话语。  在 21 世纪初期的中央一号文件中,形成了“农产品”“粮食”“改革”“补贴”等以农业农村农民 为主体的乡村建设话语。  在十八大以来的中央一号文件中,形成了“乡村振兴”“农产品”“改革”“试点”等以农业农村农民 为主体的乡村建设话语。 可见 1党中央对“三农”工作的重视一以贯之,强农惠农富农的改革持续加力 2推进乡村全面振兴始终是改革开放 40 多年来的重点任务 3“三农”议题话语的变化折射着时代的变迁 4农业的社会主义改造是一个持续的过程 A.13 B.14 C.23 D.24"
2026_东城_一模,1,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,一切从实际出发,paper,"2025 年,面对复杂严峻的国内外环境,我国经济交出“六字”亮眼成绩单,展现强劲韧性与活力。 对这份成绩单的看法正确的有 1在党的全面领导下,制度优势转化为经济治理效能 2以生产关系的根本改变夯实粮食安全和产业优化的基础 3只有一切从实际出发,实事求是,才能持续向新向优 4破解发展中的难题与挑战始终是我们的奋斗目标 A.12 B.13 C.24 D.34"
2026_东城_一模,14,,UNKNOWN_OR_MIXED,XB1_EXCLUDED,blocked,module-boundary-excluded,XB1_INTERNATIONAL_PROMPT,关税,paper,"2026 年是中非开启外交关系 70 周年。中国外长延续每年首访非洲的传统,在非盟总部出席“中非人 文交流年” 。中非商签共同发展经济伙伴关系协定,中国对53 个非洲建交国全面实施零关税,中非携手共 逐发展振兴梦。下列认识正确的是 1中国赓续中非传统友谊,为不确定的世界注入确定性 2深化文化交流、增进政治互信,是中非经贸合作的基础 3贸易和投资自由化便利化,有利于非洲国家深度参与国际分工 4中国秉持亲诚惠容对非政策理念,推动中非关系迈上新台阶"
2026_东城_二模,4,,UNKNOWN_OR_MIXED,B4_PHILOSOPHY_EXCLUDED,blocked,module-boundary-excluded,B4_PHILOSOPHY_PROMPT,对立统一,paper,"能否让人工智能辅助识别田间害虫?某科研团队用传统“灯诱法”捕捉害虫样本、用先进技术完善数据,从“肉眼辨虫”升级为“智能识虫”,破解害虫防治的“脸盲”难题。这表明 A.数据要素支撑先进技术是实现科学研究目的的关键 B.对害虫及其习性的认识是破解害虫防治难题的前提和基础 C.摒弃传统方法的不足,以聚合思维识别虫害的稳定本质 D.在把握灯诱法和先进技术的对立统一中实现识虫效果的飞跃"
2026_东城_二模,9,,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,blocked,included,B3_EXPLICIT_POLITICS_PROMPT,城市治理,paper,"杭州“星辰守护号”为中转旅客提供休憩服务,深圳“食物银行”为困难群众提供食品,上海站“风雨连廊”保障旅客安全出行......这些举措共同指向 A.夯实社会治理的群众基础,公民政治权利不断扩大 B.城市治理越来越聚焦于“人”,提升群众幸福感 C.以柔性执法和因事制宜的创新举措,彰显制度优势 D.推动公共政策优化完善,提升行政效率与水平"
2026_东城_期末,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,中国特色社会主义,paper,"党和国家高度重视纪念庆典、授勋颁奖等典礼活动,并在实践中不断总结经验,中国特色社会主义大党 大国典礼制度不断丰富完善。 这一制度( ) 1旨在增强中国的国际地位和话语权 2是建设中华民族现代文明的根本途径 3展现出党和国家的政治品格和精神气质 4有利于凝聚强国建设和民族复兴的力量 A. 12 B. 13 C. 24 D. 34"
2026_东城_期末,3,,UNKNOWN_OR_MIXED,B3_POLITICS_RULE_OF_LAW,blocked,included,B3_EXPLICIT_POLITICS_PROMPT,城市治理,paper,"市民对自然之美、季节之韵的渴求日益增强。不同于以往保洁标准下城市落叶的 “片叶不留”,很多城 市推行整体化“落叶缓扫”,让“丹黄朱翠”多些停留。从“片叶不留”到“落叶缓扫”,说明( ) A. 城市治理已超越“有没有”的基础保障,迈入“好不好”的品质追求 B. 保障城市安全卫生与尊重人文需求之间的矛盾推动城市精细化治理"
2026_东城_期末,6,,UNKNOWN_OR_MIXED,XB3_EXCLUDED,blocked,module-boundary-excluded,XB3_LOGIC_PROMPT,必然成立,paper,"独居石是工业上重要的稀土矿石,但天然独居石中常伴生放射性元素。我国科研人员发现稀土元素在乌 毛蕨植物体内可生物成矿,形成一种名为 “镧独居石”的矿物,这种独居石纯净无辐射。若具备下述哪个 前提,“乌毛蕨形成的镧独居石具有绿色提取前景”的结论必然成立( ) A. 只有纯净无辐射的独居石,才有绿色提取前景 B. 只有具有绿色提取前景的,才是纯净无辐射的独居石"
2026_丰台_期末,1,,UNKNOWN_OR_MIXED,B1_EXCLUDED,blocked,module-boundary-excluded,B1_SOCIALISM_PROMPT,改革开放,ocr-cache,"歌以咏志,经典流传。《没有共产党就没有新中国》唱出了人民的历史选择,《春- 天的故事》谱写了改革开放的壮丽诗篇,《点赞新时代》唱响了强国复兴的奋进号 角⋯••这些经典歌曲生动展现了中华民族从站起来'富起来强起来的伟大飞跃, 激励着人f勇毅前行。这些经典歌曲 4礼赞了中国共产党的坚强领导是电华民族走向伟大复兴的根本保证 2展现了建成社会书义现代化强国是改革开放以来党的全部理论和实践的主题 :8折射出特定时代的社会风貌,凸显文艺作品对社会发展的决定作用 4讴歌了中国人民自强不息的精神,凝聚起推动时代发展的奋进力量 A. 13 B. 14 C. 23 D.24 加装智能呼叫设备实现一键呼救,社区与子女可及时响应;开设手机培训班,教会 老人扫码支付、线上挂号;优化养老驿站,提供助餐助浴、上门问诊服务,破解高 龄独居老人照料难题⋯•适老化改造 国供差异化基本公共服务,满足多样化养老服务需求 8坚持群众观点,增强人民群众的获得感、幸福感和安全感 3弘扬孝亲敬老的传统美德,助力培育祟德向善的良好风尚 4创新社会治理方式,为解决社会主要矛盾提供根本动力 A. 13 B. 14 C. 23 D.24"
2026_丰台_期末,3,,UNKNOWN_OR_MIXED,XB3_EXCLUDED,blocked,module-boundary-excluded,XB3_LOGIC_PROMPT,逻辑错误,ocr-cache,"宽度仅容单人通行,谓之“蹊”;较蹊稍宽、可通独轮车,名日“径”;将径拓宽 至能容一辆马车,是为“途”;可容两辆马车并行,则为“道”;拓至三辆马车齐 驱,方为“路”。由此可知 1“蹊”“径”“途”“道”“路”概念的外延是不相容关系 2以“蹊”到“路”的宽度拓展,表明新事物必然取代旧事物 3 “蹊”“径”“途”“道”“路”的宽度各异,但都具备通行的共性特征 4道路分为“蹊”“径”“途”“道”“路”,犯了“划分标准不一” 的逻辑错误 A. 13 B. 14 C. 23 D. 24"
2026_朝阳_一模,13,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,消费,paper,2025 年国内制造业依然处于结构性调整之中。 2025 年中国制造业部分行业营业收入与营业利润情况 第4页/共13页 行业类别 营业收入(亿 元) 增速 (%) 营业利润(亿 元) 增速 (%) 食品制造业 21916 -0.2 1687 -4.6 家具制造业 6125 -10.7 328 -12.1 计算机、通信和其他电子设备制造 业 174052 7.4 7509 19.5 仪器仪表制造业 11329 4.2 1160 3.1 废弃资源综合利用业 13085 5.7 293 25.1 下列说法正确的是( ) 1电子设备制造业快速发展有利于工业数智化转型 2传统产业规模大幅下降促进消费结构不断优化升级 3仪器仪表制造业规模化发展将助力质量监测和智能制造 4废弃资源综合利用业利润率处于以上行业最高水平 A. 12 B. 13 C. 24 D. 34
2026_海淀_二模,13,,UNKNOWN_OR_MIXED,B2_ECONOMICS,blocked,included,B2_EXPLICIT_ECONOMICS_PROMPT,"养老,产业发展",paper,"加快建立长期护理保险制度是应对人口老龄化的重要举措。到2028年底,长期护理保险制度将在全国范围基本实现全覆盖。建立长期护理保险制度 1发挥社会保险互助共济作用,更好维护特殊群体利益 2旨在健全基本养老保险体系,带动养老产业发展 3完善了社会福利制度,减轻失能家庭生活负担 4要综合考虑经济发展水平、各方负担能力,逐步实现覆盖全民 A.13 B.14 C.23 D.24"
