suite_id,question,prior_next_action,review_result,new_book_module,rule_id,evidence_text
2024_海淀_二模,18,manual_subquestion_split_needed,kept_blocked,,,"(16分)民主是人类文明发展进步的重要标志,是全人类共同价值。 资料包 来自不同国家嘉宾的观点: 嘉宾1:进入21世纪后,全球南方国家纷纷崛起,这些国家在国际舞台上发挥着越来越重要的作用。随着成员国数量的增加,金砖国家合作机制的整体力量增强,削弱“单极主导地位”的力量随之增大。现在,二十国集团、上海合作组织等其他国际组织和框架也发挥着越来越重要的作用。 嘉宾2:人工智能、大数据等技术在提供便利的同时,也使社会出现两极分化。然而,目前并没有一个有效、民主的全球治理体系来应对这些挑战。如今全球各国经济和政治力量已经发生很大改变,很多新兴国家和经济体对全球事务有相当大的影响力,但在国际组织中的代表性却仍然不够。 嘉宾3:2024年为“全球南方”合作的丰收年,期待和各方共同点亮全球治理的“南方时刻”。“全球治理体系中的广大南方国家不应停止前进的脚步,南方国家在区域和全球治理中都要发出自己的声音”。 资料包 来自不同国家嘉宾的观点: 嘉宾1:进入21世纪后,全球南方国家纷纷崛起,这些国家在国际舞台上发挥着越来越重要的作用。随着成员国数量的增加,金砖国家合作机制的整体力量增强,削弱“单极主导地位”的力量随之增大。现在,二十国集团、上海合作组织等其他国际组织和框架也发挥着越来越重要的作用。 嘉宾2:人工智能、大数据等技术在提供便利的同时,也使社会出现两极分化。然而,目前并没有一个有效、民主的全球治理体系来应对这些挑战。如今全球各国经济和政治力量已经发生很大改变,很多新兴国家和经济体对全球事务有相当大的影响力,但在国际组织中的代表性却仍然不够。 嘉宾3:2024年为“全球南方”合作的丰收年,期待和各方共同点亮全球治理的“南方时刻”。“全球治理体系中的广大南方国家不应停止前进的脚步,南方国家在区域和全球治理中都要发出自己的声音”。材料一 在“民主:全人类共同价值”国际论坛上,来自多个国家、地"
2024_海淀_期中,12,manual_review_needed,resolved_by_strong_source_signal,B2_ECONOMICS,STRONG_BLOCKER_B2_ENTERPRISE_MARKET_SUBJECT,"为更好满足旅客群体多样化、个性化的需求,今年春运期间,高铁列车在增加“静音车厢” 的基础上开设“遛娃舱”,供带娃家庭使用。家长可以陪伴孩子一起玩游戏,也可以委托乘 务员进行代管。高铁“溜娃舱”的设置 1体现铁路企业主动作为,为不同需求的旅客带来良好出行体验 2有利于缓解春运高铁运力的供求矛盾,激发各类市场主体活力 3表明政府更精准地解决群众实际问题,着力实现社会公平正义 4将儿童友好的理念和行动落实落细,满足人民的美好生活需要 A. 12 B. 14 C. 23 D. 34"
2024_海淀_期中,16,manual_review_needed,kept_blocked,,,"(8分)中国新一代载人飞船命名为“梦舟”,月面着陆器命名为“揽月”。 中国空间站建造完成后,登陆月球成为中国人探索太空的下一个目标。按计划,我国将在 2030年前实现载人登陆月球开展科学探索。次实现这一目标,我国已于2023年底完成关键技术 攻关和方案研制工作。目前,长征十号运载火箭、“梦舟”载人飞船、“揽月”着陆器和登月服等已 完成方案阶段的各项研制工作,全面进入初样研 制阶段。 “梦舟”寓意载人月球探测承载中国人的航 天梦,开启探索太空的新征程,也体现了与神 水调歌头•重上井冈山 毛泽东 久有凌云志,重上井冈山。 千里来寻故地,旧貌变新颜。 丹、天舟飞船家族的体系传承。“揽月”取自毛 泽东同志诗词“可上九天揽月” ,彰显中国人探 可上九天揽月,可下五洋捉鳖,谈笑凯歌还。 世上无难事,只要肯登拳。 索宇宙、登陆月球的自信。 结合材料,运用《哲学与文化》知识,谈谈中国人探索宇宙、登陆月球何以自信。"
2024_石景山_一模,1,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_PARTY_ARMY_LEADERSHIP,"“党指挥枪”的三个历史节点示意图 “军叫工农革命,旗号镰刀斧头。”困难重重的时刻,如何使一支成分复杂的工农武 装脱胎换骨成为新型人民军队?从南昌起义到三湾改编再到古田会议,终于给出了 历史的回答。今天,无论使命任务如何变化,人民军队都不能忘记自己的“根”。 这启示我们 1保证党领导人民有效治理国家,需要坚持依法执政 2坚持党对军队的绝对领导,是人民军队的建军之本 3要以马克思主义为指导,不断推进军事理论现代化 4实现强军目标,必须筑牢思想政治工作这条“生命线” A.12 B.13 C.24 D.34"
2024_石景山_一模,18(2),manual_review_needed,kept_blocked,,,
2024_石景山_一模,2,manual_review_needed,resolved_by_strong_source_signal,B4_PHILOSOPHY_EXCLUDED,STRONG_BLOCKER_B4PRACTICE_TECH_PRODUCTIVITY,"我国自主研制的北斗卫星导航系统已在农业领域得到广泛应用:将卫星导航定位与 电子控制等技术相结合,可以实现农机自动驾驶,精准收割;可以昼夜连续工作, 加快作业速度;可以整理土地和变量施肥,改善农作物生长环境......和以往的农业 生产方式相比,北斗系统在农业生产中的应用表明 1农业生产实践具有历史性,其形式和水平不断发展 2农业生产工具的更新,促进了农村生产关系的变革 3科技创新推动农业生产力的发展和农业现代化的进程 4人们能够利用科技改变农作物生长的客观环境和规律 A.12 B.13 C.24 D.34"
2024_西城_一模,12,manual_review_needed,resolved_by_strong_source_signal,B4_PHILOSOPHY_EXCLUDED,STRONG_BLOCKER_B4P_AFFIRMATION_NEGATION,"黑格尔说,人们总以为肯定和否定具有绝对的区别,其实两者是相同的。我们甚至可以称肯定为否定,也可以称否定为肯定。譬如说一条往东的路同时也是一条往西的路。对此理解正确的是 A.肯定和否定没有界限,肯定即否定,否定即肯定 B.有些事物包含着肯定因素,另有一些事物则包含着否定因素 C.肯定与否定互为条件,且只存在于它们的联系中 D.处理复杂问题,既不能持肯定态度,也不能持否定态度"
2024_西城_一模,3,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_PARTY_CADRES_VALUE_PURSUIT,"东晋谢安镇守广陵期间,发现甘棠西北为湖,地势西高东低,旱涝频繁交替,庄稼连年歉收,百姓苦不堪言,便组织人手在湖上筑起拦水大堤灌溉农田,“随时蓄泄,岁用丰稔”。一段时间后,远近渔农聚集甘棠,生产作业,遂成繁荣集镇。《晋书》评价谢安此功曰:“在官无当时誉,去后为人所思。”这启示党员干部,应具备的价值追求和奋斗姿态是 A.穷则独善其身,达则兼济天下 B.分毫不取民膏脂,心中自存清廉尺 C.学以益才,砺以致刃 D.功成不必在我,功成必定有我"
2024_西城_二模,9,manual_review_needed,kept_blocked,,,"以“小笼包+现代城市+繁花”演绎的上海,在“XXL号冻梨”旁滑雪的黑龙江......网友对各地的奇异幻想,在央视网制作的视频《AI我中华》中得以呈现。用AIGC技术就可以生成行政区的地标图片和视频片段,听起来是不是很简单?但实操起来就像开盲盒,没人知道结果会怎样。因此,主流媒体推出“智慧+”产品,不仅要践行技术创新,更要重视 A.用数字技术主导设计方案及思想表达 B.以内容创新为行业赋能,提供价值引领 C.现代技术是一种支配事物和人的抽象力量 D.技术变革带来的理念重构、实践重塑、社会重组"
2024_顺义_二模,17,manual_review_needed,kept_blocked,,,"(9分)某校学习小组围绕“财产制度助力经济社会发展”的议题开展探究,搜集整理的资料如下。 结合材料,运用所学知识,说明我国财产制度改革如何助力经济社会发展。"
2024_顺义_二模,19(1),manual_review_needed,kept_blocked,,,
2024_顺义_二模,19(2),manual_subquestion_split_needed,kept_blocked,,,
2025_东城_一模,3,manual_review_needed,kept_blocked,,,"澳门回归祖国 25 年来,在中央政府和祖国内地大力支持下,坚守“一国”之本,善用“两制”之利,经济快 速增长、民生持续改善、社会和谐稳定、发展空间愈加广阔 ......向世界展示了具有澳门特色 “一国两制”的 成功实践。这证明了 A.融入国家发展大局是“一国两制”的应有之义 B.爱国者治澳是澳门进步的重要力量 C.单一制的政权组织形式符合我国国情 D.发展是安全的前提,安全是发展的保障"
2025_东城_二模,14,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_PREDICTION_LOGIC,"为了让体育真正为每个孩子的成长赋能,某校开展校园运动会,并评选运动小达人。在评选结果公布之 前,四位同学进行了预测: 第4页/共8页 甲说:小刘是运动小达人 乙说:如果小张是运动小达人,那么小刘也是运动小达人 丙说:我觉得小张是运动小达人,但不觉得小刘是运动小达人 丁说:我觉得他俩都是运动小达人 结果证明,只有一人预测错误,由此推断 A.只有小张是运动小达人 B.小张和小刘都是运动小达人 C.只有小刘是运动小达人 D.小张和小刘都不是运动小达人"
2025_东城_二模,3,manual_review_needed,kept_blocked,,,"油画《没有共产党就没有新中国》 (右图),从一个很小的视角反映出伟大变 革时期一个生动感人的场景:1949 年 1 月 31 日,北平和平解放不久的早春季 节,在正阳门小广场,一位军管会女兵在教小朋友们学唱解放区的 “流行歌 曲”。这一场景及情节源于油画创作者的亲身经历。对此,下列认识正确的有 1艺术家只有亲身经历才能够创作出优秀作品 2艺术创作离开生活就是无源之水、无本之木 3优秀艺术作品总是与时代同频、为人民发声 4生活和艺术的斗争性是绝对的,是创作动力 A.12 B.14 C.23 D.34"
2025_东城_期末,19(2),manual_review_needed,kept_blocked,,,
2025_东城_期末,19(3),manual_review_needed,kept_blocked,,,
2025_丰台_一模,20,manual_subquestion_split_needed,kept_blocked,,,"北京“两区”建设助力开放型经济迈上新台阶。 北京“两区”是指国家服务业扩大开放综合示范区和中国(北京)自由贸易试验区建设。2021 年至 2023 年,北京地区货物贸易进出口额连续突破 3 万亿元,服务贸易规模保持全国前三。2024 年,全市新 设外资企业数量同比增长 16.4%。北京“两区”建设作为深化改革开放的试验田,自成立以来,采取了多 项措施: 便利贸易投资 ➢ 出台《北京市外商投资条例》 ,推出“北京市全球服务伙伴计划”并为首批 13 家 伙伴企业授牌; ➢ 实行“合格保证+符合性验证”检验监管模式,实现进口机电设备“分钟通关”; ➢ 发布全国首个场景化、字段级自贸试验区数据出境负面清单。 助力科技创新 ➢ 在全国率先推出国际职业资格认可目录,推动职业资格从单边认可到双向互认; ➢ 在全国先行先试高新技术企业“报备即批准”、公司型创投企业所得税优惠、技 术转让所得税优惠等政策。 结合材料,运用《经济与社会》 《当代国际政治与经济》知识,说明北京“两区”建设的举措是如何助力 开放型经济迈上新台阶的。"
2025_丰台_二模,7,manual_review_needed,resolved_by_strong_source_signal,B2_ECONOMICS,STRONG_BLOCKER_B2_AGRICULTURAL_INNOVATION,"小苹果焕发新活力,是因为 1创新生产经营方式,取代传统种植方式 苹果“火”了 苹果坐上中欧班列,驰 骋“一带一路 ”; 搭乘 天舟抵达中国空间站。 从一颗苹果,可以看到 一颗荔枝、 一篮石榴、 一 根 甘 蔗 、 一 棚 蔬 菜......放眼神州大地, 新意正在蔓延、生长。 苹果“活”了 苹果酒、苹果酷、苹果 脆片等新品迭出,小苹 果卖出了新花样;果树 认养、果园采摘、果园 变 公 园 , 劳 作 变 体 验 ... ... 小苹果成了农 民 增 收 致 富 的“ 金苹 果 ” 。 苹果“红”了 苹 果 红 彤 彤 的 背 后 是 优 新 品 种 实 现 规 模 化 种植,春季气象大数据 “护花 ”, 夏秋全自动 防雹网“护果” ......果 园“现代范儿 ”十足涵 养着苹果内在品质。 第3页/共10页 2提升产品的附加值,实现农民增收致富 3拓宽海外销售渠道,落实开放发展理念 4实行规模集约生产,培育产品价格优势 A.1 2 B.14 C.23 D.24"
2025_延庆_一模,1,manual_review_needed,kept_blocked,,,"党的二十届三中全会强调,面对纷繁复杂的国际国内形势,面对新一轮科技革命和产业变革,面对人民 群众新期待,必须自觉把改革摆在更加突出位置,紧紧围绕推进中国式现代化进一步全面深化改革。对此 理解正确的是( ) A. 全面深化改革破除体制机制障碍,为科技产业创新创造良好制度环境 B. 改革永无止境,实践水无止境,改革决定我国进行新一轮的产业变革 C. 全面深化改革是中国式现代化的根本动力,为中国式现代化务实物质基础 D. 全面深化改革必须坚持以人民为中心,满足人们对美好生活的各种需求"
2025_延庆_一模,8,manual_review_needed,kept_blocked,,,"长征是人类历史上的伟大奇迹,是中国革命发展史上的里程碑,红军长征的伟大胜利彪炳史册。革命理 想高于天,不怕牺牲、排除万难去争取胜利,面对形形色色的敌人决一死战、克敌制胜,这些都是长征精 神的内涵。 长征历经坎坷取得胜利,这启示我们( ) 1要发挥意识的决定作用,坚定理想信念,化失利为胜利 2要正确看待现代化建设新征程中的困难,坚持道路自信 3要以实践为先导应对纷繁复杂的国际形势,化危为机 4要在迅速变化的时代中赢得主动,就要开展新的伟大斗争 A. 12 B. 13 C. 24 D. 34"
2025_昌平_二模,7,manual_review_needed,kept_blocked,,,"《中华人民共和国粮食安全保障法》2024 年开始施行。政府部门依据该法逐步完善粮食安全法治体系, 围绕种子和耕地两个重点,配合立法机关制定耕地保护和质量提升法规,修订植物新品种保护条例,探 索建立耕地种植用途管控机制。以上措施 1为耕地保护、科技兴粮提供长期法治保障,稳定市场预期 2可避免国内粮价波动,提高防范和抵御粮食安全风险能力 3有利于推动协同治理,为端稳中国饭碗夯实法治根基 4有利于创新行政管理形式,切实保护农民的长远利益 A.12 B.13 C.24 D.34"
2025_朝阳_一模,12,manual_review_needed,resolved_by_strong_source_signal,B2_ECONOMICS,STRONG_BLOCKER_B2_FOREST_ECONOMY_MARKET,"林下可生金,绿富可双赢。林下经济是指依托森林、林地及其生态环境,遵循可持续经营原则,以开 展复合经营为主要特征的生态友好型经济,包括林下种植、林下养殖、相关产品采集加工、森林景观利用 等。目前,全国林下经济产值 1 万多亿元,从事林下经济生产的人数达到了3400多万人。发展林下经济 1是践行“绿水青山就是金山银山”理念的生动实践 2实现了全国各地“富”与“绿”的结合与双赢 3需要扩大森林开采面积,以提高森林资源利用水平 4要注意研究市场,突出多种经营,防止一哄而上、产销失衡 第4页/共10页 A.12 B. 14 C. 23 D.34"
2025_朝阳_一模,14,manual_review_needed,resolved_by_strong_source_signal,XB1_EXCLUDED,STRONG_BLOCKER_XB1_FOREIGN_TRADE,"贸易顺差,是指出口贸易总额大于进口贸易总额。贸易逆差,是指出口贸易总额小于进口贸易总额。 2024 年我国货物进出口总额及其增长速度见下表。 货物 货物中的机电产品 货物中的高新技术产品 服务 出口金额(亿元) 比上年增长(%) 254545 151246 62792 31756"
2025_朝阳_二模,13,manual_review_needed,resolved_by_strong_source_signal,B2_ECONOMICS,STRONG_BLOCKER_B2_SOCIAL_CREDIT_MARKET,"2025 年 3 月,中共中央办公厅、国务院办公厅印发《关于健全社会信用体系的意见》,提出构建覆盖各类 主体的社会信用体系 ,夯实社会信用体系数据基础 ,健全守信激励和失信惩戒机制 ,健全以信用为基础的监管 和治理机制,提高社会信用体系市场化社会化水平等。健全社会信用体系 A.能促进市场主体诚信经营,减少市场调节的盲目性,维护公平竞争的市场环境 B.有助于为银行机构信贷业务提供数据支撑,更好服务守信中小微企业融资需求 C.要严格规定各类型企业主动向信用服务机构提供经营信息,健全企业信用记录 D.要推动跨部门、跨地区的信用信息归集和共享,保障信用信息的自由开放使用"
2025_朝阳_二模,18,manual_subquestion_split_needed,kept_blocked,,,"(6 分)进一步织密社会保障安全网,促进我国社会保障事业高质量发展。 【异地结算和就业地参加医保】 2023 年1 月,跨省异地就医直接结算正式实施。2024 年8 月,国务院办公厅发布《关于健全基本医疗保 险参保长效机制的指导意见 》,提出超大城市要取消灵活就业人 员、农民工、新就业形态人员在就业地参 加基本医保的户籍限制,做好在就业地参加职工医保工作。 【实施个人养老金制度】 自 2024 年 12 月 15 日起,我国全面实施个人养老金制度。个人养老金制度是指政府政策支持、个人自 愿参加 、市场化运营 、实现养老保险补充功能的制度 。个人养老金缴费 由参加人承担 ,每年缴费上限为 12000 元,可享受个人所得税税前优惠扣除 。在达到领取基本养老金年龄等法定条件时,居民可领取个人养 老金。 【新就业形态劳动者社保缴纳】 新就业形态人员就业方式灵活,劳动关系缺乏明确界定和规范。2025 年 3 月,某大型平台企业与超一万 名全职骑手签署正式劳动合同,并承担外卖全职骑手缴纳五险一金的所有成本。 结合材料,运用《经济与社会》知识,说明上述举措对促进我国社会保障事业高质量发展的作用。"
2025_朝阳_二模,21,manual_subquestion_split_needed,kept_blocked,,,42.pdf ## Source Metadata - source_path: `C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13
2025_朝阳_二模,5,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_CONCEPT_RELATIONS,"我国《研究生教育学科专业目录(2022 年)》设有 14 个学科门类,分别为哲学、经济学、法学、教育学、文 学、历史学、理学、工学、农学、医学、军事学、管理学、艺术学以及交叉学科。学科门类是对学科的宏 观归类,一级学科是具有共同理论基础或研究领域相对 一致的学科集合 。例如,在法学一级学科下 ,有民商法 学、刑法学、宪法学与行政法学等二级学科,这些二级学科是构成一级学科的基本单元。下列选项正确的是 A.“民商法学”与“法学”是种属关系,“理学”与“管理学”是全异关系 B.“学科门类是对学科的宏观归类”犯了循环定义的错误 C.“交叉学科”与“学科门类”是交叉关系,“理学”与“工学”是矛盾关系 D.“二级学科是构成一级学科的基本单元”,其中“构成”是对称关系"
2025_朝阳_二模,6,manual_review_needed,resolved_by_strong_source_signal,XB3_EXCLUDED,STRONG_BLOCKER_XB3_CONDITIONAL_REASONING,"某班教室的多媒体电脑出现损坏无法使用的情况,同学们经过排查,得出了以下判断: 1损坏因素至少有两个 2如果存在硬件老化,那么必然也存在软件冲突的情况 3如果不是电源损坏,那么就是硬件老化 4损坏因素要么包含电源损坏,要么包含软件冲突 根据以上判断,可以推断出损坏因素是 A.硬件老化和电源损坏 B.硬件老化和软件冲突 C.软件冲突和电源损坏 D.硬件老化、软件冲突和电源损坏"
2025_朝阳_二模,9,manual_review_needed,resolved_by_strong_source_signal,B3_POLITICS_RULE_OF_LAW,STRONG_BLOCKER_B3_DEMOCRACY_PUBLIC_PARTICIPATION,"如何更好实现民主,让民声促民生、呼声变掌声? ➢ 起点,在人民意愿的充分表达。2025 年国务院《政府工作报告》起草过程中征集网友建言 200 多万 条,各地的“小院议事厅”聊出民生工程......接地气的形式,推动政府的“干”与群众的“盼”精准契合。 ➢ 落点,在人民意愿的有效实现。湖南八旬老人随手写的建议,甘肃临 ""居民视频提的诉求......凝结升华成 法规条文,映照着中国式民主的广泛、真实、管用。 让人民广泛深入参与民主 1应畅通人民群众利益的表达和反馈机制 2需要把实事干好、让老百姓人人都满意 3有利于增强人民群众的获得感、幸福感 4能够保证居民依法行使管理国家的权力 A.13 B.14 C.23 D.24"
2025_朝阳_期末,17,manual_subquestion_split_needed,kept_blocked,,,"(8分)民主,起始于人民意愿充分表达,落实于人民意愿有效实现。中国的民主是人民民主。 材料一 立法到社区 某街道基层立法联系点工作深入到社区,围绕省人力资源市场条例草案征集立法建议,组织包括居民、政府相关部门工作人员、人大代表、政协委员、律师、党员群众代表等一起认真讨论草案,充分发表意见和建议。该街道基层立法联系点是“国家、省、市”三级基层立法联系点,近两年来,共有23部国家法律草案在此吸纳民意,激发了群众参与立法的热情。 材料二 议事惠民生 某政协委员履职小组围绕“如何让群众在家门口能有好去处?”展开了摸底调研,线上平台发问卷,协商驿站听民意,睦邻客厅汇民声......随后,履职小组发起民生议事堂协商,讨论闲置老谷仓的改造,形成可行方案,得到当地镇党委、镇政府和相关职能部门的积极回应,助推民生实事项目加速落地,催生了当地谷仓文化产业园。 材料三 基层有合力 某村发挥党建引领作用,通过搭建村两委——人大代表——村民三方“小板凳说事”平台,建立起一套有效的基层群众自治模式,推动形成合力,以民事民管、民事民议、民事民办的共治路径助力乡村全面振兴,建成了“全国民主法治示范村”。 结合材料,运用《政治与法治》知识,谈谈对“我国的人民民主”的理解。 1性质层面、领导力量 (2分) 中国共产党团结带领人民发展全过程人民民主,实现了过程民主和成果民主、程序民主和实质民主、直接民主和间接民主、人民民主和国家意志相统一。 2制度层面:三个制度 (3分) 我国的人民民主具有科学、有效、健全的制度安排, 确立和坚持根本制度、基本制度、重要制度, 全面推进民主选举、民主协商、民主决策、民主管理、民主监督, 协同推进选举民主与协商民主。 3成效层面:特点、功能、意义、价值 (2分) 我国的民主是全链条、全方位、全覆盖的民主,是最广泛、最真实、最管用的社会主义民主。 实现了人民当家作主,扩大了人民依法"
