suite_id,question,parent_question,row_granularity,book_module,status,rule_id,matched_terms,basis,evidence_source,source_types,evidence_text
2025_海淀_期末,18,,question,XB3_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B4_CULTURE"", ""target_score"": 11, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 9, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""党的领导,居民自治,民主监督,民主决策,民主协商,党组织,社会治理,公共服务,boost:党的领导,boost:党组织"", ""B4_CULTURE"": ""文化"", ""B4_PHILOSOPHY_EXCLUDED"": ""认识,矛盾,boost:矛盾"", ""XB2_EXCLUDED"": ""民事,boost:民事"", ""XB3_EXCLUDED"": ""创新思维,逆向思维,联想思维,迁移,boost:创新思维,boost:逆向思维,boost:联想思维,boost:迁移""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民事""], ""XB3_EXCLUDED"": [""创新思维"", ""迁移""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,19,,question,UNKNOWN_OR_MIXED,blocked,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 11, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B2_ECONOMICS"": ""市场经济,乡村振兴,共同富裕,boost:市场经济,boost:乡村振兴,boost:共同富裕"", ""B3_POLITICS_RULE_OF_LAW"": ""政治与法治,中国共产党,全面从严治党,全面依法治国,国家治理,政府,boost:政治与法治,boost:中国共产党,boost:全面依法治国,boost:国家治理"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践"", ""XB2_EXCLUDED"": ""物权,boost:物权"", ""B1_EXCLUDED"": ""改革开放""}, ""explicit_target_modules"": {""B3_POLITICS_RULE_OF_LAW"": [""政治与法治""]}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""物权""]}, ""override"": ""manual_subquestion_split_needed""}"
2025_海淀_期末,2,,question,XB3_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B4_CULTURE"", ""target_score"": 5, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 4, ""matches"": {""B2_ECONOMICS"": ""消费"", ""B4_CULTURE"": ""文化,文化遗产,中轴线,boost:文化遗产,boost:中轴线"", ""B4_PHILOSOPHY_EXCLUDED"": ""认识"", ""XB3_EXCLUDED"": ""辩证思维,迁移,boost:辩证思维,boost:迁移""}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""辩证思维"", ""迁移""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,20,,question,UNKNOWN_OR_MIXED,blocked,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 15, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 27, ""matches"": {""B2_ECONOMICS"": ""经济与社会,高质量发展,共同富裕,财政,消费,区域协调,boost:经济与社会,boost:高质量发展,boost:共同富裕,boost:财政"", ""B3_POLITICS_RULE_OF_LAW"": ""政府,法院"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践,人民群众,boost:人民群众"", ""XB2_EXCLUDED"": ""民法典,侵权,民事,侵权责任,赔偿,监护人,boost:民法典,boost:侵权,boost:民事,boost:侵权责任,boost:监护人""}, ""explicit_target_modules"": {""B2_ECONOMICS"": [""经济与社会""]}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民法典"", ""侵权"", ""民事""]}, ""override"": ""manual_subquestion_split_needed""}"
2025_海淀_期末,21,,question,XB1_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 11, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 28, ""matches"": {""B2_ECONOMICS"": ""劳动者"", ""B3_POLITICS_RULE_OF_LAW"": ""中国共产党,党的领导,法院,boost:中国共产党,boost:党的领导"", ""B4_CULTURE"": ""文化,中华优秀传统文化,优秀传统文化,传统文化,民族精神,博物馆,boost:中华优秀传统文化,boost:优秀传统文化,boost:传统文化,boost:民族精神,boost:博物馆"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践"", ""XB1_EXCLUDED"": ""中国外交,联合国,经济全球化,和平与发展,人类命运共同体,外交,boost:中国外交,boost:联合国,boost:经济全球化,boost:和平与发展,boost:人类命运共同体,boost:外交"", ""XB2_EXCLUDED"": ""法律与生活,民法典,合同,知识产权,劳动合同,赔偿,违约,boost:法律与生活,boost:民法典,boost:合同,boost:知识产权,boost:劳动合同"", ""B1_EXCLUDED"": ""中国梦""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""经济全球化"", ""联合国"", ""人类命运共同体""], ""XB2_EXCLUDED"": [""法律与生活"", ""民法典"", ""合同"", ""知识产权"", ""劳动合同""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,3,,question,B4_CULTURE,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B4_CULTURE"", ""target_score"": 9, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""消费"", ""B3_POLITICS_RULE_OF_LAW"": ""政府"", ""B4_CULTURE"": ""文化,传统文化,非遗,boost:传统文化,boost:非遗""}}"
2025_海淀_期末,4,,question,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 5, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 3, ""matches"": {""B2_ECONOMICS"": ""公有制,非公有制,消费,boost:公有制,boost:非公有制"", ""B3_POLITICS_RULE_OF_LAW"": ""政府,公共服务"", ""B4_CULTURE"": ""文化"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践,认识,主观能动性""}}"
2025_海淀_期末,5,,question,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 10, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 1, ""matches"": {""B2_ECONOMICS"": ""社会保障,医保,boost:社会保障,boost:医保"", ""B4_PHILOSOPHY_EXCLUDED"": ""主观能动性""}}"
2025_海淀_期末,6,,question,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""override"": ""strict_prompt_resolution"", ""rule_id"": ""B2_EXPLICIT_ECONOMICS_PROMPT"", ""matched_terms"": ""社会保障,养老"", ""prompt_source"": ""paper"", ""prompt"": ""为实现养老服务高质量发展,海淀区通过政策支持与补贴等措施,吸引优质民营餐饮企业加入养老助餐 队伍,形成多元化养老助餐服务网络,并发布 “海淀食堂”线上地图,打造“海淀食堂”养老助餐服务品 牌。老年人可在地图上获取助餐点位置就近用餐。这一做法( ) 1通过科技赋能,推动养老服务多元化发展 2完善了社会保障体系,推进老年人福利政策全覆盖 3为民营企业提供市场机遇和发展空间,丰富养老供给 4完成了社区养老向居家养老转型,健全了养老产业体系 A. 13 B. 14 C. 23 D. 24"", ""previous_decision"": ""{\""target\"": \""B2_ECONOMICS\"", \""target_score\"": 8, \""boundary\"": \""B4_PHILOSOPHY_EXCLUDED\"", \""boundary_score\"": 8, \""matches\"": {\""B2_ECONOMICS\"": \""民营企业,高质量发展,社会保障,养老服务,boost:高质量发展,boost:社会保障,boost:养老服务\"", \""B4_PHILOSOPHY_EXCLUDED\"": \""实践,认识,真理,矛盾,boost:真理,boost:矛盾\""}}""}"
2025_海淀_期末,7,,question,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 7, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B2_ECONOMICS"": ""就业,区域协调,boost:就业"", ""B3_POLITICS_RULE_OF_LAW"": ""政府,党组织,boost:党组织"", ""B4_PHILOSOPHY_EXCLUDED"": ""人民群众,boost:人民群众""}}"
2025_海淀_期末,8,,question,XB3_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 11, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 7, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""宪法,全国人大,全国人大常委会,人大常委会,boost:宪法,boost:全国人大,boost:人大常委会"", ""XB2_EXCLUDED"": ""侵权,侵权责任,boost:侵权,boost:侵权责任"", ""XB3_EXCLUDED"": ""逻辑与思维,推理,充分条件,boost:逻辑与思维,boost:推理,boost:充分条件""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""侵权""], ""XB3_EXCLUDED"": [""逻辑与思维"", ""推理"", ""假言"", ""充分条件""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,9,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 9, ""matches"": {""XB2_EXCLUDED"": ""民法典,物权,所有权,boost:民法典,boost:物权,boost:所有权""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民法典"", ""所有权"", ""物权""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期中,1,,question,B2_ECONOMICS,included,MIDTERM_Q1_B2_ANSWER_C,"国有企业,民营企业,产业链,商业航天",答案 C 对应民营企业与产业链协同，知识归入《经济与社会》。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,paper|rubric,"商业航天是指以市场为主导、具有商业盈利模式的航天活动,其产业链如下图所示。 在火箭制造与发射、航天运载火箭生产方面,中国航天科技集团等国有企业拥有自主知识产权,创新能力 突出,核心竞争力强,引领支撑商业航天发展;在运载火箭设计与制造、商业卫星设计制造、市场开拓等 方面,不少民营企业发挥着重要作用。国有企业与民营企业在航天领域各自发挥作用。这表明( ) 1国有企业是社会主义经济制度的基础,在发展航天事业中占支配地位 2民营企业是推动经济社会发展的重要力量,是商业航天事业技术创新的重要主体 3民营航天企业在国家重大航天任务中发挥主导作用,推动我国向航天强国迈进 4二者携手推动商业航天产业链协同发展,有利于提升中国航天的竞争力和影响力 A. 12 B. 13 C. 24 D. 34 C 2.A 3.C 4.D 5.B"
2025_海淀_期中,2,,question,B2_ECONOMICS,included,MIDTERM_Q2_B2_ANSWER_A,"消费,市场需求,差异化产品",答案 A 对应消费需求与企业经营，归入《经济与社会》。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,paper|rubric,"今年夏天,大容量的大瓶装饮料走红。某品牌无糖茶饮料 500 毫升一瓶的价格在 4.8 元左右,而 900 毫 升的也只需 6.5 元;大瓶装饮料中,电解质水、无糖茶饮料等健康饮品占比增加。对此经济现象认识正确 的是( ) 1大瓶饮料更实惠,吸引众多追求性价比的消费者 2大瓶饮料分享性强,决定了厂商能够提供更多的产品 3厂商适应市场需求,提供差异化产品从而提高竞争力 4厂商应放弃中小瓶饮料的生产,以提升整体利润率 A. 13 B. 14 C. 23 D. 24"
2025_海淀_期中,3,,question,B2_ECONOMICS,included,MIDTERM_Q3_B2_ANSWER_C,"二次元经济,消费市场,地区经济增长点",答案 C 对应消费新空间和地区经济发展，归入《经济与社会》。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,paper|rubric,"“为一个漫展奔赴一座城”“谷子(指动漫的周边商品)经济带火老商场 ”“‘跟着悟空游山西’主题 旅行路线”......以动画、漫画、游戏为核心,涵盖内容创作、传播和消费的 “二次元经济”正逐渐向线下 发展。“二次元经济”的繁荣( ) 1发挥了创新对经济发展的基础性作用,不断拓展消费市场发展新空间 2有助于在线上线下融合中提升城市影响力,为地区经济发展提供新的增长点 3需要经营者因地制宜提供特色消费体验,挖掘新的消费潜力 第2页/共10页 4要求政府加大产权保护力度并限定周边商品价格,规范市场秩序 A. 12 B. 14 C. 23 D. 34"
2025_海淀_期中,4,,question,B2_ECONOMICS,included,MIDTERM_Q4_B2_SERVICE_MARKET_ACCESS,"市场准入,服务业,非公有制经济",题干围绕服务业市场准入和非公经济活力，归入《经济与社会》。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,paper|rubric,"中共中央办公厅、国务院办公厅印发的《关于完善市场准入制度的意见》提出,要有序放宽服务业准入 限制:对不涉及国家安全、社会稳定,可以依靠市场充分竞争提升供给质量的服务业行业领域逐步取消准 入限制;对涉及重要民生领域的教育、卫生、体育等行业,稳妥放宽准入限制,优化养老、托育、助残等 行业准入标准......上述意见( ) A. 体现了政府通过提供公共服务,保障社会公平正义 B. 旨在用事中和事后监管替代事前监管,全面提升监管效能 C. 能为消费者带来更高质量的服务体验,确保公共物品供给 D. 有助于非公有制经济提升投资意愿,增强行业活力"
