suite,question_guess,source_id,evidence_guess,extract_status,hit_terms,relative_path,cache_path,question_anchors
2026东城一模,17;18;20,SRC_db98c4fdd4da,P0_candidate_scoring,ok,中国方案;对外开放;国际竞争;平衡;共赢,2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_db98c4fdd4da_26东城一模细则_pdf.txt,"提升城市建设治理效能，实 惠落实处。 17.结合材料，运用《政治与法治》知识，说明青年友好城市建设是如何将“青年心事”转 政 府履行公共服务职能/履行职能/ 职能科学/依法行政 实惠落实处 [[PAGE || 系群众写得最好。 [[PAGE 7]] 18. (8分)人民法院以司法之力守护“向新力”。 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发 展因此停滞。对此， 办案合议庭没有“一判了之 || 、开放不给分。 [[PAGE 12]] 19题 (3)8分 【评分细则】4+3+1 ①开放促进韧性：- 4 分 (举措3+落点1) 高水平对外开放举措：3分 坚持引进来与走出去相结合、通过对接国际高标准 || 理念 6.经济角度——绿色发展、价值观 20.结合材料，综合所学，就“我国不断深化对生态文明建设的规律性认识”,谈谈你的理解。8分 逻 辑 1 分 有两个以上角度/分总"
2025东城期末,16;20,SRC_f5c5ada09871,P0_candidate_scoring,ok,经济全球化;共赢,2025各区期末/2025东城期末/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_f5c5ada09871_细则_pdf.txt,做？（启示） [[PAGE 4]] • 16. 结合材料，运用《哲学与文化》知识，谈谈你对“器以述史、物以载道”的理解 • 答案细则：是什么？为什么？怎么做？三层 • 第一层：器物是中华文化的载体（器物是中华 || 表 达权。 [[PAGE 15]] • 20.运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认 识（8分） • 评分细则：短文题目1分；分三段1分； • 第一层 中国的贡献（2分） • ①阐
2026东城一模,20,SRC_1b5cd611d75c,P0_candidate_scoring,ok,人类命运共同体;中国方案,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx,02_extraction/full_source_text_cache_20260503/SRC_1b5cd611d75c_20_pptx.txt,色发展理念/价值观——人与自然和谐共生 20.结合材料，综合所学，就“我国不断深化对生态文明建设的规律性认识”，谈谈你的理解。8分 答案：可从党的领导、人民立场、全面依法治国、实践与认识关
2025东城期末,unknown,SRC_7d84ce85cb4b,P0_candidate_scoring,ok,共赢,2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,02_extraction/full_source_text_cache_20260503/SRC_7d84ce85cb4b_东城期末_pptx.txt,
2024东城二模,unknown,SRC_9c72a99890c0,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,02_extraction/full_source_text_cache_20260503/SRC_9c72a99890c0_16题二模阅卷总结_docx.txt,娇 组长： 刘志娇 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老 || 千多岁的桑基鱼塘仍未老。 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老 || 千多岁的桑基鱼塘仍未老。 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。 参考答案 文化角度： 文化是人类社会实践的产物，文化是经济政治的反映。桑基文化形成于中国
2024东城二模,unknown,SRC_6f5e364530de,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,02_extraction/full_source_text_cache_20260503/SRC_6f5e364530de_16题评分细则_pptx.txt,[[SLIDE 1]] 16题评分细则 [[SLIDE 2]] 参考答案 文化角度： 文化是人类社会实践的产物，文化是经济政治的反映。桑基文化形成于中国人民的农业实践，是中华文化的组 || 值观内容，体现科学价值观的标准和作用。 16题讲评逻辑 设问结构：分析为何两千多岁的桑基鱼塘仍未老。 桑基鱼塘本身的科学性+发展的必然性+重要性 情境结构： 答案结构： 形成 发展
2024东城二模,unknown,SRC_242c241d6288,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,02_extraction/full_source_text_cache_20260503/SRC_242c241d6288_17_1_docx.txt,
2024东城二模,unknown,SRC_76b0722d57f1,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,02_extraction/full_source_text_cache_20260503/SRC_76b0722d57f1_17-2_docx.txt,
2024东城二模,unknown,SRC_c94e22c92a69,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,02_extraction/full_source_text_cache_20260503/SRC_c94e22c92a69_18_1_docx.txt,
2024东城二模,unknown,SRC_f89c1a3533f5,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,02_extraction/full_source_text_cache_20260503/SRC_f89c1a3533f5_18_2_docx.txt,
2024东城二模,unknown,SRC_9080f96f9701,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,02_extraction/full_source_text_cache_20260503/SRC_9080f96f9701_19_1_docx.txt,
2024东城二模,unknown,SRC_c492176058fd,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,02_extraction/full_source_text_cache_20260503/SRC_c492176058fd_19_2_docx.txt,
2024东城二模,21,SRC_82b0237dce42,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/21题/21.docx,02_extraction/full_source_text_cache_20260503/SRC_82b0237dce42_21_docx.txt,赵赛 组长： 赵赛 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 题号与设问：21.实现中 || 是如何发挥作用的。（7分） 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 题号与设问：21.实现中 || 是如何发挥作用的。（7分） 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 参考答案 可从中国共产党
2024东城二模,21,SRC_322c2db4a7fe,P0_candidate_scoring,ok,,东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,02_extraction/full_source_text_cache_20260503/SRC_322c2db4a7fe_21题_1_pptx.txt,"[[SLIDE 4]] 【东城统练】21. （8分） 一轴画卷，抒怀古今。700多年前，黄公望绘就旷世名作《富春山居图》，勾画出人与自然和谐共生之美。2003年,浙江省启动“千村示范、万村整治”工程（"
2024东城二模,unknown,SRC_144e07c6e537,P0_candidate_scoring,empty_pdf_text_needs_visual,,东城二模/细则/补充材料/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_144e07c6e537_细则_pdf.txt,
2024东城二模,unknown,SRC_6a382f2c9e97,P3_candidate_paper,empty_pdf_text_needs_visual,,东城二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_6a382f2c9e97_试卷_pdf.txt,
2026东城一模,16,SRC_69f4a5c96bf0,P0_candidate_scoring,ok,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx,02_extraction/full_source_text_cache_20260503/SRC_69f4a5c96bf0_16_pptx.txt,2026.4 [[SLIDE 2]] 16.（7 分） 文艺是时代前进的号角。 当今时代，大众情绪多样复杂、变化迅速，时代情感则恢弘深沉、浸润人心。 （配图：文艺晚会、电视剧台词 “道之所在，虽千万人，吾
2026东城一模,17,SRC_03696854d360,P0_candidate_scoring,ok,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx,02_extraction/full_source_text_cache_20260503/SRC_03696854d360_17_pptx.txt,2026.4 [[SLIDE 2]] 17.结合材料，运用《政治与法治》知识，说明青年友好城市建设是如何将“青年心事”转化为城市治理“实事”的。 材料分析1*3 “心事”被听见 调研、梳理、征集模拟提案、
2026东城一模,unknown,SRC_5d17aa87bc17,P0_candidate_scoring,ok,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx,02_extraction/full_source_text_cache_20260503/SRC_5d17aa87bc17_18_选择7_13_pptx.txt,
2026东城一模,unknown,SRC_7e06d068910f,P0_candidate_scoring,ok,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx,02_extraction/full_source_text_cache_20260503/SRC_7e06d068910f_19_1_pptx.txt,
2026东城一模,19,SRC_1ebc5ea95bc8,P0_candidate_scoring,ok,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx,02_extraction/full_source_text_cache_20260503/SRC_1ebc5ea95bc8_19_2_pptx.txt,2026.1 [[SLIDE 2]] 19.（2） [[SLIDE 3]] 独特优势：创新资源集聚、空间布局精准、全链条产业生态、产城融合 细则： 独特优势：2分 4选2 1.创新资源集聚
2026东城一模,unknown,SRC_0eef31593a11,P0_candidate_scoring,ok,,2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx,02_extraction/full_source_text_cache_20260503/SRC_0eef31593a11_19_4_pptx.txt,
2026东城一模,unknown,SRC_1475504e2bc4,P0_candidate_scoring,empty_pdf_text_needs_visual,,2026各区一模/2026东城一模/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_1475504e2bc4_细则_pdf.txt,
2026东城一模,unknown,SRC_3177a54aaed5,P3_candidate_paper,empty_pdf_text_needs_visual,,2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,02_extraction/full_source_text_cache_20260503/SRC_3177a54aaed5_2026东城一模_原卷扫描版_pdf.txt,
