suite,question_guess,source_id,evidence_guess,extract_status,hit_terms,relative_path,cache_path,question_anchors
2024朝阳期中,16;17;18;19;20,SRC_611ed7564625,P3_candidate_paper,ok,共同利益;经济全球化;全球治理;联合国;人类命运共同体;普惠;共赢,2024朝阳期中/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_611ed7564625_试卷_pdf.txt,"部分 本部分共 5 题,共 55 分。 16. (8 分) 中国共产党第二十届中央委员会第三次全体会议审议通过了《 中共中央关于进一步 全面深化改革、推进中国式现代化的决定》 。 改革开放以来,从 1978 || 署中的“ 变” 与“ 不变” 的理解。 17. (8 分) 农耕文明承载着中华文明生生不息的基因密码,彰显着中华民族的思想智慧和精神 追求。 材料一 我国农耕文明中所蕴含的思想观念、人文精神、道德规范等方面 || 第 6 页( 共 8 页) 18. (8 分) 晏子将使楚。 楚王闻之,谓左右曰:“ 晏婴,齐之习辞者也。 今方来,吾欲辱之,何以 也?” 左右对曰:“ 为其来也,臣请缚一人,过王而行,王曰:‘ || 相关知识,分别评析楚王和晏子的推理。 19. (8 分) 首发经济是指企业发布新产品,推出新业态、新模式、新服务、新技术,开设首店等经 济活动的总称,涵盖了企业从产品或服务的首次发布、首次展出到首次落地开设 || 第 7 页( 共 8 页) 20. (23 分) 数字经济是以数据资源为关键要素,以现代信息网络为主要载体,以信息通信技术融合应 用、全要素数字化转型为重要推动力,促进公平与效率更加统一的新经济形"
2024朝阳一模,unknown,SRC_d3b447f0ea3a,P3_candidate_paper,ok,全球治理;对外开放;独立自主,2024朝阳一模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_d3b447f0ea3a_试卷_pdf.txt,
2025朝阳二模,16;17;18;19;20;21;22,SRC_d411e2158d47,P3_candidate_paper,ok,时代主题;国际组织;对外开放;共赢,2025各区二模/2025朝阳二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_d411e2158d47_试卷_pdf.txt,"本部分共 7 题,共 55 分。 16.(7 分)人才成长,既要体认从游之道,又要善用自学之法。 [[PAGE 5]] 第5页/共10页 古代学子从师授业,谓之从游。学校犹水也,师生犹鱼也 || ,阐明从游与自学在人才成长中的作用。 17.(5 分)某校研究性学习小组探究影响北京地铁客运量的决定性因素。 该组同学比较了不同线路客运量数据,分析2024 年全年日均客运量位居前列的线路,发现这些线路 || 何更好 发挥该推理类型的 思维功能。 18.(6 分)进一步织密社会保障安全网,促进我国社会保障事业高质量发展。 【异地结算和就业地参加医保】 2023 年1 月,跨省异地就医直接结算正式实施。202 || 进我国社会保障事业高质量发展的作用。 19.(9 分)法治社会建设是实现国家治理体系和治理能力现代化的重要组成部分。 [[PAGE 6]] 第6页/共10页 党的十八大以来,我国社会领域法律制 || 推动法治社会建设的建议,并说明理由。 20.(10 分)在日常生活中,要把握好权利和义务的关系。 材料一 孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约 2 米。刘先生在自家入户门安装 了具有“ || 出解决上述纠纷的建议。(2 分) 21.(8 分)努力开创周边工作新局面。 我国幅员辽阔、边界线长,周边国家包括俄罗斯、中亚5 国、东北亚4 国、南亚8 国、东南亚11 国,共 计 29 个国家。 || 么要努力开创周边工作新局面。 22.(10 分)中国式现代化是强国建设、民族复兴的康庄大道。 中国式现代化作为人类历史上最为宏大而独特的实践创新 ,是一个高度复杂的 系统工程。这种复杂程 度既体 || C D 第二部分（共 55 分） 16.（7 分） 能运用文化传承与创新、联系、发展、实践和认识等知识作答。 等级水平 等级描述 水平 4 观点鲜明 ,能明确表达自己的见解 ;紧扣问题 ,准确"
2024朝阳一模,16;17;18;19;20;21,SRC_8a924a245316,P0_candidate_scoring,ok,新型国际关系;对外开放;平衡,2024朝阳一模/细则/补充材料/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_8a924a245316_细则_docx.txt,分） 第二部分（非选择题 共55分） 16.（7分） 可从中国特色政治制度、全面从严治党等角度，全面、辩证地阐释两者的关系。 17.（7分） 可以从市场调节和宏观调控的角度，也可以从国家、企业、社会、个人 || 党等角度，全面、辩证地阐释两者的关系。 17.（7分） 可以从市场调节和宏观调控的角度，也可以从国家、企业、社会、个人等不同主体的角度提出建议。 18.（16分） （1）8分 一是有关部门积极开展条例的宣传 || 、社会、个人等不同主体的角度提出建议。 18.（16分） （1）8分 一是有关部门积极开展条例的宣传解读，增进理解，营造“知法尊法”良好氛围。 二是政府依照条例积极履职，完善科技创新中心建设政策，提供优良的 || 状，营造热爱科学、崇尚创新的社会氛围。 19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当 || 营者扩大市场，并最终增进社会整体福祉。 20.（9分） （1）（5分） 以上推理属于充分条件假言推理。 充分条件假言判断，前件真，后件一定真，后件假，前件一定假。 考古发掘中已发掘出地底下有大量炭化竹节， || ②古代A区域广泛生长着竹子， 21.（9分） 在概括我国经济形势的基础上，可从总体国家安全观、推动构建新型国际关系、构建新发展格局、推进高水平对外开放等角度作答。 题号 1 2 3 4 5 6 7
2024朝阳二模,16;17;18;19;20,SRC_8802a640c1e2,P0_candidate_scoring,ok,全球治理;全球治理体系;人类命运共同体,2024朝阳二模/细则/补充材料/细则.docx,02_extraction/full_source_text_cache_20260503/SRC_8802a640c1e2_细则_docx.txt,分） 第二部分（非选择题 共55分） 16.（14分） （1）（7分） 有利于更好满足新兴产业和未来产业等各行业的计算需求，推动新质生产力加快发展，在全球经济竞争中形成新优势。 有利于做强做优做大数字经济 || 会存在与社会意识的辩证关系等角度阐释。 17.（9分） 甲公司通过平台向王某派单，并依据制度对王某进行奖惩，具有较强的人格从属性；甲公司占有王某提供货物运输服务所需的数据信息，单方制定服务费用结算标准，具有 || 平台经济良性发展，促进经济社会的发展。 18.（8分） 党中央在报告形成过程中发挥领导核心作用，起草组认真落实党中央重要指示和要求；起草组充分发扬民主、集思广益，广泛征求各界的意见和建议，人民群众充分表达民 || 民民主是最广泛、最真实、最管用的民主。 19.（16分） （1）（4分）①动态性 ②类比 （2）（5分）该判断是联言判断。当且仅当组成它的各个联言支都是真的，这个联言判断才是真的。 （3）（7分）可从中国式 || 本质要求、中华优秀传统文化等角度阐释。 20.（8分） ①平等（1分） ②开放（或合作、共享等）（1分） ③
2024朝阳二模,16;18;17;19;20,SRC_4de874d0f669,P3_candidate_paper,ok,联合国;国际组织,2024朝阳二模/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_4de874d0f669_试卷_pdf.txt,"宫联合举办了“ 紫禁城与凡尔 赛宫———17、18 世纪的中法交往” 展览,分为“ 龙与百合花的相遇” “ 紫禁城中的法国风 景” “ 凡尔赛宫的中国时尚” 三个单元,展出约 200 件文物精品。  || 61 占可支配收入的比重 56. 2% 16. 7% 8. 6% 18. 5% 比上年增长 7. 1% 6. 0% 4. 2% 5. 4% 下列说法正确的是 ①提高经营净收入和财产净收入占比有助于缩小居民收入 || 56. 2% 16. 7% 8. 6% 18. 5% 比上年增长 7. 1% 6. 0% 4. 2% 5. 4% 下列说法正确的是 ①提高经营净收入和财产净收入占比有助于缩小居民收入差距 ②转移净收入快速增长 || 部分 本部分共 5 题,共 55 分。 16. (14 分) 人工智能正以前所未有的速度、广度和深度变革经济社会发展模式。 材料一 算力是指计算机或其他计算设备在一定时 间内可以处理的数据量或完成的计算任务量 || 第 6 页( 共 8 页) 17. (9 分) 人力资源社会保障部和最高人民法院联合发布了一批涉及平台经济的劳动人 事争议典型案例,供各地仲裁机构、人民法院在办案中予以参照。 【 基本案情】 􀪋 || 第 7 页( 共 8 页) 18. (8 分) 2024 年国务院《 政府工作报告》 的形成过程 主要阶段 工作内容 一 起草准备 形成讨论稿 《 政府工作报告》 起草组认真学习习近平总书记关于起 || 形成过程是如何体 现全过程人民民主的。 19. (16 分) 中华文明拥有五千多年不间断的历史,积淀形成辉煌灿烂的中华优秀传统文化,中 华优秀传统文化的特质赋予中国式现代化深厚底蕴,给予其精神和思想力量。 生 || 学,谈谈你对这句话的理解。 (7 分) 20. (8 分) 中国发展高层论坛始终秉承“ 与世界对话,谋共同发展” 的宗旨。 某班同学模拟中国发展高层论坛,举行 “ 完善全球气候治理” 主题研讨会。 【 研讨背"
2025朝阳一模,unknown,SRC_c3d1aea637c9,P0_candidate_scoring,empty_pdf_text_needs_visual,,2025各区一模/2025朝阳一模/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_c3d1aea637c9_细则_pdf.txt,
2025朝阳一模,17,SRC_341c036102eb,P0_candidate_scoring,ok,,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,02_extraction/full_source_text_cache_20260503/SRC_341c036102eb_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证_doc.txt,，王艺燃，王洋 平均分： 2.85 17.（1）（5分） （1）运用《逻辑与思维》知识，判断该推理正确与否，并说明理由。（5分） 阅卷前制定的参考答案： 该推理不正确。 “想要实现虚拟与现实的深度融合，
2025朝阳一模,18,SRC_e70708293da1,P0_candidate_scoring,ok,,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,02_extraction/full_source_text_cache_20260503/SRC_e70708293da1_20250329高3阅卷总结18题_社区治理_汤桃玲组_探究建构_doc.txt,20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构 诊断导向：找准问题，对症改进，提高成绩！ 总结汇总人：汤桃玲 本组阅卷人：汤桃玲、齐宝卫、孟雪、姚雪、刘畅、闫美玲、高瑞泽 || 泽、云赵扬、刘文杰 平均分：3.82 18.（8分） 结合材料，运用《政治与法治》知识，说明如何坚持共建共治共享的理念，推动平安社区建设。 阅卷前制定的参考答案： ①党建引领基层治理，党员干部深入社区了解
2025朝阳一模,19,SRC_07886c57967f,P0_candidate_scoring,ok,,2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,02_extraction/full_source_text_cache_20260503/SRC_07886c57967f_20250329高3阅卷总结19题_合同欺诈_阐释论证_doc.txt,20250329高3阅卷总结19题 合同欺诈 赵晋组 阐释论证 诊断导向：找准问题，对症改进，提高成绩！ 总结汇总人：赵晋 本组阅卷人：赵 晋 肖 丽 袁 翠 陈境慧 赵文献 张俊 || 柏宇航 陈华铚 平均分： 3.31 19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的参考答案： ①原告支付机票款，已经出票，合同成立。（1分） ②合
2025朝阳一模,unknown,SRC_e829e6e9a3ae,P2_candidate_teaching_or_lecture,error,,2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,02_extraction/full_source_text_cache_20260503/SRC_e829e6e9a3ae_高三政治一模试卷讲评_pptx.txt,
2025朝阳二模,unknown,SRC_87571762455e,P3_candidate_paper,empty_pdf_text_needs_visual,,2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,02_extraction/full_source_text_cache_20260503/SRC_87571762455e_扫描全能王_2025-05-13_21_42_pdf.txt,
2025朝阳期末,unknown,SRC_49b23fecab97,P0_candidate_scoring,empty_pdf_text_needs_visual,,2025各区期末/2025朝阳期末/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_49b23fecab97_细则_pdf.txt,
2026朝阳期末,unknown,SRC_e80d35a6d904,P0_candidate_scoring,empty_pdf_text_needs_visual,,2026各区期末和期中/2026朝阳期末/细则/细则.pdf,02_extraction/full_source_text_cache_20260503/SRC_e80d35a6d904_细则_pdf.txt,
2026朝阳期末,unknown,SRC_0056d930a7a9,P3_candidate_paper,empty_pdf_text_needs_visual,,2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,02_extraction/full_source_text_cache_20260503/SRC_0056d930a7a9_试卷_pdf.txt,
