target_id,suite_id,qno,question_type,section_scope,laneB_result,evidence_level,visual_status,answer_status,rubric_status,node,logical_or_method_form,rule_slogan,trap_or_boundary,can_enter_fusion,can_enter_student_draft,blocker_reason,source_evidence,notes
Q-2024海淀二模-16,S-2024海淀二模,16,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_028,formal_rubric_docx_其他模块,哲学,联系普遍性+矛盾对立统一+价值观,非选必三逻辑与思维;题干明确"从哲学角度",no,no,no,scope_out=哲学(非选必三逻辑与思维),paper:027@L195-201; rubric:028@L5-7,题干明确"从哲学角度";细则028采分点全为联系/矛盾/价值观等哲学知识
Q-2024海淀二模-17-1,S-2024海淀二模,17(1),主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_028,formal_rubric_docx,思维/科学+创新+辩证三角度,科学思维(客观性+预见性)+创新思维(三新+发散聚合+超前)+辩证思维(整体性),三角度多挂载;客观性/三新/整体性各分别采分;表格化采分细则,只列知识无材料分析1分;混淆角度归属丢分,yes,no,无blocker,paper:027@L202-224; rubric:028@L9-11,"L57-61,细则028表1明确三角度对应:科学思维(客观性/预见性,2分)+创新思维(三新/发散聚合/超前,3分)+辩证思维(整体性/分析综合,2分);A-formal确认"
Q-2024海淀二模-17-2,S-2024海淀二模,17(2),主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_028,formal_rubric_docx,思维/认识发展环节,感性具体→思维抽象→思维具体(认识上升路径),调查了解=感性具体;分析研究=思维抽象+思维具体;两阶段相互依赖,关系颠倒不给分(感性具体↔思维具体方向);用"实践决定认识"替代仅1分,yes,no,无blocker,paper:027@L225-226; rubric:028@L14-23,细则028明确感性具体1分+思维抽象/思维具体1分+相互依赖2分;严禁颠倒;A-formal确认
Q-2024西城一模-19-1,S-2024西城一模,19(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_025_026,formal_rubric_docx_其他模块,经济与社会(图表分析),我国未来产业六大领域较均衡+生物技术差距,题干"读上图,分析状况"=经济图表分析非选必三task;queue误tag,no,no,no,scope_out=经济与社会图表分析(非选必三逻辑与思维),"paper:024@L113; rubric:025@L44-46,细则025明确为经济发展状况描述;无选必三推理/思维方法挂载"
Q-2024西城一模-19-2,S-2024西城一模,19(2),主观题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_025_026,formal_rubric_docx,推理/概念-下定义,定义结构=被定义项+联结词+种差+邻近属,①举国体制+②是+③利用国家力量动员规模性资源实现国家目标(种差)+④一种任务组织方式和体制机制安排(邻近属),颠倒种差与邻近属丢分;漏种差或邻近属丢分,yes,no,无blocker,paper:024@L114-115; rubric:025@L47-53,细则025下定义结构标准答案;A-formal确认
Q-2024西城一模-19-3,S-2024西城一模,19(3),主观题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_025_026,formal_rubric_docx,推理/概念-外延关系,概念外延关系(相容/属种),"举国体制"包含"新型举国体制"=属种关系(亦称包含/相容关系),误填全同/交叉/不相容/反对均扣分,yes,no,无blocker,paper:024@L116; rubric:025@L54,"细则025明确""相容,或属种""(1分);A-formal确认"
Q-2024西城一模-19-4,S-2024西城一模,19(4),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_025_026,formal_rubric_docx_其他模块,政治+经济(新型举国体制特点),党的领导/国家发展/政府市场/治理体系,4个采分点全为政治/经济;非选必三逻辑与思维,no,no,no,scope_out=政治+经济(非选必三逻辑与思维),paper:024@L117-119; rubric:025@L55-69,细则025四点均为政治学/经济学知识;无选必三逻辑或思维节点
Q-2024西城一模-19-5,S-2024西城一模,19(5),主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_025_026,formal_rubric_docx,思维(逻辑与思维explicit),实践调研+矛盾分析+推理想象+超前思维,以实践为导向调研→把握状况因果规律→善用矛盾分析(内在矛盾/外在矛盾)→运用推理想象由过去现在推未来→超前思维,只罗列概念无材料分析丢分;漏"实践"基础扣分,yes,no,无blocker,paper:024@L121-122; rubric:025@L70-76,"题干明确""运用《逻辑与思维》知识"";细则025六点+附中补""强调实践+1分,超前思维,内外矛盾"";A-formal确认"
Q-2024西城一模-19-6,S-2024西城一模,19(6),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_025_026,formal_rubric_docx_其他模块,经济(机遇挑战+卡脖子助推开放),经济全球化/出口结构/技术标准话语权,4分机遇挑战+6分卡脖子全为经济知识;非选必三逻辑与思维,no,no,no,scope_out=经济与社会(非选必三逻辑与思维),paper:024@L122-123; rubric:025@L77-94,细则025全为经济政策分析;无选必三逻辑或思维节点
Q-2025东城期末-16,S-2025东城期末,16,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,哲学与文化,文化载体+源远流长博大精深+意识能动作用,题干明确"运用《哲学与文化》知识";非选必三逻辑与思维,no,no,no,scope_out=哲学与文化(非选必三逻辑与思维),paper:012@L164-177; rubric:012@L630-647(inline answer),细则012三点均为文化与哲学;无选必三推理或思维方法挂载;queue误tag为发散思维实非
Q-2025东城期末-18-1,S-2025东城期末,18(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,经济与社会,政府经济职能+新型举国体制+两个毫不动摇,题干明确"运用《经济与社会》知识";非选必三逻辑与思维,no,no,no,scope_out=经济与社会(非选必三逻辑与思维),paper:012@L190-198; rubric:012@L665-694(inline),细则012三点均为经济政策;无选必三推理或思维方法
Q-2025东城期末-18-2,S-2025东城期末,18(2),主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf,思维/创新思维,联想思维+发散思维+聚合思维(登月服设计),登月服=服装造型+火箭形象+传统文化(联想)+月面环境+航天员需要(聚合发散);三新(思路新方法新结果新),只列思维无材料分析丢分;混淆联想/发散/聚合归属丢分,yes,no,无blocker,paper:012@L199-203; rubric:012@L681-698(inline),"题干明确""运用《逻辑与思维》知识,创新思维"";细则012明确联想思维+聚合发散+三新;A-formal确认"
Q-2025东城期末-20,S-2025东城期末,20,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,当代国际政治与经济,经济全球化+国家利益+共同利益+开放发展,题干明确"运用《当代国际政治与经济》知识";非选必三逻辑与思维,no,no,no,scope_out=当代国际政治与经济(非选必三逻辑与思维),paper:012@L234-243; rubric:012@L735-749(inline),细则012四点均为国际政经;无选必三逻辑或思维节点;queue误tag为发散思维实非
Q-2025东城期末-21,S-2025东城期末,21,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_012_inline,formal_rubric_pdf_其他模块,综合所学(党/人民/法治/价值观),党的领导+人民主体+人民民主,"综合运用所学"开放性试题;细则012参考角度=党的领导/以人民为中心/法治/公共服务/实践/发展/价值观/中华优秀传统文化等(均非选必三逻辑与思维),no,no,no,scope_out=综合所学非选必三task(党+人民+法治为主),paper:012@L244-272; rubric:012@L751-765(inline),细则012三点均为政治+哲学+人民立场;无选必三推理或思维方法挂载;queue误tag实非
Q-2025丰台期末-16,S-2025丰台期末,16,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf_其他模块,哲学(质量互变规律+矛盾观为主),量变质变+适度原则+主要矛盾的主要方面,题干"哲学思考"非选必三逻辑与思维task;但示例使用"量变质变"为选必三辩证思维触点,可作evidence-pool边界,yes,no,scope_out=哲学(非选必三逻辑与思维primary task);但量变质变可fusion-only attach,paper:040@L215-222; rubric:040@L506-547(inline),示例:①量变质变前提+②抓住时机促质变+③适度原则+④主要矛盾主要方面=哲学+辩证思维触点;Q16为C-boundary但can_enter_fusion=yes(选必三动态性触点)
Q-2025丰台期末-18-1,S-2025丰台期末,18(1),主观题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf,推理/复合判断,必要条件假言判断+联言判断及保真条件,①"放得活才有春色满园;管得住才能土沃林丰"=必要条件假言判断;②"既是经验又是要求"=联言判断;保真条件:必要条件→前件是后件必要条件;联言→当且仅当各支都真,误判断类型(写充分而非必要)0分;漏保真条件丢分,yes,no,无blocker,paper:040@L240-251; rubric:040@L569-571(inline),细则040明确①必要条件假言判断+保真条件②联言判断+保真条件;A-formal确认
Q-2025丰台期末-18-2,S-2025丰台期末,18(2),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf_其他模块,经济与社会,有效市场+有为政府(数字经济),题干明确"运用《经济与社会》的相关知识";非选必三逻辑与思维,no,no,no,scope_out=经济与社会(非选必三逻辑与思维),paper:040@L252-253; rubric:040@L578-581(inline),细则040市场+政府双视角;无选必三逻辑或思维节点
Q-2025丰台期末-18-3,S-2025丰台期末,18(3),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_040_inline,formal_rubric_pdf_其他模块,政治与法治,科学立法+严格执法+公正司法+全民守法,题干明确"运用《政治与法治》知识";非选必三逻辑与思维,no,no,no,scope_out=政治与法治(非选必三逻辑与思维),paper:040@L261; rubric:040@L582-589(inline),细则040四个法治视角;无选必三逻辑或思维节点
Q-2025海淀期末-17-1,S-2025海淀期末,17(1),主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_015_inline,formal_rubric_inline,思维/科学思维,科学思维客观性(永动机违背物理规律),从实际出发+如实反映对象+把握客观规律;毛巾毛细作用吸水高度有限非永动,误用辩证思维或创新思维替代客观性丢分,yes,no,无blocker,paper:015@L103-106; rubric:015@L143-144(inline),题干明确"运用科学思维知识";细则015明确客观性规则+材料分析;A-formal确认
Q-2025海淀期末-17-2,S-2025海淀期末,17(2),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_015_inline,formal_rubric_inline_其他模块,哲学(发展观+对立统一+真理过程),纪念失败者=追求真理过程+发展观+对立统一,题干明确"从哲学角度";非选必三逻辑与思维,no,no,no,scope_out=哲学(非选必三逻辑与思维),paper:015@L107-109; rubric:015@L145(inline),细则015三点均为哲学知识;无选必三逻辑或思维节点
Q-2025海淀期末-18,S-2025海淀期末,18,主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_015_inline,formal_rubric_inline,思维/创新思维,逆向思维+联想思维(城市图书馆),逆向思维=人找书→书找人(对结构顺序反向思考);联想思维=赤印意象→建筑设计(同化性迁移),误用创新思维总称替代逆向/联想会扣分;混淆迁移类型扣分,yes,no,无blocker,paper:015@L110-118; rubric:015@L146-147(inline),细则015明确逆向思维(对事物结构顺序的已有认识进行反向思考)+联想思维(同化性迁移);A-formal确认
Q-2025海淀期末-22,S-2025海淀期末,22,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_015_inline,formal_rubric_inline_其他模块,综合所学(党+现代化+文化+精神+质量互变),党的领导+中国式现代化+中国梦+文化+民族精神+质量互变+人类命运共同体,综合性短文非选必三逻辑与思维primary task;但"质量互变规律"为选必三辩证思维触点可fusion-only,boundary_attach=质量互变规律为7角度选项之一非主线,yes,no,scope_out=综合所学(非选必三逻辑与思维primary);但质量互变可fusion-only attach,paper:015@L132-135; rubric:015@L155-156(inline),细则015"可从...质量互变规律..."等7个角度;Q22为C-boundary但can_enter_fusion=yes(选必三辩证思维触点)
Q-2025西城二模-16-1,S-2025西城二模,16(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_038,formal_rubric_docx_其他模块,哲学(规律+主观能动性+矛盾+价值观),废弃水井→动物乐园的哲学智慧,queue误tag为假言推理/创新思维实非;题干"哲学智慧";Q16(2)是真正的假言推理但本队列未列,no,no,no,scope_out=哲学(非选必三逻辑与思维),paper:037@L184; rubric:038@L9-13,细则038三个角度=尊重规律+矛盾分析+价值观导向;均哲学知识;Q16(2)假言推理本队列未含
Q-2025西城二模-17-1,S-2025西城二模,17(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_038,formal_rubric_docx_其他模块,经济与社会,价格信号+有效市场+有为政府+稳定供给,题干明确"运用《经济与社会》知识";非选必三逻辑与思维;queue误tag为概念实非,no,no,no,scope_out=经济与社会(非选必三逻辑与思维),paper:037@L202; rubric:038@L26-34,细则038三层均为经济政策分析;无选必三推理或思维方法
Q-2025西城二模-17-2,S-2025西城二模,17(2),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_038,formal_rubric_docx_其他模块,政治与法治(伞形社会概念评价),国体+党的领导+人大+民主集中制+多元主体+全过程民主,题干"运用《政治与法治》的知识";非选必三逻辑与思维;queue误tag实非,no,no,no,scope_out=政治与法治(非选必三逻辑与思维),paper:037@L217-218; rubric:038@L35-40,细则038两层均为政治学知识;无选必三逻辑或思维节点
Q-2025顺义一模-16,S-2025顺义一模,16,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_034,formal_rubric_docx_其他模块,哲学与文化,联系发展矛盾+文化载体+创造性转化创新性发展,题干"运用《哲学与文化》知识";非选必三逻辑与思维;queue误tag为辩证否定实非,no,no,no,scope_out=哲学与文化(非选必三逻辑与思维),paper:033@L46-47(via excerpt); rubric:034@L9-22,细则034哲学+文化双角度;无选必三推理或思维方法
Q-2025顺义一模-17-1,S-2025顺义一模,17(1),主观题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_034,formal_rubric_docx,推理/复合判断,充分条件假言+必要条件假言+相容选言判断,甲=充分条件假言(如果...就...前真后必真);乙=必要条件假言(除非...否则不...);丙=相容选言(或者...或者...至少一支真);三判同真→杭州既获基金又是人才高地,误识别判断类型0分;误把相容当不相容选言扣分,yes,no,无blocker,paper:033@L43-45(via excerpt); rubric:034@L24-29,"题干明确""运用《逻辑与思维》知识,写出三同学判断同时为真的条件"";细则034三类型+条件分析;A-formal确认"
Q-2025顺义一模-17-2,S-2025顺义一模,17(2),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_034,formal_rubric_docx_其他模块,经济与社会(政府视角),公共服务+市场监管+宏观调控+创新方式,题干暗含"政府主体"经济政策分析;非选必三逻辑与思维,no,no,no,scope_out=经济与社会(政府主体)(非选必三逻辑与思维),paper:033@L_skip; rubric:034@L31-39,细则034两个角度+四点均为政府经济职能;无选必三逻辑或思维节点
Q-2026东城一模-19-1,S-2026东城一模,19(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_046_inline,formal_rubric_inline_其他模块,研究方法(社会调查),调查研究法(获取一手资料弥补文献),题干"除文献研究外至少还需要哪一种方法"=研究方法补充;非选必三逻辑与思维thinking methods;queue误tag为创新思维实非,no,no,no,scope_out=研究方法补题(非选必三逻辑与思维核心task),paper:046@L257-259; rubric:046@L379(inline),细则046仅"调查研究法"+理由;非选必三逻辑或思维方法节点
Q-2026东城一模-19-2,S-2026东城一模,19(2),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_046_inline,formal_rubric_inline_其他模块,经济与社会(产业园分析),独特优势+推动北京高质量发展,题干"概括独特优势+作用"=经济产业分析;非选必三逻辑与思维,no,no,no,scope_out=经济与社会(非选必三逻辑与思维),paper:046@L279-280; rubric:046@L380-389(inline),细则046四点均为产业经济;无选必三逻辑或思维节点
Q-2026东城一模-19-3,S-2026东城一模,19(3),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_046_inline,formal_rubric_inline_其他模块,当代国际政治与经济,引进来+走出去+开放安全协同,题干明确"运用《当代国际政治与经济》知识";非选必三逻辑与思维,no,no,no,scope_out=当代国际政治与经济(非选必三逻辑与思维),paper:046@L281-282; rubric:046@L390-393(inline),细则046三层均为国际政经;无选必三逻辑或思维节点
Q-2026东城一模-19-4,S-2026东城一模,19(4),主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_046_inline,formal_rubric_inline,思维/系统观念+创新思维,系统观念+创新思维(把1拉长推进),"0→1"原始突破+"把1拉长"系统跃升=系统观念整体性+创新思维(从单点到链式),措施缺乏具体性扣分;不符合中关村发展目标扣分,yes,no,无blocker,paper:046@L289-290; rubric:046@L394(inline),题干明确"运用系统观念与创新思维的知识";细则046要求体现系统观念+创新思维;A-formal确认
Q-2026东城期末-16-1,S-2026东城期末,16(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,哲学与文化(白),对立统一+中华优秀传统文化+价值观,题干"运用《哲学与文化》知识";非选必三逻辑与思维,no,no,no,scope_out=哲学与文化(非选必三逻辑与思维),paper:044@L213-220; rubric:044@L335-347(inline),细则044三角度均为哲学+文化;无选必三逻辑或思维节点;queue将Q16拆为16(1)/16(2)实Q16为单题
Q-2026东城期末-16-2,S-2026东城期末,16(2),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,哲学与文化(白)与16(1)同题,对立统一+中华优秀传统文化+价值观(同16(1)),queue split-error:Q16在原卷为单题,queue误拆16(1)/16(2);两行实为同一题,no,no,no,scope_out=哲学与文化(非选必三逻辑与思维);queue split-error,"paper:044@L213-220; rubric:044@L335-347(inline),Q16在source paper和rubric中均为单一7分题;queue可能因auto-tag不同知识节点拆出16(2);两行同实为一题"
Q-2026东城期末-17-1,S-2026东城期末,17(1),主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,经济与社会,数据产权制度+公共数据开放共享,题干"运用《经济与社会》知识,说明理由";非选必三逻辑与思维,no,no,no,scope_out=经济与社会(非选必三逻辑与思维),"paper:044@L223-230; rubric:044@L348-351(inline),细则044建议+依据均为经济政策;无选必三推理或思维方法"
Q-2026东城期末-17-2,S-2026东城期末,17(2),主观题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf,推理/复合判断+逻辑规则,矛盾律+充分条件假言推理+必要条件假言推理,主张1=辩证否定(完整保留+必要拆改);主张2=充分条件假言(如果引入智能箱垃圾分类提升);主张3=三段论(科学民主方案+居民提案模式→科学民主),误识别判断/推理类型扣分;违反矛盾律辨析失误扣分,yes,no,无blocker,paper:044@L231-239; rubric:044@L352-353(inline),"题干明确""运用形式逻辑知识,论证三项主张是否符合逻辑"";细则044""运用矛盾律、充分条件假言推理、必要条件假言推理等逻辑规则"";A-formal确认"
Q-2026东城期末-21,S-2026东城期末,21,主观题,边界,B_TARGET_SCOPE_OUT,C-boundary,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf_其他模块,综合所学(党+人民+理念+系统观念),党的领导+人民立场+新发展理念+系统观念,综合性试题非选必三逻辑与思维primary task;细则提"系统观念"可fusion-only触点,boundary_attach=系统观念为4角度选项之一非主线,yes,no,scope_out=综合所学(非选必三逻辑与思维primary);系统观念可fusion-only attach,paper:044@L279-291; rubric:044@L373-385(inline),细则044四角度=党+人民+理念+系统观念;系统观念为选必三思维触点;Q21为C-boundary但can_enter_fusion=yes
