question_id,suite_id,source_locator,question_type,module,status,answer_locator,rubric_locator,visual_locator,full_stem_status,full_options_status,student_permission,risk_note
Q-2025西城二模-7,S-2025西城二模,038_Desktop_2025模拟题_2025各区二模_2025西城二模_细则_细则.docx::Q1-15表(7=C);039_GaokaoPolitics版同;037试卷::Q7,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_038_rubric,rubric_confirmed,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,①甲医生否定前件谬误;③甲医生演绎而非新结论;②求异法但非必然;④可信度甲>乙>丙合理
Q-2025顺义一模-17-1,S-2025顺义一模,paper:033@L43-45(via excerpt); rubric:034@L24-29,主观题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_034,formal_rubric_docx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,误识别判断类型0分;误把相容当不相容选言扣分
Q-2025顺义一模-5,S-2025顺义一模,036_顺义参考答案::Q5=B;034细则::Q5=B【详解】展开,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_B_from_036_rubric,rubric_confirmed,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,A非A且非B更极端非矛盾;C等价于A或B非矛盾;D只有...才...是必要条件非矛盾
Q-2025顺义一模-6,S-2025顺义一模,036顺义参考答案::Q6=C,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_036_rubric,rubric_confirmed,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,"①主项""政策工具""标错_主项实为""这个政策工具"";③划分""财政政策+公开市场业务+存款准备金+央行贷款""实为子部门混搭非划分标准不一"
Q-2025顺义一模-7,S-2025顺义一模,036顺义参考答案::Q7=A,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_A_from_036_rubric,rubric_confirmed,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,B两否定前提确不能必推但前提中第二个为否定而第一是否定_两否；C四概念正确不变；D中项不周延正确
Q-2026东城一模-19-4,S-2026东城一模,paper:046@L289-290; rubric:046@L394(inline),主观题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_046_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,措施缺乏具体性扣分;不符合中关村发展目标扣分
Q-2026东城一模-6,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Page9参考答案表(题号6=D),选择题,交叉,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_046_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,A辩证否定误用_联结非否定;B抽象思维误标_应为形象思维;C有些S是P不能必推有些S不是P
Q-2026东城期末-17-2,S-2026东城期末,paper:044@L231-239; rubric:044@L352-353(inline),主观题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_044_inline,formal_rubric_pdf,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,误识别判断/推理类型扣分;违反矛盾律辨析失误扣分
Q-2026东城期末-6,S-2026东城期末,044试卷::Q6=B,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_B_from_044_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,A只有纯净无辐射才有前景=纯净是必要前提_矛盾;B只有有前景才纯净=反向必要条件_可推出乌毛蕨纯净则有前景;C只是有些_不能必然推;D仅部分_不能必然推
Q-2026东城期末-7,S-2026东城期末,044试卷::Q7=A,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_A_from_044_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,排除其他三项后A为唯一真假矛盾的组合
Q-2026丰台一模-18-2,S-2026丰台一模,042(原卷renders/page_07)+043(细则SLIDE35-36),主观题,推理,L4_LOCKED_FOR_FUSION,answer_confirmed_PASS_TO_FUSION,rubric_confirmed_A_formal,VISUAL_CONFIRMED_LANE_B,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,甲：不可写演绎推理；乙：大项/中项/小项识别顺序=先找结论再定大项
Q-2026朝阳期中-11,S-2026朝阳期中,003 lines 130-136; 003 lines 297-326,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,A,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,B-choice-signal（paper answer table非formal rubric）；可入fusion，yes
Q-2026朝阳期中-12,S-2026朝阳期中,source_003=003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf.txt; 题干lines 137-147; 答案表lines 297-326 Q12=B,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_B_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,A陷哲学知识诱惑（唯物/唯心两派是实质问题非逻辑测试点）；C分类标准不一（形式vs范围）；D仙人掌IS植物违反矛盾律
Q-2026朝阳期中-13,S-2026朝阳期中,003 lines 148-158; 003 lines 297-326,选择题,交叉,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,D,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,②类比推理是推理部分（诱惑项非答案）；①哲学常识层面
Q-2026朝阳期中-14,S-2026朝阳期中,source_003=003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf.txt; 题干lines 159-168; 答案表lines 297-326 Q14=B,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_B_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,"②""求异法""表述不当（应为不完全归纳）；③""正确揭示本质规律""错（或然性≠必然）"
Q-2026朝阳期中-15,S-2026朝阳期中,source_003=003_Desktop_2026模拟题_2026各区期末和期中_2026朝阳期中_试卷_试卷.pdf.txt; 题干lines 169-175; 答案表lines 297-326 Q15=D,选择题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_paper_table,no_formal_rubric,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT_YET_GPT_BLOCKED,A（小浩自相矛盾）错；B（否定关系判断）错；C（联言支不能并存）错
Q-2026朝阳期中-20,S-2026朝阳期中,paper:003@L260-266; rubric:003@L345-348(inline),主观题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_003_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,误用单一矛盾或仅讲机遇/挑战丢分;漏整体性/动态性扣分
Q-2026朝阳期中-21-2,S-2026朝阳期中,paper:003@L286-287; rubric:003@L352-353(inline),主观题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_003_inline,formal_rubric_inline,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,只列思维总称丢分;混淆联想/发散/聚合/逆向归属扣分
Q-2026通州期末-11,S-2026通州期末,006试卷::Q11=C,选择题,交叉,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_006_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,A迁移飞跃错位;B分析综合普遍特殊普遍非该题进阶;D类比推理与系统整合错位
Q-2026通州期末-19-2,S-2026通州期末,paper:006@L258-266; rubric:006@L371-382(inline),主观题,推理,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_006_inline,formal_rubric_pdf,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,误识别假言推理类型扣分;肯定前件/肯定后件混淆扣分
Q-2026通州期末-5,S-2026通州期末,006_通州期末试卷::Q5=C,选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_C_from_006_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,①党执政兴国主旨过宽;④政府主导基层治理与共建共治共享相悖
Q-2026通州期末-8,S-2026通州期末,006试卷::Q8=D,选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_006_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,①情怀依赖参与者个人;②家国情怀核心源泉夸大
Q-2026通州期末-9,S-2026通州期末,006试卷::Q9=D,选择题,思维,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_D_from_006_paper,paired_candidate,text_extraction_clear,excerpt_present,choice_options_or_subjective_prompt_present,NO_STUDENT_DRAFT,"A完善基本医疗保障体系夸大;B创新思维保障民生但""优先构建""过窄;C发散思维拓展应用场景""转化服务要素""表述错"
Q-2026顺义一模-19-1,S-2026顺义一模,paper:001@L328-334; rubric:002@L31-42,主观题,交叉,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,answer_confirmed_from_rubric_002,formal_rubric_pptx,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,excerpt_present,subjective_prompt_present,NO_STUDENT_DRAFT,只判断对错不分析理由扣分;漏前提真假/结构正确两条件扣分
