batch03_id,canonical_question_id,suite_id,source_id,stable_locator,original_qno,question_type,scope_status,section_scope,knowledge_node,reasoning_node,phase04_level,verification_level,answer_pairing_status,rubric_pairing_status,visual_status,gap_priority,gap_action,blocker_reason,batch03_required_action,batch03_student_permission,excerpt
B03A_subjective_first,Q-2025东城期末-21,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q21,21,主观题,in_scope,推理,判断,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,targeted Lane B verification for A-only subjective/high-number question,targeted Lane B verification for A-only subjective/high-number question,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"21.【分析】本题要求结合材料,综合运用所学,谈谈你对“中国式现代化,民生为大是价值取向,更是 实践要求”这句话的理解,属于分析说明类试题,具有开放性,紧扣设问话题,可从党的领导、以人民 ===== PAGE 20 ===== 第20页/共20页 为中心、法治、公共服务、实践、发展、价值观、中华优秀传统文化等角度作答。 【解答】1坚持以人民为中心的发展思想,中国共产党坚持人民的主体地位,坚持立党为公、执政为民, 践行全心全意为人民服务的根本宗旨,把党的群众路线贯彻到治国理政全部活动之中,把人民对美好生 活的向往作为奋斗目标,依靠人民创造历史伟业,民生无小事枝叶总关情,中国式现代化,民生为大。 2人民群众是历史的创造者,坚持群众观点,群众路线。江山就是人民,人民就是江山。坚持正确的价 值判断和价值选择,维护好、发展好人民群众的根本利益。 3我国是人民民"
B03B_choice_second,Q-2025东城期末-7,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q7,7,选择题,in_scope,推理,推理,假言推理;归纳推理与因果探求,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"7.【分析】本题考查:国家宏观调控 (1)含义:宏观调控是指国家综合运用各种手段对国民经济进行调节和控制。 (2)必要性:社会主义市场经济的正常运行与发展,需要科学的宏观调控。宏观调控是政府的主要职 责和作用之一。 (3)目标:促进经济增长,增加就业,稳定物价,保持国际收支平衡。 (4)手段:经济手段、法律手段、行政手段。 (5)宏观调控应以经济手段和法律手段为主,辅之以必要的行政手段。各种手段相互配合,形成科学 的宏观调控体系,充分发挥宏观调控手段的总体功能。 【解答】1正确,依据题意,通过深化体制机制改革,可以优化营商环境,有利于激发市场主体活力; 2错误,加大对居民消费补贴,并不能降低商品价格,因为商品价格是由价值决定,同时受到供求关系 的影响; 3错误,降低存款准备金率属于货币政策,而加强基建财政支持属于财政政策; 4正确,鼓励芯片技术研发可"
B03B_choice_second,Q-2025东城期末-8,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q8,8,选择题,in_scope,推理,必要条件,假言推理;归纳推理与因果探求,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"8.【分析】本题考查:发展更高层次的开放型经济 (1)对外开放是我国一项长期的基本国策。 1必然性:实行对外开放,是经济全球化的客观要求;是发展社会主义市场经济的内在要求;也是我国 社会主义现代化建设的必要条件。 2重要性:极大地促进了社会生产力的发展、综合国力的增强和人民生活水平的提高。 (2)我国对外开放的基本格局:全方位、宽领域、多层次。 (3)实行更加积极主动的开放战略,完善互利共赢、多元平衡、安全高效的开放型经济体系。 1要加快转变对外经济发展方式,推动开放朝着优化结构、拓展深度、提高效益方向转变,着力培育开 放型经济发展新优势。形成以技术、品牌、质量、服务为核心的出口竞争新优势, 促进加工贸易转型升级,发展服务贸易。提高利用外资综合优势和总体效益,推动引资、引技、引智有 机结合。 2促进“引进来”和“走出去”更好结合。经过多年的发展,我国"
B03B_choice_second,Q-2025东城期末-9,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q9,9,选择题,in_scope,推理,前提,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"9.【分析】本题考查:和平与发展的时代主题 (1)和平问题 1含义:维护世界和平、防止新的世界战争的问题。 2意义:和平是人类社会存在和发展的基本条件,维护世界和平将给各国经济发展和其他全球性问题的 解决创造必要的前提。 (2)发展问题 1含义:世界经济的发展,特别是发展中国家经济的发展问题。 2突出问题:南北发展不平衡。 (3)主要障碍:霸权主义和强权政治。 ===== PAGE 13 ===== 第13页/共20页 (4)有效途径:坚决反对霸权主义和强权政治,建立以和平共处五项原则为基础的有利于世界和平与 发展的国际新秩序。 【解答】A 符合题意,金砖十国领导人就加强多边主义、推动全球和地区稳定与安全、加强经济金融合 作等多项议题达成重要共识,这反映出发展中国家谋和平发展、促合作共赢的强烈愿望; B 错误,联合国是世界最具代表性的国际组织; C "
B03A_subjective_first,Q-2025丰台期末-18-1,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(1),18(1),主观题,in_scope,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"18. 高水平社会主义市场经济体制是中国式现代化的重要保障。 材料一 高水平社会主义市场经济体制是更高层次、更高标准的市场经济体制。1“放得活”才有春 色满园,“管得住”才能土沃林丰,2这不仅是我国改革开放40 多年实践中被不断验证的成功经验,更 是构建高水平社会主义市场经济体制、实现高质量发展的内在要求。 在当今经济全球化与国内经济转型发展的大背景下,诸多领域面临着如何平衡“放得活”与“管得 住”关系的这一重要课题。例如,数字经济迅速发展、辐射范围日益宽广、影响程度逐渐加深,同时,市 场垄断、数据安全、数据伦理等问题亟待解决。 ===== PAGE 7 ===== 第7页/共18页 (1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。 (2)运用《经济与社会》的相关知识,分析发展数字经济应如何处理好“放得活”与“管得住”的关 系。 材料"
B03A_subjective_first,Q-2025丰台期末-18-2,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(2),18(2),主观题,in_scope,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"18. 高水平社会主义市场经济体制是中国式现代化的重要保障。 材料一 高水平社会主义市场经济体制是更高层次、更高标准的市场经济体制。1“放得活”才有春 色满园,“管得住”才能土沃林丰,2这不仅是我国改革开放40 多年实践中被不断验证的成功经验,更 是构建高水平社会主义市场经济体制、实现高质量发展的内在要求。 在当今经济全球化与国内经济转型发展的大背景下,诸多领域面临着如何平衡“放得活”与“管得 住”关系的这一重要课题。例如,数字经济迅速发展、辐射范围日益宽广、影响程度逐渐加深,同时,市 场垄断、数据安全、数据伦理等问题亟待解决。 ===== PAGE 7 ===== 第7页/共18页 (1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。 (2)运用《经济与社会》的相关知识,分析发展数字经济应如何处理好“放得活”与“管得住”的关 系。 材料"
B03A_subjective_first,Q-2025丰台期末-18-3,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q18(3),18(3),主观题,in_scope,推理,保真;假言;判断;必要条件;联言,假言推理;联言推理;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"18. 高水平社会主义市场经济体制是中国式现代化的重要保障。 材料一 高水平社会主义市场经济体制是更高层次、更高标准的市场经济体制。1“放得活”才有春 色满园,“管得住”才能土沃林丰,2这不仅是我国改革开放40 多年实践中被不断验证的成功经验,更 是构建高水平社会主义市场经济体制、实现高质量发展的内在要求。 在当今经济全球化与国内经济转型发展的大背景下,诸多领域面临着如何平衡“放得活”与“管得 住”关系的这一重要课题。例如,数字经济迅速发展、辐射范围日益宽广、影响程度逐渐加深,同时,市 场垄断、数据安全、数据伦理等问题亟待解决。 ===== PAGE 7 ===== 第7页/共18页 (1)写出1和2是什么判断类型,并分别说明该判断类型的保真条件。 (2)运用《经济与社会》的相关知识,分析发展数字经济应如何处理好“放得活”与“管得住”的关 系。 材料"
B03B_choice_second,Q-2025丰台期末-9,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q9,9,选择题,in_scope,推理,假言;充分条件;判断;推理;联言;选言,假言推理;归纳推理与因果探求;假言推理;选言推理;假言推理;选言推理;联言推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,module-boundary decision with answer key/rubric,module-boundary decision with answer key/rubric,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"9. 【答案】D 【详解】A:“小李既没报陕西研学,也没报贵州研学”是一个联言判断,如果一个联言判断是真的,它 的联言支都是真的,可以推出“小李既没报陕西研学,也没报贵州研学”,但推不出“小李报湖南研学” 为真,小李可能报甘肃研学,A 排除。 B:“小张或者去甘肃游学,或者去湖南游学”是一个不相容选言判断,能推出“小张去甘肃游学,没有 去湖南游学”为真或者“小张没有去甘肃游学,去了湖南游学”为真,不能直接说“小张去甘肃游学”为 真,小张也可能去湖南游学,B 错误。 C:“主动将研学中的所见所闻与学科知识建立联系”是“在研学中有所收获”的充分条件,而不是必要 条件,因为“在研学中有所收获”还可以有其他方法和途径,不是说“不将研学中的所见所闻与学科知识 建立联系”就“不能在研学中有所收获”。所以由“王同学在研学中有所收获”为真,不能推出“王同学 主动将研"
B03A_subjective_first,Q-2025西城二模-16-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q16(1),16(1),主观题,in_scope,推理,假言;充分条件;创新思维;判断;推理,假言推理;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"16.(14 分) 京郊的鹿叫村遗址,生物资源丰富,是各种野生动植物的栖息地。 上世纪80年代,因为取水问题鹿叫村整体搬迁,村落遗址内保留着较 多废弃水井和地窖,时常有动物掉入,对区域野生动物造成极大威胁。 2024 年,延庆区自然保护地管理处在水井内建造了攀爬台阶,并营造了5 处雨水收集池,便于不同体型的动物们自由取水。 近日,工作人员在饮水 设施周边发现了多种野生动物活动痕迹,经分析采集到的影像资料,确认 有勺鸡、貉、雕鸮、狍子、野猪、岩松鼠、红嘴蓝鹊等十余种野生动物在 此饮水觅食,这里已经成为多个物种的栖息地。 (1)废弃水井变成了动物乐园,请说明背后的哲学智慧。(6 分) (2)已知以下条件: 1勺鸡和雕鸮不会同时出现在同一饮水点。 2若发现岩松鼠的活动痕迹,则一定能找到红嘴蓝鹊。 问题: 工作人员在某雨水收集池同时观察到雕鸮和红嘴蓝鹊,能否"
B03A_subjective_first,Q-2025西城二模-17-1,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q17(1),17(1),主观题,in_scope,推理,概念,逻辑三律与概念规则,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"17.(13 分) 价格治理是宏观经济治理的重要内容。为进一步深化价格改革,完善价格治理机制,中共中央办公厅、 国务院办公厅发布《关于完善价格治理机制的意见》。 当前,我国全社会97.5%的商品和服务价格由市场形成,极大优化了资源配置,有效激发了市场活力。 《意见》提出,能由市场形成价格的都交给市场。同时,要创新服务重点领域发展和安全的价格引导机制, 聚焦农业、能源、公用事业、公共服务、公共数据五个重点领域,发挥价格引导作用。 (1)结合材料,运用《经济与社会》知识,阐述国家聚焦这些重点领域进行价格治理的意义。(6 分) 有学者在研究地方发展过程中政府作用时,提出了“伞形社会”的概念。这位学者解释说,之所以用 完善促进粮食和重要农产品稳定安全供给的农业价格政策 健全促进绿色低碳转型的能源价格政策 健全促进可持续发展的公用事业价格机制 完善促进均衡可及"
B03A_subjective_first,Q-2025西城二模-17-2,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q17(2),17(2),主观题,in_scope,推理,概念,逻辑三律与概念规则,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"17.(13 分) 价格治理是宏观经济治理的重要内容。为进一步深化价格改革,完善价格治理机制,中共中央办公厅、 国务院办公厅发布《关于完善价格治理机制的意见》。 当前,我国全社会97.5%的商品和服务价格由市场形成,极大优化了资源配置,有效激发了市场活力。 《意见》提出,能由市场形成价格的都交给市场。同时,要创新服务重点领域发展和安全的价格引导机制, 聚焦农业、能源、公用事业、公共服务、公共数据五个重点领域,发挥价格引导作用。 (1)结合材料,运用《经济与社会》知识,阐述国家聚焦这些重点领域进行价格治理的意义。(6 分) 有学者在研究地方发展过程中政府作用时,提出了“伞形社会”的概念。这位学者解释说,之所以用 完善促进粮食和重要农产品稳定安全供给的农业价格政策 健全促进绿色低碳转型的能源价格政策 健全促进可持续发展的公用事业价格机制 完善促进均衡可及"
B03B_choice_second,Q-2025顺义一模-10,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q10,10,选择题,in_scope,推理,前提,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"10.某公司员工邓某将其已怀孕的情况告知人事部门,公司于当日通知邓某调岗到外省,调岗理由为邓某 在一年内有两天的工作日志内容一致,主观认为存在日志作假情形。邓某表示愿意在产假结束后去外省上 班。公司以其“工作日志弄虚作假,不服从公司工作安排,严重缺乏职业道德”和依据《劳动法》第三条第 二款的规定向邓某发送《解除劳动合同通知函》。因此双方发生争议。 法条链接《中华人民共和国劳动法》第三条第二款规定:“劳动者应当完成劳动任务,提高职业 ===== PAGE 4 ===== 第4页/共18页 技能,执行劳动安全卫生规程,遵守劳动纪律和职业道德。” 第五十八条国家对女职工和未成年工实行特殊劳动保护。 对此,下列说法正确的是( ) A.邓某可以特殊劳动保护的原则和调岗理由缺乏事实依据,依法要求公司履行合同 B.邓某虽未完整履行义务,但公司单方解约违背了协商一致"
B03A_subjective_first,Q-2025顺义一模-17-1,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(1),17(1),主观题,in_scope,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,假言推理;假言推理;选言推理;其他复合推理;选言推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"17.营商环境“强磁场”,科创活力引力足。 材料一 杭州“六小龙”在科创赛道上的“成绩单”惊艳四座。国内多个城市发出灵魂之问:为什么 是杭州? 甲、乙、丙三位同学针对这个问题展开讨论,做出下列回答。 ===== PAGE 6 ===== 第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,或者需要科创基金支持,或者需要成为科创人才高地。 (1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖"
B03A_subjective_first,Q-2025顺义一模-17-2,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q17(2),17(2),主观题,in_scope,推理,假言;充分条件;判断;必要条件;推理;演绎推理;选言,假言推理;假言推理;选言推理;其他复合推理;选言推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"17.营商环境“强磁场”,科创活力引力足。 材料一 杭州“六小龙”在科创赛道上的“成绩单”惊艳四座。国内多个城市发出灵魂之问:为什么 是杭州? 甲、乙、丙三位同学针对这个问题展开讨论,做出下列回答。 ===== PAGE 6 ===== 第6页/共18页 甲:杭州如果有科创基金支持,那么就会成为科创人才高地。乙:杭州除非获得科创基金支持, 否则不能成为科创人才高地。 丙:杭州推进创新活力之城建设,或者需要科创基金支持,或者需要成为科创人才高地。 (1)结合材料,运用《逻辑与思维》知识,写出上述同学判断同时为真的条件,并说明理由。 材料二 2025 年《政府工作报告》指出,“梯度培育创新型企业,促进专精特新中小企业发展壮 大”。 专精特新中小企业创新能力强、发展活力足,是培育新质生产力的重要力量。 专精特新中小企业是指具有“专业化、精细化、特色化、新颖"
B03B_choice_second,Q-2025顺义一模-4,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q4,4,选择题,in_scope,推理,判断;结论,其他复合推理;联言推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"4.你的时间都去哪儿了?2024 年10 月31 日,国家统计局发布第三次全国时间利用调查公报。 全国居民主要活动大类时间利用情况(按一周7 天计算的每日活动) 主要活动大类 2018 年居民每日平均时间 2024 年居民每日平均时间 家务劳动时间 1 小时26 分钟 1 小时17 分钟 ===== PAGE 2 ===== 第2页/共18页 健身活动参与时间 0 小时31 分钟 0 小时35 分钟 学习培训时间 0 小时27 分钟 1 小时47 分钟 互联网使用时间 2 小时42 分钟 5 小时37 分钟 ...... ...... ...... 数据来源:国家统计局发布第二次、第三次全国时间利用调查公报 对比两次调查公报的部分内容,下列说法正确的是( ) 1调查结果具有直接现实性,能客观反映居民生活模式和生活质量状况 2居民互联网使用时间的大幅增"
B03B_choice_second,Q-2025顺义一模-5,S-2025顺义一模,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf::Q5,5,选择题,in_scope,推理,必要条件;联言,假言推理;周延判断;联言推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,module-boundary decision with answer key/rubric,module-boundary decision with answer key/rubric,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"5.B 【详解】原命题“这篇散文不但文笔生动,而且富有哲理”是联言命题,逻辑形式为“A 且B”(A:文笔生 动,B:富有哲理)。其矛盾命题应为“非A 或非B”(即A 和B 不同时成立) A:“文笔不生动且不富有哲理”(非A 且非B),是更极端的否定,并非原命题的矛盾命题 ,A 与题意不 符。 B:“或者文笔不生动,或者不富有哲理”(非A 或非B),与原命题相矛盾 ,B 符合题意。 C:“如果文笔不生动,则富有哲理”(非A→B),逻辑等价于“A 或B”,即“文笔生动或富有哲理”,与原命 题可共存,不矛盾,C 与题意不符。 D:“只有富有哲理才文笔生动”,这里文笔生动(A)的必要条件是富有哲理(B),也就是A→B,不是 “非A 或非B”,即不是原命题的矛盾命题,D 与题意不符。 故本题选B。"
B03B_choice_second,Q-2026东城一模-12,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q12,12,选择题,in_scope,推理,结论,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"12.对下图的分析,以下结论合理的是 脑机接口产业链构成 A.产业链结构不合理,应通过政策支持实现各环节企业数量均衡 B.上游核心器件技术壁垒较高,企业应加强核心技术攻关 C.中游企业处于价值链中低端,应加速转型升级 D.下游企业占比高,表明脑机接口技术已实现商业规模化落地"
B03B_choice_second,Q-2026东城一模-2,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q2,2,选择题,in_scope,推理,前提,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"2.北京隆福寺街区老字号餐饮、文创产品、新式饮品深受年轻群体青睐。潮流市集,非遗沉浸体验,机 器人注入科技活力,老街区成为兼具烟火气与时尚感的城市地标。这表明 1传统商业与新型消费场景深度融合,有效释放消费潜力 2挖掘传统文化的经济价值,是实现文化传承的必要前提 3文化与经济的对立统一推动街区业态迭代与功能升级 4时尚潮流引领科技创新,文化繁荣激活城市内生动力 A.13 B.14 C.23 D.24"
B03B_choice_second,Q-2026东城期末-14,S-2026东城期末,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf,044_Desktop_2026模拟题_2026各区期末和期中_2026东城期末_试卷_试卷.pdf::Q14,14,选择题,in_scope,推理,前提,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"14. 全球具身智能机器人市场在技术迭代、政策支持等多因素驱动下蓬勃发展。美国以技术原创加上军工牵 引为主线,欧洲坚持“伦理先行”,以合规与精度建立壁垒,中国企业以“技术出海+本地化合作”策略 向国际市场发力。产业竞争的加剧带来全球智能鸿沟和安全风险挑战。对此,下列认识正确的是( ) A. 全球具身智能机器人市场竞争力的提升成为当前国际竞争的实质 B. 中国具身智能机器人企业的出海成功主要依赖于低的制造成本 C. 国际治理框架的完善是弥合全球智能鸿沟、保障安全的根本前提 D. 全球智能治理需在鼓励创新与防范风险、促进普惠之间寻求平衡"
