question_id,suite_id,qno,primary_reasoning_type,logical_form_status,rule_slogan_status,trap_status,answer_action_status,phase04_level,blocker_reason
Q-2024朝阳期中-7,S-2024朝阳期中,7,三段论,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2024朝阳期中-8,S-2024朝阳期中,8,假言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2024朝阳期中-9,S-2024朝阳期中,9,归纳推理与因果探求,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2024海淀二模-14,S-2024海淀二模,14,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024海淀二模-16,S-2024海淀二模,16,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,targeted Lane B verification for A-only subjective/high-number question
Q-2024海淀二模-4,S-2024海淀二模,4,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024海淀二模-6,S-2024海淀二模,6,换质换位,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2024海淀二模-8,S-2024海淀二模,8,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-11,S-2024西城一模,11,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L0_BLOCKED,visual/options/rubric recovery before fusion
Q-2024西城一模-13,S-2024西城一模,13,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-19-1,S-2024西城一模,19(1),归纳推理与因果探求;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-19-2,S-2024西城一模,19(2),归纳推理与因果探求;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-19-3,S-2024西城一模,19(3),归纳推理与因果探求;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-19-4,S-2024西城一模,19(4),归纳推理与因果探求;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-19-5,S-2024西城一模,19(5),归纳推理与因果探求;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2024西城一模-19-6,S-2024西城一模,19(6),归纳推理与因果探求;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025东城期末-13,S-2025东城期末,13,三段论;三段论;周延判断;三段论;周延判断;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025东城期末-14,S-2025东城期末,14,假言推理;周延判断;假言推理;选言推理;联言推理;周延判断;逻辑三律与概念规则;假言推理;选言推理;联言推理;逻辑三律与概念规则;周延判断;周延判断;逻辑三律与概念规则;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025东城期末-15,S-2025东城期末,15,假言推理;假言推理;周延判断;周延判断,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025东城期末-18-1,S-2025东城期末,18(1),三段论,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025东城期末-18-2,S-2025东城期末,18(2),三段论,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025东城期末-2,S-2025东城期末,2,逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025东城期末-21,S-2025东城期末,21,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,targeted Lane B verification for A-only subjective/high-number question
Q-2025东城期末-7,S-2025东城期末,7,假言推理;归纳推理与因果探求,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025东城期末-8,S-2025东城期末,8,假言推理;归纳推理与因果探求,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025东城期末-9,S-2025东城期末,9,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025丰台期末-10,S-2025丰台期末,10,假言推理;归纳推理与因果探求;类比推理;归纳推理与因果探求;类比推理;类比推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025丰台期末-16,S-2025丰台期末,16,其他复合推理;联言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,targeted Lane B verification for A-only subjective/high-number question
Q-2025丰台期末-18-1,S-2025丰台期末,18(1),假言推理;联言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025丰台期末-18-2,S-2025丰台期末,18(2),假言推理;联言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025丰台期末-18-3,S-2025丰台期末,18(3),假言推理;联言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025丰台期末-9,S-2025丰台期末,9,假言推理;归纳推理与因果探求;假言推理;选言推理;假言推理;选言推理;联言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,module-boundary decision with answer key/rubric
Q-2025海淀期末-8,S-2025海淀期末,8,假言推理;选言推理;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025西城二模-16-1,S-2025西城二模,16(1),假言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025西城二模-16-2,S-2025西城二模,16(2),假言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,Codex local patch ready; requires Lane B targeted verification before locked fusion
Q-2025西城二模-17-1,S-2025西城二模,17(1),逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025西城二模-17-2,S-2025西城二模,17(2),逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025西城二模-7,S-2025西城二模,7,归纳推理与因果探求,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L0_BLOCKED,visual/options/rubric recovery before fusion
Q-2025顺义一模-10,S-2025顺义一模,10,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025顺义一模-17-1,S-2025顺义一模,17(1),假言推理;假言推理;选言推理;其他复合推理;选言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025顺义一模-17-2,S-2025顺义一模,17(2),假言推理;假言推理;选言推理;其他复合推理;选言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025顺义一模-4,S-2025顺义一模,4,其他复合推理;联言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2025顺义一模-5,S-2025顺义一模,5,假言推理;周延判断;联言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,module-boundary decision with answer key/rubric
Q-2025顺义一模-6,S-2025顺义一模,6,三段论;联言推理;周延判断;逻辑三律与概念规则;假言推理;联言推理;周延判断;逻辑三律与概念规则;联言推理;周延判断;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2025顺义一模-7,S-2025顺义一模,7,三段论;周延判断;三段论;周延判断;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026东城一模-12,S-2026东城一模,12,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城一模-2,S-2026东城一模,2,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城一模-6,S-2026东城一模,6,换质换位,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,module-boundary decision with answer key/rubric
Q-2026东城期末-14,S-2026东城期末,14,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-16-1,S-2026东城期末,16(1),假言推理;逻辑三律与概念规则;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-16-2,S-2026东城期末,16(2),假言推理;逻辑三律与概念规则;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-17-1,S-2026东城期末,17(1),三段论;假言推理;三段论;假言推理;周延判断;三段论;周延判断;假言推理;联言推理;逻辑三律与概念规则;假言推理;逻辑三律与概念规则;其他复合推理;联言推理;逻辑三律与概念规则;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-17-2,S-2026东城期末,17(2),三段论;假言推理;三段论;假言推理;周延判断;三段论;周延判断;假言推理;联言推理;逻辑三律与概念规则;假言推理;逻辑三律与概念规则;其他复合推理;联言推理;逻辑三律与概念规则;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,module-boundary decision with answer key/rubric
Q-2026东城期末-3,S-2026东城期末,3,三段论;假言推理;三段论;假言推理;周延判断;逻辑三律与概念规则;三段论;假言推理;逻辑三律与概念规则;假言推理;假言推理;类比推理;其他复合推理;归纳推理与因果探求;类比推理;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-4,S-2026东城期末,4,类比推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-5,S-2026东城期末,5,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-6,S-2026东城期末,6,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026东城期末-7,S-2026东城期末,7,三段论,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026丰台一模-18-2,S-2026丰台一模,18(2),必要条件假言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L4_LOCKED_FOR_FUSION,student draft still blocked by GPT Phase03 gate
Q-2026朝阳期中-1,S-2026朝阳期中,1,三段论,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026朝阳期中-11,S-2026朝阳期中,11,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,Codex local patch ready; requires Lane B targeted verification before locked fusion
Q-2026朝阳期中-13,S-2026朝阳期中,13,类比推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,Codex local patch ready; requires Lane B targeted verification before locked fusion
Q-2026朝阳期中-14,S-2026朝阳期中,14,归纳推理与因果探求,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,Codex local patch ready; requires Lane B targeted verification before locked fusion
Q-2026朝阳期中-15,S-2026朝阳期中,15,联言推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,Codex local patch ready; requires Lane B targeted verification before locked fusion
Q-2026朝阳期中-18,S-2026朝阳期中,18,其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,targeted Lane B verification for A-only subjective/high-number question
Q-2026通州期末-11,S-2026通州期末,11,类比推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026通州期末-19-1,S-2026通州期末,19(1),假言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026通州期末-19-2,S-2026通州期末,19(2),假言推理;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026顺义一模-19-1,S-2026顺义一模,19(1),三段论;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026顺义一模-19-2,S-2026顺义一模,19(2),三段论;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026顺义一模-19-3,S-2026顺义一模,19(3),三段论;其他复合推理,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
Q-2026顺义一模-4,S-2026顺义一模,4,归纳推理与因果探求;类比推理;逻辑三律与概念规则,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,field-level diff cleanup during fusion
Q-2026顺义一模-5,S-2026顺义一模,5,其他复合推理;周延判断,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,module-boundary decision with answer key/rubric
Q-2026顺义一模-7,S-2026顺义一模,7,归纳推理与因果探求,pending_extraction,pending_extraction,pending_extraction,pending_extraction,L1_A_ONLY_PENDING_B_TARGET,answer pairing / targeted verification if in-scope after canonical check
