file_id,original_file_path,working_file_path,file_name,year,district,exam_stage,file_type,suspected_role,text_layer_status,page_count,hash,processing_method,linked_files,notes
F0011,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,试卷.pdf,2024,东城,一模,pdf,paper,image_pdf,12,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,pymupdf_text_extract,F0009|F0010|F0234|F0235|F0236,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0011.txt
F0012,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,202404朝阳高三政治一模试卷讲评.pptx,2024,朝阳,一模,pptx,lecture,ppt,50,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,python-pptx,F0013|F0014|F0015|F0237|F0238|F0239|F0240,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0012.txt
F0013,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,细则.pptx,2024,朝阳,一模,pptx,subjective_rubric,ppt,50,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,python-pptx,F0012|F0014|F0015|F0237|F0238|F0239|F0240,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0013.txt
F0014,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,细则.docx,2024,朝阳,一模,docx,subjective_rubric,text_layer,40,f6013d54b52c02dcf40a2ff1f845c124598281324f98545a577914b901e7688c,python-docx,F0012|F0013|F0015|F0237|F0238|F0239|F0240,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0014.txt
F0015,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,试卷.pdf,2024,朝阳,一模,pdf,paper,text_layer,8,25b655e73b7424e7aa7bb467e71553461c8133b8e7e161e6d9de575176b949cc,pymupdf_text_extract,F0012|F0013|F0014|F0237|F0238|F0239|F0240,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0015.txt
F0016,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,细则.pdf,2024,朝阳,二模,pdf,subjective_rubric,text_layer,5,84218459671af8ac66324584cd608c778703ef44e2eda745694745b53e3de302,pymupdf_text_extract,F0017|F0018|F0241|F0242|F0243,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0016.txt
F0017,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,细则.docx,2024,朝阳,二模,docx,subjective_rubric,text_layer,32,f7c4cc4ac52ecefd124cb890fb4f0e117c7a9312d2f51a97d6e2d102e3ef4cf1,python-docx,F0016|F0018|F0241|F0242|F0243,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0017.txt
F0018,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,试卷.pdf,2024,朝阳,二模,pdf,paper,text_layer,8,9223488a4b5e6f80ad8c2b56a1eb09e4c2f5bfed13ce12ac2f0a2cccc7d46dce,pymupdf_text_extract,F0016|F0017|F0241|F0242|F0243,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0018.txt
F0019,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,细则.docx,2024,朝阳,期中,docx,subjective_rubric,text_layer,205,0f8ea3bbe2629d2f6b750e3d95a3505f2d664078ff4b03f2ca7845c70fb057d3,python-docx,F0020|F0021|F0022|F0023|F0244|F0245|F0246|F0247|F0248,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0019.txt
F0020,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,2024.11期中政治朝阳评标2.docx,2024,朝阳,期中,docx,evaluation_standard,text_layer,29,92a268ce852f69446644c8427066cccff0fd143bdc9ff70a4d813f1c3b82d261,python-docx,F0019|F0021|F0022|F0023|F0244|F0245|F0246|F0247|F0248,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0020.txt
F0021,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,细则.rtf,2024,朝阳,期中,rtf,subjective_rubric,text_layer,,25b6e8c2207d9d9e689462af90fff5aee07606916f238c2981ab54a83291a557,textutil,F0019|F0020|F0022|F0023|F0244|F0245|F0246|F0247|F0248,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0021.txt
F0022,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,202411朝阳高三政治 期中1试题(1).pdf,2024,朝阳,期中,pdf,paper,text_layer,8,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,pymupdf_text_extract,F0019|F0020|F0021|F0023|F0244|F0245|F0246|F0247|F0248,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0022.txt
F0023,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,试卷.pdf,2024,朝阳,期中,pdf,paper,text_layer,8,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,pymupdf_text_extract,F0019|F0020|F0021|F0022|F0244|F0245|F0246|F0247|F0248,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0023.txt
F0024,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,细则.docx,2024,海淀,一模,docx,subjective_rubric,text_layer,69,b692254ceb1b81747ef1b03d5e5f42daeb261dab7b8951bcbb992980e56ad378,python-docx,F0025|F0026|F0249|F0250|F0251,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0024.txt
F0025,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,一模政治-答案.docx,2024,海淀,一模,docx,subjective_rubric,text_layer,26,98d1d762f302004f8166a9f61d972313912724efef27025c64f909cc1b585c65,python-docx,F0024|F0026|F0249|F0250|F0251,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0025.txt
F0026,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,试卷.pdf,2024,海淀,一模,pdf,paper,text_layer,8,4bc0edec2a08a90ef83b813fd06a431d5ee7a1fc68cf77bd65b2c98d553d2eaa,pymupdf_text_extract,F0024|F0025|F0249|F0250|F0251,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0026.txt
F0027,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,细则.pdf,2024,海淀,期中,pdf,subjective_rubric,text_layer,71,fee5258a9b7359d59a4bc6ed5cd3524d055ca156768bc04de81227f6397c3cee,pymupdf_text_extract,F0028|F0252|F0253,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0027.txt
F0028,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,试卷.pdf,2024,海淀,期中,pdf,paper,text_layer,8,16c75dff224a222c0e7ba19eb0e6a147560e92549376e7859b830b2f1449f512,pymupdf_text_extract,F0027|F0252|F0253,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0028.txt
F0029,/Users/wanglifei/Desktop/2024模拟题/东城二模/.DS_Store,/Users/wanglifei/Desktop/2024模拟题/东城二模/.DS_Store,.DS_Store,2024,东城,二模,unknown,unknown,unknown,,e318057cde223da490e426de55cb4ac4d71218fedaea98a65ca57dc61b2ed818,not_processed,F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,macOS metadata file skipped
F0030,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/.DS_Store,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/.DS_Store,.DS_Store,2024,东城,二模,unknown,subjective_rubric,unknown,,21ed76f3a38fa1f7ae17fafee0206ab323291d41c6125cac2b2f1d81c9694b37,not_processed,F0029|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,macOS metadata file skipped
F0031,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,16题二模阅卷总结.docx,2024,东城,二模,docx,marking_report,text_layer,2,3fe06deac367805d39bc33669269116e42be7e0e03a8f09f14961f5b37532691,python-docx,F0029|F0030|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0031.txt
F0032,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,16题评分细则.pptx,2024,东城,二模,pptx,marking_report,ppt,6,896b0f378cbdeb1f970df2a3b24e3cd6fdcb261cfd3ad4cd94b167d6d0a98e08,python-pptx,F0029|F0030|F0031|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0032.txt
F0033,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,17(1).docx,2024,东城,二模,docx,marking_report,text_layer,2,47c34e3af056b334dd996f812b5d42727be3702de4feafbae10f229544f7bd08,python-docx,F0029|F0030|F0031|F0032|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0033.txt
F0034,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,17-2.docx,2024,东城,二模,docx,marking_report,text_layer,2,72fd64a3dddd2c89bbd06e5e6328db85aeec5424a2831210e2a8e9bc114c1530,python-docx,F0029|F0030|F0031|F0032|F0033|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0034.txt
F0035,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,18(1).docx,2024,东城,二模,docx,marking_report,text_layer,3,4238b9f0bc92fe5b3f58323b74891534a8d8f75090bde8bdfbe250ad6eb8b270,python-docx,F0029|F0030|F0031|F0032|F0033|F0034|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0035.txt
F0036,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,18（2）.docx,2024,东城,二模,docx,marking_report,text_layer,2,6c445538df98876c8f6403311e9861f6eb6e197842299ee1eaa4b6e128e47774,python-docx,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0037|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0036.txt
F0037,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,19（1）.docx,2024,东城,二模,docx,marking_report,text_layer,2,d682ecb2695e5e33707dce0cdd1b130fe562eee0beb49bd6a6062cb1e8565394,python-docx,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0038|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0037.txt
F0038,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,19（2）.docx,2024,东城,二模,docx,marking_report,text_layer,2,5c18cbecb82d97a6baea3a713f8752aa6b823aac2abaa987d8f4667a7dd3e6c8,python-docx,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0039|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0038.txt
F0039,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,20小题二模阅卷总结.docx,2024,东城,二模,docx,marking_report,text_layer,2,4c98484a2246ecdd9e1f7c2d58679a3fe54dbb2e95ea6d588c3220e6ea00bf13,python-docx,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0040|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0039.txt
F0040,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx,21.docx,2024,东城,二模,docx,marking_report,text_layer,2,9019906692e8a1e9fc0c653ac39c94544d0e02c717790f7fad5e84f79b68cd11,python-docx,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0041|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0040.txt
F0041,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,21题(1).pptx,2024,东城,二模,pptx,marking_report,ppt,9,bdc183dc9541edf3ec26e517b9b69ed5e59bc4ae2bb558bf66b766e5842e835d,python-pptx,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0042|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0041.txt
F0042,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,细则.pdf,2024,东城,二模,pdf,subjective_rubric,no_text_layer,1,8db78abe18de23092b76d0e9c9e32751026a31b07b1c3fad790b52daa3dbf842,pymupdf_text_extract,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0043|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0042.txt
F0043,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,试卷.pdf,2024,东城,二模,pdf,paper,image_pdf,12,da9fdcae666d34128190db5418c8c6730e7f002442ec3953c614cc2f568ccb0f,pymupdf_text_extract,F0029|F0030|F0031|F0032|F0033|F0034|F0035|F0036|F0037|F0038|F0039|F0040|F0041|F0042|F0062|F0063|F0254|F0255|F0256|F0257|F0258|F0259|F0260|F0261|F0262|F0263|F0264|F0265|F0266|F0284|F0285,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0043.txt
F0044,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,细则.docx,2024,丰台,一模,docx,subjective_rubric,text_layer,133,950d6b2d3cdda441625d9b2a0c2329d7ae34212d804c3fe005a66b23fb369a49,python-docx,F0045|F0046|F0267|F0268|F0269,extracted_text=/Users/wanglifei/Desktop/北京高考政治/选必二法律主观题框架_从题源生长/00_manifest/extracted_text/F0044.txt
