material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0001_2024_丰台_一模_16_11,CC0001_2024_丰台_一模_16,说明：共性角度中，创新工作机制方法这一分最难，是必采点，学生其他角度都答得很好，缺少这个角度最多给7分。,说明：共性角度中，创新工作机制方法这一分最难，是必采点，学生其他角度都答得很好，缺少这个角度最多给7分。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_12,CC0001_2024_丰台_一模_16,在个性角度中，学生要强调出相关措施是如何为社会主义现代化建设注入强劲活力的，才能给5分。,在个性角度中，学生要强调出相关措施是如何为社会主义现代化建设注入强劲活力的，才能给5分。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_13,CC0001_2024_丰台_一模_16,只分析具体的作用的，最多给4分。,只分析具体的作用的，最多给4分。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_14,CC0001_2024_丰台_一模_16,参考答案：法院判决应以事实为依据，以法律为准绳。,参考答案：法院判决应以事实为依据，以法律为准绳。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_15,CC0001_2024_丰台_一模_16,本案中，驾驶人乙某和搭乘人甲某之间形成好意同乘关系。,本案中，驾驶人乙某和搭乘人甲某之间形成好意同乘关系。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_16,CC0001_2024_丰台_一模_16,驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告甲某受伤，侵犯了其生命权、健康权，需要承担相应责任。,驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告甲某受伤，侵犯了其生命权、健康权，需要承担相应责任。,,,,,生命权；健康权；原告；被告,carries 法律事实/规则信号,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_17,CC0001_2024_丰台_一模_16,被告乙某在原告甲某受伤一事上，固然存在过错，但并非故意或重大过失，原告甲某诉请其承担全部赔偿责任，有违民事活动的平等原则，根据民法典和好意同乘相关规定，应当减轻被告乙某的赔偿责任。,被告乙某在原告甲某受伤一事上，固然存在过错，但并非故意或重大过失，原告甲某诉请其承担全部赔偿责任，有违民事活动的平等原则，根据民法典和好意同乘相关规定，应当减轻被告乙某的赔偿责任。,,,,yes,民法典；原告；被告,carries 法律事实/规则信号,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_18,CC0001_2024_丰台_一模_16,法院判决有利于维护双方合法权益，促进社会公平，对维持人际关系和谐，弘扬社会主义核心价值观及减少交通拥堵、倡导绿色出行具有积极意义。,法院判决有利于维护双方合法权益，促进社会公平，对维持人际关系和谐，弘扬社会主义核心价值观及减少交通拥堵、倡导绿色出行具有积极意义。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_19,CC0001_2024_丰台_一模_16,拓展答案： 在回答现实意义时，从对个人、对国家司法、对社会发展三个角度作答。,拓展答案： 在回答现实意义时，从对个人、对国家司法、对社会发展三个角度作答。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_20,CC0001_2024_丰台_一模_16,涉及维护双方合法权益、保障公正司法、弘扬社会主义核心价值观等方面。,涉及维护双方合法权益、保障公正司法、弘扬社会主义核心价值观等方面。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_21,CC0001_2024_丰台_一模_16,评分标准说明： 本题8分，涉及两问。,评分标准说明： 本题8分，涉及两问。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_22,CC0001_2024_丰台_一模_16,其中法理依据占5分，现实意义占3分。,其中法理依据占5分，现实意义占3分。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_23,CC0001_2024_丰台_一模_16,在法理依据方面，采用1+2+2的评分细则。,在法理依据方面，采用1+2+2的评分细则。,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0001_2024_丰台_一模_16_24,CC0001_2024_丰台_一模_16,其中“法院判决应以事实为依据，以法律为准绳”为必踩点，1分；,其中“法院判决应以事实为依据，以法律为准绳”为必踩点，1分；,,,,,,背景或价值铺垫,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_01,CC0002_2024_丰台_一模_17,17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动车使用人有故意或重大过 失的除外。,17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动车使用人有故意或重大过 失的除外。,,,,yes,民法典,carries 法律事实/规则信号,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_02,CC0002_2024_丰台_一模_17,资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。,资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。,,,,,,背景或价值铺垫,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_03,CC0002_2024_丰台_一模_17,甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。,甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。,,,,,,背景或价值铺垫,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_04,CC0002_2024_丰台_一模_17,乙某在驾驶过程中因雨天 路滑，撞到灯杆，造 成甲某受伤住院。,乙某在驾驶过程中因雨天 路滑，撞到灯杆，造 成甲某受伤住院。,,,,,,背景或价值铺垫,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_05,CC0002_2024_丰台_一模_17,为此，乙某主动垫付了部分医疗费用。,为此，乙某主动垫付了部分医疗费用。,,,,,,背景或价值铺垫,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_06,CC0002_2024_丰台_一模_17,甲某认为， 本次交通事故对自己造成严重人身 财产损害，乙某应承担全部责任，向其赔付医疗费、误 工费和护理费等损失。,甲某认为， 本次交通事故对自己造成严重人身 财产损害，乙某应承担全部责任，向其赔付医疗费、误 工费和护理费等损失。,,,,yes,,背景或价值铺垫,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_07,CC0002_2024_丰台_一模_17,乙某认为自己好意让甲某 免费搭乘，由于客观原因发生意外，并无过错，不应该承担全部责任。,乙某认为自己好意让甲某 免费搭乘，由于客观原因发生意外，并无过错，不应该承担全部责任。,,,,,,背景或价值铺垫,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0002_2024_丰台_一模_17_08,CC0002_2024_丰台_一模_17,法院综合考虑本案好意同乘时的具体情况、事故事实以及被告乙某主动承担部分责任的行为等，酌情减轻 乙某赔偿责任。,法院综合考虑本案好意同乘时的具体情况、事故事实以及被告乙某主动承担部分责任的行为等，酌情减轻 乙某赔偿责任。,,,,yes,被告,carries 法律事实/规则信号,F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_01,CC0011_2024_丰台_二模_17,17. （8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。,17. （8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。,,,,,民法典,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_02,CC0011_2024_丰台_二模_17,在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。,在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。,,,,,民法典；知识产权,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_03,CC0011_2024_丰台_二模_17,依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。,依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。,,,,yes,民法典；侵权责任,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_04,CC0011_2024_丰台_二模_17,民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。,民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。,,,,,民法典；民事主体,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_05,CC0011_2024_丰台_二模_17,【拓展答案】： 增强环保意识、维护社会公平正义。,【拓展答案】： 增强环保意识、维护社会公平正义。,,,,,,背景或价值铺垫,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_06,CC0011_2024_丰台_二模_17,评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。,评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。,,,,,民法典,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_07,CC0011_2024_丰台_二模_17,（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。,（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。,,,,,民法典；知识产权,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_08,CC0011_2024_丰台_二模_17,（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。,（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。,,,,yes,民法典；侵权责任,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_09,CC0011_2024_丰台_二模_17,（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。,（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。,,,,,民法典；民事主体,carries 法律事实/规则信号,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0011_2024_丰台_二模_17_10,CC0011_2024_丰台_二模_17,（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。,（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。,,,,,,背景或价值铺垫,F0047:text | F0270:text,heuristic_sentence_split_from_text_layer
M_CC0019_2024_朝阳_一模_19_01,CC0019_2024_朝阳_一模_19,19.（7分） 社会主义市场经济本质上是法治经济。,19.（7分） 社会主义市场经济本质上是法治经济。,,,,,,背景或价值铺垫,F0014:text | F0239:text,heuristic_sentence_split_from_text_layer
M_CC0019_2024_朝阳_一模_19_02,CC0019_2024_朝阳_一模_19,民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。,民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。,,,,,民法典,carries 法律事实/规则信号,F0014:text | F0239:text,heuristic_sentence_split_from_text_layer
M_CC0019_2024_朝阳_一模_19_03,CC0019_2024_朝阳_一模_19,诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；,诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；,,,,,民事主体,carries 法律事实/规则信号,F0014:text | F0239:text,heuristic_sentence_split_from_text_layer
M_CC0019_2024_朝阳_一模_19_04,CC0019_2024_朝阳_一模_19,"司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。","司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。",,,,,,背景或价值铺垫,F0014:text | F0239:text,heuristic_sentence_split_from_text_layer
M_CC0019_2024_朝阳_一模_19_05,CC0019_2024_朝阳_一模_19,诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。,诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。,,,,,经营者,carries 法律事实/规则信号,F0014:text | F0239:text,heuristic_sentence_split_from_text_layer
M_CC0019_2024_朝阳_一模_19_06,CC0019_2024_朝阳_一模_19,这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。,这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。,,,,,经营者,carries 法律事实/规则信号,F0014:text | F0239:text,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_01,CC0025_2024_朝阳_二模_17,"17. (9 分)人力资源社会保障部和最高人民法院联合发布了一批涉及平台经济的劳动人 事争议典型案例,供各地仲裁机构、人民法院在办案中予以参照。","17. (9 分)人力资源社会保障部和最高人民法院联合发布了一批涉及平台经济的劳动人 事争议典型案例,供各地仲裁机构、人民法院在办案中予以参照。",,,,yes,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_02,CC0025_2024_朝阳_二模_17,【基本案情】 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 【资料包】 中华人民共和国劳动和社会保障部 发布的《关于确立劳动关系有关事项的 通知》指出:劳动关系的核心特征为劳动 者与用人单位之间具有人格、经济、组织 的从属性。,【基本案情】 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 【资料包】 中华人民共和国劳动和社会保障部 发布的《关于确立劳动关系有关事项的 通知》指出:劳动关系的核心特征为劳动 者与用人单位之间具有人格、经济、组织 的从属性。,,,,,用人单位,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_03,CC0025_2024_朝阳_二模_17,"认定新就业形态劳动者与平台企业 之间是否存在劳动关系,应做如下考量: 人格从属性:体现为平台企业的劳 动纪律、奖惩办法等是否适用于劳动者;","认定新就业形态劳动者与平台企业 之间是否存在劳动关系,应做如下考量: 人格从属性:体现为平台企业的劳 动纪律、奖惩办法等是否适用于劳动者;",,,,,劳动者,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_04,CC0025_2024_朝阳_二模_17,劳动者是否须按照平台指令完成工作任 务等。,劳动者是否须按照平台指令完成工作任 务等。,,,,,劳动者,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_05,CC0025_2024_朝阳_二模_17,"经济从属性:体现为平台企业是否 掌握劳动者从业所必需的数据信息等重 要生产资料,是否允许劳动者商定服务 价格等。","经济从属性:体现为平台企业是否 掌握劳动者从业所必需的数据信息等重 要生产资料,是否允许劳动者商定服务 价格等。",,,,,劳动者,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_06,CC0025_2024_朝阳_二模_17,"组织从属性:体现在劳动者是否被 纳入平台企业的组织体系当中,并以平 台名义对外提供服务等。","组织从属性:体现在劳动者是否被 纳入平台企业的组织体系当中,并以平 台名义对外提供服务等。",,,,,劳动者,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_07,CC0025_2024_朝阳_二模_17,"王某于2022 年6 月14 日与甲公司 订立为期1 年的《车辆管理协议》约定: 王某与甲公司建立合作关系,王某自备 面包车1 辆,通过公司平台接受派单提 供货物运输服务。","王某于2022 年6 月14 日与甲公司 订立为期1 年的《车辆管理协议》约定: 王某与甲公司建立合作关系,王某自备 面包车1 辆,通过公司平台接受派单提 供货物运输服务。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_08,CC0025_2024_朝阳_二模_17,"甲公司与客户结算 运输费,每月向王某支付包月服务费 6000 元及奖励金。","甲公司与客户结算 运输费,每月向王某支付包月服务费 6000 元及奖励金。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_09,CC0025_2024_朝阳_二模_17,"王某每日在公司平台签到并接受 派单,跑单时长均在8 小时以上;","王某每日在公司平台签到并接受 派单,跑单时长均在8 小时以上;",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_10,CC0025_2024_朝阳_二模_17,甲公 司通过平台对王某的订单完成情况进 行全程跟踪;,甲公 司通过平台对王某的订单完成情况进 行全程跟踪;,,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_11,CC0025_2024_朝阳_二模_17,"王某每日接单量超过4 单 时享有加单奖励,出现接单量不足、无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。","王某每日接单量超过4 单 时享有加单奖励,出现接单量不足、无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_12,CC0025_2024_朝阳_二模_17,"2023 年3 月2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。","2023 年3 月2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
