idx,module,original_node,final_node,title,paper_paths,rubric_paths,paper_extract_status,rubric_extract_status,paper_text_paths,rubric_text_paths,paper_basis_short,rubric_basis_short,original_source_evidence_status,adjudication_status,node_adjudication,review_opinion_adjudication,verdict,final_action,source_based_reason,student_body_gate
25,二、辩证思维,整体性,整体性,5. 2026门头沟一模 第18题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,试卷.pdf:ok:8827,细则.docx:ok:4991,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/e34a259c7765_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/f6e59c8eee71_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] NORMALIZED_MATCH: （2）结合材料，运用《逻辑与思维》知识，说明法院在本案解决环境纠纷过程中运用的科学思维方法。（7分）,[细则.docx | node_or_question_terms] 生活》第82页） 第三，从法律效力看，法院依法对当事人达成的首份和解协议进行审查，经过调解后还出具民事调解书予以确认，实现从“纸面责任”到“刚性约束”的跃升。知识对接：经人民法院依法确认有效的和解和调解协议，具有强制执行效力。 细则： （2） （7分） 运用辩证思维，坚持用联系、发展、全面的观点看问题。法院在处理环境纠纷时，既看到赤泥库带来的环境污染、地质灾害、文物威胁等现实风险，又着眼生态修复、公共安全、产业转型的长远目标；统筹生态效益、经济效益与社会效益，协调企业责任、社会组织监督与行政部门监管，坚持矛盾分析法，抓住环境治理与司法保障的关键环节，实现多维度有机统一。 运用创新思维，提升纠纷解决实效。法院突破简单一判了之的传统思路，在审查中,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
26,二、辩证思维,整体性,整体性,6. 2025西城一模 第17题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,试卷.pdf:ok:9991,细则.docx:ok:4085,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/062e7a5c776b_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/6ea5462e02af_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] 籍里的中国·诗经篇》  实地研学： 第一天：溯源《诗经》的自然密码（寻找诗经中的植物、对比河流水文的变化） 第二天：触摸《诗经》的文化记忆（农事体验、诗经情景剧等） 第三天：激活《诗经》的现代表达（创作与项目设计）  持续行动：  “校园诗经角” ，种植《诗经》中的植物并定期更新文化墙  设计“诗经主题”旅游路线并向文旅部门推荐 结合材料，运用《哲学与文化》知识，阐述行动框架中从“行前准备”到“持续行动”的必要性。 [[PAGE 6]] 第6页/共10页 17．（7 分） 温榆河公园是京城最大的“绿肺”。 鲜为人知的是，公园中央有一片荒野。 这片荒野位于清河、温榆河在公园中 的交汇处，水流形态丰富，鱼多、昆虫多、水鸟也多。公园 ,[细则.docx | node_or_question_terms] （创造性转化创新性发展），延续民族文化血脉。 【细则】 哲学观点3 分 正确的认识对实践有指导作用/实践是认识指导下人有目的、有意识的活动；（以知导行） 实践决定认识（或来源/动力/标准/目的）；（亲身实践、检验深化知） 认识在实践的基础上不断深化/认识具有前进性上升性;（在实践基础上不断发展知、促进行） 文化分析3分 学习、了解中华优秀传统文化/优秀古典诗词文化/本民族文化等 （知） 深化对本民族文化的理解、增进文化认同 （情） 以实际行动自觉弘扬和传承中华优秀传统文化/促进文化创新/对创造性转化创新性发展 （行） 哲学观点和分析具有内在一致性，逻辑顺畅 1分 哲学原理不恰当，文化分析得当，给相应的分析分 17．（7分）可从追求认识的客观性,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
27,二、辩证思维,整体性,整体性,7. 2026西城二模 第18题第（4）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,2026北京西城高三二模政治（教师版）.docx:ok:8197,西城二模评标.pdf:empty_text_needs_visual:0,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/c5ed8aa7efc4_2026北京西城高三二模政治_教师版_.docx.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/ccb1c3656835_西城二模评标.pdf.txt,原评标视觉页 source_backcheck_images_v3/2026西城二模细则/page_10.png：角度2为“用全面、发展的观点看问题”，可归辩证思维整体性/动态性，不作科学思维节点。,原评标视觉页 source_backcheck_images_v3/2026西城二模细则/page_10.png：角度2为“用全面、发展的观点看问题”，可归辩证思维整体性/动态性，不作科学思维节点。,partial_text_evidence_extracted_from_originals;paper_visual_or_ocr_recovery_available,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
28,二、辩证思维,动态性,动态性,1. 2025海淀二模 第20题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,2025届二模考试讲评0510.pdf:ok:12451 | 试卷.pdf:empty_text_needs_visual:0,细则.docx:ok:2751,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/06bdaf7a81b0_2025届二模考试讲评0510.pdf.txt ; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/203635b75b25_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/05a280b2e00d_细则.docx.txt,[2025届二模考试讲评0510.pdf | question_no_terms] [[PAGE 41]] 反馈试题 【2024海淀一模】 17． 高质量发展是新时代的硬道理。 材料一 哈尔滨的雪花、上海的“繁花”……借助现代交通工具，南北互换式旅游成为触手可及的浪漫，也带 动了国内南北多省份“隐藏款土特产”走俏。 ◇黑龙江抚远市2014年从北美引进蔓越莓，现拥有全国最大的蔓越莓种植基地 ，其种植面积超4200亩，每亩 收益至少能达6万元，相当于过去50亩水稻或100亩玉米的收益。 ◇安徽霍邱县鹅肝以及各种鹅副产品的年产值达近 20亿元，占全国鹅肥肝产量三成以上 ，鹅肝产业发展辐射 带动当地近8000人就业，从业人员年收入5-8万元。 ◇四川雅安市借助优质冷水资源 ，推动鲟鱼养殖业异军突起 ，鱼子酱年产量超50,[细则.docx | node_or_question_terms] 和要求。【替代:保障人民的知情权、参与权、表达权、监督权】(1分) 层次2：桥梁和纽带 | 人大代表联系“一府一委两院” | 人大代表参与“一府一委两院”相关工作和活动【替代:国家机关加强同代表的联系】(1分)对其进行监督，反馈群众的意见和建议，将国家机关的工作情况传递给人民群众，保障人民群众民主权利。注:“监督”【替代:人大代表行使提案权、审议权、表决权、质询权】或“下达”，1分 层次3：总结 | 层次3：总结 | 代表法的修正践行全过程人民民主【替代:最广泛、最真实、最管用的民主】，有助于实现党的领导、人民当家作主和依法治国的有机统一，使人大代表更好地成为党和国家联系人民群众的桥梁。【“全过程人民民主”或“三统一”，1分】 [[TABLE,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_rejected_as_factually_wrong_by_original_rubric,ACCEPT_KEEP_REJECT_WRONG_OFFICIAL_HINT,removed_audit_note_blocks;rejected_wrong_official_hint_body_kept,原细则支持动态性/质量互变角度，提示中排除量质变的说法不成立，删除。,ALLOW_AFTER_PATCH
29,二、辩证思维,动态性,动态性,2. 2024朝阳二模 第19题第（1）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf ; /Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,试卷.pdf:ok:8987,细则.pdf:ok:6048 | 细则.docx:ok:1907,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/4de874d0f669_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/df323259ba77_细则.pdf.txt ; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/8802a640c1e2_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] NORMALIZED_MATCH: （1）生生之宇宙观体现了辩证思维的 ① 特征。人效法天地之德体现的推理类型是 ② 推理。（4分）,[细则.pdf | node_or_question_terms] 表达民意/政 协委员积极履行职能/人大代表积极履职 辩写出以上任意1 点给2 分，替换：民主协商、民 主决策），有序参与政府工作报告的形成； 3、 全国人大积极行使监督权/决定权/将民意经过法定程序转化为国家的方针政策/ 辩写出以 上任意1 点给2 分）辩替换：保障了人民真正当家作主，给1 分）。 辩如果学生1分没得，只写党的领导、人民当家作主、依法治国有机统一给2 分） 总述 2 分： 政府工作报告形成的过程既发扬民主，又正确集中，能够把党的主张、国家意志、人民意愿 紧密融合在一起，坚持党的领导、人民当家作主、依法治国有机统一，生动的体社了全过程 人民民主是最广泛、最真实、最管用的民主。辩写出 3 个最给 2 分，1-2 个给 1 分/全链条,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
30,二、辩证思维,分析与综合,分析与综合,1. 2025海淀二模 第20题（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf ; /Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,2025届二模考试讲评0510.pdf:ok:12451 | 试卷.pdf:empty_text_needs_visual:0,细则.docx:ok:2751,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/06bdaf7a81b0_2025届二模考试讲评0510.pdf.txt ; 选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/203635b75b25_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/05a280b2e00d_细则.docx.txt,[2025届二模考试讲评0510.pdf | question_no_terms] [[PAGE 41]] 反馈试题 【2024海淀一模】 17． 高质量发展是新时代的硬道理。 材料一 哈尔滨的雪花、上海的“繁花”……借助现代交通工具，南北互换式旅游成为触手可及的浪漫，也带 动了国内南北多省份“隐藏款土特产”走俏。 ◇黑龙江抚远市2014年从北美引进蔓越莓，现拥有全国最大的蔓越莓种植基地 ，其种植面积超4200亩，每亩 收益至少能达6万元，相当于过去50亩水稻或100亩玉米的收益。 ◇安徽霍邱县鹅肝以及各种鹅副产品的年产值达近 20亿元，占全国鹅肥肝产量三成以上 ，鹅肝产业发展辐射 带动当地近8000人就业，从业人员年收入5-8万元。 ◇四川雅安市借助优质冷水资源 ，推动鲟鱼养殖业异军突起 ，鱼子酱年产量超50,[细则.docx | node_or_question_terms] 专业、为什么能实现这一规划/专业等。(可选知识:中国梦、中国特色社会主义道路、中国式现代化、和平与发展是世界的主题、经济全球化、世界多极化等) 论述能结合自己的规划、选择合适的知识进行充分论述给2分，论述只是提了一下自己规划的给1分，论述不提规划的只能给知识的1分，不给论述分。结合规划从个人角度作答:知识(1分)+论述(2分) 本部分中，可以结合不同模块的知识，回应为所选规划可以做些什么?(可选知识:外交、企业的经营、文化传播、法律等:实现个人价值等) 论述能结合自己的规划、选择合适的知识进行充分论述给2分，论述只是提了一下自己规划的给1分，论述不提规划的只能给知识的1分，不给论述分。 备注： 1、结合规划论述的部分，如果结合自己的规划写了坚,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_rejected_as_factually_wrong_by_original_rubric,ACCEPT_KEEP_REJECT_WRONG_OFFICIAL_HINT,removed_audit_note_blocks;rejected_wrong_official_hint_body_kept,原细则明确出现分析与综合/系统优化/整体性，不能把分析与综合降为知识延伸，删除错误提示。,ALLOW_AFTER_PATCH
31,二、辩证思维,分析与综合,分析与综合,2. 2024石景山一模 第19题第（3）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,试卷.docx:ok:9017,细则.pptx:ok:13994,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/6fbd7d422e58_试卷.docx.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/f887d1b620c6_细则.pptx.txt,[试卷.docx | prompt_exact_or_normalized] NORMALIZED_MATCH: （3）中国企业在“走出去”的过程中，还缺乏相应经验，在适应投资国法律制度、技术标准、市场营销、人员管理、当地文化等方面还存在一定的冲突和问题。运用《逻辑与思维》知识，任用一种辩证思维方法，针对上述问题提出合理建议。（4分）,[细则.pptx | node_or_question_terms] 征 丰富精神世界 增强精神力量 促进全面发展 个人 社会 经济 政治 三 观：时代新人 态度：取去推革 实践 时间 空间 包容性 凝魂聚魄的基础性工程 源远流长 - 连续性 博大精深 — 凝聚力 中华传统文化 核心思想、传统美德、人文精神 奋斗 创造 梦想 团结 ※ 民族性和 多样性 坚定理想信念 坚持以人民为中心 引领风尚 推动发展 服务社会 教育人民 文化软实力 国家：文化是民族的血脉和灵魂 尊重文化多样性：面向世界、博采众长 立足时代之基 回答时代问题 道德修养和科学文化修养 文化产业 立足国情 交流互鉴 增强民族自信心和自豪感，筑牢中华民族共同体意识 解决当代中国是世界问题提供有益的借鉴 建立合作共赢的新型国际关系，推动人民命运共同体,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node_with_constraints,no_review_note,ACCEPT_SOURCE_WORDING_RESTORE_RENYONG,restore_source_wording_任用,原始试卷 DOCX 段落设问为“任用一种辩证思维方法”，全文未检出“任选一种”；按原卷保留“任用”，不得擅自顺改为“任选”。,ALLOW_AFTER_SOURCE_WORDING_RESTORE
32,二、辩证思维,分析与综合,分析与综合,3. 2024海淀一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,试卷.pdf:ok:8352,细则.docx:ok:3049,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/22a9fc350542_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/24a14c0c2355_细则.docx.txt,[试卷.pdf | prompt_exact_or_normalized] 年级（思想政治） 第 6 页（共 8 页） 材料二 京津冀协同书写高质量发展新篇章。十年来，京津冀三地从“谋思路、打基础、寻 突破” ，到“滚石上山、爬坡过坎、攻坚克难” ，共商合作大计、共话美好未来，协同发展有力有 序向前推进，携手构造中国式现代化先行示范区。 京 津 冀 牢牢抓住疏解非首都功 能这个 “牛鼻子” ，疏解提 升近千个区域性专业市场和 物流中心。增强“一核”辐 射带动作用，支持雄安新区 建设，建好北京城市副中心， 唱好京津“双城记” ，厚植发 展优势，提升区域高质量发 展成色。 全力支持、主动服务北京 非首都功能疏解和“新两翼” 建设 ，积极融入以首都为核 心的世界级城市群建设 ，使 京津冀成为中国式现代化建 设先行区 ,[细则.docx | node_or_question_terms] 海淀区2023-2024学年海淀高三一模政治答案及细则 本部分共15题，每题3分，共45分。 1．B 2．A 3．C 4．D 5．C6．B 7．C8．D9．B10．D11．C12．B13．A14．D 15．A 本部分共5题，共55分。 16.（8分）可从发挥主观能动性、联系的观点、发展的观点、实践的观点、民族精神等角度作答。 【细则】 （20分） 第一问17（1）依靠科技，因地制宜发展农村“隐藏款土特产”，促进当地特色产业发展和经济结构优化，推动乡村产业振兴。国内南北多省份“隐藏款土特产”走俏，满足人民美好生活需要，促进当地就业，增加村民收入，推动区域协调发展。坚持扩大内需与深化供给侧结构性改革相结合，推进高水平对外开放。 第二问答案17（2,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,P3_PROMPT_MINOR_DELTA,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
33,二、辩证思维,分析与综合,分析与综合,4. 2025丰台二模 第19题第（1）问（主观题）,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,试卷.pdf:ok:9765,19.(1).docx:ok:6757,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/770de383c911_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/cf5f0f635e6f_19._1_.docx.txt,[试卷.pdf | prompt_exact_or_normalized] NORMALIZED_MATCH: （1）有人认为：只要给AI装上“版权雷达”，提前扫描问题指令，就能防止点击盗版资源网站。判断该观点是否正确，并运用《逻辑与思维》知识说明理由。（5分）,"[19.(1).docx | node_or_question_terms] 是片面的。给AI装上“版权雷达”只是防止点击盗版资源网站的一个重要条件，而非充分条件。为了防止点击盗版资源网站，除了技术防控，还需配套法律追责机制等条件,运用辩证思采取多种措施，才能有效防止盗版资源的传播。 | 该观点是片面的。给AI装上“版权雷达”只是防止点击盗版资源网站的一个重要条件，而非充分条件。为了防止点击盗版资源网站，除了技术防控，还需配套法律追责机制等条件,运用辩证思采取多种措施，才能有效防止盗版资源的传播。 | 该观点是片面的。给AI装上“版权雷达”只是防止点击盗版资源网站的一个重要条件，而非充分条件。为了防止点击盗版资源网站，除了技术防控，还需配套法律追责机制等条件,运用辩证思采取多种措施，才能有效防止盗版资源的传播。",text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
34,二、辩证思维,分析与综合,分析与综合,5. 2026海淀二模 第18题第（1）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,2026北京海淀高三二模政治（教师版）.docx:ok:10384,26海淀高三政治二模讲评.pdf:ok:11122,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/829ff10080e5_2026北京海淀高三二模政治_教师版_.docx.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/c5e4363802a9_26海淀高三政治二模讲评.pdf.txt,[2026北京海淀高三二模政治（教师版）.docx | prompt_exact_or_normalized] 应，各方在对话沟通中逐步形成共识：新增公交环线并且优化禁行时段。 两个月后，协商成果落实，实现了古城保护与发展共赢。 运用《政治与法治》知识，说明“景区协商”是如何答好古城保护与发展的时代考题的。 18．（14分）科技兴，产业兴。 材料一 传统月季育种长期依赖进口，花农需支付高昂种苗费和专利费。为打破“卡脖子”困境，云南育种团队多年来深耕自主月季育种，推出1000余个具有自主知识产权的月季新品种。 【市场调研】 团队走访花农、批发商和电商，系统收集市场对月季的需求偏好。调研结果被转化为三条可操作的育种指标：“要好看”，花型、花色、香味要符合消费者审美；“要好种”，发枝能力强，让农户愿意种；“耐储运”，,见原始细则抽取文本或视觉页：选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/c5e4363802a9_26海淀高三政治二模讲评.pdf.txt,partial_text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
35,二、辩证思维,分析与综合,分析与综合,6. 2026石景山二模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,2026北京石景山高三二模政治（教师版）.docx:ok:9088,石景山区高三政治第二次模拟考试答案评分细则(1).doc:ok:2878,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/ee19d27f246f_2026北京石景山高三二模政治_教师版_.docx.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/af7cc47eabc8_石景山区高三政治第二次模拟考试答案评分细则_1_.doc.txt,[2026北京石景山高三二模政治（教师版）.docx | prompt_exact_or_normalized] 迁，现实挑战日益复杂多元。2024年，中共中央、国务院印发《关于深化养老服务改革发展的意见》。北京市随之启动养老条例起草工作，立法专班走遍城乡巷陌，人大代表深入社区调研，各行各业代表深入讨论、集思广益，凝聚社会共识。《养老条例》规定，建立居家为基础、社区为依托、机构为专业支撑、医养相结合的养老服务供给格局；明确了民政、住房城乡建设、消防监管等部门的职责，鼓励各类社会资本投资养老服务产业。北京养老立法十年一跃，不仅是时间的标尺，更是治理能级的提升，真正把“老有所养”纳入城市运行的底层逻辑，书写超大城市在新时代的民生答卷。 （1）结合材料一，运用《政治与法治》知识，分析《养老条例》如何促进养老从“小家之,[石景山区高三政治第二次模拟考试答案评分细则(1).doc | node_or_question_terms] ，共55分。 16．（8分） 我国农业生产政策从全力“保供给”的底线思维，逐步转向“系统提升质量效益”。（2分）（如何“稳中求进”）始终强调“保供给”，是因为粮食自给自足，关乎着人民需求和国家安全，/让我们在复杂国际形势下拥有应对风险的底气。（2分）逐步转向“系统提升质量效益”，是贯彻新发展理念、/利用技术创新/推动农业供给侧结构性改革、/更好满足市场需求升级、/持续推动农业高质量发展的必然要求。（4分）（为何“稳中求进”） 17．（21分） （1）北京市坚持党的领导（1分），积极落实国家养老服务改革要求，把实践经验用地方性法规的形式固化下来，/推动地方立法与时俱进，/坚持立法为民，/满足养老服务需求,text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,no_review_note,PASS_CORE_SUPPORTED,keep_entry,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。,ALLOW_AFTER_PATCH
36,二、辩证思维,分析与综合,分析与综合,7. 2026海淀一模 第17题第（2）问（主观题）,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,试卷.pdf:empty_text_needs_visual:0,细则.pdf:ok:2215,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/184e191a3ddd_试卷.pdf.txt,选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/original_source_recheck_20260528/source_text_from_originals/14176e949dd0_细则.pdf.txt,,[细则.pdf | node_or_question_terms] [[PAGE 1]] 高三思想政治参考答案 第 1 页 26 海淀一模评分标准 政治 第一部分 本部分共 15 题，每题 3 分，共 45 分。 1．C 2．B 3．A 4．B 5．D 6．B 7．D 8．A 9．B 10．D 11．C 12．C 13．D 14．A 15．C 第二部分 本部分共 6 题，共 55 分。 16. （8 分） 可从发展的观点、社会存在与社会意识、价值观、文化的功能等角度作答。 [[PAGE 2]] 高三思想政治参考答案 第 2 页 17.（6 分） 逻辑错误：划分标准不一；选言判断遗漏其他有选择价值的其他情况。 建议：可从科学思维、遵循逻辑思维规则、辩证思维等角度，结合调研活动提出建议，措施具体可 行。 第 2 问,partial_text_evidence_extracted_from_originals,ADJUDICATED_FROM_ORIGINAL_SOURCE,accept_keep_node,review_note_removed_or_converted_to_backend_audit,P3_NOTE_VALIDITY_NOT_FULLY_BLOCKING_MOVE_TO_AUDIT,removed_audit_note_blocks,原始试卷/细则路径已重新打开或抽取；节点与原始评分口径相容。 Word中的审稿/提示块只进后台，不留学生正文。,ALLOW_AFTER_PATCH
