priority,reasons,question_id,label,suite_id,year,district,stage,question_no,question_type,include_status,curation_status,evidence_status,secondary_score,rubric_source,answer_source,candidate_answer,front_domain,complete_prompt_preview
1,rubric_pending,2025_丰台_二模_026_Q10,2025 丰台 二模 2025丰台二模 第10题,2025_丰台_二模_026,2025,丰台,二模,10,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,,纠纷解决生态公益与新业态,为，如果简单裁判可能导致甲公司正在洽 谈的商业融资项目搁置，进而影响 公司的经营发展，甚至会导致成百上千名员工面临 失业风险。法官决定进行调解，经过 10 轮磋商，双方 当事人达成调解协议，约定两年 半时间还完全部债务。下列分析正确的是 ①案件事实清楚，债权债务关系清晰，诉讼是最有 效的解决方式 ②依据“谁主张谁举证”的原则，甲公司应举证其并未恶意违约 ③成功调解，有利于实现各方共赢，充分激发市场主体活力 ④司法为民，通过诉讼调解化解金融纠纷，传递了司法温度 A.①② B.①④ C.②③ D.③④ 第4页/共10页
1,rubric_pending,2025_丰台_二模_026_Q12,2025 丰台 二模 2025丰台二模 第12题,2025_丰台_二模_026,2025,丰台,二模,12,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,,知识产权不正当竞争,12. 食品可以免费试吃，科技成果也能“先尝后买”。某公司与某高校签订了专利实施许可 合同，公司可以在免 费使用专利一年后，根据使用情况再付费，这成为当地首个科技 成果“先使用后付费”案例。科技成果“先 使用后付费” ①不同于食品“先吃后买”的思维方法，属于演绎推理 ②运用了逆向思维，有利于更好地解决科技应用问题 ③作为一种创新模式，是辩证思维动态性特征的体现 ④实现了科技成果与现实生产力之间的相互转化 A.①② B.①④ C.②③ D.③④
1,rubric_pending,2025_丰台_二模_026_Q9,2025 丰台 二模 2025丰台二模 第9题,2025_丰台_二模_026,2025,丰台,二模,9,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,,纠纷解决生态公益与新业态,中心的 基础上融入了公益 法律服务、工商联行业监管、工会联合调解等多元化功能，并设置了 巡回法庭、心理咨询室、争议调解室 等专业功能室。通过专业力量、社会资源、居民自 治，构建“大维权”“大调解”体系，为辖区内企业和劳动 者提供集成、高效、专业、 便捷的调解服务，实现“只进一扇门、最多跑一地、事务全办清”。该调解中心 ①提供“一站式”服务，促进 劳动关系和谐 ②整合“多元化”功能，创新劳动人事改革 ③构建“大维权”体系，维护居民自治权利 ④提供“集成式”服务，提升社会治理水平 A.①② B.①④ C.②③ D.②④
1,rubric_pending,2025_丰台_期末_032_Q11,2025 丰台 期末 2025丰台期末 第11题,2025_丰台_期末_032,2025,丰台,期末,11,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,,人格权侵权,……太可爱了”，并附有该小乘客吴某的正 面照片。次日，吴某的母亲张某发帖称照片中是自己 7 岁的女儿，认为李某行为不妥，要求其删除照片。 李某不予理会，双方为此发生纠纷，张某向法院提起诉讼。法院认为李某的行为构成侵权，判令其赔礼道 歉，作出合理赔偿。下列认识正确的是（ ） ①李某未经同意公布他人照片不妥，侵害他人的名誉权 ②法院基于对未成年人肖像权的特殊保护做出本案判决 ③李某有发布网络信息的权利，但权利与义务不可割裂 ④本案对于促进网络空间法治化治理具有积极示范意义 A. ①② B. ①③ C. ②④ D. ③④
1,rubric_pending,2025_丰台_期末_032_Q12,2025 丰台 期末 2025丰台期末 第12题,2025_丰台_期末_032,2025,丰台,期末,12,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,,人格权侵权,12. 游客王某夫妇到某收费景区游玩，王某因雨后的观景台面十分湿滑不慎摔倒，导致其腿骨骨折，王某 与景区负责公司就赔偿问题发生纠纷。下列说法正确的是（ ） ①王某购买门票到景区内游玩，双方之间的旅游合同即依法成立 ②景区采取了相应的保障措施保护游客的人身安全，王某应承担部分违约责任 ③王某作为完全民事行为能力人，在景区内摔倒造成身体伤害，应自行承担责任 ④景区未能举证证明对游客的人身安全尽到保障义务，应当承担民事侵权责任 A. ①③ B. ①④ C. ②③ D. ②④
1,rubric_pending,2025_昌平_二模_027_Q14,2025 昌平 二模 2025昌平二模 第14题,2025_昌平_二模_027,2025,昌平,二模,14,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,,人格权侵权,14.小王乘坐出租车出行，行驶途中该车与路旁隔离带发生碰撞致 小王重伤。经勘察取证，交通运输部门 认定，本次事故出租车司机应负全部责任。双方就赔偿事宜协商未果，小王将出租车司机诉至法院。关 于本案，下列说法正确的是 ①出租车司机对于撞上隔离带的行为不存在主观故意，应减轻其赔偿责任 ②民事诉讼实行“谁主张，谁举证”的举证原则，司机不承担举证责任 ③出租车司机侵犯了小王的健康权和身体权，应承担侵权责任 ④小王和出租车司机的交通运输合同成立并生效，出租车司机承担违约责任 A. ①② B．①④ C．②③ D．③④
1,rubric_pending,2025_昌平_二模_027_Q5,2025 昌平 二模 2025昌平二模 第5题,2025_昌平_二模_027,2025,昌平,二模,5,choice,excluded_by_curation,reject_non_xuanbier,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,,合同消费者劳动,5.一方薄纸，一把剪刀，于无声处交织共舞。中国剪纸，是我国劳动人民在民俗 生活中创造、流传、积累、享用的民间美术形式，它历经千年演变，呈现出不 同地域特色。南方剪纸细腻华丽，北方粗犷豪放，一张薄薄的纸片，剪出的是 迎祥纳福、吉祥如意。中国剪纸艺术 ①反映了中国深邃的传统思想，寄寓人们对美好生活的追求 ②是各族人民在生产劳动中创造的，是人类社会实践的产物 ③说明文化具有多样性，应当坚持“洋为中用” 、以我为主 ④是民族文化的结晶，植根于博大精深的中华传统文化之中 A．①② B．①③ C．②④ D．③④
1,rubric_pending,2025_朝阳_一模_019_Q10,2025 朝阳 一模 2025朝阳一模 第10题,2025_朝阳_一模_019,2025,朝阳,一模,10,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,,知识产权不正当竞争,"片 完全一致，认为该公司侵犯了自己的著作权，遂诉至法院。法院经审理认为, 该图片虽用AI创作，但需王 某构思画面、在人机对话中多次提交和调整关键词以获得理想的图案，体现了王某的个性化表达，凝结了 王某的智力劳动成果，遂判令该公司停止侵权并赔偿王某经济损失。由 AI 生成的图片 ①并非由人类直接创作，故不属于艺术作品 ②使得法律和法院都难以界定艺术作品的创作主体 ③如果符合一定的条件，可以受到著作权法的保护 ④是否构成法律意义上的作品，关键在于是否体现出作者的独创性智力投入 A.①② B. ①④ C. ②③ D.③④"
1,rubric_pending,2025_朝阳_二模_028_Q10,2025 朝阳 二模 2025朝阳二模 第10题,2025_朝阳_二模_028,2025,朝阳,二模,10,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,,合同消费者劳动,",拆改了承重墙 ,导致建筑承重结构变动 ,周某因此受到邻居指 责,并接到区住建委发来的 《责令改正通知 书》。周某额外花费 9 万元用于整改加固。随后,周某将 A 公司诉至法院,要求 A 公司赔偿加固费、精神损失 费等。下列说法正确的是 ①周某与 A 公司订立的书面合同具有即时清结的特点,便于预防纠纷 ②根据公平原则,周某也应尽到注意义务,承担相应责任 ③周某选择请求 A 公司承担违约责任,不影响其请求精神损害赔偿 ④本案适用举证责任倒置,周某提出自诉后,由 A 公司负责举证 A.①② B.①④ C.②③ D.③④"
1,rubric_pending,2025_海淀_一模_020_Q18,2025 海淀 一模 2025海淀一模 第18题,2025_海淀_一模_020,2025,海淀,一模,18,subjective,included,accept_high,rubric_match_pending,kept_current,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,,,合同消费者劳动,运用《法律与生活》知识，谈谈对本案判决的认识。
1,rubric_pending,2025_海淀_期末_035_Q11,2025 海淀 期末 2025海淀期末 第11题,2025_海淀_期末_035,2025,海淀,期末,11,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,,人格权侵权,多处受伤。赵某希望通过诉讼维护权益。下列说法正确的是（ ） 《中华人民共和国民法典》第八百二十三条承运人应当对运输过程中旅客的伤亡承担赔偿责任；但是，伤亡是旅客自身健康原因造成的或者承运人证明伤亡是旅客故意、重大过失造成的除外。 ①若客运公司能证明自己对事故发生没有过错，则无需承担赔偿责任 ②若赵某因家庭经济困难无法承担诉讼费用，可向法院申请法律援助 ③若赵某不服法院一审判决，可以在判决后十五日内提出上诉 ④法律给承运人分配了更多注意义务，以平衡各方利益，合理预防损害 A. ①② B. ①③ C. ②④ D. ③④
1,rubric_pending,2025_海淀_期末_035_Q12,2025 海淀 期末 2025海淀期末 第12题,2025_海淀_期末_035,2025,海淀,期末,12,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,,物权相邻继承家庭,12. 阅读材料，完成问题。 思政课上，老师展示了上述案例。四名同学运用所学，分享了自己的看法。其中正确的是（ ） 甲：根据民法典相关规定，本案中房产价值中的100万元属于王阿姨遗产 乙：若王阿姨未留下遗嘱，应适用法定继承分配房产、抚恤金等遗产 丙：按照法定继承，张大叔和小马都属于第一顺位继承人，应平均分配遗产 丁：为求方便快捷，张大叔和小马可选择通过仲裁方式解决争议 A. 甲 B. 乙 C. 丙 D. 丁
1,rubric_pending,2025_海淀_期末_035_Q13,2025 海淀 期末 2025海淀期末 第13题,2025_海淀_期末_035,2025,海淀,期末,13,choice,excluded_by_curation,reject_weak_signal,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,,合同消费者劳动,隐形加班”对劳动者权益保护提出了新挑战。“隐形加班”劳动争议第一案中，北京市第三中级人民法院在判决书中首次突破传统加班认定模式．创造性地提出“占用时间明显性”等原则作为认定标准，为后续处理类似案件提供了参考与借鉴。该判决（ ） ①遵循劳动法的首要原则．维护劳动者取得劳动报酬、休息休假的权利 ②以事实为根据，以法律为准绳，筑牢维护社会公平正义第一道防线 ③体现公正司法，有力护航用工规范发展，推动构建和谐劳动关系 ④为认定“隐形加班”提供标准，完善了劳动权益保护的法律体系 A. ①② B. ①③ C. ②④ D. ③④
1,rubric_pending,2025_海淀_期末_035_Q14,2025 海淀 期末 2025海淀期末 第14题,2025_海淀_期末_035,2025,海淀,期末,14,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,,纠纷解决生态公益与新业态,14. 某食品公司在其产品包装上擅自使用了洪某已发表的画作中具有独创性的蜡染花鸟图案，洪某以著作权受侵害为由向法院提起诉讼。该食品公司辩称，洪某作品中的纹样等均来自古代传统蜡染图案，自己的使用不构成侵权。下列分析正确的是（ ） ①洪某对画作的发表权等著作人身权不受保护期限制 ②洪某画作借鉴了传统蜡染图案这一事实应由被告举证 ③若洪某未到著作权登记机关办理登记，则不能就该画作主张著作权 ④以和为贵，双方当事人可在人民法院的主持下达成调解协议 A. ①② B. ①③ C. ②④ D. ③④
1,rubric_pending,2025_海淀_期末_035_Q15,2025 海淀 期末 2025海淀期末 第15题,2025_海淀_期末_035,2025,海淀,期末,15,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,,合同消费者劳动,. “谁懂这一口糯叽叽的含金量”……打开短视频平台，很多人在不经意间会被形形色色的探店视频所吸引。探店视频以其独特优势带动了餐饮及旅游消费。但是，这些探店视频究竞是发布者的真实体验还是广告营销，消费者往往很难区分。对此分析正确的是（ ） A. 打着真实测评幌子进行虚假宣传的探店视频侵犯了消费者自主选择权 B. 发布广告类探店视频是不正当竞争行为，会侵犯其他经营者合法权益 C. 对侵犯消费者权益的探店视频乱象，法院可主动启动诉讼程序进行整治 D. 短视频平台可推动制定行业内容管理公约，提高社会治理法治化水平 第二部分
1,rubric_pending,2025_石景山_一模_021_Q11,2025 石景山 一模 2025石景山一模 第11题,2025_石景山_一模_021,2025,石景山,一模,11,choice,included,defer_mixed_module,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,,合同消费者劳动,对其培训；王某承诺长期在职为公司服务，劳动合同周期为 8 年，如提前离职应当退回相应费用。 工作 3 年后，王某以个人原因提出离职申请，并因公司要求其交纳离职赔偿金而产生纠纷。据此，下列说 法正确的是 ①王某在其服务期满前单方提出辞职违反诚实信用原则，没有履行应尽义务 ②双方签署的劳动合同具有法律效力，王某在服务期内不可以解除劳动合同 ③王某的行为会给公司造成一定的损失，公司要求其作出相应赔偿并无不当 ④王某和公司可以直接向法院提起诉讼，并对各自提出的主张提供相应证据 A. ①② B. ①③ C. ②④ D. ③④
1,rubric_pending,2025_石景山_一模_021_Q13,2025 石景山 一模 2025石景山一模 第13题,2025_石景山_一模_021,2025,石景山,一模,13,choice,excluded_by_curation,reject_weak_signal,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,,纠纷解决生态公益与新业态,13.碳足迹是量化产品、个人或企业碳排放的有效工具。近年来，我国一些地区的水果贴上了碳足迹标签， 标签记录了水果“全生命周期”的碳排放量，告知消费者产品的碳信息。以下是中国碳标签的标识。 给商品贴上碳标签，有助于 ①发挥市场配置碳排放资源的决定性作用 第5页/共11页 ②政府运用宏观调控手段控制碳排放总量 ③构建起以需求侧牵引供给侧的减碳机制 ④激励企业承担减排责任和挖掘减排潜力 A. ①② B. ①③ C. ②④ D. ③④
1,rubric_pending,2025_石景山_一模_021_Q8,2025 石景山 一模 2025石景山一模 第8题,2025_石景山_一模_021,2025,石景山,一模,8,choice,included,defer_answer_missing,rubric_match_pending,answer_locked,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,,合同消费者劳动,共产党的政治宣言，是党员的庄严承诺。某班同学查阅党史文献发现，党不同时期的入 党誓词内容不尽相同，但背后蕴涵着中国共产党人不变的“红色基因” 。例如，都包含“为共产主义奋斗 终身” “为群众谋利益”的承诺，都提出“严守纪律、永不叛党”的基本要求。入党誓词的“不变”表明 我们党 ①坚定信仰信念，为实现共产主义这一共同理想而奋斗 ②牢记初心使命，始终坚持党性和人民性的高度统一 ③勇于自我革命，以严明纪律增强自身凝聚力和战斗力 ④坚持与时俱进，根据形势发展对党员提出新的要求 A. ①② B. ①④ C. ②③ D. ③④
1,rubric_pending,2026_东城_一模_037_Q10,2026 东城 一模 2026东城一模 第10题,2026_东城_一模_037,2026,东城,一模,10,choice,included,defer_answer_missing,rubric_match_pending,kept_current,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,,物权相邻继承家庭,10．张三与李四系夫妻，张三婚前向村集体申请了一处宅基地。婚后，夫妻二人在宅基地上建造房屋，张 三私下向王五借款用于房屋装修。夫妻二人商议进城务工，将房屋出租。下列说法正确的是 A．宅基地由张三申请，故房屋属张三个人财产，需登记以取得所有权 B．李四对于借款行为并不知情，故借款属于张三个人债务，李四无需偿还 C．宅基地的权益对应物的使用价值，张三与李四无权处分该地块 D．若张三、李四将房屋出租，所获取的财产性收益属于再分配
