suite_id,year,district,stage,suite_name,question_no,question_type,source_question_file,question_source_role,source_rubric_file,evidence_type,rubric_match_method,answer,answer_source,question_excerpt,rubric_excerpt,notes
2024_西城_二模_013,2024,西城,二模,西城二模,13,choice,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,C,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,13．在人民调解方式的探索与深化方面，追求“小事不出村，大事不出镇，矛盾不上交”的“枫桥经验”是典型代表。我们要坚持好、发展好新时代“枫桥经验”，是因为它 ①尊重当事人的权利，只收取最基本的费用 ②是党领导下解决纠纷行之有效的基层社会治理机制和方法 ③依靠人民群众正确处理人民内部矛盾 ④由人民法院主持调解，可使当事人达成调解协议 A．①③ B．①④ C．②③ D．②④,,missing_exact_rubric_block
2024_西城_二模_013,2024,西城,二模,西城二模,16,subjective,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,paper,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_110,,,16．（8分） 市民甲在某食品科技有限公司开设的网店中购买了30盒“黄芪薏米饼干”，付款516元。签收后，甲发现这些饼干不符合食品安全标准，随后又在两个月内三次购买同样的饼干，总数达200盒。四次总计付款4176元。甲以产品中添加有黄芪粉，违反了有关规定为由，起诉请求经营者退还价款4176元，支付相当于价款十倍的赔偿金41760元。 审理法院认为，某食品科技有限公司违反我国关于食品安全的相关规定，属于生产经营不符合食品安全标准食品的行为，应依法承担责任。市民甲首单购买的30盒“黄芪薏米饼干”未超出合理生活消费需要，对其就该部分饼干提出的惩罚性赔偿请求应予支持。但是，甲在收到首单饼干并确认饼干不符合食品安全标准后，又在两个多月时间内多次向同一商家大量加购同款饼干，加购数量共计200盒，总重量高达18.4千克。综合考量案涉饼干的保质期、普通消费者通常的生活消费习惯等因素，甲的加购行为超出正常的生活消费所需，对其就加购饼干提出的惩罚性赔偿请求不应支持，故判决支持甲就首单购买饼干提出的惩罚性赔偿请求。 结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。,16．（8分） 经营者应依法、诚信经营，保护消费者的合法权益。（2分，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益。（1分，材料分析） 民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益。（2分，二选一）市民甲的加购行为超出了正常的生活消费需要，人民法院对甲就加购行为提出的惩罚性赔偿请求不予支持，有利于引导消费者诚信、理性维权。（1分，材料分析） 人民法院的判决，体现了保证食品安全和维护生产经营秩序两种价值取向的平衡，有利于服务和保障经济社会高质量发展。（2分，多选一） 细则： 依法经营，替换：守法经营、不侵害消费者权益（利益）、侵害消费者权益是错误的 “民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益”，变通：坚持权利和义务的统一 理性维权，变通：依法维权 保护消费者的合法权益，变通：消费者享有安全消费的权利、消费者享有知情权 生产经营秩序，变通：市场秩序 最后一段，变通：体现了民法公平、诚信、守法和公序良俗的基本原则（明确写出诚信是原则，区别于“经营者诚信”）、弘扬了社会主义核心价值观,
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,7,choice,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,C,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,7.随着科技进步和数字化转型的加速，数字经济成为了我国经济发展的重要动力。数字劳动是数字经济发展的重要因素，是依托于互联网、大数据、云计算、人工智能等新型技术载体，以智力、创造力为主导，创造数字化产品的非物质劳动。只有不断加深对于数字劳动的认识，把握数字劳动的基本特征，并以此为基础构建起相关法律法规，才能确保数字劳动受到监管和保护，保证我国数字经济稳定和快速发展。如果上述结论皆为真，下列逻辑分析正确的是 A.“数字劳动是数字经济发展的重要因素”是运用“种差加属概念”的方法下的定义 B.数字劳动和非物质劳动是交叉关系 C.构建起相关法律法规是保证我国数字经济稳定和快速发展的必要条件 D.材料中假言判断的真假取决于前后件本身的真假,,missing_exact_rubric_block
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,8,choice,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,B,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,8. 公益诉讼助力文物保护，百年米仓重焕生机。 注：行政公益诉讼是指人民检察院作为公共利益的代表，对违反法律规定，侵犯国家利益或社会公共利益的行为，督促行政机关依法履行监督管理职责，支持合格的当事人依法行使公益诉权的法律制度。 这表明 “禄米仓”保护是司法救助的体现，以法治思维解决文化保护难题 行政公益诉讼有利于推进法治政府建设和国家治理现代化 人民检察院对行政机关提起公诉保护了社会公共利益 通过诉讼调解，促进文物的活化利用和文化遗产的依法保护 新修订的《中华人民共和国保守国家秘密法》自2024年5月1日起施行。 据此，下列说法正确的是 ①坚持党的领导是保密工作的优良传统和必须坚持的政治原则 ②该法为科技安全提供法律保障，维护和塑造总体国家安全观 ③该法要求减少信息公开数量，进一步强化精准保护国家秘密 ④保守国家秘密是公民的权利，危害国家秘密安全必受到追究 A. ①② B. ①④ C. ②③ D. ③④,,missing_exact_rubric_block
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,10,choice,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,B,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,10.近年来，越来越多的商家通过直播带货吸引消费者。经营者吴某与某文化传媒公司合作，约定由该公司负责吴某所经营店铺在某平台上的运营与推广。合同约定平均每日可增加营销额数百元，吴某支付推广费用2万余元。合作期间，引流带货效果与在签订协议时对方承诺的相差甚远，吴某总共只赚了200元。由此引起合同纠纷。以下分析正确的是 A.订立合同就能规范市场主体的交易行为，维护民事权利 B.传媒公司违背诚信经营，因未完全履行合同需承担违约责任 C.吴某可以申请仲裁，对仲裁不服可提起诉讼解决合同纠纷 D.传媒公司履行合同义务不符合约定，应该向吴某公开道歉,,missing_exact_rubric_block
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,11,choice,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,A,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,11.小卫购买并学习了E公司的课程后，对此课程不满意，在某网站匿名评价。之后小卫向某报业公司投稿，某报业公司调查后如实报道了这起事件。E公司就此诉至法院，主张某报业公司、小卫的行为构成共同侵权，要求立即删除案涉内容，公开赔礼道歉并赔偿经济损失。一审法院判决驳回了E公司的全部诉讼请求。对此，认识正确的是 ①小卫匿名差评，积极行使了批评监督权，没有逾越法律红线 ②本判决为终审判决，E公司不得提起上诉 ③某报业公司作为新闻媒体，为公共利益如实报道，不承担民事责任 ④该案件适用举证责任倒置原则，故小卫需承担举证责任 A.①③ B.①④ C.②③ D.②④,,missing_exact_rubric_block
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,19,subjective,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_100,,,"19.（15分） 生产力是社会进步的根本内容,是衡量社会进步的根本尺度。 结合材料，从社会主义基本经济制度的角度说明如何实现从传统生产力到新质生产力的跃升？（7分） 在世界新一轮科技革命和产业变革的时代浪潮中，勇当乘风破浪的弄潮儿，向着产业科技高峰全力攀登，围绕发展新质生产力，国家及各部门各地方各行业都积极行动起来。2024年《政府工作报告》提出，大力推进现代化产业体系建设，加快发展新质生产力。加快前沿新兴氢能、新材料、创新药等产业发展，积极打造生物制造、商业航天、低空经济等新增长引擎。制定未来产业发展规划，开辟量子技术、生命科学等新赛道。开展“人工智能+”行动。 （2）结合材料,综合运用《政治与法治》和《当代国际政治与经济》知识,说明我国积极推动新质生产力发展的原因。（8分） （10分）拥有科学理论的政党，才拥有真理的力量；科学理论指导的事业，才拥有光明的前途。 中国共产党之所以能够带领人民在一次次求索、一次次挫折、一次次开拓中完成中国其他各种政治力量不可能完成的艰巨任务，根本在于不断推进马克思主义中国化时代化。在推进马克思主义中国化时代化的历史进程中，产生了毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会主义思想，使马克思主义在中国焕发出强大生命力。党的二十大报告指出：“不断谱写马克思主义中国化时代化新篇章，是当代中国共产党人的庄严历史责任。” 科学的理论总是与伟大的实践相互激荡。坚持以马克思主义为指导，最终要落实到怎么用上来。 当今世界正在经历百年未有之大变局，处在民族复兴关键时期的当代中国正在经历着有史以来最为广泛而深刻的社会变革，正在推进中国式现代化这一人类历史上非常宏大而独特的实践创新，中国之问、世界之问、人民之问、时代之问给我们提出的新考题比过去更复杂、更难，迫切需要我们从理论与实践的结合上提交答案。党的二十大报告指出：从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴。 （1）我们如期完成脱贫攻坚、全面建成小康社会的历史任务，实现了第一个百年奋斗目标。党的二十大对全面建设社会主义现代化国家新征程进行了总的战略安排。完成下表。（2分） 结合材料，综合运用所学，谈谈对实现中华民族伟大复兴需要“不断谱写马克思主义中国化时代化新篇章”的认识。（8分） | 观点 | 逻辑分析 A | 法定继承第一顺位继承人中的子女，包括婚生子女、非婚生子女、养子女和有扶养关系的继子女。 | 对概念外延的划分犯了“多出子项”的逻辑错误 B | 若a=b，则ac=bc | 该判断中，a=b是ac=bc的充分必要条件 C | 刑法第二十条规定：“为了使国家、公共利益、本人或者他人的人身、财产和其他权利免受正在进行的不法侵害，而采取的制止不法侵害的行……",19．（15分） （1）要健全要素参与收入分配机制，激发劳动、知识、技术、管理、资本和数据等生产要素活力，更好体现知识、技术、人才的市场价值，营造鼓励创新的良好氛围，为培育新质生产力提供人才支撑。 深化社会主义市场经济体制改革，发挥新型举国体制优势，建立高标准市场体系，创新生产要素配置方式，使有效市场与有为政府更好结合，让各类先进优质生产要素向发展新质生产力顺畅流动。 发挥国有经济主导引导作用，推动国有经济向前瞻性战略新兴产业集中，发挥其他所有制经济的优势/鼓励、支持、引导非公有制经济发展，支持和帮助非公有制企业提供企业管理水平，完善管理体制桐柏同，提高生产技术水平和研发能力，使各种所有制经济互相取长补短、共同促进新质生产力的发展。 （2）综观人类社会发展的进程和趋势，生产力是最活跃、最革命的因素，总是处在不断进步的变化中，是社会发展的最终决定力量。我国积极推动新质生产力发展是遵循人类社会发展规律的必然要求。 当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量。新质生产力对于提高我国的实力，增强核心竞争力具有重要意义，强大的国家实力有利于更好的维护我国的国家利益和增强在国际事务中的话语权，有利于世界多极化深入发展，构建人类命运共同体。谋划发展新质生产力是政府的职责所在。 以人民为中心的发展理念，有利于满足人民日益增长的美好生活需要，提升人民的幸福感、安全感、获得感。,
2025_东城_一模_015,2025,东城,一模,2025东城一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_110,,,19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。以下三个案例生 动展现了法治的实践与成效。 案件一 张某与某公司签订《家庭装修合同》 ，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。 案件二 柳某入职某医院时，双方在合同中约定 “若柳某提出解约，培训费补偿见《培训协议》 ”，并 另行签订《培训协议》 。 医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。 案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。 因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。判决生效 后，民政局出具《分割决定书》 ，将杨某部分遗产分配给了顾氏三兄弟。 阅读材料，完成下表。 解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。 有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。 案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。 ② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。 ③,19. 阅读材料，完成表格。（8 分） （一）本题标准和变通 ①解决机制（1 分） ：调解/诉讼调解/诉讼 1 分 （对写“诉讼”得分的原因给予解释：该案已进入诉讼程序，虽然没有“审判”但也是通过 诉讼程序的某个环节，以出具调解书的方式解决，也属于诉讼解决机制） ②柳某与医院的案例（3 分） 第一层：对劳动者的意义 2 分 树立劳动者权利和义务相统一的法治意识 2 分 可替换：督促劳动者履行义务 2 分 酌情替换：规范劳动者行为 1 分 第二层：对医院的意义/对双方劳动关系的意义 1 分 维护用人单位的合法权益 1 分 可替换：构建和谐劳动关系 1 分 本案例其他酌情替代：体现了公平原则、公平正义 1 分 （柳某案例总分不超过3 分） ③顾氏三兄弟照顾老人案例（4 分） 第一层：遗产管理制度 1 分 落实遗产管理制度 1 分 可替换： 合理处置老人遗产，规范遗产分配问题 1 分 有利于对公民合法财产的保护和继承 1 分 为遗产继承、财产分割提供案例支持 1 分 第二层：社会主义核心价值观/中华优秀传统美德/社会角度 3 分（1 个2 分，2 个3 分） 友善的社会主义核心价值观； 守望相助、尊老敬老的中华优秀传统美德； 社会层面：社会和谐、良好的社会氛围、对社会的引领和示范作用 （注意：2 个点至少要出现1 次具体内容，如友善、守望相助、孝老爱亲等，如果没有任何 具体内容，该层最高2 分） （二）学生表现和问题 ①解决机制（1 分） ： 学生问题：写“协商” 、或写了多种方式且其中有错误，如“仲裁、诉讼”0 分 ②柳某与医院的案例（3 分） 学生问题：,
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,10,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,10. 某市人民检察院在“新就业形态劳动者权益保护”专项活动中，发现某外卖平台长期忽视骑手工伤保 险缴纳义务，导致 37 名骑手因工伤索赔无门。该检察院遂向法院提起公益诉讼，要求平台补缴社保并公 开道歉。下列认识正确的是（ ） A. 公司应履行缴纳社会保险的义务，按照平等自愿的原则与劳动者订立合同 第4页/共11页 B. 人民检察院通过公益诉讼，可以纠正损害公共利益的行为 C. 人民法院在执法过程中要公开透明，积极维护劳动者合法权益 D. 公益诉讼作为解决劳动争议纠纷的必经程序，补齐了劳动者权益保护机制短板,,missing_exact_rubric_block
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,11,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,11. 赵某经销售人员朱某介绍与其所在养老产业公司签订《养老卡合同》 ，并预付10 万元购买 60 个月的养 老服务。合同约定缴费后有 3 天考虑期，期内提出退款并填写退款申请，可在7 个工作日内全额退款。赵 某缴费后，当日即联系朱某要求办理退费，但朱某未作回应。后来，该公司以赵某未提交书面退款申请及 拨打公司退款电话为由，不予全额退款。赵某诉至法院，请求判令该公司全额退款并赔偿利息损失。下列 分析正确的是（ ） ①合同约定明确，赵某未按约定方式申请退款，其诉求不应得到法院支持 ②朱某作为公司销售人员，赵某联系朱某要求退款可视为履行了退款申请手续 ③该公司以未提交书面申请、未拨打电话为由拒绝退款，违背了诚信原则 ④该公司在法院判决后全额退款并赔偿利息损失，属于违约责任中的继续履行 A. ①② B. ①④ C. ②③ D. ③④,,missing_exact_rubric_block
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,14,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,14. 中华民族有着善治水的优良传统。中国大运河是古代劳动人民创造的一项伟大水利工程，由京杭大运 河、隋唐大运河、浙东运河三部分构成，全长近 3200 公里，对中国政治统一、经济发展、文化繁荣发挥 了重要作用，是中华民族伟大创造力、凝聚力和生命力的代表，是展现中华文明突出特性的鲜活文化符 号。下列选项正确的是（ ） A. “大运河”与“水利工程”之间是交叉关系 B. “中国大运河由京杭大运河、隋唐大运河、浙东运河三部分构成”是相容选言判断 C. “展现中华文明突出特性的鲜活文化符号”作为单称肯定判断的谓项是不周延的 D. “中华民族有着善治水的优良传统”是特称肯定判断，其主项周延而谓项不周延,,missing_exact_rubric_block
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_130,,,19. 2024 年 6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。原告方下 属公司的近 40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了 12 件实用新型专利。 根据《中华人民共和国反不正当竞争法》 ，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计 6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。 该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务 的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。 结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。,19.（6分）参考答案： 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达。 对科技创新的意义：规范市场竞争秩序、营造公平的市场环境、鼓励创新，2分 出现的问题：优化营商环境是错误表达。 对司法领域的价值：对同类案件提供范例、借鉴、参考，提高效率，增强公信力2分。 变通的地方：彰显法律权威或者司法权威作为1分的替换答案 对法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。,
2025_延庆_一模_017,2025,延庆,一模,2025延庆一模,10,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,10. 甲、乙两公司分别是自动驾驶领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将 “萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是 （ ） A. 丙公司属“搭便车”行为，构成不正当竞争，需承担违约的民事责任 B. 丙公司行为妨害健康的市场秩序，本案事实清楚，甲、乙公司无需承担举证责任 C. 因为丙公司企业名称是经工商部门核准注册，其行为无侵权恶意，法院应不予受理 D. 法院应以司法裁判树立清晰法律边界，维护健康的市场秩序，护航新质生产力发展,,missing_exact_rubric_block
2025_延庆_一模_017,2025,延庆,一模,2025延庆一模,11,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,11. 小何入职某网络科技公司，从事外卖配送工作，双方签订了承揽配送协议，未签订书面劳动合同。该 公司对外卖员工配备统一的服装并记录考勤。后小何在取餐途中不慎摔倒受伤，造成左臂骨折。下列认识 正确的是（ ） A. 双方基于意思自治签订了承揽配送协议，应确认为承揽合同关系 B. 公司对小何有劳动管理，双方形成事实劳动关系 C. 双方未签订书面劳动合同，无法确定双方的权利义务关系 D. 外卖配送等新就业形态突破了劳动关系范畴，应由平台经济法调整,,missing_exact_rubric_block
2025_延庆_一模_017,2025,延庆,一模,2025延庆一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,19. 网络经济持续健康发展，需要法治护航。 案情：杨某在贾某经营的网店下单 DIY 模具类商品4 件，售价78 元，杨某签收后对商品不满意，在 未与贾某协商一致的情况下，直接点击了“仅退款”并退款成功。贾某要求杨某退回商品，杨某表示已经 将商品扔掉，无法退回。 贾某认为双方应当先确定货物是否存在质量问题，是否符合“仅退款”标准。杨某退款后应当退还货 物，虽然商品实际售价仅 78 元，但杨某恶意“仅退款”的做法让自己遭受了商品损失和邮费损失。杨某 则认为商品质量不合格，达不到预期效果，自己才选择“仅退款”，且贾某未及时回复，所以才将商品扔 掉。后贾某将杨某诉至法院。 （注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款， 而无需将商品退还给卖家。“仅退款”服务带来了消费者权益的最大化，也有效降低了消费者的售后维权 成本。 ） 如果你是法官，需要对这个案件进行调解，请运用《法律与生活》知识，说明你会如何进行调解并说 明理由。,,missing_exact_rubric_block
2025_房山_一模_018,2025,房山,一模,2025房山一模,11,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,11. 张先生发现家里漏水，便上楼查看，不料竟发现楼上的住户把本是厨房的区域变成了卫生间并安放了马 桶。这样的改动，让张先生一家觉得难以接受。因协商未果，张先生将楼上住户高先生诉至法院，要求对 方恢复房屋结构布局。法院判决恢复原状。对本案分析正确的是（ ） 《住宅设计规范》规定：卫生间不应直接布置在下层住户的卧室、起居室（厅） 、厨 房和餐厅的上层，并且该条款属于强制性条文。 ①高先生对房屋改造是行使处分的权利，符合自愿原则 ②高先生行使权利要注意界限，不违背法律与公序良俗 ③张先生以和为贵选调解，因其是解决纠纷的优先选择 ④作为邻居应本着友善的态度处理不动产相邻权的纠纷 A. ①② B. ①③ C. ②④ D. ③④,,missing_exact_rubric_block
2025_房山_一模_018,2025,房山,一模,2025房山一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_110,,,19. 阅读材料，回答问题。 “真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。 案情回放 A 集团近 40 名高级管理人员及技术人员，先后离职赴 B 集团工作，其中 30 人于当年离职 后即入职。两年后，A 集团发现B 集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、 掌握的有关新能源汽车底盘应用技术以及其中的12 套底盘零部件图纸及数模承载的技术信息（下称技术秘 密）申请了12 件实用新型专利，且B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出 某系列型号电动汽车，涉嫌侵害 A 集团技术秘密。A 集团决定向法院提起诉讼。 判决结果 法院经审理认为，B 集团以不正当手段侵害 A 集团技术秘密，适用 2 倍惩罚性赔偿，判决 赔偿共计 6.4 亿余元。 结合材料，谈谈“真创新”受到“真保护”的法治价值。,19.（8 分） ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。 ③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,2,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_100,,,2.中共中央、国务院印发的《教育强国建设规划纲要（2024－2035 年）》强调，要促进学生健康成长、全 面发展，深入实施素质教育，健全德智体美劳全面培养体系，加快补齐体育、美育、劳动教育短板。关于 落实上述规划要求，下列说法正确的是 ①健全德智体美劳全面培养体系，关键在于监测学生体质健康和心理健康水平 ②补齐美育短板，要把开足音乐课、临摹名画作、参观博物馆艺术馆作为充分条件 ③加强宪法法治教育、国家安全教育、国防教育，有利于践行社会主义核心价值观 ④加强劳动教育，有助于提升学生动手实践能力、解决问题能力和社会适应能力 A.①② B.①④ C.②③ D. ③④,2、区域化合作：可以从以下三个角度回答 ①措施：深化区域经济合作/秉持亲诚惠容的外交理念，加强与周边国家和地区经济合作/促进区域内投资 和贸易白由化便利化/一带一路（写出任意1个1分）， 3 [ocr page 3] 效果：推动区域产业链供应链深度融合。（1分） ②措施：优化营商坏境/降低企业运营成本，依托我国超大规模市场优势/（任意1个1分） 效果：吸引更 外资和高端产业留在或落户中国。（1分） ③措施；坚持独立自主、自力更生/加强核心技术攻关（任意1个1分）， ①②③，写出任意1个，2分 效果，提升产业链的自主可控能力，增强产业链供应链的韧性和抗风险能力。（任意1个1分）,
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,10,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,"10.王某是一名 AI（人工智能）生成内容的创作者，他发现某公司发布的广告图片与自己用 AI 创作的图片 完全一致，认为该公司侵犯了自己的著作权，遂诉至法院。法院经审理认为, 该图片虽用AI创作，但需王 某构思画面、在人机对话中多次提交和调整关键词以获得理想的图案，体现了王某的个性化表达，凝结了 王某的智力劳动成果，遂判令该公司停止侵权并赔偿王某经济损失。由 AI 生成的图片 ①并非由人类直接创作，故不属于艺术作品 ②使得法律和法院都难以界定艺术作品的创作主体 ③如果符合一定的条件，可以受到著作权法的保护 ④是否构成法律意义上的作品，关键在于是否体现出作者的独创性智力投入 A.①② B. ①④ C. ②③ D.③④",,missing_exact_rubric_block
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,11,choice,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,11. 某区人民检察院发现，辖区内的一座古桥（市级保护文物）双侧壁附生的榕树树根大面积侵入桥体， 存在全桥坍塌的风险，遂向区文旅局发出检察建议，建议其依法履行监管职责。区文旅局在接到检察建议 后，并未采取有效措施进行修缮整改。区人民检察院依法向区人民法院提起行政公益诉讼。对此 ，下列说 法正确的是 A.区人民检察院代表公众维权，属于无偿提供代理法律服务 B.本案适用审判监督程序，一经做出判决，即发生法律效力 C.在行政公益诉讼中，区文旅局作为行政相对人始终处于被告地位 D.区人民检察院当诉则诉，展现了以检察职能维护社会公共利益的担当,,missing_exact_rubric_block
