suite_id,year,district,stage,suite_name,question_no,question_material,complete_prompt,rubric_source,rubric_match_method,evidence_type,rubric_original_text,notes
2025_房山_一模_018,2025,房山,一模,2025房山一模,19,19. 阅读材料，回答问题。 “真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。 案情回放 A 集团近 40 名高级管理人员及技术人员，先后离职赴 B 集团工作，其中 30 人于当年离职 后即入职。两年后，A 集团发现B 集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、 掌握的有关新能源汽车底盘应用技术以及其中的12 套底盘零部件图纸及数模承载的技术信息（下称技术秘 密）申请了12 件实用新型专利，且B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出 某系列型号电动汽车，涉嫌侵害 A 集团技术秘密。A 集团决定向法院提起诉讼。 判决结果 法院经审理认为，B 集团以不正当手段侵害 A 集团技术秘密，适用 2 倍惩罚性赔偿，判决 赔偿共计 6.4 亿余元。 结合材料，谈谈“真创新”受到“真保护”的法治价值。,结合材料，谈谈“真创新”受到“真保护”的法治价值。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,exact_qno_block_priority_110,formal_or_scoring_source,19.（8 分） ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。 ③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,19,19. （8 分） 司法护航，营造在线文旅消费法治环境。 某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典型案例。以下为其中一例： 王某通过 A 机票代销平台公司（以下简称“A 公司” ）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元） ，优惠40 元后实付310 元。事后，王某在航空公司官网查验发现，机票实际总价为 300 元。经查，A 公司在向王某销售机票的过程中通过技术手段擅自搭售了 10 元的外卖红包，王某在购买 界面并不能清楚地知悉费用的支出细节，也无法拒绝支付 10 元的额外费用。 王某遂向该市互联网法院提起诉讼，要求 A 公司退还其支付的票款 310 元，并予以三倍赔偿。该法院 的判决支持了王某的诉讼请求。 《中华人民共和国消费者权益保护法》 （节选） 第五十五条 经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其 受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；增加赔偿 的金额不足五百元的，为五百元。法律另有规定的，依照其规定。 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 第7页/共10页,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,exact_qno_block_priority_130,formal_or_scoring_source,19.评分细则、答案变通说明： ①原告通过A公司平台购买机票，双方有要约、承诺/合同成立。 （1分） ②A 公司揽自搭售10元外卖红包， 工某在购买界面不能消楚地知悉费用支出细节， 也无法拒绝支付10元额外费用。（1分） 材料3个条件必须写全才得分 A 公司的合同欺诈导致工某在违背真实意思表示的情况下订立合同。（1分） 合同无效/可撤销。 （1分） ③根据消费者权益保护法， （1分） 必须有消费者法律字样，“保护法”等不给分 A公司提供服务时有欺诈行为/侵犯了消费者知情权、公平交易权、自主选择权（1分） 法院应支持退还票款310元和三倍赔偿的诉讼请求。 ④支持王某的诉讼请求，有助于 维护消费者的合法权益， 引导电商企业规范经营/有利丁规范企业诚信经营， 规范网络消费市场秩序， 持续优化网络消费环境， 促进数字经济持续健康发展/维护司法权威/维护社会公平正义/弘扬社会主义核心价值观。 （2分） 20（8分）答案变通说明 从四段材料四个特点分别加以回答，最后进行总结。,
2025_海淀_一模_020,2025,海淀,一模,2025海淀一模,18,18．（7 分） 随着居民消费水平的提高，主题乐园越来越受到游客的青睐。某主题 乐园推出了年卡服务，游客只需 支付一定费用办理年卡，即可享受主题乐园酒店的折扣优惠，并通过优先通道快速入园游玩项目。游客在 办理时需与该主题乐园签订有关年卡的《条款及细则》格式合同，其中明确规定： “主题乐园年卡不可转 让，年卡及其相应福利仅限持卡人本人使用。若游客违反上述约定，主题乐园有权解除合同。” 小黄在购买年卡后，发现主题乐园酒店对登记入住人员与实际入住人员是否一致的审查存在漏洞，于 是他利用年卡以七折优惠价格订购酒店房间并在网络交易平台公开售卖给他人，通过传递房卡的方式交由 其他游客持卡实际入住，从中多次赚取差价。主题乐园发现后，短信通知小黄，因其违反双方合同约定， 即刻撤销其年卡全部权益。 小黄对此表示不满，向法院提起诉讼，认为格式条款无效，要求解封年卡，恢复相关权益，并要求主 题乐园赔偿其禁卡期间的损失。最终，法院判决驳回小黄的诉讼请求。 运用《法律与生活》知识，谈谈对本案判决的认识。,运用《法律与生活》知识，谈谈对本案判决的认识。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,exact_qno_block_priority_10,unknown,18．（7 分） 小黄与主题乐园签订的格式合同意思表示真实，条款符合公平原则，合同有效。小黄利用审查 漏洞不当获利的行为违反合同约定，违背诚信原则。主题乐园可以根据合同约定，采取撤销年 卡的方式解除合同。法院判决保护了主题乐园合法权益，有利于营造公平公正市场环境。,
2025_石景山_一模_021,2025,石景山,一模,2025石景山一模,20,20. (8 分) 新质生产力鼓励新业态拓展创新。人民法院能动履职、保护创新，为发展新质生产力提供重要保障。下列 是石景山法院以司法护航新质生产力发展的两个案例。 案例一 集成电路产业是信息产业的核心，为新质生产力发展提供重要支撑。原告科技公司与被告电路公司就某集 成电路技术研发项目签订委托合同，约定由被告按相关技术标准在规定时间内完成产品研发交付，原告分 期付酬 16 万元。研发过程中，原告支付了两期研发费共 9.6 万元，经检验，阶段性产品未达合同要求且研 发进度超期。被告延期交付最终成果后，原告主张被告未能依约提交达标成果，错过上市时机，致原告经 济损失严重，故要求被告返还研发费用并支付违约金。法院经审理，判令被告返还原告服务费、违约金共 计 11 万余元。 案例二 软件是信息技术关键载体，是新质生产力的代表和数字经济发展的基础。 “好省”APP是原告某网络科技公 司旗下的一款电商导购应用，用户可在其中领取主流商城的商品优惠券，故该软件上线后下载量巨大。被 告周某是被诉软件“超好省-省钱助手”APP 的开发运营者，该软件晚于原告软件三年上线。原告主张“好 省”软件经其长期宣传已具有影响力，被告软件与原告软件名称和图标相近、内容业务相同，已造成公众 混淆，请求法院判令被告停止不当行为并赔偿损失。法院经审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。 阅读材料，参考示例，完成下表。 案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。 案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。原被告两款软件功能相似，存 在竞争关系。被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。 ②,审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。 阅读材料，参考示例，完成下表。 案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。 案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。原被告两款软件功能相似，存 在竞争关系。被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。 ②,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,exact_qno_block_priority_130,formal_or_scoring_source,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据 ①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 采点赋分。 对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 答非所问、回答错误或没有应答，0分。 事实依据 ①被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还研发费用、支付违约金等责任。 保障作用 ②依法打击不正当竞争行为，促进公平竞争，维护市场秩序，增强市场活力，营造创新环境，护航软件产业高质量发展，培育新质生产力。,
2025_门头沟_一模_023,2025,门头沟,一模,2025门头沟一模,20,20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。请结合以下案例，参照所给出完成下表。 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。B 公司、C 公司未经许 可，在其经营的微博账号中发布了与 A 公司 “我不是胖虎”类似电脑壁纸“橘猫”。A 公司向法院起诉 B 公司、C 公司，要求其承 担侵权责任。 裁判结果：支持 A 公司的诉讼请求，B 公司、C 公 司应停止侵害，删除相关内容并赔偿 A 公司经济损失。 裁判理由：根据《中华人民共和国著作权法》的规 定，著作权人对其作品享有广泛的权利。他人未经著作 权人许可使用著作权人的作品，就可能构成侵权。B 公 司、C 公司未经许可，擅自将被诉侵权图片作为微博图 片发布，使公众可以在其个人选定的时间和地点获得作 品，均侵害了 A 公司的著作权。 现实意义：该判决充分保障了著作权人的合法权 益，规范了企业行为。 案例二 孙某在2022 年4 月应聘甲公 司，所投简历写明：2015 年7 月至2022 年3 月期间有 4 段工作经历。后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。入职后经甲公司查证，孙某在 2015 年 毕业后的 7 年时间，曾在 17 家公司任职，甲 公司以孙某未如实提供工作经历为由，在试 裁判结果① 裁判理由② 现实意义③ 第8页/共10页 用期将其辞退。孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。,权。 现实意义：该判决充分保障了著作权人的合法权 益，规范了企业行为。 案例二 孙某在2022 年4 月应聘甲公 司，所投简历写明：2015 年7 月至2022 年3 月期间有 4 段工作经历。后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。入职后经甲公司查证，孙某在 2015 年 毕业后的 7 年时间，曾在 17 家公司任职，甲 公司以孙某未如实提供工作经历为由，在试 裁判结果① 裁判理由② 现实意义③ 第8页/共10页 用期将其辞退。孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_顺义_一模_024,2025,顺义,一模,2025顺义一模,19,19．法者，所以兴功惧暴也；律者，所以定分止争也；令者，所以令人知事也。 材料一 案例 1 高某与刘某为邻居。刘某一家经常在门口堆放杂物及生活垃圾。高某跟刘某沟通过多次， 要求其清除杂物及垃圾，对方均不予理会，饱受困扰的高某曾找过物业、在微信群反映，刘某依旧我行 我素，还在微信群内辱骂高某。高某将刘某诉至法院，经法院调解，刘某向高某表达了歉意，双方握手 言和。 案例 2 甲公司从事娱乐、游戏、动漫产业几十年，其品牌已经具有较高知名度和显著性。乙公司 经营范围为动漫游戏、动漫、游艺用品销售等，其将企业名称变更登记为与甲公司相似的名称。甲公司 第7页/共18页 认为该名称存在侵权，向市场监督管理局（以下简称市监局）提出《请求企业名称争议裁决》申请，市 监局确认乙公司的名称侵犯甲公司公司合法权益，应予以纠正。乙公司不服市监局裁决，提起讼诉，法 院驳回乙公司诉讼请求。 (1)运用《法律与生活》知识，分析上述案例是如何解决纠纷的。 案例 1: 案例 2: 材料二 定分止争——案结事了人和，让公平正义充分彰显。司法裁判的最高境界，从来不是简单的 胜败之争，而是以“和合”之力让公平正义在人与人相互理解的土壤中生根发芽，绽放出绚烂的人性之 花。 (2)结合材料一与材料二，运用法治知识，阐释定分止争的价值。,(2)结合材料一与材料二，运用法治知识，阐释定分止争的价值。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_顺义_一模_024,2025,顺义,一模,2025顺义一模,21,21．天下之本在国，国之本在家。当万家灯火连缀成灿烂星河，一个个“小家”的温度也正标示着民 族与国家的精神刻度。 中华民族自古以来重视家庭、重视亲情。孔门庭训、孟母三迁、岳母刺字等一个个家教故事家喻户 晓， 《诫子书》 、 《了凡四训》 、 《增广贤文》等一部部家训经典流传久远。尊老爱幼、母慈子孝、遵纪守 法，家和万事兴等中华民族传统家庭美德，铭记在中国人的心灵中，融入中国人的血脉中，成为支撑中华 民族生生不息、薪火相传的重要精神力量。 第8页/共18页 中国共产党人不仅继承和弘扬中华民族传统家庭美德，还把党的性质、宗旨有机融入家庭生活之 中，把个人追求、家庭幸福与民族独立、国家富强紧紧联系在一起，中国人历来讲求精忠报国，革命战争 年代母亲教儿打东洋、妻子送郎上战场，社会主义建设时期先大家后小家、为大家舍小家，都体现着向上 的家庭追求，体现着高尚的家国情怀。 《中华人民共和国民法典》和《中华人民共和国家庭教育促进法》均对家风、家庭美德作出了明确 规定，引导家庭家教家风建设，凸显家庭建设在国家治理中的重要地位。 “一个个小家的温度也正标示着民族与国家的精神刻度”。结合材料，综合运用所学，谈谈你对这句话的理 解。 第9页/共18页 参考答案 题号 1 2 3 4 5 6 7 8 9 10 答案 A C B D B A A C B A 题号 11 12 13 14 15 答案 D C B D A,结合材料，综合运用所学，谈谈你对这句话的理 解。,,no_exact_qno_block,missing,,需回原细则/OCR 复核
2025_东城_二模_025,2025,东城,二模,2025东城二模,17,"17.(9 分)数字法院是数字时代推进司法工作现代化的重要引擎。 在苏州的274个“融诉驿站”，法官在线“坐镇”化解纠纷5646起，开展普法宣传3138次；司法资源全面 下沉。长沙建立“线上十远程""模式，建成基层工作站点1834个，将城区优质法治资源“輸送”到仙远地区。 点开上海""随中办”平台，当事人就可以获得诉让指引、案例参考、风险评估等交互式诉讼服务。福建 法院在2024年开展网上立電41.94万件，网上开庭2.11万次，公平正义触手可及。 北京互联网法院主导建设“天平链”，有效破解电子证据的存证、取证、认证难题。浙江法院升级“一 体化办素办公平台”，并利用“数字大脑”自动生成质效报告，实时提醒法官办案中的问题。 结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义”。 第5页/共8页",结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义”。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,exact_qno_block_priority_110,formal_or_scoring_source,"17．结合材料，运用法治知识，说明数字法院如何让群众享受“数字正义” 。 （9 分） （一）本题标准和变通 数字普惠角度 材料1 分+知识2 分 数字法院打破地域限制、实现司法普惠，让更广泛的群众享受到优质司法资源。 替代：资源共享／法治意识 数字服务角度 材料1 分+知识2 分 各类数字服务平台为群众提供了便捷的司法服务，降低群众维权成本，提升维权效率。 替代：便民利民／诉讼效率 数字审判角度 材料1 分+知识2 分 通过数字赋能审判,提升审判工作质效和司法公信力。 替代：工作精准度／司法公正／程序公正与结果公正 （二）学生表现和问题",
2025_东城_二模_025,2025,东城,二模,2025东城二模,19,19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。 案件一 龙某为 13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。 案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司 “搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。该公司诉至法院，最终法院判决杨某公开道歉并赔 偿损失。 案件三 邬某通过某公司的 App 预定境外客房，支付方式为“到店支付”，下单后即被从银行卡中扣除房款， 邬某不知情也未入住。邬某发现扣款后要求退还，而公司认为其服务条款中已注明 “部分酒店住宿可能会 对您的银行卡预先收取全额预订费用”，拒绝退款。邬某诉至法院，最终法院判决该公司退还房款。 阅读材料，完成下表。 案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。 案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。 ④,诉至法院，最终法院判决该公司退还房款。 阅读材料，完成下表。 案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。 案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。 ④,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,exact_qno_block_priority_110,formal_or_scoring_source,19.阅读材料，完成表格。 （一）本题标准和变通 ①龙某为钱某文身案例（2 分） ：该情境有两个问题，即合同效力问题和侵权问题： 学生可以通过把一个问题说清楚得2 分，也可以通过呈现2 个准确的知识点得2 分 合同效力问题：限制民事行为能力人/法定代理人未追认（1 分）+ 合同无效（1 分） 侵权问题：龙某没有尽到核实义务/存在过错（1 分）+ 侵犯身体权/健康权（1 分） 呈现了两个知识点，如：钱某事限制民事行为能力人（1 分）+龙某侵犯了身体权/健康 权（1 分） ②杨某自媒体案例（2 分） 杨某利用自媒体，故意侮辱/诽谤某公司，造成其社会评价降低（任意一个要件1 分）+ 侵 害名誉权（不可替换，1 分） 构成要件替换：诬陷、捏造、造谣、诋毁、抹黑、不实信息；损害形象、损害该公司声誉； 邬某服务条款案例： ③体现的民法原则（1 分） ： 公平原则（1 分） 可替换：诚信原则（1 分） ④典型意义：意义一条2 分，两条3 分： 第一条：维护消费者合法权益 第二条：规范格式条款的使用 如本题消费者权益和格式条款都没提到，提到规范商家经营给1 分。 （二）学生表现和问题 ①龙某为钱某文身案例（2 分） ： 学生问题：,
2025_丰台_二模_026,2025,丰台,二模,2025丰台二模,20,"20. (8 分)胸怀天下谋大同。 “全球南方”群体性崛起，是世界大变局的鲜明标志。 作为“全球南方”的第 一方阵，我们要展现集体 智慧和力量，为构建人类命运共同体挺膺担当。 “全球南 方”为发展而起，因发展而兴。我们要做共同 发展的中坚力量，积极参与和引领全 球经济治理体系改革，推动把发展置于国际经贸议程中心地位。 ——习近平 2024 年 10 月 24 日在喀山会展中心出 席“金砖+”领导人对话会的讲话 我们要共同做多边主义的捍卫者。今年是联合国成立 80 周年，也是世界反法西 斯战争胜利 80 周年。国 际形势越复杂，全球挑战越突出，越要维护联合国权威，发 挥联合国作用。我们要把二十国集团外长发 起的“全球治理改革行动倡议”变为行 动。 王毅 2025 年 2 月 21 日在二十国集团外长会上的讲话 当前全球不稳定不确定因素明显增多，我们要同心协力、携手前行，一道推动 构建人类命运共同体，共 迎全球挑战，共建亚洲家园，共创亚洲和世界更加美好的 未来。并据此提出 4 点建议，其中指出在增进 信任中加强团结 合作，尊重彼此的核 心利益和重大关切，推动全球治理朝着更加公正合理的方向发展。 —— 丁薛祥 2025 年 3 月 27 日在博鳌亚洲论坛 2025 年年会开幕式上的讲话 当今世界，全球治理体系与国际秩序变革加速推进。我们愿同各方一道，一以贯之以 实际行动为完善全球 治理注入中国力量。结合材料，运用《当代国际政治与经济》知识， 谈谈你对“为完善全球治理注入中国力 量”的理解。 案例 某互联网企业开发了一款 AI 产品，用户输入“我要看某某热播剧”后，AI 生成的链 接中多数指向盗版资源网站。版权方 H 公司在检测数据时发现其热播剧日均被盗版链 接点击超万次，遂向法院提起诉讼，请求开发这款 AI 产品的互联网企业承担侵权责 任。 调研 法院在深入调研后，发现 AI 产品拥有千亿级参数规模的通用大模型，生成的具体内 容具有高度的不可预测性。该互联网企业已经从语料输入、模型运行到内容输出等各 个环节进行了定期跟踪和核查，尽到了相应的义务。 建议 法院遂开出具有前瞻性、可操作性的司法建 议：给 AI 装上“版权雷达”,提前扫描 问 题指令；在输出端部署 “数字巡警 ”,实时扫描可疑链接；定期开展 “安全体 检”,关 注 AI 健康。 第8页/共10页",结合材料，运用《当代国际政治与经济》知识， 谈谈你对“为完善全球治理注入中国力 量”的理解。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,exact_qno_block_priority_100,formal_or_scoring_source,20.（8分） 中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。中国推动构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起，推动全球治理体制向着更加公正合理的方向发展。 |,
2025_昌平_二模_027,2025,昌平,二模,2025昌平二模,20,20. （ 6 分） 案件情况 处理结果 裁判理由 镜头一 在陇东黄土高原的沟壑间，面对家乡“十年九旱、靠天吃饭”的困 境，全国人大代表化身“产业探路者” ，带领村民试种耐旱中药材，创办种植专业合 作社，采用“合作社+农户+订单”模式，发展黄芪、党参等特色产业5000 余亩。如 今，合作社年产值超 800 万元，带动 286 户群众户均增收 1.2 万元，曾经的“穷山 沟”变成“药材谷” 。 镜头二 在北京某老旧小区，老年居民众多，加装电梯需求迫切。但因低层住户 不同意，导致工程迟迟无法推进。为此，社区工作者多次上门沟通，并邀请专业人 员对楼体地基进行检测勘察，组织低层住户前往已安装电梯的老楼进行体验，详细 介绍施工方案，探讨如何在满足高层居民出行需求的同时，最大程度减少对低层居 民的影响……在“大家商量着办”议事协商机制作用下，最终圆了“电梯梦” 。 镜头三 在江西某汽车客运站，清晨公交车行李舱里的菜品逐渐丰富，大蒜、萝 卜、香葱、包菜……菜农们互相帮衬，将各自的农产品摆放整齐，整个车厢都弥漫 着泥土的芬芳和收获的喜悦。为降低菜农的出行成本，当地政府推行城乡公交一体 化改革，全县所有营运班线实行 1 元票价。一元“菜农公交”一头紧系村民“钱袋 子” ，一头连着市民“菜篮子” ，是一条条连接城乡的“民生专线” ，更是一道道温暖 人心的“风景线” 。 《大梦·红楼》是全国首个以《红楼梦》为主题的全场域行进式近景沉浸体验项目。它以曹雪芹 的视角，引领观众以第一人称开启60 分钟的太虚幻境之旅。项目采用多线并行、穿插叙事的方式，在 2000 平方米的空间内设置了三大沉浸展区、4 条不同的观众动线以及20 个原著经典情节的还原。观众 先领取披风，依据对应的“木石前盟” （黛玉） 、 “金玉良缘” （宝钗）等主题选择探索路径。体验过程 中没有固定座位号，观众可以跟随喜爱的角色自由行走并近距离互动。这样沉浸式的演艺，让观众仿 佛看着这些角色在自己眼前真实地活了一遍。 第7页/共11页 李某是一名 AI 绘图软件爱好者，他使用人工智能软件制 作了一张图片，并加上“AI 绘画”等标签，发布在自己的社 交平台上。网友刘某看到图片后，感觉非常契合自己的文 章，便直接拿来作为配图使用，还抹去了平台署名水印。 李 某认为刘某的行为侵犯了自己的著作权。遂 将刘某诉至北 京互联网法院。 法院支持李某诉讼 请求。 （1） 小王向银行申请开通信用卡，且宣称已阅览申请材料， 明晰信用卡相关信息，愿意遵循领用合约及申请表中所列的 所有条款。后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。银行屡次向小王催告，然而小王迄今仍未还 款。为维护自身的合法权益，银行将其诉至法院，恳请依法 判决小王偿还信用卡欠款 2 万元及利息。 法院判决小王偿还 信用卡欠款本金 2 万 元，并按合同约定支付 利息。 （2） 阅读材料，运用《法律与生活》知识，完成裁判理由。,（2） 阅读材料，运用《法律与生活》知识，完成裁判理由。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,exact_qno_block_priority_130,formal_or_scoring_source,20.阅读材料，运用《法律与生活》知识，完成裁判理由。（6 分） [slide 13] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权。刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权，属于侵权行为，应承担侵权责任。 评分细则： ●著作权法规定著作权人限于自然人、法人或非法人组织，李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护。（法律依据：法律保护著作权角度，1分。替代：著作权法规定著作权人对其作品享有广泛的权利） ●刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权（二选一，1分） ●能够结合材料说出李某虽然使用了ai，但具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权（围绕争议，结合材料论述），或鼓励创新（阐述意义）（1分）（言之成理即可得分，但不重复给分。） [slide 14] 双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合法有效，对双方均具有约束力。小王使用信用卡透支且经催缴仍不还款的行为构成违约，违背了诚信原则和全面履行原则，应承担违约责任。 评分细则： ●双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合同有效，对双方均具有约束力。（二选一，1分。替代：合同体现了权利与义务相统一/公平原则/协商一致，等） ●小王使用信用卡透支且经催缴仍不还款的行为构成违约。（1分，替代：应承担违约责任） ●违背了诚信原则和全面履行原则，应承担违约责任。（二选一，1分。替代：体现了诚信的社会主义核心价值观/传统美德，但必须出诚信；社会信用机制等。） （其他答案，言之成理即可得分，但不重复给分。） [slide 15],
