suite_id,year,district,stage,suite_name,question_no,answer,answer_source,overview_sentence,wrong_option_sentences,question_excerpt,rubric_source,notes
2024_东城_二模_007,2024,东城,二模,东城二模,7,A,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,在乐业公司系“舒A”注册商标的专用权人，该公司主要生产用于治疗跌打损伤的医疗 用品。徐某在其经营的“跌打损伤修复贴”产品外包装的醒目位置使用了“乐业”名 称，其外包装与乐业公司的同类型产品的外包装高度近似。乐业公司以徐某侵权为 由提起诉讼。以下说法正确的是中，应选A，核心判断是“①②”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①0 ③”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②④”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“③④”与题面事实或法律规则不匹配。,7.乐业公司系“舒A”注册商标的专用权人，该公司主要生产用于治疗跌打损伤的医疗 用品。徐某在其经营的“跌打损伤修复贴”产品外包装的醒目位置使用了“乐业”名 称，其外包装与乐业公司的同类型产品的外包装高度近似。乐业公司以徐某侵权为 由提起诉讼。以下说法正确的是 ①徐某的行为容易导致消费者误认，构成不正当竞争 ②徐某的行侵害了消费者的知情权，应当合法诚信经营 ③徐某在类似的商品上使用“乐业”名称，构成商标侵权 ④乐业公司的注册商标保护期15年，从申请之日起计算 A.①② B. ①0 ③ C.②④ D.③④,,
2024_东城_二模_007,2024,东城,二模,东城二模,8,C,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,在某纸业有限公司在一支流河道埋设暗管，排放生产废水。经鉴定，该公司偷排废水 期间，河道内水质指标远超基线水平，造成环境污染损害数额为1081余万元。该地 人民检察院对该公司提起公诉，并提起刑事附带民事公益诉讼。下列说法正确的是中，应选C，核心判断是“被告不在规定时间内提交答辩状，并不影响人民法院审理该案”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“若对一审判决不服，双方当事人可于15日内上诉”与题面事实或法律规则不匹配。；B项不对在主体、行为、权利义务或适用条件没有扣准，因为“该案提交的水质鉴定报告属于物证，影像资料属于电子数据”与题面事实或法律规则不匹配。；D项不对在纠纷解决程序或法律效力错位，因为“刑事诉讼中，被告人若掌握罪证相关证据，则有义务向法庭提交”与题面事实或法律规则不匹配。,8. 某纸业有限公司在一支流河道埋设暗管，排放生产废水。经鉴定，该公司偷排废水 期间，河道内水质指标远超基线水平，造成环境污染损害数额为1081余万元。该地 人民检察院对该公司提起公诉，并提起刑事附带民事公益诉讼。下列说法正确的是 A. 若对一审判决不服，双方当事人可于15日内上诉 B.该案提交的水质鉴定报告属于物证，影像资料属于电子数据 C.被告不在规定时间内提交答辩状，并不影响人民法院审理该案 D. 刑事诉讼中，被告人若掌握罪证相关证据，则有义务向法庭提交,,
2024_丰台_二模_009,2024,丰台,二模,丰台二模,5,,,在《中华人民共和国消费者权益保护法实施条例》将于2024年7月1日起施行。部分内容 如下： 《中华人民共和国消费者权益保护法实施条例》 第一条 根据《中华人民共和国消费者权益保护法》等法律，制定本条例。 第三条 国家加大消费者合法权益保护力度，建立和完善经营者守法、行业自律、消费者……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,5.《中华人民共和国消费者权益保护法实施条例》将于2024年7月1日起施行。部分内容 如下： 《中华人民共和国消费者权益保护法实施条例》 第一条 根据《中华人民共和国消费者权益保护法》等法律，制定本条例。 第三条 国家加大消费者合法权益保护力度，建立和完善经营者守法、行业自律、消费者参与、 政府监管和社会监督相结合的消费者权益保护共同治理体系。 第四条 国家统筹推进消费环境建设，营造安全放心的消费环境，增强消费对经济发展的基础 性作用。 以上规定能够 ①促使经营者依法、诚信经营，切实维护消费者合法权益 ②强化政府保护消费者权益的工作职责，加大监督检查和执法力度 ③及时查处侵害消费者合法权益的行为，避免消费投诉、举报 ④营造更加安全、公平的消费环境，确保消费规模的扩大 A. ①② B.①④ C. ②③ D.③④,,答案未从可靠答案表或逐题解析锁定
2024_丰台_二模_009,2024,丰台,二模,丰台二模,6,,,在“一函两书”制度是由最高人民检察院和中华全国总工会联合提出的一种制度，旨在通 过工会及相关单位提醒用人单位落实好劳动法律法规或纠正其违法劳动用工行为。“一 函”即工会劳动法律监督提示函，“两书”即工会劳动法律监督意见书和工会劳动法律 监督建议书。“一函两书”制度有利于中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,6.“一函两书”制度是由最高人民检察院和中华全国总工会联合提出的一种制度，旨在通 过工会及相关单位提醒用人单位落实好劳动法律法规或纠正其违法劳动用工行为。“一 函”即工会劳动法律监督提示函，“两书”即工会劳动法律监督意见书和工会劳动法律 监督建议书。“一函两书”制度有利于 ①提高协作配合质效，推动构建和谐劳动关系 ②构建起全链条的保障体系，促进用人单位规范健康发展 ③加强源头预防，通过多种方式保障劳动者合法权益 ④强化检察机关和工会组织的检察监督职能，促进化解劳动纠纷 A. ①② B. ①③ C.②④ D.③④,,答案未从可靠答案表或逐题解析锁定
2024_海淀_二模_010,2024,海淀,二模,海淀二模,11,A,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,在黄某某是某小区业主，其居住的楼房出口区域经常 停放有某公司的多辆共享单车，影响正常通行。黄 某某委托律师向某公司邮寄律师函，要求某公司在 接到律师函 10 日内，在其公司的手机应用程序中， 将上述区域设置为禁停区。某公司收到律师函后未 采取相应措施，黄某某遂起诉至法院，要求该公司……中，应选A，核心判断是“①②”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“③④ 中华人民共和国民法典 第二百七十四条 建筑区划内 的道路，属于业主共有，但是属于城 镇公共道路的除外。建筑区划内的其 他公共场所、公用设施和物业服务用 房，属于业主共有。 高……”与题面事实或法律规则不匹配。,11．黄某某是某小区业主，其居住的楼房出口区域经常 停放有某公司的多辆共享单车，影响正常通行。黄 某某委托律师向某公司邮寄律师函，要求某公司在 接到律师函 10 日内，在其公司的手机应用程序中， 将上述区域设置为禁停区。某公司收到律师函后未 采取相应措施，黄某某遂起诉至法院，要求该公司 将上述区域设置为共享单车的禁停区。对此案推断合理的是 ①作为共有权人的业主，对小区建筑区划内的共有部分享有共有和共同管理的权利 ②共享单车扎堆停放妨碍居民正常通行，黄某某有权要求排除妨碍、恢复正常通行 ③某公司作为手机应用程序的运营方，只是提供相关链接服务，无须承担侵权责任 ④黄某某可向业主委员会或者物业公司投诉，强制禁止共享单车进入自己所在小区 A．①② B．①④ C．②③ D．③④ 中华人民共和国民法典 第二百七十四条 建筑区划内 的道路，属于业主共有，但是属于城 镇公共道路的除外。建筑区划内的其 他公共场所、公用设施和物业服务用 房，属于业主共有。 高三年级（思想政治） 第 4 页（共 8 页）,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,
2024_石景山_一模_011,2024,石景山,一模,石景山一模,11,,,在买家赵某连续多年在某牙膏旗舰店购买了多支“专业蛀牙修复”牙膏，因最终未达到商家宣传疗效反而导致自己错失口腔疾病最佳治疗时间而将商家诉至法院，请求 判决商家承担价款的三倍赔偿责任，以及自己看牙的医疗费损失。法院最终判决商 家赔偿其三倍价款，驳回了赵某要求商家赔偿医疗费用的诉讼请求。……中，本题暂不写死答案，因为 v2 未从可靠答案表锁定客观答案；先保留题面，等待答案源核验。,答案未锁定，暂不生成错项句。,11．买家赵某连续多年在某牙膏旗舰店购买了多支“专业蛀牙修复”牙膏，因最终未达到商家宣传疗效反而导致自己错失口腔疾病最佳治疗时间而将商家诉至法院，请求 判决商家承担价款的三倍赔偿责任，以及自己看牙的医疗费损失。法院最终判决商 家赔偿其三倍价款，驳回了赵某要求商家赔偿医疗费用的诉讼请求。以下理解正确的是 ①商家虚假宣传行为侵犯了赵某作为消费者的知情权、自主选择权及安全消费权利 ②由于涉案双方之间存在买卖合同关系，商家应当承担三倍惩罚性赔偿的违约责任 ③牙膏不属于医疗器械、药品的范围，商家构成欺诈行为，应承担惩罚性赔偿责任 ④赵某如不能证明其牙病的发生与涉案产品间存在因果关系需承担举证不能的责任 A．①② B．①④ C．②③ D．③④,,答案未从可靠答案表或逐题解析锁定
2024_西城_一模_012,2024,西城,一模,西城一模,6,C,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,在王某向赵某借了50万元，并将自己唯一的机动车交予赵某作为质押。王某又向钱某借了20万元，承诺半年后还款。结果，半年后王某并没有还款。钱某不满，在得知王某名下有机动车后，将王某诉至人民法院，要求将王某名下的机动车折价赔偿给他。以下认识正确的是中，应选C，核心判断是“②④”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①③”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“③④”与题面事实或法律规则不匹配。,6． 王某向赵某借了50万元，并将自己唯一的机动车交予赵某作为质押。王某又向钱某借了20万元，承诺半年后还款。结果，半年后王某并没有还款。钱某不满，在得知王某名下有机动车后，将王某诉至人民法院，要求将王某名下的机动车折价赔偿给他。以下认识正确的是 ①本案涉及债权关系，客体是王某名下的机动车 ②本案涉及担保物权，对应的是机动车的交换价值 ③王某将机动车交予赵某，赵某则拥有了该机动车的所有权 ④赵某实际占有王某作为担保物的机动车，享有质权，可依法优先受偿 A．①② B．①③ C．②④ D．③④,,
2024_西城_一模_012,2024,西城,一模,西城一模,7,A,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,在蔬菜照绿光加正白光、鲜肉照红光加冷白光、海鲜照蓝光加冷白光……打灯销售生鲜农产品的现象很普遍，这种灯行业内叫“生鲜灯”。“生鲜灯”照射下的食品格外诱人。国家市场监管总局修订发布的《食用农产品市场销售质量安全监督管理办法》规定，销售生鲜食用农产品，不得使用对食用农产品的真实色泽等感……中，应选A，核心判断是“①②”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“③④”与题面事实或法律规则不匹配。,7． 蔬菜照绿光加正白光、鲜肉照红光加冷白光、海鲜照蓝光加冷白光……打灯销售生鲜农产品的现象很普遍，这种灯行业内叫“生鲜灯”。“生鲜灯”照射下的食品格外诱人。国家市场监管总局修订发布的《食用农产品市场销售质量安全监督管理办法》规定，销售生鲜食用农产品，不得使用对食用农产品的真实色泽等感官性状造成明显改变的照明等设施误导消费者对商品的感官认知。下列观点正确的是 ①经营者应依法、诚信经营，保障消费者的合法权益 ②消费者发现经营者利用“生鲜灯”等照明设施误导自己，可依法维权 ③经营者使用“生鲜灯”销售产品属于不正当竞争，是搭他人商业信誉的便车 ④经营者利用与消费者信息不对称的优势，侵害了消费者的自主选择权 A．①② B．①④ C．②③ D．③④,,
2024_西城_二模_013,2024,西城,二模,西城二模,1,B,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,在人民至上的发展理念是对“现实的人”这一马克思主义唯物史观逻辑起点的继承和发展。以下认识正确的是中，应选B，核心判断是“①④”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“①②”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体、行为、权利义务或适用条件没有扣准，因为“③④”与题面事实或法律规则不匹配。,1． 人民至上的发展理念是对“现实的人”这一马克思主义唯物史观逻辑起点的继承和发展。以下认识正确的是 ①人民性是马克思主义的本质属性 ②与时俱进是哲学独特的理论品质 ③发展的观点是马克思主义哲学的核心观点 ④坚持人民至上体现了马克思主义历史观和价值观的统一 A．①② B．①④ C．②③ D．③④,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,
2024_西城_二模_013,2024,西城,二模,西城二模,4,D,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,在某校学生做市场调查，发现不少消费者对上述监测结论有疑虑，总觉得进口奶更安全可靠。同学们拟向相关主管部门提出建议，以下合理的是中，应选D，核心判断是“③④”；其他项主要错在没有同时扣准主体关系、行为事实和法律后果。,A项不对在主体、行为、权利义务或适用条件没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体、行为、权利义务或适用条件没有扣准，因为“①③”与题面事实或法律规则不匹配。；C项不对在主体、行为、权利义务或适用条件没有扣准，因为“②④”与题面事实或法律规则不匹配。,4． 某校学生做市场调查，发现不少消费者对上述监测结论有疑虑，总觉得进口奶更安全可靠。同学们拟向相关主管部门提出建议，以下合理的是 ①贯彻落实绿色发展理念，科学宏观调控 ②优化政府治理流程和方式，提高政务服务效能 ③对相关企业持续监管，各个重点环节全覆盖抽检 ④采用科学统一的评价标准体系，对国产奶和进口奶评价 A．①② B．①③ C．②④ D．③④,,
