suite_id,year,district,stage,suite_name,suite_path,paper_files,rubric_files,support_files,extraction_status,xuanbier_status,notes
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 4 道候选。
2025_延庆_一模_017,2025,延庆,一模,2025延庆一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 3 道候选。
2025_房山_一模_018,2025,房山,一模,2025房山一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,,extracted,has_xuanbier,v2 严格题段锁定 2 道候选。
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,"/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc",/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,extracted; extracted_textutil; pptx_failed:XMLSyntaxError; vision_ocr,has_xuanbier,v2 严格题段锁定 4 道候选。
2025_海淀_一模_020,2025,海淀,一模,2025海淀一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,extracted,has_xuanbier,v2 严格题段锁定 1 道候选。
2025_石景山_一模_021,2025,石景山,一模,2025石景山一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,,extracted; extracted_textutil,has_xuanbier,v2 严格题段锁定 4 道候选。
2025_西城_一模_022,2025,西城,一模,2025西城一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 1 道候选。
2025_门头沟_一模_023,2025,门头沟,一模,2025门头沟一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,,extracted; extracted_textutil,has_xuanbier,v2 严格题段锁定 3 道候选。
2025_顺义_一模_024,2025,顺义,一模,2025顺义一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 5 道候选。
2025_东城_二模_025,2025,东城,二模,2025东城二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,,extracted,has_xuanbier,v2 严格题段锁定 5 道候选。
2025_丰台_二模_026,2025,丰台,二模,2025丰台二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,"/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx",,extracted; extracted_textutil,has_xuanbier,v2 严格题段锁定 5 道候选。
2025_昌平_二模_027,2025,昌平,二模,2025昌平二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,,extracted,has_xuanbier,v2 严格题段锁定 5 道候选。
2025_朝阳_二模_028,2025,朝阳,二模,2025朝阳二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 2 道候选。
2025_海淀_二模_029,2025,海淀,二模,2025海淀二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,"/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx",/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 4 道候选。
2025_西城_二模_030,2025,西城,二模,2025西城二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 2 道候选。
2025_东城_期末_031,2025,东城,期末,2025东城期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,"/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx",,extracted,has_xuanbier,v2 严格题段锁定 4 道候选。
2025_丰台_期末_032,2025,丰台,期末,2025丰台期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,,extracted,has_xuanbier,v2 严格题段锁定 3 道候选。
2025_朝阳_期末_033,2025,朝阳,期末,2025朝阳期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 1 道候选。
2025_海淀_期中_034,2025,海淀,期中,2025海淀期中,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 1 道候选。
2025_海淀_期末_035,2025,海淀,期末,2025海淀期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,,extracted,has_xuanbier,v2 严格题段锁定 8 道候选。
2025_西城_期末_036,2025,西城,期末,2025西城期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,,extracted,has_xuanbier,v2 严格题段锁定 3 道候选。
2026_东城_一模_037,2026,东城,一模,2026东城一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,"/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/16.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/17.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/18+选择7、13.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（1）.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（2）.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（4）.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/20.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/补充材料/26东城一模细则.pdf",/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/补充材料/2026东城一模 原卷扫描版.pdf,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 3 道候选。
2026_丰台_一模_038,2026,丰台,一模,2026丰台一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 3 道候选。
2026_延庆_一模_039,2026,延庆,一模,2026延庆一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 3 道候选。
2026_房山_一模_040,2026,房山,一模,2026房山一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx,,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 2 道候选。
2026_朝阳_一模_041,2026,朝阳,一模,2026朝阳一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 2 道候选。
2026_海淀_一模_042,2026,海淀,一模,2026海淀一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 4 道候选。
2026_石景山_一模_043,2026,石景山,一模,2026石景山一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,,extracted; extracted_textutil,has_xuanbier,v2 严格题段锁定 4 道候选。
2026_西城_一模_044,2026,西城,一模,2026西城一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 1 道候选。
2026_门头沟_一模_045,2026,门头沟,一模,2026门头沟一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,,extracted,has_xuanbier,v2 严格题段锁定 3 道候选。
2026_顺义_一模_046,2026,顺义,一模,2026顺义一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,,extracted,uncertain,题面未锁定候选，但细则/讲评中有法律信号，需人工复核是否 OCR 或切题失败。
2026_东城_期末_047,2026,东城,期末,2026东城期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,,extracted,has_xuanbier,v2 严格题段锁定 4 道候选。
2026_丰台_期末_048,2026,丰台,期末,2026丰台期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 1 道候选。
2026_朝阳_期中_049,2026,朝阳,期中,2026朝阳期中,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/试卷/试卷.pdf,"/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/细则.docx
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期中/细则/补充材料/细则.docx",,extracted,has_xuanbier,v2 严格题段锁定 1 道候选。
2026_朝阳_期末_050,2026,朝阳,期末,2026朝阳期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,,vision_ocr,has_xuanbier,v2 严格题段锁定 2 道候选。
2026_海淀_期中_051,2026,海淀,期中,2026海淀期中,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,extracted; vision_ocr,has_xuanbier,v2 严格题段锁定 2 道候选。
2026_海淀_期末_052,2026,海淀,期末,2026海淀期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期末/细则/细则.pdf,,extracted,has_xuanbier,v2 严格题段锁定 2 道候选。
2026_西城_期末_053,2026,西城,期末,2026西城期末,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末,,"/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx
/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf",,extracted; vision_ocr,uncertain,试卷文本层不足，需 OCR/渲染复核。
