question_id,paper_file_id,file_name,candidate_no,snippet
CC0180_2025_海淀_期末_20,F0139,试卷.docx,1,包地方面，主要是做好“王地承包到期后再延长三十年”政策的衔接，在延顺承包期的同时做好不动产登记工作。特别是对变更土地经营权或转让经营权的农户进行重新确权登记，颁发不动产权新证书。 结合材料，运用法治知识，阐释实施农村土地确权登记的现实意义。 20. 阅读材料，完成问题。 最高人民法院围绕民法典实施过程中社会广泛关注、审判实践中亟需解决的重大争议问题，制定了《最高人民法院关于适用<中华人民共和国民法典>侵权责任编的解释（一）》（以下简称《解释》）。 下表列出了《解释》部分条款。参考示例，完成下表。 21. 阅读材料，完成问题。 “竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原单位有竞争关系的同类产品或经营同类业务。 案例一：李某是A公司自主培养的高级管理人员。在职期间，李某与该公司签订了保密协议和竞业限制协议。两年后，李某离职，次日即入职相同经营范围和业务的B公司，任职相同岗位，负责相同产品生产。该产品生产技术属A公司“不为公众所知悉的技术信息”，A公司将李某诉至法院。法院经审理认为，李某违反了竞业限制义务，判决其向A公司支付赔偿金。 案例二：厨师刘某在某餐饮公司从事拌黄瓜等冷菜制作。公司认为刘某在制作过程中会掌握一些菜品秘方，双方签署了保密及竞业限制协议。刘某从该公司离职后，到其他餐馆从事冷菜制作。原公司以违反竞业限制协议为由起诉刘某，要求赔偿违约金及损失。法院经审理认为，餐饮公司与刘某签订的竞业限制协议应属无效。 结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。 22. 阅读材料，完成问题。 国家博物馆西大厅的巨型浮雕《愚公移山》以徐悲鸿1940年所作国画《愚公移山》为原本。“愚公移山”既指古代典籍中的“移山神话”，又指抗战期间各民族团结实现的“移山壮举”，彰显着中华民族的精神品格。 结合材料，综合运用所学，围绕“愚公移山”这一主题，自选角度，自拟题目，撰写一篇短文。 要求：观点鲜明：可以全面论述，也可以就某一点深入分析；知识运用准确、贴切；论述合乎逻辑，条理清晰；200字左右。 参考答案 第一部分 本部分共15题，每题3分，共45分。 第二部分 本部分共7题，共55分。 16．（8分） 可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。 17．（12分） （1）科学思维追求认识的客观性。科学思维总是从实际出发，力图如实地反映认识对象，努力把握和遵循客观规律。这个设计图违背了物理学基本规律，试图利用毛巾吸水得到连续的“动力”，但是毛巾通过毛细作用吸水的高度是有限的，不可能越过支架而得到设计图所构想的动力。 （2）可从发展的观点、对立统一的观点、追求真理是一个过程等角度作答。 18．（6分） 北京城市图书馆
CC0180_2025_海淀_期末_20,F0139,试卷.docx,2,财产的流通使用。土地承包经营权等用益物权是农民重要的财产权。不动产统一登记有利于明确权属，从而定分止争，减少土地纠纷；有利于落实农村土地“三权分置”改革的要求，促进土地经营权有序流转，优化资源配置，增加农民收入，推进乡村振兴，实现共同富裕。 20．（6分） ①生产者产品责任是无过错侵权责任，行为人只要损害了他人的民事权益，不论其有无过错，均应当承担侵权责任。《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于产品责任赔偿范围，切实维护消费者合法权益。 ②禁止饲养的烈性犬等危险动物造成他人损害的，动物饲养人或者管理人应承担无过错侵权责任，没有任何免责事由和减责事由。《解释》阐明民法典“最严格的无过错责任”立法精神，强化动物饲养人、管理人责任意识，维护动物饲养管理秩序，保障人民群众生命财产安全。 21．（8分） “竞业限制”是用人单位通过协议的方式对劳动者自由择业的合理限制，有利于保护知识产权，维护市场公平竞争，推动社会创新。李某作为负有保密义务的劳动者，泄露公司商业秘密，违反协议约定，应当承担违约责任。若不对“竞业限制”加以限制则可能侵犯劳动者的基本劳动权利，阻碍人才资源合理配置。刘某作为公司普通员工，并非负有保密义务的人员，餐饮公司与其签订的竞业限制协议违反了相关法律规定，协议无效。法律规定“竞业限制”并对其加以限制，有利于依法平衡劳动者合法权益与企业商业秘密保护，营造公平公正市场环境。 22．（9分） 可从中国共产党的领导、中国式现代化、中国梦、中华优秀传统文化、中华民族精神、质量互变规律、人类命运共同体等角度作答。 中华人民共和国民法典 第三百二十一条 天然孳息，由所有权人取得；既有所有权人又有用益物权人的，由用益物权人取得。当事人另有约定的，按照其约定。 汽油买卖合同书 甲方：幸福石油公司乙方：开心公司 根据《中华人民共和国民法典》及相关法律规定，甲乙双方协商一致达成如下协议：…… 三、甲方义务 合同签订后的3日内，甲方将货物送达乙方指定地点，在交付时应配合乙方的指挥。 四、乙方义务 乙方需在合同签订后1日内支付10万元保金。货物验收合格后3日内支付剩余货款。…… 甲方：（盖章）乙方：（盖章） 日期：2024年11月11日日期：2024年11月11日 张大叔和王阿姨是一对再婚夫妻，婚后未生育子女，家中唯一的孩子是王阿姨和前夫生育的儿子小马（已成年，但多年未归家，也未尽赡养义务）。2024年1月，王阿姨因病去世，对王阿姨与张大叔婚后购买的价值200万元的房产、单位给付的8万元抚恤金如何分配，张大叔和小马未达成一致意见。 注：抚恤金是国家或有关单位依法对死者家属或伤残职工提供的一种慰问和生活补贴。 《解释》条款 | 分析 第七条未成年子女造成他人损害，被侵权人请求父母共同承担侵权责任的，人民法院依照民法典第二十七条第一款、第一千零六十八条
CC0189_2025_石景山_一模_20,F0092,试卷.pdf,1,的奇思妙想与城市发展建设相“碰撞”，擦出新颖独特的智慧火 花。 提出优秀的科学建议不仅要有公共参与意识，还要树立科学思维观念。结合材料，运用《逻辑与思维》所 学，简析获奖同学的建议是如何体现科学思维的。 [page 8] 第8页/共11页 20. (8 分) 新质生产力鼓励新业态拓展创新。人民法院能动履职、保护创新，为发展新质生产力提供重要保障。下列 是石景山法院以司法护航新质生产力发展的两个案例。 案例一 集成电路产业是信息产业的核心，为新质生产力发展提供重要支撑。原告科技公司与被告电路公司就某集 成电路技术研发项目签订委托合同，约定由被告按相关技术标准在规定时间内完成产品研发交付，原告分 期付酬 16 万元。研发过程中，原告支付了两期研发费共9.6 万元，经检验，阶段性产品未达合同要求且研 发进度超期。被告延期交付最终成果后，原告主张被告未能依约提交达标成果，错过上市时机，致原告经 济损失严重，故要求被告返还研发费用并支付违约金。法院经审理，判令被告返还原告服务费、违约金共 计11 万余元。 案例二 软件是信息技术关键载体，是新质生产力的代表和数字经济发展的基础。“好省”APP是原告某网络科技公 司旗下的一款电商导购应用，用户可在其中领取主流商城的商品优惠券，故该软件上线后下载量巨大。被 告周某是被诉软件“超好省-省钱助手”APP 的开发运营者，该软件晚于原告软件三年上线。原告主张“好 省”软件经其长期宣传已具有影响力，被告软件与原告软件名称和图标相近、内容业务相同，已造成公众 混淆，请求法院判令被告停止不当行为并赔偿损失。法院经审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。 阅读材料，参考示例，完成下表。 案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。 案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。原被告两款软件功能相似，存 在竞争关系。被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。 ②
CC0189_2025_石景山_一模_20,F0092,试卷.pdf,2,果具有可检验性。采取多种方法增强研究的广度和深度，运用定性分析和定量分析 寻找因果联系，提高归纳推理的可靠程度。运用灵感和奇思妙想思考城市发展建设，提出新颖独特的建议， 体现了创新思维能力。 (若考生从其他角度回答，言之成理可酌情给分。) 20. (8 分) ①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担 违约责任。被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还 研发费用、支付违约金等责任。 ②依法打击不正当竞争行为，促进公平竞争，维护市场秩序，增强市场活力，营造创新环境，护航软件产 业高质量发展，培育新质生产力。 21. (9 分) 可从改革的实质、全面深化改革的总目标和原则、党的领导、坚持中国特色社会主义、社会发展普遍规律 等角度回答。 等级水平 等 级描述 等级赋分 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开 论述；逻辑严密，条理清晰 7~9 分 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比 较准确；逻辑性较强，有条理 4~6 分 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论 述缺乏逻辑，条理性差 1~3 分 水平1 应答与试题无关；或重复试题内容；或没有应答 0 分
CC0195_2025_西城_一模_20,F0094,试卷.pdf,1,部等国家机关沟通协调，推动修订道路交通安全法，并结 合自动驾驶发展最新进展，提出立法建议，完善自动驾驶相关条款。 该案例入选了2025 年全国人大发布的高质量办理代表建议典型案例。假如你是全国人大的新闻发言人， 请你说明该案例的入选理由。 20．（8 分） 全国总工会、人力资源社会保障部、中国企业联合 会、全国工商联联合启动 2025 年度集体协商“集中要约 行动”，指导工会与企业开展集体协商、签订集体合 同。按照行动部署，各级工会把工资调整幅度、加班工 资基数、劳动定额标准、工资支付办法等作为协商的核 心议题。 结合材料，综合运用经济和法律的知识，说明上述做法能促进社会公平与经济效率的平衡。 21．（8 分） 看到有外国人士说，许多全球南方国家代表团到中国城市乡村参观，想要借鉴中国发展经 验，中国新发展理念正成为广受欢迎的国际公共产品。一国的发展理念也可以成为国际公共产品吗？ ——网友15********9 确实，有越来越多外国友人来到中国，学习借鉴中国新发展理念和经验。创新之都深圳，去年一年间 有10 余位外国元首和政府首脑前来参观科技企业；绿水青山就是金山银山理念首提地浙江安吉，入选联合 国“生物多样性魅力城市”，吸引了很多外国友人；福建宁德、湖南十八洞村等地有外国领导人去参观考 察；中国举办的各类发展培训班，发展中国家的群体报名踊跃。 传统上，人们谈到国际公共产品，主要指的是涉及全球安全、经济稳定、环境保护等需要国际社会协 调与合作的机制和行动，旨在惠及多个国家甚至全球，如我们熟知的联合国维和行动、气候变化《巴黎协 定》等。一国的发展理念也可以成为国际公共产品吗？ （1）运用所学，解释“我国的发展理念成为国际公共产品”这一现象。（6 分） （2）我国还提供了哪些国际公共产品？试举一例简要说明。（2 分） [page 8] 第8页/共10页 22．（10 分） 对长期主义，中国人有个更生动的表达——“坚持就是胜利”。 “路漫漫其修远兮，吾将上下而求索”“凿井者，起于三寸之坎， 以就万仞之深”……这些名句，穿越时空，成为一代代国人的座右 铭。 认准了就坚定不移干。一年不行就十年，十年不行就二十年、 三十年。一代接着一代、一茬接着一茬，日拱一卒。长期主义深植于中华民族的文化基因，也融入了中国 共产党治国理政的行动哲学。新中国成立以来，从“一五”到“十四五”，一个又一个紧密接续的“五年 规划”，就是在以长期主义的理念不断推进中国式现代化。从“两弹一星”到载人航天，从复兴号到C919， 从塔里木沙漠公路到港珠澳跨海大桥……回望发展历程，许
CC0195_2025_西城_一模_20,F0094,试卷.pdf,2,指向问题，罗列知识；知识运用不正确；论述缺乏逻 辑，条理性差 水平1 （0~1 分） 应答与试题无关；或重复试题内容，或没有应答 [page 10] 第10页/共10页 尊重人民主体地位，解决人民所需要解决的问题，践行了全过程人民民主。 20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订 集体合同，可以确保双方协商一致，更加公平、平等自愿。更好地保护劳动者合法权益，促进广大劳 动者特别是低薪劳动者群体实现体面劳动，实现社会公平。促进企业依法规范用工，构建和谐劳动关 系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。 21．（8分） （1）具有普遍价值的理念能够促进国际社会在共同关心的问题上达成共识，推动全球合作和发展。以人 民为中心，创新、协调、绿色、开放、共享的新发展理念，指导着我国的发展实践，广泛应用到我国 经济社会发展各个方面，引领现代化建设取得了一系列重大成就。中国大力发展科技推动创新发展、 发展绿色产业应对气候变化、消除贫困推动共享发展等经验，在国际社会被广泛传播和共享，拓展了 发展中国家走向现代化的途径，为应对诸多全球性问题贡献了中国智慧和中国方案。（6分） （2）举例恰当，并能简要说明。（2分）如：共建“一带一路”。共建“一带一路”为共建国家参与国际经 济合作提供了机遇，推动经济全球化向更加开放、包容、普惠、平衡、共赢的方向发展。 22.（10分） 可从党的领导、民族精神、理想信念、把握发展趋势等角度作答。 等级水平 等 级 描 述 水平4 （8~10 分） 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学展开论述，逻辑 严密，条理清晰 水平3 （5~7 分） 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确，逻辑性较强，有条理 水平2 （2~4 分） 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏 逻辑，条理性差 水平1 （0~1 分） 应答与试题无关；或重复试题内容，或没有应答
CC0213_2025_门头沟_一模_20,F0096,试卷.pdf,1,择符合国情的发展逻辑而非外部给定的公式”；提出 “现代化道路上一个都不能少，一国都不能掉队”，被 称为“不仅是经济逻辑的更新，更是文明境界的升 华”…… 结合材料，运用《当代国际政治与经济》的相关知识，分析中国做“赋能型大国”的世界意义？ 20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。请结合以下案例，参照所给出完成下表。 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。B 公司、C 公司未经许 可，在其经营的微博账号中发布了与A 公司 “我不是胖虎”类似电脑壁纸“橘猫”。A 公司向法院起诉B 公司、C 公司，要求其承 担侵权责任。 裁判结果：支持A 公司的诉讼请求，B 公司、C 公 司应停止侵害，删除相关内容并赔偿A 公司经济损失。 裁判理由：根据《中华人民共和国著作权法》的规 定，著作权人对其作品享有广泛的权利。他人未经著作 权人许可使用著作权人的作品，就可能构成侵权。B 公 司、C 公司未经许可，擅自将被诉侵权图片作为微博图 片发布，使公众可以在其个人选定的时间和地点获得作 品，均侵害了A 公司的著作权。 现实意义：该判决充分保障了著作权人的合法权 益，规范了企业行为。 案例二 孙某在2022 年4 月应聘甲公 司，所投简历写明：2015 年7 月至2022 年3 月期间有4 段工作经历。后孙某入职甲公 司，同日双方签订了劳动合同，并约定了试 用期。入职后经甲公司查证，孙某在2015 年 毕业后的7 年时间，曾在17 家公司任职，甲 公司以孙某未如实提供工作经历为由，在试 裁判结果① 裁判理由② 现实意义③ [page 8] 第8页/共10页 用期将其辞退。孙某向法院起诉，请求法院 判决甲公司支付违法解除劳动关系赔偿金。
CC0213_2025_门头沟_一模_20,F0096,试卷.pdf,2,力发展中国家发展，提升其自主发展能力，促进民生改善，为全球可持续发展贡献力量；提 供国际公共产品，以实际行动维护世界和平、促进共同发展，推动构建人类命运共同体；倡导文明平等互 鉴，弘扬全人类共同价值，推动国际秩序向着更加公正合理的方向发展。 20.【答案】 ①驳回孙某诉讼请求，甲公司无需支付赔偿金。 ②裁判理由：根据《劳动合同法》的规定，订立劳动合同，应当遵循合法、公平、平等自愿、协商一致、 诚实信用原则。本案中，孙某在应聘时未如实提供工作经历，违反诚实信用原则，违反了劳动者最基本的 职业道德，致使甲公司在违背真实意思的情况下与其签订了劳动合同。因此，甲公司以此为由在试用期提 出解除劳动关系并无不妥，符合法律规定。 ③现实意义：法院以法律为准绳，以事实为依据。该判决有利于维护用人单位合法权益，约束劳动者行为， 有利于和谐劳动关系的构建，有利于弘扬社会主义核心价值观。 21.【答案】（1）①运用辩证思维破解发展矛盾。坚持辩证否定观，对煤炭经济加以扬弃，破除传统路径依 赖，保留工业基础优势，推动新旧动能转换。体现整体性和动态性，构建产业——生态——社会协同体系， 适应首都功能定位变化。 ②创新思维培育发展新动能。运用联想、发散思维突破路径依赖，进行多向探索，将山地资源与文旅农林 商跨界融合，打造“三地”品牌，形成新业态。用超前思维布局未来产业，抢占人工智能技术制高点。 ③遵循科学思维的客观性和预见性，立足实际调整发展逻辑。门头沟区从资源约束的现实出发，科学分析 煤炭产业不可持续的客观规律，有预见性地果断关停矿山，培育新的经济增长点，发展新质生产力。 （2）可从中国式现代化的特征和本质、以人民为中心的发展思想、新发展理念、高质量发展、构建新发 展格局、坚持党的全面领导、主观与客观认识与实践的统一、正确价值判断与选择、文化发展等角度综合 作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题；综合运用所学知识展开论述；逻辑严密， 条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述；知识运用比较准确；逻辑性较 强，有条理 水平2 观点不明确；论述不能集中指向问题；罗列知识，知识运用不正确；论述缺乏逻辑，条理 性差 水平1 应答与试题无关；或重复试题内容；或没有应答
CC0214_2025_门头沟_一模_20_2,F0096,试卷.pdf,1,点。 ◆健全完善优质企业梯度培育体系，到2026 年累计重点支持5000 家以上专精特新“小巨人”企业高 质量发展，完善中小企业公共服务体系，到2026 年支持100 个城市4 万家中小企业数字化转型。 （1）材料中【一组数据】说明了什么？ （2）结合材料，运用《经济与社会》知识，分析上述举措是如何提振民企信心，推动民营经济高质量发 展的。 19. 中国坚持以共生消解零和，以共享替代支配，以自身发展助力其他国家发展，以中国现化促进世 界现代化，被誉为“赋能型大国”。 [page 7] 第7页/共10页 经济赋能 理念赋能 庞大的消费群体和不断升级的消费需 求，让“中国市场”成为“世界市场”。推 动制造业外资准入限制措施“清零”，持续 优化营商环境，给予所有同中国建交的最不 发达国家100%税目产品零关税待遇…… 中国以创新优势和领先技术助力各国发 展。在印度尼西亚，雅万高铁穿山越岭为发 展注入新动能；在埃及，钻探技术打出井 水，把沙漠灌溉成一片片农田；在坦桑尼 亚，“小豆子大营养”项目促进增产创 收…… 面对全球环境风险挑战，中国倡导地球共建生命共 同体；为弥合数字和智能鸿沟，中国提出《人工智能能 力建设普惠计划》；全球安全倡议切中国际社会渴望和平 发展的重点…… 中国始终倡导发展道路多样化，打破“向度”迷 思，非洲学者感慨“非洲从中国学到最重要一课，是选 择符合国情的发展逻辑而非外部给定的公式”；提出 “现代化道路上一个都不能少，一国都不能掉队”，被 称为“不仅是经济逻辑的更新，更是文明境界的升 华”…… 结合材料，运用《当代国际政治与经济》的相关知识，分析中国做“赋能型大国”的世界意义？ 20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。请结合以下案例，参照所给出完成下表。 案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。B 公司、C 公司未经许 可，在其经营的微博账号中发布了与A 公司 “我不是胖虎”类似电脑壁纸“橘猫”。A 公司向法院起诉B 公司、C 公司，要求其承 担侵权责任。 裁判结果：支持A 公司的诉讼请求，B 公司、C 公 司应停止侵害，删除相关内容并赔偿A 公司经济损失。 裁判理由：根据《中华人民共和国著作权法》的规 定，著作权人对其作品享有广泛的权利。他人未经著作 权人许可使用著作权人的作品，就可能构成侵权。B 公 司、C 公司未经许可，擅自将被诉侵权图片作为微博图 片发布，使公众可以在其个人选定的时间和地点获得作 品，均侵害了A 公司的著作权。 现实意义：该判决充分保障了著作权人的合法权 益，规范了企业行为。 案例二 孙某在2022 年4 月应聘甲公 司，所投简历写明：201
CC0214_2025_门头沟_一模_20_2,F0096,试卷.pdf,2,领域医疗器械“三大产业”，打造国际山地旅游目的地、国际山地运动打卡地、京津冀微度假首选地 “三地”品牌，打响“京西智谷”IP，实现“送走挖煤人，引进AI 人”。 （1）运用科学思维知识，说明门头沟区从“千年煤城”向“京西智谷”转型的智慧。 （2）结合材料，综合运用所学，阐述门头沟区的发展实践对高质量发展的启示。 [page 9] 第9页/共10页 参考答案 第一部分选择题（共45 分） 本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。请将所选答案前的字母，按规定要求填涂在答题卡第1～15 题的相应位置上。 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 C A B A D C C B A A B B B D D 第二部分 非选择题（共55 分） 16.【答案】文化角度可从文化的传承与创新、中华优秀传统文化的创造性转化与创新性发展、文化自信和 文化认同、文化与经济的关系等角度作答；哲学角度可从联系观、发展观、对立统一、价值判断和价值选 择等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密， 条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较 强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理 性差 水平1 应答与试题无关；或重复试题内容；或没有应答 17.【答案】 我国是人民民主专政的社会主义国家，全过程人民民主是社会主义民主政治的本质属性，是最广泛、最真 实、最管用的民主。教育部门和人大代表的双向奔赴是民主集中制的体现，保证国家机关高效协调运转， 也保障了人民当家作主。在推进北京中轴线申遗保护工作中，各民主党派主动建言、积极履职，体现了中 国共产党与各民主党派长期共存、互相监督、肝胆相照、荣辱与共的关系。政协作为爱国统一战线组织， 发挥政治协商、民主监督、参政议政的职能，反映民意，集中民智。老旧小区改造过程中居民多途径充分 表达诉求，在多方主体共同协商共建共治中达成共识，保障了人民群众知情权、参与权、表达权、监督 权。 18.【答案】（1）改革开放以来，民营经济规模不断壮大，经济贡献日益突出，成为推动中国式现代化的重 要力量。 （2）①立法明确放宽市场准入并开放国家平台，使民营企业可以平等使用资源要素、公开公平公正参与 竞争，为民营经济高质量发展营造良好市场环境和法治环境。 ②通过提供融资支持，缓解民营企业的融资难题，使民营企业有更多的资金用于技术创新、扩大生产，为 民营经济高质量发展提供资金保障。 ③完善公共服务，支持专精特新企业发展，提升民营企业自主创新能力，促进民营企业数字化转型，推动 [page 10] 第10页
CC0276_2026_房山_二模_17,F0191,2026北京房山高三二模政治（教师版）.pdf,1,己的见解；能扣住问题展开论述，知识运用比 较准确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论 述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 [page 10] 2 17.（8 分） 完善涉外法律法规体系，出台外商投资法及其实施条例，平等保护内外资企业合法权益；创新涉外司 法实践，公正司法，创造性适用“活扣押”等措施，提升司法公信力；打造“调解、仲裁、诉讼”衔 接的一站式线上多元纠纷解决平台，高效率实现公平正义；以和为贵，创新诉讼调解，构建多元主体 参与的涉外海事纠纷化解模式。中国以法治方式践行大国责任和担当，推动涉外法治建设。 细则 ♣2 分 完善涉外法律法规体系/加强涉外立法——合法权益/为……提供法律依据 ♣2 分 创新司法实践/公正司法/完善涉外法治实施体系——平等中外当事人合法权益 （上述2 条效果总分不超过2 分，平等1 分，合法权益/法律依据1 分） ♣2 分 多元纠纷解决平台/高效率——公平正义 ♣2 分 创新诉讼调解/构建多元主体参与的涉外海事纠纷化解模式——以和为贵/弘扬社会主义核心价 值观 加1 分，总分不超8 分 中国以法治方式和法治思维践行大国责任和担当，推动涉外法治建设
CC0277_2026_房山_二模_18,F0191,2026北京房山高三二模政治（教师版）.pdf,1,） ♣2 分 多元纠纷解决平台/高效率——公平正义 ♣2 分 创新诉讼调解/构建多元主体参与的涉外海事纠纷化解模式——以和为贵/弘扬社会主义核心价 值观 加1 分，总分不超8 分 中国以法治方式和法治思维践行大国责任和担当，推动涉外法治建设 18.（1）（7 分）法律边界及应对措施 风险1：数字员工生成虚假负面数据文章，违反《反不正当竞争法》的商业诋毁规定，同时可能侵犯 该公司的名誉权。应履行审核义务，依法经营 风险2：将公司的核心代码等上传公共AI 平台，可能造成商业秘密泄露。应完善保密措施，与平台签 订保密合同 风险3：数字员工设计的图案直接用作商业用途，可能会侵犯他人的著作权。应履行审核义务 细则：法律边界及应对措施 ♣4 分 风险：不正当竞争/商业诋毁1 分，名誉权1 分，商业秘密泄露1 分，著作权/外观设计1 分 ♣2+1 分 措施：履行审核义务2 分+应完善保密措施……1 分 （2）（5 分） OPC 的出现，是对传统一人公司这一旧矛盾统一体的否定，实现了“单人成军”全新创业范式，是联 系的环节，是发展的环节。OPC 的发展，创业者要坚持扬弃，肯定与保留数字员工的强大功能，又要 针对出现的法律风险对此改造，把它们包含在新事物之中。 细则 ♣3 分 联系、发展、扬弃 ♣1 分 OPC 的出现——否定分析 ♣1 分 OPC 的发展——肯定分析 [page 11] 3
CC0289_2026_朝阳_二模_18,F0194,2026北京朝阳高三二模政治（教师版）.docx,1,"华人民共和国城市居民委员会组织法》（以下简称“两法”）是基层群众自治制度的重要立法体现。我们必须推动“两法”全面有效实施，以基层治理法治化助推基层治理现代化。 结合材料，运用《政治与法治》知识，说明基层治理法治化是如何助推基层治理现代化的。 18．（8分） 有问必答，有惑必解，在法治生活里稳步前行。在某社区开展的专题普法宣传活动互动环节，居民踊跃提问，法官耐心解答并给出专业的法律建议。 问题一：楼上墙砖脱落、花盆坠落，对我产生困扰，怎么办？ 问题二：出于安全目的，我能在我家房屋门口装一个摄像头吗？ 问题三：邻居的自建房影响我家的通风、采光，还导致我家墙体潮湿，我能起诉拆除吗？ 结合材料，运用《法律与生活》知识，将以上回答补充完整。从以上三个问答中任选其一，谈谈如何依法保护问答中所涉及到的权利。 19．（12分）我国服务业规模稳步扩大，质效持续提升，在国家发展大局中的作用日益凸显。 材料一 生产性服务业是促进技术进步、提高生产效率、保障工农业生产活动有序进行的服务行业。它是与制造业直接相关的配套服务业，本身不向消费者提供直接的、独立的服务效用。 （1）运用《逻辑与思维》中“明确概念内涵的方法”知识，分析材料一中是如何界定“生产性服务业”这一概念的。（6分） 材料二 随着经济发展水平提高，服务经济加快发展是国家现代化的一般规律。服务业已成为国民经济的第一大产业。2025年,我国服务业增加值占GDP比重达57.7%，对经济增长贡献率达61.4%，已成为经济增长的“主动力”。 当前，我国服务业发展面临以下挑战: 奋进“十五五”，我们要积极应对上述挑战，采取更加务实有力的举措促进服务业优质高效发展。 (2)结合材料二,运用《经济与社会》知识，对“只要统一服务准入标准，服务业就能实现优质高效发展”这一观点进行评析。(6分) 20．(10分)“天下为公、天下大同”是中华民族关于人类社会发展的整体思考，倡导以世界作为政治主体，追求世界整体利益。 材料一 370多年前，《威斯特伐利亚和约》初步构建了近现代国际关系体系，确立了主权平等原则。但该体系将民族国家视为最高政治单元，将国家实力视为秩序基础，导致一些国家为追求利益最大化不惜损害他国合法权益，全人类整体利益长期缺少有效保障。 材料二 天下为公、天下大同的社会理想作为构建人类命运共同体重大理念的历史文化源流，为人类走出集团对抗、零和博弈提供了可贵思想资源。 习近平总书记提出构建人类命运共同体理念，在民族国家之上强调全人类立场，推动各国在兼顾全人类共同利益的前提下维护自身主权和发展。这一理念承继了“天下为公、天下大同”的社会理想，成为对“世界怎么了、我们怎么办、人类向何处去”时代之问的中国回答。 (1)依据材料,概括《威斯特伐利亚和约》体系与人类命运共同体理念在处理国际关系上的差异。(4分) (2)结合材料,运用《当代"
