patch_id,target_file,target_id,question_id,patch_type,current_value,suggested_value,reason,evidence_level_impact,source_locator,must_fix_before_reasoner
MP_0011,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0092_2025_东城_期末_19_1_05,CC0092_2025_东城_期末_19_1,source_check_needed,• 如： • 公共区域设置充电柜是否涉及侵权问题；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0128:page 11 | F0129:slide 11 | F0129:slide 12 | F0338:page 11,yes
MP_0012,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0092_2025_东城_期末_19_1_06,CC0092_2025_东城_期末_19_1,source_check_needed,• 可能侵害部分业主对公共部分的合法权利 • 充电柜建设是否损害相邻权的问题 • 充电柜安全问题可能侵犯居民的人身安全和财产权 • xx问题侵犯了居民的合法权益 [page 12] •,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0128:page 11 | F0129:slide 11 | F0129:slide 12 | F0338:page 11,yes
MP_0013,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0214_2025_门头沟_一模_20_2_01,CC0214_2025_门头沟_一模_20_2,source_check_needed,20（2）裁判理由共4分。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0095:text | F0313:text,yes
MP_0014,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0214_2025_门头沟_一模_20_2_02,CC0214_2025_门头沟_一模_20_2,source_check_needed,①法律规定1分，写出签订劳动合同用遵循的原则，写出诚实信用原则即可得1分；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0095:text | F0313:text,yes
MP_0015,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0214_2025_门头沟_一模_20_2_03,CC0214_2025_门头沟_一模_20_2,source_check_needed,/根据《劳动合同法》以欺诈手段订立的劳动合同无效或者部分无效。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0095:text | F0313:text,yes
MP_0016,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0214_2025_门头沟_一模_20_2_04,CC0214_2025_门头沟_一模_20_2,source_check_needed,②违反诚实信用原则/违反劳动者基本的职业道德/侵犯了甲公司知情权（1分） ③甲公司在违背真实的意思的情况与其签订合同/写出不是甲公司真实的意愿/劳动合同无效即可得（1分） ④甲公司提出解除劳动关系符合法律规定/解除劳动关系并无不妥/解除劳动,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0095:text | F0313:text,yes
MP_0017,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_01,CC0245_2026_东城_期末_18_2,source_check_needed,18（2）维权成功需要做好充分准备和策略选择。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0018,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_02,CC0245_2026_东城_期末_18_2,source_check_needed,你认为陈某需要做好哪些工作？,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0019,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_03,CC0245_2026_东城_期末_18_2,source_check_needed,维权途径2分 | | 充分准备2分 调解或仲裁或诉讼 2分 （无解释不具体1分） | 调解（例如第三方人民调解、行政调解、诉讼调解）或仲裁（仲裁需要双方达成有效的仲裁协议）来高效解决争议；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0020,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_04,CC0245_2026_东城_期末_18_2,source_check_needed,若不愿调解或调解不成，可考虑诉讼。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0021,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_05,CC0245_2026_东城_期末_18_2,source_check_needed,如果决定向人民法院提起诉讼。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0022,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_06,CC0245_2026_东城_期末_18_2,source_check_needed,需准备起诉状、原被告身份信息、熟悉诉讼流程、注意诉讼三年时效等） | 依法收集证据及类型2分 （无解释不具体1分） 可向相关部门提交固定证据，证明交易存在的合同、订单证据，如转账、邮件记录等电子证据；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0023,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_07,CC0245_2026_东城_期末_18_2,source_check_needed,证明无人机问题故障与手臂受伤损害事实、相关经济损失有直接因果关系的物证等 明确权利和义务，诉求合理，2分 （无解释不具体1分） 陈某应主动明确相关法律依据，可通过查询法律法规、咨询专业法律人士或利用法律援助服务等途径，厘清自身权利义务/主张,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0024,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_08,CC0245_2026_东城_期末_18_2,source_check_needed,三个角度可选择， 两个角度充分4分 三个角度不充分4分。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0025,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_09,CC0245_2026_东城_期末_18_2,source_check_needed,| | [slide 57] 三个角度 4分 优秀卷 [slide 58] 优秀卷 两个角度充分 4分 [slide 59] 典型卷 一个角度充分 2分 两个角度 3分 [slide 60] 典型卷 2分 [slide 61] 典型问题与建,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0026,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_10,CC0245_2026_东城_期末_18_2,source_check_needed,注意积累材料中的已知“知识”。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0027,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_11,CC0245_2026_东城_期末_18_2,source_check_needed,2、法律专业性较强，精准使用要点，不能直接“上诉”，不能对刘某直接行政诉讼等。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0028,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_12,CC0245_2026_东城_期末_18_2,source_check_needed,继续短周期夯实法律重点知识。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0029,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_13,CC0245_2026_东城_期末_18_2,source_check_needed,3、有些同学思维片面僵化，罗列具体的违约或侵权证明，不能归纳到证据类型，再到依法收集并固化证据、证据链完整。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0030,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_14,CC0245_2026_东城_期末_18_2,source_check_needed,反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0031,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0245_2026_东城_期末_18_2_15,CC0245_2026_东城_期末_18_2,source_check_needed,[slide 62],重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0205:slide 56,yes
MP_0032,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_01,CC0317_2026_海淀_期末_18,source_check_needed,18.(12 分) (1) 该合同条款无效。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0033,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_02,CC0317_2026_海淀_期末_18,source_check_needed,该合同条款是住房租赁企业为了重复使用而预先拟定，并在订立合同时 未与对方协商的条款，属于格式条款。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0034,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_03,CC0317_2026_海淀_期末_18,source_check_needed,民法典规定，采用格式条款订立合同的，提供格式条款 的一方应当遵循公平原则确定当事人之间的权利和义务。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0035,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_04,CC0317_2026_海淀_期末_18,source_check_needed,该合同条款约定合同期满后，承租方 不得与产权人私下建立合同关系，限制了承租方自由订立合同的权利，应被认定为无效。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0036,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_05,CC0317_2026_海淀_期末_18,source_check_needed,(6 分) (2)上述规定为住房租赁市场设立了清晰、规范的行为指引，由相关政府部门提供合同示范文本， 有利于规范合同内容，防止格式条款滥用，保护租赁双方合法权益，减少合同纠纷；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0037,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_06,CC0317_2026_海淀_期末_18,source_check_needed,引导市场 主体依法依规从事民事活动，弘扬诚信的社会主义价值观，规范住房租赁市场秩序；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0038,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0317_2026_海淀_期末_18_07,CC0317_2026_海淀_期末_18,source_check_needed,明确政府 法定职责，推动政府依法履行市场监管职能，推进严格执法，推动良法善治。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 2 | F0217:page 10 | F0396:page 2,yes
MP_0039,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0318_2026_海淀_期末_18_2_01,CC0318_2026_海淀_期末_18_2,source_check_needed,18（2）上述规定为住房租赁市场设⽴了清晰、规范的⾏为指引，由相关政府部⻔提供合同 示范⽂本，有利于规范合同内容，防⽌格式条款滥⽤，保护租赁双⽅合法权益，减少合同纠 纷；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0216:page 2 | F0396:page 2,yes
MP_0040,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0318_2026_海淀_期末_18_2_02,CC0318_2026_海淀_期末_18_2,source_check_needed,引导市场主体依法依规从事⺠事活动，弘扬诚信的社会主义价值观，规范住房租赁市场 秩序；,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0216:page 2 | F0396:page 2,yes
MP_0041,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0318_2026_海淀_期末_18_2_03,CC0318_2026_海淀_期末_18_2,source_check_needed,明确政府法定职责，推动政府依法履⾏市场监管职能，推进严格执法，推动良法善治。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0216:page 2 | F0396:page 2,yes
MP_0042,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0318_2026_海淀_期末_18_2_04,CC0318_2026_海淀_期末_18_2,source_check_needed,[page 3] 3,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0216:page 2 | F0396:page 2,yes
MP_0043,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0319_2026_海淀_期末_19_01,CC0319_2026_海淀_期末_19,source_check_needed,19.(7 分) 根据反不正当竞争法规定，不正当竞争行为是指经营者在生产经营活动中，扰乱市场竞争秩序， 损害其他经营者或者消费者的合法权益的行为。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 3 | F0217:page 10 | F0396:page 3,yes
MP_0044,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0319_2026_海淀_期末_19_02,CC0319_2026_海淀_期末_19,source_check_needed,郑某利用技术手段，为用户提供不正当抢票优 势，破坏平台的购票规则，干扰、妨碍平台售票业务的正常开展，损害了甲公司的信誉以及其 他合法权益，构成不正当竞争，应当承担侵权责任。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 3 | F0217:page 10 | F0396:page 3,yes
MP_0045,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0319_2026_海淀_期末_19_03,CC0319_2026_海淀_期末_19,source_check_needed,同时郑某的行为仅为少数消费者用户提供 了便利，损害了消费者的合法权益和长远利益，有违经营者公认的商业道德，不符合社会主义 核心价值观，不利于社会整体福祉的增进，扰乱了市场竞争秩序。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0215:text | F0216:page 3 | F0217:page 10 | F0396:page 3,yes
MP_0046,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0353_2026_西城_期末_17_01,CC0353_2026_西城_期末_17,source_check_needed,17．法院判决B 公司构成不正当竞争并赔偿损失是正确的，因为B 公司的行为违反了《中华 人民共和国反不正当竞争法》和《中华人民共和国未成年人保护法》的相关规定，损害 了T 公司的合法权益和市场竞争秩序，同时危害了未成年人保护机制，应承担相应,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0221:page 11,yes
MP_0047,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0353_2026_西城_期末_17_02,CC0353_2026_西城_期末_17,source_check_needed,法院判决以事实为依据，以法律为准绳，彰显了司法公正，维护了市场竞争秩序 和未成年人合法权益。,重抽：从试卷案件材料原文重建 material atoms；当前 atom 来源于细则/答案文本,原 material_text 被细则/答案污染,no_level_change_if_re-extracted,F0221:page 11,yes
MP_0048,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_01,CC0131_2025_房山_一模_19,source_check_needed,19. 【答案】 ①激励创新积极性。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0049,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_02,CC0131_2025_房山_一模_19,source_check_needed,通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0050,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_03,CC0131_2025_房山_一模_19,source_check_needed,②维护市场公平竞争。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0051,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_04,CC0131_2025_房山_一模_19,source_check_needed,严惩以不正当手段获取技术秘密的行为，保障市场规则的公平性，促进健康有序的 竞争环境。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0052,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_05,CC0131_2025_房山_一模_19,source_check_needed,严格执法和公正司法强化了法律对侵权行为的威慑力，提升公众对法治的信任，推动法 治社会建设。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0053,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_06,CC0131_2025_房山_一模_19,source_check_needed,（原卷无答案，本答案仅供参考） 【分析】背景素材：知识产权侵权诉讼案例 考点考查：依法治国、尊重知识产权、公平竞争 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科学精神 【详解】第一步：审设问。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0054,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_07,CC0131_2025_房山_一模_19,source_check_needed,明确主体、作答范围、问题限定和作答角度。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0055,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_08,CC0131_2025_房山_一模_19,source_check_needed,本题为说明类主观题，无主体，要求运用“依法治国、尊重知识产权、公平竞争”知识，从意义角度来分 析作答。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0056,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_09,CC0131_2025_房山_一模_19,source_check_needed,[page 15] 第15页/共16页 第二步：审材料，通过标点符号、段落等，提取材料有效信息。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0057,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_10,CC0131_2025_房山_一模_19,source_check_needed,有效信息①：我国知识产权侵权诉讼判赔数额创历史新高→可运用“尊重知识产权”知识，从“激励创 新”角度分析说明：“真创新”受到“真保护”有利于激发社会创新动力。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0058,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_11,CC0131_2025_房山_一模_19,source_check_needed,有效信息②：B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出某系列型号电动汽 车，涉嫌侵害A 集团技术秘密→可运用“公平竞争”知识，从“维护市场公平竞争”角度分析说明：“真 创新”受到“真保护”有利于保障市场规则的公平性，促,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0059,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_12,CC0131_2025_房山_一模_19,source_check_needed,有效信息③：法院经审理认为，B 集团以不正当手段侵害A 集团技术秘密，适用2 倍惩罚性赔偿，判决赔 偿共计6.4 亿余元→可运用“严格执法和公正司法”知识，从“彰显法治权威”角度分析说明：“真创 新”受到“真保护”有利于提升公众对法治的信任,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
MP_0060,merged_material_atoms_subjective_for_reasoners_claudecode_corrected.csv,M_CC0131_2025_房山_一模_19_13,CC0131_2025_房山_一模_19,source_check_needed,第三步：整合信息，组织答案。,从试卷题面案例描述重建 material atoms；当前抽取自【答案】/教师版,material atom 实际为答案分点,no_level_change_if_re-extracted,F0080:page 3 | F0081:page 14 | F0081:page 6 | F0298:page 3,yes
