source_key,year,district,stage,source,entry_count,bundle_path,bundle_state,max_risk_grade,review_statuses
2024-丰台-一模-2024北京丰台高三一模 第21题,2024,丰台,一模,2024北京丰台高三一模 第21题,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,found,E,needs-source-proof;rubric-source-review
2024-丰台-一模-2024北京丰台高三一模 第2题,2024,丰台,一模,2024北京丰台高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,found,C,choice-answer-review
2024-丰台-一模-2024北京丰台高三一模 第8题,2024,丰台,一模,2024北京丰台高三一模 第8题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,found,C,choice-answer-review
2024-丰台-一模-2024北京丰台高三一模 第9题,2024,丰台,一模,2024北京丰台高三一模 第9题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024丰台一模.md,found,C,choice-answer-review
2024-丰台-二模-2024北京丰台高三二模 第10题,2024,丰台,二模,2024北京丰台高三二模 第10题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,C,choice-answer-review
2024-丰台-二模-2024北京丰台高三二模 第11题,2024,丰台,二模,2024北京丰台高三二模 第11题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,C,choice-answer-review
2024-丰台-二模-2024北京丰台高三二模 第12题,2024,丰台,二模,2024北京丰台高三二模 第12题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,C,choice-answer-review
2024-丰台-二模-2024北京丰台高三二模 第13题,2024,丰台,二模,2024北京丰台高三二模 第13题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,C,choice-answer-review
2024-丰台-二模-2024北京丰台高三二模 第18题第（2）问（丰台政治二模阅卷评标.docx）,2024,丰台,二模,2024北京丰台高三二模 第18题第（2）问（丰台政治二模阅卷评标.docx）,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,E,needs-source-proof
2024-丰台-二模-2024北京丰台高三二模 第1题,2024,丰台,二模,2024北京丰台高三二模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,C,choice-answer-review
2024-丰台-二模-2024北京丰台高三二模 第20题（丰台政治二模阅卷评标.docx）,2024,丰台,二模,2024北京丰台高三二模 第20题（丰台政治二模阅卷评标.docx）,3,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,B,angle-list-review
2024-丰台-二模-2024北京丰台高三二模 第21题（丰台政治二模阅卷评标.docx）,2024,丰台,二模,2024北京丰台高三二模 第21题（丰台政治二模阅卷评标.docx）,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024丰台二模.md,found,E,needs-source-proof
2024-朝阳-一模-2024北京朝阳高三一模 第16题,2024,朝阳,一模,2024北京朝阳高三一模 第16题,3,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,B,angle-list-review;rubric-source-review
2024-朝阳-一模-2024北京朝阳高三一模 第16题（2024朝阳一模政治评标.pptx）,2024,朝阳,一模,2024北京朝阳高三一模 第16题（2024朝阳一模政治评标.pptx）,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,A,rubric-source-review
2024-朝阳-一模-2024北京朝阳高三一模 第18题（2）,2024,朝阳,一模,2024北京朝阳高三一模 第18题（2）,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,B,angle-list-review
2024-朝阳-一模-2024北京朝阳高三一模 第1题,2024,朝阳,一模,2024北京朝阳高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-一模-2024北京朝阳高三一模 第2题,2024,朝阳,一模,2024北京朝阳高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-一模-2024北京朝阳高三一模 第3题,2024,朝阳,一模,2024北京朝阳高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-一模-2024北京朝阳高三一模 第4题,2024,朝阳,一模,2024北京朝阳高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-一模-2024北京朝阳高三一模 第5题,2024,朝阳,一模,2024北京朝阳高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-一模-2024北京朝阳高三一模 第8题,2024,朝阳,一模,2024北京朝阳高三一模 第8题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-一模-2024北京朝阳高三一模 第9题,2024,朝阳,一模,2024北京朝阳高三一模 第9题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024朝阳一模.md,found,C,choice-answer-review
2024-朝阳-二模-2024北京朝阳高三二模 第16题（2）,2024,朝阳,二模,2024北京朝阳高三二模 第16题（2）,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,A,rubric-source-review
2024-朝阳-二模-2024北京朝阳高三二模 第16题（2）（2024年朝阳二模主观题阅卷总结.pdf）,2024,朝阳,二模,2024北京朝阳高三二模 第16题（2）（2024年朝阳二模主观题阅卷总结.pdf）,2,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,A,rubric-source-review
2024-朝阳-二模-2024北京朝阳高三二模 第19题（3）,2024,朝阳,二模,2024北京朝阳高三二模 第19题（3）,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,A,rubric-source-review
2024-朝阳-二模-2024北京朝阳高三二模 第1题,2024,朝阳,二模,2024北京朝阳高三二模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,C,choice-answer-review
2024-朝阳-二模-2024北京朝阳高三二模 第2题,2024,朝阳,二模,2024北京朝阳高三二模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,C,choice-answer-review
2024-朝阳-二模-2024北京朝阳高三二模 第4题,2024,朝阳,二模,2024北京朝阳高三二模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,C,choice-answer-review
2024-朝阳-二模-2024北京朝阳高三二模 第6题,2024,朝阳,二模,2024北京朝阳高三二模 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第10题,2024,朝阳,期中,2024北京朝阳高三期中 第10题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第16题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,2024,朝阳,期中,2024北京朝阳高三期中 第16题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,A,rubric-source-review
2024-朝阳-期中-2024北京朝阳高三期中 第17题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,2024,朝阳,期中,2024北京朝阳高三期中 第17题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,6,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,A,rubric-source-review
2024-朝阳-期中-2024北京朝阳高三期中 第1题,2024,朝阳,期中,2024北京朝阳高三期中 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第2题,2024,朝阳,期中,2024北京朝阳高三期中 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第3题,2024,朝阳,期中,2024北京朝阳高三期中 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第4题,2024,朝阳,期中,2024北京朝阳高三期中 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第5题,2024,朝阳,期中,2024北京朝阳高三期中 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-朝阳-期中-2024北京朝阳高三期中 第6题,2024,朝阳,期中,2024北京朝阳高三期中 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,found,C,choice-answer-review
2024-海淀-一模-2024北京海淀高三一模 第16题,2024,海淀,一模,2024北京海淀高三一模 第16题,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,found,E,needs-source-proof
2024-海淀-一模-2024北京海淀高三一模 第1题,2024,海淀,一模,2024北京海淀高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,found,C,choice-answer-review
2024-海淀-一模-2024北京海淀高三一模 第2题,2024,海淀,一模,2024北京海淀高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,found,C,choice-answer-review
2024-海淀-一模-2024北京海淀高三一模 第3题,2024,海淀,一模,2024北京海淀高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,found,C,choice-answer-review
2024-海淀-一模-2024北京海淀高三一模 第4题,2024,海淀,一模,2024北京海淀高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,found,C,choice-answer-review
2024-海淀-一模-2024北京海淀高三一模 第5题,2024,海淀,一模,2024北京海淀高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024海淀一模.md,found,C,choice-answer-review
2024-海淀-二模-2024北京海淀高三二模 第15题,2024,海淀,二模,2024北京海淀高三二模 第15题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,C,choice-answer-review
2024-海淀-二模-2024北京海淀高三二模 第16题,2024,海淀,二模,2024北京海淀高三二模 第16题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,E,needs-source-proof
2024-海淀-二模-2024北京海淀高三二模 第17题（1）,2024,海淀,二模,2024北京海淀高三二模 第17题（1）,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,E,needs-source-proof
2024-海淀-二模-2024北京海淀高三二模 第17题（2）,2024,海淀,二模,2024北京海淀高三二模 第17题（2）,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,E,needs-source-proof
2024-海淀-二模-2024北京海淀高三二模 第1题,2024,海淀,二模,2024北京海淀高三二模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,C,choice-answer-review
2024-海淀-二模-2024北京海淀高三二模 第21题,2024,海淀,二模,2024北京海淀高三二模 第21题,3,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,E,needs-source-proof
2024-海淀-二模-2024北京海淀高三二模 第2题,2024,海淀,二模,2024北京海淀高三二模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,C,choice-answer-review
2024-海淀-二模-2024北京海淀高三二模 第3题,2024,海淀,二模,2024北京海淀高三二模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,C,choice-answer-review
2024-海淀-二模-2024北京海淀高三二模 第4题,2024,海淀,二模,2024北京海淀高三二模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024海淀二模.md,found,C,choice-answer-review
2024-石景山-一模-2024北京石景山高三一模 第16题,2024,石景山,一模,2024北京石景山高三一模 第16题,3,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024石景山一模.md,found,E,downgrade-or-boundary-review;needs-source-proof
2024-石景山-一模-2024北京石景山高三一模 第20题,2024,石景山,一模,2024北京石景山高三一模 第20题,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024石景山一模.md,found,E,downgrade-or-boundary-review;needs-source-proof
2024-石景山-一模-2024北京石景山高三一模 第2题,2024,石景山,一模,2024北京石景山高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024石景山一模.md,found,C,choice-answer-review
2024-石景山-一模-2024北京石景山高三一模 第3题,2024,石景山,一模,2024北京石景山高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024石景山一模.md,found,C,choice-answer-review
2024-石景山-一模-2024北京石景山高三一模 第4题,2024,石景山,一模,2024北京石景山高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024石景山一模.md,found,C,choice-answer-review
2024-石景山-一模-2024北京石景山高三一模 第5题,2024,石景山,一模,2024北京石景山高三一模 第5题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024石景山一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第10题,2024,西城,一模,2024北京西城高三一模 第10题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第12题,2024,西城,一模,2024北京西城高三一模 第12题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第15题,2024,西城,一模,2024北京西城高三一模 第15题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第17题,2024,西城,一模,2024北京西城高三一模 第17题,4,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,E,needs-source-proof;rubric-source-review
2024-西城-一模-2024北京西城高三一模 第1题,2024,西城,一模,2024北京西城高三一模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第2题,2024,西城,一模,2024北京西城高三一模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第3题,2024,西城,一模,2024北京西城高三一模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第4题,2024,西城,一模,2024北京西城高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-一模-2024北京西城高三一模 第9题,2024,西城,一模,2024北京西城高三一模 第9题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区一模__2024西城一模.md,found,C,choice-answer-review
2024-西城-二模-2024北京西城高三二模 第17题（高三模拟测试思想政治答案细则.docx）,2024,西城,二模,2024北京西城高三二模 第17题（高三模拟测试思想政治答案细则.docx）,2,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,A,rubric-source-review
2024-西城-二模-2024北京西城高三二模 第18题第（4）问（高三模拟测试思想政治答案细则.docx）,2024,西城,二模,2024北京西城高三二模 第18题第（4）问（高三模拟测试思想政治答案细则.docx）,5,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,A,rubric-source-review
2024-西城-二模-2024北京西城高三二模 第1题,2024,西城,二模,2024北京西城高三二模 第1题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,C,choice-answer-review
2024-西城-二模-2024北京西城高三二模 第2题,2024,西城,二模,2024北京西城高三二模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,C,choice-answer-review
2024-西城-二模-2024北京西城高三二模 第7题,2024,西城,二模,2024北京西城高三二模 第7题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,C,choice-answer-review
2024-西城-二模-2024北京西城高三二模 第8题,2024,西城,二模,2024北京西城高三二模 第8题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,C,choice-answer-review
2024-西城-二模-2024北京西城高三二模 第9题,2024,西城,二模,2024北京西城高三二模 第9题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,found,C,choice-answer-review
2024-门头沟-一模-2024北京门头沟高三一模 第15题①③,2024,门头沟,一模,2024北京门头沟高三一模 第15题①③,1,,not-found,C,source-not-mapped
2024-门头沟-一模-2024北京门头沟高三一模 第2题③,2024,门头沟,一模,2024北京门头沟高三一模 第2题③,1,,not-found,C,source-not-mapped
2024-门头沟-一模-2024北京门头沟高三一模 第5题①,2024,门头沟,一模,2024北京门头沟高三一模 第5题①,1,,not-found,C,source-not-mapped
2024-门头沟-一模-2024北京门头沟高三一模 第5题④,2024,门头沟,一模,2024北京门头沟高三一模 第5题④,1,,not-found,C,source-not-mapped
2024-门头沟-一模-2024北京门头沟高三一模 第9题①,2024,门头沟,一模,2024北京门头沟高三一模 第9题①,1,,not-found,C,source-not-mapped
2024-门头沟-一模-2024北京门头沟高三一模 第9题②,2024,门头沟,一模,2024北京门头沟高三一模 第9题②,1,,not-found,C,source-not-mapped
2024-顺义-二模-2024北京顺义高三二模 第16（1）题,2024,顺义,二模,2024北京顺义高三二模 第16（1）题,3,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,found,B,angle-list-review
2024-顺义-二模-2024北京顺义高三二模 第20（2）题,2024,顺义,二模,2024北京顺义高三二模 第20（2）题,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,found,E,needs-source-proof
2024-顺义-二模-2024北京顺义高三二模 第2题③④,2024,顺义,二模,2024北京顺义高三二模 第2题③④,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,found,C,choice-answer-review
2024-顺义-二模-2024北京顺义高三二模 第3题②③,2024,顺义,二模,2024北京顺义高三二模 第3题②③,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,found,C,choice-answer-review
2024-顺义-二模-2024北京顺义高三二模 第4题①③,2024,顺义,二模,2024北京顺义高三二模 第4题①③,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,found,C,choice-answer-review
2024-顺义-二模-2024北京顺义高三二模 第5题B,2024,顺义,二模,2024北京顺义高三二模 第5题B,1,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024顺义思政二模.md,found,C,choice-answer-review
2025-东城-一模-2025北京东城高三一模 第16题（教师版 + 东城阅卷报告）,2025,东城,一模,2025北京东城高三一模 第16题（教师版 + 东城阅卷报告）,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025东城一模.md,found,A,rubric-source-review
2025-东城-一模-2025北京东城高三一模 第4题,2025,东城,一模,2025北京东城高三一模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025东城一模.md,found,C,choice-answer-review
2025-东城-一模-2025北京东城高三一模 第6题,2025,东城,一模,2025北京东城高三一模 第6题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025东城一模.md,found,C,choice-answer-review
2025-东城-二模-2025北京东城高三二模 第16题,2025,东城,二模,2025北京东城高三二模 第16题,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,found,E,needs-source-proof
2025-东城-二模-2025北京东城高三二模 第16题（东城区25届高三政治二模统测阅卷报告 5.9.pdf）,2025,东城,二模,2025北京东城高三二模 第16题（东城区25届高三政治二模统测阅卷报告 5.9.pdf）,2,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,found,A,rubric-source-review
2025-东城-二模-2025北京东城高三二模 第2题,2025,东城,二模,2025北京东城高三二模 第2题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,found,C,choice-answer-review
2025-东城-二模-2025北京东城高三二模 第3题,2025,东城,二模,2025北京东城高三二模 第3题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,found,C,choice-answer-review
2025-东城-二模-2025北京东城高三二模 第4题,2025,东城,二模,2025北京东城高三二模 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,found,C,choice-answer-review
2025-东城-期末-2025北京东城高三（上）期末 第16题,2025,东城,期末,2025北京东城高三（上）期末 第16题,4,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,E,needs-source-proof
2025-东城-期末-2025北京东城高三（上）期末 第16题（用户补充讲评PDF答案细则）,2025,东城,期末,2025北京东城高三（上）期末 第16题（用户补充讲评PDF答案细则）,3,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,A,rubric-source-review
2025-东城-期末-2025北京东城高三（上）期末 第4题,2025,东城,期末,2025北京东城高三（上）期末 第4题,1,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,found,C,choice-answer-review
