audit_id,line,section,source,year,district,stage,question,question_nature,final_grade,final_status,content_verdict,content_action,content_reason,trigger,direct_aliases,scoring_direct_hits,paper_direct_hits,v2_logic_alias_hits,scoring_source_title,paper_source_title,source_excerpt,paper_excerpt,bundle_path,support_path,choice_answer_key_state,material,logic
V3-FW-0149,732,矛盾就是对立统一,2026北京顺义高三一模 第21题（2026年顺义一模 细则.pptx）,2026,顺义,一模,第21题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,内外因 / 矛盾分析法,矛盾;对立统一;一分为二;全面看问题;既对立又统一;内因;外因;内外因;矛盾就是对立统一;矛盾分析法,矛盾,,外因;内外因,2026各区一模\2026顺义一模\细则\2026顺义一模细则.pptx,,用“审势、乘势、驭势”的智慧，既是对中华优秀传统文化的传承发展，也是对习近平新时代中国特色社会主义思想的重要方法论的贯彻，三者统一于以中国式现代化全面推进中华民族伟大复兴的实践。 分值 标准 层次 可选知识 5-6分 （2×3） 观点清晰 知行合一 及时发现—从客观事实层面—源头防范 量质变、适度原则、矛盾转化等 防止扩散（硬约束、他律）—从行为/实 践层面防范 — 制度、治理 联系观、系统优化等 防止扩散（软约束、自律）—思想道德素养提升—认识层面防止从众加剧破坏 文化功能、价值观的导向作用等 7-8分 逻辑清晰 能看出防范-治理，软约束和硬治理，如果能看出各段之间有衔接最优。 补充：强调方法论；不抠知识，重视学生的思维品质。 16题 17、阅卷细则： （总）首都都市圈建设从编制规划到实施，彰显了我国中国特色社会主义制度的显著优势。 党的领导（总揽全局、协调各方）—— 2分---根本政治保证/中国共产党领导是最大优势、最本质特征 民主集中制 —— 2分（党中央、国务院从全国发展大局出发批复规划，中央和地方按民主集中制原则划分职权，既保证了中央的集中统一,,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026顺义一模.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区一模__2026顺义一模.md,possible-answer-key,推进中国式现代化要审势、乘势、驭势，既要把握百年变局、民族复兴全局等外部和全局条件，也要增强国家发展主动性和战略定力。,细则把“客观性、辩证性、价值性”分层给分，并把内外条件、危与机、全局与局部纳入分析。材料不是只看外部环境，也不是只讲主观努力，而是要求在内外条件互动中把握发展主动权，因此可稳定挂入内外因。
V3-FW-0150,739,实践与认识（总）,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,第16题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,实践与认识,实践是认识的基础;实践决定认识;认识对实践;实践与认识,认识对实践,,实践与认识,2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,是直接抄材料，转述这个事情。 2.只是对案情进行简单分析，没有延展法院裁判的现实意义。 3.现实意义三个角度，劳动者、用人单位和社会，逻辑不清晰，角度不全。 4.答错问题；字迹不清晰。 数从哪来：实践、实际出发、规律、发挥主观能动性 数当如何定：质量互变规律、系统优化、整体部分、 矛盾、发展等 做事要有方案，计划 认识对实践的反作用、意识的能动作用、 正确的价值观、系统优化、整体部分、发展等 参考答案：,16. 【答案】从实践、一切从实际出发、联系观、发展观、矛盾观等角度作答。 水平 4 观点鲜明，能明确表达自己的见解：紧扣观点，综 合运用所学知识展开论述；逻辑严密，条理清晰 水平 3 观点比较明确，能表达自己的见解；能扣住观点展 开论述，知识运用比较准确： 逻辑性较强，有条 理 水平 2 观点不明确；论述不能集中指向观点，罗列知识； 知识运用不正确；论述缺乏逻辑，条理性差 水平 1 应答与试题无关；或重复试题内容；或没有应答 示例：①量变是质变的前提，质变是量变的必然结果。在工作中，注意脚踏实地，从小事做起，注重量的 积累，做到懂得注意事物的数量方面，实现胸中有“数”。 ②质变为新的量变开辟道路，在量变达到一定程度时，要注意抓住时机，做到有计划、有方案，从而促成 质变。 ③当需要保持事物性质的稳定性时，就必须,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,possible-answer-key,评分标准把“数从哪里来”对应到实践，并指出“数”不是凭空而来，而是通过实践、调查研究获得。,材料先追问“数从哪里来”，再把答案落到实践和实际调查，说明对情况和问题的数量认识必须来自实践。随后又要求用“数”做计划、定方案，形成实践与认识双向作用的链条。
V3-FW-0151,743,实践与认识（总）,2025北京朝阳高三（上）期末 第22题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,第22题,subjective,B,B_angle_or_scoring_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,实践与认识,实践是认识的基础;实践决定认识;认识对实践;实践与认识,,,实践与认识,2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,No reliable text layer was extracted. Use cached rendered page images for OCR or visual reading. ---,22.（8 分）推进马克思主义中国化时代化是一个追求真理、揭示真理、笃行真理的过程。 十八大以来，国内外形势新变化和实践新要求，迫切需要我们从理论和实践的结合上深入回答关系党 和国家事业发展、党治国理政的一系列重大时代课题。我们党勇于进行理论探索和创新，以全新的视野深 化对共产党执政规律、社会主义建设规律、人类社会发展规律的认识，取得重大理论创新成果，集中体现 为习近平新时代中国特色社会主义思想。十九大、十九届六中全会提出的“十个明确”、“十四个坚 持”、“十三个方面成就”概括了这一思想的主要内容，必须长期坚持并不断丰富发展。 实践没有止境，理论创新也没有止境。不断谱写马克思主义中国化时代化新篇章，是当代中国共产党 人的庄严历史责任。继续推进实践基础上的理论创新，首先要把握好 习近平新时代中国特色社会主义思想,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,answer-key-present,材料写“实践没有止境，理论创新也没有止境”，评分细则要求坚持实践观点，推进实践基础上的理论创新，以新的理论指导新的实践。,理论创新的起点是国内外形势新变化和实践新要求，形成的新理论又要指导新的实践。材料完整呈现“实践提出问题—理论创新回应—理论再指导实践”的链条，因此稳定触发实践与认识关系。
V3-FW-0152,747,实践与认识（总）,2026北京海淀高三（上）期末 第16题（评分标准）,2026,海淀,期末,第16题,subjective,A,A_verified_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,实践的观点,实践是认识的基础;实践决定认识;认识对实践;实践与认识;实践的观点,实践的观点,实践的观点,,2026各区期末和期中\2026海淀期末\细则\2026海淀期末细则.pdf,2026各区期末和期中\2026海淀期末\试卷\2026北京海淀高三（上）期末政治（教师版）.pdf,1 2025-2026海淀期末政治评分标准⼀、选择题（共45分）题号12345678910答案BAACDCDADB题号1112131415答案BCCBD⼆、⾮选择题（共55分）16.（8分）可从⽭盾的观点、意识的能动作⽤、实践的观点等⻆度作答。分值标准细则5-6（1+1）×3观点清晰⽭盾观（⼀分为⼆/两重统⼀）“重点论”出不来只能1分知（意识/认识/价值观/价值判断价值选择等）只有分别从知、⾏两个⻆度分析才分别是1+1；如果⽤其他知识点如（联系观、发展观、适度原则等）仅替代1分⾏（实践/主观能动性/实现⼈⽣价值）7材料充分或个⼈体验价值观具有导向作⽤，（1分）正确价值观具有促进作⽤，应树⽴正确价值观。⾯对数字化世界，“数字原住⺠”应当提⾼对信息⼯具滥⽤的警惕，将其作为辅助⼯具⽽⾮解决问题的直接主体，（1分）培养⾃身思考能⼒的正确价值。8逻辑清晰能看出总-分-分，如果能看出各段之间有衔接最优 17.可从联系的观点、价值观、弘扬⺠族精神、发展中国特⾊社会主义⽂化等⻆度作答。 2 18.（1）该合同条款⽆效。该合同条款是住房租赁企业,16. (8 分) 可从矛盾的观点、意识的能动作用、实践的观点等角度作答。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,answer-key-present,导航、AI答案、复制粘贴可能取代独立探索，削弱学生真实解决问题的过程。,能力不是从现成答案中直接获得的，而是在真实探索、表达、判断和解决问题的过程中形成。材料强调技术便利可能替代独立探索，正是在提醒学生不能脱离实践过程谈能力成长，因此稳定触发实践观点。
V3-FW-0153,751,实践与认识（总）,2026北京朝阳高三（上）期中 第18题（用户提供正式阅卷细则）,2026,朝阳,期中,第18题,subjective,A,A_scoring_source_trigger_not_text_matched,NEEDS_HUMAN_CONTENT_CHECK,manual-review-before-draft,能定位原题/来源片段，但未找到该原理的直接或等价支撑。,实践的观点,实践是认识的基础;实践决定认识;认识对实践;实践与认识;实践的观点,,实践是认识的基础,,2026各区期末和期中\2026朝阳期中\其他材料\2025.11朝阳期中政治评标.docx,2026各区期末和期中\2026朝阳期中\试卷\2025北京朝阳高三（上）期中政治（教师版）.pdf,18.结合材料，从哲学角度，针对“是否应该使用AI提供情绪价值”问题，谈谈你的思考。（8分） 评分细则1： （1）总说（1+1） 知识：矛盾的普遍性/对立统一/一分为二/全面的观点等 材料：既要看到人工智能在提供情绪价值方面的长处，也要看到其缺陷和弊端。 （2）支持的理由（1+1） 知识：按规律办事/从实际出发/矛盾特殊性或具体问题具体分析等 材料：与所写原理相对应的材料分析 如：具体分析用户需求调整对话模式 （3）反对的理由（1+1） 知识：主观能动性/意识依赖于物质/适度原则、实践等 材料：与所写原理相对应的材料分析 如：过度依赖人工智能会削弱现实的交往能力 （4）如何做（1+1） 知识：辩证否定观/正确价值观的导向作用、价值判断价值选择等 材料：与所写原理相对应的材料分析 如：用正确的科技伦理规范人工智能,18. 【答案】观点：辩证看待 AI 提供情绪价值。 ①实践是认识的基础，实践是认识的来源和动力，科技发展源于人类实践需求，AI 作为工具，能帮助个 体缓解压力，避免负面情绪积累，体现了技术对社会进步的推动作用。 ②人脑是意识活动的物质器官。没有高度发达的人脑，就不可能有人类意识，AI 在情感共情和动机共情 方面的缺陷难以真正理解或共鸣人类情感。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期中.md,possible-answer-key,反对理由示例指出，过度依赖人工智能会削弱现实交往能力。,现实交往能力来自人与人真实互动中的体验、反馈和修正，不是在虚拟对话中自动形成。材料把“过度依赖AI”与“现实能力削弱”连接起来，说明人的情感能力和社会能力必须回到实践中生成。
V3-FW-0154,755,实践与认识（总）,2025北京西城高三一模 第16题（教师版 + 细则）,2025,西城,一模,第16题,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,实践与认识,实践是认识的基础;实践决定认识;认识对实践;实践与认识,实践是认识的基础;实践决定认识;认识对实践,,实践与认识,2025各区一模\2025西城一模\细则\2025西城一模细则.docx,2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 （0~1分） 应答与试题无关；或重复试题内容，或没有应答 答案示例： 《诗经》作为优秀古典诗词的代表作，承载着丰富的文化内涵，在行前准备环节，诵读《诗经》、观看纪录片，学习了解优秀古典诗词文化，增进对中华优秀传统文化的认识。正确的认识对实践有促进作用，学习了解《诗经》，可以使实践更具目的性，避免盲目。 实践是认识的基础（来源、动力、标准、目的），通过实地研学、亲身实践，溯源自然密码、触摸文化记忆、激活现代表达，在实践中体验、感受和深化对中华优秀传统文化的认识，增进文化认同、增强文化自信。 认识具有前进性、上升性，在实践基础上不断发展，“校园诗经角”“设计诗经主题旅游线路”的持续行动，将短期研学成果转化为长期文化浸润和创新实践，进一步深化对中自身文化的理解，不忘本来，并以实际行动自觉弘扬和传承中华优秀传统文化（创造性转化创新性发展），延续民族文化血脉。 【细则】 哲学观点3 分 正确的认识对实践有指导作用/实践是认识指导下人有目的、有意识的活动；（以知导行） 实践决定认识（或来源/动力/标准/目的）；（亲身实践、检验深化,16．（7 分）“春日迟迟，卉木萋萋”，跟着《诗经》去研学。 【主题】诗三百·文化与自然之旅 【研学目标】 文化溯源：理解《诗经》中的自然、民俗、历史背景 学科融合：综合语文、地理、生物、艺术等学科知识 实践创新：激活中华优秀传统文化的生命力 【行动框架】  行前准备： 诵读《诗经》篇目并观看纪录片《典籍里的中国·诗经篇》  实地研学： 第一天：溯源《诗经》的自然密码（寻找诗经中的植物、对比河流水文的变化） 第二天：触摸《诗经》的文化记忆（农事体验、诗经情景剧等） 第三天：激活《诗经》的现代表达（创作与项目设计）  持续行动：  “校园诗经角” ，种植《诗经》中的植物并定期更新文化墙  设计“诗经主题”旅游路线并向文旅部门推荐 结合材料，运用《哲学与文化》知识，阐述行动框架中从“行前准备”到“持续行动,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025西城一模.md,answer-key-present,行动框架从“诵读《诗经》、观看纪录片”的行前准备，到“实地研学”的自然密码、文化记忆，再到“校园诗经角”和主题旅游线路的持续行动。,题目把前期学习、实地体验和后续行动串成一个连续过程，说明对《诗经》及其文化内涵的理解不是一次性获得的，而是在知与行相互推进中不断深化。材料本身就构成了一条“以知导行、在行中深化知”的链条，因此稳定触发实践与认识。
V3-FW-0155,759,实践与认识（总）,2025北京朝阳高三二模 第16题,2025,朝阳,二模,第16题,subjective,A,A_verified_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,实践与认识,实践是认识的基础;实践决定认识;认识对实践;实践与认识,实践与认识,,实践与认识,2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,径 体现了联系的观点 以群体激发引领个体沉思，整体决定部分 从游是获取间接经验的重要途径 体现了认识来源于实践的哲学原理 文化的功能（丰/增/促） ②自学的作用（知识1分 + 材料1分） 自学培养自主探索精神和独立思考能力， 促进发现问题、思考问题、解决问题， 促进个人兴趣发展和专业深化，深化认识与实践。 自学是一个实践与认识相互促进的过程/在实践中不断深化认识的过程 自学能培养自主探索精神和独立思考能力，这是文化创新的重要基础/ 自学是发挥主观能动性的过程/ 自学是获取直接经验的重要途径。 文化的作用-对个人（丰/增/促） ③二者关系（知识1分 + 材料1分） 从游与自学相辅相成，共同促进人才成长与发展。 从游为自学提供了基础和方向，利于学习系统的知识和方法，明确学习方向和目标。 自学是对从游所学知识的深化和拓展，利于激发主观能动性，在从游的基础上进行创新和发展。 相辅相成可替换为对立统一 整体部分 内外因 ④把握关系——有机结合（1分） 要将从游与自学有机结合，实现个人的全面发展和成长。 采意：从“怎么做”角度阐述实现个人成长需要从游与自学共同发挥作用，即可得1分。 注意： 仅从一个模块作答，最多给6分； 通,"16.(7 分)人才成长,既要体认从游之道,又要善用自学之法。 第5页/共10页 古代学子从师授业,谓之从游。学校犹水也,师生犹鱼也,其行动犹游泳也,大鱼前导,小鱼尾随,是从游 也。从游既久,其濡染观摩之效,自不求而至,不为而成。 人类对知识的求索，恰似在浩瀚海洋中航行：既有“大鱼前导，小鱼尾随”的从游 之境，亦有“独楫 扁舟，夜观星斗”的自学之途。孔子率弟子周游列国，教授礼乐，传 播思想，考察政情，通过对话教学引 导弟子探讨治国理念，形成“因材施教”的从游典范。 亚里士多德在学园学习20 年，通过从游奠定坚实基础，后来又经过游历、教学、观察、自学，创立了 逻辑学、生物学等学科。爱因斯坦在大学期间，常去物理学教授家中请教， 并阅读物理学名著，钻研电磁 理论和力学理论，到实验室做大量实验；投身工作岗位后，",data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025朝阳二模.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025朝阳二模.md,answer-key-present,题目围绕“从游”与“自学”展开，写到孔子对话教学、亚里士多德游历观察、爱因斯坦请教阅读实验并形成自己的见解。,题目表面在谈学习方式，实质在谈知识如何形成、深化并转化为个人见解。从游提供经验、方法和视野，自学通过阅读、观察、实验、思考把外来知识转化为自己的理解，再在新的实践中深化认识，因此落点稳定在实践与认识。
V3-FW-0156,765,实践是认识的基础,2025北京海淀高三（上）期末 第17题（2）（用户确认PPT给分口径）,2025,海淀,期末,第17题（2）,subjective,B,B_angle_or_scoring_source,SUPPORTED_DIRECT_RUBRIC,keep-with-excerpt,细则/评标/阅卷片段直接命中该原理或等价表述。,实践是认识的基础 / 实践是认识发展的动力 / 实践是检验认识真理性的唯一标准,认识具有反复性;认识具有无限性;认识具有上升性;认识发展;真理;真理是具体的;真理是有条件的;追求真理;实践是认识的基础;实践是认识发展的动力;实践是检验认识真理性的唯一标准,认识发展;真理;实践是认识的基础;实践是认识发展的动力;实践是检验认识真理性的唯一标准,真理;追求真理,实践是认识的基础,2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,殊性的辩证统一 坚持辩证否定，推动创新/坚持发展的 观点 坚持人民立场 坚持客观规律和发挥主观能动性相结合 备注 1、一共采3个点。3个点8分，2个点6分，1个点3分。可以纯文化知识+材料分析，也可以纯哲学理论+材料分析，也可以哲学与文化混搭理论+材料分析。理论与材料要匹配 2、典型的不给分的答案：整体部分、真理和谬误、选必3（分析综合、创新思维发散聚合等）、文化价值和功能、中华文化特点、意义分析 3、原理不准确该条不给原理分，材料结合浮于表面酌情扣1分 4、通篇罗列知识没有结合材料 给2分 5、抄材料 0-1分 学生典型问题 1. 无法识别设问任务要求，将措施类题目答成说明、意义类， 答题过程中大段写“体现”“有利于”等； 2. 材料结合意识薄弱，仅仅是观点堆砌，或者大段照抄文段而 缺少解读（主张食物与药物之间并无绝对界限，很多食材既可以 入药也可以作为日常饮食的一部分） 3. 模块运用错误，核心观点再现不准确（矛盾的斗争性与同一 性、发展的实质、对传统文化的态度等） 4. 答题与书写（分条分点作答、字迹难以辨认） 17题（1） 分三层，注意前后逻辑要自洽 1.科学思维具有客观性（可检验性） 2,17．（12分） （1）科学思维追求认识的客观性。科学思维总是从实际出发，力图如实地反映认识对象，努力把握和遵循客观规律。这个设计图违背了物理学基本规律，试图利用毛巾吸水得到连续的“动力”，但是毛巾通过毛细作用吸水的高度是有限的，不可能越过支架而得到设计图所构想的动力。 （2）可从发展的观点、对立统一的观点、追求真理是一个过程等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰。 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理。 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差。 水平1 应答与试题无关；或重复试题内容；或没有应答。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,answer-key-present,永动机尝试不断失败，推动人们进一步研究能量转化规律，并最终促成能量守恒定律发现。,永动机方案能否成立，必须经由实验和实践检验；失败结果又反过来推动人们调整问题意识、深化规律研究。材料把“实践检验—失败反馈—认识推进”连成一条链，因此稳定触发实践是认识的基础。
V3-FW-0157,769,实践是认识的基础,2025北京昌平高三二模 第2题,2025,昌平,二模,第2题,choice,C,C_verified_choice_source,NEEDS_HUMAN_CONTENT_CHECK,manual-review-before-draft,能定位原题/来源片段，但未找到该原理的直接或等价支撑。,实践是认识的基础；认识发展原理,认识具有反复性;认识具有无限性;认识具有上升性;认识发展;实践是认识的基础;认识发展原理,,,,2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,2.一个模块阐述，最多不超过6分,2.他们很酷，因为要揭晓这个世界的奥秘；他们很燃，因为要攻克一个又一个难题；他们很感人，因为默 默将国家、民族富强的脊梁挺起……他们，是科学家！广大科技工作者在长期科学研究和实践探索中形 成了宝贵的科学家精神。由此可见，科学家精神是 ①激励青年人不断追求终极真理的动力之源 ②众多伟大科学家个人精神境界的总和 ③在追求真理的道路上不断丰富和发展的 ④在探索世界奥秘，增进人类福祉的奋斗中凝练的 A. ①② B．①④ C．②③ D．③④,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,answer-key-present,科学家精神是在长期科学研究和实践探索中形成，并在追求真理的道路上不断丰富和发展。,题目把精神、观念的形成明确写成“长期科研实践探索”的结果，这说明知识结构不是脱离实践先验生成的，而是在实践中形成；同时“不断丰富和发展”又说明它不是一次完成，而是在实践中持续深化。
V3-FW-0158,773,实践是认识的基础,2025北京东城高三二模 第3题,2025,东城,二模,第3题,choice,C,C_verified_choice_source,WEAK_INFERRED_FROM_MATERIAL,manual-review-before-draft,原题/细则片段可定位，但未直接命中该原理；目前只看到 V2 材料链中的解释，需人工复看。,实践是认识的基础,实践是认识的基础,,,实践是认识的基础,2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,3．严格落实分点分段作答的要求，保证卷面整洁清晰。 18（1）说明我国形成热带雨林创新生态的秘诀。 （一）本题标准和变通 政府促进创新的措施： 实施重大战略规划等/履行经济职能， 宏观经济政策/市场监管， 知识 产权保护等，为创新提供软硬件保障、全产业链支撑。 2 分 市场促进创新的方式： 市场驱动资源配置与需求迭代/市场驱动供求、 竞争/高标准市场体系 等，为创新发展提供强大动力。2 分 产学研深度融合，引领方向/技术攻坚/人才培养/创新成果转化 2 分 企业促进创新的方法：研发投入、技术进步、自主创新等，增强创新活力 2 分 （二）学生表现和问题 1、绝大部分同学能审清题目，明确答题的方向，能认识到“热带雨林”创新生态是一个合 力结果，能从不同主体去谈做法和作用。 2、部分学生对材料整体把握意识不强,3.油画《没有共产党就没有新中国》 (右图)，从一个很小的视角反映出伟大变 革时期一个生动感人的场景：1949 年 1 月 31 日，北平和平解放不久的早春季 节，在正阳门小广场，一位军管会女兵在教小朋友们学唱解放区的 “流行歌 曲”。这一场景及情节源于油画创作者的亲身经历。对此，下列认识正确的有 ①艺术家只有亲身经历才能够创作出优秀作品 ②艺术创作离开生活就是无源之水、无本之木 ③优秀艺术作品总是与时代同频、为人民发声 ④生活和艺术的斗争性是绝对的，是创作动力 A.①② B.①④ C.②③ D.③④,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,answer-key-present,油画《没有共产党就没有新中国》所描绘的场景和人物，源于创作者的亲身经历。,题干把艺术创作的根源明确放回“亲身经历”之中，说明作品不是脱离现实生活凭空生成的，而是建立在创作者对现实生活的接触、感受和把握之上。材料重点不在审美术语，而在强调创作以生活实践为根，因此稳定触发实践是认识的基础。
V3-FW-0159,777,实践是认识的基础,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,第16题,subjective,B,B_angle_or_scoring_source,NEEDS_HUMAN_CONTENT_CHECK,manual-review-before-draft,能定位原题/来源片段，但未找到该原理的直接或等价支撑。,实践是认识的基础,实践是认识的基础,,,,2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,16.（8分）从实践、一切从实际出发、联系观、发展观、矛盾观等角度作答。 胸中有“数”中的“数”不是凭空而来的，而是通过实践获得的，只有关注实际进行调查研究，才能获得对“数”的正确认识，并且根据实际情况来确定和运用这些“数”。 量变是质变的必要准备，我们对情况和问题要注意到它们的数量方面，要有基本的数量分析，在国家治理中看大数、在工作生活中做计划定方案等都需要关注量的积累。同时，要坚持适度原则，明确事物量变到质变的界限，在工作和生活中确定合理的“数”。胸中有“数”就是通过将各种需要与可能、适时与适量，达成并保持更为精确的平衡“度”，从而有效避免和减少决策与指导中的盲目性与随意性。 要做到胸中有“数”，我们需要坚持系统观念，立足整体把握相互关联的诸多要素，同时还要分析矛盾的特殊性，精准分析工作中的“数”。 答案示,16. 胸中有“数”的工作方法，是毛泽东从中国革命和建设实践中总结得出的宝贵经验，具有丰富的 思想内涵。他指出：“对情况和问题一定要注意到它们的数量方面，要有基本的数量的分析。任何质量都 表现为一定的数量，没有数量也就没有质量。我们有许多同志至今不懂得注意事物的数量方面，不懂得注 意基本的统计、主要的百分比，不懂得注意决定事物质量的数量界限，一切都是胸中无‘数’，结果就不 能不犯错误。” 在工作生活中，要做计划、定方案；在国家治理中，要看大数、看长远，都离不开胸中有“数”的工 作方法。 “数”从哪里来，“数”当如何定，“数”为何所用……阐述“胸中有‘数’”带来的哲学思考。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,possible-answer-key,“胸中有‘数’”中的“数”要通过实践获得，只有关注实际进行调查研究，才能获得对“数”的正确认识。,“数”作为对情况和问题的认识，不是头脑中自生的，而是在调查研究和治理实践中形成。材料把“数从哪里来”直接落到实践，构成实践是认识来源的稳定触发。
