matrix_row_id,row_source,题源,年份,阶段,题号,题型或模块判断,是否进宝典,宝典节点,细则支持原理,证据等级,是否误放,是否需补厚,当前处理,备注,source_artifact
M0022,accepted_jsonl_final_body,2025海淀一模,2025,一模,Q22,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,主要矛盾和次要矛盾,海淀一模源包 lines 120-121 明确写入把握好全局和局部、主要矛盾和次要矛盾的关系；rubric 支撑有效。原 answer_landing 末尾出现（或中国式现代化）括注，是编者提供的备选领域，属 meta-language，不能出现在学生答句中。修改仅删去该括注并将领域固定为全面深化改革；其余字段不变。,强细则,待复核：位置暂保留，但需逐行重引源证,是：Opus 4.7恢复复核列为需逐行重引源证/补厚,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,材料明确：把握主要矛盾和次要矛盾是系统观念的重要内涵,04_fusion_audit\student_patch_entries.accepted.jsonl:22
M0023,accepted_jsonl_final_body,2026通州一模,2026,一模,Q18,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾就是对立统一,评标细则明确“矛盾对立统一”可采2分；题面为《哲学与文化》综合题，哲学节点只收哲学给分点。,强细则,待复核：位置暂保留，但需逐行重引源证,是：Opus 4.7恢复复核列为需逐行重引源证/补厚,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,评标细则明确“矛盾对立统一”可采2分；题面为《哲学与文化》综合题，哲学节点只收哲学给分点。,04_fusion_audit\student_patch_entries.accepted.jsonl:23
M0024,accepted_jsonl_final_body,2026通州一模,2026,一模,Q18,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,评标细则明确“辩证否定观”可采2分；“双创”属于文化表述，本道哲学补丁不把它单独立为哲学节点。,强细则,待复核：位置暂保留，但需逐行重引源证,是：Opus 4.7恢复复核列为需逐行重引源证/补厚,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,评标细则明确“辩证否定观”可采2分；“双创”属于文化表述，本道哲学补丁不把它单独立为哲学节点。,04_fusion_audit\student_patch_entries.accepted.jsonl:24
M0025,accepted_jsonl_final_body,2026海淀二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,联系的普遍性 / 联系的观点（总）,教师版参考答案：第16题可从“联系、实践与认识”等角度作答。,讲评细则,待复核：位置暂保留，但需逐行重引源证,是：Opus 4.7恢复复核列为需逐行重引源证/补厚,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,海淀讲评第16题表格明确列入联系/整体与部分角度；属于可选角度，不写成多个累加采分点。,04_fusion_audit\student_patch_entries.accepted.jsonl:25
M0026,accepted_jsonl_final_body,2026海淀二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践与认识（总）,教师版参考答案：第16题可从“联系、实践与认识”等角度作答。,讲评细则,待复核：位置暂保留，但需逐行重引源证,是：Opus 4.7恢复复核列为需逐行重引源证/补厚,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,讲评第16题表格明确“实践与认识的辩证关系（决定）”；不再按弱参考答案处理。,04_fusion_audit\student_patch_entries.accepted.jsonl:26
M0027,accepted_jsonl_final_body,2026西城二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾的普遍性和特殊性,教师版参考答案：第16题可从“矛盾的普遍性和特殊性、实践、中华优秀传统文化”等角度作答。,强细则,否,是：证据等级不足或仅参考答案/角度提示,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,西城评标第16题“哲学观点”明确列出矛盾普遍性与特殊性，且要求从三个角度回答。,04_fusion_audit\student_patch_entries.accepted.jsonl:27
M0028,accepted_jsonl_final_body,2026西城二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践是认识的基础,教师版参考答案：第16题可从“矛盾的普遍性和特殊性、实践、中华优秀传统文化”等角度作答。,强细则,否,是：证据等级不足或仅参考答案/角度提示,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,西城评标第16题“哲学观点”明确列出实践决定认识；不再按弱参考答案处理。,04_fusion_audit\student_patch_entries.accepted.jsonl:28
M0029,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,人民群众,顺义阅卷版：明确列“人民群众是历史的创造者，是文化创造的主体”。,强阅卷版,否,否,KEEP_IN_BODY,顺义评标doc为阅卷版，明确人民主体角度；该条纳入哲学人民群众节点。,04_fusion_audit\student_patch_entries.accepted.jsonl:29
M0030,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,价值观的导向作用,顺义阅卷版：明确列“价值观对人们认识世界和改造世界的活动具有重要导向作用”。,强阅卷版,否,是：证据等级不足或仅参考答案/角度提示,KEEP_WITH_RECITE_OR_THICKENING_REQUIRED,顺义评标doc明确价值观角度和阅卷版展开；不再按弱参考答案处理。,04_fusion_audit\student_patch_entries.accepted.jsonl:30
M0031,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,两点论与重点论,顺义阅卷版：明确写“矛盾具有普遍性和特殊性，要坚持两点论与重点论统一”。,强阅卷版,否,否,KEEP_IN_BODY,原候选笼统放在“矛盾就是对立统一”不准；本轮按阅卷版改入两点论与重点论。,04_fusion_audit\student_patch_entries.accepted.jsonl:31
M0032,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践是认识的基础,external Claude triage + suite source bundle repair,强阅卷版,否,否,KEEP_IN_BODY,顺义评标doc明确实践观点；与人民群众节点相关但落点不同，分别收录。,04_fusion_audit\student_patch_entries.accepted.jsonl:32
M0033,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,顺义阅卷版：明确列“对立统一，守正创新”“继承传统，推陈出新”。,强阅卷版,否,否,KEEP_IN_BODY,中华优秀传统文化本身属文化线，本条只收“继承传统、推陈出新/守正创新”的哲学方法论。,04_fusion_audit\student_patch_entries.accepted.jsonl:33
M0034,accepted_jsonl_final_body,2026石景山二模,2026,二模,Q17(3),必修四哲学正文条目,是：已进入当前DOCX/PDF正文,联系的普遍性 / 联系的观点（总）,答案评分参考第17(3)明确可从联系、矛盾、实践与认识关系等角度回答；仅为任选路径，不作累加采分。,正式评分参考角度,否,否,Batch04 ClaudeCode correction applied: evidence_level synced to optional scoring-reference angle; not cumulative strong rubric.,评分细则允许联系、矛盾、实践与认识等角度任选展开；本条为可选路径，不代表三项累计得分。 Batch04 ClaudeCode correction: structured evidence_level synced from strong rubric to optional scoring-reference angle.,04_fusion_audit\student_patch_entries.accepted.jsonl:34
M0035,accepted_jsonl_final_body,2026石景山二模,2026,二模,Q17(3),必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾就是对立统一,答案评分参考第17(3)明确可从联系、矛盾、实践与认识关系等角度回答；仅为任选路径，不作累加采分。,正式评分参考角度,否,否,Batch04 ClaudeCode correction applied: evidence_level synced to optional scoring-reference angle; not cumulative strong rubric.,评分细则允许联系、矛盾、实践与认识等角度任选展开；本条为可选路径，不代表三项累计得分。 Batch04 ClaudeCode correction: structured evidence_level synced from strong rubric to optional scoring-reference angle.,04_fusion_audit\student_patch_entries.accepted.jsonl:35
M0036,accepted_jsonl_final_body,2026石景山二模,2026,二模,Q17(3),必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践与认识（总）,答案评分参考第17(3)明确可从联系、矛盾、实践与认识关系等角度回答；仅为任选路径，不作累加采分。,正式评分参考角度,否,否,Batch04 ClaudeCode correction applied: evidence_level synced to optional scoring-reference angle; not cumulative strong rubric.,评分细则允许联系、矛盾、实践与认识等角度任选展开；本条为可选路径，不代表三项累计得分。 Batch04 ClaudeCode correction: structured evidence_level synced from strong rubric to optional scoring-reference angle.,04_fusion_audit\student_patch_entries.accepted.jsonl:36
M0037,blocked_jsonl_final_boundary,2026房山二模,2026,二模,Q16,culture_boundary,否：文化线边界，不进哲学主线,中华优秀传统文化(突出连续性与创新性),文化线节点，非唯物辩证法；细则明确列出最高8分含此点,强细则,否：按边界排除,否,EXCLUDE_OR_ROUTE_TO_CULTURE_LINE,culture_boundary,04_fusion_audit\student_patch_entries.blocked.jsonl:1
M0038,blocked_jsonl_final_boundary,2026海淀二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,联系的普遍性 / 联系的观点（总）,细则PDF全水印阻断；教师版仅列联系和实践认识角度；无法确认节点得分比例,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:2
M0039,blocked_jsonl_final_boundary,2026海淀二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,实践是认识的基础,与联系节点同为教师版列出角度；细则缺失致证据等级为弱,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:3
M0040,blocked_jsonl_final_boundary,2026海淀二模,2026,二模,Q21,module_boundary,否：模块边界排除,矛盾就是对立统一,细则缺失；参考答案仅列角度；辩证思维表述需注意选必三边界,弱参考答案,是：若放入必修四哲学主线即误放,否,EXCLUDE_MODULE_BOUNDARY,module_boundary,04_fusion_audit\student_patch_entries.blocked.jsonl:4
M0041,blocked_jsonl_final_boundary,2026西城二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,矛盾的普遍性和特殊性,评标PDF 0字节；仅教师版可读,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:5
M0042,blocked_jsonl_final_boundary,2026西城二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,实践是认识的基础,证据等级弱；需回源细则核验,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:6
M0043,blocked_jsonl_final_boundary,2026顺义二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,实践是认识的基础,试卷PDF 0字节；评标doc可读；多路径细则未限制角度,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:7
M0044,blocked_jsonl_final_boundary,2026顺义二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,价值观的导向作用,无边界问题,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:8
M0045,blocked_jsonl_final_boundary,2026顺义二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,矛盾就是对立统一,证据等级弱,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:9
M0046,blocked_jsonl_final_boundary,2026石景山二模,2026,二模,Q17(3),weak_evidence,否：证据不足暂不进正文,联系的普遍性 / 联系的观点（总）,细则仅列联系/矛盾/实践认识为可选角度；无详细计分标准；证据等级弱,弱角度提示,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:10
M0047,blocked_jsonl_final_boundary,2026石景山二模,2026,二模,Q17(3),weak_evidence,否：证据不足暂不进正文,矛盾就是对立统一,证据等级弱,弱角度提示,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:11
M0048,blocked_jsonl_final_boundary,2026石景山二模,2026,二模,Q17(3),weak_evidence,否：证据不足暂不进正文,实践是认识的基础,证据等级弱；三节点均为提示级别,弱角度提示,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:12
M0049,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,question_prompt_not_verified,否或暂缓：见阻塞原因,矛盾就是对立统一,PPT阅卷说明明确3哲学角度；原卷PDF 0字节须回源确认题干；base_mentions_found题级未确认,强细则,待核,否,BLOCKED_OR_SKIPPED,question_prompt_not_verified,04_fusion_audit\student_patch_entries.blocked.jsonl:13
M0050,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,question_prompt_not_verified,否或暂缓：见阻塞原因,矛盾的主要方面和次要方面,PPT细则明确'坚持两点论与重点论的统一'为进阶阐述角度，是高价值差异点,强细则,待核,否,BLOCKED_OR_SKIPPED,question_prompt_not_verified,04_fusion_audit\student_patch_entries.blocked.jsonl:14
M0051,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,question_prompt_not_verified,否或暂缓：见阻塞原因,系统观念 / 系统优化,PPT细则明确联系整体部分节点,强细则,待核,否,BLOCKED_OR_SKIPPED,question_prompt_not_verified,04_fusion_audit\student_patch_entries.blocked.jsonl:15
M0052,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,question_prompt_not_verified,否或暂缓：见阻塞原因,价值观的导向作用,PPT细则明确价值观节点；另：尊重规律-主观能动性、辩证否定观酌情给分，可补充为次级节点,强细则,待核,否,BLOCKED_OR_SKIPPED,question_prompt_not_verified,04_fusion_audit\student_patch_entries.blocked.jsonl:16
M0053,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,尊重客观规律与发挥主观能动性相结合,细则必答角度第①条，3分；base_mentions_found题级未确认,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:17
M0054,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,culture_boundary,否：文化线边界，不进哲学主线,中华优秀传统文化的特点-文化自信,细则必答角度第②条，2分（文化核心考点）,强细则,否：按边界排除,否,EXCLUDE_OR_ROUTE_TO_CULTURE_LINE,culture_boundary,04_fusion_audit\student_patch_entries.blocked.jsonl:18
M0055,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,系统观念 / 系统优化,细则选答角度，答对+材料得2-3分,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:19
M0056,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,矛盾的普遍性和特殊性,细则选答角度；答对+材料得2-3分,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:20
M0057,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,实践是认识的基础,细则选答角度；答对+材料得2-3分,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:21
M0058,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,主观能动性 / 意识的能动作用,细则哲学角度第①条（着眼阅读）；base_mentions_found题级未确认；本题同含文化+法治+经济角度,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:22
M0059,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,联系的普遍性 / 联系的观点（总）,细则哲学角度第②条（着眼全民）,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:23
M0060,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,发展的观点 / 发展的普遍性,细则哲学角度第③条（着眼战略投资）,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:24
M0061,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q16,module_boundary,否：模块边界排除,价值观的导向作用,细则哲学角度第④条（着眼入法彰显国家导向）；辩证思维/超前思维属选必三，已排除,强细则,是：若放入必修四哲学主线即误放,否,EXCLUDE_MODULE_BOUNDARY,module_boundary,04_fusion_audit\student_patch_entries.blocked.jsonl:25
M0062,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q21,module_boundary,否：模块边界排除,实践观-探索是实践的本质要求,细则10分综合题，2角度各3分+必要性分析3分+综合1分；辩证思维/超前思维属选必三已排除,强细则,是：若放入必修四哲学主线即误放,否,EXCLUDE_MODULE_BOUNDARY,module_boundary,04_fusion_audit\student_patch_entries.blocked.jsonl:26
M0063,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q21,already_in_base_exact_source,母版已覆盖：本轮不重复新增,矛盾的特殊性 / 具体问题具体分析,细则明确矛盾观为核心知识角度之一,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:27
M0064,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q21,already_in_base_exact_source,母版已覆盖：本轮不重复新增,发展的观点 / 发展的普遍性,细则明确发展观为核心知识角度之一,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:28
M0065,blocked_jsonl_final_boundary,2026西城一模,2026,一模,Q21,already_in_base_exact_source,母版已覆盖：本轮不重复新增,尊重客观规律与发挥主观能动性相结合,细则明确规律与主观能动性为知识角度之一,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:29
M0066,blocked_jsonl_final_boundary,2026石景山一模,2026,一模,Q17(1),already_in_base_exact_source,母版已覆盖：本轮不重复新增,矛盾就是对立统一,细则明确4点各2分，答出4点得8分；base_mentions_found题级未确认,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:30
M0067,blocked_jsonl_final_boundary,2026石景山一模,2026,一模,Q17(1),already_in_base_exact_source,母版已覆盖：本轮不重复新增,矛盾的特殊性 / 具体问题具体分析,细则第②条,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:31
M0068,blocked_jsonl_final_boundary,2026石景山一模,2026,一模,Q17(1),already_in_base_exact_source,母版已覆盖：本轮不重复新增,系统观念 / 系统优化,细则第③条,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:32
M0069,blocked_jsonl_final_boundary,2026石景山一模,2026,一模,Q17(1),already_in_base_exact_source,母版已覆盖：本轮不重复新增,发展的观点 / 发展的普遍性,细则第⑤条,强细则,否,否,NO_NEW_INSERTION_BASE_COVERED,already_in_base_exact_source,04_fusion_audit\student_patch_entries.blocked.jsonl:33
