matrix_row_id,row_source,题源,年份,阶段,题号,题型或模块判断,是否进宝典,宝典节点,细则支持原理,证据等级,是否误放,是否需补厚,当前处理,备注,source_artifact
M0012,accepted_jsonl_final_body,2026朝阳二模,2026,二模,Q21,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,量变与质变 / 适度原则,正式阅卷细则：战略定力的“行动持久”对应“量变与质变、久久为功”。,强阅卷版,否,否,KEEP_IN_BODY,无边界问题；external repair: 主题已校正为“四个中国”。,04_fusion_audit\student_patch_entries.accepted.jsonl:12
M0013,accepted_jsonl_final_body,2026丰台二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾的特殊性 / 具体问题具体分析,丰台主观题阅卷说明：哲学角度列“矛盾特殊性/具体问题具体分析”。,强阅卷版,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:13
M0014,accepted_jsonl_final_body,2026丰台二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,丰台主观题阅卷说明：哲学角度列“尊重规律与主观能动性相结合”。,强阅卷版,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:14
M0015,accepted_jsonl_final_body,2026丰台二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,丰台主观题阅卷说明：哲学角度列“联系观点/系统优化”。,强阅卷版,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:15
M0016,accepted_jsonl_final_body,2026丰台二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,发展的观点 / 发展的普遍性,丰台二模源包 line 517 明确列出联系观、发展观、价值观均为合法作答角度；line 63 显示 Q16 为 8分 三采分点结构。原 question_prompt 写成从哲学角度，分析（7分），与源包实际题干格式和分值均不符，系复制错误；content 字段全部无误，仅需修正 question_prompt 字段。,强细则,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:16
M0017,accepted_jsonl_final_body,2026丰台二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,价值观的导向作用,丰台主观题阅卷说明：哲学角度列“正确价值观的导向作用/价值判断与价值选择”。,强阅卷版,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:17
M0018,accepted_jsonl_final_body,2026房山二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,尊重客观规律与发挥主观能动性相结合,房山评标：第16题细则列“正确发挥主观能动性与尊重客观规律”。,强细则,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:18
M0019,accepted_jsonl_final_body,2026房山二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,系统观念 / 系统优化,房山评标：第16题细则列“系统观念”，并把“中华工业文化（系统观念/量质变/工匠精神）”对应到设问。,强细则,否,否,KEEP_IN_BODY,无边界问题,04_fusion_audit\student_patch_entries.accepted.jsonl:19
M0020,accepted_jsonl_final_body,2026房山二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,量变与质变 / 适度原则,房山评标：第16题细则明确“量的积累促成质变，实现事物的飞跃——将‘极致’奉为圭臬”。,强细则,否,否,KEEP_IN_BODY,价值观导向与量变质变在细则中均单独列出，此条目聚焦量变质变,04_fusion_audit\student_patch_entries.accepted.jsonl:20
M0021,accepted_jsonl_final_body,2025海淀一模,2025,一模,Q22,必修四哲学正文条目,是：已由当前DOCX覆盖,系统观念 / 系统优化,Q22正式评分标准要求阐释系统观念及其重要性，并结合所选领域说明系统观念的表现；源包展开了普遍联系、全面系统、发展变化、全局局部、当前长远等系统观念链条。,正式评分标准-系统观念评分点+现有DOCX正文覆盖,否,否,COVERED_BY_EXISTING_DOCX_BATCH10,重引源证关闭，不新增重复条目。,01_source_inventory/suite_source_bundles/2025海淀一模.md:101-122;203-210;601-616
M0022,accepted_jsonl_final_body,2025海淀一模,2025,一模,Q22,必修四哲学正文条目,是：已由当前DOCX覆盖,主要矛盾和次要矛盾,Q22系统观念材料明确要求把握全局和局部、主要矛盾和次要矛盾、特殊和一般的关系；当前DOCX已有Q22主次矛盾条目。,正式评分标准-系统观念展开文本+现有DOCX正文覆盖,否,否,COVERED_BY_EXISTING_DOCX_BATCH10,重引源证关闭，不新增重复条目。,01_source_inventory/suite_source_bundles/2025海淀一模.md:117-122;601-616
M0023,accepted_jsonl_final_body,2026通州一模,2026,一模,Q18,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾就是对立统一,通州一模评标Q18：评分细则写“坚持对立统一（1分），隆福寺在保护古都肌理的同时融入现代科技，实现二者共生共荣（1分）”；本节点只收哲学给分点。,强细则,否,否：本行已按通州评标细则逐行重引源证；全书厚度外审仍 real_call_pending。,KEEP_IN_BODY_LOCAL_THICKNESS_PASS_EXTERNAL_OPEN,通州Q18评标细则明确对立统一及材料分析各1分，正文已有材料触发、为什么、卷面落地三层。,04_fusion_audit\student_patch_entries.accepted.jsonl:23; 01_source_inventory\suite_source_bundles\2026通州一模.md:169-178
M0024,accepted_jsonl_final_body,2026通州一模,2026,一模,Q18,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,通州一模评标Q18：评分细则写“辩证否定观（1分），既保留历史记忆，又注入时代元素，实现传统与现代融合（1分）”；“双创”只作文化表达边界，不单独立哲学节点。,强细则,否,否：本行已按通州评标细则逐行重引源证；全书厚度外审仍 real_call_pending。,KEEP_IN_BODY_LOCAL_THICKNESS_PASS_EXTERNAL_OPEN,通州Q18评标细则明确辩证否定观及材料分析各1分，正文已有材料触发、为什么、卷面落地三层。,04_fusion_audit\student_patch_entries.accepted.jsonl:24; 01_source_inventory\suite_source_bundles\2026通州一模.md:169-178
M0025,accepted_jsonl_final_body,2026海淀二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,联系的普遍性 / 联系的观点（总）,答案和评分参考只列“联系、实践与认识”等角度；当前只保留联系总节点。,答案和评分参考角度（非逐点细则）,否,否,Batch06保留总节点并降格证据表述,海淀讲评第16题表格明确列入联系/整体与部分角度；属于可选角度，不写成多个累加采分点。；Batch06裁决：Q16不再写成讲评逐点细则。,04_fusion_audit\student_patch_entries.accepted.jsonl:25
M0026,accepted_jsonl_final_body,2026海淀二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践与认识（总）,答案和评分参考只列“联系、实践与认识”等角度；当前只保留实践与认识总节点。,答案和评分参考角度（非逐点细则）,否,否,Batch06保留总节点并降格证据表述,讲评第16题表格明确“实践与认识的辩证关系（决定）”；不再按弱参考答案处理。；Batch06裁决：Q16不单拆实践基础/认识反作用。,04_fusion_audit\student_patch_entries.accepted.jsonl:26
M0027,accepted_jsonl_final_body,2026西城二模,2026,二模,Q16,必修四哲学正文条目,是：已由当前DOCX覆盖,矛盾的普遍性和特殊性,Q16评标PDF渲染页明示哲学观点：矛盾普遍性寓于特殊性，特殊性包含普遍性。,评标PDF渲染证据-哲学观点明示+现有DOCX正文覆盖,否,否,COVERED_BY_EXISTING_DOCX_BATCH11,旧强细则来源说明已修正为评标PDF渲染证据。,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md
M0028,accepted_jsonl_final_body,2026西城二模,2026,二模,Q16,必修四哲学正文条目,是：已由当前DOCX覆盖,实践是认识的基础,Q16评标PDF渲染页明示实践决定认识（来源/动力/标准）。,评标PDF渲染证据-哲学观点明示+现有DOCX正文覆盖,否,否,COVERED_BY_EXISTING_DOCX_BATCH11,旧强细则来源说明已修正为评标PDF渲染证据。,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md
M0029,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,人民群众,顺义阅卷版：明确列“人民群众是历史的创造者，是文化创造的主体”。,强阅卷版,否,否,KEEP_IN_BODY,顺义评标doc为阅卷版，明确人民主体角度；该条纳入哲学人民群众节点。,04_fusion_audit\student_patch_entries.accepted.jsonl:29
M0030,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,价值观的导向作用,顺义二模评标Q16阅卷版：角度3写“价值引领，义利兼顾”，并明确“价值观对人们认识世界和改造世界的活动具有重要导向作用”，要求拒绝低俗化、流量化倾向，聚焦时代正能量。,强阅卷版,否,否：本行已按顺义阅卷版逐行重引源证；全书厚度外审仍 real_call_pending。,KEEP_IN_BODY_LOCAL_THICKNESS_PASS_EXTERNAL_OPEN,顺义Q16阅卷版明确价值观导向、反低俗化/流量化、社会效益优先，正文已有材料触发、为什么、卷面落地三层。,04_fusion_audit\student_patch_entries.accepted.jsonl:30; 01_source_inventory\suite_source_bundles\2026顺义二模.md:55-62
M0031,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,两点论与重点论,顺义阅卷版：明确写“矛盾具有普遍性和特殊性，要坚持两点论与重点论统一”。,强阅卷版,否,否,KEEP_IN_BODY,原候选笼统放在“矛盾就是对立统一”不准；本轮按阅卷版改入两点论与重点论。,04_fusion_audit\student_patch_entries.accepted.jsonl:31
M0032,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践是认识的基础,顺义二模评标doc第16题阅卷版：评标说明列“实践观点”；阅卷版明确“一切从实际出发，实事求是/实践是认识的基础/社会存在决定社会意识”，并写“群众的实践活动是新大众文艺创作的源泉”。,强阅卷版,否,否,KEEP_IN_BODY,顺义评标doc明确实践观点；与人民群众节点相关但落点不同，分别收录。,04_fusion_audit\student_patch_entries.accepted.jsonl:32
M0033,accepted_jsonl_final_body,2026顺义二模,2026,二模,Q16,必修四哲学正文条目,是：已进入当前DOCX/PDF正文,辩证否定 / 守正创新,顺义阅卷版：明确列“对立统一，守正创新”“继承传统，推陈出新”。,强阅卷版,否,否,KEEP_IN_BODY,中华优秀传统文化本身属文化线，本条只收“继承传统、推陈出新/守正创新”的哲学方法论。,04_fusion_audit\student_patch_entries.accepted.jsonl:33
M0034,accepted_jsonl_final_body,2026石景山二模,2026,二模,Q17(3),必修四哲学正文条目,是：已进入当前DOCX/PDF正文,联系的普遍性 / 联系的观点（总）,答案评分参考第17(3)明确可从联系、矛盾、实践与认识关系等角度回答；仅为任选路径，不作累加采分。,正式评分参考角度,否,否,Batch04 ClaudeCode correction applied: evidence_level synced to optional scoring-reference angle; not cumulative strong rubric.,评分细则允许联系、矛盾、实践与认识等角度任选展开；本条为可选路径，不代表三项累计得分。 Batch04 ClaudeCode correction: structured evidence_level synced from strong rubric to optional scoring-reference angle.,04_fusion_audit\student_patch_entries.accepted.jsonl:34
M0035,accepted_jsonl_final_body,2026石景山二模,2026,二模,Q17(3),必修四哲学正文条目,是：已进入当前DOCX/PDF正文,矛盾就是对立统一,答案评分参考第17(3)明确可从联系、矛盾、实践与认识关系等角度回答；仅为任选路径，不作累加采分。,正式评分参考角度,否,否,Batch04 ClaudeCode correction applied: evidence_level synced to optional scoring-reference angle; not cumulative strong rubric.,评分细则允许联系、矛盾、实践与认识等角度任选展开；本条为可选路径，不代表三项累计得分。 Batch04 ClaudeCode correction: structured evidence_level synced from strong rubric to optional scoring-reference angle.,04_fusion_audit\student_patch_entries.accepted.jsonl:35
M0036,accepted_jsonl_final_body,2026石景山二模,2026,二模,Q17(3),必修四哲学正文条目,是：已进入当前DOCX/PDF正文,实践与认识（总）,答案评分参考第17(3)明确可从联系、矛盾、实践与认识关系等角度回答；仅为任选路径，不作累加采分。,正式评分参考角度,否,否,Batch04 ClaudeCode correction applied: evidence_level synced to optional scoring-reference angle; not cumulative strong rubric.,评分细则允许联系、矛盾、实践与认识等角度任选展开；本条为可选路径，不代表三项累计得分。 Batch04 ClaudeCode correction: structured evidence_level synced from strong rubric to optional scoring-reference angle.,04_fusion_audit\student_patch_entries.accepted.jsonl:36
M0037,blocked_jsonl_final_boundary,2026房山二模,2026,二模,Q16,culture_boundary,否：文化线边界，不进哲学主线,中华优秀传统文化(突出连续性与创新性),文化线节点，非唯物辩证法；细则明确列出最高8分含此点,强细则,否：按边界排除,否,EXCLUDE_OR_ROUTE_TO_CULTURE_LINE,culture_boundary,04_fusion_audit\student_patch_entries.blocked.jsonl:1
M0038,blocked_jsonl_final_boundary,2026海淀二模,2026,二模,Q16,weak_evidence,已融合：不另立弱证据正文,联系的普遍性 / 联系的观点（总）,由M0025宽角度覆盖；不另立弱候选。,答案和评分参考角度（已融合）,否,否,MERGED_INTO_M0025,weak_evidence；Batch06裁决：blocked旧行作融合闭合。,04_fusion_audit\student_patch_entries.blocked.jsonl:2
M0039,blocked_jsonl_final_boundary,2026海淀二模,2026,二模,Q16,weak_evidence,已融合：不另立弱证据正文,实践与认识（总）,由M0026宽角度覆盖；不单拆实践是认识的基础。,答案和评分参考角度（已融合）,否,否,MERGED_INTO_M0026,weak_evidence；Batch06裁决：blocked旧行作融合闭合。,04_fusion_audit\student_patch_entries.blocked.jsonl:3
M0040,blocked_jsonl_final_boundary,2026海淀二模,2026,二模,Q21,module_boundary,否：宽泛角度提示不进正文,矛盾的观点/辩证思维,Q21答案和评分参考仅列多个可选宽角度，没有提供矛盾观点逐点细则；辩证思维还涉及选必三边界。,宽泛答案和评分参考角度（非逐点细则）,否：未进入正文,否,HOLD_NO_INSERT_BROAD_ANGLE_ONLY,module_boundary；Batch06裁决：保留未来候选，不作为当前宝典落点。,04_fusion_audit\student_patch_entries.blocked.jsonl:4
M0041,blocked_jsonl_final_boundary,2026西城二模,2026,二模,Q16,weak_evidence,否：重复旧弱证据行，已被评标PDF渲染证据替代,矛盾的普遍性和特殊性,旧行称评标PDF 0字节；现已用渲染页和转录文件补证。,旧弱证据行关闭,否,否,SUPERSEDED_BY_RENDERED_RUBRIC_BATCH11,以M0027/M0117当前证据为准。,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md
M0042,blocked_jsonl_final_boundary,2026西城二模,2026,二模,Q16,weak_evidence,否：重复旧弱证据行，已被评标PDF渲染证据替代,实践是认识的基础,旧行称需回源核验；现已用渲染页和转录文件补证。,旧弱证据行关闭,否,否,SUPERSEDED_BY_RENDERED_RUBRIC_BATCH11,以M0028/M0118当前证据为准。,99_logs/weak_gate_sources/renders/xicheng_rubric/page_001.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_002.png;99_logs/weak_gate_sources/renders/xicheng_rubric/page_003.png;BATCH11_2026_XICHENG_ERMO_RUBRIC_TRANSCRIPTION_20260525.md
M0043,blocked_jsonl_final_boundary,2026顺义二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,实践是认识的基础,试卷PDF 0字节；评标doc可读；多路径细则未限制角度,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:7
M0044,blocked_jsonl_final_boundary,2026顺义二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,价值观的导向作用,无边界问题,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:8
M0045,blocked_jsonl_final_boundary,2026顺义二模,2026,二模,Q16,weak_evidence,否：证据不足暂不进正文,矛盾就是对立统一,证据等级弱,弱参考答案,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:9
M0046,blocked_jsonl_final_boundary,2026石景山二模,2026,二模,Q17(3),weak_evidence,否：证据不足暂不进正文,联系的普遍性 / 联系的观点（总）,细则仅列联系/矛盾/实践认识为可选角度；无详细计分标准；证据等级弱,弱角度提示,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:10
M0047,blocked_jsonl_final_boundary,2026石景山二模,2026,二模,Q17(3),weak_evidence,否：证据不足暂不进正文,矛盾就是对立统一,证据等级弱,弱角度提示,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:11
M0048,blocked_jsonl_final_boundary,2026石景山二模,2026,二模,Q17(3),weak_evidence,否：证据不足暂不进正文,实践是认识的基础,证据等级弱；三节点均为提示级别,弱角度提示,待核,是：需正式细则/评标/评分文件,HOLD_NEEDS_SOURCE_EVIDENCE,weak_evidence,04_fusion_audit\student_patch_entries.blocked.jsonl:12
M0049,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,哲学与文化主观题,是：Batch16回源确认，既有最终DOCX已覆盖并补登记ledger/accepted,矛盾就是对立统一,PPT阅卷说明明确3哲学角度；原卷PDF 0字节须回源确认题干；base_mentions_found题级未确认,正式阅卷细则+原卷题干+答案版参考答案+最终DOCX正文,否,否,REGISTERED_EXISTING_DOCX_BATCH16_FENGTAI_Q16,早期question_prompt_not_verified已解除；Q16登记标题：12. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；16. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；5. 2026丰台一模 第16题（主观题）；17. 2026丰台一模 第16题（主观题）,"beijing_politics_research/data/preprocessed_corpus/gpt_sources/26649804f1de31f5_2026丰台一模细则.md; reports/bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24/01_source_inventory/suite_source_bundles/2026丰台一模.md; reports/overnight_2026-04-25/downloaded_evidence/2026_fengtai_yimo_with_answers.pdf:pages 5,9; BATCH16_2026_FENGTAI_YIMO_SOURCE_TRANSCRIPTION_20260525.md"
M0050,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,哲学与文化主观题,是：Batch16回源确认，既有最终DOCX已覆盖并补登记ledger/accepted,矛盾的主要方面和次要方面,PPT细则明确'坚持两点论与重点论的统一'为进阶阐述角度，是高价值差异点,正式阅卷细则+原卷题干+答案版参考答案+最终DOCX正文,否,否,REGISTERED_EXISTING_DOCX_BATCH16_FENGTAI_Q16,早期question_prompt_not_verified已解除；Q16登记标题：12. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；16. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；5. 2026丰台一模 第16题（主观题）；17. 2026丰台一模 第16题（主观题）,"beijing_politics_research/data/preprocessed_corpus/gpt_sources/26649804f1de31f5_2026丰台一模细则.md; reports/bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24/01_source_inventory/suite_source_bundles/2026丰台一模.md; reports/overnight_2026-04-25/downloaded_evidence/2026_fengtai_yimo_with_answers.pdf:pages 5,9; BATCH16_2026_FENGTAI_YIMO_SOURCE_TRANSCRIPTION_20260525.md"
M0051,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,哲学与文化主观题,是：Batch16回源确认，既有最终DOCX已覆盖并补登记ledger/accepted,系统观念 / 系统优化,PPT细则明确联系整体部分节点,正式阅卷细则+原卷题干+答案版参考答案+最终DOCX正文,否,否,REGISTERED_EXISTING_DOCX_BATCH16_FENGTAI_Q16,早期question_prompt_not_verified已解除；Q16登记标题：12. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；16. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；5. 2026丰台一模 第16题（主观题）；17. 2026丰台一模 第16题（主观题）,"beijing_politics_research/data/preprocessed_corpus/gpt_sources/26649804f1de31f5_2026丰台一模细则.md; reports/bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24/01_source_inventory/suite_source_bundles/2026丰台一模.md; reports/overnight_2026-04-25/downloaded_evidence/2026_fengtai_yimo_with_answers.pdf:pages 5,9; BATCH16_2026_FENGTAI_YIMO_SOURCE_TRANSCRIPTION_20260525.md"
M0052,blocked_jsonl_final_boundary,2026丰台一模,2026,一模,Q16,哲学与文化主观题,是：Batch16回源确认，既有最终DOCX已覆盖并补登记ledger/accepted,价值观的导向作用,PPT细则明确价值观节点；另：尊重规律-主观能动性、辩证否定观酌情给分，可补充为次级节点,正式阅卷细则+原卷题干+答案版参考答案+最终DOCX正文,否,否,REGISTERED_EXISTING_DOCX_BATCH16_FENGTAI_Q16,早期question_prompt_not_verified已解除；Q16登记标题：12. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；9. 2026丰台一模 第16题（主观题）；16. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；2. 2026丰台一模 第16题（主观题）；5. 2026丰台一模 第16题（主观题）；17. 2026丰台一模 第16题（主观题）,"beijing_politics_research/data/preprocessed_corpus/gpt_sources/26649804f1de31f5_2026丰台一模细则.md; reports/bixiu4_baodian_52_base_insert_second_mock_first_mock_audit_2026-05-24/01_source_inventory/suite_source_bundles/2026丰台一模.md; reports/overnight_2026-04-25/downloaded_evidence/2026_fengtai_yimo_with_answers.pdf:pages 5,9; BATCH16_2026_FENGTAI_YIMO_SOURCE_TRANSCRIPTION_20260525.md"
M0053,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,already_in_base_exact_source,母版已覆盖：本轮不重复新增,尊重客观规律与发挥主观能动性相结合,正式阅卷细则第16题必答角度①，3分。,正式阅卷细则必答角度,否,否,Batch05核验：现有正文保留。,already_in_base_exact_source；2026朝阳一模Batch05闭合。,04_fusion_audit\student_patch_entries.blocked.jsonl:17
M0054,blocked_jsonl_final_boundary,2026朝阳一模,2026,一模,Q16,culture_boundary,否：文化线边界，不进哲学主线,中华优秀传统文化的特点-文化自信,正式阅卷细则第16题必答角度②，2分；文化核心考点。,正式阅卷细则必答角度,否：按边界排除,否,Batch05核验：文化线边界保留。,culture_boundary；2026朝阳一模Batch05闭合。,04_fusion_audit\student_patch_entries.blocked.jsonl:18
