status,extractor,chars,lines,source,text_path,error
ok,docx,4060,121,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标(2).docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026房山二模__细则__26房山评标(2).docx.txt,
ok,docx,4060,121,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026房山二模__细则__26房山评标.docx.txt,
ok,pdf,3722,193,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026房山二模__试卷__2026北京房山高三二模政治（教师版）.pdf.txt,
ok,docx,5354,125,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026朝阳二模__细则__202605朝阳高三政治二模阅卷细则(1).docx.txt,
ok,docx,15130,344,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026朝阳二模__试卷__2026北京朝阳高三二模政治（教师版）.docx.txt,
ok,pdf,11555,1188,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\细则\26海淀高三政治二模讲评.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026海淀二模__细则__26海淀高三政治二模讲评.pdf.txt,
ok,docx,10329,252,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026海淀二模__试卷__2026北京海淀高三二模政治（教师版）.docx.txt,
skipped,,0,0,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc,,unsupported extension .doc
ok,docx,8526,167,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026石景山二模__试卷__2026北京石景山高三二模政治（教师版）.docx.txt,
ok,pdf,228,28,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\细则\西城二模评标.pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026西城二模__细则__西城二模评标.pdf.txt,
ok,docx,8136,191,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026西城二模__试卷__2026北京西城高三二模政治（教师版）.docx.txt,
ok,pdf,194,24,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模(1).pdf,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026顺义二模__26顺义二模(1).pdf.txt,
ok,docx,1704,116,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\高三政治答案.docx,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\08_2026_second_mock_backfill\00_extracted_text\texts\2026丰台二模__细则__高三政治答案.docx.txt,
