material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0025_2024_朝阳_二模_17_09,CC0025_2024_朝阳_二模_17,"王某每日在公司平台签到并接受 派单,跑单时长均在8 小时以上;","王某每日在公司平台签到并接受 派单,跑单时长均在8 小时以上;",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_10,CC0025_2024_朝阳_二模_17,甲公 司通过平台对王某的订单完成情况进 行全程跟踪;,甲公 司通过平台对王某的订单完成情况进 行全程跟踪;,,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_11,CC0025_2024_朝阳_二模_17,"王某每日接单量超过4 单 时享有加单奖励,出现接单量不足、无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。","王某每日接单量超过4 单 时享有加单奖励,出现接单量不足、无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_12,CC0025_2024_朝阳_二模_17,"2023 年3 月2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。","2023 年3 月2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_13,CC0025_2024_朝阳_二模_17,"王某认为其与甲公司之间实际上 已构成劳动关系,甲公司应当支付解除 劳动合同经济补偿,甲公司以双方是合 作关系为由拒绝,王某遂向仲裁委员会 申请仲裁。","王某认为其与甲公司之间实际上 已构成劳动关系,甲公司应当支付解除 劳动合同经济补偿,甲公司以双方是合 作关系为由拒绝,王某遂向仲裁委员会 申请仲裁。",,,,,劳动合同；经济补偿,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_14,CC0025_2024_朝阳_二模_17,【处理结果】 仲裁委员会裁决:甲公司向王某支付解除劳动合同经济补偿。,【处理结果】 仲裁委员会裁决:甲公司向王某支付解除劳动合同经济补偿。,,,,,劳动合同；经济补偿,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_15,CC0025_2024_朝阳_二模_17,[page 7] 高三思想政治 第7 页(共8 页),[page 7] 高三思想政治 第7 页(共8 页),,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_01,CC0040_2024_海淀_一模_19,19．（8 分）首例涉“虚拟数字人”侵权案宣判。,19．（8 分）首例涉“虚拟数字人”侵权案宣判。,,,,yes,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_02,CC0040_2024_海淀_一模_19,甲公司系一家以计算机图形学和AI 技术为核心的科 技公司，Ada 系甲公司在发展其产品业务过程中打造的超 写实虚拟数字人。,甲公司系一家以计算机图形学和AI 技术为核心的科 技公司，Ada 系甲公司在发展其产品业务过程中打造的超 写实虚拟数字人。,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_03,CC0040_2024_海淀_一模_19,甲公司自称于2018 年12 月创作完成了 虚拟数字人Ada 的正面形象，为进一步宣传和推广旗下虚 拟数字人，又制作完成了虚拟数字人的两段相关视频，并 于2019 年10 月、11 月通过某平台发布。,甲公司自称于2018 年12 月创作完成了 虚拟数字人Ada 的正面形象，为进一步宣传和推广旗下虚 拟数字人，又制作完成了虚拟数字人的两段相关视频，并 于2019 年10 月、11 月通过某平台发布。,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_04,CC0040_2024_海淀_一模_19,其中一段用以介 绍虚拟数字人Ada 的场景应用，另一段记录真人演员与虚 拟数字人Ada 的动作捕捉画面，对虚拟数字人Ada 进行商业化使用。,其中一段用以介 绍虚拟数字人Ada 的场景应用，另一段记录真人演员与虚 拟数字人Ada 的动作捕捉画面，对虚拟数字人Ada 进行商业化使用。,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_05,CC0040_2024_海淀_一模_19,2022 年7 月，乙公司通过某社交软件发布上述两段视频，视频的居中位置使用甲公司发布的 相关视频内容，并在片头片尾替换有关标识，以及在整体视频上添加虚拟数字人课程的营销信息， 其中一段视频还添加乙公司的注册商标，并将其他虚拟数字人名称作为标题一部分。,2022 年7 月，乙公司通过某社交软件发布上述两段视频，视频的居中位置使用甲公司发布的 相关视频内容，并在片头片尾替换有关标识，以及在整体视频上添加虚拟数字人课程的营销信息， 其中一段视频还添加乙公司的注册商标，并将其他虚拟数字人名称作为标题一部分。,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_06,CC0040_2024_海淀_一模_19,甲公司向法 院提起诉讼，法院判决乙公司消除影响并赔偿经济损失。,甲公司向法 院提起诉讼，法院判决乙公司消除影响并赔偿经济损失。,,,,yes,消除影响；起诉,carries 法律事实/规则信号,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_07,CC0040_2024_海淀_一模_19,资料卡 虚拟数字人指具有数字化外形 的虚拟人物，与具备实体的机器人 不同，虚拟人依赖显示设备存在。,资料卡 虚拟数字人指具有数字化外形 的虚拟人物，与具备实体的机器人 不同，虚拟人依赖显示设备存在。,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_08,CC0040_2024_海淀_一模_19,虚拟数字人拥有人的外观、行为和 思维方式，具有识别外界环境并能 与人交流互动的能力。,虚拟数字人拥有人的外观、行为和 思维方式，具有识别外界环境并能 与人交流互动的能力。,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0040_2024_海淀_一模_19_09,CC0040_2024_海淀_一模_19,[page 8] 高三年级（思想政治） 第8 页（共8 页）,[page 8] 高三年级（思想政治） 第8 页（共8 页）,,,,,,背景或价值铺垫,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_01,CC0045_2024_海淀_二模_19,19．（6 分）遗赠扶养协议纠纷案宣判。,19．（6 分）遗赠扶养协议纠纷案宣判。,,,,yes,扶养；遗赠,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_02,CC0045_2024_海淀_二模_19,【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终；,【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终；,,,,,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_03,CC0045_2024_海淀_二模_19,曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。,曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。,,,,,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_04,CC0045_2024_海淀_二模_19,此后，某居委会按照 约定履行扶养义务。,此后，某居委会按照 约定履行扶养义务。,,,,,扶养,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_05,CC0045_2024_海淀_二模_19,曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。,曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。,,,,yes,遗产,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_06,CC0045_2024_海淀_二模_19,该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效；,该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效；,,,,yes,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_07,CC0045_2024_海淀_二模_19,（2） 曹某名下的房屋、股权、现金、存款归某居委会所有。,（2） 曹某名下的房屋、股权、现金、存款归某居委会所有。,,,,,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_08,CC0045_2024_海淀_二模_19,【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议；,【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议；,,,,,扶养；遗赠,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_09,CC0045_2024_海淀_二模_19,原告某居委会对被扶养人曹某已尽到扶养义务，判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。,原告某居委会对被扶养人曹某已尽到扶养义务，判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。,,,,,扶养；原告,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0054_2024_石景山_一模_17_01,CC0054_2024_石景山_一模_17,17．（8 分） 2023 年 12 月 28 日，北京市第三中级人民法院终审公开宣判北京甲环保公司与四川乙发电公司合同纠纷一案，该案系北京市首例碳排放权交易纠纷案件。,17．（8 分） 2023 年 12 月 28 日，北京市第三中级人民法院终审公开宣判北京甲环保公司与四川乙发电公司合同纠纷一案，该案系北京市首例碳排放权交易纠纷案件。,,,,yes,,背景或价值铺垫,F0056:text | F0276:text,heuristic_sentence_split_from_text_layer
M_CC0054_2024_石景山_一模_17_02,CC0054_2024_石景山_一模_17,【基本案情】 2021 年12 月，乙公司就采购碳排放配额发布比选公告，甲公司向其进行报价，内容具体明确，并承诺：如未依约履行，乙公司可另行购买等量的碳排放配额；,【基本案情】 2021 年12 月，乙公司就采购碳排放配额发布比选公告，甲公司向其进行报价，内容具体明确，并承诺：如未依约履行，乙公司可另行购买等量的碳排放配额；,,,,,承诺,carries 法律事实/规则信号,F0056:text | F0276:text,heuristic_sentence_split_from_text_layer
M_CC0054_2024_石景山_一模_17_03,CC0054_2024_石景山_一模_17,如有差价， 由甲公司补足。,如有差价， 由甲公司补足。,,,,,,背景或价值铺垫,F0056:text | F0276:text,heuristic_sentence_split_from_text_layer
