question,point_no,basis,bucket,framework_core,scoring_position,red_scoring_terms,answer_sentence,evidence_level,promotion_status,source_boundary,source_refs,student_summary_status
2025海淀二模 Q21,1,atom_expression_variant_from_source_ledger,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,中国需要联合国第1点2分任意两条,最具普遍性、代表性和权威性的政府间国际组织；集体安全机制核心；实践多边主义最佳场所；三大支柱,联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织，是集体安全机制的核心和实践多边主义的最佳场所，能够通过和平与安全、发展、人权三大支柱推动全球治理。,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036;2025海淀二模_Q21_SRC_203635b75b25,included_main
2025海淀二模 Q21,2,atom_expression_variant_from_source_ledger,联合国,联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台,中国需要联合国第2点1分,提供平台；创造良好外部环境；中国也是受益者,联合国为中国对外开放和现代化事业提供重要平台与良好外部环境，成为中国开展多边合作的主要舞台。,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036,included_main
2025海淀二模 Q21,3,atom_expression_variant_from_source_ledger,联合国,《联合国宪章》宗旨和原则,联合国需要中国第2点1分,支持联合国工作；支持联合国改革,中国坚定维护以联合国为核心的国际体系，维护《联合国宪章》宗旨和原则，并以建设性行动支持联合国改革和安理会工作。,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036,included_main
2025海淀二模 Q21,4,atom_expression_variant_from_source_ledger,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,联合国需要中国第3点1分,完善全球治理；构建新型国际关系；全人类共同价值；正确义利观；构建人类命运共同体,中国以负责任、建设性态度参与联合国事务，反映全球南方声音，推动完善全球治理、构建新型国际关系和人类命运共同体，为联合国贡献中国智慧和中国方案。,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036,included_main
2024海淀期中 Q16(2),1,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,选必一2分：贸易摩擦角度,国际组织赋予的权利；全球经济治理；规则制定；贸易摩擦；企业出海,中国咖啡企业出海要先做好海外市场调研、商标和知识产权合规，尊重当地消费习惯并提升产品与品牌竞争力；行业组织可提供风险预警、协调和法律支持；政府应依法运用国际组织规则和争端解决机制，积极参与全球经济治理和规则制定，为企业出海营造良好国际环境。,P0_formal_scoring_rule_pdf_text,candidate_with_boundary_guard,formal_scoring_pdf_with_visual_paper_prompt,2024海淀期中_Q16_2_SRC_e3f88f68dd56;2024海淀期中_Q16_2_SRC_132d9a876bce,included_main
2024海淀期中 Q21(2),1,atom_expression_variant_from_source_ledger,政治多极化,世界多极化深入发展与平等有序的世界多极化,变：世界之变2分,世界之变；政治多极化；经济全球化；和平与发展；时代主题,新中国外交面对的时代背景不断变化，政治多极化和经济全球化深入发展，和平与发展成为时代主题，中国外交因势而变。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,included_main
2024海淀期中 Q21(2),2,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,变：中国之变实力与地位1分；变通含国际影响力话语权和人类命运共同体,综合国力；国际地位；国际责任；国际影响力话语权；人类命运共同体变通,随着综合国力不断增强，中国国际地位和国际影响力话语权不断提升，承担越来越多国际责任，中国外交的内容和布局也随之发展。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,included_main
2024海淀期中 Q21(2),3,atom_expression_variant_from_source_ledger,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,变：中国之变指导思想1分,外交指导思想与时俱进；习近平外交思想；中国特色大国外交,新时代我国外交指导思想与时俱进，习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,included_main
2024海淀期中 Q21(2),4,atom_expression_variant_from_source_ledger,中国,中国特色大国外交、独立自主和平外交政策与周边命运共同体,不变5分主干；写独立自主和平外交政策可得2分,独立自主基本立场；维护世界和平促进共同发展宗旨；维护主权安全发展利益；促进世界和平与发展；和平共处五项原则；独立自主和平外交政策,新中国外交始终坚持独立自主的基本立场，贯彻维护世界和平促进共同发展的宗旨，以维护我国主权安全发展利益并促进世界和平与发展为基本目标，坚持和平共处五项原则作为对外关系基本准则。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,included_main
2024海淀期中 Q21(2),5,atom_expression_variant_from_source_ledger,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,不变侧变通1分,反霸权主义；反强权政治；维护国际公平正义,新中国外交一贯反对霸权主义和强权政治，主张在和平共处五项原则基础上维护国际公平正义。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_visual_paper_prompt,2024海淀期中_Q21_2_SRC_e3f88f68dd56;2024海淀期中_Q21_2_SRC_132d9a876bce,included_main
2024海淀一模 Q18(1),1,atom_expression_variant_from_source_ledger,经济全球化,推动贸易和投资自由化便利化,Q18(1)措施加知识替代表,贸易投资便利化；贸易投资自由化,便利中外人员往来能够降低来华旅游商务投资创业等活动成本，促进贸易投资便利化自由化。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024海淀一模_Q18_SRC_24a14c0c2355;2024海淀一模_Q18_SRC_22a9fc350542,included_main
2024海淀一模 Q18(1),2,atom_expression_variant_from_source_ledger,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,Q18(1)措施加知识替代表,商品服务技术资金劳务要素自由流动；两个市场两种资源；国内国际双循环,中外人员往来更加便利，有利于吸引商品服务技术资金劳务等全球资源要素自由流动，充分利用国际国内两种资源两个市场。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024海淀一模_Q18_SRC_24a14c0c2355;2024海淀一模_Q18_SRC_22a9fc350542,included_main
2026西城期末 Q20,1,atom_expression_variant_from_source_ledger,中国,中国作为负责任大国积极参与全球气候治理,角度一“中国实践是什么”第1点1分,建设者；引领者；做负责任的大国,中国积极参与全球气候治理，是全球气候治理的建设者、引领者，展现负责任大国担当。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城期末 Q20,2,atom_expression_variant_from_source_ledger,中国,坚持绿色发展理念，发挥有为政府和有效市场作用推进绿色低碳转型,角度一“中国实践是什么”第2点1分,坚持绿色发展；新发展理念；有为政府+有效市场,中国围绕能源结构、碳汇、减排、绿色交通、市场机制和气候适应推进NDC目标，坚持绿色发展理念，发挥有为政府和有效市场作用。,P0_formal_scoring_rule_visual,boundary_only,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_as_question_auxiliary
2026西城期末 Q20,3,atom_expression_variant_from_source_ledger,时代背景,和平与发展仍是时代主题,角度二“为什么参与”4选3第1项1分,和平发展合作共赢是时代潮流；非传统安全威胁,和平发展合作共赢是时代潮流，气候变化属于全球性非传统安全威胁，需要各国共同应对；中国参与气候治理顺应这一潮流。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城期末 Q20,4,atom_expression_variant_from_source_ledger,理论,国家间共同利益是国家合作的基础,角度二“为什么参与”4选3第2项1分,共同利益,气候变化关系各国生存发展和可持续发展，国家间共同利益是合作的基础，各方需要在共同利益上推动全球气候治理合作。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城期末 Q20,5,atom_expression_variant_from_source_ledger,政治多极化,共商共建共享的全球治理观,角度二“为什么参与”4选3第3项1分,命运共同体；全人类共同价值；正确义利观；共商共建共享；践行真正的多边主义；坚持互利共赢,中国参与全球气候治理坚持共商共建共享，推动各方在联合国和《巴黎协定》框架下协商合作、共同应对气候变化。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城期末 Q20,6,atom_expression_variant_from_source_ledger,中国,自觉履行国际义务，遵循国际法，承担国际责任,角度二“为什么参与”4选3第4项1分,履行国际义务；遵循国际法；承担国际责任,中国向联合国提交并落实NDC目标，是自觉履行国际义务、遵循国际法、承担国际责任的表现。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城期末 Q20,7,atom_expression_variant_from_source_ledger,中国,促进全球可持续发展，建设清洁世界,角度三“效果怎么样”第1点1分,促进全球可持续发展；建设清洁世界,中国气候治理实践有利于促进全球可持续发展，推动建设清洁美丽世界。,P0_formal_scoring_rule_visual,result_expression_only,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_as_question_auxiliary
2026西城期末 Q20,8,atom_expression_variant_from_source_ledger,联合国,在联合国和《巴黎协定》框架下维护多边气候治理机制，推动全球治理体系完善,角度三“效果怎么样”第2点1分,维护联合国的核心作用；完善全球治理体系,中国在联合国和《巴黎协定》框架下参与全球气候治理，有利于维护多边气候治理机制，推动全球气候治理体系完善。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城期末 Q20,9,atom_expression_variant_from_source_ledger,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,角度三“效果怎么样”第3点1分,贡献中国智慧；贡献中国力量,中国以自身气候治理行动为全球治理贡献中国智慧和中国力量。,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5,included_main
2026西城一模 Q20(2),1,atom_expression_variant_from_source_ledger,经济全球化,推动贸易和投资自由化便利化,标准规则2分中的两层,贸易投资便利化自由化；优化营商环境；破除贸易壁垒；降低制度性交易成本；提高贸易效率,中国—东盟自贸区3.0版推动标准规则对接，降低制度性交易成本，提高贸易效率，促进贸易投资便利化自由化并破除贸易壁垒。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,included_main
2026西城一模 Q20(2),2,atom_expression_variant_from_source_ledger,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,产业链供应链3分中的前两层,产业链供应链安全稳定；经济安全；统筹安全与发展；多元稳定的经贸关系；发挥比较优势；优势互补；深度加入国际分工,中国与东盟依托产业链供应链合作维护供应链安全稳定，形成多元稳定的经贸关系，发挥比较优势和优势互补，深度参与国际分工。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,included_main
2026西城一模 Q20(2),3,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,综合对区域1分替代表述,提升发展中国家的代表性和发言权；打破发达国家规则制定中的垄断主导,中国—东盟自贸区3.0版提升发展中国家的代表性和发言权，打破发达国家规则制定中的垄断主导，推动国际经济秩序更加公正合理。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,included_main
2026西城一模 Q20(2),4,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,综合对世界1分同槽表述,坚持合作共赢；开放包容；共同利益；坚持多边贸易；多边主义；全球经济治理体系改革,中国—东盟自贸区3.0版坚持合作共赢和多边主义，推动多边贸易和全球经济治理体系改革，为世界经济注入确定性。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175,included_main
2025西城期末 Q20(2),1,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,利用规则维权角度,充分运用国际规则；利用国际组织赋予的权利；对话磋商；积极维护自身权益,面对欧盟反补贴税，中国汽车企业应依法运用国际规则和争端解决渠道，在政府和行业组织支持下通过磋商、申诉和合规应对维护自身权益。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025西城期末_Q20_SRC_f548fe634936;2025西城期末_Q20_SRC_3b9cf3beca8e,included_main
2025西城期末 Q20(2),2,atom_expression_variant_from_source_ledger,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,市场多元化和走出去角度,出口市场多元化；减少对单一市场依赖；走出去；投资设厂；开展多种合作；克服贸易壁垒,中国汽车企业可以实施出口市场多元化战略，减少对单一市场依赖，并通过走出去投资设厂和开展多种合作克服贸易壁垒。,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025西城期末_Q20_SRC_f548fe634936;2025西城期末_Q20_SRC_3b9cf3beca8e,included_main
2025西城一模 Q21(1),1,atom_expression_variant_from_source_ledger,理论,国家间共同利益是国家合作的基础,总体解释2分,理念蕴含普遍价值；全人类共同价值；人类共同利益；形成共识；促成合作和发展；应对共同挑战,我国发展理念蕴含普遍价值和人类共同利益，能够推动国际社会在共同关心的问题上形成共识，促成合作和发展，应对共同挑战。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b,included_main
2025西城一模 Q21(1),2,atom_expression_variant_from_source_ledger,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,对世界的意义2分,拓展发展中国家走向现代化的途径；贡献中国智慧中国方案,中国科技创新，绿色发展和减贫经验被国际社会传播共享，拓展发展中国家走向现代化的途径，为应对全球性问题贡献中国智慧和中国方案。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b,included_main
2025西城一模 Q21(2),1,atom_expression_variant_from_source_ledger,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,举例说明2分中的说明1分,共建一带一路；参与国际经济合作机遇；开放、包容、普惠、平衡、共赢,共建“一带一路”为共建国家参与国际经济合作提供机遇，推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b,included_main
2025西城二模 Q19(2),1,atom_expression_variant_from_source_ledger,中国,国际发展合作、南南合作与“小而美”项目,中国担当3分,开放广阔的中国市场；坚持正确义利观；共享发展新机遇；惠民生增福祉；互利共赢,中国坚持正确义利观，开放广阔中国市场，与最不发达国家共享发展新机遇，惠民生增福祉，实现互利共赢。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城二模_Q19_SRC_7e4a722d6d9e;2025西城二模_Q19_SRC_62207119d52d,included_main
2025西城二模 Q19(2),2,atom_expression_variant_from_source_ledger,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,世界意义2分任意点,推动普惠包容的经济全球化；建设开放型世界经济；促进贸易自由化；促进共同发展；维护持久和平；共同推进现代化,中国对最不发达国家实行零关税，推动普惠包容的经济全球化，建设开放型世界经济，促进贸易自由化，进而促进共同发展和持久和平。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城二模_Q19_SRC_7e4a722d6d9e;2025西城二模_Q19_SRC_62207119d52d,included_main
2024西城一模 Q19(6),1,atom_expression_variant_from_source_ledger,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,机遇2分多选一,未来产业广阔国际市场；两个市场两种资源；走出去；技术交流合作,经济全球化带来两个市场两种资源，我国未来产业拥有广阔国际市场，因而具备走出去和开展技术交流合作的可能。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3,included_main
2024西城一模 Q19(6),2,atom_expression_variant_from_source_ledger,理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,挑战2分多选一,激烈国际竞争；技术人才资源竞争；国家安全；风险应对；贸易壁垒；技术制裁；技术垄断,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量，我国未来产业面临技术制裁和贸易壁垒等风险，必须加强风险防范。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3,included_main
2024西城一模 Q19(6),3,atom_expression_variant_from_source_ledger,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,助推作用6分多选三中的规则话语权点,国际技术标准话语权；贸易规则制定话语权；推动制度型开放；增强产品和服务国际竞争力；形成出口竞争新优势,攻克“卡脖子”难题有利于提升我国企业在国际技术标准和贸易规则制定中的话语权，推动制度型开放，增强产品和服务国际竞争力。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3,included_main
2024西城二模 Q19,1,atom_expression_variant_from_source_ledger,时代背景,和平与发展仍是时代主题,第一句1分多选一,全人类命运与共；国与国之间利益交汇命运交织休戚与共；和平与发展,面对发展鸿沟和安全赤字，各国利益交汇，命运交织，休戚与共，和平与发展仍是时代主题，中国答案顺应这一时代背景。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b,included_main
2024西城二模 Q19,2,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,第二句多选二每点2分中的人类命运共同体超越逻辑组,人类命运共同体理念；超越集团政治小圈子规则；超越实力至上逻辑；超越少数西方国家定义的普世价值,人类命运共同体理念超越集团政治的小圈子规则和实力至上逻辑，为处理国际关系提供不同于零和博弈的新思路。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b,included_main
2024西城二模 Q19,3,atom_expression_variant_from_source_ledger,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,第二句多选二每点2分中的国际秩序和民主化组,顺应时代潮流；倡导全球协作；国际关系民主化；坚持真正的多边主义；全球治理；赋予发展中国家更多发言权,中国答案顺应时代潮流，倡导全球协作，推动国际秩序朝更加公正合理方向发展，促进国际关系民主化并坚持真正的多边主义。,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b,included_main
2026东城期末 Q20,1,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,学理层面总句,人类命运共同体五个世界；持久和平；普遍安全；共同繁荣；开放包容；清洁美丽,构建人类命运共同体就是建设持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界，四大全球倡议围绕这一目标系统发力。,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,included_main
2026东城期末 Q20,2,atom_expression_variant_from_source_ledger,政治多极化,共商共建共享的全球治理观,四大倡议4分中的发展倡议1分,全球发展倡议；以发展促繁荣；坚持互利共赢；坚持正确义利观；共商共建共享；发展合作中共享机遇,全球发展倡议以发展促繁荣，坚持互利共赢和正确义利观，在共商共建共享中同各国共享发展机遇。,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,included_main
2026东城期末 Q20,3,atom_expression_variant_from_source_ledger,中国,推动构建人类命运共同体,四大倡议4分中的安全倡议1分,全球安全倡议；以安全保稳定；相互尊重；平等协商；筑牢安全屏障；安全互信中维护和平,全球安全倡议以安全保稳定，倡导相互尊重和平等协商，在安全互信中维护和平并筑牢安全屏障。,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6,included_main
