model,variable,coef,se_cluster_country,t_stat,p_value_normal,p_value_t_cluster_df,cluster_df,nobs,adj_r2,stars
M8_exclude_small_resource,L1_internet_10pct,0.0033514723281299827,0.00763946902326116,0.43870487830046806,0.6608753918646593,0.6616036194712287,130,1596,0.9965500899276205,
M8_exclude_small_resource,L1_gross_capital_formation_pct_gdp,0.007259806524524039,0.0026709329840280006,2.718078876533853,0.006566218285580544,0.0074622233297740315,130,1596,0.9965500899276205,***
M8_exclude_small_resource,L1_trade_pct_gdp,0.000986637888662786,0.0005012483014467972,1.9683615601588393,0.04902645147157236,0.05115431175987252,130,1596,0.9965500899276205,*
M8_exclude_small_resource,L1_urban_pop_pct,0.0035583507967248493,0.004056209717757363,0.8772600640314587,0.3803453984398936,0.38196371588888933,130,1596,0.9965500899276205,
M9_L2_lag,L2_ln_broadband,0.04590823346880285,0.028285742474432045,1.6230167375065396,0.10458582694400274,0.10637563343402412,176,1908,0.9956257100147554,
M9_L2_lag,L2_internet_10pct,-0.0033134886034797556,0.008309026671818945,-0.3987817989221105,0.6900539893638016,0.6905373938053723,176,1908,0.9956257100147554,
M9_L2_lag,L2_gross_capital_formation_pct_gdp,0.0029363720234936545,0.0017343117174169573,1.6931051056190851,0.0904354626345333,0.09220470441268003,176,1908,0.9956257100147554,*
M9_L2_lag,L2_trade_pct_gdp,0.0010699368963101212,0.0004645585018737934,2.3031262844066753,0.021271738829004613,0.022441335574426194,176,1908,0.9956257100147554,**
M9_L2_lag,L2_urban_pop_pct,0.0011097331749223907,0.006115796536405121,0.18145357981034052,0.8560115661973355,0.856220368001291,176,1908,0.9956257100147554,
M10_high_income_subsample,L1_ln_broadband,-0.003990327975263441,0.05851152440630394,-0.06819729986104292,0.9456285763680117,0.9458411964719091,64,768,0.9813768519513721,
M10_high_income_subsample,L1_internet_10pct,-0.015389865269534508,0.01696954955533028,-0.9069106530703652,0.3644540471773699,0.3678560919934607,64,768,0.9813768519513721,
M10_high_income_subsample,L1_gross_capital_formation_pct_gdp,-0.0008308249151461906,0.0022402532100122196,-0.3708620576607315,0.7107402766392061,0.7119650313807255,64,768,0.9813768519513721,
M10_high_income_subsample,L1_trade_pct_gdp,0.0005915342554405198,0.0007963657172073147,0.7427922155098597,0.45760748916536864,0.4603253060892095,64,768,0.9813768519513721,
M10_high_income_subsample,L1_urban_pop_pct,-0.007304955826682377,0.007806697702882141,-0.9357293063859093,0.34941257759728256,0.35293004412595674,64,768,0.9813768519513721,
M11_non_high_income_subsample,L1_ln_broadband,0.0673390336098472,0.03181141440210064,2.116819854617986,0.03427513962850024,0.036469282545246035,113,1299,0.9860348985272916,**
M11_non_high_income_subsample,L1_internet_10pct,0.002813898333152605,0.012242093528643102,0.22985434040091782,0.8182049574475068,0.8186205201118404,113,1299,0.9860348985272916,
M11_non_high_income_subsample,L1_gross_capital_formation_pct_gdp,0.004194665513306344,0.002246546607091351,1.8671615803854884,0.06187902700224865,0.06447061867942273,113,1299,0.9860348985272916,*
M11_non_high_income_subsample,L1_trade_pct_gdp,0.0011126913005729136,0.0007016371552974171,1.5858500254326677,0.1127733345505354,0.11556786077297965,113,1299,0.9860348985272916,
M11_non_high_income_subsample,L1_urban_pop_pct,0.004109284914405282,0.007014668646276418,0.5858131184267136,0.5580011070883923,0.5591693241558007,113,1299,0.9860348985272916,
M12_broadband_without_internet,L1_ln_broadband,0.06246950314543609,0.02455172864351347,2.5444034533161246,0.010946456801685368,0.011796159269092988,178,2142,0.9950008384811606,**
M12_broadband_without_internet,L1_gross_capital_formation_pct_gdp,0.0036389987494126093,0.001854858916546621,1.961873605022048,0.04977720153452522,0.05133644660791659,178,2142,0.9950008384811606,*
M12_broadband_without_internet,L1_trade_pct_gdp,0.0009475269925890765,0.0004997511715247704,1.8959975415327504,0.05796036961421412,0.05958055178089105,178,2142,0.9950008384811606,*
M12_broadband_without_internet,L1_urban_pop_pct,0.00394686364381553,0.00540523367568432,0.7301929723354363,0.465272237640131,0.46623215400601437,178,2142,0.9950008384811606,
M13_internet_without_broadband,L1_internet_10pct,0.006040148607081141,0.00721236733452344,0.8374710170638093,0.402327861630437,0.4034446311142674,179,2131,0.9950995356196778,
M13_internet_without_broadband,L1_gross_capital_formation_pct_gdp,0.0036331895693601764,0.001697924031030954,2.139783348937089,0.032372279482639675,0.03372663260769436,179,2131,0.9950995356196778,**
M13_internet_without_broadband,L1_trade_pct_gdp,0.0007203343825416945,0.000516674380546226,1.3941747639589948,0.16326483663727853,0.16499296933864893,179,2131,0.9950995356196778,
M13_internet_without_broadband,L1_urban_pop_pct,0.0020667701126333322,0.005762730045460708,0.3586442703942593,0.7198612240583357,0.720283865421173,179,2131,0.9950995356196778,
