suite_id,year,district,stage,file_path,root_path,relative_path,file_type,source_type,question_range,status,sha256,duplicate_of,size_bytes,modified_at,notes
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,docx,module-classification,,duplicate-or-drift,3423b62eb032b5df1dd18b865bb05d7b34056cae623407b593e36d437bf4b510,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,1517404,2026-04-23T17:09:44,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx; metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,docx,module-classification,,duplicate-or-drift,0f4414a153ba94c0b74d4eb708a13665083b340508ddbc103ff4d9f775620f1d,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,1940457,2026-04-23T17:09:31,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx; metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,docx,module-classification,,duplicate-or-drift,c22ac0d594c5a7bb0cbb23196f15e2e7fbcfdbbf89dcc221ce9cc83c235269e1,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,779706,2026-04-23T17:09:37,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx; metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,doc,module-classification,,duplicate-or-drift,4b25cddd4dc2992de1001f813db329ed483a2c3c3c8d5197bb13f59e61b5218f,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,674304,2026-04-23T17:09:34,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc; metadata_needs_review
2024_东城_一模,2024,东城,一模,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题,2024东城一模/试卷/试卷.pdf,pdf,paper,,inventory-only,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,,12078779,2026-04-23T17:12:41,
2024_东城_一模,2024,东城,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/2024东城一模/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治试卷(1).pdf,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,2024东城一模/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治试卷(1).pdf,pdf,paper,,duplicate-or-drift,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,12078779,2026-04-23T17:12:41,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf
2024_东城_一模,2024,东城,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/2024东城一模/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,2024东城一模/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,pdf,reference-answer,,duplicate-or-drift,7b4eece2963205d8ac02ef13063307a3dad70cf6542b6169f3ed34276f16e115,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,2611809,2026-04-23T17:12:08,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf
2024_东城_一模,2024,东城,一模,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,/Users/wanglifei/Desktop/2024模拟题,2024东城一模/细则/细则.pptx,pptx,rubric,,inventory-only,4b2073bcc9e26f626b49b66dd6e0c64ec93650292d50719806830d7aea9fa3ce,,18611296,2026-04-23T17:12:54,
2024_东城_一模,2024,东城,一模,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,/Users/wanglifei/Desktop/2024模拟题,2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,pdf,rubric,,inventory-only,7b4eece2963205d8ac02ef13063307a3dad70cf6542b6169f3ed34276f16e115,,2611809,2026-04-23T17:12:08,
2024_东城_一模,2024,东城,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/2024东城一模/2024东城一模政治评标1.pptx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,2024东城一模/2024东城一模政治评标1.pptx,pptx,rubric,,duplicate-or-drift,4b2073bcc9e26f626b49b66dd6e0c64ec93650292d50719806830d7aea9fa3ce,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,18611296,2026-04-23T17:12:54,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/16题/16题二模阅卷总结.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/16题/16题二模阅卷总结.docx,docx,marking-report,,duplicate-or-drift,3fe06deac367805d39bc33669269116e42be7e0e03a8f09f14961f5b37532691,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,1030669,2026-04-23T17:09:05,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/17题/17(1).docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/17题/17(1).docx,docx,marking-report,,duplicate-or-drift,47c34e3af056b334dd996f812b5d42727be3702de4feafbae10f229544f7bd08,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,887638,2026-04-23T17:09:12,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/17题/17-2.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/17题/17-2.docx,docx,marking-report,,duplicate-or-drift,72fd64a3dddd2c89bbd06e5e6328db85aeec5424a2831210e2a8e9bc114c1530,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,819612,2026-04-23T17:09:09,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/18题/18(1).docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/18题/18(1).docx,docx,marking-report,,duplicate-or-drift,4238b9f0bc92fe5b3f58323b74891534a8d8f75090bde8bdfbe250ad6eb8b270,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,1488308,2026-04-23T17:08:57,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/18题/18（2）.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/18题/18（2）.docx,docx,marking-report,,duplicate-or-drift,6c445538df98876c8f6403311e9861f6eb6e197842299ee1eaa4b6e128e47774,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,1472682,2026-04-23T17:09:04,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/19题/19（1）.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/19题/19（1）.docx,docx,marking-report,,duplicate-or-drift,d682ecb2695e5e33707dce0cdd1b130fe562eee0beb49bd6a6062cb1e8565394,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,1545984,2026-04-23T17:09:18,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/19题/19（2）.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/19题/19（2）.docx,docx,marking-report,,duplicate-or-drift,5c18cbecb82d97a6baea3a713f8752aa6b823aac2abaa987d8f4667a7dd3e6c8,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,20052,2026-04-23T17:09:12,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/21题/20小题二模阅卷总结.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/21题/20小题二模阅卷总结.docx,docx,marking-report,,duplicate-or-drift,4c98484a2246ecdd9e1f7c2d58679a3fe54dbb2e95ea6d588c3220e6ea00bf13,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,941301,2026-04-23T17:08:47,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/21题/21.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/21题/21.docx,docx,marking-report,,duplicate-or-drift,9019906692e8a1e9fc0c653ac39c94544d0e02c717790f7fad5e84f79b68cd11,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx,840466,2026-04-23T17:08:38,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/21题/21题(1).pptx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/21题/21题(1).pptx,pptx,marking-report,,duplicate-or-drift,bdc183dc9541edf3ec26e517b9b69ed5e59bc4ae2bb558bf66b766e5842e835d,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,1014166,2026-04-23T17:09:11,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题,东城二模/试卷/试卷.pdf,pdf,paper,,inventory-only,da9fdcae666d34128190db5418c8c6730e7f002442ec3953c614cc2f568ccb0f,,18119420,2026-04-23T17:11:34,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,pdf,paper,,duplicate-or-drift,da9fdcae666d34128190db5418c8c6730e7f002442ec3953c614cc2f568ccb0f,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,18119420,2026-04-23T17:11:34,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/002北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治答案.pdf,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/002北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治答案.pdf,pdf,reference-answer,,duplicate-or-drift,8db78abe18de23092b76d0e9c9e32751026a31b07b1c3fad790b52daa3dbf842,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,3561061,2026-04-23T17:10:11,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,docx,rubric,,inventory-only,3fe06deac367805d39bc33669269116e42be7e0e03a8f09f14961f5b37532691,,1030669,2026-04-23T17:09:05,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,pptx,rubric,,inventory-only,896b0f378cbdeb1f970df2a3b24e3cd6fdcb261cfd3ad4cd94b167d6d0a98e08,,42333,2026-04-23T17:08:59,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,docx,rubric,,inventory-only,47c34e3af056b334dd996f812b5d42727be3702de4feafbae10f229544f7bd08,,887638,2026-04-23T17:09:12,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,docx,rubric,,inventory-only,72fd64a3dddd2c89bbd06e5e6328db85aeec5424a2831210e2a8e9bc114c1530,,819612,2026-04-23T17:09:09,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,docx,rubric,,inventory-only,4238b9f0bc92fe5b3f58323b74891534a8d8f75090bde8bdfbe250ad6eb8b270,,1488308,2026-04-23T17:08:57,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,docx,rubric,,inventory-only,6c445538df98876c8f6403311e9861f6eb6e197842299ee1eaa4b6e128e47774,,1472682,2026-04-23T17:09:04,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,docx,rubric,,inventory-only,d682ecb2695e5e33707dce0cdd1b130fe562eee0beb49bd6a6062cb1e8565394,,1545984,2026-04-23T17:09:18,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,docx,rubric,,inventory-only,5c18cbecb82d97a6baea3a713f8752aa6b823aac2abaa987d8f4667a7dd3e6c8,,20052,2026-04-23T17:09:12,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,docx,rubric,,inventory-only,4c98484a2246ecdd9e1f7c2d58679a3fe54dbb2e95ea6d588c3220e6ea00bf13,,941301,2026-04-23T17:08:47,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/21题/21.docx,docx,rubric,,inventory-only,9019906692e8a1e9fc0c653ac39c94544d0e02c717790f7fad5e84f79b68cd11,,840466,2026-04-23T17:08:38,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,pptx,rubric,,inventory-only,bdc183dc9541edf3ec26e517b9b69ed5e59bc4ae2bb558bf66b766e5842e835d,,1014166,2026-04-23T17:09:11,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,/Users/wanglifei/Desktop/2024模拟题,东城二模/细则/补充材料/细则.pdf,pdf,rubric,,inventory-only,8db78abe18de23092b76d0e9c9e32751026a31b07b1c3fad790b52daa3dbf842,,3561061,2026-04-23T17:10:11,
2024_东城_二模,2024,东城,二模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/东城二模/阅卷总结/16题/16题评分细则.pptx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,东城二模/阅卷总结/16题/16题评分细则.pptx,pptx,rubric,,duplicate-or-drift,896b0f378cbdeb1f970df2a3b24e3cd6fdcb261cfd3ad4cd94b167d6d0a98e08,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,42333,2026-04-23T17:08:59,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx
2024_丰台_一模,2024,丰台,一模,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题,丰台一模/试卷/试卷.pdf,pdf,paper,,inventory-only,4800d0b858f0ede60439e12a5beb3bc2fc32754fa602054f5f6fd74ce4bb6bc4,,4148690,2026-04-23T17:10:16,
2024_丰台_一模,2024,丰台,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/丰台一模/丰台高三一模政治试卷终版.pdf,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,丰台一模/丰台高三一模政治试卷终版.pdf,pdf,paper,,duplicate-or-drift,4800d0b858f0ede60439e12a5beb3bc2fc32754fa602054f5f6fd74ce4bb6bc4,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,4148690,2026-04-23T17:10:16,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf
2024_丰台_一模,2024,丰台,一模,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf,/Users/wanglifei/Desktop/2024模拟题,丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf,pdf,reference-answer,,inventory-only,5f5486bfc3baab2bc1a8e43b06b8aac6377e1402d4402e5d0bb90ad292755521,,458340,2026-04-23T17:09:55,
