node_id,node_name,question_id,evidence_level,pass_status,role_in_node,clean_rubric_atom_ids,cleaning_note
LAW_V5_1_N01,一格一答,CC0077_2025_东城_一模_19,formal,PARTIAL_SOURCE_CHECK,source_check_pending,R_CC0077_2025_东城_一模_19_01|R_CC0077_2025_东城_一模_19_02|R_CC0077_2025_东城_一模_19_03|R_CC0077_2025_东城_一模_19_04|R_CC0077_2025_东城_一模_19_07|R_CC0077_2025_东城_一模_19_08|R_CC0077_2025_东城_一模_19_09|R_CC0077_2025_东城_一模_19_11|R_CC0077_2025_东城_一模_19_12,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N03,认产权·抓侵权,CC0137_2025_昌平_二模_20,formal,PASS_CANDIDATE,core_support,R_CC0137_2025_昌平_二模_20_01|R_CC0137_2025_昌平_二模_20_03|R_CC0137_2025_昌平_二模_20_04|R_CC0137_2025_昌平_二模_20_05|R_CC0137_2025_昌平_二模_20_06|R_CC0137_2025_昌平_二模_20_07|R_CC0137_2025_昌平_二模_20_09|R_CC0137_2025_昌平_二模_20_10|R_CC0137_2025_昌平_二模_20_11|R_CC0137_2025_昌平_二模_20_12,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N03,认产权·抓侵权,CC0206_2025_西城_期末_19,formal,PASS_CANDIDATE,core_support,R_CC0206_2025_西城_期末_19_01,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N04,排维权步骤,RECOVER_2026_门头沟_一模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_门头沟_一模_18_1_R01|RECOVER_2026_门头沟_一模_18_1_R02|RECOVER_2026_门头沟_一模_18_1_R03,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N04,排维权步骤,CC0245_2026_东城_期末_18_2,formal,PARTIAL_SOURCE_CHECK,source_check_pending,R_CC0245_2026_东城_期末_18_2_02|R_CC0245_2026_东城_期末_18_2_03,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N04,排维权步骤,CC0125_2025_延庆_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N04,排维权步骤,CC0150_2025_朝阳_二模_20,formal,PASS_CANDIDATE,core_support,R_CC0150_2025_朝阳_二模_20_01|R_CC0150_2025_朝阳_二模_20_02|R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N04,排维权步骤,CC0223_2025_顺义_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N05,划风险边界,CC0277_2026_房山_二模_18,formal,PARTIAL_SOURCE_CHECK,source_check_pending,R_CC0277_2026_房山_二模_18_01|R_CC0277_2026_房山_二模_18_02|R_CC0277_2026_房山_二模_18_03|R_CC0277_2026_房山_二模_18_04|R_CC0277_2026_房山_二模_18_05|R_CC0277_2026_房山_二模_18_06,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N05,划风险边界,RECOVER_2025_丰台_二模_19_2,formal,PASS_CANDIDATE,core_support,RECOVER_2025_丰台_二模_19_2_R01|RECOVER_2025_丰台_二模_19_2_R02|RECOVER_2025_丰台_二模_19_2_R03|RECOVER_2025_丰台_二模_19_2_R04,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N05,划风险边界,RECOVER_2026_延庆_一模_18_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_延庆_一模_18_1_R01|RECOVER_2026_延庆_一模_18_1_R02|RECOVER_2026_延庆_一模_18_1_R03,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N05,划风险边界,RECOVER_2026_房山_一模_17_1,formal,PASS_CANDIDATE,core_support,RECOVER_2026_房山_一模_17_1_R01|RECOVER_2026_房山_一模_17_1_R02|RECOVER_2026_房山_一模_17_1_R03,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N06,推价值,CC0063_2024_西城_二模_16,formal,PASS_CANDIDATE,core_support,R_CC0063_2024_西城_二模_16_01,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N06,推价值,CC0103_2025_丰台_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0103_2025_丰台_一模_19_01,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N06,推价值,CC0251_2026_丰台_一模_20,formal,PASS_CANDIDATE,source_check_pending,R_CC0251_2026_丰台_一模_20_01,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N06,推价值,CC0229_2026_东城_一模_18,formal,PASS_CANDIDATE,core_support,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
LAW_V5_1_N06,推价值,CC0143_2025_朝阳_一模_19,formal,PASS_CANDIDATE,core_support,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,CC0277 only law sub-question atoms; CC0251 only R_01; teaching reflections/cross-module atoms filtered.
