suite,question,normalized_key,likely_xuanbiyi,matched_terms,evidence_status,current_status,reason,next_action,scoring_evidence,paper_evidence
2024东城一模,Q21,2024东城一模Q21,evidence_or_module_review,,scoring_not_located,evidence_not_located,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,,"高 质量 发 展 。 高 三 思想 政治 第 9 页 ( 共 10 页 ) --- page 10 OCR --- 21.(7 AY) dit HF LS Ss HAE OR Be KLE A. THF RHR ERSWAAT RRB BRI AR” Te “Fk”, URAC H AaB BERK IK AR ELH > 提速 “通勤 图 ”轨道 上 的 京 津 融 ” 跑 出 加 速度 形成 了 多 节点 、 网 格 状 、 全 窗 盖 的 综合 交通 网 络 体 系 , 构 建 了 京 津 费 区 域内 地 级 市 半 小 时 、 一 小 时 交通 园 。 > 优化 “功能 团 "" 一 核 两 双 "" 格 局 日 渐 清"
2024东城二模,Q16,2024东城二模Q16,evidence_or_module_review,,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,"--- page 6 OCR --- 第 二 部 分 “ 非 选 择 题 本 部 分 共 6 题 , 共 55 分 。 16. (7 分 ) Kk Uh iy RT EH BI BA 24 2500 年 a 的 春秋 战国 时 期 。 其 时 , 古 太 湖 流域 民众 因 地 CE ae ewes HE AIM ELEED OF RRO i a 19 AY RS IR mb RAS REAR T APR to HR da yx a Lees i Le ce es ~ aa 塘 生 态 农业 景观 ,并 形成 了 丰富 多 彩 的 委 桑 文化 。 LARRY RAR GRATE LARS AA ARLES LUE MRP BAAS"
2024东城二模,Q17,2024东城二模Q17,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,治二模阅卷总结 2024.5.09 [TBL] 组长：金英珍 | 组长：金英珍 | 题号与设问：17（1）运用《经济与社会》知识，分析该地探索“盐碱荒滩”转化为“金山银山”的路径。 | 题号与设问：17（1）运用《经济与社会》知识，分析该地探索“盐碱荒滩”转化为“金山银山”的路径。 | 题号与设问：17（1）运用《经济与社会》知识，分析该地探索“盐碱荒滩”转化为“金山银山”的路径。 [TBL] 参考答案 | （1）坚持以人民为中心的发展思想，坚持绿色、创新发展理念，通过技术改进和产业创新，将盐碱地改造为农田、湿地等生态系统，持续改善生态环境，同时，创新农村经营方式，提高土地利用效率，发展规模经营，促进农村一二三产业融合,"鱼 塘 仍 未 老 。 高 三 思想 政治 第 6 页 ( 共 11 页 ) --- page 7 OCR --- 17. (12 分 ) 盐 碱 地 上 播种 新 希望 。 近年 来 ,在 盐碱地 治理 中 , 某 地 探索 出 “ 盐 碱 荒 滩 ”转化 为 “金山 银 山 ”的 科学 路 径 。 > 坚持 人 与 自然 和 谐 共 生理 念 ,利用 理论 技术、 产业 创新 , 宜 粮 则 粮 、 宜 林 则 林 、 宜 湿 则 湿 , 采 用 "" 林 、 水 、 土 盐 碱 化 综合 治理 措施 ,改良 盐碱地 土壤 结构 、 提 高 盐 碱 地 土壤 肥力 ,改善 植物 生长 环境 ,构筑 “大 良田 ,打造 ""生态 绿"
2024东城二模,Q18,2024东城二模Q18,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,"高三政治二模阅卷总结 2024.5.09 [TBL] 组长： 李若娟 | 组长： 李若娟 | 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明“四治联动”如何推动新时代和谐劳动关系建设。（7分） | 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明“四治联动”如何推动新时代和谐劳动关系建设。（7分） | 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明“四治联动”如何推动新时代和谐劳动关系建设。（7分） [TBL] 参考答案 | 健全劳动法律法规,为保障和规范工会劳动法律监督提供法律依据,严格执法,维护劳动者合法权益。健全多元纠纷解决机制,强化共治联动,预防和化解劳动纠纷。调动用人单位等主体构","的 。 (5 分 ) 高 三 思想 政治 第 7 页 ( 共 11 页 ) --- page 8 OCR --- 18. (13 分 ) H 省 省 委 、 省 政府 着 力 推进 法 治 、 共 治 、 自 治 , 数 治 "" 四 治 联动 "", 不 断 推动 和 谐 劳动 关系 建设 迈 上 新 台阶 。 该 省 在 全 国 首 批 出 台 《H 省 工会 劳动 法 律 监督 条 例 》, 并 组 织 开 展 专项 执法 行 动 ;建立 政府 与 工会 联席 会 议 制度 和 多 元 纠纷 解决 机 制 , 强 化 共 治 联动 ;出 台 激励 政策 ,培育 典型 示范 ,引导 人 企业、 园区、 行业 协会 等 形成 高"
2024东城二模,Q19,2024东城二模Q19,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,结 2024.5.09 [TBL] 组长： 高帆 | 组长： 高帆 | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） [TBL] 参考答案 | 示例： 原告：甲公司; 被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；2.请求判令被告承担本案诉讼费用。 事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。3月19日，我司与被告协商再延,"| 理论 依据 ; | 高 三 思想 政治 第 8 页 ( 共 11 页 ) --- page 9 OCR --- 19. (9 分 ) 甲 公司 从 乙 公 司 购 入 一 批 电 视 , 约 定 2024 年 3 月 10 上 日 发 货 。 乙 公司 如 约 发 货 后 , 甲 公司 不 便 收 货 , 双 方 约定 货物 由 快递 仓库 代为 储存 至 3 月 20 日 ,仓储 费用 由 乙 公 司 承 担 。3 月 19 日 , 甲 公 司 表示 依然 不 便 收 货 , 需 要 延长 仓储 时 间 至 3 月 30 日, 乙 公 司 回 复 ""“ 可 以 ”。 双 方 无 其 他 磋商 内 容 。 3 月 30 日 ,"
2024东城二模,Q20,2024东城二模Q20,evidence_or_module_review,,scoring_not_located,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,,"应 该 (2 分 ) 高 三 思想 政治 第 9 页 ( 共 11 页 ) --- page 10 OCR --- 20. (7 分 ) 当今 世界 正经 历 百年 未 有 之 大 变局 ,人 类 社会 发 展 正 处 于 十 字 路 口 。 中 国 的 “三 大 倡议 ?深刻 回答 ”人 类 向 何 处 去 ”的 世界 之 问 、 历 史 之 问 、 时 代 之 问 , 为 答 香 求 索 的 世界 点 亮 前 行 之 路 。 AT | 截至 2023 年 6 月 底 , 中 国 与 150 多 个 国 全 球 发 展 面临 诸多 困难 和 _ _ 家 、30 多 个 国际 组 织 签 署 了 200 HK 挑战 ,经 济 复 苏"
2024东城二模,Q21,2024东城二模Q21,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,卷总结 2024.4.10 [TBL] 组长： 赵赛 | 组长： 赵赛 | 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） | 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） | 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） [TBL] 参考答案 | 可从中国共产党的领导、中国特色社会主义制度,"向 美好 未 来 。 高 三 思想 政治 第 10 页 ( 共 11 页 ) --- page 11 OCR --- 21. (7 分 ) 闫 现 中 华 民族 伟 入 复兴 ,是 这 代 了 我 国 发 展 的 诸多 战略 性 有 利 条 件 以 来 中 华 民 族 最 伟大 的 梦想 。100 ; 。 中 国共 产 党 的 坚强 领导 ig 社会 主义 制度 的 显著 优势 | ; 。 持 续 快速 发 展 积累 的 坚实 基础 | 会 主义 现代 化 和 中 华 民族 伟大 复兴 。 A 9 自信 自强 的 精神 力量 a ARP ARAURHMLARTAARKMEE RRR LRA 二 白 到 全 面 小 康 , 已 踏 上"
2024丰台一模,Q16,2024丰台一模Q16,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,丰台一模评分细则 2024.3.30 16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。 参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。通过宣传，使党的路线、方针、政策直达基层，落地生根；党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通,"B.①④ C.②③ D.③④ 第二部分 非选择题 本部分共6 题，共55 分。 16.(8 分)“四下基层”即宣传党的路线、方针、政策下基层，调查研究下基层，信访接待下基层，现场办 公下基层。各地积极践行“四下基层”,以实千开新局、躬身谋发展。 某地以党员、干部为主的“惠民实 践团”志愿服务小分队在黑木耳种 植基地开展主题宣讲，介绍政策， 进行农技指导，实实在在为群众办 实事解难题。 某区制定工作方案，组织领导干部 面对面接访下访群众，解决群众信 访问题1178 个，切实把问题解决 在一线、矛盾化解在一线、工作落 实在一线。 针对老旧小区下说道问题，某地社 区党总支将问题上报。住房保障服 务中"
2024丰台一模,Q17,2024丰台一模Q17,evidence_or_module_review,,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,设注入强劲动力。 结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动 力。 17.(8 分) --- page 5 --- 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动车使用人有故意或重大过 失的除外。 资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。 甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。乙某在驾驶过程中因雨天 路滑，撞到灯杆，造 成甲某受伤住院。为此，乙某主动垫付了部分医疗费用。甲某认为， 本次
2024丰台一模,Q18,2024丰台一模Q18,candidate_xuanbiyi_review,产业链,scoring_located,candidate_review,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,知识正确但分析不到位4分。 水平4（6—7分）：三个及以上角度作答，知识正确且分析合理7分，知识正确但分析不到位6分。 18（2）运用《经济与社会》知识，说明上述举措为发展新质生产力赋能的经济逻辑。 参考答案： （2）（9分）畅通教育、科技、人才的良性循环，有利于营造创新环境，释放人才创新活力；加强科技创新，有利于形成新业态、新产业，推动产业链条的升级发展，为发展新质生产力提供要素支撑。 加快建设全国统一大市场，处理好市场和政府的关系，既能发挥市场优势，释放市场潜力，又能破除壁垒，促进生产要素公平参与竞争，推动各产业有序链接、高效畅通，促进创新要素有序流动和合理配置，为推动新质生产力发展营造良好市场环境。 发展新质生产力，在遵循改革发展规律的,减轻 乙某赔偿责任。 结合材料，运用《法律与生活》知识，谈谈法院酌情减轻被告赔偿责任的法理依据和现实意义。 18.(16 分)以新质生产力推动高质量发展。 材料一 生产力是人类改造自然、征服自然的能力，是推动人类文明不断向前发展的决定力量和动力源 泉。回顾整个人类社会历史进程，其实就是社会生产力从低级到高级、从落后到先进的不断发展的过程。 2024 年1 月，习近平总书记在主持中央政治局第十一次集体学习时强调“发展新质 生产力是推动高质量 发展的内在要求和重要着力点”。新质生产力是创新起主导作用。 摆脱传统经济增长方式、生产力发展 路径，具有高科技、高效能、高质量特征，符合新发展 理念的先进生产力质态。它由技术革命性突破、
2024丰台一模,Q19,2024丰台一模Q19,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,革生产关系 1分 理想情况：学生能任选一个体制机制，最好能从生产关系中选一个说回到新质生产力，最后落回到制度保障 1分 19（1）.根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。（2分） 19（2）.在划线②处不全两种具体研究方法，并运用科学思维知识分别说明理由。（6分） 参考答案： 19.(1)(2分)如果能够在商品外包装上印上垃圾分类标识 19.(2)(6分)可以从头脑风暴法、问卷调查法、访谈法等角度作。 示例:采用问卷调查法。 理由:科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超前思维，采用问卷调查的方法有计划且系统的收集可参考的数据或资料:对调查搜集到的大量资料进行分析、综合、比较,明上述举措为发展新质生产力赋能的经济逻辑。 (9 分) --- page 6 --- 第6页/共9页 19.(8 分)北京市某校学生在参加模拟政协活动时，围绕垃圾分类问题进行了如下探讨。 目前，垃圾分类已在全国各地广泛开展。从现实来看，垃圾分类意识已经深入人 心，但垃圾分类知识宣传还有不足，分类错误现象依旧存在，商品包装上的垃圾分 类标识率仍然不高······我建议可以选择其中一个小切入点来研究 我对视频、日用品、生鲜等不同类别的219 件商品进行调研，发现其中仅39 件商 品包装上有明确的垃圾分类标识，而且极少商品标记出商品内包装、外包装以及商 品的具体分类类别。我们认为：_______①_______，就
2024丰台一模,Q20,2024丰台一模Q20,xuanbiyi_answer_only,经济全球化；人类命运共同体；贸易投资；供应链；产业链,answer_only,already_in_main,当前学生主表已有该题源,保持，后续只做证据抽检,,的大量资料 进行分 析、综合、比较、归纳，能够更深入地认识主题、研究问题，从而为做好主题研究作出正确的判断和预 测。 20.(7 分)我国通过建立和完善基础设施，推动产品、服务和生产要素在全球的流动，提高资源配 置效率；通过加快供应链金融创新，缓解供应链发展中资金短缺问题；通过打造国际经济合作交流 平 台，推进贸易投资自由化便利化；通过运用先进技术降低成本、提高效率，推动全球供应链高质 量发展；通过畅通全球供应链产业链，增强经济全球化活力，推动各国合作共赢。 21.(8 分)可以从唯物辩证法、构建人类命运共同体等角度作答。 等级水平 等级描述 --- page 9 --- 第9页/共9页 水平4 （6-7 分）
2024丰台一模,Q21,2024丰台一模Q21,xuanbiyi_answer_only,当代国际政治与经济；国际政治与经济；中国力量；供应链,answer_only,answer_only_needs_rubric,当前仅定位普通答案,继续寻找细则，未定位前不入主表,,了中国力量。 结合材料，运用《当代国际政治与经济》知识，说明我国的实践是如何推动供应链成为国际合作“共赢 链”的。 21.(8 分)和平、发展、公平、正义、民主、自由，是我们弘扬的全人类共同价值，彰显了中国共产党和中 国人民对人类前途命运高度负责的历史态度，具有深刻而丰富的思想理论内涵。 《尚书·尧典》有道：“克明俊德，以亲九族。九族既睦，平章百姓。百姓昭明，协和万邦。” 马克思、恩格斯曾深刻指出：“各民族的原始封闭状态由于日益完善的生产方式、交往以及因交往而自然 形成的不同民族之间的分工消灭得越是彻底，历史也就越是成为世界历史” “和平与发展是我们的共同事业，公平正义是我们的共同理想，民主自由是我们的共同追求。”这3 个 “共
2024丰台二模,Q16,2024丰台二模Q16,evidence_or_module_review,,scoring_not_located,evidence_not_located,当前自动抽取未定位细则,回源OCR/渲染页继续找细则,,"--- page 5 OCR --- 第 二 部 分 “ 非 选择 题 本 部 分 共 6 题 ， 共 55 分 。 16. (7 分 ) 某 街 道 党 工 委 聚 焦 居 民 和 急难 悉 盼 问题 ， 创 新 议事 模式 ， 激 活 社区 治理 新 动能 。 “居民 议事 厅 "" ， “我们 想 增 加 绿地 ”“ 想 给 孩子 建 点 儿童 游乐 设施 ”…… 为 更 好 解决 居民 诉求 ， 社 区 ; ; 党 组 织 领导 居委会 、 物 业 服 务 企 业 、 业 委 会 、 社 区 居民 等 通过 居民 议事 厅 进 行 多 次 意 ; | 见 征集 ， 最 终 确 定 环境 提升 改造 方案 。 方 案 实施 后 ，"
2024丰台二模,Q17,2024丰台二模Q17,non_xuanbiyi_or_unclear,,scoring_located,strict_exclude_or_other_module,有细则但未命中选必一核心词或疑似其他模块,保留排除证据，必要时抽检,元共治格局”1分，“为群众排忧解难，共建和谐美丽社区，提升了基层治理效能”1分（表述扣题、有传导路径并升华即得1分）。 17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的,"材料 ， 运 用 《政治 与 法 治 》 知 识 ， 说 明 该 街道 是 如 何 激活 社区 治理 新 动能 的 。 17. (8 分 ) 民法 典 守护 碧水 蓝天 ， 保 护 生态 环境 。 《中 华人 民 共 和 国民 法 典 》 规 定 : “民事 主体 从 事 民事 活动 ， 应 当 有 利于 节约 资 源 、 保 护 生态 环境 。""“ 民 事主 体 依法 享有 知识 产权 。""“ 因 污染 环境 、 破 坏 生 态 造成 他 ARE, RBABS RII.” 案例 一 案例 二 某 公司 发 明 专 利 技术 从 源头 上 解决 长 期 污水 || 甲 公司 在 生产 中 ， 长 期 存在 超标 排放 废 污 泥 分"
2024丰台二模,Q18,2024丰台二模Q18,candidate_xuanbiyi_review,产业链,scoring_located,candidate_review,有细则且命中选必一相关词，但当前主表未见该题源,人工+模型判断是否补录,者包含综合分析、质量互变的辩证思维；具体问题具体分析、尊重客观规律、一切从实际出发等有道理都可以，（分析+论述=2分） 18(3).经过探究，同学们从《经济与社会》角度，对如何利用“冷资源”撬动“热经济”形成以下共识:_____________________。(8分) 参考答案： 利用“冷资源撬动“热经济”要坚持有效市场与有为政府相结合。充分发挥市场在资源配置中的决定性作用，以需求牵引供给，拉动冰雪产业发展，满足不同群体的消费需求；企业要面向市场，坚持创新发展，加大冰雪产业技术研发投入，提高竞争力。政府结合各地不同的自然禀赋，积极履行经济职能，制定冰雪产业发展规划，推动冰雪产业发展。此外，还要不断完善相关行业标准，构建完整的产业链，健全冰雪,保护 生态 环境 的 作用 。 高 三 政治 第 5 页 ( 共 8 页 ) --- page 6 OCR --- 18. (19 分 )“ 冷 资源 ”生成 “ 热 经 济 ”， 推 动 冰雪 经 济 高 质量 发 展 。 火热 的 冰雪 经 济 激 发 了 同学 们 探究 的 热情 ， 同 学 们 查阅 资料 如 下 : 作为 推动 冰雪 经 济 发 展 ， 我 国 陆 续 出 台 《 冰 雪 运 动 发 展 规划 (2016 一 2025 年 )》 《关于 释放 旅游 消费 潜力 推动 旅游 业 高 质量 发 展 的 若干 措施 》 等 相关 政策 。 他“ 依据 相关 报告 显示 ，2022 -2023 冰雪 季 我 国
