pool,situation,label,question_type,front_domain,framework_domain,evidence,source_label,material_triggers,prompt,rubric_or_answer,scoring_terms,score_sentence,situation_reason,source_path,include_status,curation_status
已入框可用情境,合同成立、合同效力与违约责任,2025 丰台 期末 2025丰台期末 第12题,选择题,人格权与侵权责任,人格权与侵权责任,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025丰台期末 第12题答案表/题肢来源,王某、到某、民事、合同、违约、赔偿、侵权,12. 游客王某夫妇到某收费景区游玩，王某因雨后的观景台面十分湿滑不慎摔倒，导致其腿骨骨折，王某 与景区负责公司就赔偿问题发生纠纷。下列说法正确的是（ ） ①王某购买门票到景区内游玩，双方之间的旅游合同即依法成立 ②景区采取了相应的保障措施保护游客的人身安全，王某应承担部分违约责任 ③王某作为完全民事行为能力人，在景区内摔倒造成身体伤害，应自行承担责任 ④景区未能举证证明对游客的人身安全尽到保障义务，应当承担民事侵权责任 A. ①③ B. ①④ C. ②③ D. ②④,答案：B；客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①③”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“②④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是B；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/preprocess_v2_2026-05-03/supplemental_answer_sources/2025北京丰台高三（上）期末政治_有答案_vision.txt,included,defer_answer_missing
已入框可用情境,劳动合同解除、工资、录用通知与竞业限制,2025 丰台 期末 2025丰台期末 第19题,主观题,劳动用工与职业边界,劳动就业与职业边界,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025丰台期末 第19题细则/给分依据,尹某、在某、合同、违约、赔偿、劳动合同、用人单位、仲裁、诉讼、法院、裁判,…… 请运用《法律与生活》相关知识阐释法院的裁判理由。,答案要点： 全面推进法治建设为高水平社会主义市场经济体制建设提供法治保障。 通过科学立法，不断完善法律体系；严格规范执法，保障市场主体的合法权益，维护公平竞争的市场环境；优化司法服务，化解市场主体矛盾；加强普法教育，增强市场主体法治意识，促进企业依法依规开展经营活动。 学生优点： 大部分学生能够系统的进行作答。 大部分学生对于法治的知识进行了相应的准备。 学生问题： 学生未能从材料准确分析出公正司法和全民守法，尤其是公正司法。 学生的思考和表达缺乏系统性，仅从材料单方面入手进行分析，缺乏对课本知识点的系统把握。 缺乏对整体试题的宏观思考，仅从材料入手，即缺少法治措施对体制建设的作用。 部分同学基础知识不牢固，国家机关与其所对应职责不清晰，如政府执政等错误。 答案要点： 根据《中华人民共和国劳动法》和《劳动合同法》规定，劳动者应当完成劳动任务，遵守劳动纪律和职业道德。（1分） 替换：以事实为依据，以法律为准绳（1分） 尹某没有履行劳动者的义务，违反了相关法律规定（1分），不符合敬业等社会主义核心价值观；（1分） 购物中心要求解除与尹某的劳动合同，符合《中华人民共和国劳动合同法》第三十九条的规定，（1分） 因此，法院驳回尹某的诉讼请求，法院的裁判保护了用人单位合理的用工自主权（1分）；引导劳动者坚持权利义务相统一（1分），构建合理健康的劳动关系（1分）替换：促进社会公平正义。 。 评分标准说明： 本题7分，涉及两问。其中法理依据占4分，现实意义占3分。 在法理依据方面，采用1+1+1+1的给分依据。 “法院判决应以事实为依据，以法律为准绳”或者相关法律规定，为必踩点，1分; 尹某败诉的原因分析2分——没有履行义务，不符合敬业的社会主义核心价值观 用人单位胜诉的原因分析 1分——根据《中华人民共和国劳动法第三十九条》 何减轻被告赔偿责任？2分——明确权利与义务，结合好意同乘中发生事故减轻赔 答案中只简单复述案情不给分，需结合材料进行解释。 现实意义占3分 在现实意义方面，为提高学生辩证思考问题的能力，可从对劳动者、用人单位、对社会 发展三个角度作答，涉及维护双方合法权益、构建合理健康的劳动关系、弘扬社会主义核心价值观等方面，每点1分，共3分。 学生优点： 部分学生能够将法理依据和现实意义两个问题都作答，没有遗漏 部分学生能够结合材料和所学知识分析法院裁判的法理依据，学生会权利与义务角度分析尹某败诉和用人单位胜诉的原因， 部分学生在分析意义时能够从多角度论述，例如从劳动者、企业和社会三个方面。 学生问题： 1.没有用法律学科术语去分析案例，只是直接抄材料，转述这个事情。 2.只是对案情进行简单分析，没有延展法院裁判的现实意义。 3.现实意义三个角度，劳动者、用人单位和社会，逻辑不清晰，角度不全。 4.答错问题；字迹不清晰。 答案要点： 20.（8分） 中非达成一系列战略性共识符合和平与发展的时代主题，是基于国家间共同利益构建中非命运共同体，在平等互利基础上开展合作，落实共商共建共享的全球治理观。（4分） 有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系，有利于中非携手推进现代化，构建人类命运共同体。（4分） 评分标准说明： 本题8分 中非达成一系列战略性共识符合和平与发展（1分）的时代主题， 是基于国家间共同利益（1分）构建中非命运共同体， 在“平等……,以法律为准绳；劳动关系；诉讼；合法权益；公平正义；核心价值观；社会公平正义,答案要点： 全面推进法治建设为高水平社会主义市场经济体制建设提供法治保障。 通过科学立法，不断完善法律体系。 严格规范执法，保障市场主体的合法权益，维护公平竞争的市场环境。,先看劳动者保护和用人单位管理边界，再落解除、补偿、违约或协议效力。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,included,accept_high
已入框可用情境,商标、商业标识、混淆与不正当竞争,2025 延庆 一模 2025延庆一模 第10题,选择题,创新竞争与公共救济,知识产权与竞争秩序,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025延庆一模 第10题答案表/题肢来源,丙公司、乙公司、民事、违约、侵权、商标、不正当竞争、举证责任、法院、裁判,10. 甲、乙两公司分别是自动驾驶领域知名品牌“萝卜快跑”的运营者及商标权人。丙公司未经允许将 “萝卜快跑”注册为企业名称并从事相关经营活动，甲、乙两公司将其诉至法院。下列认识正确的是 （ ） A. 丙公司属“搭便车”行为，构成不正当竞争，需承担违约的民事责任 B. 丙公司行为妨害健康的市场秩序，本案事实清楚，甲、乙公司无需承担举证责任 C. 因为丙公司企业名称是经工商部门核准注册，其行为无侵权恶意，法院应不予受理 D. 法院应以司法裁判树立清晰法律边界，维护健康的市场秩序，护航新质生产力发展,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“丙公司属“搭便车”行为，构成不正当竞争，需承担违约的民事责任”与题面事实或法律规则不匹配。；B项不对在把有条件的法律判断说绝对，因为“丙公司行为妨害健康的市场秩序，本案事实清楚，甲、乙公司无需承担举证责任”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“因为丙公司企业名称是经工商部门核准注册，其行为无侵权恶意，法院应不予受理”与题面事实或法律规则不匹配。,不正当竞争；市场秩序；举证责任,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看标识是否足以导致混淆，再落商标侵权、不正当竞争和市场秩序。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,included,defer_mixed_module
已入框可用情境,平台用工与新就业形态劳动关系,2025 延庆 一模 2025延庆一模 第11题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025延庆一模 第11题答案表/题肢来源,小何、职某、合同、劳动合同、劳动关系、新就业形态、平台,11. 小何入职某网络科技公司，从事外卖配送工作，双方签订了承揽配送协议，未签订书面劳动合同。该 公司对外卖员工配备统一的服装并记录考勤。后小何在取餐途中不慎摔倒受伤，造成左臂骨折。下列认识 正确的是（ ） A. 双方基于意思自治签订了承揽配送协议，应确认为承揽合同关系 B. 公司对小何有劳动管理，双方形成事实劳动关系 C. 双方未签订书面劳动合同，无法确定双方的权利义务关系 D. 外卖配送等新就业形态突破了劳动关系范畴，应由平台经济法调整,答案：B；客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“双方基于意思自治签订了承揽配送协议，应确认为承揽合同关系”与题面事实或法律规则不匹配。；C项不对在劳动关系或用工责任边界错位，因为“双方未签订书面劳动合同，无法确定双方的权利义务关系”与题面事实或法律规则不匹配。；D项不对在劳动关系或用工责任边界错位，因为“外卖配送等新就业形态突破了劳动关系范畴，应由平台经济法调整”与题面事实或法律规则不匹配。,劳动关系,本题客观落点是B；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看是否只是合作外观，再用人格、经济、组织从属性判断是否形成劳动关系。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,消费者权益、虚假宣传、格式条款与平台规则,2025 延庆 一模 2025延庆一模 第19题,主观题,交易关系与消费者保护,交易关系：合同规则与消费者保护,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025延庆一模 第19题细则/给分依据,杨某、贾某、消费者、调解、法院、平台,） 如果你是法官，需要对这个案件进行调解，请运用《法律与生活》知识，说明你会如何进行调解并说 明理由。,"调解理由：消费者维护自己的合法权益应当遵循诚实信用原则，不能损害他人利益和社会经济秩序。（2分）杨某在收到网购商品后，以存在质量问题为由申请退款，且收到了退回的货款，与杨某之间买卖合同已经解除，应依法退还贾某的货物。（2分）杨某主张贾某出售的商品质量不合格，达不到预期效果，但又称其已将商品扔掉，缺乏证据意识，这一主张依法不予支持。如杨某确已无法将商品退回，应当向商家支付商品价款及诉讼费用。（2分）杨某作为经营者，要诚信经营，如商品确实存在质量问题则不应追究消费者责任。 细则:“以和为贵”或社会主义核心价值观1分；诚信原则1分，分析材料1分；合同解除1分，材料分析1分；证据意识1分，材料分析1分，如学生未答出证据意识而是从商家角度分析可酌情给分。 20. （16分） （1）（8分） 贯彻创新发展理念，增强自主创新能力。因为创新是发展的第一动力，实现关键核心技术自主可控，利于增强产业链供应链自主性和安全性。（可替代发展新质生产力、产业结构优化升级）（3分） 更好发挥政府作用，实施宏观经济政策、产业政策等扶持中小企业发展、激发企业活力。因为扶持企业发展利于提升产业基础能力，增强产业链供应链的稳定性。（替代：发挥政府的经济职能，通过税收优惠等经济政策）（3分） 加快构建国内大循环为主体、国内国际双循双循环相互促进的新发展格局。因为以内需与实体经济支撑，建设现代化产业体系利于防范化解风险,增强应对内外部冲击的能力，增强产业链供应链韧性和安全水平。（2分） 细则：观点2分，材料1分，答出3点即可满分，要求材料分析要有逻辑链条，落脚在产业链、供应链韧性和安全水平。 （8分） 维护全球产供链韧性和稳定，是推动世界经济可持续发展的重要保障，符合国际社会的共同利益，顺应和平与发展的时代主题。（2分）中国将继续坚持高质量发展和高水平对外开放，推动经济全球化朝着开放、包容、普惠、平衡、共赢的方向发展。（2分）世界多极化是当今国际形势的突出特点，‘脱钩断链’损人不利己，作为负责任大国，中国在追求本国利益的同时兼顾他国合理关切，愿携手各国让链博会的“朋友圈”越来越大，让各国深化产供链合作的共识越来越强，将全球供应链真正打造为“世界共赢链”，共筑人类命运共同体。（4分） 细则：时代主题2分；经济全球化方向2分；多极化2分；人类命运共同体2分。 （国家利益、国际关系、多边主义等角度可替代，不重复给分） （9分） 坚持中国共产党的坚强领导，始终坚持党总揽全局、协调各方的领导核心作用。（2分）发挥人民群众的创造性作用，坚持人民主体地位，中华儿女共同奋斗，凝聚力量，投身于中国式现代化建设的伟大实践。（2分）民族复兴需要精神引领，培育和践行社会主义核心价值观，全体中华儿女赓续伟大民族精神，凝聚力量阔步新征程。（2分）深入挖掘中华文化的内涵和精神，增强对中华文明的自豪感，以中华文明滋养哺育中华儿女，凝聚中国力量。（2分）坚持“一国两制”，画出最大同心圆、凝聚奋进正能量。（1分） 细则：只答一个模块最多7分；党的领导2分；人民群众1分，材料1分；社会主义核心价值观1分，材料1分；民族精神或文化自信1分，结合材料1分；一国两制1分。 题号 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 答案 | A | B |……",诚信原则；损害；调解；诉讼；合法权益；核心价值观,调解理由：消费者维护自己的合法权益应当遵循诚实信用原则，不能损害他人利益和社会经济秩序。 杨某在收到网购商品后，以存在质量问题为由申请退款，且收到了退回的货款，与杨某之间买卖合同已经解除，应依法退还贾某的货物。 杨某主张贾某出售的商品质量不合格，达不到预期效果，但又称其已将商品扔掉，缺乏证据意识，这一主张依法不予支持。,先看经营者是否真实诚信、是否尽提示说明义务，再落退赔、赔偿或惩罚性赔偿。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,included,accept_high
已入框可用情境,商业秘密、数据抓取、专利与创新司法保护,2025 房山 一模 2025房山一模 第19题,主观题,人格权与侵权责任,人格权与侵权责任,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025房山一模 第19题细则/给分依据,赔偿、侵权、惩罚性赔偿、知识产权、专利、诉讼、法院、判决,结合材料，谈谈“真创新”受到“真保护”的法治价值。,19.（8 分） ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。 ③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则： 1.不正当竞争 B 集团通过挖走 A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法院的判决打击了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市 场经济健康发展。（法治价值2 分） 2.惩罚性赔偿 法院对B 集团适用的高额赔偿提高了侵权成本（材料1 分），强化知识产权保护，使企业更愿意投入 研发，激发创新活力和科技进步。（创新2 分） 3.道德意义 法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。（1 分，给出社会主义核心价值 观的具体词语也可以） 4.劳动者 劳动者有保守秘密的义务，在就业过程中要做到权利和义务相统一，严守职业道德。（2 分） 5.民法的基本原则（1 分） 6.必修三法治 公正司法、全民守法、法治社会、法治国家等角度。（2 分） 从以上角度答题，总分不超过8 分，单纯写知识，没有材料，比如每一点的开头都是有利于，总分不 超过6 分。,惩罚性赔偿；不正当竞争；知识产权；创新活力；公平正义；核心价值观；社会公平正义,①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。,先看创新成果或竞争利益，再用司法救济保护权利、维护诚信竞争和创新秩序。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,included,accept_high
已入框可用情境,劳动合同解除、工资、录用通知与竞业限制,2025 昌平 二模 2025昌平二模 第10题,选择题,劳动用工与职业边界,劳动就业与职业边界,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025昌平二模 第10题答案表/题肢来源,合同、劳动合同,办邮政行业职业技能竞赛，不断提高从业人员素质 五 选取部分城市开展快递行业劳动合同制度试点，推动快递企业依法与从业人员签订劳动合同 六 持续提升快递服务质量，有效降低用户申诉率 七 巩固建制村、边境自然村通邮成果，进一步提升农村邮政服务质量 这说明国家邮政局 ①着力推动邮政快递服务更为便捷、更广覆盖、更加优质 ②以提高经济效益为重点，加快国有经济布局优化和结构调整 ③通过实施宏观调控，增强企业创新力、影响力、抗风险能力 ④优化服务，更好满足人民群众日益增长的美好生活用邮需要 A. ①③ B．①④ C．②③ D．②④,答案：B；客观判断落点：B；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①③”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“②④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是B；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看劳动者保护和用人单位管理边界，再落解除、补偿、违约或协议效力。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,included,defer_answer_missing
已入框可用情境,合同成立、合同效力与违约责任,2025 昌平 二模 2025昌平二模 第14题,选择题,人格权与侵权责任,人格权与侵权责任,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025昌平二模 第14题答案表/题肢来源,小王、民事、合同、违约、赔偿、侵权、诉讼、举证责任、法院,14.小王乘坐出租车出行，行驶途中该车与路旁隔离带发生碰撞致 小王重伤。经勘察取证，交通运输部门 认定，本次事故出租车司机应负全部责任。双方就赔偿事宜协商未果，小王将出租车司机诉至法院。关 于本案，下列说法正确的是 ①出租车司机对于撞上隔离带的行为不存在主观故意，应减轻其赔偿责任 ②民事诉讼实行“谁主张，谁举证”的举证原则，司机不承担举证责任 ③出租车司机侵犯了小王的健康权和身体权，应承担侵权责任 ④小王和出租车司机的交通运输合同成立并生效，出租车司机承担违约责任 A. ①② B．①④ C．②③ D．③④,答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,著作权、AI作品、虚拟数字人与作品使用,2025 昌平 二模 2025昌平二模 第20题,主观题,创新竞争与公共救济,知识产权与竞争秩序,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025昌平二模 第20题细则/给分依据,京某、小区、西某、李某、刘某、小王、合同、著作权、诉讼、法院、判决、裁判,（2） 阅读材料，运用《法律与生活》知识，完成裁判理由。,给分依据： ●著作权法规定著作权人限于自然人、法人或非法人组织，李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护。（法律依据：法律保护著作权角度，1分。替代：著作权法规定著作权人对其作品享有广泛的权利） ●刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权（二选一，1分） ●能够结合材料说出李某虽然使用了ai，但具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权（围绕争议，结合材料论述），或鼓励创新（阐述意义）（1分）（言之成理即可得分，但不重复给分。） 双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合法有效，对双方均具有约束力。小王使用信用卡透支且经催缴仍不还款的行为构成违约，违背了诚信原则和全面履行原则，应承担违约责任。 给分依据： ●双方签订的相关手续系双方真实意思表示，内容不违反法律规定，合同有效，对双方均具有约束力。（二选一，1分。替代：合同体现了权利与义务相统一/公平原则/协商一致，等） ●小王使用信用卡透支且经催缴仍不还款的行为构成违约。（1分，替代：应承担违约责任） ●违背了诚信原则和全面履行原则，应承担违约责任。（二选一，1分。替代：体现了诚信的社会主义核心价值观/传统美德，但必须出诚信；社会信用机制等。） （其他答案，言之成理即可得分，但不重复给分。）,诚信原则；违约责任；著作权；作品；独创性；信息网络传播权；署名权；核心价值观,替代：著作权法规定著作权人对其作品享有广泛的权利）。 ●刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权（二选一，1分）。,先判断是否属于受保护作品和权利主体，再落未经许可使用、署名、报酬和侵权责任。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,included,accept_high
已入框可用情境,著作权、AI作品、虚拟数字人与作品使用,2025 朝阳 一模 2025朝阳一模 第10题,选择题,创新竞争与公共救济,知识产权与竞争秩序,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025朝阳一模 第10题答案表/题肢来源,王某、现某、赔偿、侵权、著作权、法院、人工智能、AI,"片 完全一致，认为该公司侵犯了自己的著作权，遂诉至法院。法院经审理认为, 该图片虽用AI创作，但需王 某构思画面、在人机对话中多次提交和调整关键词以获得理想的图案，体现了王某的个性化表达，凝结了 王某的智力劳动成果，遂判令该公司停止侵权并赔偿王某经济损失。由 AI 生成的图片 ①并非由人类直接创作，故不属于艺术作品 ②使得法律和法院都难以界定艺术作品的创作主体 ③如果符合一定的条件，可以受到著作权法的保护 ④是否构成法律意义上的作品，关键在于是否体现出作者的独创性智力投入 A.①② B. ①④ C. ②③ D.③④",答案：D；客观判断落点：D；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；C项不对在主体关系、事实条件或法律后果没有扣准，因为“②③”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是D；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先判断是否属于受保护作品和权利主体，再落未经许可使用、署名、报酬和侵权责任。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,消费者权益、虚假宣传、格式条款与平台规则,2025 朝阳 一模 2025朝阳一模 第19题,主观题,交易关系与消费者保护,交易关系：合同规则与消费者保护,主观题细则已锁定；可以提炼踩分词和上卷面句。,2025朝阳一模 第19题细则/给分依据,王某、赔偿、消费者、经营者、诉讼、人民法院、法院、判决、平台,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。,给分依据、答案变通说明： ①原告通过A公司平台购买机票，双方有要约、承诺/合同成立。 （1分） ②A 公司揽自搭售10元外卖红包， 工某在购买界面不能消楚地知悉费用支出细节， 也无法拒绝支付10元额外费用。（1分） 材料3个条件必须写全才得分 A 公司的合同欺诈导致工某在违背真实意思表示的情况下订立合同。（1分） 合同无效/可撤销。 （1分） ③根据消费者权益保护法， （1分） 必须有消费者法律字样，“保护法”等不给分 A公司提供服务时有欺诈行为/侵犯了消费者知情权、公平交易权、自主选择权（1分） 法院应支持退还票款310元和三倍赔偿的诉讼请求。 ④支持王某的诉讼请求，有助于 维护消费者的合法权益， 引导电商企业规范经营/有利丁规范企业诚信经营， 规范网络消费市场秩序， 持续优化网络消费环境， 促进数字经济持续健康发展/维护司法权威/维护社会公平正义/弘扬社会主义核心价值观。 （2分） 20（8分）答案变通说明 从四段材料四个特点分别加以回答，最后进行总结。,合同成立；要约；承诺；知情权；公平交易权；自主选择权；欺诈；市场秩序；诉讼；合法权益；公平正义；核心价值观；社会公平正义,合同无效/可撤销。,先看经营者是否真实诚信、是否尽提示说明义务，再落退赔、赔偿或惩罚性赔偿。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,included,accept_high
已入框可用情境,合同成立、合同效力与违约责任,2025 朝阳 二模 2025朝阳二模 第10题,选择题,交易关系与消费者保护,交易关系：合同规则与消费者保护,客观题答案已锁定；只能作为选择题判断与情境信号，不直接生成主观题踩分句。,2025朝阳二模 第10题答案表/题肢来源,周某、合同、违约、赔偿、举证责任、法院,",拆改了承重墙 ,导致建筑承重结构变动 ,周某因此受到邻居指 责,并接到区住建委发来的 《责令改正通知 书》。周某额外花费 9 万元用于整改加固。随后,周某将 A 公司诉至法院,要求 A 公司赔偿加固费、精神损失 费等。下列说法正确的是 ①周某与 A 公司订立的书面合同具有即时清结的特点,便于预防纠纷 ②根据公平原则,周某也应尽到注意义务,承担相应责任 ③周某选择请求 A 公司承担违约责任,不影响其请求精神损害赔偿 ④本案适用举证责任倒置,周某提出自诉后,由 A 公司负责举证 A.①② B.①④ C.②③ D.③④",答案：C；客观判断落点：C；判断依据应扣住主体关系、权利义务和法律后果。；A项不对在主体关系、事实条件或法律后果没有扣准，因为“①②”与题面事实或法律规则不匹配。；B项不对在主体关系、事实条件或法律后果没有扣准，因为“①④”与题面事实或法律规则不匹配。；D项不对在主体关系、事实条件或法律后果没有扣准，因为“③④”与题面事实或法律规则不匹配。,需按对应细则原句提取，暂不另造踩分词。,本题客观落点是C；训练价值在于排除主体错位、关系错位、责任错位或程序错位。,先看意思表示是否一致、合同是否有效，再落继续履行、赔偿、解除或违约责任。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,included,defer_answer_missing
已入框可用情境,小区共有部分、相邻关系、物业与排除妨碍,2025 朝阳 二模 2025朝阳二模 第20题,主观题,人格权与侵权责任,人格权与侵权责任,主观题有细则来源，但属于复合题/二次匹配/摘录需复核；先保留原句，不直接进入学生背诵核心。,2025朝阳二模 第20题细则/给分依据,民法典、所有权、调解,"(1)结合材料,运用《法律与生活》知识,分析上述案例。(8 分)","（1）（8分） ①定性 刘先生侵犯了孙女士的隐私权，2分 注意：隐私权，如果字写错了，不给分。比如，侵、稳等。 必须是在侵权框架内才给分 应当承担侵权责任。 1分 ②确权——共有 根据民法典的规定/楼道属于双方各自专有部分以外的共有部分，双方享有共有和共同管理的权利。 1分 ③解释隐私权 摄像头拍摄到的孙女士家的日常进出信息 事实分析1分 注：事实部分，不能说照到家门口、或者拍到信息，就给分。要有材料中的“日常出行规律及其他动态信息”才给分。 ④分析过错 刘先生主观上具有过错 1分 刘先生虽有权保障自身财产安全，但安装设备范围、功能已超出必要限度。/ 刘先生使用摄像头超出合理范围/ 刘先生行使权利损害了他人的正当权益。/ 刘先生安装前未尽到妥善的注意义务。 以上4句，有其中1句，即给1分 ⑤相邻关系 根据民法典关于相邻关系的规定， 处理邻里纠纷应遵循有利生产、方便生活、团结互助、公平合理的原则。1分 （2）（2分） ①拆除设备。建议刘先生及时拆除摄像头， 1分 ②清除信息。已拍摄的孙女士及家人的视频信息。1分 或：在双方协商一致情况下，双方可共享摄像头。 只写“更换/拆除设备”，或只写“清除云存储信息”，只给1分。 只建议改用仅具备基础安防功能的设备， 只给1分。 只写出赔礼道歉，未写出具体措施， 只给1分。 只笼统写其他侵权责任承担方式， 都不给分。 21（8分） 结合材料,运用《当代国际政治与经济》知识,说明我国为什么要努力开创周边工作新局面。 阅卷前制定的答案要点： 我国周边国家众多，开创周边工作新局面，是实现发展繁荣的重要基础，是维护国家安全的重点，是运筹外交全局的首要，是推动构建人类命运共同体的关键。（2分） 与周边国家开展贸易，有利于推动我国与周边国家的经济融合，促进共同发展。（2分） 与周边国家创新区域合作机制，搭建合作平台，有利于维护地区和平与稳定，有利于我国携手周边国家……",共有部分；共同管理；相邻关系；隐私权；侵权责任；过错；损害；赔礼道歉,必须是在侵权框架内才给分 应当承担侵权责任。 1分 ②确权——共有 根据民法典的规定/楼道属于双方各自专有部分以外的共有部分，双方享有共有和共同管理的权利。,先看共有和相邻利益平衡，再落停止侵害、排除妨碍、恢复状态或赔偿。,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,included_needs_review,defer_mixed_module
