source_path,relative_path,suite_key,text_path,year,district,stage,kind,term,hit_count,snippet,error
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,推理,40,范。 A．上述文段存在假言判断 B．法律和社会规范是属种关系 C．“社会规范”在文中是不周延的 D．“法者，治之端也”是特称肯定判断 3.（房山一模，8）演绎推理是前提蕴涵结论的必然推理，下列演绎推理错误的是（ ） ①如果“你说错了或者我听错了”为假，意味着一定是你说对了，我也听对了 ②如果“这篇散文文笔生动和富有哲理”为假，意味着这篇散文要么文笔不生动，要么没有哲理 ③“如果学习方法不当，就不能提高学习效率，我掌握了科学的学习方法，不一定能提高学习效率。”这个推理是正,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,科学思维,6,2024选必3《逻辑与思维》一模试题汇总 第一单元 树立科学思维观念 1.（朝阳一模，6）要想准确鲜明地表达思想，思维必须合乎逻辑。下列表达中符合逻辑规则的是（ ） A.财产权可分为物权、债权、知识产权、著作权、商标权 B.我不赞成所有人都有崇高的理想，也不赞成所有人都没有崇高的理想 C.所有的科技人员都是懂计算机的，并且有些不懂计算机的是科技人员 D.我无法一天读,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\b2adb9acbea55152_2024届各区一模试题分类汇编必修3.txt,2024,,一模,classification_compilation,系统观念,2,些人和事 习近平总书记心系灾后重建与受灾群众生活保障问题，亲赴黑龙江、北京、河北等地考察。他与当地群众亲切交流，慰问烈士家属及抗洪救灾代表，并指示灾后重建要坚持系统观念、着眼长远、科学规划，有针对性采取措施，将灾后重建与推进高质量发展、韧性城市建设等紧密结合起来，生动地诠释了总书记的为民情怀。 结合材料，综合运用所学相关知识，以“风雨同心 人民至上”为题，写一篇短文。要求：观点明确，逻辑清晰，论述合理。 【参考答案】从坚持以人民为中心、党的领导、党员先锋模范作用、人民群众的,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,联想,8,洲和世界人民的心灵之桥。该吉祥物的形象设计（ ） ①把概念作为思维的基本单元 ②运用形象思维传递体育精神 宸宸③具有思维表达的情感性、严谨性特征 ④运用了联想思维的迁移和想象的方法 A.① ② B.① ③ C.② ④ D.③④ 4.（丰台一模，19）北京市某校学生在参加模拟政协活动时，围绕垃圾分类问题进行如下探讨。 (1)根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。(2分) 如果能够,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,聚合,3,团的学生从发现现实垃圾分类的问题出发，查找解决问题合理的方法。 模拟政协社团的学生运用创新思维。通过头脑风暴理清思路，从繁杂的数据中找到关键信息，运用发散思维和聚合思维完成《关于在商品包装上印制垃圾分类标识》的提案。 辩证思维用联系、发展、全面的观点看待问题和思考问题。分析是综合的基础，学生在分析查找了大量相关样本数据的基础上，在相关数据的分析中找到内在的联系，进行了综合分析，思考解决方案，最终完成了模拟提案。 第二单元 遵循逻辑思维规则 1.（石景山一模，7）概念的,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,超前思维,9,可以从头脑风暴法、问卷调查法、访谈法等角度作答。 示例：采用问卷调查法。 理由：科学思维追求认识的客观性、结果的预见性。在主题研究中，为了解真实情况，可以运用超前思维，采用问卷调查的方法有计划且系统的收集可参考的数据或资料；对调查搜集到的大量资料进行分析、综合、比较、归纳，能够更深入地认识主题、研究问题，从而为做好主题研究作出正确的判断和预测。 5.（门头沟一模，20） 北京中学生的模拟提案《关于在商品包装上印制垃圾分类标识》被全国政协委员带上了2024年的全国两会。 这,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,辩证思维,3,法。 模拟政协社团的学生运用创新思维。通过头脑风暴理清思路，从繁杂的数据中找到关键信息，运用发散思维和聚合思维完成《关于在商品包装上印制垃圾分类标识》的提案。 辩证思维用联系、发展、全面的观点看待问题和思考问题。分析是综合的基础，学生在分析查找了大量相关样本数据的基础上，在相关数据的分析中找到内在的联系，进行了综合分析，思考解决方案，最终完成了模拟提案。 第二单元 遵循逻辑思维规则 1.（石景山一模，7）概念的外延是指具有概念所反映的本质属性的事物的范围，人们经常用图,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,迁移,4,民的心灵之桥。该吉祥物的形象设计（ ） ①把概念作为思维的基本单元 ②运用形象思维传递体育精神 宸宸③具有思维表达的情感性、严谨性特征 ④运用了联想思维的迁移和想象的方法 A.① ② B.① ③ C.② ④ D.③④ 4.（丰台一模，19）北京市某校学生在参加模拟政协活动时，围绕垃圾分类问题进行如下探讨。 (1)根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。(2分) 如果能够在商品外包,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,逆向,3,的解决方案 ②断定不同走法与结果之间的必然联系，应运用必要条件假言判断 ③选点落子犹豫不决时，运用完全归纳推理方法才能取得最终胜利 ④一步棋与双方都有关联，采用逆向思维有助于作出正确判断推理 A. ①② B. ①④ C.②③ D.③④ 7.（西城一模，11）“问天”“梦天”“天和”不仅是中国空间站的三个舱段，也是中国 航天人走过的路，它们连缀起中华民族求索太空的浩瀚征程。据此，以下推理正确的 是（ ） “问天”是中国航天人走过的路，,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,选言,1,法是提高棋艺的重要手段。从开盘布局、中盘拼杀，到收官阶段中的每一手棋的推敲、计算，通常都表现为各种形式的判断推理。围棋实战中（ ） ①一步棋有多种走法，运用选言推理可以从中选择最优的解决方案 ②断定不同走法与结果之间的必然联系，应运用必要条件假言判断 ③选点落子犹豫不决时，运用完全归纳推理方法才能取得最终胜利 ④一步棋与双方都有关联，采用逆向思维有助于作出正确判断推理 A. ①② B. ①④ C.②③ D.③④ 7.（西城一模，11）“问天”“梦,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,逻辑与思维,5,2024选必3《逻辑与思维》一模试题汇总 第一单元 树立科学思维观念 1.（朝阳一模，6）要想准确鲜明地表达思想，思维必须合乎逻辑。下列表达中符合逻辑规则的是（ ） A.财产权可分为物权、债权、知识产权、著作权、商标权 B.我不赞成所有人都有崇高的理想，也不赞成所有人都没有崇高的理想 C.所有的科技人员都是懂计算机的，并且有,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\其他材料\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,2024各区一模\2024东城一模\其他材料\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,2024各区模拟题__2024各区一模__2024东城一模,,2024,东城,一模,answer,,,,"PermissionError(13, 'Permission denied')"
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\试卷\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治试卷(1).pdf,2024各区一模\2024东城一模\试卷\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治试卷(1).pdf,2024各区模拟题__2024各区一模__2024东城一模,,2024,东城,一模,paper_or_teacher,,,,"PermissionError(13, 'Permission denied')"
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,创新思维,2,升传统产业；（2分）要运用超前思维布局建设未来产业，完善现代化产业体系。（2分） 变通：二者关系：辩证统一、对立统一；传统产业：辩证思维、矛盾观点； 未来产业：创新思维、科学思维、矛盾分析法等替代原理分。 1、逻辑思维原理+经济语言分析，学生片面运用逻辑或经济回答。分析不到位，不是围绕二者关系谈。 2、单一角度运用如创新思维回答，没有从材料中读出辩证思维角度。 3、对传统产业与未来产业的关系理解有误。如，把二者理解为新旧事物；认为未来产业是传统产业的辩否；认为传统产业经过量的,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,推理,2,提高全要素生产率(或“打造产业链价值链创新链”)，建设创新引领、协同发展的未来产业体系(或“推进新质生产力发展”)。(2分) 【经典试题回顾】 (2)①运用类比推理的方法，模仿北极能毛的“核一壳”结构和功能，制作超保暖轻薄的“北极熊毛衣”。(2分) ②运用不完全归纳推理的求异法，在其他条件相同的情况下，分别试穿几种衣物得出“北极熊毛衣”会使人体热量流失越少。(2分) ③运用联想思维的迁移方法和超前思维的矛盾分析法，将北极能毛的功能变迁移植到“北极熊毛衣”的创新研制中，并对“北,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,科学思维,1,；（2分）要运用超前思维布局建设未来产业，完善现代化产业体系。（2分） 变通：二者关系：辩证统一、对立统一；传统产业：辩证思维、矛盾观点； 未来产业：创新思维、科学思维、矛盾分析法等替代原理分。 1、逻辑思维原理+经济语言分析，学生片面运用逻辑或经济回答。分析不到位，不是围绕二者关系谈。 2、单一角度运用如创新思维回答，没有从材料中读出辩证思维角度。 3、对传统产业与未来产业的关系理解有误。如，把二者理解为新旧事物；认为未来产业是传统产业的辩否；认为传统产业经过量的积累实现质,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,联想,1,暖轻薄的“北极熊毛衣”。(2分) ②运用不完全归纳推理的求异法，在其他条件相同的情况下，分别试穿几种衣物得出“北极熊毛衣”会使人体热量流失越少。(2分) ③运用联想思维的迁移方法和超前思维的矛盾分析法，将北极能毛的功能变迁移植到“北极熊毛衣”的创新研制中，并对“北极熊毛衣”的未来发展前景做出判断和预测。(3分) 【试题分析】 逻辑思路：理论逻辑+实践逻辑 法律规定诉讼时效有助于督促当事人积极主张权利/行使权利/积极维权/强化当事人依法维权/提高法律意识/积极解决纠纷/节约司,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,超前思维,3,供原材料、零部件等支撑和强大的市场；未来产业赋能传统产业，引领传统产业转型升级。 发展新质生产力，不是要忽视、放弃传统产业，要辩证否定，改造提升传统产业；要运用超前思维布局建设未来产业，完善现代化产业体系。（6分） 理论+分析 3+3 是何：传统产业与未来产业密不可分、相互促进。传统产业为未来产业发展提供原材料、零部件等支撑和强大的市场；未来产业赋能传统产业，引领传统产业转型升级。（2分） 如何：发展新质生产力，不是要忽视、放弃传统产业，要辩证否定，改造提升传统产业；（2分）,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,辩证思维,2,放弃传统产业，要辩证否定，改造提升传统产业；（2分）要运用超前思维布局建设未来产业，完善现代化产业体系。（2分） 变通：二者关系：辩证统一、对立统一；传统产业：辩证思维、矛盾观点； 未来产业：创新思维、科学思维、矛盾分析法等替代原理分。 1、逻辑思维原理+经济语言分析，学生片面运用逻辑或经济回答。分析不到位，不是围绕二者关系谈。 2、单一角度运用如创新思维回答，没有从材料中读出辩证思维角度。 3、对传统产业与未来产业的关系理解有误。如，把二者理解为新旧事物；认为未来产业是传统,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,2024各区模拟题__2024各区一模__2024东城一模,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b2073bcc9e26f62_2024东城一模细则.txt,2024,东城,一模,rubric_or_marking,迁移,2,北极熊毛衣”。(2分) ②运用不完全归纳推理的求异法，在其他条件相同的情况下，分别试穿几种衣物得出“北极熊毛衣”会使人体热量流失越少。(2分) ③运用联想思维的迁移方法和超前思维的矛盾分析法，将北极能毛的功能变迁移植到“北极熊毛衣”的创新研制中，并对“北极熊毛衣”的未来发展前景做出判断和预测。(3分) 【试题分析】 逻辑思路：理论逻辑+实践逻辑 法律规定诉讼时效有助于督促当事人积极主张权利/行使权利/积极维权/强化当事人依法维权/提高法律意识/积极解决纠纷/节约司法资源（2,
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\其他材料\002北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治答案.pdf,2024各区二模\2024东城二模\其他材料\002北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治答案.pdf,2024各区模拟题__2024各区二模__2024东城二模,,2024,东城,二模,answer,,,,"PermissionError(13, 'Permission denied')"
C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,2024各区模拟题__2024各区二模__2024东城二模,,2024,东城,二模,paper_or_teacher,,,,"PermissionError(13, 'Permission denied')"
