source_root,source_path,exists,suffix,year,district,stage,kind,size,mtime
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,yes,.pdf,2024,朝阳,二模,paper_or_teacher,686177,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx,yes,.docx,2024,丰台,二模,rubric_or_marking,58578,1742653994.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\试卷\丰台高三二模政治试卷.pdf,yes,.pdf,2024,丰台,二模,paper_or_teacher,10551122,1742653994.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\其他材料\002北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治答案.pdf,yes,.pdf,2024,东城,二模,answer,3561061,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,yes,.pdf,2024,东城,二模,paper_or_teacher,18119420,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\16题\16题二模阅卷总结.docx,yes,.docx,2024,东城,二模,rubric_or_marking,1030669,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\16题\16题评分细则.pptx,yes,.pptx,2024,东城,二模,rubric_or_marking,42333,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\17题\17(1).docx,yes,.docx,2024,东城,二模,rubric_or_marking,887638,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\17题\17-2.docx,yes,.docx,2024,东城,二模,rubric_or_marking,819612,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18(1).docx,yes,.docx,2024,东城,二模,rubric_or_marking,1488308,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18（2）.docx,yes,.docx,2024,东城,二模,rubric_or_marking,1472682,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（1）.docx,yes,.docx,2024,东城,二模,rubric_or_marking,1545984,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（2）.docx,yes,.docx,2024,东城,二模,rubric_or_marking,20052,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\20小题二模阅卷总结.docx,yes,.docx,2024,东城,二模,rubric_or_marking,941301,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21.docx,yes,.docx,2024,东城,二模,rubric_or_marking,840466,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21题(1).pptx,yes,.pptx,2024,东城,二模,rubric_or_marking,1014166,1742653995.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\其他材料\2024.4高三统一测试思想政治答案.docx,yes,.docx,2024,西城,一模,answer,42156,1742653993.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx,yes,.docx,2024,西城,一模,rubric_or_marking,48086,1742653993.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\试卷\2024.4高三统一测试思想政治试卷.docx,yes,.docx,2024,西城,一模,paper_or_teacher,2046293,1742653994.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\其他材料\2024年石景山一模.pptx,yes,.pptx,2024,石景山,一模,other,10536645,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\试卷\2024北京石景山高三一模政治（教师版带答案）.docx,yes,.docx,2024,石景山,一模,paper_or_teacher,353125,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\其他材料\一模政治-答案.docx,yes,.docx,2024,海淀,一模,answer,22184,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,yes,.docx,2024,海淀,一模,rubric_or_marking,67046,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,yes,.pdf,2024,海淀,一模,paper_or_teacher,658903,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\其他材料\202404朝阳高三政治一模试卷讲评.pptx,yes,.pptx,2024,朝阳,一模,paper_or_teacher,7699972,1742654018.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\其他材料\202404朝阳高三政治质量检测一参考答案 上交版.docx,yes,.docx,2024,朝阳,一模,answer,29215,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\细则\2024朝阳一模细则.pptx,yes,.pptx,2024,朝阳,一模,rubric_or_marking,7699972,1775029643.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\试卷\202404朝阳高三一模试题.pdf,yes,.pdf,2024,朝阳,一模,paper_or_teacher,1324697,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,yes,.docx,2024,丰台,一模,rubric_or_marking,24557,1742653994.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,yes,.pdf,2024,丰台,一模,paper_or_teacher,458340,1742653994.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\试卷\丰台高三一模政治试卷终版.pdf,yes,.pdf,2024,丰台,一模,paper_or_teacher,4148690,1742653994.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\其他材料\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,yes,.pdf,2024,东城,一模,answer,2611809,1742653996.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,yes,.pptx,2024,东城,一模,rubric_or_marking,18611296,1775032259.0
C:\Users\Administrator\Desktop\2024各区模拟题,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\试卷\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治试卷(1).pdf,yes,.pdf,2024,东城,一模,paper_or_teacher,12078779,1742653996.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,yes,.pdf,2025,西城,期末,rubric_or_marking,503340,1740479858.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,yes,.pdf,2025,西城,期末,paper_or_teacher,998833,1740479898.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,yes,.pptx,2025,海淀,期末,rubric_or_marking,8891068,1741868805.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,yes,.docx,2025,海淀,期末,paper_or_teacher,667420,1741868782.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,yes,.docx,2025,海淀,期中,rubric_or_marking,1478316,1740477594.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,yes,.pdf,2025,海淀,期中,paper_or_teacher,773864,1740477584.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,yes,.pptx,2025,朝阳,期末,other,123585,1744803313.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,yes,.pdf,2025,朝阳,期末,rubric_or_marking,2249777,1741868695.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,yes,.pdf,2025,朝阳,期末,paper_or_teacher,707918,1740479932.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,yes,.pptx,2025,丰台,期末,rubric_or_marking,5796219,1744803361.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,yes,.pdf,2025,丰台,期末,paper_or_teacher,1008849,1744803136.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,yes,.pdf,2025,东城,期末,explain_or_review,1375593,1776617238.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,yes,.pptx,2025,东城,期末,rubric_or_marking,8107362,1744803169.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,yes,.pdf,2025,东城,期末,paper_or_teacher,704654,1744803051.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,yes,.docx,2025,西城,二模,rubric_or_marking,43967,1747467329.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,yes,.pdf,2025,西城,二模,paper_or_teacher,971063,1747466285.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,yes,.pdf,2025,海淀,二模,explain_or_review,5903279,1747466226.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,yes,.docx,2025,海淀,二模,rubric_or_marking,15122,1747466236.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,yes,.docx,2025,海淀,二模,rubric_or_marking,146207,1747466254.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,yes,.pdf,2025,海淀,二模,paper_or_teacher,7863464,1747466211.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,yes,.pdf,2025,朝阳,二模,other,4268564,1747467286.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,yes,.docx,2025,朝阳,二模,rubric_or_marking,29885,1747467274.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,yes,.pdf,2025,朝阳,二模,paper_or_teacher,704674,1747466323.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,yes,.pptx,2025,昌平,二模,rubric_or_marking,3287406,1775032081.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,yes,.pdf,2025,昌平,二模,paper_or_teacher,826723,1775031232.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,yes,.pdf,2025,丰台,二模,paper_or_teacher,851941,1747467244.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,yes,.doc,2025,丰台,二模,rubric_or_marking,1120834,1747467411.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,yes,.docx,2025,丰台,二模,rubric_or_marking,861603,1747467411.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,yes,.docx,2025,丰台,二模,rubric_or_marking,1892630,1747467411.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,yes,.docx,2025,丰台,二模,rubric_or_marking,3477321,1747467411.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,yes,.docx,2025,丰台,二模,rubric_or_marking,650202,1747467411.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,yes,.docx,2025,丰台,二模,rubric_or_marking,530536,1747467412.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,yes,.docx,2025,丰台,二模,rubric_or_marking,894350,1747467412.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,yes,.docx,2025,丰台,二模,rubric_or_marking,5374172,1747467411.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,yes,.pdf,2025,东城,二模,rubric_or_marking,327662,1747467353.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,yes,.pdf,2025,东城,二模,paper_or_teacher,575180,1747466306.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,yes,.docx,2025,顺义,一模,rubric_or_marking,2827816,1744619767.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,yes,.pdf,2025,顺义,一模,paper_or_teacher,945155,1744619667.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,yes,.doc,2025,门头沟,一模,rubric_or_marking,29742,1744868378.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,yes,.pdf,2025,门头沟,一模,paper_or_teacher,754233,1744868438.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,yes,.docx,2025,西城,一模,rubric_or_marking,29503,1746181155.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,yes,.pdf,2025,西城,一模,paper_or_teacher,847160,1744619117.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,yes,.doc,2025,石景山,一模,rubric_or_marking,47104,1744619644.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,yes,.pdf,2025,石景山,一模,paper_or_teacher,761460,1744619635.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,yes,.pdf,2025,海淀,一模,other,1672781,1744729214.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,yes,.docx,2025,海淀,一模,rubric_or_marking,9649034,1744618981.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,yes,.pdf,2025,海淀,一模,paper_or_teacher,692410,1745127845.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,yes,.doc,2025,朝阳,一模,rubric_or_marking,50176,1744619425.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,yes,.doc,2025,朝阳,一模,rubric_or_marking,66048,1744619479.0
C:\Users\Administrator\Desktop\2025各区模拟题,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,yes,.doc,2025,朝阳,一模,rubric_or_marking,52736,1744619415.0
