source_id,year,district,stage,suite_name,file_role,file_path,file_type,cache_path,status,notes,run_use_policy,current_run_policy
SRC0031,2024,东城,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0032,2024,丰台,二模,2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0033,2024,丰台,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\试卷\丰台高三二模政治试卷.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0034,2024,朝阳,二模,2024各区二模,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0035,2024,朝阳,二模,2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0036,2024,朝阳,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0037,2024,海淀,二模,2024各区二模,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0038,2024,海淀,二模,2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0039,2024,海淀,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0040,2024,海淀,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0041,2024,西城,二模,2024各区二模,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0042,2024,西城,二模,2024各区二模,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,pptx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0043,2024,西城,二模,2024各区二模,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0044,2024,西城,二模,2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0045,2024,西城,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0046,2024,顺义,二模,2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0047,2024,顺义,二模,2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0048,2024,朝阳,期中,2024各区期中,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0049,2024,朝阳,期中,2024各区期中,support,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0050,2024,朝阳,期中,2024各区期中,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf,rtf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0051,2024,朝阳,期中,2024各区期中,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0052,2024,朝阳,期中,2024各区期中,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0053,2024,海淀,期中,2024各区期中,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0054,2024,海淀,期中,2024各区期中,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0055,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0056,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0057,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0058,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0059,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0060,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0061,2024,,一模,202404各区一模试题分类（按模块）,support,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0062,2025,东城,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0063,2025,东城,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0064,2025,丰台,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0065,2025,丰台,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0066,2025,延庆,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0067,2025,延庆,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0068,2025,房山,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0069,2025,房山,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0070,2025,朝阳,一模,2025各区一模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0071,2025,朝阳,一模,2025各区一模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0072,2025,朝阳,一模,2025各区一模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0073,2025,朝阳,一模,2025各区一模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,pptx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0074,2025,朝阳,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0075,2025,朝阳,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0076,2025,海淀,一模,2025各区一模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0077,2025,海淀,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0078,2025,海淀,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0079,2025,石景山,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0080,2025,石景山,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0081,2025,西城,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0082,2025,西城,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0083,2025,门头沟,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0084,2025,门头沟,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0085,2025,顺义,一模,2025各区一模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0086,2025,顺义,一模,2025各区一模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0087,2025,东城,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0088,2025,东城,二模,2025各区二模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0089,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc,doc,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0090,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0091,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0092,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0093,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0094,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0095,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0096,2025,丰台,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0097,2025,丰台,二模,2025各区二模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0098,2025,昌平,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,pptx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0099,2025,昌平,二模,2025各区二模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0100,2025,朝阳,二模,2025各区二模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0101,2025,朝阳,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\细则\2025朝阳二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0102,2025,朝阳,二模,2025各区二模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\试卷\2025北京朝阳高三二模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0103,2025,海淀,二模,2025各区二模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0104,2025,海淀,二模,2025各区二模,support,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0105,2025,海淀,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0106,2025,海淀,二模,2025各区二模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0107,2025,西城,二模,2025各区二模,rubric,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,docx,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
SRC0108,2025,西城,二模,2025各区二模,paper,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,pdf,,raw_indexed,,source_inventory_index_only,reference_index_only_until_row_reopened
