question_id,year,district,exam_stage,question_no,ask_text,evidence_level,framework_entry_node,why_this_entry,ask_trigger,material_trigger,minimum_judgment_required,material_layering,legal_knowledge_triggered,rubric_atom_ids_matched,full_score_sentence_generated,complete_answer_generated,lost_points_if_any,reason_for_loss,module_boundary_risk,risk_of_empty_value_talk,risk_of_legal_exam_overanalysis,pass_status,patch_needed,patch_type,patch_suggestion,final_body_status,final_use_rule
CC0094_2025_东城_期末_19_3,2025,东城,期末,19,运用准确，有知识有分析 4分： 2个方面知识运用准确 2分： 1个方面知识运用准确 1分： 白话简单解读材料或抄材料 0分： 空白卷或所写内容与题无关 [slide 30] [slide 31] [slide 32] [slide 33] [slide 34],reference_only,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,运用准确，有知识有分析 4分： 2个方面知识运用准确 2分： 1个方面知识运用准确 1分： 白话简单解读材料或抄材料 0分： 空白卷或所写内容与题无关 [slide 30] [slide 31] [slide 32] [slide 33] [slide 34],合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19（3）达成共识 思路：答案分两层 《法律与生活》相邻关系（2分） 《政治与法治》民主程序与实践（2分） 第一层满分2分： 提到相邻权、相邻关系原则、权利和义务相统一、权利有 | 如：要遵循相邻关系原则：有利生产、方便生活、团结互助、公平合理 如：应该邻里关系和睦、不影响他人合法权利 如：明确自己相关的权利和义务，权利有界限 没说法律术语，只说：邻里和谐 | 社会主义核心价值观的友善、和谐；,合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,R_CC0094_2025_东城_期末_19_3_01 ; R_CC0094_2025_东城_期末_19_3_02 ; R_CC0094_2025_东城_期末_19_3_03 ; R_CC0094_2025_东城_期末_19_3_04,不生成整题满分句。,本题法律与政治混合，且旧 rubric atoms 串题；须拆分后再处理。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,SPLIT_PENDING,yes,拆分/证据错配,拆出相邻关系法律层，排除民主程序政治层。,拆分待核，不进入正文,不得整题作为开放容器；只暂存法律相邻关系2分层，待法律-only atoms
CC0103_2025_丰台_一模_19,2025,丰台,一模,19,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。,formal,F6 价值收束必须从法律规则推出 + F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选,codes=CB01;CB06;CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。,合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19. 2024 年6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。 | 原告方下 属公司的近40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12 件实用新型专利。 | 根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计6.4 亿余元，创下我国知识产权侵权诉讼,法理依据与现实意义分层 ; 原名术语与主体身份精度 ; 消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0103_2025_丰台_一模_19_01,19.（6分） 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达,19.（6分） 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达。 对科技创新的意义：规范市场竞争秩序、营造公平的市场环境、鼓励创新，2分 出现的问题：优化营商环境是错误表达。 对司法领域的价值：对同类案件提供范例、借鉴、参考，提高效率，增强公信力2分。 变通的地方：彰显法律权威或者司法权威作为1分的替换答案 对法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0118_2025_丰台_期末_18_2,2025,丰台,期末,18,结合材料和所学知识分析法院裁判的法理依据，学生会权利与义务角度分析尹某败诉和用人单位胜诉的原因， 部分学生在分析意义时能够从多角度论述，例如从劳动者、企业和社会三个方面。,formal,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,结合材料和所学知识分析法院裁判的法理依据，学生会权利与义务角度分析尹某败诉和用人单位胜诉的原因， 部分学生在分析意义时能够从多角度论述，例如从劳动者、企业和社会三个方面。,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18（2）运用《经济与社会》的相关知识，分析数字经济应如何处理好“放得活”与“管的住”的关系。 | （7分）数字经济下如何处理好市场和政府的关系 发展数字经济，处理好“放得活”与“管得住”的关系要坚持有效市场和有为政府相结合。 | （1分） 一方面，要充分发挥市场在资源配置中的决定性作用，建设统一开放、竞争有序的数字经济市场体系，激发市场活力，促进企业发展；,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,R_CC0118_2025_丰台_期末_18_2_01 ; R_CC0118_2025_丰台_期末_18_2_02 ; R_CC0118_2025_丰台_期末_18_2_03 ; R_CC0118_2025_丰台_期末_18_2_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,必修三化,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0119_2025_丰台_期末_19,2025,丰台,期末,19,运用《法律与生活》相关知识阐释法院的裁判理由”→可分析法院裁判对构建合理健康的 劳动关系的意义。,formal,F6 价值收束必须从法律规则推出 + F3 定准法律入口：从六类候选中选,codes=CB01;CB02;CB03;CB04；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用《法律与生活》相关知识阐释法院的裁判理由”→可分析法院裁判对构建合理健康的 劳动关系的意义。,劳动/用工事实；合同/责任事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19. 【答案】①根据《中华人民共和国劳动法》和《劳动合问法》规定，劳动者应当完成劳动任务，遵守 劳动纪律和职业道德。 | 尹某没有履行劳动者的义务，违反了相关法律规定，不符合敬业等社会主义核心价 值观； | ②购物中心要求解除与尹某的劳动合网，符合《中华人民共和国劳动介同法》第三十九条的规定， 因此，法院驳回尹某的诉讼请求，法院的裁判保护了用人单位合理的用工自主权，引导劳动者坚持权,法理依据与现实意义分层 ; 平台劳动关系三从属性 ; 劳动解除与用工自主权 ; 竞业限制身份与秘密利益平衡,R_CC0119_2025_丰台_期末_19_M17_01 ; R_CC0119_2025_丰台_期末_19_M17_02 ; R_CC0119_2025_丰台_期末_19_M17_03 ; R_CC0119_2025_丰台_期末_19_M17_04,法理依据：法院判决应以事实为依据、以法律为准绳，或写出相关法律规定，为必踩点1分。；法理依据：劳动者应完成劳动任务，遵守劳动纪律和职业道德，1分。,法理依据：法院判决应以事实为依据、以法律为准绳，或写出相关法律规定，为必踩点1分。。法理依据：劳动者应完成劳动任务，遵守劳动纪律和职业道德，1分。。法理依据：尹某没有履行劳动者义务，违反法律规定或不符合敬业价值要求，2分。。法理依据：购物中心根据劳动合同法规定解除劳动合同，1分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0125_2025_延庆_一模_19,2025,延庆,一模,19,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。,formal,F5 程序救济单独成步：路径、证据、选择,codes=CB08；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19. 网络经济持续健康发展，需要法治护航。 | 案情：杨某在贾某经营的网店下单DIY 模具类商品4 件，售价78 元，杨某签收后对商品不满意，在 未与贾某协商一致的情况下，直接点击了“仅退款”并退款成功。 | 贾某要求杨某退回商品，杨某表示已经 将商品扔掉，无法退回。,具体救济与程序路径,R_CC0125_2025_延庆_一模_19_M17_01 ; R_CC0125_2025_延庆_一模_19_M17_02 ; R_CC0125_2025_延庆_一模_19_M17_03 ; R_CC0125_2025_延庆_一模_19_M17_04,调解结果：本案标的较小，本着以和为贵原则适用调解，1分。；调解理由：消费者维权应遵循诚实信用原则，不能损害他人利益和社会经济秩序，诚信原则1分、材料分析1分。,调解结果：本案标的较小，本着以和为贵原则适用调解，1分。。调解理由：消费者维权应遵循诚实信用原则，不能损害他人利益和社会经济秩序，诚信原则1分、材料分析1分。。调解理由：杨某收到退款后买卖合同已解除，应依法退还货物，合同解除1分、材料分析1分。。调解理由：杨某主张商品质量不合格但已丢弃商品，缺乏证据意识；证据意识1分、材料分析1分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,medium,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0131_2025_房山_一模_19,2025,房山,一模,19,,formal,F6 价值收束必须从法律规则推出 + F3 定准法律入口：从六类候选中选,codes=CB01;CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19. 【答案】 ①激励创新积极性。 | 通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。 | ②维护市场公平竞争。,法理依据与现实意义分层 ; 消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0131_2025_房山_一模_19_01 ; R_CC0131_2025_房山_一模_19_02 ; R_CC0131_2025_房山_一模_19_03 ; R_CC0131_2025_房山_一模_19_04,19.（8 分）；①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。,19.（8 分）。①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。。②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。。③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0132_2025_房山_一模_20,2025,房山,一模,20,结合材料，综合运用所学，谈谈你对“奋斗”的理解。,formal,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,结合材料，综合运用所学，谈谈你对“奋斗”的理解。,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20. 阅读材料，回答问题。 | 奋斗是指付出艰辛努力，战胜各种困难，去实现宏伟目标的过程。 | 新中国成立以来，我们党团结带领全国各族人民不懈奋斗，创造了经济快速发展和社会长期稳定两大 奇迹，中国发生沧海桑田的巨大变化，中华民族伟大复兴进入了不可逆转的历史进程，中国式现代,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,R_CC0132_2025_房山_一模_20_01 ; R_CC0132_2025_房山_一模_20_02 ; R_CC0132_2025_房山_一模_20_03 ; R_CC0132_2025_房山_一模_20_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,必修三化,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0137_2025_昌平_二模_20,2025,昌平,二模,20,运用《法律与生活》知识，完成裁判理由。,formal,F3 定准法律入口：从六类候选中选,codes=CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,运用《法律与生活》知识，完成裁判理由。,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20. （ 6 分） 案件情况 处理结果 裁判理由 镜头一 在陇东黄土高原的沟壑间，面对家乡“十年九旱、靠天吃饭”的困 境，全国人大代表化身“产业探路者”，带领村民试种耐旱中药 | 如 今，合作社年产值超800 万元，带动286 户群众户均增收1.2 万元，曾经的“穷山 沟”变成“药材谷”。 | 镜头二 在北京某老旧小区，老年居民众多，加装电梯需求迫切。,消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0137_2025_昌平_二模_20_01 ; R_CC0137_2025_昌平_二模_20_02 ; R_CC0137_2025_昌平_二模_20_03 ; R_CC0137_2025_昌平_二模_20_04,20.阅读材料，运用《法律与生活》知识，完成裁判理由。；（6 分） [slide 13] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。,20.阅读材料，运用《法律与生活》知识，完成裁判理由。。（6 分） [slide 13] 关于AI作品权利归属问题，著作权法规定著作权人限于自然人、法人或非法人组织，AI不能成为著作权主体。。李某使用人工智能软件制作的图片，具备“智力成果”和“独创性”要件，受到著作权法保护，享有著作权。。刘某未经许可将其作为配图使用且抹去水印侵害了李某的信息网络传播权和署名权，属于侵权行为，应承担侵权责任。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0143_2025_朝阳_一模_19,2025,朝阳,一模,19,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。,formal,F6 价值收束必须从法律规则推出 + F4 把定性落成责任、效果或裁判理由 + F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选,codes=CB01;CB05;CB06;CB07;CB10；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。,劳动/用工事实；合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,19. （8 分） 司法护航，营造在线文旅消费法治环境。 | 某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典型案例。 | 以下为其中一例： 王某通过A 机票代销平台公司（以下简称“A 公司”）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元），优惠40 元后实付310 元。,法理依据与现实意义分层 ; 合同层次与责任路径定性 ; 原名术语与主体身份精度 ; 消费/知识产权/竞争秩序的行为-赔偿-价值链 ; 材料事实转译为法律语言,R_CC0143_2025_朝阳_一模_19_01 ; R_CC0143_2025_朝阳_一模_19_02 ; R_CC0143_2025_朝阳_一模_19_03 ; R_CC0143_2025_朝阳_一模_19_04,19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的；①原告支付机票款，已经出票，合同成立。（1分）,19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的。①原告支付机票款，已经出票，合同成立。（1分）。②合同成立不等于生效。（1分）。③某机票代销平台主观上具备欺诈故意，客观上实施了欺诈行为，以立减优惠的形式诱骗消费者购买了高价机票，使王某在违背意思表示的情况下订立合同，因此，根据民法典规定，王某请求人民法院撤销合同。（2分）,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0150_2025_朝阳_二模_20,2025,朝阳,二模,20,"结合材料,运用《法律与生活》知识,分析上述案例。",formal,F4 把定性落成责任、效果或裁判理由 + F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择,codes=CB05;CB06;CB08;CB10；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,"结合材料,运用《法律与生活》知识,分析上述案例。",劳动/用工事实；合同/责任事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,"20.(10 分)在日常生活中,要把握好权利和义务的关系。 | 材料一 孙女士和刘先生是同一楼层的邻居,两家入户门相对,相距约2 米。 | 刘先生在自家入户门安装 了具有“智能人脸识别”“180 度超广角”“自动人体侦测”“云存储”等功能的可视门铃摄像头,可通过 手机远程操控。",合同层次与责任路径定性 ; 原名术语与主体身份精度 ; 具体救济与程序路径 ; 材料事实转译为法律语言,R_CC0150_2025_朝阳_二模_20_01 ; R_CC0150_2025_朝阳_二模_20_02 ; R_CC0150_2025_朝阳_二模_20_03 ; R_CC0150_2025_朝阳_二模_20_04,20.（10分）；（1）结合材料，运用《法律与生活》知识，分析上述案例。（8分）,20.（10分）。（1）结合材料，运用《法律与生活》知识，分析上述案例。（8分）。（2）假如你是人民调解员，提出解决纠纷的建议。（2分） 阅卷前制定的 刘先生侵犯了孙女士的隐私权，应当承担侵权责任。 根据民法典的规定，楼道属于双方各自专有部分以外的共有部分，双方享有共有和共同管理的权利。摄像头能拍摄到孙女士家的日常进出信息，与其财产安全、私人生活习惯等高度关联，属个人隐私范畴，应视为具有隐私性质的人格利益，应受法律保护。 刘先生使用摄像头不能超出合理范围，在安装摄像头可能会给孙女士的隐私等合法利益造成侵害的情况下，安装前应当尽到妥善的注意义务。 刘先生和孙女士作为不动产的相邻权利人应当按照有利生产、方便生活、团结互助、公平合理的原则，正确处理相邻关系。。（2）（2分） 建议刘先生在及时拆除摄像头，并清除已拍摄的孙女士及家人的视频信息。 | 评分细则、答案变通说明：,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0157_2025_朝阳_期末_20,2025,朝阳,期末,20,,formal,F3 定准法律入口：从六类候选中选,codes=CB07；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 | 了解案件，分析事实，印证法理，参考示例，完成下表。 | 案件事实 拟写裁判要点 案件一 甲公司在 2016 年与乙公司终 止合作后，继续在甲公司运营的相关地图软 件、应用和第三方服务中使用乙公司数据。,消费/知识产权/竞争秩序的行为-赔偿-价值链,R_CC0157_2025_朝阳_期末_20_M17_01 ; R_CC0157_2025_朝阳_期末_20_M17_02 ; R_CC0157_2025_朝阳_期末_20_M17_03 ; R_CC0157_2025_朝阳_期末_20_M17_04,案件二裁判理由：根据反不正当竞争法，1分。；案件二裁判理由：被告抓取并使用数据，损害原告数据合法权益和消费者利益，构成不正当竞争，1分。,案件二裁判理由：根据反不正当竞争法，1分。。案件二裁判理由：被告抓取并使用数据，损害原告数据合法权益和消费者利益，构成不正当竞争，1分。。案件二裁判理由：破坏市场竞争秩序，违背商业道德和诚实信用原则，1分。。案件二裁判结果：被告停止侵权或消除影响，1分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
CC0162_2025_海淀_一模_18,2025,海淀,一模,18,运用《法律与生活》知识，谈谈对本案判决的认识。,reference_only,F2 把材料事实翻译成法律事实 + F5 程序救济单独成步：路径、证据、选择 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。,运用《法律与生活》知识，谈谈对本案判决的认识。,劳动/用工事实；合同/责任事实；程序/证据事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,18．（7 分） 随着居民消费水平的提高，主题乐园越来越受到游客的青睐。 | 某主题乐园推出了年卡服务，游客只需 支付一定费用办理年卡，即可享受主题乐园酒店的折扣优惠，并通过优先通道快速入园游玩项目。 | 游客在 办理时需与该主题乐园签订有关年卡的《条款及细则》格式合同，其中明确规定：“主题乐园年卡不可转 让，年卡及其相应福利仅限持卡人本人使用。,劳动/用工事实；合同/责任事实；程序/证据事实；意义/价值收束任务,R_CC0162_2025_海淀_一模_18_M17_01 ; R_CC0162_2025_海淀_一模_18_M17_02 ; R_CC0162_2025_海淀_一模_18_M17_03 ; R_CC0162_2025_海淀_一模_18_M17_04,小黄与主题乐园签订的格式合同意思表示真实，条款符合公平原则，合同有效。；小黄利用审查漏洞不当获利，违反合同约定，违背诚信原则。,小黄与主题乐园签订的格式合同意思表示真实，条款符合公平原则，合同有效。。小黄利用审查漏洞不当获利，违反合同约定，违背诚信原则。。主题乐园可以根据合同约定采取撤销年卡方式解除合同。。法院判决保护主题乐园合法权益，有利于营造公平公正市场环境。,可能丢失部分细则闭合、低频题源或正式评分依据。,只有 reference_only 或普通答案，不能宣称满分闭环，只能作弱验证。,选必二,high,medium,PARTIAL,yes,证据不足,保留为 reference_only 验证题，等待正式细则/评标后再决定是否入核心。,开放容器/弱证据示范,只作弱示范，需补正式细则
CC0168_2025_海淀_二模_20,2025,海淀,二模,20,结合材料，评价中国与国际组织在世界粮食安全领域的合作。,formal,F2 把材料事实翻译成法律事实 + F3 定准法律入口：从六类候选中选 + F6 价值收束必须从法律规则推出,codes=无交叉验证核心code；材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,结合材料，评价中国与国际组织在世界粮食安全领域的合作。,劳动/用工事实；合同/责任事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,"20.(6分）共享是中国特色社会主义的本质要求。 | 共享发展理念是对中华优秀传统文化""不患寡而患不均""""损有余而补不足""等思想的继承 与发展， 也是对新时代中国特色社会主义面临的现实问题的理论回应，具有深刻的思想内涵和明 确的实 | 共享发展是人人享有、各得其所，不是少数人共享、一部分人共享。",劳动/用工事实；合同/责任事实；意义/价值收束任务,R_CC0168_2025_海淀_二模_20_01 ; R_CC0168_2025_海淀_二模_20_02 ; R_CC0168_2025_海淀_二模_20_03 ; R_CC0168_2025_海淀_二模_20_04,不生成选必二法律满分句；先移入边界复核/剔除清单。,该题在 v1 压测中不作为选必二法律主观题闭环样本。,无法进入 v1 法律框架，若硬写会偏成非选必二或空泛法治表达。,材料/细则显示强模块边界风险或疑似误收，v1 不应把它作为选必二法律主观题核心样本。,选必二,high,medium,FAIL,yes,必修三化,移入模块边界复核表；若细则主干不是法律规则，不进入最终宝典正文。,边界复核，不进入正文,不作法律题示范，只作边界排除
CC0180_2025_海淀_期末_20,2025,海淀,期末,20,,formal,F4 把定性落成责任、效果或裁判理由,codes=CB05；题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,设问抽取不完整，需回源,合同/责任事实；消费/IP/竞争事实；相邻/民法原则事实；意义/价值收束任务,先判断设问终点，再把材料事实转译为法律事实，并确定核心法律入口。,20．（6分） ①生产者产品责任是无过错侵权责任，行为人只要损害了他人的民事权益，不论其有无过错，均应当承担侵权责任。 | 《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于产品责任赔偿范围，切实维护消费者合法权益。 | ②禁止饲养的烈性犬等危险动物造成他人损害的，动物饲养人或者管理人应承担无过错侵权责任，没有任何免责事由和减责事由。,合同层次与责任路径定性,R_CC0180_2025_海淀_期末_20_M17_01 ; R_CC0180_2025_海淀_期末_20_M17_02 ; R_CC0180_2025_海淀_期末_20_M17_03 ; R_CC0180_2025_海淀_期末_20_M17_04,第十九条案例：生产者产品责任是无过错侵权责任，法理解释2分。；第十九条案例：从消费者权利、安全消费权角度展开解释可替代得分。,第十九条案例：生产者产品责任是无过错侵权责任，法理解释2分。。第十九条案例：从消费者权利、安全消费权角度展开解释可替代得分。。第十九条案例：意义部分写维护消费者合法权益等双方任一角度，1分。。第二十五条案例：禁止饲养烈性犬等危险动物致害适用无过错侵权责任，法理解释2分。,未见明显丢分点；压测仍需人工抽查细则原文。,题号已由交叉验证代码本支撑，v1 可从设问、材料转译、定性/责任/价值生成答案。,选必二,high,medium,PASS,no,,无需 v1 修补；进入 v2 时保持节点证据映射。,正文示范,可作为主干满分示范
