question_id,node_names,sentence_id,sentence,source_rubric_atom_ids,use_condition
CC0025_2024_朝阳_二模_17,分关系·定责任 + 排维权步骤 + 推价值,CC0025_2024_朝阳_二模_17_CLEAN_S06,该案例有利于统一裁判尺度，保护新就业形态劳动者权益，引导平台经济良性发展。,R_CC0025_2024_朝阳_二模_17_02|R_CC0025_2024_朝阳_二模_17_03|R_CC0025_2024_朝阳_二模_17_04|R_CC0025_2024_朝阳_二模_17_05|R_CC0025_2024_朝阳_二模_17_06|R_CC0025_2024_朝阳_二模_17_07|R_CC0025_2024_朝阳_二模_17_08|R_CC0025_2024_朝阳_二模_17_09|R_CC0025_2024_朝阳_二模_17_10|R_CC0025_2024_朝阳_二模_17_11|R_CC0025_2024_朝阳_二模_17_12|R_CC0025_2024_朝阳_二模_17_13|R_CC0025_2024_朝阳_二模_17_14|R_CC0025_2024_朝阳_二模_17_15|R_CC0025_2024_朝阳_二模_17_16|R_CC0025_2024_朝阳_二模_17_17,"结合材料,说明仲裁委员会作出上述裁决的理由,并分析该典型案例的意义。"
CC0045_2024_海淀_二模_19,分关系·定责任 + 推价值,CC0045_2024_海淀_二模_19_CLEAN_S01,法院确认遗赠扶养协议有效，是对合法协议和真实意思安排的尊重。,R_CC0045_2024_海淀_二模_19_01,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。
CC0045_2024_海淀_二模_19,分关系·定责任 + 推价值,CC0045_2024_海淀_二模_19_CLEAN_S02,居委会已经按约照看、扶养曹某，履行了养老送终义务。,R_CC0045_2024_海淀_二模_19_01,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。
CC0045_2024_海淀_二模_19,分关系·定责任 + 推价值,CC0045_2024_海淀_二模_19_CLEAN_S03,判决让履行扶养义务的一方取得约定财产，实现个案公平正义。,R_CC0045_2024_海淀_二模_19_01,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。
CC0045_2024_海淀_二模_19,分关系·定责任 + 推价值,CC0045_2024_海淀_二模_19_CLEAN_S04,本案肯定基层组织在养老助老中的作用，倡导社会力量积极参与养老。,R_CC0045_2024_海淀_二模_19_01,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。
CC0045_2024_海淀_二模_19,分关系·定责任 + 推价值,CC0045_2024_海淀_二模_19_CLEAN_S05,判决弘扬尊老、敬老、爱老、助老的传统美德，推动社会主义核心价值观落地。,R_CC0045_2024_海淀_二模_19_01,结合材料，运用《法律与生活》知识，分析本案判决的社会价值。
CC0054_2024_石景山_一模_17,分关系·定责任 + 推价值,CC0054_2024_石景山_一模_17_CLEAN_S01,甲公司报价内容具体明确，属于要约。,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。
CC0054_2024_石景山_一模_17,分关系·定责任 + 推价值,CC0054_2024_石景山_一模_17_CLEAN_S02,乙公司确认甲公司中标并送达中标通知，属于承诺。,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。
CC0054_2024_石景山_一模_17,分关系·定责任 + 推价值,CC0054_2024_石景山_一模_17_CLEAN_S03,中标通知到达甲公司后，双方意思表示一致，碳排放配额采购合同成立。,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。
CC0054_2024_石景山_一模_17,分关系·定责任 + 推价值,CC0054_2024_石景山_一模_17_CLEAN_S04,甲公司拒不履行合同，法院判令其支付差价款和利息，体现诚信原则和公平原则。,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。
CC0054_2024_石景山_一模_17,分关系·定责任 + 推价值,CC0054_2024_石景山_一模_17_CLEAN_S05,判决规范碳排放权交易秩序，体现绿色原则，服务双碳目标和绿色低碳发展。,R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06,运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_CLEAN_S01,经营者应依法、诚信经营，保障消费者安全消费和知情等合法权益。,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_CLEAN_S02,法院支持首单购买部分的惩罚性赔偿，有利于打击违法生产经营行为，维护消费者权益。,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_CLEAN_S03,民事主体行使民事权利不得超过正当界限，也不得滥用民事权利。,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_CLEAN_S04,甲明知食品不符合标准后仍大量加购，超出正常生活消费需要。,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_CLEAN_S05,法院不支持加购部分的惩罚性赔偿，有利于引导消费者诚信、理性、依法维权。,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_CLEAN_S06,判决平衡食品安全保护和生产经营秩序，服务经济社会高质量发展。,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_CLEAN_S01,法院依法保护原告方知识产权，维护当事人合法权益。,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_CLEAN_S02,对技术秘密侵权适用惩罚性赔偿，体现了对侵权行为的严厉打击。,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_CLEAN_S03,判决规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_CLEAN_S04,典型案例为同类案件提供范例和参考，有利于提高审判质量和效率。,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_CLEAN_S05,本案彰显司法权威，增强司法公信力，引导社会依法办事、增强法治信仰。,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_CLEAN_S01,本案标的额较小，适合本着以和为贵原则进行调解。,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,"运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_CLEAN_S02,消费者维权应遵循诚实信用原则，不能损害经营者合法权益和社会经济秩序。,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,"运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_CLEAN_S03,杨某取得退款后，买卖合同相应解除，应依法退还商品。,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,"运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_CLEAN_S04,杨某主张商品质量不合格却已丢弃商品，导致事实难以查明，缺乏证据意识。,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,"运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_CLEAN_S05,经营者也应保证商品质量，若商品确有问题，应依法承担责任。,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,"运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_CLEAN_S06,可引导杨某在不能返还商品时，对商家的商品和邮费损失作出合理补偿。,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,"运用《法律与生活》知识，说明你会如何进行调解并说
明理由。"
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_CLEAN_S01,王某通过A公司平台购买机票并付款出票，双方购票合同成立。,R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_CLEAN_S02,合同成立不等于当然有效，欺诈订立的合同可以依法撤销。,R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_CLEAN_S03,A公司擅自搭售10元外卖红包，王某不能清楚知悉费用细节，也无法拒绝支付额外费用。,R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_CLEAN_S04,A公司的隐蔽搭售使王某在违背真实意思的情况下订立合同，构成合同欺诈。,R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_CLEAN_S05,根据消费者权益保护法，经营者提供服务有欺诈行为的，应承担三倍赔偿责任。,R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_CLEAN_S06,判决维护消费者权益，规范网络消费市场秩序，引导平台企业诚信经营。,R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_CLEAN_S01,刘先生的摄像头可能拍摄孙女士及家人的日常出行规律和动态信息，侵犯孙女士隐私权。,R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_CLEAN_S02,楼道属于专有部分以外的共有部分，双方对共有部分享有共有和共同管理的权利。,R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_CLEAN_S03,日常出行规律等信息与私人生活习惯、人身财产安全高度关联，属于具有隐私性质的人格利益。,R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_CLEAN_S04,刘先生虽可保障自身财产安全，但行使权利不能超出合理范围、损害他人正当权益。,R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_CLEAN_S05,相邻权利人应按照有利生产、方便生活、团结互助、公平合理原则处理相邻关系。,R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
CC0150_2025_朝阳_二模_20,分关系·定责任 + 排维权步骤,CC0150_2025_朝阳_二模_20_CLEAN_S06,调解建议应包括拆除摄像头，并清除已经拍摄的孙女士及家人的视频信息。,R_CC0150_2025_朝阳_二模_20_03|R_CC0150_2025_朝阳_二模_20_04|R_CC0150_2025_朝阳_二模_20_05|R_CC0150_2025_朝阳_二模_20_06|R_CC0150_2025_朝阳_二模_20_07|R_CC0150_2025_朝阳_二模_20_08|R_CC0150_2025_朝阳_二模_20_09|R_CC0150_2025_朝阳_二模_20_10|R_CC0150_2025_朝阳_二模_20_11,"结合材料,运用《法律与生活》知识,分析上述案例。"
