source_id,path,exists,suffix,status,method,char_count,hit_count,text_path,hits_path,render_dir,error
011_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,True,.pdf,extracted,pymupdf_text_plus_render,13035,10,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/011_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/011_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/011_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf,
012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,22031,65,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,
013_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_细则.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,True,.pdf,extracted,pymupdf_text_plus_render,3521,8,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/013_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_细则.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/013_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_细则.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/013_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_细则.pdf,
014_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_补充材料_东城期末.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,True,.pptx,extracted,python_pptx,4413,10,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/014_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_补充材料_东城期末.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/014_Desktop_2025模拟题_2025各区期末_2025东城期末_细则_补充材料_东城期末.pptx.hits.json,,
015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,True,.docx,extracted,python_docx,10225,10,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/015_Desktop_2025模拟题_2025各区期末_2025海淀期末_试卷_试卷.docx.hits.json,,
016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,True,.pptx,extracted,python_pptx,11312,17,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx.hits.json,,
017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,7704,15,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,
018_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,True,.docx,extracted,python_docx,5662,32,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/018_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/018_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx.hits.json,,
019_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,True,.docx,extracted,python_docx,22368,21,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/019_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/019_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx.hits.json,,
020_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,True,.rtf,extracted,textutil,3515,23,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/020_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/020_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf.hits.json,,
021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,8387,11,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,
022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,True,.pdf,extracted,pymupdf_text_plus_render,5901,14,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,
023_Desktop_2024模拟题_2024朝阳二模_细则_补充材料_细则.docx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,True,.docx,extracted,python_docx,2006,2,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/023_Desktop_2024模拟题_2024朝阳二模_细则_补充材料_细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/023_Desktop_2024模拟题_2024朝阳二模_细则_补充材料_细则.docx.hits.json,,
024_Desktop_2024模拟题_西城一模_试卷_试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,True,.docx,extracted,python_docx,6166,5,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/024_Desktop_2024模拟题_西城一模_试卷_试卷.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/024_Desktop_2024模拟题_西城一模_试卷_试卷.docx.hits.json,,
025_Desktop_2024模拟题_西城一模_细则_细则.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,True,.docx,extracted,python_docx,3055,2,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/025_Desktop_2024模拟题_西城一模_细则_细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/025_Desktop_2024模拟题_西城一模_细则_细则.docx.hits.json,,
026_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,True,.docx,extracted,python_docx,1685,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/026_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/026_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx.hits.json,,
027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,7700,5,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,
028_Desktop_2024模拟题_海淀二模_细则_细则.docx,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,True,.docx,extracted,python_docx,2705,6,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/028_Desktop_2024模拟题_海淀二模_细则_细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/028_Desktop_2024模拟题_海淀二模_细则_细则.docx.hits.json,,
029_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,True,.docx,extracted,python_docx,1734,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/029_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/029_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx.hits.json,,
030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,6585,9,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,
031_Desktop_2024模拟题_2024朝阳一模_细则_细则.pptx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,True,.pptx,extracted,python_pptx,11895,14,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/031_Desktop_2024模拟题_2024朝阳一模_细则_细则.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/031_Desktop_2024模拟题_2024朝阳一模_细则_细则.pptx.hits.json,,
032_Desktop_2024模拟题_2024朝阳一模_其他材料_202404朝阳高三政治一模试卷讲评.pptx,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,True,.pptx,extracted,python_pptx,11895,14,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/032_Desktop_2024模拟题_2024朝阳一模_其他材料_202404朝阳高三政治一模试卷讲评.pptx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/032_Desktop_2024模拟题_2024朝阳一模_其他材料_202404朝阳高三政治一模试卷讲评.pptx.hits.json,,
033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,True,.pdf,extracted,pymupdf_text_plus_render,19324,41,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,
034_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,True,.docx,extracted,python_docx,3840,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/034_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/034_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx.hits.json,,
035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,/Users/wanglifei/GaokaoPolitics/2025各区模拟题/2025各区一模/2025顺义一模/2025北京顺义高三一模政治（教师版）.pdf,True,.pdf,extracted,pymupdf_text_plus_render,19324,41,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf.hits.json,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,
036_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx,/Users/wanglifei/GaokaoPolitics/2025各区模拟题/2025各区一模/2025顺义一模/顺义区2025届高三第一次模拟考试参考答案—评分细则.docx,True,.docx,extracted,python_docx,3840,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/036_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/036_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx.hits.json,,
