suite_id,suite_name,question_no,question_type,module,entry_kind,evidence_level,source_path,evidence_excerpt,material_trigger,knowledge_point,answer_landing,status,risk_note,_source_file
S001,2024海淀一模,choice-all,,全模块,,answer docx + formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024海淀一模.md,答案键可读：1B 2A 3C 4D 5C 6B 7C 8D 9B 10D 11C 12B 13A 14D 15A。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S002,2024西城一模,choice-all,,全模块,,answer docx + formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024西城一模.md,答案键可读：1C 2A 3D 4B 5B 6C 7A 8D 9D 10A 11B 12C 13B 14A 15C。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S003,2024东城一模,choice-all,,全模块,,cache metadata + rubric ppt,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024东城一模.md,Sources 标记试卷 PDF 和答案 PDF 为 rendered-ocr-needed，细则 PPT 可读但不能补出完整客观题 key。,,,,NEED_EVIDENCE,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S004,2024朝阳一模,choice-all,,全模块,,answer docx + lecture/rubric ppt,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024朝阳一模.md,答案表可读：1B 2C 3B 4A 5A 6B 7C 8D 9D 10C 11B 12C 13D 14A 15C。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S005,2024丰台一模,choice-all,,全模块,,paper+answer pdf text + formal scoring docx,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024丰台一模.md,答案表可读：1B 2D 3D 4C 5D 6B 7C 8D 9C 10A 11D 12A 13B 14B 15A。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S006,2024石景山一模,choice-all,,全模块,,teacher-version answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024石景山一模.md,教师版答案键可读：1C 2B 3D 4A 5C 6A 7B 8B 9C 10A 11D 12D 13B 14C 15C。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S007,2024门头沟一模,choice-all,,全模块,,classification bundle + scan-only supplemental,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__其他材料__202404各区一模试题分类_按模块.md; C:\bp_sync_visible\reports\overnight_2026-04-25\downloaded_evidence\2024_mentougou_yimo_with_answers.pdf,分类汇编可定位若干门头沟题；补源 PDF 存在但文本提取为 0 字，不能形成完整答案 key。,,,,NEED_EVIDENCE,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S008,2024海淀二模,choice-all,,全模块,,answer docx + formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024海淀二模.md,答案键可读：1C 2D 3C 4B 5A 6C 7D 8B 9D 10B 11A 12B 13A 14C 15D。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S009,2024西城二模,choice-all,,全模块,,answer docx + formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024西城二模.md,答案键可读：1B 2D 3D 4D 5C 6D 7A 8C 9B 10B 11B 12A 13C 14A 15C。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S010,2024东城二模,choice-all,,全模块,,cache metadata + formal subjective rubrics,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024东城二模.md,试卷/答案 PDF 为 rendered-ocr-needed；逐题阅卷总结可读但不能替代客观题完整 key。,,,,NEED_EVIDENCE,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S011,2024朝阳二模,choice-all,,全模块,,answer docx + formal rubric pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024朝阳二模.md,答案表可读：1B 2C 3B 4A 5D 6C 7D 8A 9D 10C 11B 12C 13B 14D 15D。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S012,2024丰台二模,choice-all,,全模块,,formal scoring docx + cache metadata,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024丰台二模.md,试卷 PDF 为 rendered-ocr-needed；细则 docx 可读，但缺完整客观题题干与答案 key。,,,,NEED_EVIDENCE,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S013,2024顺义思政二模,choice-all,,全模块,,reference answer / suite bundle,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024顺义思政二模.md,答案键可读：1D 2D 3C 4B 5B 6C 7C 8B 9A 10B 11A 12A 13B 14D 15A。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S014,2024海淀期中,choice-all,,全模块,,formal rubric pdf + incomplete paper text,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024海淀期中.md,试卷 PDF cache 文本约 470 字，未见完整选择题 key。,,,,NEED_EVIDENCE,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S015,2024朝阳期中,choice-all,,全模块,,formal review docx + scoring rtf + paper pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md,参考答案可读：1B 2D 3D 4C 5D 6B 7C 8D 9C 10A 11D 12A 13B 14B 15A。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S001,2024海淀一模,17(2),,逻辑与思维,,formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024海淀一模.md,细则列出各自功能定位和特色优势、共商合作大计、优势互补、在分析与综合的对立统一中把握发展特质。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S002,2024西城一模,17,,哲学与文化,,formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024西城一模.md,答案/补充提到生态价值观、人和自然生命共同体、人与自然和谐共生、实践与认识、规律与主观能动性。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S004,2024朝阳一模,18,,哲学与文化,,lecture scoring / rubric support,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024朝阳一模.md,参考答案明确：科学普及与科技创新同等重要；坚持“两点论”和“重点论”的统一，培养壮大科普人才队伍，改变重科研、轻科普。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S005,2024丰台一模,18(1),,哲学与文化,,formal scoring docx,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024丰台一模.md,参考答案：可以从联系、发展、矛盾、唯物史观等角度作答。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S008,2024海淀二模,16,,哲学与文化,,formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024海淀二模.md,答案：联系是普遍的；矛盾双方是对立统一的；人生价值要在个人与社会的统一中创造和实现。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S009,2024西城二模,17,,哲学与文化,,formal rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024西城二模.md,题干要求处理人与自然关系应避免人类中心主义；答案含生态价值观、人与自然生命共同体、规律与主观能动性。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S011,2024朝阳二模,16(2),,哲学与文化,,formal rubric pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024朝阳二模.md,答案写：可从物质与意识的辩证关系、矛盾的对立统一、联系、发展的观点、社会存在与社会意识的辩证关系等角度阐释。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S014,2024海淀期中,18,,哲学与文化,,formal rubric pdf,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024海淀期中.md,细则出现“辩证思维——两点与重点的统一”“知识的准确度”等评阅要求。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S015,2024朝阳期中,16,,哲学与文化,,formal marking report,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md,评标：社会存在决定社会意识；人民群众是社会历史的主体和创造者；社会基本矛盾；改革是社会主义社会发展的直接动力。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S015,2024朝阳期中,17,,哲学与文化,,formal marking report,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md,评标：文化6分+哲学2分；传承与创新农耕文明，结合时代需求进行转化与发展；保护传承、规范传播、创新发展。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S001,2024海淀一模,1,,文化,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024海淀一模.md,长征故事广为流传，长征精神已成为中国共产党人精神谱系中的宝贵财富；答案 B。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S004,2024朝阳一模,3,,哲学,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024朝阳一模.md,李保国、顾方舟、钟扬长期服务人民与国家；答案 B。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S004,2024朝阳一模,4,,哲学,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024朝阳一模.md,盐角草等优质“吃盐”植物降低盐碱地盐分；答案 A。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S005,2024丰台一模,1,,文化,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024丰台一模.md,长征活动材料和答案表显示第1题 B。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S006,2024石景山一模,12,,文化/经济,,teacher-version paper+answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024石景山一模.md,冰雪经济材料写文化、旅游、体育赛事、健康养老等相关产业与冰雪经济深度融合发展；答案 D。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S015,2024朝阳期中,1,,文化,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md,功勋模范人物忠诚、执着、朴实的优秀品格值得全党全国各族人民学习；答案 B。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S004,2024朝阳一模,4,,哲学,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024朝阳一模.md,C项写改良客观规律；D项写自然观发挥决定性作用；答案 A。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S006,2024石景山一模,12,,文化/经济,,teacher-version paper+answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024石景山一模.md,①需求创造供给；③优化营商环境、诚信经营；答案 D。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S005,2024丰台一模,1,,文化,,paper + answer key,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024丰台一模.md,②开启社会主义现代化建设新征程；④丰富长征精神的基本内容；答案 B。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S015,2024朝阳期中,17,,哲学与文化,,formal marking report,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md,评标指出学生易把题答成文化功能、传统文化当代价值，或只答世界观不答方法论。,,,,PASS,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S007,2024门头沟一模,subjective-all,,综合,,classification bundle + scan-only supplemental,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__其他材料__202404各区一模试题分类_按模块.md; C:\bp_sync_visible\reports\overnight_2026-04-25\downloaded_evidence\2024_mentougou_yimo_with_answers.pdf,分类汇编出现门头沟题目和参考答案方向；补源 PDF 扫描不可读。,,,,REFERENCE_ONLY,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S006,2024石景山一模,subjective-all,,综合,,teacher-version answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024石景山一模.md,教师版带答案可读，未见正式评分细则/阅卷/评标来源。,,,,REFERENCE_ONLY,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S013,2024顺义思政二模,subjective-all,,综合,,reference answer,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024顺义思政二模.md,文件名为细则，但正文主要为参考答案/答案示例，未见稳定分点评分细则。,,,,REFERENCE_ONLY,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2024_v6_audit_entries.csv
S016,2025海淀一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025海淀一模.md,可从矛盾分析法、实践与认识的关系、价值观等角度作答。,MBTI测试既能降低社交成本，也可能固化标签、放大群体极化。,矛盾分析法/一分为二,既看到测试工具的积极作用，也看到过度标签化的风险，防止片面化。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S016,2025海淀一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025海淀一模.md,可从矛盾分析法、实践与认识的关系、价值观等角度作答。,人的性格像河流一样不断流动、不断变化，16种字母组合不能完全呈现复杂性。,实践与认识/认识发展,认识人的性格要在真实交往和社会实践中不断修正，不能把测试结论绝对化。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S016,2025海淀一模,16,主观题,哲学,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025海淀一模.md,可从矛盾分析法、实践与认识的关系、价值观等角度作答。,测试标签会影响自我认识和交往方式。,价值判断与价值选择,使用测试要坚持正确价值导向，尊重人的丰富性和发展可能。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S017,2025西城一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md,可从知行关系、继承弘扬中华优秀传统文化等角度作答。,从诵读观看，到实地研学，再到校园诗经角和旅游路线设计。,知行统一/实践与认识,学习传统文化不能停留在文本记忆，要在实践体验和持续行动中深化理解。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
S017,2025西城一模,16,主观题,文化,material_to_rubric,formal-rubric,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md,可从知行关系、继承弘扬中华优秀传统文化等角度作答。,诗经主题研学把自然、民俗、历史背景与现代项目设计连起来。,中华优秀传统文化传承发展,通过创造性活动激活传统经典的当代表达，推动优秀传统文化活起来。,included,,C:\bp_sync_visible\reports\full_all_suites_independent_rerun_2026-04-29\worker_outputs\2025A_v6_audit_entries.csv
