material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_CC0025_2024_朝阳_二模_17_11,CC0025_2024_朝阳_二模_17,"王某每日接单量超过4 单 时享有加单奖励,出现接单量不足、无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。","王某每日接单量超过4 单 时享有加单奖励,出现接单量不足、无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_12,CC0025_2024_朝阳_二模_17,"2023 年3 月2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。","2023 年3 月2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。",,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_13,CC0025_2024_朝阳_二模_17,"王某认为其与甲公司之间实际上 已构成劳动关系,甲公司应当支付解除 劳动合同经济补偿,甲公司以双方是合 作关系为由拒绝,王某遂向仲裁委员会 申请仲裁。","王某认为其与甲公司之间实际上 已构成劳动关系,甲公司应当支付解除 劳动合同经济补偿,甲公司以双方是合 作关系为由拒绝,王某遂向仲裁委员会 申请仲裁。",,,,,劳动合同；经济补偿,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_14,CC0025_2024_朝阳_二模_17,【处理结果】 仲裁委员会裁决:甲公司向王某支付解除劳动合同经济补偿。,【处理结果】 仲裁委员会裁决:甲公司向王某支付解除劳动合同经济补偿。,,,,,劳动合同；经济补偿,carries 法律事实/规则信号,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0025_2024_朝阳_二模_17_15,CC0025_2024_朝阳_二模_17,[page 7] 高三思想政治 第7 页(共8 页),[page 7] 高三思想政治 第7 页(共8 页),,,,,,背景或价值铺垫,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_01,CC0026_2024_朝阳_二模_18,18. 5% 比上年增长 7. 1% 6. 0% 4. 2% 5. 4% 下列说法正确的是 ①提高经营净收入和财产净收入占比有助于缩小居民收入差距 ②转移净收入快速增长说明我国已建立起完善的社会保障制度 ③我国的个人收入分配制度是居民收入来源多样化的制度保障 ④推动农村土地经营权有序流转有助于优化农村居民收入结构 A. ①② B. ①④ C. ②③ D. ③④ 6. “商业航天”是指以市场为主导、具有商业盈利模式的航天活动。,18. 5% 比上年增长 7. 1% 6. 0% 4. 2% 5. 4% 下列说法正确的是 ①提高经营净收入和财产净收入占比有助于缩小居民收入差距 ②转移净收入快速增长说明我国已建立起完善的社会保障制度 ③我国的个人收入分配制度是居民收入来源多样化的制度保障 ④推动农村土地经营权有序流转有助于优化农村居民收入结构 A. ①② B. ①④ C. ②③ D. ③④ 6. “商业航天”是指以市场为主导、具有商业盈利模式的航天活动。,,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_02,CC0026_2024_朝阳_二模_18,"2023 年7 月,我国民 营商业航天企业自主研制的全球首枚液氧甲烷火箭成功发射,标志着我国运载火箭在 新型低成本液体推进剂应用方面取得突破,走过了从“0”到“1”的“拓荒”阶段,进入拼 硬实力的成长阶段。","2023 年7 月,我国民 营商业航天企业自主研制的全球首枚液氧甲烷火箭成功发射,标志着我国运载火箭在 新型低成本液体推进剂应用方面取得突破,走过了从“0”到“1”的“拓荒”阶段,进入拼 硬实力的成长阶段。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_03,CC0026_2024_朝阳_二模_18,"对此,下列选项正确的是 ①“商业航天”与“航天”两个概念是属种关系 ②我国商业航天的发展体现了事物发展过程中的渐进性与飞跃性 ③我国商业航天的发展应以航天“国家队”为主,坚持底线思维 ④不论是国有航天,还是民营航天,都是航天事业的重要组成部分 A. ①② B. ①③ C. ②④ D. ③④ [page 3] 高三思想政治 第3 页(共8 页) 7. 科学思维离不开逻辑。","对此,下列选项正确的是 ①“商业航天”与“航天”两个概念是属种关系 ②我国商业航天的发展体现了事物发展过程中的渐进性与飞跃性 ③我国商业航天的发展应以航天“国家队”为主,坚持底线思维 ④不论是国有航天,还是民营航天,都是航天事业的重要组成部分 A. ①② B. ①③ C. ②④ D. ③④ [page 3] 高三思想政治 第3 页(共8 页) 7. 科学思维离不开逻辑。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_04,CC0026_2024_朝阳_二模_18,"下列表述中,合乎逻辑的是 A. 自媒体是思想政治教育的工具, 自媒体也是娱乐的工具,所以,娱乐 工具都是思想政治教育的工具。","下列表述中,合乎逻辑的是 A. 自媒体是思想政治教育的工具, 自媒体也是娱乐的工具,所以,娱乐 工具都是思想政治教育的工具。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_05,CC0026_2024_朝阳_二模_18,B. 归纳推理是从个别性前提推出一 般性结论的推理。,B. 归纳推理是从个别性前提推出一 般性结论的推理。,,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_06,CC0026_2024_朝阳_二模_18,"我学过归纳推理,所 以,我能推出一般性结论和新知识体系。","我学过归纳推理,所 以,我能推出一般性结论和新知识体系。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_07,CC0026_2024_朝阳_二模_18,"C. 只有既弄清对象的性质,又了解 对象之间的关系,才能对对象有较为 全面的把握。","C. 只有既弄清对象的性质,又了解 对象之间的关系,才能对对象有较为 全面的把握。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_08,CC0026_2024_朝阳_二模_18,"我善于弄清对象的性 质,所以,我特别善于进行关系判断。","我善于弄清对象的性 质,所以,我特别善于进行关系判断。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_09,CC0026_2024_朝阳_二模_18,"D. 如果推理结构不正确,也就是 说,前提和结论的逻辑联系方式是错 误的,那么,尽管前提真实,也不能保 证推出正确的结论。","D. 如果推理结构不正确,也就是 说,前提和结论的逻辑联系方式是错 误的,那么,尽管前提真实,也不能保 证推出正确的结论。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_10,CC0026_2024_朝阳_二模_18,"8. 建设花园城市是国际一流的和谐宜居之都建设的内在要求,是全域森林城市、公园城 市的赓续发展,是建设美丽中国的北京方案。","8. 建设花园城市是国际一流的和谐宜居之都建设的内在要求,是全域森林城市、公园城 市的赓续发展,是建设美丽中国的北京方案。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_11,CC0026_2024_朝阳_二模_18,"推动首都花园城市建设 ①需要政府统筹城市公共空间一体化设计,塑造花园城市景观风貌 ②需要凝聚社会发展共识,合理匹配规划设计要求和居民愿景诉求 ③应突出规划引领,由基层党组织科学编制花园城市专项行动计划 ④提升了北京城市形象塑造能力,形成了我国国际交往空间新格局 A. ①② B. ①④ C. ②③ D. ③④ 9. 十四届全国人大代表建议的提交和办理呈现以下特点: 提得正 十四届全国人大一次会议期间,代表们提出的建议涉及加快构建新 发展格局、增进民生福祉、实施科教兴国战略等方面。","推动首都花园城市建设 ①需要政府统筹城市公共空间一体化设计,塑造花园城市景观风貌 ②需要凝聚社会发展共识,合理匹配规划设计要求和居民愿景诉求 ③应突出规划引领,由基层党组织科学编制花园城市专项行动计划 ④提升了北京城市形象塑造能力,形成了我国国际交往空间新格局 A. ①② B. ①④ C. ②③ D. ③④ 9. 十四届全国人大代表建议的提交和办理呈现以下特点: 提得正 十四届全国人大一次会议期间,代表们提出的建议涉及加快构建新 发展格局、增进民生福祉、实施科教兴国战略等方面。",,,,yes,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_12,CC0026_2024_朝阳_二模_18,办得准 代表建议交由204 家承办单位研究办理。,办得准 代表建议交由204 家承办单位研究办理。,,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_13,CC0026_2024_朝阳_二模_18,"继续实行“一人一函”、“一 件一函”反馈机制,逐一向提出建议的代表通报交办情况和办理结果。","继续实行“一人一函”、“一 件一函”反馈机制,逐一向提出建议的代表通报交办情况和办理结果。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_14,CC0026_2024_朝阳_二模_18,"落得实 在人大有力推动下,各承办单位把代表建议具体地、现实地体现到国 家机关各方面工作中,转化为促发展、惠民生、暖民心的实际举措。","落得实 在人大有力推动下,各承办单位把代表建议具体地、现实地体现到国 家机关各方面工作中,转化为促发展、惠民生、暖民心的实际举措。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_15,CC0026_2024_朝阳_二模_18,"督得严 召开代表建议办理推进会,督促承办单位按时保质完成办理任务;","督得严 召开代表建议办理推进会,督促承办单位按时保质完成办理任务;",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_16,CC0026_2024_朝阳_二模_18,"召开 代表建议办理工作座谈会,推动提高代表建议工作的质量和实效。","召开 代表建议办理工作座谈会,推动提高代表建议工作的质量和实效。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_17,CC0026_2024_朝阳_二模_18,"上述材料表明 ①人大代表行使质询权,推动建议督办提质增效 ②人大制定政策措施,解决人民群众切身利益问题 ③人大代表们积极建言献策,体现出高度的政治热情和责任担当 ④认真研究办理代表建议,是相关国家机关支持代表依法履职的必然要求 A. ①② B. ①④ C. ②③ D. ③④ 10. 北京“加梯地图(1. 0 版)”正式上线,居民可在线上一键申请加梯。","上述材料表明 ①人大代表行使质询权,推动建议督办提质增效 ②人大制定政策措施,解决人民群众切身利益问题 ③人大代表们积极建言献策,体现出高度的政治热情和责任担当 ④认真研究办理代表建议,是相关国家机关支持代表依法履职的必然要求 A. ①② B. ①④ C. ②③ D. ③④ 10. 北京“加梯地图(1. 0 版)”正式上线,居民可在线上一键申请加梯。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_18,CC0026_2024_朝阳_二模_18,"对符合加装电梯 条件的住宅单元,当“加梯地图”上表示同意的居民超过三分之二时,将优先列入各 区加梯计划。","对符合加装电梯 条件的住宅单元,当“加梯地图”上表示同意的居民超过三分之二时,将优先列入各 区加梯计划。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_19,CC0026_2024_朝阳_二模_18,"这一做法 A. 推进了廉洁政府建设,增强了百姓实现加梯意愿的便捷性 B. 转变了政府职能,保护了相邻不动产权利人合法权益 C. 提高了政府服务效能,有助于精准破解居民上下楼难题 D. 保障了居民决策权,调动了居民参与社区建设的积极性 [page 4] 高三思想政治 第4 页(共8 页) 11. 小李父母名下有一套房产,其母2018 年去世,未立遗嘱。","这一做法 A. 推进了廉洁政府建设,增强了百姓实现加梯意愿的便捷性 B. 转变了政府职能,保护了相邻不动产权利人合法权益 C. 提高了政府服务效能,有助于精准破解居民上下楼难题 D. 保障了居民决策权,调动了居民参与社区建设的积极性 [page 4] 高三思想政治 第4 页(共8 页) 11. 小李父母名下有一套房产,其母2018 年去世,未立遗嘱。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_20,CC0026_2024_朝阳_二模_18,"小李的外祖父母2020 年去 世,舅舅在世。","小李的外祖父母2020 年去 世,舅舅在世。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_21,CC0026_2024_朝阳_二模_18,"小李父亲2022 年去世,去世前立下遗嘱,将名下房产由小李继承。","小李父亲2022 年去世,去世前立下遗嘱,将名下房产由小李继承。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_22,CC0026_2024_朝阳_二模_18,"此 后,小李携父亲遗嘱到公证处,欲办理该套房产的继承手续。","此 后,小李携父亲遗嘱到公证处,欲办理该套房产的继承手续。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_23,CC0026_2024_朝阳_二模_18,"对此,下列说法正确的是 ①小李父亲拥有的房产份额按照遗嘱全部由小李继承 ②小李无需取得其舅舅的同意,就可以取得该房产的全部产权 ③小李母亲去世后,其名下房产份额依法定继承规定,一般应当均等分配 ④小李外祖父母去世后,小李以第二顺序继承人身份可继承相应房产份额 A. ①② B. ①③ C. ②④ D. ③④ 12. 刘某和张某在某场地进行羽毛球比赛。","对此,下列说法正确的是 ①小李父亲拥有的房产份额按照遗嘱全部由小李继承 ②小李无需取得其舅舅的同意,就可以取得该房产的全部产权 ③小李母亲去世后,其名下房产份额依法定继承规定,一般应当均等分配 ④小李外祖父母去世后,小李以第二顺序继承人身份可继承相应房产份额 A. ①② B. ①③ C. ②④ D. ③④ 12. 刘某和张某在某场地进行羽毛球比赛。",,,,,法定继承,carries 法律事实/规则信号,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0026_2024_朝阳_二模_18_24,CC0026_2024_朝阳_二模_18,"比赛中刘某举拍防守未果,被羽毛球击中右 眼,右眼视力受损严重。","比赛中刘某举拍防守未果,被羽毛球击中右 眼,右眼视力受损严重。",,,,,,背景或价值铺垫,F0016:page 3 | F0017:text | F0018:page 2 | F0018:page 7 | F0241:page 2 | F0241:page 7 | F0242:text | F0243:page 3,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_01,CC0045_2024_海淀_二模_19,19．（6 分）遗赠扶养协议纠纷案宣判。,19．（6 分）遗赠扶养协议纠纷案宣判。,,,,yes,扶养；遗赠,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_02,CC0045_2024_海淀_二模_19,【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终；,【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终；,,,,,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_03,CC0045_2024_海淀_二模_19,曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。,曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。,,,,,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_04,CC0045_2024_海淀_二模_19,此后，某居委会按照 约定履行扶养义务。,此后，某居委会按照 约定履行扶养义务。,,,,,扶养,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_05,CC0045_2024_海淀_二模_19,曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。,曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。,,,,yes,遗产,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_06,CC0045_2024_海淀_二模_19,该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效；,该居委 会遂将曹某的四个子女等人诉至法院，请求判令：（1）确认某居委会与曹某签订的协议有效；,,,,yes,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_07,CC0045_2024_海淀_二模_19,（2） 曹某名下的房屋、股权、现金、存款归某居委会所有。,（2） 曹某名下的房屋、股权、现金、存款归某居委会所有。,,,,,,背景或价值铺垫,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
M_CC0045_2024_海淀_二模_19_08,CC0045_2024_海淀_二模_19,【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议；,【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议；,,,,,扶养；遗赠,carries 法律事实/规则信号,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_sentence_split_from_text_layer
