final_status,module,subsection,core_point,source_label,card_id,evidence_status,paper_found,rubric_found,prompt_check,answer_check,core_heading_note,qa_flags,card_path
PASS,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026_丰台_一模_Q19,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_丰台_一模_Q19.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2025丰台期末Q20,2025_丰台_期末_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_期末_Q20.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2026延庆一模Q19(2),2026_延庆_一模_Q19_2,RAW_CARD_READY,YES,YES,PARTIAL,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2026石景山二模Q18,2026_石景山_二模_Q18,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2025东城二模Q20,2025_东城_二模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_二模_Q20.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2026顺义一模Q20,2026_顺义_一模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_顺义_一模_Q20.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2024朝阳二模Q20,2024_朝阳_二模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_二模_Q20.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2026海淀二模Q20(2),2026_海淀_二模_Q20_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_海淀_二模_Q20_2.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2024西城二模Q19,2024_西城_二模_Q19,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q19.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2025延庆一模Q20(2),2025_延庆_一模_Q20_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md
PASS,理论,合作,国家间共同利益是国家合作的基础,2026朝阳期末Q20,2026_朝阳_期末_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2024西城一模Q19(6),2024_西城_一模_Q19_6,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_一模_Q19_6.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2024顺义思政二模Q19(2),2024_顺义_二模_Q19_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_顺义_二模_Q19_2.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2024西城二模Q17,2024_西城_二模_Q17,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q17.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2026朝阳一模Q20,2026_朝阳_一模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2025东城一模Q21,2025_东城_一模_Q21,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q21.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2026石景山二模Q18,2026_石景山_二模_Q18,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md
PASS,理论,合作,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,2025房山一模Q18(2),2025_房山_一模_Q18_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_房山_一模_Q18_2.md
PASS,理论,合作,科教兴国战略与人才强国战略（人才与国际竞争力）,2025东城一模Q21,2025_东城_一模_Q21,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_一模_Q21.md
PASS,理论,合作,科教兴国战略与人才强国战略（人才与国际竞争力）,2024西城二模Q17,2024_西城_二模_Q17,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q17.md
PASS,理论,合作,科教兴国战略与人才强国战略（人才与国际竞争力）,2026朝阳期中Q17,2026_朝阳_期中_Q17,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2025海淀期中Q21(2),2025_海淀_期中_Q21_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_海淀_期中_Q21_2.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2025东城期末Q20,2025_东城_期末_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2026朝阳期末Q20,2026_朝阳_期末_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2024西城二模Q17,2024_西城_二模_Q17,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_二模_Q17.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2025朝阳期末Q21,2025_朝阳_期末_Q21,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_朝阳_期末_Q21.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2024顺义思政二模Q19(2),2024_顺义_二模_Q19_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_顺义_二模_Q19_2.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2026朝阳期中Q17,2026_朝阳_期中_Q17,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2024西城一模Q19(6),2024_西城_一模_Q19_6,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_西城_一模_Q19_6.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2026石景山二模Q18,2026_石景山_二模_Q18,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_石景山_二模_Q18.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2026延庆一模Q19(2),2026_延庆_一模_Q19_2,RAW_CARD_READY,YES,YES,PARTIAL,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_延庆_一模_Q19_2.md
PASS,理论,合作,维护国家利益是主权国家对外活动的出发点和落脚点,2025延庆一模Q20(2),2025_延庆_一模_Q20_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_延庆_一模_Q20_2.md
PASS,经济全球化,国：成员国和相关国家发展,共享经济全球化成果，促进世界经济共同繁荣,2026朝阳期末Q20,2026_朝阳_期末_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期末_Q20.md
PASS,经济全球化,国：成员国和相关国家发展,共享经济全球化成果，促进世界经济共同繁荣,2024朝阳期中Q20(3),2024_朝阳_期中_Q20_3,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md
PASS,经济全球化,国：成员国和相关国家发展,共享经济全球化成果，促进世界经济共同繁荣,2026门头沟一模Q20,2026_门头沟_一模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_门头沟_一模_Q20.md
PASS,经济全球化,国：成员国和相关国家发展,处理好自力更生和对外开放的关系，参与经济全球化和国际分工,2026朝阳期中Q17,2026_朝阳_期中_Q17,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_期中_Q17.md
PASS,经济全球化,国：成员国和相关国家发展,处理好自力更生和对外开放的关系，参与经济全球化和国际分工,2026东城一模Q19(3),2026_东城_一模_Q19_3,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_东城_一模_Q19_3.md
PASS,经济全球化,国：成员国和相关国家发展,促进全球资源优化配置和国际贸易发展,2025东城期末Q20,2025_东城_期末_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_东城_期末_Q20.md
PASS,经济全球化,国：成员国和相关国家发展,促进全球资源优化配置和国际贸易发展,2024朝阳期中Q20(3),2024_朝阳_期中_Q20_3,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_朝阳_期中_Q20_3.md
PASS,经济全球化,国：成员国和相关国家发展,促进全球资源优化配置和国际贸易发展,2024海淀一模Q18(1),2024_海淀_一模_Q18_1,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2024_海淀_一模_Q18_1.md
PASS,经济全球化,国：成员国和相关国家发展,促进全球资源优化配置和国际贸易发展,2026朝阳一模Q20,2026_朝阳_一模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,CONTAINER_HEADING_NOT_LITERAL,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md
PASS,经济全球化,国：成员国和相关国家发展,对最不发达国家实行零关税，推动普惠包容的经济全球化,2025西城二模Q19(2),2025_西城_二模_Q19_2,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_西城_二模_Q19_2.md
PASS,经济全球化,国：成员国和相关国家发展,推进贸易和投资自由化便利化,2026朝阳一模Q20,2026_朝阳_一模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2026_朝阳_一模_Q20.md
PASS,经济全球化,国：成员国和相关国家发展,推进贸易和投资自由化便利化,2025丰台一模Q20,2025_丰台_一模_Q20,RAW_CARD_READY,YES,YES,EXACT,PARTIAL,,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/27_from_zero_source_locked_rebuild_20260531/02_source_cards/raw_cards/2025_丰台_一模_Q20.md
