question,bucket,core,atom_id,scoring_position,evidence_level,status,source_boundary,source_refs
2026朝阳一模 Q20,经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,ATOM-C10,第20题第③点发展潜力角度1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026朝阳一模 Q20,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-C05,第20题第③点发展潜力角度1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026朝阳一模 Q20,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-C07,朝阳第20题第③点1分,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f
2026朝阳一模 Q20,经济全球化,推动贸易和投资自由化便利化,ATOM-C06,第20题第③点发展潜力角度1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026朝阳一模 Q20,政治多极化,共商共建共享的全球治理观,ATOM-C09,第20题第③点发展潜力角度1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026朝阳一模 Q20,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-C08,朝阳第20题第③点1分,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f
2026朝阳一模 Q20,中国,国际发展合作、南南合作与“小而美”项目,ATOM-C03,第20题第②点1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026朝阳一模 Q20,中国,推动构建人类命运共同体,ATOM-C04,第20题第②点1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026朝阳一模 Q20,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,ATOM-C02,第20题第②点1分,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_docx,2026朝阳一模_Q20_SRC_ebbe85a1ee6f;2026朝阳一模_Q20_SRC_fd08ca4014c0
2026顺义一模 Q20,时代背景,和平与发展仍是时代主题,ATOM-C11,顺义第20题国际政治角度,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026顺义一模_Q20_SRC_8d2be8df9cad
2026顺义一模 Q20,理论,国家间共同利益是国家合作的基础,ATOM-C12,幻灯片9共同利益1分必答,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_pptx,2026顺义一模_Q20_SRC_8d2be8df9cad;2026顺义一模_Q20_SRC_1da70413b2d1
2026顺义一模 Q20,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-C07,顺义第20题国际经济角度,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026顺义一模_Q20_SRC_8d2be8df9cad
2026顺义一模 Q20,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-C08,顺义第20题国际政治角度,P0_formal_scoring_rule,candidate_with_fixes,mixed_formal_docx_pptx,2026顺义一模_Q20_SRC_8d2be8df9cad
2026顺义一模 Q20,中国,推动构建人类命运共同体,ATOM-C13,幻灯片9国际政治3分同一评分功能位,P0_formal_scoring_rule,candidate_with_fixes,formal_scoring_pptx,2026顺义一模_Q20_SRC_8d2be8df9cad;2026顺义一模_Q20_SRC_1da70413b2d1
2025海淀二模 Q21,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,ATOM-C18,联合国需要中国第3点1分,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036
2025海淀二模 Q21,联合国,《联合国宪章》宗旨和原则,ATOM-C17,联合国需要中国第2点1分,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036
2025海淀二模 Q21,联合国,以联合国为核心的国际体系、联合国作用与中国的联合国身份,ATOM-C14,中国需要联合国第1点2分任意两条,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036;2025海淀二模_Q21_SRC_203635b75b25
2025海淀二模 Q21,联合国,联合国对中国的对外开放和现代化事业作出了独特贡献，成为中国开展多边合作的主要舞台,ATOM-C15,中国需要联合国第2点1分,P1_structured_scoring_answer_plus_P0_marking_record_support,candidate_with_fixes,structured_scoring_answer_docx_plus_marking_record,2025海淀二模_Q21_SRC_05a280b2e00d;2025海淀二模_Q21_SRC_5b0f1d77d036
2026西城期末 Q20,时代背景,和平与发展仍是时代主题,ATOM-D03,角度二“为什么参与”4选3第1项1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2026西城期末 Q20,理论,国家间共同利益是国家合作的基础,ATOM-D04,角度二“为什么参与”4选3第2项1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2026西城期末 Q20,政治多极化,共商共建共享的全球治理观,ATOM-D05,角度二“为什么参与”4选3第3项1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2026西城期末 Q20,中国,中国作为负责任大国积极参与全球气候治理,ATOM-D01,角度一“中国实践是什么”第1点1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2026西城期末 Q20,中国,自觉履行国际义务，遵循国际法，承担国际责任,ATOM-D06,角度二“为什么参与”4选3第4项1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2026西城期末 Q20,中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,ATOM-D09,角度三“效果怎么样”第3点1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2026西城期末 Q20,联合国,在联合国和《巴黎协定》框架下维护多边气候治理机制，推动全球治理体系完善,ATOM-D08,角度三“效果怎么样”第2点1分,P0_formal_scoring_rule_visual,candidate_with_fixes,formal_scoring_pdf_visual_prompt_support_separate,2026西城期末_Q20_SRC_0eccc84583b5
2024海淀一模 Q18(1),经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-E02,Q18(1)措施加知识替代表,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024海淀一模_Q18_SRC_24a14c0c2355;2024海淀一模_Q18_SRC_22a9fc350542
2024海淀一模 Q18(1),经济全球化,推动贸易和投资自由化便利化,ATOM-E01,Q18(1)措施加知识替代表,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024海淀一模_Q18_SRC_24a14c0c2355;2024海淀一模_Q18_SRC_22a9fc350542
2026海淀一模 Q20,经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-E03,Q20结构化答案第1层,P1_structured_answer_in_scoring_file_plus_P3_visual_prompt,candidate_with_fixes,structured_answer_pdf_plus_visual_prompt_support,2026海淀一模_Q20_SRC_14176e949dd0;2026海淀一模_Q20_SRC_184e191a3ddd
2026海淀一模 Q20,经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-E04,Q20结构化答案第2层,P1_structured_answer_in_scoring_file_plus_P3_visual_prompt,candidate_with_fixes,structured_answer_pdf_plus_visual_prompt_support,2026海淀一模_Q20_SRC_14176e949dd0;2026海淀一模_Q20_SRC_184e191a3ddd
2026西城一模 Q20(2),经济全球化,促进生产要素全球流动、资源优化配置、优势互补和国际分工合作,ATOM-XC02,产业链供应链3分中的前两层,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175
2026西城一模 Q20(2),经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-XC03,综合对区域1分替代表述,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175
2026西城一模 Q20(2),经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-XC04,综合对世界1分同槽表述,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175
2026西城一模 Q20(2),经济全球化,推动贸易和投资自由化便利化,ATOM-XC01,标准规则2分中的两层,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2026西城一模_Q20_SRC_e28c940953ba;2026西城一模_Q20_SRC_5447227f6175
2025西城一模 Q21(1),理论,国家间共同利益是国家合作的基础,ATOM-XC05,总体解释2分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b
2025西城一模 Q21(1),中国,贡献中国智慧、中国方案、中国力量与全球倡议体系,ATOM-XC06,对世界的意义2分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b
2025西城一模 Q21(2),经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-XC07,举例说明2分中的说明1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城一模_Q21_SRC_6ea5462e02af;2025西城一模_Q21_SRC_062e7a5c776b
2025西城二模 Q19(2),经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-XC09,世界意义2分任意点,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城二模_Q19_SRC_7e4a722d6d9e;2025西城二模_Q19_SRC_62207119d52d
2025西城二模 Q19(2),中国,国际发展合作、南南合作与“小而美”项目,ATOM-XC08,中国担当3分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025西城二模_Q19_SRC_7e4a722d6d9e;2025西城二模_Q19_SRC_62207119d52d
2025西城期末 Q20(2),时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,ATOM-XC11,市场多元化和走出去角度,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025西城期末_Q20_SRC_f548fe634936;2025西城期末_Q20_SRC_3b9cf3beca8e
2025西城期末 Q20(2),经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-XC10,利用规则维权角度,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025西城期末_Q20_SRC_f548fe634936;2025西城期末_Q20_SRC_3b9cf3beca8e
2024西城二模 Q19,时代背景,和平与发展仍是时代主题,ATOM-XC12,第一句1分多选一,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b
2024西城二模 Q19,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-XC13B,第二句多选二每点2分中的国际秩序和民主化组,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b
2024西城二模 Q19,中国,推动构建人类命运共同体,ATOM-XC13A,第二句多选二每点2分中的人类命运共同体超越逻辑组,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城二模_Q19_SRC_ecba6fd5969d;2024西城二模_Q19_SRC_f9754eb81c9b
2024西城一模 Q19(6),理论,当前国际竞争的实质是以经济和科技实力为基础的综合国力较量,ATOM-XC15,挑战2分多选一,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3
2024西城一模 Q19(6),经济全球化,充分利用国内国际两个市场、两种资源，增强国内国际循环联动,ATOM-XC14,机遇2分多选一,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3
2024西城一模 Q19(6),经济全球化,建设开放型世界经济，参与全球经济治理和规则制定,ATOM-XC16,助推作用6分多选三中的规则话语权点,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2024西城一模_Q19_SRC_461b3fdcd830;2024西城一模_Q19_SRC_359083f91cd3
2026东城期末 Q20,政治多极化,共商共建共享的全球治理观,ATOM-DC02,四大倡议4分中的发展倡议1分,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6
2026东城期末 Q20,中国,推动构建人类命运共同体,ATOM-DC01,学理层面总句,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6
2026东城期末 Q20,中国,推动构建人类命运共同体,ATOM-DC03,四大倡议4分中的安全倡议1分,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6
2026东城期末 Q20,中国,推动构建人类命运共同体,ATOM-DC04,四大倡议4分中的文明倡议1分,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6
2026东城期末 Q20,中国,推动构建人类命运共同体,ATOM-DC05,四大倡议4分中的治理倡议1分,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6
2026东城期末 Q20,中国,推动构建人类命运共同体,ATOM-DC06,系统推动2分和实践层面1分,P0_formal_scoring_rule_pptx,candidate_with_fixes,formal_scoring_pptx_with_paper_text_support,2026东城期末_Q20_SRC_88c6e8f353db;2026东城期末_Q20_SRC_9aba5c7460e6
2024东城二模 Q20,时代背景,在动荡变化的时代为国际社会注入稳定性和确定性,ATOM-DC08,阅卷总结总论1分中的现实意义,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT
2024东城二模 Q20,中国,推动构建人类命运共同体,ATOM-DC07A,全球发展倡议2分 路径1分+效果1分,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT
2024东城二模 Q20,中国,推动构建人类命运共同体,ATOM-DC07C,全球文明倡议2分 路径1分+效果1分,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT
2024东城二模 Q20,联合国,《联合国宪章》宗旨和原则,ATOM-DC07B,全球安全倡议2分 路径1分+效果1分,P0_marking_summary_docx_with_visual_paper_prompt,candidate_with_fixes,P0_marking_summary_plus_visual_prompt,2024东城二模_Q20_SRC_593d33b50bbf;2024东城二模_Q20_PAPER_VISUAL_CURRENT
2025东城二模 Q20,政治多极化,世界多极化深入发展与平等有序的世界多极化,ATOM-DC09,第一层背景2分及替代表述1分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8
2025东城二模 Q20,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-DC11,第三层行动2分及替代表述,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8
2025东城二模 Q20,中国,推动构建人类命运共同体,ATOM-DC10,第二层精神4分中的两点,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城二模_Q20_SRC_bd8e9436f81d;2025东城二模_Q20_SRC_e1c925184ab8
2025东城一模 Q20,理论,国家间共同利益是国家合作的基础,ATOM-DC12,第一层4分中的共同利益2分及替代,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078
2025东城一模 Q20,经济全球化,推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,ATOM-DC13,第一层4分中的经济全球化方向2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078
2025东城一模 Q20,政治多极化,推动国际关系民主化，坚持真正的多边主义，推动国际秩序朝公正合理方向发展,ATOM-DC14,第二层2分及替代,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078
2025东城一模 Q20,中国,推动构建人类命运共同体,ATOM-DC15,第三层2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城一模_Q20_SRC_d39f12bd12f3;2025东城一模_Q20_SRC_da5883631078
2025东城期末 Q20,时代背景,全球性挑战、逆全球化、保护主义和治理赤字凸显,ATOM-DC17,第二层批判欧盟行为2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9
2025东城期末 Q20,经济全球化,中国新能源汽车发展促进资源优化配置和国际贸易，让经济全球化更有活力,ATOM-DC16,第一层中国贡献2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9
2025东城期末 Q20,中国,坚定维护本国利益，坚持互利共赢、和平谈判并推动贸易自由便利,ATOM-DC18,第三层我国态度和做法2分,P0_formal_scoring_rule_pdf_text,candidate_with_fixes,formal_scoring_pdf_with_paper_text_support,2025东城期末_Q20_SRC_f5c5ada09871;2025东城期末_Q20_SRC_8ab211d978d9
2025朝阳二模 Q21,理论,国家间共同利益是国家合作的基础,ATOM-CY02,区域发展需要第1点1分,P0_formal_scoring_rule_text,candidate_with_fixes,formal_scoring_docx_with_paper_text_support,2025朝阳二模_Q21_SRC_436f84dc1edf;2025朝阳二模_Q21_SRC_d411e2158d47
