question_id,year,district,exam_stage,question_no,evidence_status,a_axis_primary,a_axis_secondary_status,a_axis_adjudication_note,b_axis,old_v12_2_entry,prompt_action,legal_relationship_trigger,material_core,material_trigger,rubric_scoring_anchor,proposition_path,answer_skeleton,student_warning,has_secondary_axis,source_check_state,source_check_decision,guardrail,framework_version,v13_7_a_tool_note,v13_7_b_tool_note,v13_10_framework_gate,v13_10_delivery_patch,v14_material_enrichment,v14_rubric_enrichment,v14_material_core_original,v14_rubric_anchor_original,v14_4_gpt_patch_status,v14_4_effective_b_axis,v14_4_gpt_patch_note
CC0019_2024_朝阳_一模_19,2024,朝阳,一模,19,PASS,A4_合同,有：A9_消费者权益与经营者义务,合同欠款和诚信履行是主轴，商户信用与消费信心为副轴。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,结合材料，运用《法律与生活》知识，分析诚信原则对促进社会主义市场经济健康发展的积极作用。,要约承诺、合同成立生效、履行、违约、格式条款、免责、解除、损害赔偿。,民法典第七条确立诚信原则。镜头一：A公司依约供货，B公司长期拖欠货款，法院判令B公司付清欠款并支付逾期违约金。镜头二：购物中心用“码上诚信”公开商户信用信息，消费者因商家信用、商品质量和售后服务而放心消费。,B公司收货后长期拖欠货款 → 合同当事人应按约全面履行、遵循诚信原则 → 规范民事主体行为，维护守约方合法权益；法院判令支付欠款和违约金 → 司法可依据诚信原则定分止争 → 维护公平正义和诚信市场秩序；“码上诚信”公开商户信用信息、消费者放心消费 → 经营者依法诚信经营 → 保护消费者合法权益，促进守法诚信经营者发展,先写民法典诚信原则是社会主义市场经济中民事活动的重要规则。 / 再用合同拖欠货款说明诚信原则约束合同履行、保护守约方。 / 最后用码上诚信说明经营者诚信经营能保护消费者权益、维护健康市场秩序。,先定A4_合同，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,先写民法典诚信原则是社会主义市场经济中民事活动的重要规则。 / 再用合同拖欠货款说明诚信原则约束合同履行、保护守约方。 / 最后用码上诚信说明经营者诚信经营能保护消费者权益、维护健康市场秩序。,只写道德诚信；只写全面依法治国；乱套消费者欺诈和惩罚性赔偿,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先判断合同成立和履行，再写违约责任；有侵权损害时，合同链和侵权链分开落点。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0245_2026_东城_期中_18_2,2026,东城,期中,18,PASS,A4_合同,有：A6_侵权责任;A10_多元纠纷解决与诉讼程序,无人机瑕疵买卖可走违约或侵权，合同请求权是主轴。,B6_调解/维权/纠纷解决路径,E6_调解维权纠纷解决证据路径,维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作？,要约承诺、合同成立生效、履行、违约、格式条款、免责、解除、损害赔偿。,陈某邮件表示急需购买A型号无人机，刘某回复全新原装15000元，陈某转账；刘某误寄内部结构受损的展示机。陈某首次使用时无人机因损伤失控坠毁，砸伤手臂并造成医疗费和误工损失；双方协商未果。,双方协商未果 → 不能再只写协商，可选择调解、仲裁或诉讼 → 维权路径要具体且合法；邮件、回复、转账、交付展示机 → 合同和订单证据 → 证明交易存在和刘某交付不符合约定；无人机失控坠毁、手臂受伤、医疗费和误工损失 → 损害事实、因果关系和损失证据 → 为违约责任或侵权责任请求做准备,先选路径：调解、仲裁或诉讼，协商未果后路径要升级。 / 再备证据：合同订单、邮件转账、无人机故障、伤害和损失、因果关系。 / 最后明诉求：可主张违约责任或侵权责任，提出退费、医疗费、误工损失等合理请求。,先定A4_合同，再按B6_调解/维权/纠纷解决路径作答；v12.2路径：纠纷事实 -> 权利受损或争议焦点 -> 路径/主体/证据 -> 救济方案。,先选路径：调解、仲裁或诉讼，协商未果后路径要升级。 / 再备证据：合同订单、邮件转账、无人机故障、伤害和损失、因果关系。 / 最后明诉求：可主张违约责任或侵权责任，提出退费、医疗费、误工损失等合理请求。,直接写上诉；对刘某提行政诉讼；只罗列违约事实不归纳证据类型,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先判断合同成立和履行，再写违约责任；有侵权损害时，合同链和侵权链分开落点。,维权路径题写清主体、证据、协商/调解/仲裁/诉讼路径、请求内容和程序边界。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B6_调解/维权/纠纷解决路径,global_patch_applied
CC0137_2025_昌平_二模_20,2025,昌平,二模,20,PASS,A5_知识产权与竞争秩序,有：A4_合同,AI 图片著作权是第一内容轴，信用卡领用合同作第二格。,B1_表格/裁判要点/补链,E1_表格裁判要点补链,阅读材料，运用《法律与生活》知识，完成裁判理由。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,（1）李某使用 AI 绘图软件制作图片，加“AI 绘画”等标签发布；刘某未经许可拿来配图并抹去水印；法院支持李某诉讼请求。（2）小王申请开通信用卡，声明已阅览申请材料并愿意遵守领用合约；使用信用卡透支消费后未按约还款；银行诉至法院；法院判决小王偿还本金和利息。,AI 不能成为著作权主体，但李某使用 AI 形成具备智力成果和独创性的图片 → 受著作权法保护 → AI 格先判主体与作品保护；刘某未经许可使用并抹去水印 → 侵犯信息网络传播权/署名权 → 应承担侵权责任；小王真实意思表示申请信用卡并同意合约，合同有效；透支后拒不还款 → 构成违约 → 偿还本金和利息,AI 格：AI 不是著作权主体，但李某使用 AI 形成的独创性智力成果受保护；刘某未经许可使用并抹水印，侵犯著作权，应担责。 / 信用卡格：双方信用卡领用合约合法有效，小王透支后未按约还款，违反诚信和全面履行原则，应承担违约责任。 / 裁判理由题是一格一链，不能把两个格子糊成一个创新题。,先定A5_知识产权与竞争秩序，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,AI 格：AI 不是著作权主体，但李某使用 AI 形成的独创性智力成果受保护；刘某未经许可使用并抹水印，侵犯著作权，应担责。 / 信用卡格：双方信用卡领用合约合法有效，小王透支后未按约还款，违反诚信和全面履行原则，应承担违约责任。 / 裁判理由题是一格一链，不能把两个格子糊成一个创新题。,平台用工；消费者欺诈；公共场所侵权；动物侵权；只写创新价值,yes,formal_locked,KEEP_CORE,CC0137 only supports one-grid-one-chain table reasoning: AI copyright grid and credit-card contract grid. Do not expand into a general AI innovation trunk.,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,表格题先读原列名；看不清时默认“材料事实|法律关系和要件|裁判要点/责任”。一行只写一条法律链，多案例分行，先总入口后行内入口。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B1_表格/裁判要点/补链,global_patch_applied
CC0157_2025_朝阳_期末_20,2025,朝阳,期末,20,PASS,A5_知识产权与竞争秩序,有：A6_侵权责任;A9_消费者权益与经营者义务,数据抓取不正当竞争是主要法益，旅游安全保障以侵权责任承接。,B1_表格/裁判要点/补链,E1_表格裁判要点补链,了解案件，分析事实，印证法理，参考示例，完成下表。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,案例二：丙公司通过电子地图数据、用户出行数据和实时交通信息，经算法形成“拥堵延时指数”；丁公司用变换IP、伪造浏览器标识等手段抓取数据，并在付费软件中商业化使用。案例三：甲购买旅游门票参加“摇摆桥”，工作人员过度摇晃桥面致甲摔伤住院并构成伤残，甲起诉旅游公司赔偿。,丁公司变换IP、伪造浏览器标识抓取“拥堵延时指数”并商业化使用 → 违反反不正当竞争法、损害数据产品权益和市场秩序 → 停止使用、消除影响、赔偿损失；旅游公司工作人员过度摇晃桥面致游客摔伤 → 未尽安全保障义务，行为与损害有因果关系 → 旅游公司承担侵权责任或违约责任并赔偿损失；游客是完全民事行为能力人且参与风险项目 → 自身安全注意义务也进入责任衡量 → 可按过错程度分担责任,案件二按“不正当手段抓取数据—不正当竞争—停止侵害赔偿”写。 / 案件三按“安全保障义务—过错和因果—侵权/违约责任”写。 / 如果写责任范围，要记得游客自身注意义务可能影响分担。,先定A5_知识产权与竞争秩序，再按B1_表格/裁判要点/补链作答；v12.2路径：形式触发 -> 一格一链 -> 法律关系/法律要件 -> 格内结论。,案件二按“不正当手段抓取数据—不正当竞争—停止侵害赔偿”写。 / 案件三按“安全保障义务—过错和因果—侵权/违约责任”写。 / 如果写责任范围，要记得游客自身注意义务可能影响分担。,把数据产品写成著作权；只写旅游公司有合同；忽略游客自身注意义务,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,表格题先读原列名；看不清时默认“材料事实|法律关系和要件|裁判要点/责任”。一行只写一条法律链，多案例分行，先总入口后行内入口。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B1_表格/裁判要点/补链,global_patch_applied
CC0206_2025_西城_期末_19,2025,西城,期末,19,PASS,A5_知识产权与竞争秩序,有：A9_消费者权益与经营者义务,标识混淆、商标抢注和虚假宣传指向知识产权与竞争秩序。,B2_判决/裁判/责任理由,E2_判决裁判责任理由,“唤醒词”亦受法律保护，请运用法律知识分析法院的判决。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,M公司推出“小爱同学”智能语音设备后，“小爱同学”作为唤醒词和商品名称已有较高影响。陈某抢先在不同商品类别申请相关商标，并与Y公司在手表、闹钟等商品上使用“小爱同学”商标、发布宣传文章。M公司起诉，法院认定受反不正当竞争法保护，判停止侵权并赔偿。,“小爱同学”唤醒词和商品名称已有影响力 → 可受反不正当竞争法保护 → 不是普通流行词任意抢注；陈某抢先大量注册相关商标，并与Y公司在同类商品上使用宣传 → 容易造成混淆并有引人误解宣传 → 构成不正当竞争，违背诚信原则；法院判停止侵权、赔偿损失 → 规制权利滥用和恶意抢注 → 保护科技企业品牌商誉和数字经济秩序,先说明“小爱同学”已经形成一定影响，应受反不正当竞争法保护。 / 再结合抢注、使用、宣传说明混淆和虚假宣传。 / 最后写判决制止不正当竞争，保护创新企业商誉，维护数字经济秩序。,先定A5_知识产权与竞争秩序，再按B2_判决/裁判/责任理由作答；v12.2路径：裁判对象 -> 法律关系 -> 要件/过错/程序/责任 -> 裁判结论与边界。,先说明“小爱同学”已经形成一定影响，应受反不正当竞争法保护。 / 再结合抢注、使用、宣传说明混淆和虚假宣传。 / 最后写判决制止不正当竞争，保护创新企业商誉，维护数字经济秩序。,只写商标权归属；只写保护创新；把唤醒词当人格权,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,判决/责任理由题按“法律关系 -> 规则 -> 事实 -> 裁判结论 -> 边界或责任分担”写，不要先写意义价值。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B2_判决/裁判/责任理由,global_patch_applied
CC0238_2026_东城_二模_19,2026,东城,二模,19,PASS,A5_知识产权与竞争秩序,有：A9_消费者权益与经营者义务;A8_劳动关系,Round05采纳：乙公司商业诋毁/不正当竞争是主链，张某违规签约进入劳动纪律副链；A9只保留经营者义务边界。,B4_评析/认识/观点,E4_评析认识谈看法,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。,商业诋毁、不正当竞争、经营者规范、劳动纪律和职业诚信。,19．（8分）法治是最好的营商环境。大健康产业蓬勃发展，需要企业规范深耕。 甲公司开拓新领域，打造“中药＋餐饮＋健康检测”一站式新型养生空间。为加速项目落地，甲公司开启对外招商，锁定乙、丙两家公司作为候选合作伙伴。 乙公司为在竞争中胜出，捏造事实向甲公司项目负责人张某暗示丙公司的管理能力、产品质量低下。张某信以为真，在未经查证的情况下，违规直接与乙公司签订承包合同。后乙公司进场施工，因管理混乱导致项目严重延期。甲公司因此遭受重大经济损失。,乙公司行为 → 分析是否构成不正当竞争/商业诋毁/扰乱公平竞争秩序 → 应承担法律责任，依法诚信经营；张某行为 → 分析是否违反劳动纪律、职业道德或相关义务 → 应遵守劳动纪律和诚信要求；法治是最好的营商环境 → 价值只能从前面规则推出 → 不能裸写营商环境,乙公司捏造事实贬损竞争对手，写不正当竞争/商业诋毁和公平竞争秩序。 / 乙公司管理混乱导致项目延期，写合同履行责任。 / 张某未经查证违规签约，写岗位职责、诚信审慎义务和相应责任。 / 价值只能从规范竞争和营商环境推出。,先定A9_消费者权益与经营者义务，再按B4_评析/认识/观点作答；v12.2路径：观点/做法 -> 法律关系和制度背景 -> 判断边界 -> 规范评价。,对乙公司第一层：捏造事实贬损竞争对手，构成商业诋毁/不正当竞争，破坏公平竞争秩序。 / 对乙公司第二层：签约进场后管理混乱导致项目延期，还可能承担合同履行不当的相应责任。 / 对张某：作为项目负责人，应按程序审慎核实合作方，未经查证违规签约，违反岗位职责和诚信审慎义务，造成单位损失，应承担相应内部或法律责任。 / 最后收束：法律规制此类行为，有利于维护公平竞争和法治化营商环境。,完成裁判理由；万能合同；万能意义；只写企业诚信经营,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,评析/认识题先表态，再指出合理处和边界，最后给正确法律立场；不要把它写成纯价值口号。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,manual_source_patch_after_confucius_review,,,,global_patch_applied,B4_评析/认识/观点,global_patch_applied
CC0103_2025_丰台_一模_19,2025,丰台,一模,19,PASS,A5_知识产权与竞争秩序,有：A8_劳动关系,技术秘密、实用新型和惩罚性赔偿构成知识产权/竞争主轴，前员工身份为副轴。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,19. 2024 年6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。 原告方下 属公司的近40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12 件实用新型专利。 根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。 该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务 的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。,核心人员离职后使用原单位技术秘密 → 技术秘密受法律保护 → 不正当获取使用应担责；申请实用新型专利并投入竞争 → 侵害权利并破坏公平竞争 → 提高侵权成本才有震慑；法院适用惩罚性赔偿 → 加强知识产权司法保护 → 激励真创新、保护新质生产力,技术秘密受保护须有秘密性、价值性和保密措施。 / 离职人员及被告方不正当使用原单位技术信息申请专利，侵害技术秘密和创新投入。 / 高额惩罚性赔偿、停止侵害等责任提高侵权成本，保护科技创新和公平竞争。,先定A5_知识产权与竞争秩序，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,先写技术秘密保护的法律前提：相关技术信息具有秘密性、价值性并采取保密措施，属于受保护对象。 / 再结合离职人员、专利申请和竞争使用说明不正当获取、使用技术秘密，侵害创新成果并破坏公平竞争。 / 最后写惩罚性赔偿和停止侵害提高违法成本，有利于保护科技创新、维护公平竞争、增强司法保护示范。,合同成立；消费者；平台用工,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,manual_source_patch_after_confucius_review,,19. 2024 年6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。原告方下 属公司的近40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12 件实用新型专利。 根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。 该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止…,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0131_2025_房山_一模_19,2025,房山,一模,19,PASS,A5_知识产权与竞争秩序,有：A8_劳动关系,新能源底盘技术秘密和不正当竞争主轴。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,结合材料，谈谈“真创新”受到“真保护”的法治价值。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,A集团近40名高管及技术人员离职赴B集团工作；B集团利用离职人员在原单位接触掌握的新能源汽车底盘技术信息申请12件实用新型专利，并在无合法技术来源情况下短期推出相关车型；法院认定B集团以不正当手段侵害A集团技术秘密，适用2倍惩罚性赔偿，判赔6.4亿余元。,离职人员利用原单位技术秘密 → 技术秘密受反不正当竞争保护 → 不正当获取使用应承担责任；无合法技术来源却短期推出车型 → 破坏公平竞争和创新秩序 → 侵权成本必须提高；法院适用2倍惩罚性赔偿 → 严格保护真创新 → 让侵权者付出足够代价,先写技术秘密和知识产权应受法律保护。 / 再结合离职人员、技术信息、无合法来源说明B集团构成不正当竞争。 / 最后写惩罚性赔偿提高侵权成本，维护公平竞争，激励真创新。,先定A5_知识产权与竞争秩序，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,先写技术秘密和知识产权应受法律保护。 / 再结合离职人员、技术信息、无合法来源说明B集团构成不正当竞争。 / 最后写惩罚性赔偿提高侵权成本，维护公平竞争，激励真创新。,合同成立；消费者；平台用工；裸写法治价值,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0229_2026_东城_一模_18,2026,东城,一模,18,PASS_RECOVERED,A5_知识产权与竞争秩序,有：A10_多元纠纷解决与诉讼程序,司法保护创新以知识产权主轴组织，调解和惩罚性赔偿为程序工具。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,18．（8 分）人民法院以司法之力守护“向新力”。 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。 对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。 当事人最终达成和解，全身心投入创新创业，实 现了多方共赢。 案例二 甲公司系某水稻植物新品种的权利人。 乙公司擅自将甲公司享有植物新品种权的稻种更换包 装后对外销售。 经人民法院查明，乙公司侵权行为覆盖范围广。 人民法院判令乙公司立即停止侵害，并对 其适用惩罚性赔偿，赔偿甲公司经济损失300 万元。 案例三 丙公司资金运转困难，又得知丁公司处于上市关键期，遂以丁公司生产的机器狗侵犯其专利 权为由，向人民法院提起诉讼，索赔诉求反复变更。 人民法院综合考量丙公司起诉时机、诉讼请求反复无 常、缺乏依据等情形，依法驳回其全部诉讼请求，并明确谴责丙公司的恶意诉讼行为。,案例一：专利权归属纠纷长期诉讼 → 通过司法裁判/诉调明确权利归属 → 减少纠纷对创新企业发展的拖累；案例二：知识产权侵权与惩罚性赔偿 → 提高侵权成本 → 保护创新成果；案例三：恶意诉讼/权利滥用 → 规制不诚信诉讼 → 维护公平竞争和创新环境,法院通过解决知识产权权属纠纷，稳定创新主体预期。 / 通过惩罚性赔偿提高侵权成本，保护创新成果。 / 通过规制恶意诉讼和权利滥用，维护公平竞争和创新环境。,先定A5_知识产权与竞争秩序，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,法院通过解决知识产权权属纠纷，稳定创新主体预期。 / 通过惩罚性赔偿提高侵权成本，保护创新成果。 / 通过规制恶意诉讼和权利滥用，维护公平竞争和创新环境。,必修三公正司法套话；旧错配经济/产业串页词；只写保护创新,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,material_atoms_subjective_claudecode,,18．（8 分）人民法院以司法之力守护“向新力”。 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。当事人最终达成和解，全身心投入创新创业，实 现了多方共赢。 案例二 甲公司系某水稻植物新品种的权利人。乙公司擅自将甲公司享有植物新品种权的稻种更换包 装后对外销售。经人民法院查明，乙公司侵权行为覆盖范围广。人民法院判令乙公司立即停止侵害，并对 其适用惩罚性赔偿，赔偿甲公司经济损失300 …,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0283_2026_朝阳_一模_18,2026,朝阳,一模,18,PASS,A5_知识产权与竞争秩序,有：A10_多元纠纷解决与诉讼程序,知识产权保护为主，调解、惩罚性赔偿和反恶意诉讼为程序副轴。,B5_意义/价值/保护/推动,E5_意义价值作用保护推动,结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。,著作权、专利、商标、商业秘密、技术秘密、混淆、商业诋毁、数据抓取、不正当竞争。,人民法院以“调、惩、辩”三维实践护航创新：通过第三方调解高效化解生物医药领域专利权归属纠纷；对故意侵害植物新品种权、商业秘密等行为适用惩罚性赔偿；对假借维权实施恶意诉讼、权利滥用的行为快速审结并否定。,专利权归属纠纷可能拖累科研 → 第三方调解、一揽子化解关联诉讼 → 提高效率、降低诉讼成本，让创新主体回归研发；故意侵害植物新品种权、商业秘密 → 惩罚性赔偿 → 提高侵权成本，保护创新成果和市场秩序；恶意诉讼、权利滥用 → 快速审结并司法谴责 → 规制不诚信诉讼，营造诚实守信的创新生态,按“调、惩、辩”三段写。 / 每段先写法院做了什么，再写保护了什么。 / 最后总收束：保护知识产权、兼顾公共利益，为新质生产力提供稳定法治环境。,先定A5_知识产权与竞争秩序，再按B5_意义/价值/保护/推动作答；v12.2路径：法律规则/制度 -> 保护对象或治理对象 -> 行为方式 -> 秩序与权益效果。,按“调、惩、辩”三段写。 / 每段先写法院做了什么，再写保护了什么。 / 最后总收束：保护知识产权、兼顾公共利益，为新质生产力提供稳定法治环境。,只写保护创新；写成必修三公正司法套话；漏掉调惩辩三种手段,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,先看商业秘密、著作权、商标、混淆、虚假宣传、商业诋毁或数据抓取；不要把所有经营标识都写成著作权。,意义/价值题要先抓法律规则和治理对象，再写如何保护权利、规范行为、维护秩序；价值必须由材料规则推出。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B5_意义/价值/保护/推动,global_patch_applied
CC0180_2025_海淀_期末_20,2025,海淀,期末,20,PASS,A6_侵权责任,有：A9_消费者权益与经营者义务,产品责任、危险动物和无过错责任是侵权主轴，消费者保护为副轴。,B1_表格/裁判要点/补链,E5_意义价值作用保护推动,下表列出了《最高人民法院关于适用〈中华人民共和国民法典〉侵权责任编的解释（一）》部分条款。参考示例，完成下表。,损害、过错、因果关系、安全保障义务、产品责任、动物致害、高空抛物、环境侵权、减责。,最高人民法院围绕民法典侵权责任编重大争议制定解释。题表要求解释两类规则：缺陷产品造成产品自身损害是否纳入产品责任赔偿范围；禁止饲养的烈性犬等危险动物造成损害时，动物饲养人或管理人如何承担责任。,缺陷产品造成产品自身损害 → 产品责任也可进入赔偿范围，生产者承担无过错侵权责任 → 保护消费者合法权益；禁止饲养的烈性犬等危险动物致害 → 动物饲养人或管理人承担最严格无过错责任 → 不能用无过错等理由免责减责；最高法解释回应审判争议 → 明确裁判规则和责任边界 → 维护生命财产安全和社会秩序,第一格写缺陷产品责任：无过错责任，保护消费者。 / 第二格写禁养危险动物致害：最严格无过错责任，强化饲养人责任。 / 最后收束到司法解释明确责任边界、保障生命财产安全。,先定A6_侵权责任，再按B1_表格/裁判要点/补链作答；Round05补丁：题干明示参考示例完成下表，B5意义只作格内收束。,第一格写缺陷产品责任：无过错责任，保护消费者。 / 第二格写禁养危险动物致害：最严格无过错责任，强化饲养人责任。 / 最后收束到司法解释明确责任边界、保障生命财产安全。,把烈性犬写成过错推定；只写保护消费者不写责任类型；把解释意义写成全面依法治国,yes,not_in_round03_source_check,covered_by_prior_locked_core,,v13.10_confucius_framework_final_baodian_integrated,按侵权四步写：权益受损、违法或过错、因果关系、责任方式；安全保障题必须看受害人自身风险和责任分担。,表格题先读原列名；看不清时默认“材料事实|法律关系和要件|裁判要点/责任”。一行只写一条法律链，多案例分行，先总入口后行内入口。,confucius_framework_pass,one_page_card_plus_framework_first_student_order,,,,,global_patch_applied,B1_表格/裁判要点/补链,global_patch_applied
