suite_id,source_type,file_path,chars,snippet
2024各区一模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,8199, [PAGE 1] 海淀区2023 —2024 学年第二学期期中练习 高三思想政治     本试卷共8页，100分。考试时长90分钟。考生务必将答案答在答题卡上，在试卷上作答无 效。考试结束后，将本试卷和答题卡一并交回。 第一部分     本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的 一项。 1．栉风沐雨，浴血淬火。90 年前，中共中央和中央红军从江西瑞金等地出发，从巧渡金沙江到 强渡大渡河，从飞夺泸定桥到翻雪山、过草地，长征故事广为流传，长征精神已成为中国共 产党人精神谱系中的宝贵财富。站在新的历史方位，走好新时代的长征路，需要 ①厚植为民情怀，着力
2024各区一模,unknown,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\其他材料\2024年石景山一模.pptx,13944, [ppt/slides/slide1.xml] 石景山区一模  [ppt/slides/slide10.xml] B  [ppt/slides/slide11.xml] C  [ppt/slides/slide13.xml] A  [ppt/slides/slide15.xml] D  [ppt/slides/slide17.xml] D  [ppt/slides/slide18.xml] 货币政策：资本（融资成本和渠道） 绿色 ：（土地、能源、矿产） 资源利用率 劳动力 ：（素质技能 ） 就业 创新：技术、知识、数据 管理：规模经济、物流库存交易成本 供给侧 需求侧 国内市场 走：开放包容
2024各区一模,reference-answer,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\试卷\2024北京石景山高三一模政治（教师版带答案）.docx,9022,2024北京石景山高三一模 政    治 第一部分 本部分共 15 题，每题 3 分，共 45 分。在每题列出的四个选项中，选出最符合题目 要求的一项。 1． “党指挥枪”的三个历史节点示意图 “军叫工农革命，旗号镰刀斧头。”困难重重的时刻，如何使一支成分复杂的工农武 装脱胎换骨成为新型人民军队？从南昌起义到三湾改编再到古田会议，终于给出了 历史的回答。今天，无论使命任务如何变化，人民军队都不能忘记自己的“根”。 这启示我们 ①保证党领导人民有效治理国家，需要坚持依法执政  ②坚持党对军队的绝对领导，是人民军队的建军之本  ③要以马克思主义为指导，不断推进军事理论现代化  ④实现强军目标，必须
2024各区一模,reference-answer,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\其他材料\2024.4高三统一测试思想政治答案.docx,1661,西 城 区 高 三 统 一 测 试 试 卷 思想政治答案及评分参考    2024.4 第一部分共 15 题，每题 3 分，共 45 分。 1．C			  2．A			  3．D			  4．B			  5．B 6．C			  7．A			  8．D			  9．D			10．A 11．B			12．C			13．B			14．A			15．C 第二部分共 4 题，共 55 分。 16．（7分） 市人大坚持社会主义法制统一和地方立法特色，以问题为导向，回应社会关切，坚持科学立法、民主立法，立良善之法，立管用之法；践行全过程人民民主，广泛听取各方意见建议，保障公民的知情权、参与权和表达权。 17
2024各区一模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx,3045,西 城 区 高 三 统 一 测 试 试 卷 思想政治答案及评分参考    2024.4 第一部分共 15 题，每题 3 分，共 45 分。 1．C			  2．A			  3．D			  4．B			  5．B 6．C			  7．A			  8．D			  9．D			10．A 11．B			12．C			13．B			14．A			15．C 第二部分共 6 题，共 55 分。 16．（7分） 市人大坚持社会主义法制统一和地方立法特色，（1分，二选一）以问题为导向，回应社会关切，坚持科学立法、民主立法，（2分，二选一）立良善之法，立管用之法；（1分，二选一）践行全过程人民民主，（1分）广泛听
2024各区一模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\试卷\2024.4高三统一测试思想政治试卷.docx,6155,西 城 区 高 三 统 一 测 试 试 卷 思想政治            2024.4 本试卷共9页，100分。考试时长90分钟。考生务必将答案答在答题卡上，在试卷上作答无效。考试结束后，将本试卷和答题卡一并交回。 第一部分 本部分共15题，每题3分，共45分。在每题列出的四个选项中，选出最符合题目要求的一项。 1． 中国经济何以“磁力”不减？陕西杨凌的小麦种子怎样翻山越岭，在哈萨克斯坦落地生根？巴西铁矿石如何在中国炼出“绿色”钢铁？“中国建造”为什么能又快又好？在多语种系列短视频《在中国寻找答案》（第三季）中，来自9个国家的主持人与融入中国工作生活的国际“打工人”一起踏上“在中国寻找答案”
2024各区二模,marking-report,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\16题\16题二模阅卷总结.docx,5774,高三政治二模阅卷总结             2024.5.09 组长：    刘志娇 || 组长：    刘志娇 || 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。 || 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。 || 题号与设问：（16题）结合材料，运用《哲学与文化》知识，分析为何二千多岁的桑基鱼塘仍未老。 参考答案 || 文化角度： | 文化是人类社会实践的产物，文化是经济政治的反映。桑基文化形成于中国人民的农业实践，是中华文化的组成部分，对当今的农业实践仍有指导意义。 |  中国优秀传统文化
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\16题\16题评分细则.pptx,1712, [ppt/slides/slide1.xml] 16 题评分 细则  [ppt/slides/slide2.xml] 参考答案 文化角度：       文化是人类社会实践的产物，文化是经济政治的反映。桑基文化形成于中国人民的农业实践，是中华文化的组成部分，对当今的农业实践仍有指导意义。       中国优秀传统文化的创造性转化和创新性发展。桑基鱼塘与时代发展相统一，实现桑蚕文化与产业相融合，在推进乡村振兴上发挥作用。       优秀传统文化的当代价值。优秀文化具有引领风尚、教育人民、服务社会作用。鱼桑文化研学系列体验课程开发让孩子们感受鱼桑文化，促进人的全面发展（丰富人的精神世界，增强人的
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\17题\17(1).docx,2744,高三政治二模阅卷总结             2024.5.09 组长：金英珍 || 组长：金英珍 || 题号与设问：17（1）运用《经济与社会》知识，分析该地探索“盐碱荒滩”转化为“金山银山”的路径。 || 题号与设问：17（1）运用《经济与社会》知识，分析该地探索“盐碱荒滩”转化为“金山银山”的路径。 || 题号与设问：17（1）运用《经济与社会》知识，分析该地探索“盐碱荒滩”转化为“金山银山”的路径。 参考答案 || （1）坚持以人民为中心的发展思想，坚持绿色、创新发展理念，通过技术改进和产业创新，将盐碱地改造为农田、湿地等生态系统，持续改善生态环境，同时，创新农村经营方式，提高土地利用
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\17题\17-2.docx,3919,高三政治一模阅卷总结             2024.4.10 组长：   李志芳 || 组长：   李志芳 || 题号与设问：17（2）结合材料，从推理的角度，谈谈科学团队是如何找到作物耐碱“密码”的。 || 题号与设问：17（2）结合材料，从推理的角度，谈谈科学团队是如何找到作物耐碱“密码”的。 || 题号与设问：17（2）结合材料，从推理的角度，谈谈科学团队是如何找到作物耐碱“密码”的。 参考答案 || 运用科学归纳推理，利用求异法探求基因ATI与高粱耐碱能力间的因果关系。 | 根据高粱ATI基因与水稻GS3基因的相似属性进行类比推理，找到水稻GS3基因与耐碱属性的关系。 || 运用科
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18(1).docx,3938,"高三政治二模阅卷总结 2024.5.09 组长：  李若娟 || 组长：  李若娟 || 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明“四治联动”如何推动新时代和谐劳动关系建设。（7分） || 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明“四治联动”如何推动新时代和谐劳动关系建设。（7分） || 题号与设问：18（1）结合材料，运用《政治与法治》知识，说明“四治联动”如何推动新时代和谐劳动关系建设。（7分） 参考答案 || 健全劳动法律法规,为保障和规范工会劳动法律监督提供法律依据,严格执法,维护劳动者合法权益。健全多元纠纷解决机制,强化共治联动,预防和化解劳动"
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18（2）.docx,6882,高三政治二模阅卷总结             2024.5.09 组长：    沙文茜 || 组长：    沙文茜 || 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。 || 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。 || 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。 参考答案 || 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（1）.docx,5755,高三政治二模阅卷总结             2024.5.09 组长：    高帆 || 组长：    高帆 || 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） || 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） || 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） 参考答案 || 示例： | 原告：甲公司;  被告：乙公司 | 诉讼请求：1.请求判令被告承担全部仓储费用；2.请求判令被告承担本案诉讼费用。 | 事实与理由： | 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（2）.docx,1876,高三政治二模阅卷总结             2024.5.09 组长：    郑亚男 || 组长：    郑亚男 || 题号与设问：19（2）为避免类似问题产生，我们应该        。（2分） || 题号与设问：19（2）为避免类似问题产生，我们应该        。（2分） || 题号与设问：19（2）为避免类似问题产生，我们应该        。（2分） 参考答案 || 树立合同意识，合同内容应清晰明确（2分）。合同缺少重要条款时，双方当事人应平等协商（1分），对合同进行补充或解释，补全意思表示。 || 树立合同意识，合同内容应清晰明确（2分）。合同缺少重要条款时，双方当事人应平等协
2024各区二模,marking-report,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\20小题二模阅卷总结.docx,2236,高三政治二模阅卷总结             2024.5.09 组长： 刘庆海 || 组长： 刘庆海 || 题号与设问：20小题 | 结合材料，运用《当代国际政治与经济》知识，说明中国的三大倡议如何助力人类走向美好未来。（7分） || 题号与设问：20小题 | 结合材料，运用《当代国际政治与经济》知识，说明中国的三大倡议如何助力人类走向美好未来。（7分） || 题号与设问：20小题 | 结合材料，运用《当代国际政治与经济》知识，说明中国的三大倡议如何助力人类走向美好未来。（7分） 参考答案 || 全球发展倡议通过合作援助，为世界共谋发展合作开辟新空间、提供新机遇、注入新动力，增长发展中国家的
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21.docx,4610,高三政治一模阅卷总结             2024.4.10 组长：   赵赛 || 组长：   赵赛 || 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） || 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） || 题号与设问：21.实现中华民族伟大复兴进入了不可逆转的历史进程。结合材料，综合运用所学，分析以上战略性有利条件在这一历史进程中是如何发挥作用的。（7分） 参考答案 |
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21题(1).pptx,2264, [ppt/slides/slide1.xml] 路径 + 效果 起点：战略性有利条件 —— 路径 —— 落点：民族复兴  [ppt/slides/slide2.xml] 可以从中国共产党的领导，中国特色社会主义制度优势，中华民族精神等角度回答。 示例： 党 的领导： 中国共产党始终发挥总揽全局、协调各方的 领导核心 作用， 以人民为中心 ，团结带领中国人民接续奋斗，开辟伟大道路，建立伟大功业，是实现民主复兴的 根本政治保证。 制度优势 ： 中国特色社会主义制度和国家治理体系， 发挥新型举国体制优势 ，将制度 优势转化为治理效能，为 实现中华民族伟大复兴提供可靠的 制度保障。 经济： 持续快速
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx,3744,丰台政治二模评标   2024.4.26 二、非选择题 16结合材料 ，运用《政治与法治》知识，说明该街道是如何激活社区治理新动能的。（7分） 参考答案： 该街道在党组织的领导下，坚持以人民为中心，创新协商议事模式，全心全意为居民服务。通过开展民主协商、民主管理、民主决策实践，多渠道倾听居民意见、多途径整合地区资源、多举措协调各方参与，形成了党建引领、多方共治、全民参与的基层多元共治格局，为群众排忧解难，共建和谐美丽社区，提升了基层治理效能。 【拓展答案】： 党总揽全局、协调各方替代在党组织的领导下； 坚持全过程人民民主替代开展民主协商、民主管理、民主决策实践； 一切为了人民、一切依靠人民、发
2024各区二模,reference-answer,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,1920,北京市朝阳区高三年级第二学期质量检测二 思想政治 参考答案                    2024.5 第一部分（选择题  共45分） 第二部分（非选择题  共55分） 16.（14分） （1）（7分） 有利于更好满足新兴产业和未来产业等各行业的计算需求，推动新质生产力加快发展，在全球经济竞争中形成新优势。 有利于做强做优做大数字经济，为数字经济与实体经济深度融合提供强大支持，赋能各行各业数字化转型升级，推进新型工业化，建设现代化产业体系。 有利于推动互联网、大数据等企业、产业从东部向西部流动，带动资金、人才、技术等资源要素向西部流动，促进西部经济高质量发展，推进区域协调发展。 有利于
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,5851, [PAGE 1] 1    2024 年朝阳二模主观题阅卷总结  （1） 结合材料一，运用《经济与社会》知识，说明加快构建全国一体化算力网的重大意 义。（7 分）  参考答案：  （1）有利于更好满足新兴产业和未来产业等各行业的计算需求，推动新质生产力加快发 展，在全球经济竞争中形成新优势。  （2） 有利于做强做优做大数字经济，为数字经济与实体经济深度融合提供强大支持，赋 能各行各业数字化转型升级，推进新型工业化，建设现代化产业体系。  （3） 有利于推动互联网、大数据等企业、产业从东部向西部流动，带动资金、人才、技 术等资源要素向西部流动，促进西部经济高质量发展，推进区域协调发展。  （
2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,8307," [PAGE 1] 高三思想政治　第1　页(共8 页) 北京市朝阳区高三年级第二学期质量检测二 思想政治 2024. 5 (考试时间90 分钟　满分100 分) 第一部分 本部分共15 题,每题3 分,共45 分。在每题列出的四个选项中,选出最符合题目要 求的一项。 1. 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 　　过去的一切运动都是少数人的,或者为少数人谋利益的运动。无产阶级的运 动是绝大多数人的、为绝大多数人谋利益的独立的运动。 —"
2024各区二模,reference-answer,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,1685,海淀区2023-2024学年第二学期期末练习 高三思想政治参考答案            2024.5 第一部分 本部分共15题，每题3分，共45分。 1．C           2．D          3．C            4．B          5．A 6．C           7．D          8．B            9．D         10．B 11．A          12．B         13．A           14．C         15．D 第二部分 本部分共6题，共55分。 16.（6分） 联系是普遍的，在人际关系和社交领域，“同
2024各区二模,rubric,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,2683,海淀区2023-2024学年第二学期期末练习高三思想政治参考答案            2024.5 本部分共15题，每题3分，共45分。 1．C  2．D  3．C  4．B  5．A 6．C7．D  8．B 9．D10．B11．A 12．B 13．A 14．C15．D 本部分共6题，共55分。 16.（6分） 【答案】 联系是普遍的，在人际关系和社交领域，“同频”更容易使人们达成共识，形成合力。矛盾双方是对立统一的，人与人在思想、价值观、生活方式或行为方式上有不同，也有共同点，在对立中把握统一，更能相互理解和引起共鸣。价值观不同，人们面对冲突时作出的选择也不同，人生价值要在个人与社会的统一
2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,6996,海淀区2023—2024学年第二学期期末练习 高三思想政治                    2024.5 本试卷共8页，100分。考试时长90分钟。考生务必将答案答在答题纸上，在试卷上作答无效。考试结束后，将本试卷和答题纸一并交回。 第一部分 本部分共15题，每题3分，共45分。在每题列出的四个选项中，选出最符合题目要求的一项。 1．马克思、恩格斯在《共产党宣言》中庄严宣告：“过去的一切运动都是少数人的，或者为少数人谋利益的运动。无产阶级的运动是绝大多数人的，为绝大多数人谋利益的独立的运动。” 这说明，马克思主义政党 A．把实行改革开放作为推动社会发展进步的根本动力 B．为人类求解放，始
2024各区二模,paper,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,7620, [PAGE 1] 海淀区2023 —2024 学年第二学期期末练习 高三思想政治     本试卷共8页，100分。考试时长90分钟。考生务必将答案答在答题卡上，在试卷上作答无 效。考试结束后，将本试卷和答题卡一并交回。 第一部分     本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的 一项。 1．马克思、恩格斯在《共产党宣言》中庄严宣告：“过去的一切运动都是少数人的，或者为少数 人谋利益的运动。无产阶级的运动是绝大多数人的，为绝大多数人谋利益的独立的运动。”这 说明，马克思主义政党 A．把实行改革开放作为推动社会发展进步的根本动力 B．为人类求解放，始
2024各区二模,lecture-scoring,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,422, [PAGE 1] 0516默写说明 1、社会主义社会基本矛盾的性质（非对抗性矛盾）？如何解决 （改革——社会主义制度的自我完善和发展）？这一解决方式的 地位作用（改革是社会主义社会发展的直接动力）和根本目的 （两个相适应）？ 2、如何做出正确的价值判断和选择（四条）？ ①须坚持真理，遵循社会发展的客观规律，走历史的必由之路。 ②自觉站在最广大人民的立场上。 ③把握价值判断和价值选择的社会历史性。 ④在实践的基础上做出正确的价值判断和选择。  [PAGE 2] 5月17默写 1、唯物辩证法的总特征、根本观点、实质与核心？ 2、发展的观点包括哪些原理方法论？ 3、矛盾问题的精髓？  [PAGE 
2024各区二模,lecture-scoring,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,593, [ppt/slides/slide1.xml] 0516 默写说明 1 、社会主义社会基本矛盾的性质（非对抗性矛盾）？如何解决（改革 —— 社会主义制度的自我完善和发展）？这一解决方式的地位作用（ 改革 是社会主义社会发展的 直接动力 ）和根本目的（两个相适应）？ 2 、如何做出正确的价值判断和选择（四条）？ ①须坚持真理，遵循 社会发展的客观规律 ，走历史的必由之路。 ②自觉站在最广大 人民的立场 上。 ③把握 价值判断和价值选择的社会历史性 。 ④在 实践 的基础上做出正确的价值判断和选择。  [ppt/slides/slide13.xml] 对比： 侵犯商标专用权 与 混淆 行为  [
