entry_id,title,question_source,question_asset_count,question_assets,question_note,rubric_source,rubric_asset_count,rubric_assets,rubric_note
E011,2024 · 西城 · 一模 · 第18题第2问【待确认】,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E011_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E011_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E012,2024 · 西城 · 一模 · 第18题第3问【待确认】,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E012_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E012_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E013,2024 · 西城 · 二模 · 第16题,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E013_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E013_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E014,2025 · 东城 · 期末 · 第19题第1问,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E014_question_p5.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E014_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E014_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E015,2025 · 东城 · 一模 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E015_question_p5.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E015_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E015_rubric_p4_crop.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E015_rubric_p5_crop.jpg,PDF rubric cropped to local text block(s)
E016,2025 · 东城 · 二模 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E016_question_p5.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E016_rubric_p3_crop.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E016_rubric_p4_crop.jpg,PDF rubric cropped to local text block(s)
E017,2025 · 丰台 · 期末 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E017_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E017_rubric_细则图片_1.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E017_rubric_细则图片_2.jpg,.pptx source rendered from locked rubric text
E018,2025 · 丰台 · 一模 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E018_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E018_rubric_细则图片_1.jpg,formal scoring standard from raw DOCX; reference answer removed; .docx source rendered from locked rubric text
E019,2025 · 丰台 · 二模 · 第19题第2问,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E019_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E019_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E020,2025 · 延庆 · 一模 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E020_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E020_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E021,2025 · 房山 · 一模 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E021_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E021_rubric_p3_crop.jpg,PDF rubric cropped to local text block(s)
E022,2025 · 昌平 · 二模 · 第20题第1问,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E022_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E022_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E023,2025 · 昌平 · 二模 · 第20题第2问,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E023_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E023_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E024,2025 · 朝阳 · 期末 · 第20题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E024_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E024_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E025,2025 · 朝阳 · 一模 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E025_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,4,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E025_rubric_细则图片_1.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E025_rubric_细则图片_2.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E025_rubric_细则图片_3.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E025_rubric_细则图片_4.jpg,.doc source rendered from locked rubric text
E026,2025 · 朝阳 · 二模 · 第20题第1问,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E026_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E026_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E027,2025 · 朝阳 · 二模 · 第20题第2问,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E027_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E027_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E028,2025 · 海淀 · 期中 · 第21题第1问,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E028_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E028_rubric_image1.png,formal scoring rubric image embedded in raw DOCX
E029,2025 · 海淀 · 期末 · 第20题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E029_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E029_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E030,2025 · 海淀 · 期末 · 第21题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E030_question_试题图片_1.jpg,.docx source rendered from locked text because direct page rasterization is unavailable,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E030_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
E031,2025 · 海淀 · 一模 · 第18题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E031_question_p5.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E031_rubric_image12.png,formal scoring rubric image embedded in raw DOCX
E032,2025 · 海淀 · 二模 · 第18题,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E032_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E032_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E033,2025 · 石景山 · 一模 · 第20题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E033_question_p8.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E033_rubric_细则图片_1.jpg,formal scoring table from raw DOC; title-only rubric removed; .doc source rendered from locked rubric text
E034,2025 · 西城 · 期末 · 第19题,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E034_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E034_rubric_细则图片_1.jpg,same-question formal scoring rubric found in raw term-exam PPT; answer-only PDF removed; .pptx source rendered from locked rubric text
E035,2025 · 西城 · 二模 · 第18题,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E035_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E035_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E036,2025 · 门头沟 · 一模 · 第20题,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E036_question_p7.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E036_rubric_细则图片_1.jpg,.doc source rendered from locked rubric text
E037,2025 · 顺义 · 一模 · 第19题第1问,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E037_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E037_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E038,2025 · 顺义 · 一模 · 第19题第2问,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E038_question_p6.jpg,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E038_rubric_细则图片_1.jpg,.docx source rendered from locked rubric text
E039,2026 · 东城 · 期末 · 第18题第1问,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E039_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,2,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E039_rubric_细则图片_1.jpg;/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E039_rubric_细则图片_2.jpg,.pptx source rendered from locked rubric text
E040,2026 · 东城 · 期末 · 第18题第2问,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/question/E040_question_p6.jpg,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx,1,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/05_output/image_packet_assets/rubric/E040_rubric_细则图片_1.jpg,.pptx source rendered from locked rubric text
