suite_id,suite_name,question_no,question_type,module,entry_kind,evidence_level,source_path,evidence_excerpt,material_trigger,knowledge_point,answer_landing,status,risk_note
S005,2024丰台一模,17,subjective,法律与生活,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024丰台一模.md -> 2024丰台一模细则.docx","评分标准说明：事实为依据、法律为准绳为必踩点；好意同乘关系中权利义务与侵权责任；结合减轻赔偿责任条件和案件实际。","驾驶人乙某与搭乘人甲某形成好意同乘，交通事故造成受伤但非故意或重大过失。","侵权责任与好意同乘减责规则","答案落点：法院应依法认定好意同乘中的安全保障义务和过错程度，在保护生命健康权同时依法减轻赔偿责任。",PASS,"无。"
S005,2024丰台一模,19(2),subjective,逻辑与思维,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024丰台一模.md -> 2024丰台一模细则.docx","评分标准说明：写出具体怎么运用该思维；说明运用该思维对提案有什么作用。参考答案提到问卷调查、访谈、头脑风暴等。","学生围绕垃圾分类提案，需要调查真实情况并提出改进建议。","科学思维、调查研究、创新思维方法","答案落点：通过问卷、访谈或头脑风暴收集信息、分析问题、预测效果，使提案更符合真实需求并更具可操作性。",PASS,"无。"
S006,2024石景山一模,18,subjective,当代国际政治与经济,material-knowledge-trigger,teacher-version reference only,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区一模__2024石景山一模.md -> 教师版带答案.docx","教师版含新能源汽车出口、海外设厂、带动当地就业和绿色生态圈等参考答案信息。","新能源汽车企业走出去并在匈牙利建设基地。","NEED_EVIDENCE","参考答案方向可指向经济全球化和合作共赢，但缺正式评分/阅卷/评标来源，不能生成细则链。",REJECT,"教师版/讲评只能 reference-only。"
S007,2024门头沟一模,21,subjective,综合,material-knowledge-trigger,classification bundle + scan-only supplemental,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__其他材料__202404各区一模试题分类_按模块.md; C:\bp_sync_visible\reports\overnight_2026-04-25\downloaded_evidence\2024_mentougou_yimo_with_answers.pdf","分类汇编含门头沟1模21抗洪救灾材料及参考答案角度；supplemental PDF 存在但 pypdf 提取 0 字。","门头沟洪灾中党员干部、居民群众救灾复建、社区安置旅客。","NEED_EVIDENCE","只能说参考方向可能涉及人民中心、党的领导、群众主体等；没有可读正式评分细则，不能升级为主观题细则。",REJECT,"用户已特别要求 S007 主观题不得升级，除非找到正式评标/阅卷/评分来源；当前未找到。"
S007,2024门头沟一模,7,choice,政治与法治,wrong-option-discovery,classification bundle only,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__其他材料__202404各区一模试题分类_按模块.md","分类汇编收录：党的二十大后《中国共产党纪律处分条例》第三次修订，将党章要求具体化为纪律规定，并与党内法规、国家法律衔接。","党纪修订把党章要求具体化，并释放严明纪律管党治党信号。","NEED_EVIDENCE","需补可靠答案 key 后才能判定正确选项与错肢类型。",NEED_EVIDENCE,"分类汇编不是完整套卷 answer key；supplemental PDF 扫描不可读。"
S008,2024海淀二模,17(1),subjective,逻辑与思维,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024海淀二模.md -> 2024海淀二模细则.docx","细则把调查目的、调查思路方法新、调查安排整体性分别对应科学思维、创新思维、辩证思维角度。","居民时间利用调查要全面真实准确，方法新、对象广、内容丰富，并分阶段实施。","科学思维、创新思维、整体性思维","答案落点：调查应追求客观真实，创造性运用新方法，并整体安排各阶段任务，以获得可靠结论。",PASS,"未把“矛盾分析法”等高风险词扩写为 knowledge_point。"
S008,2024海淀二模,18(2),subjective,政治与法治,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024海淀二模.md -> 2024海淀二模细则.docx","细则角度：全过程人民民主；人大代表联系人民群众；政协委员调查研究、提案建言；党的领导、人民当家作主、依法治国有机统一。","材料呈现人大代表听取意见、政协委员调研提案等民主实践。","全过程人民民主与制度运行","答案落点：用人大、政协等制度化渠道把人民意见转化为公共决策，体现党的领导、人民当家作主和依法治国统一。",PASS,"无。"
S009,2024西城二模,16,subjective,政治与法治,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024西城二模.md -> 2024西城二模细则.docx","细则：法制统一和地方立法特色；提高立法质量；民主立法；全过程人民民主；配情赋分含从中国/北京实际出发。","北京市地方立法围绕社会关切，听取社会意见并细化保护规则。","依法立法、科学立法、民主立法","答案落点：地方立法要在维护国家法制统一前提下回应本地实际和群众诉求，提高法规质量和实施效果。",PASS,"无。"
S009,2024西城二模,17,subjective,哲学与文化,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024西城二模.md -> 2024西城二模细则.docx","题干要求从哲学角度说明处理人与自然关系应避免陷入人类中心主义；答案角度含生态价值观、人与自然生命共同体、规律与能动性等。","公园把植物种植交给自然，保留野草野花野树，形成生物多样性。","尊重自然规律、人与自然和谐共生","答案落点：人不能把自然只当作改造对象，而应尊重生态系统自身规律，在合理作为中促进人与自然生命共同体。",PASS,"源文含高风险词“价值观”，本行未将其作为独立 knowledge_point。"
S010,2024东城二模,16,subjective,哲学与文化,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024东城二模.md -> 16题二模阅卷总结.docx; 16题评分细则.pptx","阅卷细则：文化或哲学或哲学+文化均可，需满足形成、发展、价值三个情境层次。","材料围绕某文化/现象的形成、发展与价值展开，阅卷要求按三层情境作答。","文化形成发展价值链条","答案落点：从形成条件、发展过程和现实价值三个层次分析材料，说明文化实践如何在发展中产生社会价值。",PASS,"试卷/答案 PDF 为 rendered-ocr-needed，需 OCR 对照完整题干。"
S010,2024东城二模,18(2),subjective,逻辑与思维,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024东城二模.md -> 18（2）.docx","阅卷总结要求结合材料评价观点，不能只讲准确预测，还要看到优势、机会、劣势、不足和当地实际。","冰雪经济发展既有前景预测，也受资源禀赋、产业规律和现实条件制约。","科学思维与具体分析","答案落点：准确预测是必要条件但不是唯一条件，还要从实际出发分析优势与不足，遵循产业规律推动高质量发展。",PASS,"避免写入“主次矛盾/两点论重点论”等未逐条核准高风险表述。"
S011,2024朝阳二模,16,subjective,经济与社会,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024朝阳二模.md -> 2024朝阳二模细则.pdf","评分细则按国际角度、产业角度、区域角度说明人工智能/算力布局的作用。","人工智能高速变革经济社会发展模式，算力资源支撑新兴产业和区域流动。","数字经济、产业升级、区域协调","答案落点：算力建设能满足产业计算需求、推动数字经济和实体经济融合，并带动区域产业转移和协调发展。",PASS,"无。"
S011,2024朝阳二模,17,subjective,法律与生活,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024朝阳二模.md -> 2024朝阳二模细则.pdf","评分细则：平台向王某派单并依据制度奖惩，具有较强人格从属性；分析裁决理由和典型案例意义。","平台经济劳动者受平台派单、管理和奖惩约束。","劳动关系认定与劳动者权益保护","答案落点：应从用工管理、人格从属性和权益保障说明仲裁理由，并指出案例有助于规范平台用工、保护劳动者。",PASS,"无。"
S011,2024朝阳二模,20,subjective,当代国际政治与经济,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024朝阳二模.md -> 2024朝阳二模细则.pdf","题干：中国发展高层论坛秉承与世界对话、谋共同发展的宗旨；细则要求结合研讨背景完成表格。","中国与世界对话，围绕共同发展回应国际合作议题。","开放合作与共同发展","答案落点：通过对话平台扩大开放合作、凝聚发展共识，体现中国推动共同发展的大国担当。",PASS,"无。"
S012,2024丰台二模,17,subjective,法律与生活,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024丰台二模.md -> 2024丰台二模细则.docx","评分标准说明围绕民法典绿色原则、知识产权保护、环境侵权责任、权利义务平衡和公共利益。","案例涉及技术创新、污染破坏环境和民事责任承担。","民法典绿色原则、知识产权保护、环境侵权责任","答案落点：民法典既鼓励绿色技术创新，又通过侵权责任惩戒污染破坏行为，平衡个人权益和公共利益。",PASS,"无。"
S012,2024丰台二模,18(2),subjective,逻辑与思维,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024丰台二模.md -> 2024丰台二模细则.docx","评分标准说明：基本按照参考思维逻辑给分。参考答案认为准确预测是必要条件但不是唯一条件，还需看到优势和不足、从实际出发。","有同学认为只要准确预测冰雪经济前景就能推动高质量发展。","科学思维、条件分析、具体分析","答案落点：应指出准确预测重要但不充分，还要综合资源优势、产业短板和发展规律，形成可实施的高质量发展路径。",PASS,"不写入“主次矛盾/两点论重点论”。"
S012,2024丰台二模,19,subjective,当代国际政治与经济,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024丰台二模.md -> 2024丰台二模细则.docx","评分标准说明：三个角度，每个角度2分，分析做了什么、效果或意义，从而彰显大国担当；不能围绕应对气候变化酌情扣分。","中国围绕气候变化提出行动和合作方案。","全球治理、大国担当、应对气候变化","答案落点：中国通过参与气候治理、提供合作方案和推动绿色转型，说明大国担当必须落在行动及其国际意义上。",PASS,"试卷 PDF rendered-ocr-needed，完整题干需后续 OCR。"
S013,2024顺义思政二模,16,subjective,哲学与文化,material-knowledge-trigger,reference answer only,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024顺义思政二模.md -> 2024顺义思政二模细则.docx","答案示例谈无废城市建设，提到先进经验为中国无废城市建设提供参考和借鉴。","无废城市材料呈现不同城市经验与中国环保实践。","NEED_EVIDENCE","可作参考答案方向，但未见正式评分细则或阅卷标准，不应升级为细则链。",NEED_EVIDENCE,"文件名为细则但正文主要是参考答案；需正式评分来源。"
S013,2024顺义思政二模,19,subjective,中国特色社会主义,material-knowledge-trigger,reference answer only,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区二模__2024顺义思政二模.md -> 2024顺义思政二模细则.docx","题干围绕生产力、社会进步和中国式现代化；答案示例有中心任务表述。","中国式现代化实践创新提出复杂新考题，需要从理论与实践结合上提交答案。","NEED_EVIDENCE","只可记录为参考方向，不能拆成评分细则触发点。",NEED_EVIDENCE,"缺正式评标/阅卷/评分来源。"
S014,2024海淀期中,19,subjective,政治与法治,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024海淀期中.md -> 2024海淀期中细则.pdf","评阅细则：党员角度，有助于发挥党员的先锋模范作用为必须点。","中学党支部组织党员老师共同学习并围绕实际工作发挥作用。","党员先锋模范作用、基层党组织作用","答案落点：党员教师应把学习成果转化为岗位行动，发挥先锋模范作用，带动学校基层治理和育人工作。",PASS,"试卷 PDF 文本不足，题干主要依赖细则 PDF。"
S014,2024海淀期中,18,subjective,哲学与文化,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024海淀期中.md -> 2024海淀期中细则.pdf","细则出现“辩证思维——两点与重点的统一”“知识的准确度”等评阅要求。","题目要求从多个方面评价对象，既看不同方面又突出重点。","两点与重点的统一","答案落点：应全面分析对象的不同方面，同时围绕关键方面展开论证，避免平均用力或只看一面。",PASS,"高风险词有源文支撑，但完整题干仍需补试卷 OCR 复核。"
S015,2024朝阳期中,16,subjective,哲学与文化,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md -> 2024.11期中政治朝阳评标2.docx","评标：阅卷前制定参考答案；评分细则、答案变通说明；问题包括观点不明确、罗列知识、缺乏逻辑。","题目要求围绕材料进行集中分析，而不是罗列知识。","材料逻辑与答案逻辑一致","答案落点：应提炼材料核心问题，用清晰观点统领分析，并把教材知识转化为针对问题的论证。",PASS,"无。"
S015,2024朝阳期中,17,subjective,哲学与文化,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md -> 2024.11期中政治朝阳评标2.docx; 2024朝阳期中细则.rtf","评标提示：文化部分误答文化功能、传统文化当代价值等；应关注知识限定，答案逻辑与材料逻辑一致。","材料涉及农耕文明或文化现象，设问限定哲学与文化相关知识。","文化传承发展与材料限定作答","答案落点：应紧扣设问限定，从材料中的文化载体、传承方式和现实价值推导作答，而不是泛化罗列文化功能。",PASS,"无。"
S015,2024朝阳期中,19,subjective,逻辑与思维,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md -> 2024朝阳期中细则.rtf","题干：分析“首发经济”的北京朝外样本的打造是如何体现创新思维的；评标/细则含答案变通说明。","北京朝外样本通过新场景、新业态、新消费组织首发经济。","创新思维与实践转化","答案落点：应说明朝外样本如何从问题和需求出发，打破常规组合资源，形成新场景和新消费增长点。",PASS,"无。"
S015,2024朝阳期中,20,subjective,综合,material-knowledge-trigger,formal rubric,"C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2024各区模拟题__2024各区期中__2024朝阳期中.md -> 2024朝阳期中细则.rtf","细则 rtf 多处列出20题分值与答案结构，评标材料含阅卷前参考答案和答案变通说明。","20题为综合大题，要求按材料层次组织答案。","综合运用知识解决问题","答案落点：按材料层次和设问任务拆分作答，先明确观点，再用材料事实和学科知识逐层支撑。",PASS,"需后续合并者按完整题干再细分条目。"
