"suite_id","suite_name","question_no","question_type","module","entry_kind","evidence_level","source_path","evidence_excerpt","material_trigger","knowledge_point","answer_landing","status","risk_note"
"S025","2025顺义一模","16","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md","联系——文化与科技融合——借助3D建模、动态水墨等技术手段——展现中华文化与中华文明。","3D建模、动态水墨、粒子特效让传统文化以当代审美活起来。","联系观点","把传统文化、现代科技和当代审美联系起来，才能形成新的传播效果。","included","按预警处理：不用辩证否定表述"
"S025","2025顺义一模","16","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md","发展——发展的普遍性——人类社会和人的认识都是不断发展的——古老的优秀传统文化借助科技焕发新的生机与活力。","古老的优秀传统文化正在成为新生的。","发展观点","用发展的观点看传统文化，看到它可以在新条件下获得新生命。","included",""
"S033","2025海淀期末","16","主观题","文化","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md","可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。","药食同源理念与中药元素烘焙产品结合，形成中医药新时尚。","中华优秀传统文化创造性转化创新性发展","把传统理念转化为现代消费场景，让中医药文化以新方式融入生活。","included",""
"S033","2025海淀期末","16","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md","可从联系的观点、发展的观点、实现中华优秀传统文化创造性转化与创新性发展等角度作答。","守正不守旧，尊古不复古。","联系观点/发展观点","对传统文化既要承接根脉，又要结合现实条件发展创新。","included",""
"S033","2025海淀期末","17","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md","科学思维追求认识的客观性。科学思维总是从实际出发，力图如实地反映认识对象，努力把握和遵循客观规律。","永动机设计违背物理学基本规律，不可能得到构想的动力。","一切从实际出发/尊重客观规律","判断设计是否可行，要以客观规律为依据，不能被想象中的模型牵着走。","included",""
"S033","2025海淀期末","17","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md","可从发展的观点、对立统一的观点、追求真理是一个过程等角度作答。","制造永动机的失败推动人们研究能量形式相互转化规律。","追求真理是一个过程/认识发展","失败也能成为认识深化的环节，人们在反复探索中逐步接近规律性认识。","included",""
"S034","2025西城期末","16","主观题","文化","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md","文物建筑承载着特定的历史记忆。通过活化利用，可以传承弘扬中华优秀传统文化、增强文化认同。","会馆、梨园公会、南货老店等文物建筑被活化为文化艺术、金融文化、阅读体验空间。","文化载体/文化认同","文物建筑是历史记忆的载体，活化利用能让人们在现实空间中理解文化根脉。","included",""
"S034","2025西城期末","16","主观题","文化","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md","实现中华优秀传统文化的创造性转化和创新性发展，激发文化创新创造活力。","旧功能空间被改造为新的公共文化消费空间。","创造性转化和创新性发展","保护不是封存，活化利用要把历史资源转化为当代文化供给。","included",""
"S034","2025西城期末","18","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md","新事物发展要经历一个从小到大从不完善到完善的过程，新技术不可避免存在弱点和不完善的地方。","面对新技术恐惧和技术不完善，需要评价其发展过程。","发展观点/新事物成长","看待新技术要把握其从不完善到完善的发展过程，不因早期缺陷否定其前景。","included",""
"S034","2025西城期末","18","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025西城期末.md","实践是检验认识真理性的唯一标准或实践是认识发展的动力。","技术应用中的问题要在实践中检验、修正和发展。","实践是认识发展的动力","对新技术的认识不是一次完成的，要在实践反馈中不断完善。","included",""
"S035","2025东城期末","16","主观题","文化","material_to_rubric","lecture-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md","从文化载体、文化功能、中华文化的特征和当代价值、意识的能动作用等角度进行分析阐述。","何尊铭文“宅兹中国”是目前所知“中国”一词的最早出处。","中华文化源远流长、博大精深","器物能述史，因为它承载中华文明延续发展的历史信息。","included",""
"S035","2025东城期末","16","主观题","文化","material_to_rubric","lecture-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md","文化载体，是指文化的记录、记载、标识、传承和表现的物化形式。","何尊是展示中华文化的重要载体。","文化载体","物能载道，因为精神活动和精神产品需要通过具体物化载体呈现。","included",""
"S035","2025东城期末","16","主观题","哲学","material_to_rubric","lecture-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025东城期末.md","意识具有能动作用，能指导人们认识世界和改造世界。","习近平总书记多次携手何尊，向世界展示何以中国。","意识能动作用","用文物讲述中国故事，能促进世界对中华文明的认识和交流。","included",""
"S036","2025朝阳期末","16","主观题","文化","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md","弘扬中华优秀传统文化，传承传统思想，展示现代思想，向世界阐释推介具有中国特色、体现中国精神、蕴藏中国智慧的优秀文化。","《论语》《习近平谈治国理政》等书籍在许多国家发行，传递中国声音和价值观。","中华文化传播/文化自信","用文化同世界对话，要讲清中国精神、中国智慧和中国价值。","included",""
"S036","2025朝阳期末","16","主观题","文化","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md","聚焦中国文化元素，借助中国历史文物、传统节日等多样载体，阐释中国文化价值，融入国际交流话语体系。","汉代文物出境展注重趣味互动，春节成为联合国假日并列入非遗名录。","文化载体/中华文明传播力","要用世界听得懂的载体和话语阐释中国文化价值。","included",""
"S036","2025朝阳期末","16","主观题","哲学","material_to_rubric","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md","用对立统一的观点看待文化交流，坚定文化自信，尊重文化多样性，既要展示中华文化独特魅力，又要以包容心态、开放姿态借鉴国外优秀文化成果。","展览方式关注当地普通观众视角，寻找文化资源与现代生活的契合点。","对立统一/文化多样性","文化对话既要坚持自身特色，又要尊重差异、开放互鉴。","included",""
"S017","2025西城一模","3","选择题","哲学","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md","3A；科研团队运用高精度无人机激光雷达和人工智能技术绘制我国首张树密度地图，说明世界上只有尚未被认识之物，没有不可认识之物。","新技术推进森林资源调查。","认识具有无限性/可知论","科学技术和实践发展能够推动人们深化对客观世界的认识。","included","choice_chain_only"
"S017","2025西城一模","4","选择题","哲学","wrong_option","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025西城一模.md","4D为答案；②把投资于人和投资于物的对立说成矛盾的主要方面。","题干强调现代化要更多投资于人的发展。","矛盾主次方面错用","不能把两个投资方向的关系直接说成矛盾主要方面，材料主旨是以人民为中心。","included","wrong_option_only; high-risk term rejected"
"S018","2025东城一模","1","选择题","文化","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025东城一模.md","1A；中华文明突出的包容性帮助理解各民族交往交流交融。","民族文化交流交融形成中华文明共同体。","中华文明包容性","看到多元汇聚、交流互鉴时，可联想到中华文明包容性。","included","choice_chain_only"
"S020","2025丰台一模","6","选择题","文化","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025丰台一模.md","6A；京彩灯会以自贡彩灯技艺为基础，与北京传统风俗文化、首都时代精神符号创意融合。","非遗技艺、北京传统风俗、时代精神融合。","中华优秀传统文化创造性转化创新性发展","传统文化借助新场景新表达焕发生命力。","included","choice_chain_only"
"S033","2025海淀期末","2","选择题","哲学","wrong_option","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期末.md","2C为答案；①把复刻百年前电车外观直接说成对旧事物积极部分的扬弃。","观光巴士复刻电车外观并组织沉浸体验。","辩证否定硬套","复刻外观不等于事物自身扬弃，不能见到传统外观就套辩证否定。","included","wrong_option_only; high-risk term rejected"
"S036","2025朝阳期末","7","选择题","哲学","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md","7A；删繁就简、领异标新强调既克服又保留，优化作品构成，并呈现个性风格。","书画文学创作去叶存干、独创一格。","辩证思维/创作中的扬弃","材料同时出现克服保留和个性创造，可作为辩证思维的选择题触发链。","included","choice_chain_only"
"S036","2025朝阳期末","7","选择题","哲学","wrong_option","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025朝阳期末.md","7A；④把创作要求写成对已有存在状态作转换性思考，不符合题干主旨。","题干强调删繁就简和领异标新。","逆向/转换思维错套","不能把所有创新材料都归成转换性思考，要看题干是否真正要求反向转换。","included","wrong_option_only"
"S037","2025丰台期末","7","选择题","哲学","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md","7C；漫画启示从实际出发，从当下做起，生活才能少些迷茫。","关注当下行动与实际处境。","一切从实际出发","哲学选择题中，漫画落点常在从实际出发、具体分析现实处境。","included","choice_chain_only"
"S037","2025丰台期末","8","选择题","哲学","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md","8D；现代诗用发散思维和形象思维表达对和平的向往。","用白天鹅、门、红酒、灯等形象描写和平。","形象思维/发散思维","诗歌以具体形象触及抽象价值，适合从形象思维和发散思维判断。","included","choice_chain_only"
"S037","2025丰台期末","10","选择题","哲学","choice_chain","answer-key+question","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md","10B；吃一堑长一智体现从特殊推出一般，举一不能反三涉及类比推理。","从经验教训总结规律，从一个事例迁移到类似事例。","归纳推理/类比推理","经验材料转化为规律认识，要区分归纳和类比的适用。","included","choice_chain_only"
"S019","2025朝阳一模","16","主观题","哲学/文化","material_to_rubric","insufficient-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025朝阳一模.md","参考答案仅概括为能运用文化传承与创新、实践、社会存在社会意识、价值创造与实现等知识作答。","国产动画电影材料。","待补正式细则","当前证据不能细化为学生版触发链。","NEED_EVIDENCE","按预警：朝阳一模16不清晰时标NEED_EVIDENCE"
"S022","2025房山一模","16","主观题","哲学/文化","material_to_rubric","reference-only","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025房山一模.md","答案处明示“原卷无答案，本答案仅供参考”。","博物馆热材料。","reference-only","不能作为正式学生版触发链。","reference-only","普通答案降级，不作一手证据"
"S023","2025石景山一模","21","主观题","综合","risk_review","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025石景山一模.md","可从改革的实质、全面深化改革的总目标和原则、党的领导、坚持中国特色社会主义、社会发展普遍规律等角度回答。","题干使用破与立，但细则落在改革、党的领导、制度和社会发展规律。","不生成辩证否定链","不把设问词破立直接当作辩证否定证据。","included","按预警：石景山一模21不反推辩证否定"
"S025","2025顺义一模","16","主观题","风险复核","risk_review","formal-rubric","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区一模__2025顺义一模.md","细则列文化载体、文化功能、中华文化与中华文明、双创；哲学列规律、联系、发展、矛盾、价值观等。","哪吒/黑悟空/唐宫夜宴材料。","不生成辩证否定/守正创新硬链","学生版只写双创、联系、发展，不写成细则明确要求辩证否定或守正创新。","included","按预警处理"
"S032","2025海淀期中","16","主观题","经济","module_boundary","formal-answer","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025海淀期中.md","第16题为咖啡市场前景与企业出海，参考答案从生产技术、产品质量、消费方式、市场需求、经营战略等经济角度回答。","咖啡市场与企业出海。","module-boundary-excluded","非必修四哲学/文化主观题，不进入学生版。","module-boundary-excluded",""
"S037","2025丰台期末","16","主观题","哲学","material_to_rubric","reference-only","C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\gpt_suite_bundles\2025各区模拟题__2025各区期末__2025丰台期末.md","教师版示例后标注“原题无答案，此答案仅供参考”。","胸中有数材料。","reference-only","不能作为正式主观题触发链；仅记录缺口。","reference-only","普通答案降级，不作一手证据"
