"suite_id","year","district","stage","file_path","file_type","source_type","question_range","status","notes"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf","pdf","paper","","inventory-only","extracted_chars=8307 cache=d0a9e3587b_003202405朝阳高三二模政治试题.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx","docx","reference-answer","","inventory-only","extracted_chars=1685 cache=ac7470c7d5_高三二模_政治答案_2_.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx","docx","rubric","","inventory-only","extracted_chars=2683 cache=69839ac13a_2024海淀二模细则.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx","docx","paper","","inventory-only","extracted_chars=6996 cache=91971df55a_高三二模_政治试题_以PDF为准_1_.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf","pdf","paper","","inventory-only","extracted_chars=7620 cache=53274c8f41_高三政治_二模试题_海_1_.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf","pdf","lecture-scoring","","inventory-only","extracted_chars=422 cache=00fde452c8_西城东城二模选择题讲评.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx","pptx","lecture-scoring","","inventory-only","extracted_chars=593 cache=9e25c346f6_西城东城二模选择题讲评.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx","docx","reference-answer","","inventory-only","extracted_chars=1934 cache=72d5c00e37_高三模拟测试思想政治答案.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx","docx","rubric","","inventory-only","extracted_chars=3583 cache=a66c8ad8b1_2024西城二模细则.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx","docx","paper","","inventory-only","extracted_chars=5913 cache=e94a6c917f_高三模拟测试思想政治试卷.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx","docx","rubric","","inventory-only","extracted_chars=2046 cache=1d378ab098_2024顺义思政二模细则.txt"
"2024各区二模","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx","docx","paper","","inventory-only","extracted_chars=6264 cache=ba0fd81adf_20240318顺义思政二模试题_定_.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx","docx","marking-report","","inventory-only","extracted_chars=23619 cache=81bcdf4167_2024.11期中政治朝阳评标2.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx","docx","marking-report","","inventory-only","extracted_chars=5678 cache=e882bfe400_2024.11期中政治朝阳评标docx.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf","rtf","rubric","","inventory-only","extracted_chars=100847 cache=f43fde14d9_2024朝阳期中细则.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf","pdf","paper","","inventory-only","extracted_chars=7624 cache=a43a020e8d_202411朝阳高三政治_期中1试题_1_.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf","pdf","paper","","inventory-only","extracted_chars=7624 cache=23ba120fed_202411朝阳高三政治_期中1试题.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf","pdf","rubric","","inventory-only","extracted_chars=14928 cache=aa74a63f9d_2024海淀期中细则.txt"
"2024各区期中","","","","C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf","pdf","paper","","inventory-only","extracted_chars=927 cache=0f83ee67fb_海淀区2024_2025学年第一学期期中练习政治试题.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx","docx","paper","","inventory-only","extracted_chars=3951 cache=9ebfccc22a_2024届各区一模试题分类汇编必修1.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx","docx","paper","","inventory-only","extracted_chars=10459 cache=92f417617f_2024届各区一模试题分类汇编必修2_.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx","docx","paper","","inventory-only","extracted_chars=11982 cache=bd439883dd_2024届各区一模试题分类汇编必修3.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx","docx","paper","","inventory-only","extracted_chars=10913 cache=d4636a33ec_2024届各区一模试题分类汇编必修4.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx","docx","paper","","inventory-only","extracted_chars=10476 cache=de6139a6c1_2024届各区一模试题分类汇编选必1.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx","docx","paper","","inventory-only","extracted_chars=11965 cache=22399ae81f_2024届各区一模试题分类汇编选必2.txt"
"202404各区一模试题分类（按模块）","","","","C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc","doc","paper","","module-boundary-excluded","old .doc conversion failed and source is selected compulsory 3 classification compilation; excluded by book boundary; see role_reports/ocr_boundary_findings.md"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf","pdf","rubric","","inventory-only","extracted_chars=5764 cache=9adf687007_2025东城一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=8075 cache=74ee5ba607_2025北京东城高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx","docx","rubric","","inventory-only","extracted_chars=6643 cache=de06393b8b_2025丰台一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=8892 cache=87011a4cfe_2025北京丰台高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\细则\2025延庆一模细则.docx","docx","rubric","","inventory-only","extracted_chars=2667 cache=6204ead487_2025延庆一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025延庆一模\试卷\2025北京延庆高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=9711 cache=b94865235d_2025北京延庆高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\细则\2025房山一模细则.pdf","pdf","rubric","","inventory-only","extracted_chars=3576 cache=6758416a77_2025房山一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025房山一模\试卷\2025北京房山高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=16409 cache=1ea01526a6_2025北京房山高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc","doc","marking-report","","inventory-only","old .doc not extracted in automatic pass; converted_old_doc_chars=1607 converted_text=b9ecc69888_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc","doc","marking-report","","inventory-only","old .doc not extracted in automatic pass; converted_old_doc_chars=3165 converted_text=a270e10b61_20250329高3阅卷总结18题_社区治理_汤桃玲组_探究建构.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\20250329高3阅卷总结19题 合同欺诈  阐释论证.doc","doc","marking-report","","inventory-only","old .doc not extracted in automatic pass; converted_old_doc_chars=2849 converted_text=ef3b9a50ac_20250329高3阅卷总结19题_合同欺诈_阐释论证.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx","pptx","lecture-scoring","","inventory-only","extracted_chars=14284 cache=eebdbe5520_高三政治一模试卷讲评.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\细则\2025朝阳一模细则.pdf","pdf","rubric","","ocr-reviewed","OCR extracted chars=12482 pages=3 cache=C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选择性必修一_当代国际政治与经济_2026-04-25_1417\ocr_text_cache\f5f683a900508fd2_2025朝阳一模细则.txt; classified in role_reports/ocr_boundary_findings.md"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=9995 cache=773f6ec548_2025北京朝阳高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\其他材料\EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf","pdf","unknown","","inventory-only","extracted_chars=2878 cache=526a0cc25f_EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\细则\2025海淀一模细则.docx","docx","rubric","","inventory-only","extracted_chars=994 cache=6c25dc5749_2025海淀一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025海淀一模\试卷\2025北京海淀高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=9274 cache=41042f694d_2025北京海淀高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\细则\2025石景山一模细则.doc","doc","rubric","","inventory-only","old .doc not extracted in automatic pass; converted_old_doc_chars=2960 converted_text=f615d24346_2025石景山一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025石景山一模\试卷\2025北京石景山高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=10476 cache=76e7b162f8_2025北京石景山高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\细则\2025西城一模细则.docx","docx","rubric","","inventory-only","extracted_chars=4093 cache=5b30c37177_2025西城一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025西城一模\试卷\2025北京西城高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=9882 cache=aca0c08ff7_2025北京西城高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\细则\2025门头沟一模细则.doc","doc","rubric","","inventory-only","old .doc not extracted in automatic pass; converted_old_doc_chars=3430 converted_text=6ad95af315_2025门头沟一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025门头沟一模\试卷\2025北京门头沟高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=10344 cache=7d728bc28b_2025北京门头沟高三一模政治_教师版_.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\细则\2025顺义一模细则.docx","docx","rubric","","inventory-only","extracted_chars=3826 cache=0b10635c63_2025顺义一模细则.txt"
"2025各区一模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=19108 cache=b6a132845e_2025北京顺义高三一模政治_教师版_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf","pdf","rubric","","inventory-only","extracted_chars=5512 cache=b3b4a5f7b2_2025东城二模细则.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=8173 cache=ef468b70e7_2025北京东城高三二模政治_教师版_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=9558 cache=7829d14453_2025北京丰台高三二模政治_教师版_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(1).doc","doc","rubric","","inventory-only","old .doc not extracted in automatic pass; converted_old_doc_chars=5654 converted_text=38be1e0c69_16._1_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\16.(2).docx","docx","rubric","","inventory-only","extracted_chars=855 cache=15768523fd_16._2_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\17题.docx","docx","rubric","","inventory-only","extracted_chars=7254 cache=2e78bea482_17题.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\18题 .docx","docx","rubric","","inventory-only","extracted_chars=30606 cache=579b0f391e_18题_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(1).docx","docx","rubric","","inventory-only","extracted_chars=7180 cache=470e89b79c_19._1_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\19.(2).docx","docx","rubric","","inventory-only","extracted_chars=12013 cache=66e039bc20_19._2_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx","docx","rubric","","inventory-only","extracted_chars=11019 cache=23da5ae74b_20题.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\21题.docx","docx","rubric","","inventory-only","extracted_chars=1148 cache=701067a6ff_21题.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx","pptx","rubric","","inventory-only","extracted_chars=8937 cache=7fc08e2231_2025昌平二模细则.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf","pdf","reference-answer","","inventory-only","extracted_chars=9781 cache=f4be2cd997_2025北京昌平高三二模政治_教师版_.txt"
"2025各区二模","","","","C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf","pdf","unknown","","ocr-reviewed","OCR extracted chars=19751 pages=6 cache=C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选择性必修一_当代国际政治与经济_2026-04-25_1417\ocr_text_cache\613f35ecb7c41e67_扫描全能王_2025-05-13_21.42.txt; classified in role_reports/ocr_boundary_findings.md"
