source_id,path,year,suite,file_type,evidence_type,status,extraction_method,confidence,notes
SRC_486fe5ba720a,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,2024,2024朝阳期中,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_611ed7564625,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,2024,2024朝阳期中,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_34231242a333,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,2024,2024朝阳期中,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_4fc81e818683,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,2024,2024朝阳一模,pptx,rubric_or_marking,not_started,pending_ppt_render_or_zip,high,
SRC_8a924a245316,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,2024,2024朝阳一模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_d3b447f0ea3a,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,2024,2024朝阳一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_d991feeaa63e,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,2024,2024朝阳一模,pptx,paper,not_started,pending_ppt_render_or_zip,high,
SRC_e6f22d1048fc,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,2024,海淀二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_da60e3ae2561,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,2024,海淀二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_a83c70cbad37,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,2024,海淀二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_1c0a8eb1f6cd,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,2024,海淀二模,docx,paper,not_started,pending_word_or_textutil,high,
SRC_e3f88f68dd56,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,2024,2024海淀期中,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_132d9a876bce,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,2024,2024海淀期中,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_1f17f2c91d92,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,2024,2024东城一模,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=经济全球化:1;和平与发展:1;共同利益:1;人类命运共同体:2;国际关系民主化:2;新型国际关系:2;贸易:1;投资:2;制度型开放:1;两个市场:1;两种资源:1
SRC_fa4ea186dba9,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,2024,2024东城一模,pdf,rubric_or_marking,needs_visual_read,pypdf_text_attempt,high,needs_visual_read_or_ocr=true | PPTX main rubric already usable for Q16/Q20
SRC_a1c55f582bad,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,2024,2024东城一模,pdf,paper,source_checked_with_visual_render,pymupdf_render,high,rendered_to=audit/render_2024东城一模试卷 | visual_read=audit/visual_read_2024东城一模_试卷.md
SRC_ecba6fd5969d,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,2024,西城二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_3cb2df235603,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,2024,西城二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_f9754eb81c9b,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,2024,西城二模,docx,paper,not_started,pending_word_or_textutil,high,
SRC_abdf5a2c1aeb,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,2024,西城二模,pdf,lecture_or_review,not_started,pending_pdf_text_or_render,medium,
SRC_bd22f6c39c9e,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pptx,2024,西城二模,pptx,lecture_or_review,not_started,pending_ppt_render_or_zip,medium,
SRC_7e4a722d6d9e,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,2025,2025西城二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_62207119d52d,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,2025,2025西城二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_05a280b2e00d,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,2025,2025海淀二模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=经济全球化:1;世界多极化:1;和平与发展:1;全球治理:1;联合国:10;中国智慧:1;中国方案:1;人类命运共同体:1;多边主义:1;新型国际关系:1
SRC_5b0f1d77d036,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,2025,2025海淀二模,docx,rubric_or_marking,source_checked,zip_word_xml,high,keyword_hits=联合国:8
SRC_203635b75b25,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,2025,2025海淀二模,pdf,paper,source_checked_with_visual_render,pypdf_text_attempt+fitz_visual_render,high,Q21_prompt_visually_confirmed
SRC_06bdaf7a81b0,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,2025,2025海淀二模,pdf,lecture_or_review,not_started,pending_pdf_text_or_render,medium,
SRC_60be5c5c0fb3,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_3a2e101926af,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,2025,2025丰台二模,doc,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_f71fa74e8a1b,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_58a9a8f3e678,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_1543d8baa151,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_cf5f0f635e6f,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_4f9c477fa46c,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_dfa78c60e17a,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,2025,2025丰台二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_770de383c911,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,2025,2025丰台二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_436f84dc1edf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,2025,2025朝阳二模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_d411e2158d47,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,2025,2025朝阳二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_87571762455e,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,2025,2025朝阳二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_2df7863ec9eb,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,2025,2025昌平二模,pptx,rubric_or_marking,not_started,pending_ppt_render_or_zip,high,
SRC_f67354a12eea,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,2025,2025昌平二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_bd8e9436f81d,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,2025,2025东城二模,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_e1c925184ab8,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,2025,2025东城二模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_61b68f14212d,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,2025,2025海淀期末,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=中国智慧:1;中国方案:1;人类命运共同体:2
SRC_1bd40d845040,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,2025,2025海淀期末,docx,paper,source_checked,textutil,high,extracted_to=codex_lane/extracted_text/SRC_1bd40d845040_试卷.txt
SRC_f548fe634936,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,2025,2025西城期末,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_3b9cf3beca8e,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,2025,2025西城期末,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_cda046c2d36d,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,2025,2025海淀期中,docx,rubric_or_marking,source_checked,zip_word_xml,high,embedded_media=8 saved_to=/Users/wanglifei/Desktop/北京高考政治/选必一_当代国际政治与经济_双线总控_2026-05-02/codex_lane/extracted_media/SRC_cda046c2d36d | keyword_hits=经济全球化:2;政治多极化:1;和平与发展:2;贸易:2;投资:1;两个市场:1;两种资源:1
SRC_e3da1b6b45ca,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,2025,2025海淀期中,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_f5c5ada09871,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,2025,2025东城期末,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_7d84ce85cb4b,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,2025,2025东城期末,pptx,rubric_or_marking,not_started,pending_ppt_render_or_zip,high,
SRC_8ab211d978d9,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,2025,2025东城期末,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_86fc00424d39,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,2025,2025丰台期末,pptx,rubric_or_marking,source_checked,zip_pptx_xml,high,keyword_hits=当代国际政治与经济:1;国际政治与经济:1;经济全球化:1;和平与发展:2;共同利益:2;全球治理:2;中国智慧:1;中国方案:1;人类命运共同体:3;国际关系民主化:1;新型国际关系:5
SRC_25f18281e8a8,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,2025,2025丰台期末,pdf,paper,source_checked,pypdf_text_attempt,high,keyword_hits=当代国际政治与经济:2;国际政治与经济:2;经济全球化:3;世界多极化:2;和平与发展:2;共同利益:3;全球治理:2;人类命运共同体:3;新型国际关系:1;贸易:2;投资:5
SRC_49b23fecab97,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,2025,2025朝阳期末,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_131c6c890bd4,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,2025,2025朝阳期末,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_65f9eb78542d,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,2025,2025朝阳期末,pptx,other,not_started,pending_ppt_render_or_zip,medium,
SRC_4572acf26cdb,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,2025,2025延庆一模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_438d82cfc42b,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,2025,2025延庆一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_70713581c0c6,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,2025,2025门头沟一模,doc,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_41b9c310bed6,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,2025,2025门头沟一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_8ee813c0b52e,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,2025,2025房山一模,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_dc005114eca8,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,2025,2025房山一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_6087ed54082b,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,2025,2025顺义一模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_54c5e688c015,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,2025,2025顺义一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_6ea5462e02af,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,2025,2025西城一模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_062e7a5c776b,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,2025,2025西城一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_a043a3fcb259,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,2025,2025海淀一模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_20820628be28,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,2025,2025海淀一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_8cf8c31e07b0,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,2025,2025海淀一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_700c0fe3ebe1,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,2025,2025石景山一模,doc,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_949be36f2037,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,2025,2025石景山一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_c3d1aea637c9,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,2025,2025朝阳一模,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_07886c57967f,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,2025,2025朝阳一模,doc,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_341c036102eb,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,2025,2025朝阳一模,doc,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_e70708293da1,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,2025,2025朝阳一模,doc,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_832947a8c994,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,2025,2025朝阳一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_e829e6e9a3ae,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,2025,2025朝阳一模,pptx,paper,not_started,pending_ppt_render_or_zip,high,
SRC_066dbcf5b765,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,2025,2025丰台一模,docx,rubric_or_marking,not_started,pending_word_or_textutil,high,
SRC_ef312c0ead76,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,2025,2025丰台一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
SRC_d39f12bd12f3,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,2025,2025东城一模,pdf,rubric_or_marking,not_started,pending_pdf_text_or_render,high,
SRC_da5883631078,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,2025,2025东城一模,pdf,paper,not_started,pending_pdf_text_or_render,high,
