module,node,source,question_type,title,knowledge,origin,has_full_prompt,has_landing,has_image
一、唯物论,尊重客观规律与发挥主观能动性相结合,2026房山一模 第16(2)题,主观题,尊重规律与发挥主观能动性：因地制宜不是被动等待条件，而是在规律基础上主动作为。,尊重规律与发挥主观能动性,current-thread-supplement,True,True,False
一、唯物论,规律的客观性,2026朝阳一模 第16题,主观题,subjective。,subjective。,2026A_v6_audit_entries.csv,True,True,False
一、唯物论,规律的客观性,2024朝阳一模 第4题,选择题,客观规律不能被改良。,客观规律不能被改良。,2024_v6_student_entries.md,True,True,False
一、唯物论,规律的客观性,2024朝阳一模 第4题,选择题,哲学。,哲学。,2024_v6_audit_entries.csv,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2024海淀二模 第16题,主观题,联系的普遍性 / 联系的观点,联系的普遍性 / 联系的观点,targeted-coverage-backfill,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025海淀期末 第16题,主观题,联系观点/发展观点。,联系观点/发展观点。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026海淀期末 第17题,主观题,联系观点与文化精神传承。,联系观点与文化精神传承。,2026B_v6_student_entries.md,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2024西城一模 第17题,主观题,联系的普遍性 / 联系的观点：城市公园是自然要素相互作用的生命网络,联系的普遍性 / 联系的观点,current-thread-post-clean-coverage,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026西城一模 第16题,主观题,正确意识、联系、发展与价值导向。,联系观点；发展观点；正确意识的促进作用；价值观导向；辩证思维；超前思维。,2026A_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2024朝阳二模 第16(2)题,主观题,用联系和发展观点分析新事物。,用联系和发展观点分析新事物。,2024_v6_student_entries.md,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025石景山一模 第16题,主观题,联系观点/发展观点。,联系观点/发展观点。,2025A_v6_student_entries.md,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025门头沟一模 第16题,主观题,联系观点/发展观点。,联系观点/发展观点。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025顺义一模 第16题,主观题,联系观点。,联系观点 / 文化与科技融合。,2025A_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025顺义一模 第16题,主观题,联系观点。,联系观点。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025昌平二模 第16题,主观题,联系观点看文化现象。,联系观点看文化现象。,2025B_v6_student_entries.md,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026房山一模 第16(2)题,主观题,联系观点：在国家大局中找准地方定位。,联系观点,current-thread-supplement,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026石景山期末 第18题（1）,主观题,联系的普遍性 / 联系的观点（总）,联系的普遍性 / 联系的观点（总）,targeted-coverage-backfill,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026海淀一模 第4题,选择题,文化/联系链。,文化/联系链。,late-objective-closure,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026海淀一模 第5题,选择题,联系多样性/社会历史条件。,联系多样性/社会历史条件。,late-objective-closure,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2026西城一模 第6题,选择题,联系观点/价值转化。,联系观点/价值转化。,late-objective-closure,True,True,False
二、辩证法,联系的普遍性 / 联系的观点（总）,2025东城二模 第4题,选择题,联系观点。,联系观点。,2025B_v6_student_entries.md,True,True,False
二、辩证法,联系的客观性,2026朝阳一模 第4题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,根据固有联系建立新的具体联系,2025海淀二模 第9题,选择题,根据事物固有联系建立新的具体联系。,根据事物固有联系建立新的具体联系。,2025B_v6_student_entries.md,True,True,False
二、辩证法,根据固有联系建立新的具体联系,2025海淀二模 第9题,选择题,根据固有联系建立新的具体联系。,根据固有联系建立新的具体联系。,2025B_v6_audit_entries.csv,True,True,False
二、辩证法,根据固有联系建立新的具体联系,2024朝阳一模 第4题,选择题,根据事物固有属性建立新的具体联系。,根据事物固有属性建立新的具体联系。,2024_v6_student_entries.md,True,True,False
二、辩证法,联系的多样性,2025朝阳二模 第3题,选择题,联系的多样性。,联系的多样性。,2025B_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,整体与部分,2026朝阳期中 第20题,主观题,辩证思维看机遇与挑战。,辩证思维看机遇与挑战。,2026B_v6_student_entries.md,True,True,False
二、辩证法,整体与部分,2026丰台期末 第16题,主观题,留白中的整体与适度。,留白中的整体与适度。,2026B_v6_student_entries.md,True,True,False
二、辩证法,整体与部分,2026丰台期末 第16题,主观题,留白中的对立统一/适度/整体与部分/传统文化。,留白中的对立统一/适度/整体与部分/传统文化。,2026B_v6_audit_entries.csv,True,True,False
二、辩证法,整体与部分,2024丰台二模 第13题,选择题,A逆向思维非主旨; B立足局部方向错误; C折中主义不等于适度原则。,A逆向思维非主旨; B立足局部方向错误; C折中主义不等于适度原则。,late-objective-closure,True,True,False
二、辩证法,系统观念 / 系统优化,2024海淀一模 第17(2)题,主观题,分析与综合相结合。,分析与综合相结合。,2024_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2024海淀期中 第18题,主观题,系统观念 / 系统优化,系统观念 / 系统优化,current-thread-gap-closure,True,True,False
二、辩证法,系统观念 / 系统优化,2025海淀二模 第16题,主观题,联系观点与系统优化。,联系观点与系统优化。,2025B_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2025海淀二模 第16题,主观题,辩证否定。,联系的观点 / 整体与部分 / 系统优化。,2025B_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,系统观念 / 系统优化,2024西城二模 第17题,主观题,人与自然和谐共生。,人与自然和谐共生。,2024_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2024东城一模 第18题第（3）问,主观题,系统观念 / 系统优化,系统观念 / 系统优化,current-thread-ocr-source-check,True,True,False
二、辩证法,系统观念 / 系统优化,2026东城期末 第21题,主观题,系统观念看区域协调。,系统观念看区域协调。,2026B_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2026东城期末 第21题,主观题,系统观念与区域协调。,系统观念与区域协调。,2026B_v6_audit_entries.csv,True,True,False
二、辩证法,系统观念 / 系统优化,2026朝阳一模 第16题,主观题,联系观点与系统优化。,联系观点与系统优化。,2026A_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2024丰台一模 第18(1)题,主观题,联系、发展和整体视野。,联系观点 / 系统观念 / 整体优化。,2024_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,系统观念 / 系统优化,2026丰台一模 第16题,主观题,联系观点与系统优化：统筹人工智能发展的多重关系。,联系观点与系统优化,current-thread-supplement,True,True,False
二、辩证法,系统观念 / 系统优化,2026顺义一模 第16题,主观题,防范破窗效应中的量变质变与系统治理。,防范破窗效应中的量变质变与系统治理。,2026A_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2026石景山一模 第17题第1问,主观题,中医药文化中的矛盾、联系与系统思维。,中医药文化中的矛盾、联系与系统思维。,2026A_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2026石景山一模 第17(1)题,主观题,subjective。,subjective。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,系统观念 / 系统优化,2026房山一模 第18(1)题,主观题,系统优化：以整体治理实现常态蓝天。,系统优化,current-thread-supplement,True,True,False
二、辩证法,系统观念 / 系统优化,2026房山一模 第18(1)题,主观题,实践观点：空气治理经验来自持续治理行动。,实践观点,current-thread-supplement,True,True,False
二、辩证法,系统观念 / 系统优化,2026通州期末 第21题,主观题,中国式现代化中的系统优化。,中国式现代化中的系统优化。,2026B_v6_student_entries.md,True,True,False
二、辩证法,系统观念 / 系统优化,2026朝阳一模 第5题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,系统观念 / 系统优化,2026朝阳一模 第7题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,系统观念 / 系统优化,2026门头沟一模 第7题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025海淀一模 第16题,主观题,实践与认识/认识发展。,实践与认识/认识发展。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025海淀期末 第16题,主观题,中华优秀传统文化创造性转化创新性发展。,中华优秀传统文化创造性转化创新性发展。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025海淀期末 第17题,主观题,追求真理是一个过程/认识发展。,实践是认识的基础 / 实践是认识发展的动力 / 实践是检验认识真理性的唯一标准。,2025A_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025海淀期末 第17题,主观题,追求真理是一个过程/认识发展。,追求真理是一个过程/认识发展。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026海淀一模 第16题,主观题,发展观点：社会大变革推动人文学科推陈出新。,发展观点,current-thread-supplement,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025西城一模 第16题,主观题,中华优秀传统文化传承发展。,中华优秀传统文化传承发展。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025西城期末 第16题,主观题,创造性转化和创新性发展。,创造性转化和创新性发展。,2025A_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025西城期末 第18题,主观题,发展观点/新事物成长。,新事物发展 / 发展的观点。,2025A_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025西城期末 第18题,主观题,实践是认识发展的动力。,实践是认识发展的动力。,2025A_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025西城期末 第18题,主观题,发展观点/新事物成长。,发展观点/新事物成长。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024东城一模 第18题第（3）问,主观题,发展的观点 / 发展的普遍性,发展的观点 / 发展的普遍性,current-thread-ocr-source-check,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025东城一模 第16题,主观题,创造性转化和创新性发展。,创造性转化和创新性发展。,2025A_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026东城一模 第16题,主观题,中华优秀传统文化创造性转化创新性发展。,中华优秀传统文化创造性转化创新性发展。,S040-sample-output,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026东城一模 第20题,主观题,认识上升性/发展观点。,认识上升性/发展观点。,S040-sample-output,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026东城一模 第20题,主观题,人与自然和谐共生/绿色发展价值观。,人与自然和谐共生/绿色发展价值观。,S040-sample-output,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024朝阳期中 第16题,主观题,哲学与文化。,哲学与文化。,2024_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024朝阳期中 第17题,主观题,文化传承发展与创造性转化。,文化传承发展与创造性转化。,2024_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024朝阳期中 第17题,主观题,哲学与文化。,哲学与文化。,2024_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026朝阳期末 第16题,主观题,中华优秀传统文化创造性转化、创新性发展 / 文化传承,中华优秀传统文化创造性转化、创新性发展 / 文化传承,targeted-coverage-backfill,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026丰台一模 第16题,主观题,正确价值观：让人工智能朝着有益、安全、公平方向发展。,正确价值观,current-thread-supplement,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025门头沟一模 第16题,主观题,发展的观点 / 发展的普遍性,发展的观点 / 发展的普遍性,targeted-coverage-backfill,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025顺义一模 第16题,主观题,创造性转化和创新性发展。,创造性转化和创新性发展。,2025A_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025顺义一模 第16题,主观题,发展观点。,发展观点 / 发展的普遍性。,2025A_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025顺义一模 第16题,主观题,发展观点。,发展观点。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026石景山期末 第18题（1）,主观题,发展的观点 / 发展的普遍性,发展的观点 / 发展的普遍性,targeted-coverage-backfill,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025西城二模 第2题,选择题,认识发展原理。,认识发展原理。,2025B_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026西城一模 第7题,选择题,实践/价值链。,实践/价值链。,late-objective-closure,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024东城一模 第2题,选择题,见上句，正确项和错项已合并说明。,见上句，正确项和错项已合并说明。,late-objective-closure,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024丰台二模 第12题,选择题,②自然发展的必然结果忽视实践; ③充分条件表述过度。,②自然发展的必然结果忽视实践; ③充分条件表述过度。,late-objective-closure,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2025丰台一模 第6题,选择题,中华优秀传统文化创造性转化创新性发展。,中华优秀传统文化创造性转化创新性发展。,2025A_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024门头沟一模 第5题,选择题,②实现文化认同拔高材料; ③经济发展水平取决于文化资源挖掘利用表述错误。,②实现文化认同拔高材料; ③经济发展水平取决于文化资源挖掘利用表述错误。,late-objective-closure,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024门头沟一模 第9题,选择题,③错称科学实验是事物发展源泉和动力; ④真理谬误转化无题面支撑。,③错称科学实验是事物发展源泉和动力; ④真理谬误转化无题面支撑。,late-objective-closure,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024石景山一模 第12题,选择题,文化产业融合发展。,文化产业融合发展。,2024_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024石景山一模 第12题,选择题,文化/经济。,文化/经济。,2024_v6_audit_entries.csv,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024门头沟一模 第15题,选择题,②只要就能绝对化; ④单因归因超出材料。,②只要就能绝对化; ④单因归因超出材料。,late-objective-closure,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2024顺义思政二模 第4题,选择题,中华优秀传统文化创造性转化、创新性发展 / 文化传承,中华优秀传统文化创造性转化、创新性发展 / 文化传承,targeted-coverage-backfill,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026石景山一模 第2题,选择题,工业遗址再利用中的辩证思维与发展观点。,工业遗址再利用中的辩证思维与发展观点。,2026A_v6_student_entries.md,True,True,False
二、辩证法,发展的观点 / 发展的普遍性,2026石景山一模 第2题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,量变与质变 / 适度原则,2025海淀二模 第16题,主观题,量变是质变的必要准备。,量变是质变的必要准备。,2025B_v6_student_entries.md,True,True,False
二、辩证法,量变与质变 / 适度原则,2025西城一模 第22题,主观题,发展观点与量变质变：长期主义不是慢，而是持续积累到突破,发展的观点；量变是质变的必要准备；前途是光明的、道路是曲折的,current-thread-manual-source-check,True,True,False
二、辩证法,量变与质变 / 适度原则,2026房山一模 第18(1)题,主观题,质量互变：久久为功推动空气质量由量变到质变。,质量互变,current-thread-supplement,True,True,False
二、辩证法,量变与质变 / 适度原则,2026顺义一模 第3题,选择题,正确项：高风险词“量变质变”必须有题源支撑。,正确项：高风险词“量变质变”必须有题源支撑。,2026A_v6_student_entries.md,True,True,False
二、辩证法,量变与质变 / 适度原则,2026顺义一模 第3题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,事物发展是前进性与曲折性的统一,2025东城二模 第2题,选择题,“主动追求曲折道路”的误读。,“主动追求曲折道路”的误读。,2025B_v6_student_entries.md,True,True,False
二、辩证法,辩证否定 / 守正创新,2024东城一模 第18题第（3）问,主观题,辩证否定 / 守正创新,辩证否定 / 守正创新,current-thread-ocr-source-check,True,True,False
二、辩证法,辩证否定 / 守正创新,2026朝阳期末 第16题,主观题,传统文化的创造性转化与辩证否定。,传统文化的创造性转化与辩证否定。,2026B_v6_student_entries.md,True,True,False
二、辩证法,辩证否定 / 守正创新,2026朝阳期末 第16题,主观题,传统文化创造性转化与辩证否定观。,传统文化创造性转化与辩证否定观。,2026B_v6_audit_entries.csv,True,True,False
二、辩证法,辩证否定 / 守正创新,2026丰台一模 第16题,主观题,辩证否定观：对人工智能既利用又规范。,辩证否定观,current-thread-supplement,True,True,False
二、辩证法,辩证否定 / 守正创新,2025顺义一模 第16题,主观题,不生成辩证否定/守正创新硬链。,不生成辩证否定/守正创新硬链。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,辩证否定 / 守正创新,2026门头沟一模 第16题,主观题,活态遗产中的发展、联系与辩证否定。,活态遗产中的发展、联系与辩证否定。,2026A_v6_student_entries.md,True,True,False
二、辩证法,辩证否定 / 守正创新,2026通州期末 第16题,主观题,辩证否定 / 守正创新,辩证否定 / 守正创新,current-thread-gap-closure,True,True,False
二、辩证法,辩证否定 / 守正创新,2025海淀期末 第2题,选择题,辩证否定硬套。,辩证否定硬套。,2025A_v6_student_entries.md,True,True,False
二、辩证法,辩证否定 / 守正创新,2025朝阳期末 第7题,选择题,辩证思维/创作中的扬弃。,辩证思维/创作中的扬弃。,2025A_v6_student_entries.md,True,True,False
二、辩证法,辩证否定 / 守正创新,2026朝阳一模 第5题,选择题,辩证否定：既保留又发展。,辩证否定：既保留又发展。,2026A_v6_student_entries.md,True,True,False
二、辩证法,辩证否定 / 守正创新,2025房山一模 第5题,选择题,辩证否定 / 守正创新,辩证否定 / 守正创新,targeted-coverage-backfill,True,True,False
二、辩证法,辩证否定 / 守正创新,2026门头沟一模 第5题,选择题,choice_correct。,choice_correct。,2026A_v6_audit_entries.csv,True,True,False
二、辩证法,矛盾就是对立统一,2024海淀二模 第16题,主观题,联系的普遍性与对立统一。,联系的普遍性与对立统一。,2024_v6_student_entries.md,True,True,False
二、辩证法,矛盾就是对立统一,2024海淀二模 第16题,主观题,哲学与文化。,哲学与文化。,2024_v6_audit_entries.csv,True,True,False
二、辩证法,矛盾就是对立统一,2025海淀一模 第16题,主观题,矛盾分析法/一分为二。,矛盾分析法/一分为二。,2025A_v6_audit_entries.csv,True,True,False
二、辩证法,矛盾就是对立统一,2025东城二模 第16题,主观题,对立统一与全面看问题。,对立统一与全面看问题。,2025B_v6_student_entries.md,True,True,False
二、辩证法,矛盾就是对立统一,2026东城期末 第16题,主观题,对立统一中的审美与价值。,对立统一中的审美与价值。,2026B_v6_student_entries.md,True,True,False
二、辩证法,矛盾就是对立统一,2026东城期末 第16题,主观题,对立统一/中华优秀传统文化/价值观。,对立统一/中华优秀传统文化/价值观。,2026B_v6_audit_entries.csv,True,True,False
二、辩证法,矛盾就是对立统一,2025朝阳二模 第16题,主观题,从游与自学的对立统一。,从游与自学的对立统一。,2025B_v6_student_entries.md,True,True,False
二、辩证法,矛盾就是对立统一,2025朝阳期末 第16题,主观题,对立统一/文化多样性。,对立统一/文化多样性。,2025A_v6_student_entries.md,True,True,False
二、辩证法,矛盾就是对立统一,2026丰台一模 第16题,主观题,科学精神与人文精神：让技术理性与人文关怀结合。,科学精神与人文精神,current-thread-supplement,True,True,False
二、辩证法,矛盾就是对立统一,2026丰台期末 第16题,主观题,矛盾就是对立统一,矛盾就是对立统一,targeted-coverage-backfill,True,True,False
二、辩证法,矛盾就是对立统一,2025海淀二模 第12题,选择题,一分为二看问题。,一分为二看问题。,2025B_v6_student_entries.md,True,True,False
二、辩证法,矛盾的普遍性,2026朝阳期中 第18题,主观题,一分为二看AI情绪价值。,矛盾普遍性 / 对立统一 / 一分为二 / 全面观点。,2026B_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,矛盾的普遍性,2026丰台一模 第16题,主观题,矛盾普遍性：一分为二看人工智能发展。,矛盾普遍性,current-thread-supplement,True,True,False
二、辩证法,矛盾的普遍性,2025朝阳二模 第2题,选择题,“矛盾普遍性包含特殊性”的关系倒置。,“矛盾普遍性包含特殊性”的关系倒置。,2025B_v6_student_entries.md,True,True,False
二、辩证法,矛盾的普遍性,2025朝阳二模 第2题,选择题,普遍性特殊性关系倒置。,普遍性特殊性关系倒置。,2025B_v6_audit_entries.csv,True,True,False
二、辩证法,矛盾的特殊性 / 具体问题具体分析,2024海淀期中 第18题,主观题,矛盾的特殊性 / 具体问题具体分析,矛盾的特殊性 / 具体问题具体分析,current-thread-gap-closure,True,True,False
二、辩证法,矛盾的特殊性 / 具体问题具体分析,2025西城二模 第16题（1）,主观题,具体问题具体分析。,矛盾的特殊性 / 具体问题具体分析。,2025B_v6_student_entries.md+Codex-chain,True,True,False
二、辩证法,矛盾的特殊性 / 具体问题具体分析,2025延庆一模 第16题,主观题,具体问题具体分析。,具体问题具体分析。,2025A_v6_student_entries.md,True,True,False
二、辩证法,矛盾的特殊性 / 具体问题具体分析,2026房山一模 第18(1)题,主观题,具体问题具体分析：精准治理空气污染。,具体问题具体分析,current-thread-supplement,True,True,False
二、辩证法,矛盾的特殊性 / 具体问题具体分析,2025房山一模 第3题,选择题,矛盾的特殊性 / 具体问题具体分析,矛盾的特殊性 / 具体问题具体分析,targeted-coverage-backfill,True,True,False
