priority,question_id,parent_question_id,source_batch,type,framework_node,evidence_level,decision,decision_reason,source_evidence,patch_needed,can_enter_fusion
P2,Q-2025东城期末-15,Q-2025东城期末-15,batch03_dongcheng,choice_trap,推理>演绎推理>充分条件假言推理,B-choice-signal,confirmed_with_patch,题干（红色之旅研学约定：如果赵同学参观北大红楼，那么李同学参观陈独秀旧居或者参观李大钊故居→以下判断必定为假的是）+四个选项A'只有赵去北大红楼，李才去陈/李大钊'/B'虽然赵去北大红楼，但李既不去陈也不去李大钊'/C'即使赵不去北大红楼，李也会去陈独秀旧居'/D'如果李去李大钊故居，那么赵去北大红楼' 已在012_*paper.txt::Q15（行125-131）逐字核验；参考答案表（012_*paper.txt 行543-564）明示'故选：B'+教材充分条件/必要条件/充分必要条件三种假言推理规则+四项逐项解析（B'肯定前件、否定后件'违反充分条件假言推理规则因此必假/A为必要条件改写真/C为否前不否后真/D为肯后不必肯前真），证据完整支持framework_node='推理>演绎推理>充分条件假言推理'；维持manifest evidence_level=B-choice-signal；framework_first_fusion_P1_PATCHED.md 第667行该行仍标'需 Codex 回源复核'，应在后续fusion patch中去除该标记并锁定答案B,012_*paper.txt::Q15 行125-131 题干与四个选项A/B/C/D完整可见；012_*paper.txt::15．【分析】行543-564 含'本题考查：假言推理及其方法'+三种假言推理规则（充分条件：肯前肯后/否后否前/否前不能否后/肯后不能肯前；必要条件：否前否后/肯后肯前/肯前不能肯后/否后不能否前；充要条件：肯前肯后/肯后肯前/否前否后/否后否前）+'故选：B'+四项逐项分析；012_*2025东城期末细则.pptx.txt 全文不含Q15；012_*2025。1东城讲评_修改.pdf.txt 全文不含Q15,yes,yes
P2,Q-2025东城期末-5,Q-2025东城期末-5,batch03_dongcheng,choice_trap,辩证思维>整体性+动态性+矛盾分析法,B-choice-signal,confirmed_with_patch,题干（社区公园原入口两块砖宽/直角转弯/狭窄踩踏绿地→改造为圆角入口更宽敞）+四个判断（①通过实践建立自在联系/②要在整体和动态中认识和优化社区环境/③通过否定过去和肯定现在实现事物发展/④运用辩证思维的矛盾分析法为居民解忧）+四个组合A①②/B①③/C②④/D③④ 已在012_*paper.txt::Q5（行40-48）逐字核验；参考答案表（012_*paper.txt 行318-346）明示'故选：C'与逐项解析（①错-自在联系应为人为联系/③错-辩证否定不是简单否定过去肯定现在/②④对-整体动态+矛盾分析法），证据完整支持framework_node='辩证思维>整体性+动态性+矛盾分析法'；维持manifest evidence_level=B-choice-signal；framework_first_fusion_P1_PATCHED.md 第142行该行仍标'需 Codex 回源复核'，应在后续fusion patch中去除该标记并锁定答案C,012_*paper.txt::Q5 行40-48 题干与四个判断+四个组合完整可见；012_*paper.txt::5．【分析】行318-346 含'本题考查：辩证思维的含义及特征'+整体性/动态性教材原文+'故选：C'+①③错项与②④对项的逐项解释；012_*2025东城期末细则.pptx.txt 全文仅含16/17/18(1)(2)/19(1)(2)(3)/20/21主观题阅卷细则，未含Q5客观题阅卷条目（与paper.txt答案不冲突）；012_*2025。1东城讲评_修改.pdf.txt 全文仅含16-21主观题讲评，未含Q5,yes,yes
P2,Q-2026东城一模-5,Q-2026东城一模-5,batch03_dongcheng,choice_trap,辩证思维>分析与综合,B-choice-signal,confirmed_with_patch,题干（国内专家团队基于中国人群脑结构与西方人群差异，分析海量影像数据，区分不同疾病对应脑结构指标偏离特征，构建脑图表）+ 四个选项 A通用标准 / B分析综合海量数据获得规律性认识 / C中西方信息交合 / D修正真理中谬误均能在 046_*paper.txt::Q5（行46-52）逐字核验；046_*paper.txt 第265-266 行参考答案表明文'题号 5 答案 B'，与框架节点'辩证思维>分析与综合'命中 B 选项'分析综合'字样高度一致；选项 B 的'分析综合'信号词在选必三辩证思维章节为该框架节点的标准识别物；manifest evidence_level=B-choice-signal 与 source 一致，无需上调；manifest phase12_action=blocked_keep_out 与 phase12_category=answer_missing 在本轮源级复核中已被推翻——答案表与框架节点匹配证据完整。decision=confirmed_with_patch：原 fusion P1 第93-101 行已含完整识别逻辑+陷阱拆解+卷面句但带'需 Codex 回源复核'标签，patch 仅去复核标签并锁定答案表证据，不改写已有识别逻辑。,046_*paper.txt::Q5 行46-52 题干+四选项完整可见；046_*paper.txt 行265-266 答案表明文'5 B'；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行93-101 已有完整 Q5 识别+陷阱+卷面句但带'需 Codex 回源复核'前置标签,yes,yes
P2,Q-2026东城一模-6,Q-2026东城一模-6,batch03_dongcheng,choice_trap,推理>演绎推理>换质位推理（直言判断变形）,B-choice-signal,confirmed_with_patch,题干（'画马'是将运动、创意与社交相融合的活动；有些途经银杏林的'画马'路线也经过雨燕塔）+ 四选项 A辩证否定 / B科技抽象思维 / C有些A是B → 有些A不是B 必然为真 / D 换质位得'未将运动、创意与社交相融合的活动不是画马'均能在 046_*paper.txt::Q6（行53-60）逐字核验；046_*paper.txt 行265-266 答案表'题号 6 答案 D'与 D 选项命中框架节点'换质位推理（直言判断变形）'要旨；原命题 SAP（'画马是将……融合的活动'）经换质（→ 画马不是不将……融合的活动）+ 换位（→ 不将……融合的活动不是画马）正是 D 选项措辞，源端等价变形可重现；manifest evidence_level=B-choice-signal 维持不变；manifest phase12_action=covered_by_74_review_body / phase12_category=already_in_74 已在 fusion P1 第698-708 行落体，本轮 P2 复核仅为该体添加答案表锁定。decision=confirmed_with_patch：保留原识别逻辑，patch 去'需 Codex 回源复核'标签。,046_*paper.txt::Q6 行53-60 题干+四选项完整可见；046_*paper.txt 行265-266 答案表明文'6 D'；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行698-708 已有完整 Q6 识别+陷阱+卷面句但带'需 Codex 回源复核'前置标签,yes,yes
P2,Q-2026东城一模-7,Q-2026东城一模-7,batch03_dongcheng,choice_trap,推理>演绎推理>复合假言推理,B-choice-signal,confirmed_with_patch,题干（实验一'除非太阳风带电粒子，否则星际中性粒子'/实验二'或者不是星际中性粒子，或者不是外日球层衍生粒子'/实验三'如果不是外日球层衍生粒子，就不是星际中性粒子'）+ 四选项 A是外日球层衍生 / B不是外日球层衍生 / C是星际中性 / D是太阳风带电均能在 046_*paper.txt::Q7（行61-73）逐字核验；046_*paper.txt 行266-268 答案表'题号 7 答案 D'；source 附带的 046_*support__26东城一模细则.pdf 第9页 + 046_*support__18+选择7、13.pptx 第5-6 张幻灯片提供官方符号化推理：A=太阳风、B=星际中性、C=外日球层衍生；A∨B（或 ¬B→A）、¬B∨¬C、B→C；联立后必得 ¬B 真+A 真，C 不可定，故 D 唯一为真；与框架节点'复合假言推理'完全契合（含必要条件假言+联言/选言+假言串联）。manifest evidence_level=B-choice-signal 与 source 一致；manifest phase12_action=blocked_keep_out / phase12_category=answer_missing 已被本轮源级复核推翻——细则pptx 第5-6 张明文给出真值表与符号推演。decision=confirmed_with_patch：fusion P1 第688-696 行已含完整符号化卷面句但带'需 Codex 回源复核'标签，patch 仅去复核标签并锁定细则证据。,046_*paper.txt::Q7 行61-73 三个实验+四选项完整可见；046_*paper.txt 行266-268 答案表明文'7 D'；046_*support__26东城一模细则.pdf 第9页符号化推理 A∨B / ¬B∨¬C / ¬C→¬B；046_*support__18+选择7、13.pptx 第5-6 张幻灯片真值表（√标 A 与 C/¬C 自由）；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行688-696 已有完整 Q7 符号化卷面句但带'需 Codex 回源复核'前置标签,yes,yes
P2,Q-2026东城期末-6,Q-2026东城期末-6,batch03_dongcheng,choice_trap,推理>演绎推理>三段论保真+必要条件假言判断,B-choice-signal,confirmed_with_patch,题干（独居石+稀土矿石+天然独居石伴生放射性元素+乌毛蕨植物体内生物成矿形成''镧独居石''+纯净无辐射+''若具备下述哪个前提，乌毛蕨形成的镧独居石具有绿色提取前景的结论必然成立''）+四选项 A只有纯净无辐射的独居石才有绿色提取前景 / B只有具有绿色提取前景的才是纯净无辐射的独居石 / C有的纯净无辐射的独居石具有绿色提取前景 / D部分生物成矿形成的矿物具有绿色提取前景 均能在 044_*paper.txt::Q6（行52-62）逐字核验；044_*paper.txt 行251-252 答案表明文''题号 6 答案 B''锁定；source 附带的 044_*support__2026东城期末细则.pptx Slide 78 + Slide 82 给出官方三段论拆解：小项=乌毛蕨形成的镧独居石、大项=绿色提取前景、中项=纯净无辐射的独居石；A犯''中项不周+大项不当扩大''、C犯''中项不周延''、D犯''四概念''——均与框架节点''三段论保真+必要条件假言判断''完全契合。manifest evidence_level=B-choice-signal 与 source 一致；manifest phase12_action=covered_by_74_review_body / phase12_category=already_in_74 在 fusion P1 第653-663 行已落体。decision=confirmed_with_patch：fusion P1 第655 行带''需 Codex 回源复核''前置标签，patch 仅去除复核标签并锁定细则 pptx Slide 78/82 三段论拆解证据，不改写已有识别正文。,044_*paper.txt::Q6 行52-62 题干+四选项完整可见；044_*paper.txt 行251-252 答案表明文''6=B''；044_*support__2026东城期末细则.pptx Slide 78 三段论结构图（小项/中项/大项明文+四选项排错理由）；Slide 82 第6题解析文字版（''纯净无辐射的独居石具有绿色提取前景 ✓''+四选项排错理由）；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行653-663 已有完整 Q6 识别+陷阱+卷面句但带''需 Codex 回源复核''前置标签,yes,yes
P2,Q-2026东城期末-7,Q-2026东城期末-7,batch03_dongcheng,choice_trap,推理>逻辑思维基本要求>矛盾律 + 演绎推理>充分条件假言推理,B-choice-signal,confirmed_with_patch,题干（''科技+体育''运动会四大项目+四位老师预测：周老师''人机赛跑''会达标 / 吴老师''如果AI运动数据挑战赛达标，那么跨年级智能接力赛就不会达标'' / 郑老师''如果人机赛跑未达标，那么AI主题闯关也未达标'' / 王老师''AI运动数据挑战赛和跨年级智能接力赛都会达标''；上述四人预测仅有一个符合事实，问以下哪项不可能为真）+四选项 A AI运动数据挑战赛达标∧AI主题闯关未达标 / B 跨年级智能接力赛达标∧AI运动数据挑战赛达标 / C AI主题闯关达标∧跨年级智能接力赛未达标 / D AI主题闯关达标∧人机赛跑未达标 均能在 044_*paper.txt::Q7（行63-73）逐字核验；044_*paper.txt 行251-252 答案表明文''题号 7 答案 A''锁定；source 附带的 044_*support__2026东城期末细则.pptx Slide 2 给出官方拆解：吴老师与王老师矛盾关系必有一真一假 → 四句仅一真则周老师与郑老师必假 → 周假即''人机赛跑不达标''、郑假（充分条件假言为假即前真后假）即''人机赛跑不达标''且''AI主题闯关达标'' → 设问''不可能为真''即''人机赛跑达标''或''AI主题闯关未达标''；Slide 3 文字版直接给出''正确答案为 A 选项''。manifest evidence_level=B-choice-signal 与 source 一致；manifest phase12_action=covered_by_74_review_body / phase12_category=already_in_74 在 fusion P1 第735-745 行已落体。decision=confirmed_with_patch：fusion P1 第737 行带''需 Codex 回源复核''前置标签，patch 仅去除复核标签并锁定细则 pptx Slide 2/3 矛盾律+充分条件假言反推证据，不改写已有识别正文。,044_*paper.txt::Q7 行63-73 题干（四老师预测）+四选项完整可见；044_*paper.txt 行251-252 答案表明文''7=A''；044_*support__2026东城期末细则.pptx Slide 2 矛盾关系图（吴王矛盾必有一真一假+周郑必假+保真''④×且②√''+保假''④√或②×''）；Slide 3 第7题解析文字版（''周老师预测为假，则真实结果为''人机赛跑''不达标''+''郑老师预测为假，则真实结果是''人机赛跑''不达标，且''AI主题闯关''达标''+''只有 A 选项满足条件。正确答案为 A 选项''）；FRAMEWORK_FIRST_FUSION_P1_PATCHED.md 行735-745 已有完整 Q7 识别+陷阱+卷面句但带''需 Codex 回源复核''前置标签,yes,yes
P2,Q-2025丰台期末-10,Q-2025丰台期末-10,batch04_fengtai_shunyi_tongzhou,choice_trap,推理-归纳推理 vs 演绎推理（②错）,B-choice-signal,confirmed,题干（'吃一堑长一智'/'闻一知十'/'举一反三'）及四个判断①②③④、A①③/B①④/C②③/D②④四个组合在040_paper.txt::Q10（行110-116）逐字核验；040_paper.txt 第367-375行参考答案明确标注【答案】B，①入选（'吃一堑长一智'对应归纳推理-从特殊推出一般），④入选（'举一反三'对应类比推理），②错误（'在同一地方摔倒多次'是因为没有运用归纳推理，而非演绎推理），③错误（'闻一知十'应为从感性具体到思维抽象，而非从思维抽象到思维具体）；framework_node'推理-归纳推理 vs 演绎推理（②错）'与②错的核心解析'没有运用归纳推理而非演绎'精准对应；按硬规则维持manifest evidence_level=B-choice-signal（paper内嵌答案+解析非独立formal rubric）,040_*paper.txt::Q10 行110-116 完整题干及①②③④/A①③/B①④/C②③/D②④可见；040_*paper.txt 行367-375【答案】B及四选项详细解析逐字可读；040_*support__2025丰台期末细则.pptx.txt 未对Q10单独展开但整体试卷答案系统覆盖,yes,yes
P2,Q-2025丰台期末-16,Q-2025丰台期末-16,batch04_fengtai_shunyi_tongzhou,main_thinking,辩证思维>动态性,A-support,block_from_student_body,Q16'胸中有数'材料分析题在040_paper.txt::Q16（行163-170）题干完整可见；040_paper.txt 行434-471 参考答案明确从'实践、一切从实际出发、联系观、发展观、矛盾观等角度作答'，水平4-1分档赋分细则与4个示例答案均聚焦质量互变规律+主要矛盾的主要方面+量变质变界限+适度原则，落点为必修四《哲学与文化》而非选必三《逻辑与思维》辩证思维章节；manifest第50行已记phase12_action=excluded_keep_out/phase12_category=out_of_scope/blocker=scope_out=哲学(非选必三逻辑与思维primary task)；'动态性'作为辩证思维子节点虽在选必三中也存在，但本题答案落点是哲学发展观而非辩证思维动态性；按scope_out原则block_from_student_body不入学生正文；can_enter_fusion=no（manifest仅放行'量变质变'attach，未放行'动态性'）,040_*paper.txt::Q16 行163-170 题干'胸中有数的工作方法'完整可见；040_*paper.txt 行434-471【答案】从实践、一切从实际出发、联系观、发展观、矛盾观等角度作答 + 水平1-4分档赋分细则 + 4个示例答案逐字可读；040_*support__2025丰台期末细则.pptx.txt SLIDE 45/56/60-62 重申考点为'数从哪来=实践/规律/主观能动性'、'数当如何定=质量互变/系统优化/整体部分/矛盾/发展'、'数为何所用=认识对实践的反作用/意识能动作用/正确价值观/系统优化/整体部分/发展'；fusion/framework_first_fusion/RECHECK_MANIFEST_ENRICHED.csv 第50行phase12_action=excluded_keep_out 已前置标记,yes,no
P2,Q-2025丰台期末-16,Q-2025丰台期末-16,batch04_fengtai_shunyi_tongzhou,main_thinking,辩证思维>整体性,A-support,block_from_student_body,同行50所述Q16为必修四哲学题，scope_out于选必三逻辑与思维primary task；'整体性'对应参考答案中的'系统优化、整体部分'要素（040_paper.txt 行434-470 + 040_*support 'SLIDE 45 数当如何定：质量互变规律、系统优化、整体部分、矛盾、发展等'），但落点仍为必修四唯物辩证法的整体观/系统观，不构成选必三辩证思维'整体性'章节的独立证据基；manifest第51行phase12_action=excluded_keep_out/scope_out=哲学；按硬规则block_from_student_body不入学生正文；can_enter_fusion=no（manifest仅放行'量变质变'attach）,040_*paper.txt::Q16 题干同行50；040_*paper.txt 行452-453 '事物的性质是由主要矛盾的主要方面决定的'+'懂得注意基本的统计、主要的百分比'隐含整体性/主次矛盾观；040_*support SLIDE 45 明示'数当如何定'知识点为'质量互变规律、系统优化、整体部分、矛盾、发展等'；RECHECK_MANIFEST_ENRICHED.csv 第51行phase12_action=excluded_keep_out 已前置标记,yes,no
P2,Q-2025丰台期末-16,Q-2025丰台期末-16,batch04_fengtai_shunyi_tongzhou,main_thinking,辩证思维>矛盾分析法,A-support,block_from_student_body,同行50所述Q16为必修四哲学题，scope_out；'矛盾分析法'对应参考答案'矛盾观'要素（040_paper.txt 行434/452-453 '事物的性质是由主要矛盾的主要方面决定的，我们在工作生活中，都要懂得注意基本的统计、主要的百分比'）；但矛盾分析法在哲学(必修四唯物辩证法)与选必三辩证思维(矛盾的同一性与斗争性)双重出现，本题答案明显落在哲学侧的'主次矛盾/主要矛盾的主要方面'而非选必三辩证思维'矛盾的同一性与斗争性'；manifest第52行phase12_action=excluded_keep_out/scope_out=哲学；按硬规则block_from_student_body不入学生正文；can_enter_fusion=no（manifest仅放行'量变质变'attach）,040_*paper.txt::Q16 题干同行50；040_*paper.txt 行452-453【详解】'事物的性质是由主要矛盾的主要方面决定的'明确点出主次矛盾观；040_*support SLIDE 56 明示考点系'要看大数、看长远引出要抓主要矛盾、矛盾的主次方面…在回应数当如何定，论证合理可给分'；RECHECK_MANIFEST_ENRICHED.csv 第52行phase12_action=excluded_keep_out 已前置标记,yes,no
P2,Q-2025丰台期末-16,Q-2025丰台期末-16,batch04_fengtai_shunyi_tongzhou,main_thinking,辩证思维>质量互变（适度原则）,A-support,downgrade_to_index,丰台期末Q16为哲学边界题，不能作为选必三正文；质量互变/适度原则可保留为同类索引，用于提示跨模块边界。,040_*paper.txt::Q16 题干同行50；040_*paper.txt 行446-451 示例①②③逐字给出量变-质变-适度原则三段式；040_*support SLIDE 45 '数当如何定：质量互变规律…'+SLIDE 56 '数当如何定：质量互变规律、系统优化、整体部分、矛盾、发展等'；RECHECK_MANIFEST_ENRICHED.csv 第53行blocker='但量变质变可fusion-only attach'已前置授权,yes,yes
P2,Q-2025丰台期末-7,Q-2025丰台期末-7,batch04_fengtai_shunyi_tongzhou,choice_trap,边界陷阱·选必三超前思维概念跨模块外挂,B-choice-signal,confirmed,题干（漫画《为昨天懊恼，替明天担心，不如把握当下》给出的哲学启示）及A'集中精力关注当下，就能活出最美的样子'/B'运用超前思维思考明天，创造出幸福的人生'/C'从实际出发，从当下做起，生活才能少些迷茫'/D'弄清昨天明天和当下各自的意义，是取得成功的关键'四个选项在040_paper.txt::Q7（行80-85）逐字核验；040_paper.txt 行334-341参考答案明确【答案】C，详解：A'集中精力关注当下未必就能活出最美的样子'说法绝对；B'漫画强调关注当下，并不强调运用超前思维思考明天'不符合题意；D'尊重客观规律才是办事情取得成功的关键'排除；C'要从实际出发，从当下做起，生活才能少些迷茫'正确。framework_node'边界陷阱·选必三超前思维概念跨模块外挂'精准对应：B选项'超前思维'(选必三第13课概念)被作为干扰项植入哲学题，正解C落在哲学'实事求是/从实际出发'侧；choice trap结构（用选必三概念误导考生）成立；按硬规则维持manifest evidence_level=B-choice-signal,040_*paper.txt::Q7 行80-85 完整漫画题题干及A/B/C/D四个选项可见；040_*paper.txt 行334-341【答案】C 及四选项详解（A说法绝对/B不符题意/C正解'从实际出发，从当下做起'/D尊重客观规律才是关键）逐字可读；040_*support__2025丰台期末细则.pptx.txt 整体覆盖丰台期末试卷答案体系（虽未对Q7单独展开但support的slide体系与paper答案完全吻合）,yes,yes
P2,Q-2025丰台期末-8,Q-2025丰台期末-8,batch04_fengtai_shunyi_tongzhou,choice_trap,形象思维与抽象思维区分（基本单元,B-choice-signal,confirmed,题干（现代诗《和平是一棵树》创作思路解读）及①'以想象作为思维的基本单元，激发人们对和平的热爱'/②'运用发散思维表达了人们对和平的向往和追求'/③'主要运用了抽象思维来描述和平的美好'/④'以形象思维的方式去触及和平的本质'四个判断、A①③/B①④/C②③/D②④四个组合在040_paper.txt::Q8（行86-98）逐字核验；040_paper.txt 行342-351 参考答案明确【答案】D（②④），详解：'形象思维在感觉、知觉、表象的基础上，运用联想、想象和幻想等反映认识对象，触及事物的本质和规律'，①错（应是'感性形象作为思维的基本单元'，不是'想象作为思维的基本单元'），③错（'抽象思维以概念、判断和推理等反映认识对象'，本题主要运用形象思维而非抽象思维）；040_*support SLIDE 34 明示Q8考点为'思维的基本单元'。framework_node'形象思维与抽象思维区分（基本单元'精准对应①陷阱（思维基本单元识错）+③陷阱（形象/抽象误判）；按硬规则维持manifest evidence_level=B-choice-signal,040_*paper.txt::Q8 行86-98 完整题干（《和平是一棵树》全诗+四个判断+四个组合）可见；040_*paper.txt 行342-351【答案】D 及四选项详解（②④正解-发散思维+形象思维触及本质；①错-应为感性形象作基本单元；③错-应为形象思维而非抽象思维）逐字可读；040_*support SLIDE 34 '选择题第8题 思维的基本单元'明示考点,yes,yes
