material_atom_id,question_id,flagged_question,pattern_hits,material_phrase,source_locator
M_CC0157_2025_朝阳_期末_20_04,CC0157_2025_朝阳_期末_20,yes,,乙公司以甲公司侵犯署名权、修改权、复制 权、信息网络传播权等理由向人民法院提起 诉讼。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_05,CC0157_2025_朝阳_期末_20,yes,,示例： 裁判理由：根据著作权法，甲公司在 应用软件中使用被诉侵权电子地图， 侵害了乙公司对涉案导航电子地图的 署名权、修改权、复制权、信息网络 传播权。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_06,CC0157_2025_朝阳_期末_20,yes,,裁判结果：被告停止侵害、赔礼道 歉、消除影响并赔偿损失。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_07,CC0157_2025_朝阳_期末_20,yes,,案件二 丙公司依托电子地图收集的电 子地图数据、用户出行数据和实时交通信息 等原始数据，通过特定算法并经分析处理形 成数据产品“拥堵延时指数”。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_08,CC0157_2025_朝阳_期末_20,yes,,被告丁公司 采用变换IP 地址和伪造浏览器标识等不正 裁判理由： ① 裁判结果： ② [page 7] 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_09,CC0157_2025_朝阳_期末_20,yes,,丙公司就此诉至人民法 院。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_10,CC0157_2025_朝阳_期末_20,yes,,案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_11,CC0157_2025_朝阳_期末_20,yes,,在该项目进行 过程中，乙旅游公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_12,CC0157_2025_朝阳_期末_20,yes,,经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院13 天。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_13,CC0157_2025_朝阳_期末_20,yes,,经鉴定，甲的损伤及目前后遗症评定为 九级伤残。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_14,CC0157_2025_朝阳_期末_20,yes,,甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。,F0135:page 6 | F0135:page 9
M_CC0157_2025_朝阳_期末_20_15,CC0157_2025_朝阳_期末_20,yes,,裁判理由： ③ 裁判结果： ④,F0135:page 6 | F0135:page 9
M_CC0162_2025_海淀_一模_18_03,CC0162_2025_海淀_一模_18,no,细则,游客在 办理时需与该主题乐园签订有关年卡的《条款及细则》格式合同，其中明确规定：“主题乐园年卡不可转 让，年卡及其相应福利仅限持卡人本人使用。,F0089:page 2 | F0090:page 5 | F0090:page 8
M_CC0180_2025_海淀_期末_20_01,CC0180_2025_海淀_期末_20,yes,,20．（6分） ①生产者产品责任是无过错侵权责任，行为人只要损害了他人的民事权益，不论其有无过错，均应当承担侵权责任。,F0139:text
M_CC0180_2025_海淀_期末_20_02,CC0180_2025_海淀_期末_20,yes,,《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于产品责任赔偿范围，切实维护消费者合法权益。,F0139:text
M_CC0180_2025_海淀_期末_20_03,CC0180_2025_海淀_期末_20,yes,,②禁止饲养的烈性犬等危险动物造成他人损害的，动物饲养人或者管理人应承担无过错侵权责任，没有任何免责事由和减责事由。,F0139:text
M_CC0180_2025_海淀_期末_20_04,CC0180_2025_海淀_期末_20,yes,,《解释》阐明民法典“最严格的无过错责任”立法精神，强化动物饲养人、管理人责任意识，维护动物饲养管理秩序，保障人民群众生命财产安全。,F0139:text
M_CC0189_2025_石景山_一模_20_01,CC0189_2025_石景山_一模_20,yes,,20. (8 分) 新质生产力鼓励新业态拓展创新。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_02,CC0189_2025_石景山_一模_20,yes,,人民法院能动履职、保护创新，为发展新质生产力提供重要保障。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_03,CC0189_2025_石景山_一模_20,yes,,下列 是石景山法院以司法护航新质生产力发展的两个案例。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_04,CC0189_2025_石景山_一模_20,yes,,案例一 集成电路产业是信息产业的核心，为新质生产力发展提供重要支撑。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_05,CC0189_2025_石景山_一模_20,yes,,原告科技公司与被告电路公司就某集 成电路技术研发项目签订委托合同，约定由被告按相关技术标准在规定时间内完成产品研发交付，原告分 期付酬 16 万元。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_06,CC0189_2025_石景山_一模_20,yes,,研发过程中，原告支付了两期研发费共9.6 万元，经检验，阶段性产品未达合同要求且研 发进度超期。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_07,CC0189_2025_石景山_一模_20,yes,,被告延期交付最终成果后，原告主张被告未能依约提交达标成果，错过上市时机，致原告经 济损失严重，故要求被告返还研发费用并支付违约金。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_08,CC0189_2025_石景山_一模_20,yes,,法院经审理，判令被告返还原告服务费、违约金共 计11 万余元。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_09,CC0189_2025_石景山_一模_20,yes,,案例二 软件是信息技术关键载体，是新质生产力的代表和数字经济发展的基础。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_10,CC0189_2025_石景山_一模_20,yes,,“好省”APP是原告某网络科技公 司旗下的一款电商导购应用，用户可在其中领取主流商城的商品优惠券，故该软件上线后下载量巨大。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_11,CC0189_2025_石景山_一模_20,yes,,被 告周某是被诉软件“超好省-省钱助手”APP 的开发运营者，该软件晚于原告软件三年上线。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_12,CC0189_2025_石景山_一模_20,yes,,原告主张“好 省”软件经其长期宣传已具有影响力，被告软件与原告软件名称和图标相近、内容业务相同，已造成公众 混淆，请求法院判令被告停止不当行为并赔偿损失。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_13,CC0189_2025_石景山_一模_20,yes,,法院经审理，判令被告停止侵权并赔偿原告损失共计 3.6 万元。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_14,CC0189_2025_石景山_一模_20,yes,,阅读材料，参考示例，完成下表。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_15,CC0189_2025_石景山_一模_20,yes,,案例 裁判理由 对发展新质生产力的保障作用 案例一 ① 维护守约方合法权益，激励从业者秉持契 约精神和敬业态度，着力提升创新研发能 力，促进集成电路产业扩容提质，为新质 生产力发展提供重要支撑。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_16,CC0189_2025_石景山_一模_20,yes,,案例二 根据反不正当竞争法规定，禁止经营者实施不 正当竞争行为。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_17,CC0189_2025_石景山_一模_20,yes,,原被告两款软件功能相似，存 在竞争关系。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0189_2025_石景山_一模_20_18,CC0189_2025_石景山_一模_20,yes,,被告擅自使用与原告名称、图标 相似的软件，容易使消费者发生混淆误认，构 成不正当竞争，应当承担停止侵害、赔偿损失 的侵权责任。,F0091:text | F0092:page 11 | F0092:page 8 | F0309:text
M_CC0195_2025_西城_一模_20_01,CC0195_2025_西城_一模_20,yes,,20．（8分）劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订 集体合同，可以确保双方协商一致，更加公平、平等自愿。,F0093:text | F0094:page 10 | F0094:page 7 | F0311:text
M_CC0195_2025_西城_一模_20_02,CC0195_2025_西城_一模_20,yes,,更好地保护劳动者合法权益，促进广大劳 动者特别是低薪劳动者群体实现体面劳动，实现社会公平。,F0093:text | F0094:page 10 | F0094:page 7 | F0311:text
M_CC0195_2025_西城_一模_20_03,CC0195_2025_西城_一模_20,yes,,促进企业依法规范用工，构建和谐劳动关 系，激发劳动者积极性，推动生产效率的提高，培育良好商誉，实现社会公平与经济效率的平衡。,F0093:text | F0094:page 10 | F0094:page 7 | F0311:text
M_CC0213_2025_门头沟_一模_20_01,CC0213_2025_门头沟_一模_20,yes,,20. “以事实为根据，以法律为准绳”是我国司法活动的基本原则，核心是通过客观事实认真严格依 照法律规定作出裁判，确保司法公正性与权威性。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_02,CC0213_2025_门头沟_一模_20,yes,,请结合以下案例，参照所给出完成下表。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_03,CC0213_2025_门头沟_一模_20,yes,,案件事实 裁判要点 案例一 A 享有“我不是胖虎”系列美 术作品的复制权、改编权、信息网络传播权 等著作财产性权利。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_04,CC0213_2025_门头沟_一模_20,yes,,B 公司、C 公司未经许 可，在其经营的微博账号中发布了与A 公司 “我不是胖虎”类似电脑壁纸“橘猫”。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_05,CC0213_2025_门头沟_一模_20,yes,,A 公司向法院起诉B 公司、C 公司，要求其承 担侵权责任。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_06,CC0213_2025_门头沟_一模_20,yes,,裁判结果：支持A 公司的诉讼请求，B 公司、C 公 司应停止侵害，删除相关内容并赔偿A 公司经济损失。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_07,CC0213_2025_门头沟_一模_20,yes,,裁判理由：根据《中华人民共和国著作权法》的规 定，著作权人对其作品享有广泛的权利。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_08,CC0213_2025_门头沟_一模_20,yes,,他人未经著作 权人许可使用著作权人的作品，就可能构成侵权。,F0096:page 10 | F0096:page 7
M_CC0213_2025_门头沟_一模_20_09,CC0213_2025_门头沟_一模_20,yes,,B 公 司、C 公司未经许可，擅自将被诉侵权图片作为微博图 片发布，使公众可以在其个人选定的时间和地点获得作 品，均侵害了A 公司的著作权。,F0096:page 10 | F0096:page 7
